mogert,	মগের্ট,	মোজার্ট,	
anchalke,	আঞ্চলকে,	অঞ্চলকে,	
nandolal,	নান্দোলাল,	নন্দলাল,	
dargah,	দরগা,	দরগাহ,	
gatibege,	গতিবেজে,	গতিবেগে,	
asamanno,	অসমান্য,	অসামান্য,	
abhishangson,	অভিশংসং,	অভিশংসন,	
gotibegey,	গতিবেগে,	গতিবেগে,	
themeke,	থেমেকে,	থিমকে,	
qara,	কারা,	কর,	
granthei,	গ্রন্থেই,	গ্রন্থেই,	
loombinee,	লুম্বিনী,	লুম্বিনী,	
shanta,	শান্তা,	সান্তা,	
bojhaao,	বোঝাও,	বোঝাও,	
queery,	কুয়েরি,	কোয়েরি,	
musalmanyi,	মুসল্মনী,	মুসলমানই,	
bagdade,	বাগ্যাদে,	বাগদাদে,	
tikto,	টিক্ত,	তিক্ত,	
probhu,	প্রভূ,	প্রভু,	
peterkey,	প্যাটারিকে,	পিটারকে,	
hepara,	হাইপার,	হাইপার,	
homasa,	হোমস,	হোমস,	
ajiboner,	আজীবনের,	আজীবনের,	
bisnu,	বিষ্ণু,	বিষ্ণু,	
shaajaano,	সাজানো,	সাজানো,	
obheegomon,	অভিগমন,	অভিগমন,	
alexander,	আলেক্সান্ডের,	আলেকজান্ডার,	
shitei,	সিটেই,	শীতেই,	
bandhubhabaponno,	বন্ধুব্বপূন্ন,	বন্ধুভাবাপন্ন,	
kushomva,	কুশম্ব,	কুশুম্বা,	
korle,	করলে,	করলে,	
mmadhobbir,	মাধববির,	মাধবীর,	
monjiley,	মঞ্জিলে,	মঞ্জিলে,	
juktorastroshoho,	যুক্তরাস্ট্রসহ,	যুক্তরাষ্ট্রসহ,	
manushi,	মানুশি,	মানুষী,	
anisa,	অনিশা,	আনিস,	
sohokari,	সহকারি,	সহকারী,	
ajeeboner,	আজীবনের,	আজীবনের,	
homeske,	হোমসেককে,	হোমসকে,	
shomostigoto,	সমস্তিগত,	সমষ্টিগত,	
oviyojan,	অভিযোজন,	অভিযোজন,	
assoociates,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
jalbe,	জলবে,	জ্বলবে,	
parkasa,	পার্কস,	পার্কস,	
samudratate,	সমুদ্রতাতে,	সমুদ্রতটে,	
darjiling,	ডার্জিলিং,	দার্জিলিং,	
mausum,	মৌসম,	মৌসুম,	
aaeereshe,	আইরেশে,	আইরেসে,	
cholocchitroke,	চলোচিত্রকে,	চলচ্চিত্রকে,	
shcholastik,	স্কলাস্টিক,	স্কলাস্টিক,	
sosa,	সসা,	শশা,	
sharif,	শেরিফ,	শরিফ,	
rapto,	রপ্ত,	রপ্ত,	
turkmeen,	টার্কমেন,	তুর্কমেন,	
kormosompadon,	কর্মসম্পদন,	কর্মসম্পাদন,	
dharabahikotitey,	ধারাবাহিকতি,	ধারাবাহিকটিতে,	
bhenasha,	ভেনাস,	ভেনাস,	
informeshon,	ইনফর্মেশন,	ইনফরমেশন,	
shuperhero,	সুপারেরা,	সুপারহিরো,	
mousumer,	মৌসমের,	মৌসুমের,	
gandhio,	গান্ধীও,	গান্ধীও,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
juktarashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
fooloo,	ফুলও,	পোলো,	
neermolotaa,	নির্মলতা,	নির্মলতা,	
sloker,	স্লোকের,	শ্লোকের,	
abhiyojan,	অভিযোজন,	অভিযোজন,	
hertz,	হার্ট,	হার্জ,	
eshiyatiqa,	এশিয়েটিক,	এশিয়াটিক,	
growth,	গ্রাথ,	গ্রোথ,	
peerry,	পেরি,	পেরি,	
jalarong,	জলরার,	জলরঙ,	
atyacarito,	অত্যাকারিত,	অত্যাচারিত,	
sheema,	সেম,	সীমা,	
harza,	হার্জ,	হার্জ,	
nathibhookto,	নথিভুক্ত,	নথিভুক্ত,	
jathaartho,	যথার্থ,	যথার্থ,	
shukranoo,	শুক্রাণু,	শুক্রানু,	
taunasipa,	টনউশিপ,	টাউনশিপ,	
niutrinoo,	নিউট্রিণ,	নিউট্রিনো,	
jatharthobhabe,	যথারহাটে,	যথার্থভাবে,	
cheentaikari,	ছিনতাইকারী,	ছিনতাইকারী,	
velcome,	ভেলকস,	ওয়েলকাম,	
sachetanotamulak,	সচেতিনাথকূলক,	সচেতনতামূলক,	
augusteen,	অগুস্টিন,	অগাস্টিন,	
khelafotey,	খেলাফোতে,	খেলাফতে,	
shaluk,	শালুক,	শালুক,	
laaisens,	লুইনেস,	লাইসেন্স,	
daktikit,	দাকতিকিত,	ডাকটিকিট,	
foolkopi,	ফুলকপি,	ফুলকপি,	
ghatiti,	ঘটিতি,	ঘাঁটিটি,	
mmesenjar,	মেসেজাঞ্জার,	মেসেঞ্জার,	
nathibhukto,	নথিভুক্ত,	নথিভুক্ত,	
dakkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
drishyogulotey,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
soomi,	সুমি,	সুমি,	
nagorikkey,	নাগরিকে,	নাগরিককে,	
alpoi,	অল্পই,	অল্পই,	
ramjaner,	রমজানের,	রমযানের,	
eshtoniya,	এস্টনিিয়া,	এস্তোনিয়া,	
ganaparibahan,	গণপরিবহন,	গণপরিবহন,	
eidin,	আইডিন,	এইদিন,	
pratimar,	প্রতিমার,	প্রতিমার,	
sinaake,	সিনাকে,	সিনাকে,	
parshwer,	পারস্বের,	পার্শ্বের,	
beshirbhaagei,	বেশিরভাগেই,	বেশিরভাগেই,	
bhaskar,	ভাসকার,	ভাস্কর,	
aro,	আরো,	আরও,	
lajika,	লাজিকা,	লজিক,	
nodiitir,	নদীতীর,	নদীটির,	
bhenama,	ভেনামা,	ভেনম,	
moushum,	মৌসুম,	মৌসুম,	
dholeshwari,	ধলেশ্বরী,	ধলেশ্বরী,	
roza,	রোজা,	রোযা,	
hyarikeena,	হ্যারিকেন,	হ্যারিকেন,	
eeraner,	ইইরনের,	ইরানের,	
soptahokal,	সপ্তাহকাল,	সপ্তাহকাল,	
modeley,	মোদেলে,	মডেলে,	
phokshkon,	ফক্ষক,	ফক্সকন,	
breakthraugh,	ব্রেকরোরাগ,	ব্রেকথ্রু,	
elaakaatir,	এলাকাতির,	এলাকাটির,	
satarkabhabey,	সতর্কভাবে,	সতর্কভাবে,	
ekeerokom,	একেরকম,	একইরকম,	
bojhey,	বঝে,	বোঝে,	
charger,	চার্জের,	চার্জার,	
utkhat,	উৎ্থাত,	উত্খাত,	
sachetonvabe,	সচেতনভাবে,	সচেতনভাবে,	
mugdaal,	মুগ্যাল,	মুগডাল,	
jokkho,	যক্ষ,	যক্ষ,	
nirvachaker,	নির্বাচকের,	নির্বাচকের,	
nariderke,	নারীদেরকে,	নারীদেরকে,	
freedom,	ফ্রিডম,	ফ্রীডম,	
laiseensim,	লাইসেন্সিং,	লাইসেন্সিং,	
nodigulo,	নদিগুলো,	নদীগুলো,	
venam,	ভেনাম,	ভেনম,	
chalachchitratike,	চলচচিত্রটিকে,	চলচ্চিত্রটিকে,	
noitikota,	নৈতিকতা,	নৈতিকতা,	
planee,	প্লেযান,	প্লেন,	
firoza,	ফিরোজা,	ফিরোজা,	
hert,	হার্ট,	হার্ট,	
karmer,	কর্মের,	কর্মের,	
jothartho,	যথার্থ,	যথার্থ,	
jyestthotar,	জ্যেস্ঠ্যতার,	জ্যেষ্ঠতার,	
aksathei,	একসাইেই,	একসাথেই,	
laishensha,	লেসেন্স,	লাইসেন্স,	
sikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
ganakantho,	গণনান্ঠ,	গণকণ্ঠ,	
vobani,	ভবানী,	ভবানী,	
templete,	টেম্পলিটে,	টেম্পলেট,	
batsmanyi,	বাৎসম্নী,	ব্যাটসম্যানই,	
homser,	হোমসের,	হোমসের,	
eenjil,	এঞ্জিল,	ইঞ্জিল,	
aazadir,	আজাদির,	আজাদীর,	
amorendra,	অমরেন্দ্র,	অমরেন্দ্র,	
harbar,	হার্বার,	হারবার,	
ameerika,	আমেরিকা,	আমেরিকা,	
mozdoor,	মজদুর,	মজদুর,	
grambashi,	গ্রামবাসী,	গ্রামবাসী,	
pratisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
bhognee,	ভগ্নী,	ভগ্নী,	
siddhantagulo,	সিদ্ধান্তগুলো,	সিদ্ধান্তগুলো,	
onodhikaar,	অনোধিকার,	অনধিকার,	
beeseshyer,	বিশেষ্যের,	বিশেষ্যের,	
dephinision,	ডেফিনিশন,	ডেফিনেশন,	
okhhunno,	অখ্ষুন্ন,	অক্ষুণ্ণ,	
shef,	সেফ,	শেফ,	
udbodhoner,	উদ্বধনের,	উদ্বোধনের,	
phimela,	ফাইমেল,	ফিমেল,	
pack,	পাক,	প্ল্যাক,	
vagini,	ভাগিনী,	ভগিনী,	
khodeza,	খোদেজা,	খোদেজা,	
donata,	ডোনাটা,	ডোনাট,	
sqora,	স্কোর,	স্কোর,	
naubom,	নবম,	নবম,	
emarzensi,	এমার্জিন্সি,	এমার্জেন্সি,	
bajareo,	বাজারেও,	বাজারেও,	
podarthobidder,	পদার্থবিদের,	পদার্থবিদদের,	
shivraj,	শিবরাজ,	শিবরাজ,	
jommu,	জম্মু,	জম্মু,	
niurolazi,	নিউরোলজি,	নিউরোলজি,	
nopdikey,	নপদিকে,	নদীকে,	
parsher,	পারসের,	পার্শ্বের,	
sarjur,	সার্জুর,	সরযূর,	
lagche,	লাগছে,	লাগছে,	
hostantor,	হস্তান্ত্র,	হস্তান্তর,	
jonite,	যনিতে,	যোনীতে,	
uponishod,	উপনিশদ,	উপনিষদ,	
qloud,	ক্লাউড,	ক্লাউড,	
kanshat,	কাসাা,	কানসাট,	
itostata,	ইতোস্টাটা,	ইতস্তত,	
jadrel,	জ্যাডেরল,	জাঁদরেল,	
prokare,	প্রকারে,	প্রকারে,	
ummul,	উম্মুল,	উম্মুল,	
dinesh,	ডাইনেস,	দীনেশ,	
chalkee,	চলকে,	চালকে,	
gor,	গর,	গোর,	
enjineers,	এনজিনির্স,	ইঞ্জিনিয়ার্স,	
phokser,	ফক্ষের,	ফক্সের,	
danut,	দানুট,	ডোনাট,	
ovishangsan,	অভিশংসান,	অভিশংসন,	
aboshorer,	অবসরের,	অবসরের,	
vagna,	ভগ্ন,	ভগ্ন,	
manushtike,	মনুষ্টিকে,	মানুষটিকে,	
neshhanasha,	নেশন্স,	নেশনস,	
ojuhat,	অজুহাট,	অজুহাত,	
kaando,	কান্ড,	কাণ্ড,	
dai,	দাই,	দিই,	
minishtara,	মিনিস্টার,	মিনিস্টার,	
nagariker,	নাগরিকের,	নাগরিকের,	
deefinishion,	ডেফিনিশন,	ডেফিনেশন,	
basinay,	বেসিনে,	বেসিনে,	
paksenaara,	পাক্সেনার,	পাকসেনারা,	
kaas,	কাশ,	কাস,	
otyacharito,	অত্যাচারিত,	অত্যাচারিত,	
jockey,	জকে,	জকি,	
sulfatee,	সুলফাটি,	সালফেট,	
daakticketer,	ডাক্তিকেটের,	ডাকটিকিটের,	
easter,	ইস্টের,	ইস্টের,	
thela,	থেলা,	ঠেলা,	
kaalaam,	কালাম,	কালাম,	
hyper,	হাইপার,	হাইপার,	
koonti,	কুনটি,	কুন্তী,	
laishensh,	লেসেন্স,	লাইসেন্স,	
akkharke,	এক্ষরকে,	অক্ষরকে,	
rohasyor,	রহাস্যর,	রহস্যর,	
baarnis,	বার্নিস,	বার্নিশ,	
bopon,	বোন,	বপন,	
siddhantey,	সিদ্ধান্তে,	সিদ্ধান্তে,	
khelafate,	খেলাফাতে,	খেলাফতে,	
koreempur,	করিমপুর,	করিমপুর,	
jwolbe,	জুবলে,	জ্বলবে,	
cholchhee,	চলচি,	চলছে,	
durgotshober,	দুর্গট্ববের,	দুর্গোৎসবে,	
laishenshe,	লিজেন্স,	লাইসেন্স,	
olimpyc,	অলিম্পিক,	অলিম্পিক,	
khatgosher,	খাতগোষের,	খরগোসের,	
nirmol,	নির্মল,	নির্মল,	
kod,	কোদ,	কোড,	
samajeekotar,	সমাজিকতার,	সামাজিকতার,	
somaazeri,	সমাজেরি,	সমাজেরই,	
korlei,	করলেই,	করলেই,	
gobeshanagar,	গবেষণাগার,	গবেষনাগার,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
roshider,	রশীদের,	রশিদের,	
