digrike,	ডিগ্রীকে,	ডিগ্রিকে,	
ruby,	রুবি,	রুবি,	
aoki,	আকি,	এওকি,	
samoshtike,	সমস্তিকে,	সমষ্টিকে,	
uuipoka,	উউপিকা,	উইপোকা,	
direktareta,	ডিরেক্টেরাট,	ডিরেক্টরেট,	
chhai,	ছাই,	ছাই,	
arashie,	আরাশী,	আরসিএ,	
chetona,	চেতনা,	চেতনা,	
baibasthar,	ব্যবস্থার,	ব্যবস্থার,	
sangkoolan,	সংকুলন,	সংকুলান,	
bishesyer,	বিশেষ্যের,	বিশেষ্যের,	
folok,	ফলকক,	ফলক,	
hebhee,	হেভি,	হেভি,	
bhootara,	ভুটারা,	ভোটার,	
pretty,	প্রেতটি,	প্রিটি,	
bonaa,	বোনা,	বোনা,	
choshon,	চোষণ,	চোষণ,	
hamburge,	হামববার্গে,	হামবুর্গে,	
euqalyptus,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
kaamij,	কামিজ,	কামিজ,	
azizer,	আজিজের,	আজিজের,	
doobate,	ডুবাতে,	ডুবাতে,	
mosjidkey,	মস্যদীকে,	মসজিদকে,	
gronthotike,	গ্রন্থাথকে,	গ্রন্থটিকে,	
preety,	প্রীতি,	প্রিটি,	
haphsa,	হাফ্স,	হাফসা,	
plainti,	প্লেনটি,	প্লেনটি,	
hevy,	হেভি,	হেভি,	
surkarder,	সুর্কারদের,	সুরকারদের,	
antorbhuktimulak,	অন্তরুমূলিতমক,	অন্তর্ভুক্তিমূলক,	
blacker,	ব্লকের,	ব্ল্যাকের,	
siqh,	শিখ,	শিখ,	
bharadwaja,	ভারাদ্যজা,	ভরদ্বাজ,	
parshwey,	পার্শবে,	পার্শ্বে,	
gez,	গেজ,	গেজ,	
licenshe,	লিকনস্স,	লাইসেন্স,	
lampat,	লম্পট,	লম্পট,	
hosne,	হোনসে,	হোসনে,	
avisongson,	অভিসংস,	অভিশংসন,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
balatkar,	বালাতকার,	বলাৎকার,	
jacksan,	জ্যাকসন,	জ্যাকসন,	
bhardwaj,	ভার্ডওয়াজ,	ভরদ্বাজ,	
mootar,	মোটর,	মুতার,	
probeshkari,	প্রবেশকারী,	প্রবেশকারী,	
haipar,	হাইপার,	হাইপার,	
potcheetrer,	পথচিত্রের,	পটচিত্রের,	
pushtee,	পুষতি,	পুষ্টি,	
siropar,	শিরপর,	শিরোপার,	
tinti,	তিনটি,	তিনটি,	
stonaheenja,	স্টানাইহা্যা,	স্টোনহেঞ্জ,	
emerjency,	এমার্জেন্সি,	এমার্জেন্সি,	
jibnagore,	জীবনগারে,	জীবননগর,	
ashongkai,	অসংকাই,	আশঙ্কাই,	
shikshakder,	শিক্ষাদের,	শিক্ষকদের,	
baraak,	বারাক,	বারাক,	
rinattok,	ঋণাত্মক,	ঋনাত্মক,	
jesh,	জেস,	জেস,	
devolopar,	ডেভলপপার,	ডেভলপার,	
jubokey,	যুবকে,	যুবকে,	
beildaar,	বিলদার,	বিল্ডার,	
shhashtra,	সাস্ত্র,	শাস্ত্র,	
jakkher,	যক্ষের,	যক্ষের,	
jilyaand,	জিল্যান্ড,	জিল্যান্ড,	
elaaka,	এলাকা,	এলাকা,	
shyooter,	স্যুটের,	শ্যুটার,	
alexandar,	আলেক্সান্ডার,	আলেকজান্ডার,	
obie,	ওবিই,	ওবিই,	
ongkush,	অং্কুষ,	অংকুশ,	
aarakani,	আরোকানি,	আরাকানী,	
quoota,	কুউটা,	কোটা,	
munshi,	মুনশী,	মুন্সি,	
kodorer,	কদরের,	কদরের,	
kooshumba,	কুসম্বা,	কুশুম্বা,	
langhan,	লঙ্ঘন,	লংঘন,	
modhyekar,	মধ্যকের,	মধ্যেকার,	
horir,	হরীর,	হরির,	
bhezano,	ভেজানো,	ভেজানো,	
slok,	শ্লক,	শ্লোক,	
prabhritite,	প্রভাতিতে,	প্রভৃতিতে,	
samoshtigato,	সমস্তিগত,	সমষ্টিগত,	
nogorey,	নাগরে,	নগরে,	
nikel,	নিকেল,	নিকেল,	
laagche,	লাগছে,	লাগছে,	
jhankar,	ঝংকার,	ঝঙ্কার,	
meterey,	মাইতের,	মিটারে,	
zerusalem,	জেরুশামেল,	জেরুজালেম,	
uindos,	উইড্ডো,	উইন্ডোস,	
mitroyo,	মিট্রো,	মিত্রও,	
trenda,	ট্রেন্ড,	ট্রেন্ড,	
marekting,	ম্রেক্টিং,	মার্কেটিং,	
kottar,	কতার,	কট্টর,	
bipradas,	বিপ্রদাশ,	বিপ্রদাস,	
bishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
allubokhara,	অলুলবখারা,	আলুবোখারা,	
sabchey,	সবছে,	সবচে,	
sthaponatir,	স্থপানটির,	স্থাপনাটির,	
wool,	ভুল,	উল,	
byaboharkareer,	ব্যাবহারকারীর,	ব্যবহারকারীর,	
zonsa,	জনসা,	জোন্স,	
paite,	পাইট,	পাইতে,	
hoondayi,	হান্ডাই,	হুন্দাই,	
maladabha,	মালাদাভা,	মলদোভা,	
gabhaaskaar,	গোভাষ্কার,	গাভাস্কার,	
pacchen,	পাঁছেন,	পাচ্ছেন,	
mayili,	মেলি,	মাইলি,	
moomtaj,	মুমতাজ,	মুমতাজ,	
manshe,	মাংসে,	মানুষে,	
udbodhoni,	উদ্বোধনি,	উদ্বোধনী,	
nabhela,	নাভেল,	নভেল,	
natniike,	নাটনীকে,	নাতনীকে,	
siramiqasa,	শিরামিকাস,	সিরামিকস,	
ajouno,	অযৌন,	অযৌন,	
grambaashi,	গ্রামবাশী,	গ্রামবাসী,	
mookhomaundoley,	মুখমামন্ডলে,	মুখমণ্ডলে,	
pituni,	পিটুনী,	পিটুনি,	
rubol,	রুবল,	রুবল,	
alaol,	অ্যালুল,	আলাওল,	
shilvar,	শিলভার,	সিলভার,	
mukhomondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
byetasamyan,	ব্যাসম্যান,	ব্যাটসম্যান,	
durgandho,	দুর্ঘন্্ধ,	দুর্গন্ধ,	
ancholsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
okkhor,	অক্ষর,	অক্ষর,	
jeansh,	জিওস,	জিন্স,	
procharona,	প্রচারনা,	প্রচারণা,	
besoor,	বেসর,	বেসুর,	
eshhiyatika,	এসিটিয়ক,	এশিয়াটিক,	
debaag,	দেবাগ,	ডিবাগ,	
khargoser,	খারগাশের,	খরগোসের,	
naabyota,	নাব্যতা,	নাব্যতা,	
nothibhukteer,	নথিভুক্তির,	নথিভুক্তির,	
kriseenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
ucchosito,	উচ্চসিত,	উচ্ছসিত,	
juktorastre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
ojuhat,	অহুতাহ,	অজুহাত,	
dolu,	দলু,	ডলু,	
prasadhoner,	প্রসাধনের,	প্রসাধনের,	
bisshasi,	বিশ্বাসী,	বিশ্বাসী,	
nandolal,	নান্দোলাল,	নন্দলাল,	
daankan,	ডাঁকান,	ডানকান,	
ishiyatika,	ইসিটিয়াক,	এশিয়াটিক,	
berubar,	বেরুবার,	বেরুবার,	
jacker,	জ্যাকার,	জ্যাকের,	
dhyanostha,	ধ্যনস্থা,	ধ্যানস্থ,	
shreeshri,	শৃষ্রী,	শ্রীশ্রী,	
nadnodir,	নানদনীর,	নদনদীর,	
kemonay,	কেমনা,	কেমনে,	
falkati,	ফলকাতা,	ফলকটি,	
chargito,	চর্গিত,	চার্জিত,	
mukhomaundoley,	মুখমুলন্ডে,	মুখমণ্ডলে,	
mulaadi,	মুলাদী,	মুলাদি,	
bohoodin,	বহুদিন,	বহুদিন,	
residence,	রেসিডেন্স,	রেসিডেন্স,	
karmer,	কর্মের,	কর্মের,	
sangharshik,	সাংগ্রসিক,	সাংঘর্ষিক,	
dwipgulo,	দ্বিগুলো,	দ্বীপগুলো,	
eksapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
breqathru,	ব্রেথকরু,	ব্রেকথ্রু,	
scare,	স্কের,	স্কোর,	
beshorkarikarone,	বেসরকারীকরণ,	বেসরকারিকরণ,	
uddhrito,	উদ্ধৃত,	উদ্ধৃত,	
dey,	দে,	ডে,	
alsara,	আলসার,	আলসার,	
kampita,	কম্পিত,	কম্পিত,	
grambasir,	গ্রামাবাসীর,	গ্রামবাসীর,	
paab,	পাব,	পাব,	
urur,	ঊরুর,	উরুর,	
riphleqsa,	রাইলেক্স,	রিফ্লেক্স,	
maddhukkori,	মাধুক্ষীর,	মাধুকরী,	
gasthii,	গ্যস্থই,	গোষ্ঠীই,	
wenus,	ওয়ুন্স,	ভেনাস,	
gosthike,	গস্থিকে,	গোষ্ঠীকে,	
salil,	সলিল,	সলিল,	
routiner,	রাউটিনের,	রুটিনের,	
surakarder,	সুরকারদের,	সুরকারদের,	
orthoneeti,	অর্থনীতি,	অর্থনীতির,	
pillai,	পিলাই,	পিল্লাই,	
nischitorupey,	নিশ্চিতূরুপে,	নিশ্চিতরূপে,	
laaishenshh,	লাইনেস,	লাইসেন্স,	
dokangoolote,	দোকানগুলোতে,	দোকানগুলোতে,	
pujita,	পূজিত,	পুজিত,	
heights,	হাইটস,	হাইটস,	
manab,	মানব,	মানব,	
nadnadeer,	নাদ্নাদির,	নদনদীর,	
uporitaler,	উপরিতালের,	উপরিতলের,	
anchalei,	আঞ্চলেই,	অঞ্চলেই,	
footbalarer,	ফুটবলারের,	ফুটবলারের,	
tanoo,	তানু,	তনু,	
bishshasho,	বিশ্বস,	বিশ্বাসও,	
turky,	টার্কী,	তুর্কি,	
ketechilo,	কেটিছিল,	কেটেছিল,	
bafal,	বাফল,	বিফল,	
anurbor,	অনুরবর,	অনুর্বর,	
tarokareer,	তারকারীর,	তরকারীর,	
cada,	চাড,	কোডা,	
eporzonto,	এপরন্ত্য,	এপর্যন্ত,	
dokangulote,	দোকানগুলোতে,	দোকানগুলোতে,	
eidaning,	এইডননিং,	ইদানীং,	
ekshotee,	একশতী,	একশোটি,	
sporsher,	স্পর্সের,	স্পর্শের,	
chheelona,	ছিলনা,	ছিলনা,	
debagg,	দেবাং,	ডিবাগ,	
aarik,	আরিক,	আরিক,	
dhhaby,	ঢাবি,	ঢাবি,	
biplabeer,	বিপ্লবির,	বিপ্লবীর,	
sucre,	সুক্রে,	সাকার,	
indrani,	ইন্দ্রাণী,	ইন্দ্রাণী,	
dhalur,	ঢালুর,	ঢালুর,	
laishensha,	লেইন্স,	লাইসেন্স,	
hepatetisa,	হেপতেটিটিস,	হেপাটাইটিস,	
janosamaj,	জনসমজাজ,	জনসমাজ,	
durga,	দূর্গা,	দুর্গ,	
bohal,	বহহল,	বহাল,	
sorboshoktiman,	সর্বসাকমিক্তান,	সর্বশক্তিমান,	
adhunik,	আধুনিক,	আধুনিক,	
elakaate,	এলাকাতে,	এলাকাতে,	
bibechyo,	বিবেচ্য,	বিবেচ্য,	
parijaner,	পরিজনের,	পরিজনের,	
tafsir,	তাসির,	তাফসীর,	
jolook,	জলক,	জ্বলুক,	
somonwitobhabey,	সমানবীতভাবে,	সমন্বিতভাবে,	
jubokra,	যুবকরা,	যুবকরা,	
pharn,	ফরর্ন,	ফার্ন,	
institutione,	ইন্সটিটিউশনে,	ইনস্টিটিউশনে,	
ray,	রে,	রায়,	
maila,	মেল,	মাইল,	
phala,	ফাল,	পোলো,	
shithilata,	শীথিলতলা,	শিথিলতা,	
kiibord,	কিবোর্ড,	কীবোর্ড,	
uddhrity,	উদ্ধৃতি,	উদ্ধৃতি,	
abosare,	অবসারে,	অবসরে,	
rananganey,	রণাঙ্গনে,	রণাঙ্গনে,	
lainde,	লাইন্ডে,	ল্যান্ডে,	
saarbhaarer,	সার্ভারের,	সার্ভারের,	
shikarey,	শিকরে,	শিকারে,	
noiteek,	নৈতিক,	নৈতিক,	
bajite,	বাজিতে,	বাজিতে,	
vabook,	ভাবুক,	ভাবুক,	
okritokarjo,	অক্ষতকরাযা,	অকৃতকার্য,	
tiuning,	টিউনিং,	টিউনিং,	
sonmukh,	সন্মুখ,	সন্মুখ,	
gaugee,	গৌঘে,	গেজ,	
jarusalema,	জারুশালাম,	জেরুসালেম,	
kona,	কোণা,	কণা,	
pra,	প্রা,	প্রো,	
obhijojon,	অভিযোজন,	অভিযোজন,	
laiseens,	লেইন্স,	লাইসেন্স,	
daktikite,	ডাক্তিকটে,	ডাকটিকিটে,	
aabarto,	আবর্ত,	আবর্ত,	
gyandas,	গ্যান্ডাস,	জ্ঞানদাস,	
steit,	স্টেট,	স্টেইট,	
sosa,	শসা,	শশা,	
kuchir,	কুচির,	কুচির,	
veda,	ভেদা,	বেদ,	
subade,	সুবাদে,	সুবাদে,	
naphisa,	নফিস,	নাফিসা,	
cheere,	চেরে,	চিরে,	
jolrong,	জলরাং,	জলরঙ,	
