laisensim,	লেইসেং্সিং,	লাইসেন্সিং,	
sahocorrzo,	সহচর্য,	সাহচর্য,	
meshar,	মেশর,	মেশার,	
oitihyer,	ঐতিহ্যের,	ঐতিহ্যের,	
cheerontan,	চিরন্তন,	চিরন্তন,	
vagno,	ভগ্ন,	ভগ্ন,	
ved,	ভেদ,	বেদ,	
jwor,	জ্বর,	জ্বর,	
farmat,	ফরমেট,	ফরম্যাট,	
maddhuri,	মধধুরি,	মাধুরী,	
lendal,	লেন্ডাল,	লেন্ডল,	
mesenjjarer,	মেসেন্জারের,	মেসেঞ্জারের,	
ganaparibahaner,	গণপরিবহণের,	গণপরিবহনের,	
sontoshe,	সন্তুষে,	সন্তোষে,	
shoo,	সো,	শো,	
antarvuktimulok,	অন্তর্ভূল্তীকল,	অন্তর্ভুক্তিমূলক,	
shommoteete,	সম্মতিতে,	সম্মতিতে,	
hattey,	হাঁটে,	হাঁটতে,	
oitijjhey,	ঐতিহ্যে,	ঐতিহ্যে,	
parishram,	পরিশ্রাম,	পরিশ্রম,	
sahojlabhbhotar,	সহজল্ভভাতার,	সহজলভ্যতার,	
zacksan,	যাক্সন,	জ্যাকসন,	
institutioner,	ইন্সটিটিউশনের,	ইনস্টিটিউশনের,	
stonehenje,	স্টোনেহেঞ্জে,	স্টোনহেঞ্জ,	
bone,	বোন,	বনে,	
shuperhero,	সুপারেরও,	সুপারহিরো,	
bonkey,	বোনকে,	বনকে,	
meghachonno,	মেঘচ্ন,	মেঘাচ্ছন্ন,	
basiney,	বসেনি,	বেসিনে,	
sajanor,	সাজানোর,	সাজানোর,	
ovishangson,	অভিষাংশন,	অভিশংসন,	
horinner,	হরিনর,	হরিণের,	
gronthotyke,	গ্রন্থিকে,	গ্রন্থটিকে,	
engrezra,	ইংরেজরা,	ইংরেজরা,	
alkatra,	আলকাত্র,	আলকাতরা,	
teuning,	টিউনিং,	টিউনিং,	
chaiten,	চাইতেন,	চাইতেন,	
bo,	বো,	বু,	
grantho,	গ্রন্থ,	গ্রন্থ,	
nojoder,	নজদের,	নজদের,	
bhogni,	ভগ্নি,	ভগ্নী,	
baarnis,	বার্নিস,	বার্নিশ,	
purohitra,	পুরোহিত্র,	পুরোহিতরা,	
olympicer,	অলিম্পিকের,	অলিম্পিকের,	
skora,	স্কোর,	স্কোর,	
seating,	শিটিং,	সিটিং,	
ameerika,	অ্যামেরিকা,	আমেরিকা,	
shhikar,	শিকড়ার,	শিকার,	
sohokari,	সহকারি,	সহকারী,	
homasa,	হোমস,	হোমস,	
sushri,	সুশ্রী,	সুশ্রী,	
jalatanko,	জলতাঙ্ক,	জলাতঙ্ক,	
mmesenjarer,	মেসেন্জারের,	মেসেঞ্জারের,	
batsmanei,	বাতসমানেই,	ব্যাটসম্যানই,	
kodguli,	কদদগুলি,	কোডগুলি,	
neurolojy,	নিউরোলজি,	নিউরোলজি,	
license,	লিচেন্স,	লাইসেন্স,	
kkomandar,	কমান্ডার,	কমাণ্ডার,	
reeno,	ঋণে,	রেনো,	
dai,	দাই,	ডে,	
korecho,	করেকো,	করেছো,	
heejee,	হেজে,	হেজ,	
amontrito,	অমন্ত্রিত,	আমন্ত্রিত,	
choudhureeo,	চৌধুরিও,	চৌধুরীও,	
birishirite,	বিরিসিতিতে,	বিরিশিরিতে,	
farex,	ফরেক্স,	ফরেক্স,	
bbiswasho,	বিশ্বাস,	বিশ্বাসও,	
grambaasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
parpel,	পার্পেল,	পার্পেল,	
abheedhaaneec,	অভিধানিক,	অভিধানিক,	
joneetey,	যোনিতে,	যোনীতে,	
parijan,	পরিজন,	পরিজন,	
hooldim,	হোল্ডিং,	হোল্ডিং,	
marketim,	মার্কেটিং,	মার্কেটিং,	
purohitder,	পুরোহিদদের,	পুরোহিতদের,	
purple,	পার্পল,	পার্পেল,	
nirupito,	নিরুপিত,	নিরূপিত,	
loukikataa,	লৌকিকতা,	লৌকিকতা,	
sakaar,	সকার,	সকার,	
august,	অগাস্ট,	আগষ্ট,	
suraropeeto,	সুরারপিত,	সুরারোপিত,	
ruby,	রুবি,	রুবি,	
garner,	গর্নের,	গার্নার,	
madhabike,	মাধবীকে,	মাধবীকে,	
aziz,	অজিজ,	আজিজ,	
iran,	আইরন,	ইরান,	
uper,	উপের,	আপের,	
oshthad,	অস্থাদ,	ওস্তাদ,	
netherlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
phuda,	ফুড,	ফুড,	
simons,	সীমন্স,	সিমন্স,	
temanti,	টেমন্টি,	তেমনটি,	
chidropothe,	চিদ্রপথে,	ছিদ্রপথে,	
jemske,	জেমসকে,	জেমসকে,	
manabmoner,	মানবমন্নের,	মানবমনের,	
chakti,	চক্তি,	চাকতি,	
sakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাত্কারের,	
asociatis,	অ্যাসোসিটিস,	এসোসিয়েটস,	
gasthi,	গোষ্ঠী,	গোষ্ঠী,	
adbhut,	অডীউট,	অদ্ভুত,	
trup,	ট্রুপ,	ট্রুপ,	
stylish,	স্টাইলিস,	স্টাইলিশ,	
sahapatheekey,	সহপাঠীকে,	সহপাঠীকে,	
haitasha,	হৈতসা,	হাইটস,	
poonch,	পুঁচ,	পুঞ্চ,	
sangrahak,	সংগ্রহক,	সংগ্রাহক,	
selim,	সিলিম,	সেলিম,	
licencing,	লিচেন্সিং,	লাইসেন্সিং,	
abasare,	অবসারে,	অবসরে,	
makong,	মকেং,	মেকং,	
jamkalo,	জামকাল,	জমকালো,	
probhritite,	প্রভূতিতে,	প্রভৃতিতে,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
shikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
ghantiti,	ঘন্টিটি,	ঘাঁটিটি,	
bosonte,	বসন্তে,	বসন্তে,	
planeti,	প্লেনেটি,	প্লেনটি,	
mugdhota,	মুগধধা,	মুগ্ধতা,	
taivan,	টাইভান,	তাইওয়ান,	
waal,	ওয়াল,	উল,	
baasaa,	বাসা,	বাসা,	
tookrote,	টুকরতে,	টুকরোতে,	
gitikobitar,	গীতিবাক্তার,	গীতিকবিতার,	
fokshkon,	ফক্ষকণ,	ফক্সকন,	
shikshakbrindo,	শিক্ষাবৃন্দ,	শিক্ষকবৃন্দ,	
azimke,	আজিমকে,	আজিমকে,	
cholchhee,	চলছি,	চলছে,	
kindom,	কিন্দম,	কিংডম,	
natneekey,	নাটনিকে,	নাতনীকে,	
mirakela,	মিরাকেল,	মিরাকেল,	
nirvahey,	নির্বাহে,	নির্বাহে,	
pratiyogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
akkharkey,	অক্ষরকে,	অক্ষরকে,	
addabaaz,	আদ্যাবাজ,	আড্ডাবাজ,	
ixprission,	এক্সপ্রেশন,	এক্সপ্রেশন,	
phiksha,	ফিক্স,	ফিক্স,	
segulo,	সেগুলো,	সেগুলো,	
nodiigulo,	নদীগুলো,	নদীগুলো,	
inapharamesana,	ইনফরমেশন,	ইনফরমেশন,	
aaeereshe,	আইরেশে,	আইরেসে,	
ajeeboner,	অজীবানের,	আজীবনের,	
bomkesh,	বমকেশ,	ব্যোমকেশ,	
chaaltaa,	চলতো,	চালতা,	
nathibhookteer,	নথিভুক্তির,	নথিভুক্তির,	
damane,	ডমানে,	দমনে,	
enginearing,	ইঙ্জিনিরিং,	ইঞ্জিনিয়ারিং,	
joubanboti,	যৌবনবতি,	যৌবনবতী,	
byapokotor,	ব্যাপকতার,	ব্যাপকতর,	
asar,	আসার,	আসর,	
taalal,	তালাল,	তালাল,	
podarthobid,	পদার্থবিদ,	পদার্থবিদ,	
parshwey,	পারস্বে,	পার্শ্বে,	
perry,	প্যারি,	পেরি,	
dwibidha,	দ্বিবিধ,	দ্বিবিধ,	
chhon,	চন,	ছোঁ,	
sosoa,	সস,	শশা,	
orthonitir,	অর্থনিতির,	অর্থনীতির,	
shatan,	শতেন,	শয়তান,	
laaisheesh,	লাইসেস,	লাইসেন্স,	
nagorikderkey,	নাগরিকদেরকে,	নাগরিকদেরকে,	
ghomta,	ঘম্টা,	ঘোমটা,	
venise,	ভেইনিস,	ভেনিসে,	
associates,	অ্যাসোসিয়েটেস,	এসোসিয়েটস,	
sikhra,	শিখ্র,	শিখরা,	
rigthter,	রীটটের,	রাইটের,	
bhootara,	ভোটর,	ভোটার,	
ganjana,	গঞ্জন,	গঞ্জনা,	
quary,	কুরি,	কোয়েরি,	
bohudin,	বহুদিন,	বহুদিন,	
showtey,	শাউতে,	শোতে,	
randeep,	রান্দীপ,	রণদীপ,	
desiseyer,	ডেসিসের,	ডিজিজের,	
somoshtike,	সমস্তিকে,	সমষ্টিকে,	
beca,	বেকা,	বেচা,	
chhuti,	ছুটি,	ছুটি,	
fatakesto,	ফটেকেষ্ট,	ফাটাকেষ্ট,	
daakten,	ডাকতেন,	ডাকতেন,	
vagni,	ভাগ্নি,	ভগ্নী,	
mukhamandaler,	মুখমন্ডলের,	মুখমণ্ডলের,	
niropekkho,	নিরপ্কেষ্,	নিরপেক্ষ,	
carpetey,	কর্পিতে,	কার্পেটে,	
ameettrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
poscime,	পশ্চিমে,	পশ্চিমে,	
rajotta,	রাজত্ব,	রাজত্ব,	
parabortee,	পরবর্তী,	পরর্বতী,	
pragresa,	প্রগ্রেস,	প্রগ্রেস,	
balbo,	বলবো,	বলবো,	
dephinesana,	ডেফিনেশন,	ডেফিনেশন,	
akmato,	একমত,	একমত,	
licencedhari,	লিচেন্সারী,	লাইসেন্সধারী,	
shangstha,	সংবস্থ,	সংস্থা,	
debeting,	ডেবেটিং,	ডিবেটিং,	
nirapattamulak,	নিরপ্ততূম্লক,	নিরাপত্তামূলক,	
messenger,	মেসেন্গের,	মেসেঞ্জার,	
mohisho,	মহীশ,	মহিষ,	
blyaqa,	ব্যাক্যা,	ব্ল্যাক,	
ashonkai,	অশঙ্কই,	আশঙ্কাই,	
pathkrom,	পথক্রম,	পাঠক্রম,	
potocheetro,	পতচিত্র,	পটচিত্র,	
krus,	ক্রাশ,	ক্রুশ,	
raya,	রয়,	রায়,	
parking,	পার্কিং,	পার্কিং,	
juboksoho,	যুবকসহ,	যুবকসহ,	
poricchonnota,	পরিচ্ছন্নতা,	পরিচ্ছন্নতা,	
veenom,	ভিনোম,	ভেনম,	
ronangane,	রণাঙ্গনে,	রণাঙ্গনে,	
seema,	সীম,	সীমা,	
roza,	রোজা,	রোযা,	
reejur,	রিজুর,	রিজুর,	
abheedhaneec,	অভিধানিক,	অভিধানিক,	
assaciates,	অ্যাসোসিটেস,	এসোসিয়েটস,	
dhhaaby,	ঢাবি,	ঢাবি,	
sahabike,	সাহাবীকে,	সাহাবীকে,	
saahocorrzo,	সাহকর্য,	সাহচর্য,	
shithilatar,	সিথিলতার,	শিথিলতার,	
bhenus,	ভেনাস,	ভেনাস,	
oncholgoolote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
elakate,	এলাকাতে,	এলাকাতে,	
satarko,	স্যার্কো,	সতর্ক,	
taruner,	তরুণের,	তরুণের,	
rajtontrokey,	রাজত্ত্্ককে,	রাজতন্ত্রকে,	
olimpiker,	অলিম্পিকের,	অলিম্পিকের,	
patka,	পট্কা,	পটকা,	
zesh,	জেস,	জেস,	
prachuryer,	প্রচার্যের,	প্রাচুর্যের,	
neptuner,	নেপপুনের,	নেপচুনের,	
niropeksh,	নিরপেক্স,	নিরপেক্ষ,	
yatharthabhabe,	যথার্থভাবে,	যথার্থভাবে,	
vezano,	ভেজানো,	ভেজানো,	
dharer,	ধরের,	ধরের,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
khorsed,	খোর্সেড,	খোরশেদ,	
baman,	বমান,	বামন,	
anchalkey,	অঞ্চলকে,	অঞ্চলকে,	
sollalaho,	সল্লাল্লাহ,	সল্লাল্লাহু,	
tintike,	তিনটিকে,	তিনটিকে,	
chhootee,	ছুটি,	ছুটি,	
enamel,	ইনামেল,	এনামেল,	
eukalyptus,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
antarktikar,	অন্তর্কৃতিকর,	অ্যান্টার্কটিকার,	
isosiyitasa,	এসোসিয়েস,	এসোসিয়েটস,	
langhan,	লঙ্ঘন,	লংঘন,	
qoda,	কোড,	কোড,	
koda,	কোড,	কোডা,	
abhigomon,	অভিগোমন,	অভিগমন,	
sosej,	সসেজ,	সসেজ,	
mugdal,	মুগোল,	মুগডাল,	
atmabishvashi,	আত্মবিব্যাসী,	আত্মবিশ্বাসী,	
bhabanir,	ভবানীর,	ভবানীর,	
mausumer,	মসুমের,	মৌসুমের,	
panchashjon,	পঞ্চাশজন,	পঞ্চাশজন,	
saarbhaarer,	সার্ভারের,	সার্ভারের,	
