vedke,	ভেদকে,	বেদকে,	
mukhabandha,	মুখবন্ধা,	মুখবন্ধ,	
protishtan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
madrasake,	মদ্রশাকে,	মাদ্রাসাকে,	
noiteek,	নৈতিক,	নৈতিক,	
chotto,	ছোট,	ছোট্ট,	
amerika,	আমেরিকা,	আমেরিকা,	
saom,	সম,	সাওম,	
dharavahikti,	ধারাবাহিক্তি,	ধারাবাহিকটি,	
dhanni,	ধানি,	ধন্যি,	
roi,	রো,	রায়,	
sukumari,	সুকুমারি,	সুকুমারী,	
seating,	সিটিং,	সিটিং,	
swostir,	স্বস্তির,	স্বস্তির,	
sotorkokari,	সতরককারী,	সতর্ককারী,	
debeting,	ডেবেটিং,	ডিবেটিং,	
jony,	জনি,	জনি,	
tarabaina,	টারাবাইন,	টারবাইন,	
shangkulaan,	সংকুলান,	সংকুলান,	
sepha,	সেফ,	শেফ,	
sompadonkaree,	সম্পাদনকারী,	সম্পাদনকারী,	
antorvukto,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
sangasthatir,	সংস্থাটির,	সংস্থাটির,	
towbaar,	তওবার,	তওবার,	
indr,	ইন্ড্র,	ইন্দ্র,	
chitronattakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
onker,	অংকের,	ওঙ্কার,	
chalachchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
rigthter,	রিঠতের,	রাইটের,	
venus,	ভেনাস,	ভেনাস,	
omkar,	অমকার,	ওঙ্কার,	
obhishangsan,	অভিসংসন,	অভিশংসন,	
bagdade,	বাগদাদে,	বাগদাদে,	
horash,	হরাস,	হোরাস,	
purbancoler,	পূর্বানকলের,	পূর্বাঞ্চলের,	
beshirvagyi,	বেশিরভাগই,	বেশিরভাগই,	
jibnagore,	জীবনাগরে,	জীবননগর,	
shaahocharje,	শাহচার্যে,	সাহচর্যে,	
hurricanee,	হিরিকেন,	হ্যারিকেন,	
taufiq,	টৌফিক,	তৌফিক,	
sithilota,	সিথিলতা,	শিথিলতা,	
velcome,	ভেলকমে,	ওয়েলকাম,	
daaloo,	দালু,	ডালু,	
durgotsabe,	দুর্ঘতভাবে,	দুর্গোৎসবে,	
sahinsatar,	সহিংসতার,	সহিংসতার,	
orthonitikey,	অর্থনীতিকে,	অর্থনীতিকে,	
udbhabony,	উদ্ভাবনী,	উদ্ভাবনী,	
chalachchitra,	চলচিত্র,	চলচ্চিত্র,	
deejijer,	ডিজিজের,	ডিজিজের,	
osontos,	অসন্তস,	অসন্তোষ,	
juktorastreo,	যুক্তরাস্ট্রেও,	যুক্তরাষ্ট্রেও,	
nutaner,	নুতানের,	নূতনের,	
dharabahikti,	ধারাবাহিক্তি,	ধারাবাহিকটি,	
manab,	মানব,	মানব,	
suchorita,	সুচরিত,	সুচরিতা,	
joruri,	জরুরি,	জরূরী,	
venna,	ভেন্না,	ভেন্না,	
itastatah,	ইতাসতাত,	ইতস্ততঃ,	
addabaj,	আদ্দাবাজ,	আড্ডাবাজ,	
arakdal,	আরকদল,	আরেকদল,	
amarica,	আমররিকা,	আমেরিকা,	
geza,	গেজা,	গেজ,	
ancholgulir,	আঞচলগুলির,	অঞ্চলগুলির,	
akshor,	আকশর,	একশোর,	
lala,	লোলা,	লালা,	
baagicar,	বাজাকার,	বাগিচার,	
faranyata,	ফরান্যতা,	ফরম্যাট,	
korecho,	করেছো,	করেছো,	
oncholke,	অঞ্চলকে,	অঞ্চলকে,	
dhyan,	ধ্যান,	ধ্যান,	
nodnodeer,	নদ্দনীর,	নদনদীর,	
post,	পোস্ট,	পোষ্ট,	
bard,	বার্ড,	বার্ড,	
roktokshoroney,	রক্তক্ষণেরণে,	রক্তক্ষরণে,	
kooyartara,	কোয়ার্টার,	কোয়ার্টার,	
dang,	ডাং,	ডং,	
varotey,	ভারতে,	ভারতে,	
harisher,	হ্যারিসের,	হ্যারিসের,	
yukeliptash,	ইউকেলিপ্টাস,	ইউক্যালিপ্টাস,	
ooeepoka,	উপপোকা,	উইপোকা,	
modelke,	মোডেলকে,	মডেলকে,	
gandhiir,	গান্ধীর,	গান্ধীর,	
durg,	দার্গ,	দুর্গ,	
phix,	ফিক্স,	ফিক্স,	
karle,	কার্লে,	করলে,	
ejenda,	এজেন্ড,	এজেন্ডা,	
addabaz,	আদ্দাবাজ,	আড্ডাবাজ,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
gorer,	গোরের,	গোরের,	
mashjid,	মাজিদ,	মসজিদ,	
volt,	ভোল্ট,	ভল্ট,	
huka,	হুক,	হুক,	
mehnotti,	মেহনটটি,	মেহনতি,	
bhangchur,	ভাঙচুর,	ভাংচুর,	
jonosanjog,	জনসংযোগ,	জনসংযোগ,	
mosjidsoho,	মজিদসহ,	মসজিদসহ,	
dayna,	ডাইন,	ডায়না,	
soinyosaho,	সৈন্যসহ,	সৈন্যসহ,	
everestey,	এভারেস্টে,	এভারেস্টে,	
shamijir,	স্মামীর,	স্বামীজীর,	
iispredshiit,	ইসপ্রেেশ্ট,	স্প্রেডশীট,	
oholla,	ওহললা,	অহল্যা,	
paree,	পায়ারি,	পাড়ে,	
shuchonakal,	শূচনাকল,	সূচনাকাল,	
bhumir,	ভূমির,	ভূমির,	
holding,	হোল্ডিং,	হোল্ডিং,	
hondurus,	হন্ডুরুস,	হন্ডুরাস,	
karkatkranti,	কর্কাত্রান্তি,	কর্কটক্রান্তি,	
nomo,	নমঃ,	নমো,	
sazano,	সাজানো,	সাজানো,	
sanbadmadhyamgulote,	সংবাদমাধুমতালে,	সংবাদমাধ্যমগুলোতে,	
parjataker,	পর্যটাকের,	পর্যটকের,	
durgatsober,	দুর্ঘতবের,	দুর্গোৎসবে,	
toufeek,	তৌফিক,	তৌফিক,	
digrir,	ডিগ্রীর,	ডিগ্রির,	
jeebonnogor,	জীবন্গগর,	জীবননগর,	
ayadabhansada,	অ্যাডভানসড,	অ্যাডভান্সড,	
sumeetrar,	সুমিত্রার,	সুমিত্রার,	
landey,	লন্ডে,	ল্যান্ডে,	
sarboporee,	সর্বোপরী,	সর্বোপরী,	
thatchar,	থাচার,	থ্যাচার,	
jalrong,	জ্যালরং,	জলরঙ,	
ramantik,	রামান্তিক,	রোমান্টিক,	
shasonkarta,	শাসনকার্তা,	শাসনকর্তা,	
pure,	পুরে,	পিওর,	
shrabasti,	শ্রবস্তি,	শ্রাবস্তী,	
peoples,	পিপলেস,	পিপলস্,	
romantiqa,	রোমান্টিক,	রোমান্টিক,	
soceitytey,	সোচিতে,	সোসাইটিতে,	
mahasabha,	মহাসভা,	মহাসভা,	
agahir,	আগাহীর,	অগভীর,	
nevatey,	নেভাতে,	নেভাতে,	
bhittimul,	ভিত্তিমুল,	ভিত্তিমূল,	
cheef,	চিফ,	শেফ,	
teenisa,	টেনিস,	টেনিস,	
potcheetrer,	পথিত্রের,	পটচিত্রের,	
parishram,	পরিশ্রাম,	পরিশ্রম,	
krisenter,	ক্রিসেন্টের,	ক্রিসেন্টের,	
aireshe,	আইরেশে,	আইরেসে,	
bachchan,	বাচ্চান,	বচ্চন,	
harris,	হ্যারিস,	হ্যারিস,	
shource,	সার্স,	সোর্স,	
sansthaner,	সংস্থানের,	সংস্থানের,	
uposhthitir,	উপস্থিতির,	উপস্থিতির,	
licensedhari,	লিসেন্ধারী,	লাইসেন্সধারী,	
nartan,	নর্তন,	নর্টন,	
philipiner,	ফিলিপিনের,	ফিলিপাইনের,	
abhigomon,	অভিগমন,	অভিগমন,	
matthews,	ম্যাথেস,	ম্যাথিউস,	
voolapuk,	ভোলাপুক,	ভোলাপুক,	
basuki,	বসুকি,	বাসুকি,	
aajij,	আজিজ,	আজিজ,	
edmeeral,	এডডিমারাল,	এডমিরাল,	
akpaase,	একপাশে,	একপাশে,	
bedanta,	বেদন্ত,	বেদান্ত,	
safiin,	সেফিন,	সাফিন,	
bhangley,	ভাঙলে,	ভাঙলে,	
natunatva,	নতুনত্ব,	নতুনত্ব,	
pabo,	পাবো,	পাব,	
sadeena,	সাডিন,	সাডেন,	
protizogiir,	প্রতিযোগীর,	প্রতিযোগীতার,	
charger,	চার্গার,	চার্জের,	
oncholgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
bane,	বানে,	বনে,	
alimpiqa,	আলিম্পিক,	অলিম্পিক,	
bharkendra,	ভারকেন্দ্র,	ভরকেন্দ্র,	
bifal,	বিফল,	বিফল,	
kaas,	কাস,	কাস,	
samudrotate,	সমুদ্রতাতে,	সমুদ্রতটে,	
abadamaner,	অবদামনের,	অবদমনের,	
canservatian,	কনসারভেশন,	কনসারভেশন,	
keengdom,	কিঙ্গম,	কিংডম,	
arthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
durgotsab,	দুর্ঘতসাব,	দুর্গোৎসব,	
nirdeshika,	নির্দেশিক,	নির্দেশিকা,	
sirameeks,	সিরামেক্স,	সিরামিকস,	
chitronatyokar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
oppohoron,	অপহরণ,	অপহরন,	
bishshashi,	বিশ্বাসী,	বিশ্বাসই,	
taorat,	তৌরাট,	তওরাত,	
donata,	ডোনটা,	ডোনাট,	
dhanche,	ধাঁচে,	ধাঁচে,	
rayyaleti,	রেয়েলটি,	রয়্যালটি,	
plane,	প্লেন,	প্লেন,	
itastato,	ইতাসতত,	ইতস্তত,	
dharavahikeo,	ধারাবাহিকেও,	ধারাবাহিকেও,	
prakalpogulo,	প্রকালপুলো,	প্রকল্পগুলো,	
superheiroo,	সুপারহেরো,	সুপারহিরো,	
tookroke,	টুকরকে,	টুকরোকে,	
veenom,	ভেনম,	ভেনম,	
atmobishvashi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
siddhanto,	সিদ্ধান্ত,	সিদ্ধান্তও,	
sur,	সুর,	সুর,	
akkaash,	আকাশ,	আককাস,	
puncho,	পুঞ্চ,	পুঞ্চ,	
soheensotar,	সহিংসতার,	সহিংসতার,	
haitasa,	হাইটস,	হাইটস,	
garmanyteo,	জার্মানিতেও,	জার্মানিতেও,	
karpeter,	কর্পেটের,	কার্পেটে,	
tiunara,	টিউনার,	টিউনার,	
sabhanetree,	সভান্ত্রী,	সভানেত্রী,	
nagare,	নগরে,	নগরে,	
santaa,	সানতা,	সান্তা,	
omanisha,	অমানিস,	অমানিশা,	
bojhar,	বোঝার,	বোঝার,	
samoshtigato,	সমস্তিগত,	সমষ্টিগত,	
akatwa,	একত্ব,	একাত্ব,	
krom,	ক্রোম,	ক্রম,	
zealand,	জিল্যান্ড,	জিল্যান্ড,	
iksaprishana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
pathkromer,	পাঠক্রমের,	পাঠক্রমের,	
ekirokom,	একিরকম,	একইরকম,	
saya,	সায়া,	সোয়া,	
carpetey,	কার্পেটে,	কার্পেটে,	
sudrissho,	সুদ্রীশ্য,	সুদৃশ্য,	
drissogoolote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
venish,	ভেনিস,	ভেনিস,	
vagni,	ভাগ্নি,	ভগ্নী,	
soteciety,	সোটেশিয়ে,	সোসাইটিতে,	
somabesh,	সমাবেষ,	সমাবেশ,	
chhuteer,	ছুটির,	ছুটির,	
shangsthatir,	সংস্থাটির,	সংস্থাটির,	
heelse,	হিলসে,	হিলসে,	
akai,	একা,	একাই,	
shelinar,	শেলিনার,	সেলিনার,	
sqirt,	স্কার্ট,	স্কার্ট,	
anchalei,	আঞচালে,	অঞ্চলেই,	
showte,	শওটে,	শোতে,	
adbhansed,	অ্যাডভান্ডস,	অ্যাডভান্সড,	
totokhon,	ততক্ষণ,	ততক্ষন,	
pratista,	প্রতিষ্ট,	প্রতিষ্টা,	
kortonaa,	কর্তনা,	করতনা,	
bonyopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
laatimer,	লাটিমের,	লাটিমের,	
ganohotyar,	গণহত্তার,	গণহত্যার,	
kansater,	কাঁসাতের,	কানসাটের,	
debdebier,	দেবদেবীর,	দেবদেবীর,	
graambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
palki,	পালকি,	পাল্কি,	
osamarik,	ওসামারিক,	অসামরিক,	
monzile,	মঞ্জিলে,	মঞ্জিলে,	
janmat,	জন্মত,	জন্মাত,	
longhon,	লঙ্ঘন,	লংঘন,	
roopdaan,	রূপদান,	রুপদান,	
gaichey,	গাছে,	গাইছে,	
sangasthatike,	সংস্থাতিকে,	সংস্থাটিকে,	
daakticket,	ডাকতিকেত,	ডাকটিকিট,	
