zete,	জেতে,	যেতে,	
bonnoprani,	বন্নপ্রানী,	বন্যপ্রাণী,	
aaeeslyaand,	আইসল্যান্ড,	আইসল্যান্ড,	
babyloner,	ব্যাবিলনের,	ব্যাবিলনের,	
bbosontokale,	বসন্তকালে,	বসন্তকালে,	
jogdish,	যোগদিশ,	জগদীশ,	
prakashona,	প্রকাশনা,	প্রকাশনা,	
adminishtration,	আডমিনিস্ট্রেশন,	অ্যাডমিনিস্ট্রেশন,	
shithil,	সিথিল,	শিথিল,	
songosthan,	সংস্থান,	সংস্থান,	
saher,	সহের,	সাহের,	
alangkorone,	আলংকরণে,	অলঙ্করণে,	
abatarer,	অবতারের,	অবতারের,	
marbo,	মর্ব,	মারবো,	
jaunotake,	যৌনতাকে,	যৌনতাকে,	
ajeejke,	আজিজকে,	আজিজকে,	
mrittikar,	মৃত্তিকার,	মৃত্তিকার,	
danes,	ডানেস,	ডেনিস,	
aosh,	আওশ,	আওস,	
meghere,	মেঘারে,	মেঘেরা,	
grambasire,	গ্রাম্বাসারে,	গ্রামবাসীরা,	
khalasi,	খালাসি,	খালাসী,	
othano,	ওথানো,	ওঠানো,	
cholochchitragulo,	চলচচিত্রাগুলো,	চলচ্চিত্রগুলো,	
rep,	রিপ,	রিপ,	
sealmohor,	সিলমহর,	সিলমোহর,	
aabdoor,	আবদুর,	আব্দুর,	
disison,	ডিসিসন,	ডিসিশন,	
banijjikbhabe,	বানিজ্যিকভাবে,	বাণিজ্যিকভাবে,	
ikadimiya,	একাডিমিয়া,	একাডেমিয়া,	
rockomer,	রকমের,	রকমের,	
nodiguli,	নদিগুলি,	নদীগুলি,	
kaaminiir,	কামিনীর,	কামিনীর,	
bhortukir,	ভর্তুকীর,	ভর্তুকির,	
sheekond,	শিকন্ড,	সেকেন্ড,	
bangkaar,	বাংকার,	বাংকার,	
ekdaalaa,	একদালা,	একডালা,	
niropekkhota,	নিরপেক্ষতা,	নিরপেক্ষতা,	
peeqaaso,	পিকাশ,	পিকাসো,	
cholchheen,	চলছিন,	চলছেন,	
modifai,	মদিফাই,	মডিফাই,	
vandarer,	ভান্ডারের,	ভাণ্ডারের,	
ayadaminishtreshhana,	অ্যাডামিনিস্ট্রেশন,	অ্যাডমিনিস্ট্রেশন,	
bangoposagarer,	বাঙ্গোপসাগারের,	বঙ্গোপসাগরের,	
bapparaaj,	বাপপারাজ,	বাপ্পারাজ,	
bhraman,	ভ্রমণ,	ভ্রমণ,	
paal,	পাল,	পাল,	
saleem,	সালিম,	সালেম,	
rasid,	রাশিদ,	রসিদ,	
zoyintapur,	জৈন্তাপুর,	জৈন্তাপুর,	
manumeenta,	মনুমেন্ট,	মনুমেন্ট,	
aisalyandika,	আইসল্যান্ডিক,	আইসল্যান্ডিক,	
bongopsagor,	বঙ্গপাগোর,	বঙ্গোপসাগর,	
voumiker,	ভৌমিকের,	ভৌমিকের,	
pachche,	পাচ্ছে,	পাচ্ছে,	
mohasunno,	মহাসুন্ন,	মহাশূন্য,	
election,	ইলেকশন,	ইলেকশন,	
oitijjoke,	ঐতিহ্যকে,	ঐতিহ্যকে,	
shombhunath,	সম্ভূনাথ,	শম্ভুনাথ,	
vishnoor,	বিষ্ণুর,	বিষ্ণুর,	
gyaraj,	গ্যারাজ,	গ্যারাজ,	
dusbachar,	দাশবছর,	দশবছর,	
baharampore,	বহরামপুরে,	বহরমপুরে,	
nirapekkhota,	নিরপেক্ষতা,	নিরপেক্ষতা,	
dhar,	ধার,	ধর,	
khunjchilo,	খুঁজছিলো,	খুঁজছিল,	
moonafa,	মুনাফা,	মুনাফা,	
aikantik,	আইকান্তিক,	ঐকান্তিক,	
aashore,	আসরে,	আসরে,	
olangkorone,	অলংকরণে,	অলঙ্করণে,	
crutch,	ক্রাচ,	ক্রাচ,	
cathoode,	কাথুদে,	ক্যাথোড,	
sabaskripasana,	সবস্ক্রিপশন,	সাবস্ক্রিপশন,	
sarkaser,	সরকাশের,	সার্কাসের,	
aatta,	আত্মা,	আটটা,	
dharabahikatar,	ধারাবাহিকার,	ধারাবাহিকতার,	
pachhe,	পাছে,	পাচ্ছে,	
amor,	আমর,	অমর,	
kaamaa,	কামা,	কামা,	
sahinsata,	সহিনসতা,	সহিংসতা,	
gaadhar,	গাধার,	গাধার,	
hajaro,	হাজারো,	হাজারো,	
tvc,	টিএিএি,	টিভিসি,	
otyabasyok,	অত্যবাশ্যক,	অত্যাবশ্যক,	
krach,	ক্রাচ,	ক্রাচ,	
nodnadee,	নদনাদী,	নদনদী,	
shherver,	সার্ভের,	সার্ভার,	
songsthasamuho,	সংস্াসমূহ,	সংস্থাসমূহ,	
aish,	আইএস,	আইস,	
akm,	একম,	একেএম,	
ashatarkotar,	আসতর্কটার,	অসতর্কতার,	
deepe,	ডিপে,	দ্বীপে,	
porjotok,	পর্যতক,	পর্যটক,	
shrenikaran,	শ্রেণীকরণ,	শ্রেণীকরণ,	
asatarkotar,	অসতর্কটার,	অসতর্কতার,	
haajare,	হাজারে,	হাজারে,	
masakadzake,	মাসকাজ্যাকে,	মাসাকাদজাকে,	
nisthaban,	নিষ্ঠাবন,	নিষ্ঠাবান,	
kumvo,	কুম্ভ,	কুম্ভ,	
banner,	বানার,	ব্যানার,	
folito,	ফলিত,	ফলিত,	
graduete,	গ্রাডওয়েটে,	গ্রাজুয়েট,	
fibar,	ফাইবার,	ফাইবার,	
pyoos,	পুয়স,	পিউস,	
swalpotar,	স্বলপতার,	স্বল্পতার,	
manohpoota,	মনোপপুতা,	মনঃপূত,	
aprathishthhanik,	অপ্রাথিষ্ঠানিক,	অপ্রাতিষ্ঠানিক,	
nasirer,	নাসিরের,	নাসিরের,	
auditer,	অদিতের,	অডিটর,	
jaak,	যাক,	জাক,	
arjeentina,	আর্জেন্টিন,	আর্জেন্টিনা,	
prone,	প্রণে,	প্রোন,	
soomishto,	সমিষ্ঠ,	সুমিষ্ট,	
wook,	ভুক,	উক,	
letarss,	লেটার্স,	লেটারস,	
udvijja,	উদ্ভিজ্যা,	উদ্ভিজ্জ,	
trap,	ট্রাপ,	ট্রাপ,	
geems,	গেমস,	জেমস,	
spela,	স্পেল,	স্পেল,	
bondukdharider,	বন্দুকধারীদের,	বন্দুকধারীদের,	
susan,	সুশন,	সুসান,	
democryatik,	ডেমোক্রেটিক,	ডেমোক্র্যাটিক,	
jakarbaarg,	জাকারবার্গ,	জাকারবার্গ,	
elaakagulor,	এলাকাগুলোর,	এলাকাগুলোর,	
pathacharir,	পথচাচারির,	পথচারীর,	
tune,	টান,	টিউন,	
maroon,	মারুন,	মারুন,	
basaati,	বাসাতি,	বাসাটি,	
orijinal,	অরিজাইনাল,	অরিজিনাল,	
planer,	প্লানের,	প্লেনের,	
neharur,	নেহারুর,	নেহরুর,	
rifarma,	রিফার্ম,	রিফর্ম,	
susongbaddho,	সুসংবদ্ধ,	সুসংবদ্ধ,	
roohol,	রুহল,	রূহুল,	
stetionery,	স্টেশনারী,	স্টেশনারি,	
sloktee,	স্লক্তি,	শ্লোকটি,	
thhoomri,	থুমরি,	ঠুমরী,	
vishwaser,	বিশ্বাসের,	বিশ্বাসের,	
oyeka,	ওয়েক,	ওয়েক,	
dharabahikata,	ধারাবাহিকতা,	ধারাবাহিকতা,	
grambaaseeke,	গ্রাম্বাসীকে,	গ্রামবাসীকে,	
ispahanee,	ইস্পাহনী,	ইস্পাহানী,	
teyish,	তেইস,	তেইশ,	
kyetagari,	ক্যাটেগারি,	ক্যাটাগরি,	
gaziipure,	গাজীপুরে,	গাজীপুরের,	
songkeerton,	সংকীর্তন,	সংকীর্তন,	
nogonyo,	নোগন্য,	নগন্য,	
purbe,	পূর্বে,	পূর্বে,	
durontopana,	দূরন্তোপনা,	দুরন্তপনা,	
matthew,	মথভে,	ম্যাথু,	
nadisamuher,	নাদিসমূহের,	নদীসমূহের,	
namak,	নামাক,	নামক,	
decka,	ডেকা,	ডেকা,	
daatabej,	ডাটাবেজ,	ডাটাবেজ,	
manobsomajey,	মানবসমাজে,	মানবসমাজে,	
somaazseba,	সমাজসেবা,	সমাজসেবা,	
musalmaner,	মুসলমানের,	মুসলমানের,	
aisa,	আইস,	আইস,	
shraddhabodh,	শ্রদ্ধাবোধ,	শ্রদ্ধাবোধ,	
canversian,	কনভারশন,	কনভার্সন,	
nabba,	নব্ব,	নাব্য,	
shhador,	সদর,	চাদর,	
sangkulaner,	সংকুলনের,	সংকুলানের,	
ekjot,	একজাত,	একজোট,	
ekkoshee,	এককশী,	এককোষী,	
jibonjaponer,	জীবনজাপনের,	জীবনযাপনের,	
panchamangsho,	পঞ্চামাংশ,	পঞ্চমাংশ,	
ghatygulo,	ঘাটিগুলো,	ঘাঁটিগুলো,	
pyareeda,	প্যারেড,	প্যারেড,	
niraub,	নিরব,	নিরব,	
byabilaniya,	ব্যবিলানিয়া,	ব্যাবিলনিয়া,	
prakritivid,	প্রকৃতিভিদ,	প্রকৃতিবিদ,	
gandher,	গানধের,	গন্ধের,	
daangaa,	ডাঙা,	দাঙ্গা,	
phosphoric,	ফসফরিক,	ফসফরিক,	
satkajer,	সতকাজের,	সৎকাজের,	
makhmaler,	মখখালের,	মখমলের,	
cobalt,	কবল্ট,	কোবাল্ট,	
sankolita,	সঙ্কলিতা,	সঙ্কলিত,	
blagaar,	ব্লগার,	ব্লগার,	
bakshaler,	বাকসালের,	বাকশালের,	
somebar,	সোমেবার,	সোমবার,	
maj,	মজ,	মাজ,	
tauba,	তাউবা,	তওবা,	
oiteejyoke,	ঐতিহ্যকে,	ঐতিহ্যকে,	
sumeetra,	সুমিত্রা,	সুমিত্রা,	
motamotti,	মোটামটটি,	মতামতটি,	
uparjone,	উপার্জনে,	উপার্জনে,	
donalda,	ডোনাল্ডা,	ডোনাল্ড,	
proshikkhono,	প্রশিক্ষন,	প্রশিক্ষণও,	
goshthite,	গোষ্ঠিতে,	গোষ্ঠীতে,	
puus,	পাউশ,	পিউস,	
dhhall,	ঢল,	ঢাল,	
ganer,	গানের,	গনের,	
ulaamader,	উলামাদের,	উলামাদের,	
cue,	কিউ,	কিউ,	
narabali,	নারাবালী,	নরবলি,	
songrahaker,	সংগ্রহকের,	সংগ্রাহকের,	
zuktorastrei,	যুক্তরাস্ট্রেই,	যুক্তরাষ্ট্রেই,	
beneefeet,	বেনিফিট,	বেনিফিট,	
tour,	টোর,	টুর,	
rohasye,	রোহস্যে,	রহস্যে,	
baaraaker,	বারাকের,	বারাকের,	
handbooq,	হ্যান্ডবুক,	হ্যান্ডবুক,	
bisesaggo,	বিশেষজ্ঞ,	বিষেশজ্ঞ,	
thaba,	থাবা,	থাবা,	
gamcha,	গামছা,	গামছা,	
bhashar,	ভাষার,	ভাষার,	
stary,	স্টেরি,	স্টোরি,	
uvochar,	উভচার,	উভচর,	
vishoi,	ভিষই,	বিষয়,	
chittakorsok,	চিত্তকর্ষক,	চিত্তাকর্ষক,	
aaeeslyaande,	আইসল্যান্ডে,	আইসল্যান্ডে,	
torontote,	তরন্তোতে,	টরেন্টোতে,	
onali,	ওনালি,	ওনলি,	
agi,	আগি,	এইজ,	
dembakritir,	ডিম্বাকৃতির,	ডিম্বাকৃতির,	
ashlilata,	অসলিলতা,	অশ্লীলতা,	
nodishaho,	নদীশহ,	নদীসহ,	
rovar,	রোভার,	রোভার,	
neermomtomo,	নির্মমতম,	নির্মমতম,	
probeshkale,	প্রবেশকালে,	প্রবেশকালে,	
graambaseer,	গ্রামবাসীর,	গ্রামবাসীরা,	
vorke,	ওয়ারকে,	ভরকে,	
durbasa,	দুর্বাস,	দুর্বাসা,	
goriber,	গরিবের,	গরিবের,	
argentina,	আর্জেন্টিন,	আর্জেন্টিনা,	
theng,	থেং,	ঠ্যাং,	
licencea,	লিসেন্সে,	লাইসেন্সে,	
jonoboler,	জনবলের,	জনবলের,	
gobeshakdol,	গবেষকদল,	গবেষকদল,	
amoratva,	আমরত্বা,	অমরত্ব,	
maunjil,	মঞ্জিল,	মঞ্জিল,	
prerita,	প্রেরিত,	প্রেরিত,	
arakaney,	আরাকানে,	আরাকানে,	
mukhabandhey,	মুখবন্ধে,	মুখবন্ধে,	
prostho,	প্রস্থ,	প্রস্থ,	
syutaauta,	স্যুতা,	শ্যুটআউট,	
meentala,	মেন্টাল,	মেন্টাল,	
sahoosee,	সাহুসী,	সাহসী,	
magan,	মাগান,	মাগন,	
chalochchitrotite,	চলচিত্রটিতে,	চলচ্চিত্রটিতে,	
kristen,	ক্রিস্টেন,	ক্রিস্টেন,	
paripak,	পরিপক,	পরিপাক,	
eeoroper,	এইরোপের,	ইওরোপের,	
katto,	কত্তো,	কাটতো,	
