santoshe,	সান্ত্ষে,	সন্তোষে,	
horeedwar,	হরিদ্বর,	হরিদ্বার,	
ghurte,	ঘুরতে,	ঘুরতে,	
attacharito,	আত্যচাতিত,	অত্যাচারিত,	
deefinition,	ডিফিনিশন,	ডেফিনেশন,	
eshiyetika,	এসিয়েটিক,	এশিয়াটিক,	
jothartho,	যথার্থ,	যথার্থ,	
barak,	ব্যারাক,	বারাক,	
stationer,	স্টেশনের,	ষ্টেশনের,	
honduras,	হন্দুরাস,	হন্ডুরাস,	
conflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
probhuder,	প্রভূদের,	প্রভুদের,	
cholochchitroke,	চলচিত্রক্রে,	চলচ্চিত্রকে,	
injiniyarsha,	ইঞ্জিন্যার্স,	ইঞ্জিনিয়ার্স,	
sadbi,	স্যাদবি,	সাধ্বী,	
mohakobi,	মহাকববি,	মহাকবি,	
asovo,	অসও,	অসভ্য,	
bisnuu,	বিষ্ণু,	বিষ্ণু,	
soholovyotar,	সহলভ্যতার,	সহজলভ্যতার,	
jyakasana,	জ্যাকশন,	জ্যাকসন,	
ralafa,	রোলফ,	রালফ,	
puzita,	পূজিত,	পূজিতা,	
chalkee,	চলকি,	চালকে,	
faad,	ফাদ,	ফুড,	
deraa,	দেরা,	ডেরা,	
odhit,	অধিত,	অধীত,	
boopon,	বুপন,	বপন,	
bibek,	বিবেক,	বিবেক,	
second,	সেকন্ড,	সেকেণ্ড,	
sakar,	সাকার,	সাকার,	
qredita,	ক্রেডিত,	ক্রেডিট,	
moreecha,	মোরিছা,	মরিচা,	
bajite,	বাজিতে,	বাজিতে,	
chhuti,	ছুটি,	ছুটি,	
pooroheetder,	পুরোহিতদের,	পুরোহিতদের,	
uzbekistan,	উজ্ববিক্তান,	উজবেকিস্তান,	
kinto,	কিন্ত,	কিনত,	
netherlande,	নেদারল্যান্ডে,	নেদারল্যান্ডে,	
bruklin,	ব্রাকলিন,	ব্রুকলিন,	
basa,	বসস,	বাসা,	
wictor,	ভিক্টর,	ভিক্টর,	
qaferder,	কাফারদের,	কাফেরদের,	
brittakarey,	বৃত্তকারে,	বৃত্তাকারে,	
bibad,	বিবাদ,	বিবাদ,	
eksathei,	একসাথেই,	একসাথেই,	
niropekkho,	নিরোপেক্ষ,	নিরপেক্ষ,	
muhammad,	মুহাম্মাদ,	মুহম্মদ,	
yaach,	যাচ,	ইয়াক,	
akkash,	একাশ,	আককাস,	
ralapha,	রোলফ,	রালফ,	
gonohotyar,	গণহত্যার,	গণহত্যার,	
hizrite,	হিজরিতে,	হিজরীতে,	
omarendro,	অমানেন্দ্র,	অমরেন্দ্র,	
patishapta,	পতিশপ্ত,	পাটিসাপটা,	
gagee,	গাগী,	গেজ,	
lampot,	লম্পত,	লম্পট,	
kortaam,	কোরতাম,	করতাম,	
shyooter,	স্যুটের,	শ্যুটার,	
dharavahikbhabe,	ধারাবাকিকভাবে,	ধারাবাহিকভাবে,	
chilahati,	চিলাহাতি,	চিলাহাটি,	
taigara,	টাইগার,	টাইগার,	
kortonaa,	কর্তনা,	করতনা,	
prokolpeo,	প্রকল্পেও,	প্রকল্পেও,	
stena,	স্টেন,	স্টেন,	
version,	ভার্সন,	ভারশন,	
milekhaanek,	মিলেখানেক,	মাইলখানেক,	
dharavashyokar,	ধারাভাষ্যর,	ধারাভাষ্যকার,	
daap,	ডাপ,	ড্যাপ,	
ganokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
tawnship,	টাউন্সিপ,	টাউনশিপ,	
ganoporibahoner,	গণপরিিনানের,	গণপরিবহনের,	
bojhar,	বজঝার,	বোঝার,	
euro,	ইউরও,	ইউরো,	
proteemake,	প্রতিমাকে,	প্রতিমাকে,	
katbey,	কাটবে,	কাটবে,	
boney,	বোনে,	বনে,	
otiteo,	অতিতেও,	অতীতেও,	
probhura,	প্রভূরা,	প্রভুরা,	
leader,	লিডের,	লিডার,	
bisshas,	বিশ্বাস,	বিশ্বাস,	
sulke,	সুলকে,	শুল্কে,	
sunagorik,	সুনাগরিক,	সুনাগরিক,	
lompot,	লম্পত,	লম্পট,	
olympiker,	অলিম্যাকির,	অলিম্পিকের,	
karecho,	করেছো,	করেছো,	
peengna,	পিঙ্ন,	পিংনা,	
ajim,	আজিম,	আজিম,	
dhyaan,	ধ্যান,	ধ্যান,	
raktaksharaney,	রক্তকক্ণণে,	রক্তক্ষরণে,	
sthaponagulor,	স্থাপনগুলোর,	স্থাপনাগুলোর,	
chalochchitrei,	চলচিত্রেই,	চলচ্চিত্রেই,	
fevarite,	ফেউরিটে,	ফেভারিট,	
byaboharkaree,	ব্যবহারকারি,	ব্যবহারকারী,	
dhos,	ধস,	ধস,	
hoomasa,	হোমাস,	হোমস,	
gosthii,	গোষ্ঠী,	গোষ্ঠীই,	
parijaner,	পরিজনের,	পরিজনের,	
admiral,	অ্যাডমিরাল,	এডমিরাল,	
nikat,	নিকত,	নিকট,	
bharson,	ভারসন,	ভারশন,	
matthew,	মাঠেও,	ম্যাথিউ,	
lokhindare,	লখিন্দরে,	লখিন্দরের,	
rephlex,	রিফল্কস,	রিফ্লেক্স,	
pachak,	পাচক,	পাচক,	
sushukkhar,	সুশুক্ষর,	সুশিক্ষার,	
faser,	ফাঁসের,	ফাঁসের,	
bandhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
kormer,	করমের,	কর্মের,	
laisens,	লাইসেন্স,	লাইসেন্স,	
gabeshanagar,	গবেষণাগার,	গবেষনাগার,	
uuipoka,	উইপোক,	উইপোকা,	
maradeho,	মারাদেহ,	মরদেহ,	
prodiper,	প্রদ্বেপের,	প্রদীপের,	
bikretader,	বিক্রেতাদের,	বিক্রেতাদের,	
abdune,	আবদুনে,	আবদুন,	
gandhir,	গন্ধির,	গান্ধীর,	
gaarnaar,	গার্নার,	গার্নার,	
satjaner,	সতজনের,	সাতজনের,	
yak,	যক,	ইয়াক,	
granther,	গ্রন্থার,	গ্রন্থের,	
sammatitey,	সম্মতিতে,	সম্মতিতে,	
trete,	ট্রেট,	ট্রেতে,	
phaksa,	ফক্স,	ফক্স,	
shuperhero,	সুপারহারও,	সুপারহিরো,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
dhauta,	ধাউতা,	ধৌত,	
karkatkranti,	কর্কাত্রটি,	কর্কটক্রান্তি,	
nironjon,	নিরঞ্জন,	নিরঞ্জন,	
laga,	লোগা,	লগ,	
nirmaankaj,	নির্মাণকাজ,	নির্মাণকাজ,	
embed,	এমবেড,	এম্বেড,	
mase,	মেস,	মাসে,	
musolmanera,	মুসলানেরা,	মুসলমানেরা,	
kuhelika,	কুহেলিকা,	কুহেলিকা,	
bisshaskey,	বিশ্বাসকে,	বিশ্বাসকে,	
maudelke,	মাডেলকে,	মডেলকে,	
rushod,	রুশদ,	রুশদ,	
adhattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
mukhmondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
paakshenara,	পাক্সেনার,	পাকসেনারা,	
atorkitey,	আতর্কিতে,	অতর্কিতে,	
senabahineekey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
bard,	বার্ড,	বার্ড,	
abheedhaanic,	আভিধানিক,	অভিধানিক,	
chirakumari,	চিরাকুমারই,	চিরকুমারী,	
aansareer,	আনসারীর,	আনসারীর,	
tahalo,	তহল,	তাহলো,	
dhikrita,	ধিকৃত,	ধিকৃত,	
odurey,	অদূরে,	অদুরে,	
sakshatkarer,	সাক্ষাতকারের,	সাক্ষাৎকারের,	
baik,	ব্যাক,	বাইক,	
nickel,	নিকেল,	নিকেল,	
dembakriti,	দিম্বাকৃতি,	ডিম্বাকৃতি,	
laisensa,	লাইসেন্স,	লাইসেন্স,	
muhammod,	মুহাম্মদ,	মুহম্মদ,	
drishi,	দৃশি,	দৃশ্যই,	
avisongson,	অভিসংসন,	অভিশংসন,	
dakticketer,	ডাকিটিকের,	ডাকটিকিটের,	
pab,	পাব,	পাব,	
dharavassokar,	ধারাভাষ্যর,	ধারাভাষ্যকার,	
shekarone,	স্বেকরণে,	সেকারণে,	
mitar,	মিটার,	মিত্র,	
armeenian,	আরমেনিয়ান,	আর্মেনিয়ান,	
jar,	যাঁর,	জ্বর,	
shqolastic,	স্কোল্ট্টিক,	স্কলাস্টিক,	
babul,	বাবুল,	বাবুল,	
rinattak,	ঋণাত্মক,	ঋনাত্মক,	
hatodaridra,	হতরাদির্দার,	হতদরিদ্র,	
shithilatar,	সিথিলতার,	শিথিলতার,	
titlee,	টিটলি,	টাইটেল,	
wenus,	ভেনাস,	ভেনাস,	
shkarta,	স্কার্ট,	স্কার্ট,	
manikya,	মাণিক্য,	মানিক্য,	
amitrakkhor,	আমিতারক্ষ,	অমিত্রাক্ষর,	
jivjontu,	জিজন্তু,	জীবজন্তু,	
rajtantra,	রাজতন্ত্র,	রাজতন্ত্র,	
syfy,	সাইফি,	সাইফাই,	
sayeed,	সাইড,	সাইদ,	
addhattikota,	আধ্যাত্তিকতা,	আধ্যাত্মিকতা,	
staylish,	স্টাইলিস,	স্টাইলিশ,	
paripaker,	পরিপকের,	পরিপাকের,	
bidrohiderke,	বিদ্রোহীদেরকে,	বিদ্রোহীদেরকে,	
kaaferder,	কাফেরদের,	কাফেরদের,	
thaii,	থাই,	থাই,	
suparahiro,	সুপারহির,	সুপারহিরো,	
rubol,	রুবল,	রুবল,	
tafsher,	টাফসের,	তাফসীর,	
monir,	মনির,	মনির,	
ashocheton,	আশচেতন,	অসচেতন,	
osamanno,	অসামান্য,	অসামান্য,	
nilkamal,	নিল্মমাল,	নীলকমল,	
dacope,	ডাকোপে,	দাকোপ,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
khargosher,	খর্গশের,	খরগোসের,	
musalmani,	মুসল্মনি,	মুসলমানই,	
gratha,	গ্রথ,	গ্রোথ,	
phood,	ফুড,	ফুড,	
skirt,	স্কার্ট,	স্কার্ট,	
mojdoor,	মজদুর,	মজদুর,	
dighol,	দিঘল,	দীঘল,	
munim,	মুনিং,	মুনিম,	
harbour,	হারবোর,	হারবার,	
teksuser,	টেকসুসের,	টেক্সাসের,	
cheshsh,	চেজস,	চেস,	
romancha,	রোমাঞ্চ,	রোমাঞ্চ,	
kousholgoto,	কৌশলগত,	কৌশলগত,	
dalu,	দালু,	ডালু,	
cetholic,	ক্থলিক,	ক্যাথলিক,	
naabyota,	নাব্যতা,	নাব্যতা,	
noitikatar,	নৈতিকতার,	নৈতিকতার,	
mohisho,	মহিশ,	মহিষ,	
protijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
volapuq,	ভলাপুক,	ভোলাপুক,	
parichchhannata,	পরিচ্ছন্যতা,	পরিচ্ছন্নতা,	
sangasthaner,	সংস্ঠনের,	সংস্থানের,	
janaalo,	জানালো,	জানালো,	
nirvachakder,	নির্ভাচকদের,	নির্বাচকদের,	
danobder,	দানবদের,	দানবদের,	
pyore,	প্যার,	পিওর,	
trivuz,	ত্রিভুজ,	ত্রিভূজ,	
aazadir,	আজাদির,	আজাদীর,	
ekok,	একো,	একক,	
ralof,	রালফ,	রালফ,	
taunashipa,	তানশ্পীপ,	টাউনশিপ,	
badna,	বদ্না,	বদনা,	
serup,	শেরুপ,	সেরূপ,	
apochesta,	অপচেষ্টা,	অপচেষ্টা,	
mahasabha,	মহাসভা,	মহাসভা,	
pravritir,	প্রবৃতির,	প্রভৃতির,	
digrike,	ডিগ্রিকে,	ডিগ্রিকে,	
ranangone,	রণাঙ্গনে,	রণাঙ্গনে,	
shekender,	সেকেন্ডার,	সেকেন্ডের,	
chatrorai,	ছাত্রইই,	ছাত্ররাই,	
iyutha,	ইউ্য,	ইয়ুথ,	
muhammader,	মুহাম্মাদের,	মুহম্মদের,	
niurolazi,	নিউরোলজি,	নিউরোলজি,	
besinay,	বেশিনে,	বেসিনে,	
shnaipara,	স্নাপার,	স্নাইপার,	
phakay,	ফককে,	ফাকে,	
nitikatha,	নীতিকথা,	নীতিকথা,	
nirikho,	নিরিখ,	নিরিখ,	
bangyer,	বঙ্গের,	ব্যাঙের,	
vaabna,	ভাবনা,	ভাবনা,	
porishkaron,	পরিষ্কাণণ,	পরিষ্করণ,	
khatgosher,	খাতগোসের,	খরগোসের,	
ashociatesh,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
hertz,	হার্ট,	হার্জ,	
kuary,	কুরি,	কোয়েরি,	
farmat,	ফরমেট,	ফরম্যাট,	
anektai,	অনেকটিই,	অনেকটাই,	
mukhobandha,	মুখবন্ধ,	মুখবন্ধ,	
shikkhakder,	শিক্ষকদের,	শিক্ষকদের,	
euqalyptus,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
sithilotar,	সিথিলতার,	শিথিলতার,	
ivam,	ইভাম,	ইভিএম,	
