sahosikotar,	সহসিকতার,	সাহসিকতার,	
samashtigata,	সাস্্তিতাগ,	সমষ্টিগত,	
mathieu,	ম্যাথেও,	ম্যাথিউ,	
beetlaser,	বিটলাসের,	বিটলসের,	
laisense,	লাইসেন্স,	লাইসেন্স,	
porishkoron,	পরিষ্করণ,	পরিষ্করণ,	
promotioney,	প্রমোশনে,	প্রোমোশনে,	
mausumeo,	মৌশমমেও,	মৌসুমেও,	
grambaaseeder,	গ্রামাবাদীরের,	গ্রামবাসীদের,	
deejijer,	দিজজির,	ডিজিজের,	
ekooghore,	একোহের,	একঘরে,	
drissotir,	দৃশ্যটির,	দৃশ্যটির,	
vushi,	ভুষি,	ভুষি,	
muscat,	মুস্কত,	মাস্কাট,	
graambaaseeo,	গ্রামাব্যা,	গ্রামবাসীও,	
byabaharkarie,	ব্যবহারকারী,	ব্যবহারকারীই,	
hiranee,	হিরনী,	হিরানি,	
priti,	প্রিতি,	প্রিটি,	
laagche,	লাগচে,	লাগছে,	
mugdal,	মুগদল,	মুগডাল,	
vangle,	ভাঙ্গে,	ভাঙলে,	
ganohatyake,	গনাত্যকা,	গণহত্যাকে,	
jamkalo,	জামকালো,	জমকালো,	
pitthey,	পিঠে,	পীঠে,	
chilahatee,	চিহাতি,	চিলাহাটি,	
hizrite,	হিজরিতে,	হিজরীতে,	
carpet,	কার্পেট,	কার্পেট,	
haitasha,	হাইটস,	হাইটস,	
haridware,	হরিদ্রের,	হরিদ্বারে,	
jeebanjapon,	জীবনজাঞ্ন,	জীবনযাপন,	
alpakichudin,	আল্পচিকিণিক,	অল্পকিছুদিন,	
oppohoron,	অপহরণ,	অপহরন,	
gitikobita,	গিতিকতিত,	গীতিকবিতা,	
chanje,	চাঞ্জে,	চেঞ্জ,	
lainde,	লাইন্ডে,	ল্যান্ডে,	
phulkapi,	ফুলকাপি,	ফুলকপি,	
noren,	নরেন,	নরেন,	
protishta,	প্রতিষ্ট,	প্রতিষ্টা,	
rajtontrey,	রাজাত্ত্রে,	রাজতন্ত্রে,	
artharer,	অর্থারের,	আর্থারের,	
agrodut,	অগ্রুদ,	অগ্রদূত,	
durtomo,	দূর্ম,	দূরতম,	
sollallhu,	সল্লাল্ল,	সল্লাল্লাহু,	
silabhara,	সিলভার,	সিলভার,	
ganoparibahan,	গণপরিবাহ,	গণপরিবহন,	
bikargrosto,	বিকর্গত্র,	বিকারগ্রস্ত,	
shikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
akar,	একার,	একার,	
dhruboker,	ধ্রুবকের,	ধ্রুবকের,	
olympik,	অলিমমিক,	অলিম্পিক,	
gonona,	গণনা,	গণনা,	
perther,	পার্থের,	পার্থের,	
ispreedshiit,	ইসপ্রিিিত,	স্প্রেডশীট,	
hepatitish,	হাতিপিতিস,	হেপাটাইটিস,	
ekoirakom,	একরকোম,	একইরকম,	
peterer,	পেটেরের,	পিটারের,	
shhcholashtic,	শ্লাস্ছিট,	স্কলাস্টিক,	
atma,	আত্মা,	আত্ম,	
sikkhakder,	শিক্ষাকদের,	শিক্ষকদের,	
kyashpar,	ক্ষাপার,	ক্যাসপার,	
noiteekota,	নৈতিকতা,	নৈতিকতা,	
naajii,	নাজি,	নাত্সি,	
ancholsomuho,	অঞ্চলমসহ,	অঞ্চলসমূহ,	
laga,	লাগা,	লগ,	
nederland,	নেডার্্যান্ড,	নেদারল্যান্ড,	
municipal,	মুনিসিকাল,	মিউনিসিপ্যাল,	
yaaq,	যাক,	ইয়াক,	
hamburger,	হাম্বগুরের,	হামবুর্গের,	
avinetar,	অভিনেটর,	অভিনেতার,	
jes,	জেস,	জেস,	
edmeeral,	এডমেইরাল,	এডমিরাল,	
madelim,	ম্যাডেলিম,	মডেলিং,	
nariderke,	নারিদেরকে,	নারীদেরকে,	
dibating,	ডিবাইটিং,	ডিবেটিং,	
mulaadi,	মুলাদী,	মুলাদি,	
rohasyor,	রহস্বর,	রহস্যর,	
asietic,	অসিটিক,	এশিয়াটিক,	
catholic,	ক্যাথলিক,	ক্যাথলিক,	
fiks,	ফিক্স,	ফিক্স,	
plusey,	প্লাসে,	প্লাসে,	
esiyatika,	এসিয়াটিক,	এশিয়াটিক,	
ekhaate,	এখাতে,	একহাতে,	
duburyra,	দুবরিরা,	ডুবুরিরা,	
suporichiti,	সুপরিচিতি,	সুপরিচিতি,	
anchaltite,	অঞ্চল্তিতে,	অঞ্চলটিতে,	
uddhriti,	উদ্ধরিতি,	উদ্ধৃতি,	
bhabanipur,	ভবনিপুর,	ভবানীপুর,	
obharbheeu,	অভারভভও,	ওভারভিউ,	
lyaata,	ল্যাট,	ল্যাটা,	
baibosthar,	ব্যবস্থার,	ব্যবস্থার,	
dibya,	দিব্য,	দিব্যা,	
beildaar,	বিল্ডার,	বিল্ডার,	
soasage,	সোসাগে,	সসেজ,	
pravura,	প্রভার,	প্রভুরা,	
laaisensh,	লাইসেন্স,	লাইসেন্স,	
capsul,	কপ্পু,	ক্যাপসুল,	
kheylechen,	খেলেছেন,	খেলেছেন,	
hotochokito,	হতকোচিত,	হতচকিত,	
carzar,	কার্যার,	চার্জার,	
mugdha,	মুঘগ,	মুগ্ধ,	
shringo,	শ্রীঙ্গ,	শৃঙ্গ,	
shelim,	সেলিম,	সেলিম,	
patjata,	পাঁজতা,	পাটজাত,	
udvabane,	উদ্ভাবনে,	উদ্ভাবনে,	
basturyi,	বাস্তুরি,	বস্তুরই,	
oholla,	অললাা,	অহল্যা,	
seekkhakrom,	শিক্ষাকরম,	শিক্ষাক্রম,	
setikey,	সেতিকে,	সেটিকে,	
partho,	পার্থ,	পার্থ,	
karmokarke,	কর্মকারকে,	কর্মকারকে,	
oichchik,	ঐচ্ছিক,	ঐচ্ছিক,	
animated,	অনিমেট,	এনিমেটেড,	
abhidhaneec,	অভিযোধিক,	অভিধানিক,	
lutherana,	লুঠানা,	লুথেরান,	
seconder,	সেকনন্ডের,	সেকেন্ডের,	
idyi,	এড্যি,	আইডিই,	
jeteo,	জেতেও,	যেতেও,	
abhidhanic,	অভিযানিক,	অভিধানিক,	
shaatjoner,	স্যাটনের,	সাতজনের,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
gonesher,	গণেের,	গণেশের,	
haphsa,	হাফস,	হাফসা,	
rajoshri,	রাজস্রি,	রাজশ্রী,	
ashanka,	আশনক্ক,	আশংকা,	
heawy,	হেয়া,	হেভি,	
sunagarik,	সুনাগারি,	সুনাগরিক,	
debate,	দেবতে,	ডিবেট,	
napper,	নাপের,	ন্যাপের,	
votar,	ভোটার,	ভোটার,	
themeke,	থেমেকে,	থিমকে,	
starc,	স্টার্ক,	স্টার্ক,	
eparjonta,	অপযাপা্্ত,	এপর্যন্ত,	
boneo,	বনেও,	বনেও,	
dharabahikvabe,	ধারাবাবিবাবে,	ধারাবাহিকভাবে,	
sahajlabhbhatar,	সহজভভভাতার,	সহজলভ্যতার,	
awnurbor,	অনুরবর,	অনুর্বর,	
janasangjog,	জনসংস্য,	জনসংযোগ,	
chandrimaa,	চন্দ্রীম,	চন্দ্রিমা,	
babylon,	ব্যালল,	ব্যাবিলন,	
keo,	কিও,	কেউ,	
otorkeitey,	অরতাকেতে,	অতর্কিতে,	
uindoo,	উইন্ডো,	উইন্ডো,	
postay,	পোষ্টে,	পোষ্টে,	
ganochien,	গননেচন,	গণচীন,	
bajareo,	বাজারেও,	বাজারেও,	
natnikey,	নানটিকে,	নাতনীকে,	
choshon,	চশন,	চোষণ,	
jetam,	জেটম,	যেতাম,	
provritir,	প্রভৃতির,	প্রভৃতির,	
byatikramdharmi,	ব্যাতির্্রমর্মী,	ব্যতিক্রমধর্মী,	
suparheiro,	সুপারেরা,	সুপারহিরো,	
shoriph,	শরিফ,	শরিফ,	
veenish,	ভিনিস,	ভেনিস,	
durgondho,	দুর্ঘন্ধ,	দুর্গন্ধ,	
konphlikt,	কনফল্ক্ট,	কনফ্লিক্ট,	
drissogoolo,	দৃশ্যুলো,	দৃশ্যগুলো,	
ekar,	একার,	একার,	
addabaj,	আদ্দাবা,	আড্ডাবাজ,	
seemaa,	সিমা,	সীমা,	
jerusalem,	জেরুসালে,	জেরুজালেম,	
sotorkokari,	সত্রকারী,	সতর্ককারী,	
dokaanei,	দোকাইই,	দোকানেই,	
rokibul,	রকিবুল,	রকিবুল,	
drissoke,	দৃশ্যকে,	দৃশ্যকে,	
haldim,	হালিড,	হোল্ডিং,	
obolokon,	অভোকন,	অবলোকন,	
valobasar,	ভালবাসার,	ভালোবাসার,	
vins,	ভিন্স,	ভিন্স,	
dor,	দো,	দোর,	
bardhitansh,	বর্ধিন্ঠ,	বর্ধিতাংশ,	
muhamad,	মুহামাদ,	মুহাম্মদ,	
rohosyer,	রহস্যের,	রহস্যের,	
amstrong,	অন্স্র্্য,	আর্মস্ট্রং,	
gulen,	গুলেন,	গুলেন,	
aansaareer,	আনসারীর,	আনসারীর,	
carpeter,	কার্পেটের,	কার্পেটের,	
daroda,	দারদা,	দারদা,	
karmake,	কর্মকে,	কর্মকে,	
chalochchitraeer,	চলচ্ছিত্রের,	চলচ্চিত্রের,	
chalochchitraeeo,	চলচ্ছিত্য,	চলচ্চিত্রেও,	
marri,	মারি,	ম্যারি,	
jyestthotar,	জ্যাস্থটার,	জ্যেষ্ঠতার,	
gafilati,	গ্যালিপাি,	গাফিলতি,	
sadhwi,	সাধবী,	সাধ্বী,	
parser,	পারসের,	পার্শ্বের,	
tafaat,	তাফাট,	তফাৎ,	
cinematographer,	সিনিযানফটরেমের,	সিনেমাটোগ্রাফার,	
wenice,	উইনেসি,	ভেনিস,	
byabaharkareederke,	ব্যবহারকারীকেরে,	ব্যবহারকারীদেরকে,	
bbiswashke,	বিশ্বাসকে,	বিশ্বাসকে,	
kuarter,	কায়্টার,	কোয়ার্টার,	
madola,	মদদল,	মাদলা,	
vageryi,	ভাগের,	ভাগেরই,	
keke,	কেকে,	কেকে,	
harz,	হার্জ,	হার্জ,	
panera,	পানের,	পনের,	
bim,	বিং,	বীম,	
bhyatikaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
afjal,	আফজাল,	আফজল,	
godabori,	গদাবরী,	গোদাবরী,	
favourite,	ফজিরতে,	ফেভারিট,	
bishesyer,	বিশেষ্রের,	বিশেষ্যের,	
culing,	কালিং,	কুলিং,	
shiter,	শিতের,	শীতের,	
karmoi,	কর্মই,	কর্মই,	
bulan,	বুলান,	বুলান,	
dharmantar,	ধর্মন্তার,	ধর্মান্তর,	
nobotomo,	নবতম,	নবতম,	
vabatarini,	ভবতারিনী,	ভবতারিণী,	
monohorpur,	মনহরপুর,	মনোহরপুর,	
tukrote,	তুকর্তে,	টুকরোতে,	
jyeshthaa,	জ্যাস্থা,	জ্যেষ্ঠা,	
vishnu,	ভিষ্ণু,	বিষ্ণু,	
arunima,	অরুনিমা,	অরুণিমা,	
baieq,	বায়ক,	বাইক,	
meghnadbodh,	মিধননদ্ধ,	মেঘনাদবধ,	
karmojog,	কর্মজোগ,	কর্মযোগ,	
hydra,	হাইড্রা,	হাইড্রা,	
onodhikaar,	অনধধিকার,	অনধিকার,	
dhyanostha,	ধ্যানস্থা,	ধ্যানস্থ,	
sohingsotar,	সহিংস্তার,	সহিংসতার,	
lendol,	লেন্ডল,	লেন্ডল,	
abdoone,	আব্দুনে,	আবদুন,	
laiseensim,	লাইনসিিং,	লাইসেন্সিং,	
rautine,	রাউনে,	রুটিন,	
deenesh,	ডিনেস,	দীনেশ,	
kormoyi,	কর্মই,	কর্মই,	
drishtir,	দৃষ্টির,	দৃশ্যটির,	
phake,	ফাক,	ফাকে,	
gronthotyke,	গ্রন্থাতকে,	গ্রন্থটিকে,	
janomukhee,	জনমুখী,	জনমুখী,	
ghamta,	ঘমতটা,	ঘোমটা,	
manabmaner,	মানবামনের,	মানবমনের,	
taimas,	টেইমস,	টাইমস্,	
beshirbhagei,	বেশরিভাগে,	বেশিরভাগেই,	
laatimer,	লাটিমের,	লাটিমের,	
uponishoder,	উপনিশেদের,	উপনিষদের,	
peterke,	পেটারকে,	পিটারকে,	
niurolazi,	নিউর্গাই,	নিউরোলজি,	
moonim,	মুনিং,	মুনিম,	
sahazlabhbhatar,	সহজভভভাতার,	সহজলভ্যতার,	
ramdhonu,	রামধুু,	রামধনু,	
mukhobandha,	মূখবন্ধ,	মুখবন্ধ,	
shangkaloner,	সংকলনের,	সংকলনের,	
konagulo,	কোনগুলো,	কণাগুলো,	
tigers,	টিইগার্স,	টাইগার্স,	
bandhubhaabaapanna,	বন্ধুযবন্মা,	বন্ধুভাবাপন্ন,	
