phulkapi,	ফুলকাপি,	ফুলকপি,	
bihare,	বিহারে,	বিহারে,	
sooresh,	সুরেশ,	সুরেশ,	
yucalyptus,	ইউকালিপ্টাস,	ইউক্যালিপ্টাস,	
tirmizi,	তিরমিযী,	তিরমিজি,	
tale,	তালে,	তালে,	
tonga,	তঙ্গা,	টোঙ্গা,	
onekeri,	অনেকেরি,	অনেকেরই,	
ishahak,	ইসহাক,	ইসাহাক,	
porijon,	পরিজন,	পরিজন,	
jubokra,	যুবকরা,	যুবকরা,	
purohitra,	পুরোহিত্র,	পুরোহিতরা,	
compact,	কমপ্কাক্ট,	কমপ্যাক্ট,	
dhwajbhango,	ধ্বজভঙ্গ,	ধ্বজভঙ্গ,	
obosan,	অবসান,	অবসান,	
manjurul,	মা্জুরুল,	মনজুরুল,	
aastikotaa,	আস্তিকতা,	আস্তিকতা,	
gronthotike,	গ্রন্থটিকে,	গ্রন্থটিকে,	
jandrel,	জন্ড্রেল,	জাঁদরেল,	
rakhtokkharone,	রক্তক্ষরণে,	রক্তক্ষরণে,	
bbiswashe,	বিশ্বাসে,	বিশ্বাসে,	
serup,	শেরুপ,	সেরূপ,	
definition,	ডেফিনিটন,	ডেফিনেশন,	
remacry,	রেমাক্রি,	রেমাক্রী,	
lagic,	লাগিক,	লজিক,	
aap,	আপ,	আপ,	
aziboner,	আজীবনের,	আজীবনের,	
vagirath,	ভাগীরথ,	ভগীরথ,	
jatok,	যতক,	জাতক,	
aswastikar,	অস্বস্তিকর,	অস্বস্তিকর,	
chaudhoorir,	চৌধুরির,	চৌধুরীর,	
wodka,	উদকা,	ভদকা,	
sthapanagulor,	স্থাপনগুলোর,	স্থাপনাগুলোর,	
allahabade,	আল্লাবাদে,	এলাহাবাদে,	
konishtho,	কনিষ্ঠ,	কনিষ্ঠ,	
crucer,	ক্রাকের,	ক্রুশের,	
cholocchitrigulor,	চলচ্চিত্রিগুর,	চলচ্চিত্রগুলোর,	
shodhan,	সোধন,	শোধন,	
bairey,	বৈরে,	বাইরে,	
homske,	হোমসককে,	হোমসকে,	
manabmaner,	মানবমানের,	মানবমনের,	
snepara,	স্নেপার,	স্নাইপার,	
homes,	হোমেস,	হোমস,	
dakshinangsha,	দক্ষিণাংশ,	দক্ষিণাংশ,	
duburyra,	দুবূরিরা,	ডুবুরিরা,	
ganakantho,	গণকণ্ঠ,	গণকণ্ঠ,	
elaakati,	এলাকাতি,	এলাকাটি,	
noitikvabe,	নৈতিকভাবে,	নৈতিকভাবে,	
mondope,	মণ্ডপে,	মন্ডপে,	
sirameeks,	সিরামিক্স,	সিরামিকস,	
uthane,	উঠানে,	উঠানে,	
ogovir,	অগভীর,	অগভীর,	
monoputo,	মনপুত,	মনঃপুত,	
towbaar,	তবার,	তওবার,	
sulfete,	সুলফাতে,	সালফেট,	
haila,	হইল,	হইল,	
bota,	বোঁটা,	বটা,	
byabaharkariderke,	ব্যবহারকারীদেরকে,	ব্যবহারকারীদেরকে,	
jomaanor,	জমানোর,	জমানোর,	
juboke,	যুবকে,	যুবকে,	
dharmi,	ধর্মি,	ধর্মী,	
ruble,	রাবল,	রুবল,	
prosadhoni,	প্রসাধনী,	প্রসাধনী,	
hiranee,	হিরানী,	হিরানি,	
bhaskar,	ভাস্কর,	ভাস্কর,	
kanthar,	কণ্ঠার,	কাঁথার,	
kiiborder,	কিবোরদের,	কীবোর্ডের,	
basaake,	বাসাকে,	বাসাকে,	
bonvumi,	বনভূমি,	বনভূমি,	
porikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
arunima,	অরুণিমা,	অরুণিমা,	
volt,	ওয়্ট,	ভল্ট,	
tempaleta,	টেম্পললট,	টেম্পলেট,	
kanuner,	কানুনের,	কানুনের,	
ebham,	ইভম,	ইভিএম,	
dakticket,	ডাক্তিকেত,	ডাকটিকিট,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
qarlosa,	কার্লস,	কার্লোস,	
servere,	সের্ভরে,	সার্ভারে,	
onker,	অঙ্কের,	ওঙ্কার,	
bishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
shchalastik,	স্কালস্্িক,	স্কলাস্টিক,	
horiddar,	হরিদার,	হরিদ্বার,	
charjer,	চার্যের,	চার্জার,	
kompeeto,	কম্পিত,	কম্পিত,	
nagorik,	নাগরিক,	নাগরিক,	
chirohorit,	চিরহরিত,	চিরহরিৎ,	
kakhonyoba,	কখন্যবা,	কখনওবা,	
songkoloney,	সংকলনে,	সংকলনে,	
sumoo,	সুমু,	সুমো,	
ghatkey,	ঘটকে,	ঘাটকে,	
harbor,	হার্বর,	হারবার,	
moddhyekar,	মধ্যকার,	মধ্যেকার,	
taunship,	টাউন্সিপ,	টাউনশিপ,	
shanta,	সান্ত,	সান্তা,	
keyuyi,	কেউই,	কেউই,	
muhurtoti,	মুহূর্ততি,	মুহুর্তটি,	
phokser,	ফক্সের,	ফক্সের,	
bhabatarini,	ভবিষরিনী,	ভবতারিণী,	
chalachchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
minishtara,	মিনিস্টার,	মিনিস্টার,	
ghumacche,	ঘুমাচ্ছে,	ঘুমাচ্ছে,	
deeputi,	দিপুটি,	ডেপুটি,	
ekbakke,	একবাককে,	একবাক্যে,	
jonosomaj,	জনসমাজ,	জনসমাজ,	
pouchute,	পৌঁছতে,	পৌঁছুতে,	
smarok,	স্মরোক,	স্মারক,	
sommoteer,	সম্মতির,	সম্মতির,	
priimo,	প্রীম,	প্রিমো,	
esiyatika,	এসিয়টিক,	এশিয়াটিক,	
messanger,	মেশাঙ্গের,	মেসেঞ্জার,	
tenisa,	টেনিসা,	টেনিস,	
ghosito,	ঘোষিত,	ঘোষিত,	
maudeley,	মাউডেল,	মডেলে,	
madhoori,	মাধরী,	মাধুরী,	
uttor,	উত্তর,	উওর,	
showtey,	শৌটে,	শোতে,	
ebhara,	এভার,	এভার,	
seekkhokder,	শিক্ষকদের,	শিক্ষকদের,	
byaboharkarike,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
silbar,	শিলবার,	সিলভার,	
kuota,	কুটো,	কোটা,	
hilse,	হিলসে,	হিলসে,	
ganoporibahoner,	গণপরিবহনের,	গণপরিবহনের,	
varotey,	ভারতে,	ভারতে,	
rajon,	রজন,	রাজন,	
internship,	ইন্টার্নশীপ,	ইন্টার্নশিপ,	
manikyo,	মাণিক্য,	মানিক্য,	
projononkal,	প্রজননকাল,	প্রজননকাল,	
matrikar,	মাত্রিকার,	মাতৃকার,	
sofie,	সফী,	সোফি,	
chaabir,	ছাবির,	চাবির,	
chitranattakar,	চিত্রনাট্যকর,	চিত্রনাট্যকার,	
sangbadmadhyomgulote,	সংবাদমধ্যমগুলোতে,	সংবাদমাধ্যমগুলোতে,	
orohan,	অরোহণ,	ওরহান,	
ghumato,	ঘুমাতো,	ঘুমাতো,	
grambasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
skolastic,	স্কলাস্টিক,	স্কলাস্টিক,	
palkee,	পালকি,	পাল্কি,	
himi,	হিমি,	হিমি,	
aparogata,	অপরোগত,	অপারগতা,	
zuboke,	যুবকে,	যুবকে,	
jack,	জ্যাক,	জ্যাক,	
meghke,	মেঘকে,	মেঘকে,	
daeel,	ডেল,	ডেইল,	
korkat,	কর্কাৎ,	কর্কট,	
dhormantor,	ধর্মন্তর,	ধর্মান্তর,	
puzito,	পূজিত,	পুজিত,	
nirgaman,	নির্গমমন,	নির্গমন,	
avetara,	অভিটর,	অবতার,	
horipur,	হরিপুর,	হরিপুর,	
bagdader,	বাজদাদের,	বাগদাদের,	
kulo,	কূলো,	কুলো,	
prakalpoguli,	প্রকল্পগুলি,	প্রকল্পগুলি,	
kartana,	কর্তন,	করতনা,	
somabeshke,	সমাবেশকে,	সমাবেশকে,	
tarunderke,	তরুণ্দেরকে,	তরুণদেরকে,	
siramikasa,	সিরামিকস,	সিরামিকস,	
manush,	মানুষ,	মানুষ,	
vangle,	ভাঙল,	ভাঙলে,	
mukhomaundoler,	মুখমাউন্বলের,	মুখমণ্ডলের,	
uddhriti,	উদ্ধৃতি,	উদ্ধৃতি,	
biswashi,	বিশ্বাসী,	বিশ্বাসী,	
rajtantrake,	রাজতন্ত্রকে,	রাজতন্ত্রকে,	
gunze,	গুঞ্জ,	গুঁজে,	
sikkhokke,	শিক্ষককে,	শিক্ষককে,	
paab,	পাব,	পাব,	
uddhrito,	উদ্ধৃত,	উদ্ধৃত,	
somraat,	সম্রাত,	সম্রাট,	
probhritir,	প্রভৃতির,	প্রভৃতির,	
nischitabhave,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
khaamba,	খাম্বা,	খাম্বা,	
phutanto,	ফুটান্ত,	ফুটন্ত,	
bondira,	বন্দীরা,	বন্দীরা,	
protizogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
olimpyc,	অলিম্পিক,	অলিম্পিক,	
toroonra,	তরুণরা,	তরুণরা,	
dhorer,	ধরের,	ধরের,	
songasthagulo,	সংস্থগুলো,	সংস্থাগুলো,	
protisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
seekkhaarthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
airesey,	আইরেশে,	আইরেসে,	
saazanor,	সাজানোর,	সাজানোর,	
shrishree,	শ্রীশ্রী,	শ্রীশ্রী,	
kottor,	কত্ত্বর,	কট্টর,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
sooter,	সুটের,	শ্যুটার,	
sahoocorzoe,	সহুকর্যে,	সাহচর্যে,	
drissoteer,	দৃশ্যটির,	দৃশ্যটির,	
tarkarir,	তরকারীর,	তরকারীর,	
elaakate,	এলাকাতে,	এলাকাতে,	
krantee,	ক্রান্তি,	ক্রান্তি,	
footballerer,	ফুটবলের,	ফুটবলারের,	
jameske,	যামেস্কে,	জেমসকে,	
candy,	ক্যান্ডি,	ক্যান্ডি,	
damane,	দামনে,	দমনে,	
aieesha,	আইএস,	আইএএস,	
wolapuk,	উলাপুক,	ভোলাপুক,	
bbosonto,	বসন্ত,	বসন্ত,	
tonu,	তনু,	তনু,	
crecenter,	ক্রেসেন্টের,	ক্রিসেন্টের,	
antarctica,	আন্টার্কটিক,	অ্যান্টার্কটিকার,	
saaralya,	সারাল্য,	সারল্য,	
koda,	কোদা,	কোডা,	
karlosha,	কার্লস,	কার্লোস,	
turishta,	টুরিষ্ট,	টুরিস্ট,	
lokkheryo,	লক্ষ্যের্য,	লক্ষেরও,	
scolarship,	স্কলারশিপ,	স্কলারশিপ,	
gronthotyke,	গ্রন্থটিকে,	গ্রন্থটিকে,	
hajartee,	হজর্ত,	হাজারটি,	
shastro,	শাস্ত্র,	শাস্ত্র,	
ranangone,	রণাঙ্গনে,	রণাঙ্গনে,	
baieq,	বাইক,	বাইক,	
conflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
babona,	বাবানা,	বাবনা,	
bosonto,	বসন্ত,	বসন্ত,	
chhootite,	ছুটিতে,	ছুটিতে,	
vittiow,	ভিত্তিও,	ভিত্তিও,	
prokalpao,	প্রকল্পও,	প্রকল্পও,	
rilayensha,	রিলাইন্স,	রিলায়েন্স,	
mascat,	মস্কট,	মাস্কাট,	
turqamena,	টুর্কমেন,	তুর্কমেন,	
shektara,	সেক্টর,	সেক্টর,	
nojder,	নজদের,	নজদের,	
meghnadbadh,	মেঘনাদ্বাধ,	মেঘনাদবধ,	
songasthati,	সংস্থতি,	সংস্থাটি,	
shaapholler,	সাফলের,	সাফল্যের,	
lumbinee,	লুম্বিনী,	লুম্বিনী,	
anano,	অনানো,	আনানো,	
kingsh,	কিংস,	কিংস,	
saurse,	সোর্স,	সোর্স,	
haraten,	হারাতেন,	হারাতেন,	
nathibhukteer,	নথিভূক্তির,	নথিভুক্তির,	
airish,	আইরিশ,	আইরিস,	
adhunik,	আধুনিক,	আধুনিক,	
towbar,	তববর,	তওবার,	
dozo,	দজ,	ডোজো,	
footballerder,	ফুটবলেরদের,	ফুটবলারদের,	
mathew,	মাঠে,	ম্যাথিউ,	
foloshruti,	ফলোসরুতি,	ফলশ্রুতি,	
bachaikrito,	বাচাইকৃত,	বাছাইকৃত,	
lande,	ল্যান্ডে,	ল্যান্ডে,	
dharati,	ধারাতি,	ধারাটি,	
jawhar,	জওহর,	জহর,	
aakabar,	আকাবার,	আকাবার,	
chirontan,	চিরন্তন,	চিরন্তন,	
dwipgulote,	দ্বীপগুলোতে,	দ্বীপগুলোতে,	
prokolpotike,	প্রকল্পটিকে,	প্রকল্পটিকে,	
kampito,	কম্পিত,	কম্পিত,	
