chhatogalpe,	ছটটোগল্পে,	ছোটগল্পে,	
bhyaatikaaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
janagononar,	জনগণনার,	জনগণনার,	
bidrohiderke,	বিদ্রোহিদকের,	বিদ্রোহীদেরকে,	
saom,	সাম,	সাওম,	
through,	ট্রুউ,	থ্রু,	
shrishree,	শ্রীশ্রী,	শ্রীশ্রী,	
licencing,	লিসনেন্সিং,	লাইসেন্সিং,	
daul,	ডল,	দেউল,	
modelgulo,	মদেলগুলো,	মডেলগুলো,	
jolorong,	জলরং,	জলরঙ,	
arifin,	আরিফিন,	আরিফিন,	
osamorik,	অসামরিক,	অসামরিক,	
sikhra,	শিখ্রা,	শিখরা,	
ovarviu,	অভারভু,	ওভারভিউ,	
antarbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
ganonatto,	গণতন্ত,	গণনাট্য,	
samanwitobhabe,	সমানুতভাবে,	সমন্বিতভাবে,	
rajballav,	রাজবলবাল,	রাজবল্লভ,	
gonohotyar,	গণহাত্যার,	গণহত্যার,	
hajeerhat,	হাজীরহাট,	হাজিরহাট,	
chalachchitragulor,	চলচ্তিগ্রলুল,	চলচ্চিত্রগুলোর,	
kansat,	কানসত,	কানসাট,	
horeedwar,	হরিদ্বর,	হরিদ্বার,	
stain,	স্টেইন,	স্টেন,	
plusey,	প্লাসে,	প্লাসে,	
bibhonno,	বিভন্ন,	বিভন্ন,	
noren,	নোরেয়ান,	নরেন,	
paira,	পার়া,	পাইরা,	
chenja,	চেঞ্জা,	চেঞ্জ,	
banijyikbhittik,	বানিজ্যাকিত্তিক,	বাণিজ্যিকভিত্তিতে,	
toler,	তলের,	তালের,	
prokolpogulo,	প্রকল্পগুলো,	প্রকল্পগুলো,	
neermol,	নির্মল,	নির্মল,	
daakope,	ডাকোপ,	দাকোপ,	
jockey,	জককে,	জকি,	
bi,	বি,	বি,	
shpredshiit,	স্প্রেসটি,	স্প্রেডশীট,	
jatee,	জেট,	যাতি,	
nirmankaz,	নির্মাকজা,	নির্মাণকাজ,	
gunje,	গুঞ্জে,	গুঁজে,	
chirohorith,	চিহরির,	চিরহরিৎ,	
eporjonto,	এপর্যন্ত,	এপর্যন্ত,	
inshtant,	ইনস্ট্যান্ট,	ইনস্ট্যান্ট,	
nirabata,	নীরবতা,	নিরবতা,	
kloj,	ক্লোজ,	ক্লজ,	
vaabnar,	ভাবনার,	ভাবনার,	
songostha,	সংগ্ঠা,	সংস্থা,	
jaank,	জাঁক,	জাঁক,	
prokalpatikey,	প্রকালপতিকে,	প্রকল্পটিকে,	
overview,	অভারভভ,	ওভারভিউ,	
filipiner,	ফিলিপিনের,	ফিলিপাইনের,	
suddeen,	সুদ্দীন,	সাডেন,	
aamontrito,	আমন্তৃত,	আমন্ত্রিত,	
kamij,	কমিজ,	কামিজ,	
airesey,	আইরেশে,	আইরেসে,	
roktokkhon,	রক্তক্ষণ,	রক্তক্ষরণের,	
neker,	নেকের,	নেকের,	
abodamaner,	অবদামনের,	অবদমনের,	
tawnship,	টনস্পিপ,	টাউনশিপ,	
oitijjho,	ঐতিহ্য,	ঐতিহ্য,	
mukhamandal,	মুখমন্ডল,	মুখমণ্ডল,	
artilleri,	আর্টেলারি,	আর্টিলারি,	
beeseshyo,	বিশেষও,	বিশেষ্য,	
pachchen,	পাচ্ছেন,	পাচ্ছেন,	
hajat,	হজাত,	হজত,	
hotelti,	হটেলটি,	হোটেলটি,	
upcharzo,	উপচার্য,	উপাচার্য,	
mukhomaundoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
turishta,	তুরিষ্ট,	টুরিস্ট,	
khelaphate,	খেলাফাতে,	খেলাফতে,	
slok,	স্লক,	শ্লোক,	
bee,	বি,	বি,	
pest,	পেস্ট,	পেষ্ট,	
proshadhoner,	প্রশাধনের,	প্রসাধনের,	
siropadharii,	শিরোপধারী,	শিরোপাধারী,	
indro,	ইন্দ্র,	ইন্দ্র,	
phimel,	ফিমেল,	ফিমেল,	
purbanchaler,	পূর্বাঞ্চলের,	পূর্বাঞ্চলের,	
noitikota,	নৈতিকতা,	নৈতিকতা,	
sqolastic,	স্কলসাট্টিক,	স্কলাস্টিক,	
nirgamon,	নির্মামন,	নির্গমন,	
drishyogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
nirikho,	নিরীক্ষ,	নিরিখ,	
dipei,	দিপেই,	দ্বীপেই,	
otyacharita,	অত্যচারিত,	অত্যাচারিত,	
naditir,	নদীতীর,	নদীটির,	
vagni,	ভাগ্নি,	ভগ্নী,	
soommo,	শুম্য,	সুমো,	
nutaner,	নতুনের,	নূতনের,	
thime,	থাইম,	থিমে,	
trup,	ট্রুপ,	ট্রুপ,	
qoyartara,	কোয়ার্টার,	কোয়ার্টার,	
rokshonbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
lyand,	ল্যান্ড,	ল্যান্ড,	
maarmaader,	মার্মাদের,	মারমাদের,	
nothivukteer,	নথিভূক্তির,	নথিভুক্তির,	
sakar,	সাকার,	সকার,	
sikare,	শিকারে,	শিকারে,	
stena,	স্টেন,	স্টেন,	
abosare,	অবসারে,	অবসরে,	
ohang,	ওহং,	অহং,	
upobaser,	উপবাসের,	উপবাসের,	
tenisa,	টেনিস,	টেনিস,	
sorbopori,	সর্বোপরি,	সর্বোপরী,	
prastutkarok,	প্রস্তুতকরক,	প্রস্তুতকারক,	
palashir,	পলসীর,	পলাশীর,	
bheenisa,	ভেনিসা,	ভেনিস,	
chitronatyokar,	চিত্রনাট্যকর,	চিত্রনাট্যকার,	
khaaneker,	খানকের,	খানেকের,	
lokkhero,	লক্ষ্যেরও,	লক্ষেরও,	
besoor,	বেশুর,	বেসুর,	
kathmandutey,	কথমঠুদুতে,	কাঠমান্ডুতে,	
tinhazar,	তিনহাজার,	তিনহাজার,	
mangolic,	মাঙ্গলিক,	মাঙ্গলিক,	
surkarder,	সূরকারদের,	সুরকারদের,	
gobhornorer,	গভর্নরের,	গভর্ণরের,	
aajiboner,	আজিবনের,	আজীবনের,	
spreadseet,	স্প্রেডেট,	স্প্রেডশীট,	
protijogita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
gajee,	গেজ,	গেজ,	
akmat,	একমত,	একমত,	
charukala,	চরুকালা,	চারুকলা,	
orhan,	ওর্ান,	ওরহান,	
shamuk,	শামুক,	শামুক,	
eeraner,	ইররেের,	ইরানের,	
pleney,	প্লেনে,	প্লেনে,	
steit,	স্টেইট,	স্টেইট,	
bharkendra,	ভারকেন্দ্র,	ভরকেন্দ্র,	
otyacharito,	অত্যচারিত,	অত্যাচারিত,	
koro,	কররো,	করো,	
carlos,	কার্লস,	কার্লোস,	
stanahenja,	স্টনানহেঞ্জ,	স্টোনহেঞ্জ,	
paste,	পেস্টে,	পেষ্ট,	
milekhaanek,	মেলিখানক,	মাইলখানেক,	
ispredsheet,	ইস্পারেড,	স্প্রেডশীট,	
soccar,	সকচ্রার,	সকার,	
melborrone,	মেলবররে,	মেলবোর্নে,	
koomarir,	কুমারির,	কুমারীর,	
swalpa,	স্বল্প,	স্বল্প,	
osontos,	অশন্তস,	অসন্তোষ,	
torabgunj,	তরাবগঞ্জ,	তোরাবগঞ্জ,	
evaner,	আভানের,	ইভানের,	
societytey,	সোটিটিতে,	সোসাইটিতে,	
zoubonkal,	যৌবনকাল,	যৌবনকাল,	
chalochchitra,	চলচিত্র,	চলচ্চিত্র,	
motar,	মোটর,	মুতার,	
jackshan,	জক্ষণ,	জ্যাকসন,	
emiretus,	এমিরিটাস,	এমিরেটাস,	
nadnodeer,	নদ্দনীর,	নদনদীর,	
talgach,	তালগাছ,	তালগাছ,	
yucalyptus,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
shilpajata,	শিলপাজত,	শিল্পজাত,	
ragkey,	রাগকে,	রাগকে,	
lokshero,	লক্ষেরও,	লক্ষেরও,	
alpo,	আলপো,	অল্প,	
renoo,	রেনো,	রেনো,	
kiiborder,	কীবোরদের,	কীবোর্ডের,	
kota,	কোট,	কোটা,	
doulaa,	দৌলা,	দৌলা,	
kar,	কর,	কর,	
veenus,	ভেনুস,	ভেনাস,	
ganona,	গণনা,	গননা,	
nariider,	নারীদের,	নারীদের,	
saajano,	সাজানো,	সাজানো,	
safi,	সফি,	সাফি,	
eder,	এদের,	এদের,	
masters,	মোস্টার্স,	মাস্টার্স,	
vaibonera,	ভাইবেেরা,	ভাইবোনেরা,	
votar,	ভোটার,	ভোটার,	
akhhunno,	অখ্যুন্ত,	অক্ষুণ্ণ,	
dwip,	দ্বীপ,	দীপ,	
tottobar,	তত্ত্বর,	তওবার,	
blacq,	ব্লক,	ব্ল্যাক,	
jerokom,	জেরকম,	যেরকম,	
adwanced,	অ্যাডভান্ডেড,	অ্যাডভান্সড,	
seekkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
chaalke,	চালকে,	চালকে,	
cholesi,	চলেসি,	চলেছি,	
apoharon,	অপহরণ,	অপহরন,	
neerbahi,	নির্বাহী,	নির্বাহি,	
hola,	হলা,	হোল,	
shaarther,	স্বার্থের,	স্বার্থের,	
amiretus,	অ্যামিরিটাস,	এমিরেটাস,	
brander,	ব্র্যান্ডের,	ব্রান্ডের,	
phanda,	ফান্ডা,	ফান্ড,	
steen,	স্টিন,	স্টেন,	
pratool,	প্রোতুল,	প্রতুল,	
jackey,	জ্যাকে,	জকি,	
aporishodhito,	অপরিসোধিত,	অপরিশোধিত,	
mondopey,	মন্ডপে,	মন্ডপে,	
swosti,	স্বস্তি,	স্বস্তি,	
karu,	কারু,	কারু,	
seektara,	সেক্টর,	সেক্টর,	
laz,	লাজ,	লাজ,	
sotorkokaree,	সতর্কারী,	সতর্ককারী,	
joistho,	জৈষ্ঠ,	জ্যৈষ্ঠ,	
iispredsheet,	ইস্পরেডিট,	স্প্রেডশীট,	
sumee,	সুমি,	সুমি,	
dharavahiktir,	ধারাভালিক্তির,	ধারাবাহিকটির,	
ekshapreshhana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
parisankhanvid,	পরিস্ণানভিদ,	পরিসংখ্যানবিদ,	
ghese,	ঘেষে,	ঘেঁষে,	
dibi,	দিবি,	দিবি,	
dajhyo,	দাহ্য,	দাহ্য,	
bhenama,	ভেনামা,	ভেনম,	
siddhanter,	সিদ্ধান্তের,	সিদ্ধান্তের,	
anchaltite,	আঞচলতিতে,	অঞ্চলটিতে,	
puding,	পুডিং,	পুডিং,	
shreechoitonyodeb,	শ্রীচোতন্যদেব,	শ্রীচৈতন্যদেব,	
bhashik,	ভাষিক,	ভাষিক,	
langhaner,	লঙ্ঘনের,	লংঘনের,	
probhura,	প্রভূর,	প্রভুরা,	
bethik,	বেঠিক,	বেঠিক,	
akritakarjo,	অকৃতকর্য,	অকৃতকার্য,	
niketoner,	নিকেতনের,	নিকেতনের,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
agom,	আগম,	আগম,	
kanshater,	কানশতের,	কানসাটের,	
bondikey,	বন্দিকে,	বন্দীকে,	
de,	দে,	ডে,	
potkaa,	পটকা,	পটকা,	
deembakriti,	দীমবাকৃতি,	ডিম্বাকৃতি,	
yuro,	ইউরো,	ইউরো,	
anodhikar,	অনোধিকার,	অনধিকার,	
kachhakachhi,	কচছাকাছি,	কাছাকাছি,	
meg,	মেগ,	মেগ,	
sofi,	সফি,	সোফি,	
grambaseeder,	গ্রাম্াবীদের,	গ্রামবাসীদের,	
shikshakke,	শিক্ষককে,	শিক্ষককে,	
kuchir,	কুচির,	কুচির,	
porishkoron,	পরিস্কারণ,	পরিষ্করণ,	
gujob,	গুজব,	গুজব,	
omittrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
krishenta,	ক্রিস্টেন্ট,	ক্রিসেন্ট,	
gafiloti,	গেফলটি,	গাফিলতি,	
konader,	কোনদের,	কণাদের,	
cruce,	ক্রুস,	ক্রুশ,	
cholochchitratike,	চলচ্চিত্রটিকে,	চলচ্চিত্রটিকে,	
dharatir,	ধারতীর,	ধারাটির,	
grantha,	গ্রন্থ,	গ্রন্থ,	
avatara,	অভতর,	অবতার,	
rubidiyam,	রুবিডিয়াম,	রুবিডিয়াম,	
mathews,	ম্যাথস,	ম্যাথিউস,	
sthaponagulo,	স্থাপনগুলো,	স্থাপনাগুলো,	
onekeri,	অনেকেরই,	অনেকেরই,	
ganohatyar,	গণহনত্য,	গণহত্যার,	
shuperhero,	সুপেরহরও,	সুপারহিরো,	
greep,	গ্রীপ,	গ্রিপ,	
booth,	বুথ,	বুথ,	
sangasthatir,	সংগ্ঠাটির,	সংস্থাটির,	
mesenjarer,	মেসেন্জারের,	মেসেঞ্জারের,	
mulgoto,	মুলগত,	মূলগত,	
obhiyojan,	অভিযোজন,	অভিযোজন,	
kommppito,	কম্পিত,	কম্পিত,	
sikkhakke,	শিক্ষককে,	শিক্ষককে,	
fooloo,	ফুলু,	পোলো,	
cyphy,	সিফি,	সাইফাই,	
chilahaati,	চিলাহাটি,	চিলাহাটি,	
vangey,	ভঙ্গে,	ভাঙ্গে,	
