tukror,	টুকরার,	টুকরোর,	
tuneta,	টুনেট,	টুনাইট,	
melborner,	মেলবর্ণের,	মেলবোর্নের,	
jathartho,	যথার্থ,	যথার্থ,	
poripake,	পরিপাকে,	পরিপাকে,	
bijit,	বিজিত,	বিজিত,	
bedke,	বেদকে,	বেদকে,	
pravritite,	প্রভৃতিতে,	প্রভৃতিতে,	
lokkheryo,	লক্ষেরও,	লক্ষেরও,	
pattarn,	প্যাটর্ন,	প্যাটার্ন,	
akkhar,	অক্ষর,	অক্ষর,	
bagdad,	বাগদাদ,	বাগদাদে,	
pathkrom,	পাঠক্রম,	পাঠক্রম,	
steena,	স্টেন,	স্টেন,	
bimaataa,	বিমাটা,	বিমাতা,	
danata,	দানতা,	ডোনাট,	
shasheja,	সাসেজা,	সসেজ,	
lecense,	লেইসন্স,	লাইসেন্স,	
falkati,	ফলকাতি,	ফলকটি,	
lidara,	লিডার,	লিডার,	
chalochchitra,	চলচিত্র,	চলচ্চিত্র,	
chironton,	চিরন্তন,	চিরন্তন,	
jolaatonko,	জলাান্ক,	জলাতঙ্ক,	
ghatir,	ঘাটির,	ঘাটির,	
bhabna,	ভবনা,	ভাবনা,	
sikhar,	শিখর,	শিকার,	
jadrel,	জাদ্রেল,	জাঁদরেল,	
karoo,	কারু,	কারো,	
paree,	পারি,	পাড়ে,	
graambaashi,	গ্রাম্বাসী,	গ্রামবাসী,	
teuning,	টিউনিং,	টিউনিং,	
dhyanastha,	ধ্যনাস্থ,	ধ্যানস্থ,	
bronjer,	ব্রঞ্জার,	ব্রোঞ্জের,	
sampadoner,	সম্পাদনের,	সম্পাদনের,	
notti,	নটটি,	নোটটি,	
jeshtha,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
waal,	ওয়াল,	উল,	
pravur,	প্রভূর,	প্রভুর,	
ganachin,	গণচিন,	গণচীন,	
thar,	থার,	থর,	
jonomukhee,	জনমুখী,	জনমুখী,	
dakshinangsha,	দক্ষিণাংশ,	দক্ষিণাংশ,	
shikkhagata,	শিক্ষাগত,	শিক্ষাগত,	
konar,	কোণার,	কণার,	
muradke,	মুরাদকে,	মুরাদকে,	
sukkha,	সূক্ষ্ম,	সুক্ষ্ম,	
kokein,	কোকেন,	কোকেইন,	
folok,	ফলক,	ফলক,	
karmer,	কার্মের,	কর্মের,	
parishromi,	পরিশ্রমমী,	পরিশ্রমী,	
jesha,	জেস,	জেস,	
kuary,	কোয়ারি,	কোয়েরি,	
nothibhookto,	নথিভুক্ত,	নথিভুক্ত,	
unitgulo,	উউিিতগুলো,	ইউনিটগুলো,	
times,	টাইমস,	টাইমস্,	
kanaflikta,	কনফাল্ক্ট,	কনফ্লিক্ট,	
samajeek,	সামাজিক,	সামাজিক,	
imarjinsi,	এমার্জিন্সি,	এমার্জেন্সি,	
oichchik,	ঐচ্ছিক,	ঐচ্ছিক,	
peeri,	পিরি,	পেরি,	
mehonoti,	মেহনাতি,	মেহনতি,	
maddhukkori,	মাধ্যুকারী,	মাধুকরী,	
valobasa,	ভালবাসা,	ভালোবাসা,	
chetonagato,	ছেতনাগত,	চেতনাগত,	
ibhara,	আইভা,	এভার,	
dhrubak,	ধ্রুবক,	ধ্রুবক,	
toler,	তলের,	তালের,	
kakhonyoba,	কখনোবা,	কখনওবা,	
jonsa,	জনসা,	জোন্স,	
nathivuktir,	নথিভুক্তির,	নথিভুক্তির,	
keyboarder,	কিবোর্ডের,	কীবোর্ডের,	
stationey,	স্টেশনে,	ষ্টেশনে,	
shaannaal,	সান্নাল,	সান্যাল,	
jokrit,	যকৃত,	যকৃৎ,	
prakar,	প্রকার,	প্রকার,	
uruu,	উরু,	উরু,	
directorete,	ডিরেক্টরেটে,	ডিরেক্টরেট,	
sifi,	সিফি,	সাইফাই,	
biplobir,	বিপ্লবির,	বিপ্লবীর,	
aajiboner,	আজিবনের,	আজীবনের,	
vaibon,	ভাইবন,	ভাইবোন,	
faaj,	ফাজ,	ফাজ,	
suity,	স্যুটি,	সুইটি,	
aakabar,	আকাবার,	আকাবার,	
bachchaner,	বাচচানের,	বচ্চনের,	
karaa,	কারা,	কারো,	
ajeeja,	অজিজা,	আজিজা,	
phimela,	ফিমেলা,	ফিমেল,	
bujhechhila,	বুঝেছিল,	বুঝেছিল,	
palestiner,	পালস্টিনের,	প্যালেস্টাইনের,	
abasarer,	অবসারের,	অবসরের,	
laiseensim,	লেসেনিং,	লাইসেন্সিং,	
modelgulo,	মডেডগুলো,	মডেলগুলো,	
aamoode,	আমুদে,	আমুদে,	
naitikatavodh,	নাইটিকতাধ,	নৈতিকতাবোধ,	
moshjidtike,	মস্জিদটিকে,	মসজিদটিকে,	
naazii,	নাজি,	নাত্সি,	
ooeepoka,	উইপকো,	উইপোকা,	
shommotir,	সম্মতির,	সম্মতির,	
firti,	ফিরটি,	ফিরতি,	
naabyota,	নাব্যতা,	নাব্যতা,	
jalbe,	জলবে,	জ্বলবে,	
elakatikey,	এলাকাতিকে,	এলাকাটিকে,	
ishan,	ইশন,	ঈশান,	
swajan,	স্বাজন,	স্বজন,	
ssumi,	সুমি,	সুমি,	
purple,	পার্পল,	পার্পেল,	
sofyr,	সফির,	সোফির,	
silwer,	সিলভার,	সিলভার,	
skolarseep,	স্কলারশিপ,	স্কলারশিপ,	
songrahok,	সংগ্রহক,	সংগ্রাহক,	
gajipur,	গাজীপুর,	গাজিপুর,	
moshion,	মিশন,	মোশন,	
oitijhya,	ঐতিহ্য,	ঐতিহ্য,	
boikollyo,	বৈকল্য,	বৈকল্য,	
samashtigata,	সমস্তিগত,	সমষ্টিগত,	
shringa,	শৃঙ্গ,	শৃঙ্গ,	
komatei,	কমাতেই,	কমাতেই,	
snipar,	স্নিপার,	স্নাইপার,	
totokkhon,	ততক্ষণ,	ততক্ষন,	
overviu,	অভারভিউ,	ওভারভিউ,	
manjushree,	মঞ্জুরী,	মঞ্জুশ্রী,	
abheedhaaneek,	অভিধানিক,	অভিধানিক,	
log,	লোগ,	লগ,	
pragreesa,	প্রগ্রেস,	প্রগ্রেস,	
kkompito,	কম্পিত,	কম্পিত,	
shomostike,	সমস্তিকে,	সমষ্টিকে,	
hotelteete,	হটেলটিতে,	হোটেলটিতে,	
nirbaahe,	নির্বাহে,	নির্বাহে,	
syutara,	স্যুটার,	শ্যুটার,	
thaakte,	থাকাতে,	থাকতে,	
asovo,	অসো,	অসভ্য,	
yankee,	য্যাংক,	ইয়াংকি,	
baron,	বারণ,	ব্যারন,	
uipoka,	উইপকো,	উইপোকা,	
manabmoner,	মানবমনের,	মানবমনের,	
rajbandir,	রাজবনদীর,	রাজবন্দীর,	
teto,	তত,	তেতো,	
ovidhaner,	অভিধানের,	অভিধানের,	
musalmanra,	মুসলম্নার,	মুসলমানরা,	
utpotti,	উৎপত্তি,	উতপত্তি,	
keram,	কেরাম,	কেরাম,	
roshider,	রশীদের,	রশিদের,	
karkat,	করকত,	কর্কট,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
sommotite,	সম্মতিতে,	সম্মতিতে,	
pathanatak,	পাঠাাতাক,	পথনাটক,	
mojlishpoor,	মজলিস্পুর,	মজলিশপুর,	
location,	লোকেশন,	লোকেশন,	
shaater,	ষাটের,	শ্যুটার,	
jaanachhe,	জানাচে,	জানাচ্ছে,	
nirgun,	নির্গুণ,	নির্গুণ,	
toufeek,	তৌফিক,	তৌফিক,	
azimpur,	আজিমপুর,	আজিমপুর,	
prapoker,	প্রাপকের,	প্রাপকের,	
taler,	তলের,	তালের,	
venam,	ভেনাম,	ভেনম,	
euqalyptus,	এউক্যালিপটাস,	ইউক্যালিপ্টাস,	
miitar,	মিটার,	মিত্র,	
skalarasipa,	স্কলারশিপ,	স্কলারশিপ,	
aaloteo,	আলোতেও,	আলোতেও,	
shikshakbrindo,	শিক্ষাবৃন্দ,	শিক্ষকবৃন্দ,	
nirapattamulak,	নিরপ্ততামূলক,	নিরাপত্তামূলক,	
nabhela,	নেভেল,	নভেল,	
plane,	প্ল্যান,	প্লেন,	
charrjer,	চার্জের,	চার্জের,	
mojlis,	মজলিস,	মজলিশ,	
oojbekistaner,	উজবেকিস্তানের,	উজবেকিস্তানের,	
tonga,	তঙ্গা,	টোঙ্গা,	
laagto,	লাগত,	লাগতো,	
feroza,	ফেরজা,	ফিরোজা,	
seemaa,	সীমা,	সীমা,	
phimel,	ফিমেল,	ফিমেল,	
hurricane,	হারিকেন,	হ্যারিকেন,	
randeep,	রণ্ডীপ,	রণদীপ,	
sahochorjey,	সহচর্যে,	সাহচর্যে,	
durger,	দুর্গের,	দুর্গের,	
vatar,	ভাটার,	ভাতার,	
sharif,	শেরিফ,	শরিফ,	
laishenshim,	লেসেনিং,	লাইসেন্সিং,	
teman,	টেমন,	তেমন,	
beshirbhaagi,	বেশীরভাগই,	বেশিরভাগই,	
abheedhaneeck,	অভিধানিক,	অভিধানিক,	
shhkolashtic,	স্কলাস্টিক,	স্কলাস্টিক,	
jinsa,	জিনস,	জিন্স,	
besinay,	বেসিনে,	বেসিনে,	
salsa,	সালসা,	সালসা,	
edaning,	এডডিং,	ইদানীং,	
vangchur,	ভাঙচুর,	ভাংচুর,	
siropa,	শিরপা,	শিরোপা,	
vaabnake,	ভব্নাকে,	ভাবনাকে,	
ashor,	আশর,	আসর,	
songkolonti,	সংকল্নটি,	সংকলনটি,	
bhugten,	ভুগতেন,	ভুগতেন,	
beekargrasta,	বিকারগ্্ষ্ত,	বিকারগ্রস্ত,	
nagorikkey,	নাগরিকে,	নাগরিককে,	
aansarir,	আনসারির,	আনসারীর,	
prodip,	প্রদিপ,	প্রদীপ,	
chaiti,	চাইতি,	চৈতি,	
abosare,	অবসারে,	অবসরে,	
thawre,	থাওরে,	থরে,	
zins,	জিনস,	জিন্স,	
routine,	রাউটিন,	রুটিন,	
americar,	অ্যামেরিকার,	আমেরিকার,	
dokangulotey,	দোকাগগুলোতে,	দোকানগুলোতে,	
akhandota,	আখন্দতা,	অখণ্ডতা,	
skolaroship,	স্কলারশিপ,	স্কলারশিপ,	
apadan,	আপাদান,	অপাদান,	
chidrapathe,	চিদ্রপথে,	ছিদ্রপথে,	
ajeem,	আজিম,	আজিম,	
jahns,	জনস,	জন্স,	
bhadaqa,	ভাদক,	ভদকা,	
queery,	কুউরি,	কোয়েরি,	
tusho,	টুষো,	তুসো,	
adbhanced,	অ্যাডভান্সাদ,	অ্যাডভান্সড,	
eidhyaning,	এইডানিং,	ইদানীং,	
sekarane,	সেকারণে,	সেকারণে,	
nodiitir,	নদীতীর,	নদীটির,	
jyestthotar,	জ্যেষ্ঠতার,	জ্যেষ্ঠতার,	
ovigomon,	অভিগোমন,	অভিগমন,	
apocheshta,	অপচেষ্ট,	অপচেষ্টা,	
zeans,	জিনস,	জিন্স,	
romantiqa,	রোম্যান্টিক,	রোমান্টিক,	
basaalt,	বাসলত,	ব্যাসল্ট,	
bishad,	বিশদ,	বিষদ,	
shikshakder,	শিক্ষাকদের,	শিক্ষকদের,	
omitrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
prabhritir,	প্রভূতির,	প্রভৃতির,	
bishshaashi,	বিশ্বাসী,	বিশ্বাসই,	
juktorastrosoho,	যুক্তরাস্ট্রসহ,	যুক্তরাষ্ট্রসহ,	
antorbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
bunat,	বুনত,	বুনট,	
pratiyogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
khuni,	খুনী,	খুনি,	
eenasiyeenta,	ইনসসয়েন্ট,	এনসিয়েন্ট,	
omeettrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
machsoho,	মাসসহ,	মাছসহ,	
creedit,	ক্রিডিট,	ক্রেডিট,	
gorib,	গরীব,	গরিব,	
matorom,	মটোরম,	মাতরম,	
shaatjon,	সাতজন,	সাতজন,	
khargosher,	খারোগসের,	খরগোসের,	
wishnu,	বিষ্ণু,	বিষ্ণু,	
iispredshiit,	ইস্পেরশেটি,	স্প্রেডশীট,	
jaatti,	জাটটি,	জাতটি,	
konphlict,	কনফিল্ট,	কনফ্লিক্ট,	
rajotwo,	রাজত্ব,	রাজত্ব,	
hili,	হিলি,	হিলি,	
bhootara,	ভোটার,	ভোটার,	
nesans,	নেসাংস,	নেশনস,	
byomkes,	ব্যামকেশ,	ব্যোমকেশ,	
raitasa,	রাইটাস,	রাইটস,	
taivan,	টাইভান,	তাইওয়ান,	
drishyagulo,	দৃশ্যাগুলো,	দৃশ্যগুলো,	
monur,	মনুর,	মনুর,	
ester,	এস্টের,	ইস্টার,	
nadnodeer,	নদ্দদীর,	নদনদীর,	
mandonder,	মন্দন্ডের,	মানদণ্ডের,	
