dibeta,	দিবিতা,	ডিবেট,	
duburir,	ডাবুরীর,	ডুবুরির,	
sulphate,	সুলফাতে,	সালফেট,	
soundarjo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
keengdom,	কিংগদ,	কিংডম,	
bandhubhaabaapanna,	বন্ধভাবন্মান,	বন্ধুভাবাপন্ন,	
shef,	সেফ,	শেফ,	
karlosh,	কারলস,	কার্লোস,	
shartho,	সার্থ,	স্বার্থ,	
chinto,	চিন্ত,	চিনতো,	
kande,	কানদে,	কাণ্ডে,	
spashtotai,	স্পষ্ততাই,	স্পষ্টতই,	
eksathe,	একসাথে,	একসাথে,	
stoone,	স্তুন,	স্টোন,	
sotorkobhabe,	সতররকভাবে,	সতর্কভাবে,	
horeener,	হরেনের,	হরিণের,	
shapod,	সাপদ,	শ্বাপদ,	
durvagyo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
netherlandey,	নেদারল্যান্ডে,	নেদারল্যান্ডে,	
sharthe,	সার্থে,	স্বার্থে,	
jolook,	জললুক,	জ্বলুক,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
garner,	গর্ণের,	গার্নার,	
dakhbaar,	দেখবার,	দেখবার,	
badhano,	বাঁধান,	বাঁধানো,	
timathi,	তিমথি,	টিমোথি,	
teto,	তেতো,	তেতো,	
hajareebag,	হাজারিগাগ,	হাজারিবাগ,	
sohokaree,	সহকারি,	সহকারী,	
carzar,	কার্জার,	চার্জার,	
desiseyer,	ডেসিসের,	ডিজিজের,	
lokkheryo,	লক্ষ্যেরও,	লক্ষেরও,	
venkates,	ভেনকটটেস,	ভেঙ্কটেশ,	
niketaner,	নিকেতনের,	নিকেতনের,	
sahojlabhbhatar,	সহজভোভ্যতার,	সহজলভ্যতার,	
ramantika,	রামান্তিক,	রোমান্টিক,	
addabaaz,	আদ্বাবা,	আড্ডাবাজ,	
chaiten,	চাইতেন,	চাইতেন,	
sarbhaarti,	সর্ভাটর্তি,	সার্ভারটি,	
oncholgulir,	অঞ্চলপুলির,	অঞ্চলগুলির,	
rajshri,	রাজশরি,	রাজশ্রী,	
don,	ডন,	দোন,	
khambaa,	খামবা,	খাম্বা,	
vogini,	ভগীনী,	ভগিনী,	
graambaashee,	গ্রামবাসী,	গ্রামবাসী,	
yucalyptush,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
bhumir,	ভূমির,	ভূমির,	
dobhara,	ডোভারা,	ডোভার,	
drissoteer,	দৃশ্যটির,	দৃশ্যটির,	
utshahi,	উত্সাহী,	উৎসাহী,	
skalarasipa,	স্কলারশিপ,	স্কলারশিপ,	
messengerer,	মেসেজ্গারের,	মেসেঞ্জারের,	
susamo,	সুসম,	সুসম,	
byaboharkareederke,	ব্যবহারকারিকদারে,	ব্যবহারকারীদেরকে,	
bisnooke,	বিষ্ণুকে,	বিষ্ণুকে,	
gosthii,	গোস্ঠি,	গোষ্ঠীই,	
lyanding,	ল্যান্ডিং,	ল্যান্ডিং,	
iston,	ই্তটন,	স্টোন,	
chirohorith,	চিরোরিহ,	চিরহরিৎ,	
dianes,	ডায়ননিস,	ডিএনএস,	
astikota,	অস্তিকতা,	আস্তিকতা,	
teter,	টেযাটের,	টেটের,	
gandagol,	গানগগাল,	গন্ডগোল,	
dokaanei,	ডোকানেই,	দোকানেই,	
drissogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
ducktickete,	ডাকটিকেতে,	ডাকটিকিটে,	
estaniya,	এস্টেনিয়া,	এস্তোনিয়া,	
nariiderke,	নারীদেরকে,	নারীদেরকে,	
sherup,	শেরুপ,	সেরূপ,	
paste,	পাস্টে,	পেষ্ট,	
doover,	ডুভের,	ডোভার,	
vodqa,	ভদ্কা,	ভদকা,	
leder,	লেডার,	লিডার,	
spreeadsheet,	স্প্রেসসি,	স্প্রেডশীট,	
twakei,	ত্বাকেই,	ত্বকেই,	
asocheton,	অসচেতন,	অসচেতন,	
byabostha,	ব্যবস্থা,	ব্যাবস্থা,	
cheentaikari,	চিনতাইকারী,	ছিনতাইকারী,	
sausage,	সৌসাগে,	সসেজ,	
baipass,	বাইপসস,	বাইপাস,	
gej,	গেজ,	গেজ,	
bhageroi,	ভাগেরই,	ভাগেরই,	
nama,	নামা,	নমো,	
varson,	ভার্সন,	ভারশন,	
bbosonto,	বসন্ত,	বসন্ত,	
nimitto,	নিমিত্ত,	নিমিত্ত,	
qota,	কোট,	কোটা,	
daoon,	ডাউন,	ডাউন,	
hishaber,	হিসাবের,	হিসাবের,	
mirakel,	মিরাকেল,	মিরাকেল,	
abheedhaanik,	অভিধানিক,	অভিধানিক,	
angsogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
bikaargrasta,	বিকারগ্রাস্ত,	বিকারগ্রস্ত,	
venush,	ভেনাস,	ভেনাস,	
elaakatite,	এলাকাতিতে,	এলাকাটিকে,	
dhhaloor,	ঢালুর,	ঢালুর,	
danata,	ডানতা,	ডোনাট,	
vivek,	ভিভেক,	বিবেক,	
obhiyojan,	অভিযোজন,	অভিযোজন,	
spreadseet,	স্প্রেসস,	স্প্রেডশীট,	
chamsky,	চ্যাম্ক্সী,	চমস্কি,	
dhorer,	ধরের,	ধরের,	
alkatra,	আল্কত্র,	আলকাতরা,	
joubanbatee,	যৌবনবাতী,	যৌবনবতী,	
banger,	বঙ্গের,	ব্যাঙের,	
istane,	ইস্তেন,	স্টোন,	
satarkakaree,	সরাকরাকারী,	সতর্ককারী,	
unsareer,	উনসারির,	আনসারীর,	
artilleri,	আর্টেললিরি,	আর্টিলারি,	
lajik,	লাজিক,	লজিক,	
hijrii,	হিজরি,	হিজরী,	
hoeel,	হইল,	হইল,	
recondishon,	রেকন্ডিশন,	রিকন্ডিশন,	
charrjito,	চার্জিত,	চার্জিত,	
grambashi,	গ্রামাাসী,	গ্রামবাসী,	
polashir,	পোলসির,	পলাশীর,	
samabeshti,	সমবেষ্টি,	সমাবেশটি,	
bonyopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
engreziteo,	ইংরেজিতেও,	ইংরেজিতেও,	
konrup,	কনরুপ,	কোনরূপ,	
qoda,	কোড,	কোডা,	
patigonit,	পাতিগতিন,	পাটিগণিত,	
paltechhey,	পাল্টেছে,	পাল্টেছে,	
bhyatikaner,	ভ্যতীকেকনের,	ভ্যাটিকানের,	
baarder,	বার্ডের,	বার্ডের,	
uruu,	উরু,	উরু,	
malaika,	মালাকা,	মালাইকা,	
behramporer,	বেহরামপুরের,	বহরমপুরের,	
hijritey,	হিজরিতে,	হিজরীতে,	
uuipoka,	উইপকো,	উইপোকা,	
puddin,	পুদ্দিন,	পুডিং,	
thatcher,	ঠাচচের,	থ্যাচার,	
neshanasa,	নেশাসো,	নেশনস,	
shukranu,	শুক্রাণু,	শুক্রানু,	
mauhajote,	মহাজতে,	মহাজোট,	
sthapanagulor,	স্থাপনাগুলোর,	স্থাপনাগুলোর,	
bhenasha,	ভেনাস,	ভেনাস,	
advansed,	অ্যাডভান্স,	অ্যাডভান্সড,	
jackshon,	জকক্ষণ,	জ্যাকসন,	
serup,	শেরুপ,	সেরূপ,	
hyarikena,	হ্যারিকেন,	হ্যারিকেন,	
durgotsave,	দুর্ঘটভাবে,	দুর্গোৎসবে,	
chotogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
gotihin,	গতিহীন,	গতিহীন,	
ponjeekar,	পং্জিকার,	পঞ্জিকার,	
thaken,	ঠাকেন,	থাকেন,	
beenis,	বেনিস,	ভেনিস,	
onucheeder,	অনুচিদের,	অনুচ্ছেদের,	
arashie,	আররসি,	আরসিএ,	
santani,	সন্তানী,	সনাতনী,	
yankee,	এন্কি,	ইয়াংকি,	
uporitole,	উপরিতেল,	উপরিতলে,	
teksaser,	টেকসস্যার,	টেক্সাসের,	
nothivukta,	নথিভূক্ত,	নথিভুক্ত,	
alaoul,	আলাউল,	আলাওল,	
mukhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
baikalyo,	বাকালওয়া,	বৈকল্য,	
abul,	অবুল,	আবুল,	
honduras,	হন্দুরাস,	হন্ডুরাস,	
hoomasa,	হোমসা,	হোমস,	
asovo,	অসব,	অসভ্য,	
srimati,	শ্রীমতী,	শ্রীমতি,	
dang,	ডাং,	ডং,	
mousumti,	মৌসম্তি,	মৌসুমটি,	
helly,	হেলি,	হিলি,	
durg,	ডার্গ,	দুর্গ,	
bedkey,	বেদকে,	বেদকে,	
onurbar,	অনুরবর,	অনুর্বর,	
granthaty,	গ্রন্থাটি,	গ্রন্থটি,	
second,	সেকেন্দ,	সেকেণ্ড,	
nabyota,	নব্যতা,	নাব্যতা,	
kachakachi,	কাচকাছি,	কাছাকাছি,	
economics,	একোনমিক্স,	ইকোনমিকস,	
vimsen,	ভীমসেন,	ভীমসেন,	
bosobben,	বসবেন,	বসবেন,	
rifleks,	রাইফেল্স,	রিফ্লেক্স,	
choudhoorider,	চৌরুদিদের,	চৌধুরীদের,	
elaakaai,	এলাকাই,	এলাকাই,	
eshhiyatika,	এসিয়িট,	এশিয়াটিক,	
hajartee,	হাজারটি,	হাজারটি,	
baaik,	বাইক,	বাইক,	
baasake,	বাকাকে,	বাসাকে,	
moshzidtike,	মস্যিদিকে,	মসজিদটিকে,	
bethik,	ব্যাথিক,	বেঠিক,	
rahh,	রাহ,	রঃ,	
otyacharito,	অত্যাচারিত,	অত্যাচারিত,	
arsie,	আর্সি,	আরসিএ,	
hiushtoner,	হাইস্টননের,	হিউস্টনের,	
qulim,	কুলিম,	কুলিং,	
debodebir,	দেবদদীর,	দেবদেবীর,	
nirbaahe,	নির্বাহে,	নির্বাহে,	
bonduk,	বন্দুক,	বন্দুক,	
ramdhonu,	রামধনু,	রামধনু,	
thaanobhi,	থানওী,	থানভী,	
chirata,	চিরতা,	চিরতা,	
tiunar,	টিউনার,	টিউনার,	
omitrakkhor,	অমিত্রক্ষার,	অমিত্রাক্ষর,	
biseshyo,	বিশেষও,	বিশেষ্য,	
masazida,	মাসাজিদা,	মসজিদ,	
samabeshke,	সমবেশ্কে,	সমাবেশকে,	
neelabh,	নিলভ,	নীলাভ,	
korecho,	করেছো,	করেছ,	
kaale,	কালে,	কালে,	
dobhar,	দোভার,	ডোভার,	
zillul,	জিল্লুল,	জিল্লুল,	
messenger,	মেসেস্গের,	মেসেঞ্জার,	
monjooshree,	মন্জুশরী,	মঞ্জুশ্রী,	
kaande,	কান্দে,	কাণ্ডে,	
holding,	হোলিং,	হোল্ডিং,	
siqhar,	শিখার,	শিকার,	
dhyaan,	ধ্যান,	ধ্যান,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
footonto,	ফুনন্ত,	ফুটন্ত,	
panthar,	পাযান্থার,	পন্থার,	
neemeette,	নিমিতে,	নিমিত্তে,	
subir,	সুবির,	সুবীর,	
panero,	পানেরও,	পনের,	
alpa,	আল্প,	অল্প,	
khelechen,	খেলেছেন,	খেলেছেন,	
michhilti,	মিচিলটি,	মিছিলটি,	
tonight,	ট্যানিট,	টুনাইট,	
shucre,	সুক্রে,	সাকার,	
nondolal,	নন্দলাল,	নন্দলাল,	
banijyikbhittik,	বানিজ্যিকটিবিক,	বাণিজ্যিকভিত্তিতে,	
ancient,	অ্যান্সিনেট,	এনসিয়েন্ট,	
ganosachetanata,	গণসচ্ষানতা,	গণসচেতনতা,	
kod,	কোদ,	কোড,	
skart,	স্কার্ট,	স্কার্ট,	
cholchhe,	চলছচে,	চলছে,	
dinar,	ডিনার,	ডিনার,	
sukumaree,	সুকুমারী,	সুকুমারী,	
arekdal,	আরেকদা,	আরেকদল,	
panchasjan,	পঞ্চাশনন,	পঞ্চাশজন,	
naaneer,	নানীর,	নানীর,	
boron,	বরণ,	বোরন,	
jeans,	জিনস,	জিন্স,	
koommandar,	কমান্ডার,	কমাণ্ডার,	
leaders,	লিডার্স,	লিডার্স,	
ddhake,	ঢাকে,	ঢেকে,	
qings,	কিংস,	কিংস,	
idaningkale,	ইডানেন্কালে,	ইদানীংকালে,	
zozyota,	যোজ্যতা,	যোজ্যতা,	
shudhui,	সুধী,	শুধুই,	
bishwashe,	বিশ্বাসে,	বিশ্বাসে,	
rajnaiteek,	রাজনৈতিক,	রাজনৈতীক,	
tourisht,	তুরিস্ট,	টুরিস্ট,	
falokti,	ফালাকটি,	ফলকটি,	
shoriph,	শরীফ,	শরিফ,	
ganohotyake,	গণহাত্যাকে,	গণহত্যাকে,	
pratisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
granthe,	গ্রান্থে,	গ্রন্থে,	
