chalachchitrei,	চলচচচত্রে,	চলচ্চিত্রেই,	
proshtotto,	প্রস্তত্্,	প্রস্ত্তত,	
karadanda,	কারডান্ড,	কারাদণ্ড,	
tenys,	টেনিস,	টেনিস,	
chorbon,	চর্বন,	চর্বন,	
miari,	ম্যারিি,	ম্যারি,	
talgaachh,	তালগাছ,	তালগাছ,	
apargota,	অপর্গত,	অপারগতা,	
ched,	ছেড,	ছেদ,	
harza,	হার্,	হার্জ,	
sohopatheekey,	সহপাাীকে,	সহপাঠীকে,	
hul,	হুল,	হুল,	
shourshe,	শৌর্ষ,	সোর্স,	
olympic,	অলিম্পিক,	অলিম্পিক,	
bhalta,	ভালট,	ভল্ট,	
bharma,	ভারম,	ভার্মা,	
neemitte,	নিমিত্ব,	নিমিত্তে,	
plack,	প্ল্ক,	প্ল্যাক,	
kuntee,	কুনটি,	কুন্তী,	
labanaktotar,	লবনকক্তার,	লবণাক্ততার,	
phaksha,	ফকক্,	ফক্স,	
phund,	ফুন্ড,	ফান্ড,	
sbajaner,	স্বজনের,	স্বজনের,	
chhereche,	ছেরেছে,	ছেড়েছে,	
shaleha,	সলহহহ,	সালেহা,	
kamij,	কমিজ,	কামিজ,	
atyachari,	আত্যাচার,	অত্যাচারী,	
banshite,	বাঁসিত,	বাঁশিতে,	
silbar,	সিলবার,	সিলভার,	
kormokarke,	কর্মকারকে,	কর্মকারকে,	
aabarto,	আবর্ত,	আবর্ত,	
piora,	পিওরা,	পিওর,	
daalu,	দালু,	ডালু,	
ducktickete,	ডিক্কিিকে,	ডাকটিকিটে,	
snepara,	স্নেপার,	স্নাইপার,	
dhormantor,	ধর্মাাত্র,	ধর্মান্তর,	
chhedon,	ছেদন,	ছেদন,	
boonot,	বুনত,	বুনট,	
buffar,	বুফার,	বাফার,	
alexanderke,	আলেকা্্্কককে,	আলেকজান্ডারকে,	
ancholgoolir,	অঞ্চগুলির,	অঞ্চলগুলির,	
anano,	আনান,	আনানো,	
kraanti,	ক্রাননি,	ক্রান্তি,	
siddhante,	সিদ্ধান্ত,	সিদ্ধান্তে,	
sures,	সুরেস,	সুরেশ,	
maladoobha,	মালাদাভ,	মলদোভা,	
pharanyeta,	ফররনযেে,	ফরম্যাট,	
sinaake,	সিনাকে,	সিনাকে,	
ramantic,	রামান্টিক,	রোমান্টিক,	
deephineeshana,	ডেফিনেশেন,	ডেফিনেশন,	
bandike,	বন্দিকে,	বন্দীকে,	
veniser,	ভেনিসের,	ভেনিসের,	
peterkey,	পেটারকক,	পিটারকে,	
abolokon,	আবলকক,	অবলোকন,	
madhoboir,	মাধবরর,	মাধবীর,	
janmat,	জন্মা,	জন্মাত,	
motke,	মটকক,	মতকে,	
armeniyana,	আর্মেনি়়া,	আর্মেনিয়ান,	
anurbor,	অনুর্ব,	অনুর্বর,	
bird,	বির্ড,	বার্ড,	
qaferderkey,	কাফারকককে,	কাফেরদেরকে,	
homes,	হমেস,	হোমস,	
moshion,	মোিন,	মোশন,	
shukraanoo,	শুক্রাণ,	শুক্রানু,	
marathi,	মারাথ,	মরাঠি,	
male,	মাল,	মালে,	
pratijogita,	প্রতিযোগিত,	প্রতিযোগীতা,	
tennise,	টেনিসি,	টেনিসে,	
sahopatheeke,	সহপাথীকে,	সহপাঠীকে,	
ovidhaner,	অভিধানের,	অভিধানের,	
jhonkar,	ঝংকার,	ঝঙ্কার,	
ekghare,	একঘারে,	একঘরে,	
kandy,	ক্যানিড,	ক্যান্ডি,	
urur,	উরুর,	উরুর,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
korkotkranti,	করকককান্্তি,	কর্কটক্রান্তি,	
shlok,	স্লোক,	শ্লোক,	
eksapreshana,	এক্সপ্ররেশ,	এক্সপ্রেশন,	
farex,	ফ্রার্স,	ফরেক্স,	
gronthao,	গ্রন্থা,	গ্রন্থও,	
nikela,	নিকেল,	নিকেল,	
chhatke,	ছাটক,	ছাতকে,	
bosben,	বসবেন,	বসবেন,	
samanno,	সামান্,	সামান্য,	
gandhiyo,	গণ্ধিও,	গান্ধীও,	
koommatei,	কমাতেই,	কমাতেই,	
darada,	দররা,	দারদা,	
jaunatar,	যৌনতার,	যৌনতার,	
liceensee,	লিসেস্স,	লাইসেন্স,	
shansthatikey,	সংস্থািিকে,	সংস্থাটিকে,	
maase,	মাসে,	মাসে,	
dhaloor,	ঢালুর,	ঢালুর,	
gezeteda,	গেজেটে,	গেজেটেড,	
oholya,	অহল্য,	অহল্যা,	
loukik,	লৌকিক,	লৌকিক,	
towbar,	তাবব,	তওবার,	
bishashke,	বিশাসকে,	বিশ্বাসকে,	
bachchan,	বচচছন,	বচ্চন,	
satarkabhabey,	সততরককভাে,	সতর্কভাবে,	
nogonno,	নগন্ন,	নগণ্য,	
tenishe,	টেনিসে,	টেনিসে,	
falashrutiti,	ফলশ্ররিিি,	ফলশ্রুতি,	
dormitori,	দর্মিতর,	ডরমিটরি,	
baibosthar,	ব্যবস্থার,	ব্যবস্থার,	
durotaumo,	দুরতাম,	দূরতম,	
nodigulo,	নদিগুলো,	নদীগুলো,	
phood,	ফুড,	ফুড,	
somraatder,	সম্রাতদের,	সম্রাটদের,	
gabeshanagar,	গবেষণাগর,	গবেষনাগার,	
ekla,	একলা,	একলা,	
hajirhat,	হাজিরাা,	হাজিরহাট,	
aansareer,	আনসারীর,	আনসারীর,	
taoonship,	তানসসপ,	টাউনশিপ,	
janagononar,	জনগণণর,	জনগণনার,	
nirau,	নিরা,	নির,	
bolokarok,	বলকারক,	বলকারক,	
hafez,	হাফেজ,	হাফেয,	
mousum,	মৌসম,	মৌসুম,	
provu,	প্রভু,	প্রভু,	
shhyutara,	স্যুটার,	শ্যুটার,	
pyetarna,	প্যাটার্,	প্যাটার্ন,	
chanoo,	চানু,	চানু,	
oncholsoho,	অঞ্চলহ,	অঞ্চলসহ,	
jaatte,	যাত্ে,	জাতটি,	
victor,	ভিক্টর,	ভিক্টর,	
sattweo,	সত্ত্বে,	সত্ত্বেও,	
samratra,	সম্রাতরর,	সম্রাটরা,	
blacq,	ব্লাক,	ব্ল্যাক,	
shikarke,	শিকারকে,	শিকারকে,	
barder,	বারডের,	বার্ডের,	
agradut,	অগ্রাদুত,	অগ্রদূত,	
chitronattakar,	চিত্রনাত্াাা,	চিত্রনাট্যকার,	
oncholke,	অঞ্চলে,	অঞ্চলকে,	
thakte,	থাকতে,	থাকতে,	
sayaneda,	স্যানেড,	সায়ানাইড,	
allahabade,	আল্হাবাাদে,	এলাহাবাদে,	
format,	ফরমাট,	ফরম্যাট,	
dey,	দে,	ডে,	
kampito,	কম্পিত,	কম্পিত,	
panthaar,	পা্থার,	পন্থার,	
heawy,	হেউভ,	হেভি,	
samoshtigato,	সমস্তিগত,	সমষ্টিগত,	
harrisoner,	হারিসনের,	হ্যারিসনের,	
grambaaseeo,	গ্রামবাসীও,	গ্রামবাসীও,	
sumoo,	সুমু,	সুমো,	
mmesenjar,	মেসেঞ্জার,	মেসেঞ্জার,	
bbiseshyo,	বিশেষ্,	বিশেষ্য,	
shastro,	সস্ত্র,	শাস্ত্র,	
milekhaanek,	মিলাখেনেক,	মাইলখানেক,	
daale,	ডালে,	ডালে,	
second,	সেকন্ড,	সেকেণ্ড,	
naarsaari,	নারসসার,	নার্সারি,	
asommati,	অসমমাতি,	অসম্মতি,	
kade,	কাড,	কোড,	
breakthraugh,	ব্রেকক্রা,	ব্রেকথ্রু,	
messanger,	মেসেেগের,	মেসেঞ্জার,	
stoonahenja,	স্টুনেহ্েজ,	স্টোনহেঞ্জ,	
geeja,	গেজ,	গেজ,	
arthanitir,	অর্থননতির,	অর্থনীতির,	
cholocchitrigulor,	চলচচতিততিগুররর,	চলচ্চিত্রগুলোর,	
shombhobonaao,	সম্ভভাা,	সম্ভবনাও,	
chutite,	চুতিতে,	ছুটিতে,	
aalkatraa,	আলকক্রা,	আলকাতরা,	
manobsomajer,	মানসাসাজের,	মানবসমাজের,	
ssumoo,	সুমু,	সুমো,	
dala,	দাল,	দলা,	
baireyo,	বারেে,	বাইরেও,	
dakshinangsho,	দক্ষিণাশশ,	দক্ষিণাংশ,	
vagni,	ভাগনন,	ভগ্নী,	
conseervation,	কনসিররেভেন,	কনসারভেশন,	
jons,	জনস,	জোন্স,	
neptuner,	নেপ্তনের,	নেপচুনের,	
hypar,	হাপপার,	হাইপার,	
spreadsheet,	স্প্রিডসেেে,	স্প্রেডশীট,	
gobeshanagar,	গবেষণাগরর,	গবেষনাগার,	
jonmat,	জন্মা,	জন্মাত,	
juddhahoto,	যুদ্ধাত,	যুদ্ধাহত,	
bhogini,	ভোগিনী,	ভগিনী,	
prity,	প্রিতি,	প্রিটি,	
teknokret,	টেকনেরেে,	টেকনোক্র্যাট,	
zommoo,	জম্ম,	জম্মু,	
female,	ফেমাল,	ফিমেল,	
prabhu,	প্রভু,	প্রভু,	
juktarashtrosaha,	যুক্ররররসসসস,	যুক্তরাষ্ট্রসহ,	
chidropothe,	চিদ্রথথে,	ছিদ্রপথে,	
adhyattikotar,	আধ্যাত্িতততা,	আধ্যাত্মিকতার,	
nagalyand,	নগগাযাা্্ড,	নাগাল্যান্ড,	
nirbachakder,	নির্বাককেরর,	নির্বাচকদের,	
horeepur,	হরিপুর,	হরিপুর,	
dephinesana,	ডেফিনেশন,	ডেফিনেশন,	
onker,	অঁকের,	ওঙ্কার,	
oedipus,	উডিপুস,	ইডিপাস,	
vagna,	ভাগ্,	ভগ্ন,	
sanatani,	সনতানী,	সনাতনী,	
tarabaina,	তারবাই,	টারবাইন,	
teenti,	টিনটি,	তিনটি,	
samannoi,	সামাননই,	সামান্যই,	
antarctica,	অ্্্টার্কককক,	অ্যান্টার্কটিকা,	
baman,	বামা,	বামন,	
horus,	হুরুস,	হোরাস,	
mahasava,	মহাসা,	মহাসভা,	
skolarsip,	স্কলররপপপ,	স্কলারশিপ,	
attacharito,	আত্তচারতত,	অত্যাচারিত,	
amar,	আমার,	আমর,	
habsi,	হাবস,	হাবশী,	
bishrinkhala,	বিশৃখখা,	বিশৃঙ্খলা,	
ruby,	রুবি,	রুবি,	
bishnuu,	বিষ্ণু,	বিষ্ণু,	
madhoori,	মাধুর,	মাধুরী,	
kaushalgata,	কৌশগগত,	কৌশলগত,	
gejetade,	গেজেটে,	গেজেটেড,	
godamjato,	গোমজজত,	গুদামজাত,	
mausumeo,	মৌসুমও,	মৌসুমেও,	
odhito,	অধিত,	অধীত,	
bhaandaar,	ভান্ডরর,	ভাণ্ডার,	
bahubar,	বহুবার,	বহুবার,	
mokhmoley,	মখখলে,	মখমলে,	
traap,	ট্রাপ,	ট্রুপ,	
shulfate,	সুলফাত,	সালফেট,	
dinara,	ডিনার,	ডিনার,	
asociates,	অসসযযসিসেসে,	এসোসিয়েটস,	
lazika,	লাজিক,	লজিক,	
chetanagato,	চেতনগগ,	চেতনাগত,	
akhandata,	আখন্তত,	অখণ্ডতা,	
meghacchonno,	মেঘাচ্্্্,	মেঘাচ্ছন্ন,	
agara,	আগার,	আগোরা,	
neck,	নেক,	নেক,	
aaziz,	আজিজ,	আজিজ,	
coner,	কনের,	কনের,	
mangolik,	মাঙগগলিক,	মাঙ্গলিক,	
digrike,	ডিগ্রিকে,	ডিগ্রিকে,	
chalchhee,	চলচি,	চলছে,	
dharavassyokar,	ধারাসসসযাকরর,	ধারাভাষ্যকার,	
kanshat,	কানসা,	কানসাট,	
sthapanagulor,	স্থাপাালোলো,	স্থাপনাগুলোর,	
kyapasula,	ক্যাপুসাল,	ক্যাপসুল,	
ashshociatesh,	অ্যাসসসস়যেেে,	এসোসিয়েটস,	
hames,	হামেস,	হোমস,	
bojhaar,	বোঝার,	বোঝার,	
rahee,	রহহ,	রাহী,	
azibonoer,	অজিবননর,	আজীবনের,	
degreeke,	ডেগ্রিক,	ডিগ্রিকে,	
chaanoo,	চানু,	চানু,	
ganoporibahon,	গণপররবহণ,	গণপরিবহন,	
rajotta,	রাজত্তা,	রাজত্ব,	
chamoski,	চমসসকি,	চমস্কি,	
helly,	হেলি,	হিলি,	
bashitey,	বাশিতে,	বাঁশিতে,	
pramathesh,	প্রমাথে,	প্রমথেশ,	
kisti,	কিস্টি,	কিস্তি,	
shulkey,	সুলকে,	শুল্কে,	
dighol,	দিঘল,	দীঘল,	
krej,	ক্রেজ,	ক্রেজ,	
dhhaloor,	ঢালুর,	ঢালুর,	
seguloi,	সেগুলো,	সেগুলোই,	
sakshatkarer,	সাক্ষাককাররর,	সাক্ষাত্কারের,	
jemske,	জেমসকক,	জেমসকে,	
antarvukta,	অন্তর্ভূ্্ত,	অন্তর্ভুক্ত,	
cheesa,	চেস,	চেস,	
arbeet,	আরববট,	অরবিট,	
carpeet,	কারপপে,	কার্পেট,	
