poshchater,	পশচাতের,	পশ্চাতের,	
oncholsomuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
nagorikderke,	নাগরিকদেরকে,	নাগরিকদেরকে,	
bronjer,	ব্রাঞ্জের,	ব্রোঞ্জের,	
duburir,	দুবুরীর,	ডুবুরির,	
maase,	মাসে,	মাসে,	
upobaasee,	উপবাসী,	উপবাসী,	
aarmstrong,	আর্মস্্ররুং,	আর্মস্ট্রং,	
bhagerei,	ভাগেরেই,	ভাগেরই,	
sofy,	সফি,	সোফি,	
roi,	রই,	রায়,	
daroda,	দরদা,	দারদা,	
zillul,	জিলুল,	জিল্লুল,	
manober,	মানবের,	মানবের,	
bordhitangso,	বর্ধীতাংশ,	বর্ধিতাংশ,	
ralph,	রলফ,	রালফ,	
juktorashtrosaha,	যুক্তরসস্তার,	যুক্তরাষ্ট্রসহ,	
mathews,	ম্যাথেস,	ম্যাথিউস,	
damanmulok,	দামন্মলূক,	দমনমূলক,	
dobhaar,	দভার,	ডোভার,	
phimel,	ফিমেল,	ফিমেল,	
baharampurer,	বহহরাকুপের,	বহরমপুরের,	
eidin,	এদিন,	এইদিন,	
nirau,	নিরও,	নির,	
mausumeo,	মৌসুমেও,	মৌসুমেও,	
dinesh,	ডিনেশ,	দীনেশ,	
aaireesh,	আইরিশ,	আইরিস,	
ajuhath,	অযুহাথ,	অজুহাত,	
rezidence,	রেজিডেন্স,	রেসিডেন্স,	
bheenasa,	ভীনাস,	ভেনাস,	
naitikatabodh,	নাতিতাবত্ধ,	নৈতিকতাবোধ,	
militari,	মিলিটারি,	মিলিটারি,	
foridi,	ফরিদি,	ফরিদী,	
plasse,	প্লাসে,	প্লাসে,	
bapokotor,	ব্যাপকটোর,	ব্যাপকতর,	
rikondison,	রিকনন্ডিন,	রিকন্ডিশন,	
tap,	টপ,	ট্যাপ,	
debdebir,	দেবদেবীর,	দেবদেবীর,	
dong,	ডং,	ডং,	
overview,	ওভারভিউ,	ওভারভিউ,	
sotorkotar,	সতরতকরা,	সতর্কতার,	
teta,	টেট,	টেটা,	
retasa,	রেটস,	রাইটস,	
hights,	হাইটস,	হাইটস,	
seqtara,	সেক্টর,	সেক্টর,	
gandhir,	গানধীর,	গান্ধীর,	
pracharanamulak,	প্রচারণামূলক,	প্রচারণামূলক,	
durgotsave,	দুর্গতভাবে,	দুর্গোৎসবে,	
jwar,	জ্বার,	জ্বর,	
tirmiji,	তিরমিজী,	তিরমিজি,	
pujita,	পুজিত,	পুজিত,	
definishian,	ডেফিনিশন,	ডেফিনেশন,	
besooro,	বেসুরো,	বেসুর,	
plainti,	প্লাইনটি,	প্লেনটি,	
bagichar,	বাগিছার,	বাগিচার,	
choudhurir,	চৌধুরির,	চৌধুরীর,	
ghensha,	ঘেনস,	ঘেঁষা,	
herfer,	হার্ফার,	হেরফের,	
rinatmok,	ঋিনত্মক,	ঋনাত্মক,	
atmabiswasi,	আত্মবিব্বাসী,	আত্মবিশ্বাসী,	
phiksa,	ফিক্স,	ফিক্স,	
neermolotaa,	নির্মলতা,	নির্মলতা,	
iuro,	ইউরো,	ইউরো,	
shhikar,	শিকার,	শিকার,	
bohudin,	বহুদিন,	বহুদিন,	
plete,	প্লেটে,	প্লেট,	
alangkoron,	অলংকরণ,	অলঙ্করণ,	
rajtantre,	রাজাত্ত্রে,	রাজতন্ত্রে,	
jojyota,	যোজ্যতা,	যোজ্যতা,	
mithener,	মিথেনের,	মিথেনের,	
sakaar,	সকার,	সকার,	
inapharameshana,	ইনফারমেশন,	ইনফরমেশন,	
lala,	লালা,	লালা,	
soomee,	সুমি,	সুমি,	
protizogiita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
sambhabanaow,	সম্ভাবনাও,	সম্ভবনাও,	
debagg,	দেবগ,	ডিবাগ,	
miraclee,	মিরাকলি,	মিরাকেল,	
monohputo,	মনোসপুত,	মনঃপুত,	
rajon,	রজন,	রাজন,	
zuktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
madhobi,	মাধবী,	মাধবীর,	
damanmulak,	দামনমালুক,	দমনমূলক,	
asamonjoshopurno,	অসমানবন্সূর্ণ,	অসামঞ্জস্যপূর্ণ,	
vedanta,	ভেদন্ত,	বেদান্ত,	
shommotite,	সম্মতিতে,	সম্মতিতে,	
jibjontu,	জীবনন্তু,	জীবজন্তু,	
akmato,	একমত,	একমত,	
thore,	থরে,	থরে,	
abahon,	আবাহন,	আবাহন,	
dhikrito,	ধিকৃত,	ধিকৃত,	
nimitto,	নিমিত্ত,	নিমিত্ত,	
hepara,	হেপার,	হাইপার,	
satthikota,	সতথিকতা,	সঠিকতা,	
samaveshke,	সমবেশকে,	সমাবেশকে,	
nirbachokder,	নির্বাচকদের,	নির্বাচকদের,	
armstronz,	আর্মস্টর্ঞ্জ,	আর্মস্ট্রং,	
pratista,	প্রতিষ্ট,	প্রতিষ্টা,	
preety,	পৃতি,	প্রিটি,	
foloshrutite,	ফলস্রুতিতে,	ফলশ্রুতিতে,	
varote,	ভারতে,	ভারতে,	
sikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
samoshtigato,	সমস্তীতুত,	সমষ্টিগত,	
gaujano,	গৌজানও,	গজানো,	
lisense,	লিসেন্স,	লাইসেন্স,	
bikargrasta,	বিকরাগরাস্ত,	বিকারগ্রস্ত,	
harbare,	হারবারে,	হারবারে,	
heeli,	হিলি,	হিলি,	
dakkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
bashoborty,	বসবরতী,	বশবর্তী,	
mukhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
pachhi,	পাছি,	পাচ্ছি,	
durgo,	দুর্গ,	দুর্গ,	
smarok,	স্মররক,	স্মারক,	
arakdal,	আরকদল,	আরেকদল,	
gaichey,	গেছে,	গাইছে,	
bikargrasto,	বিকরাগররস্ত,	বিকারগ্রস্ত,	
aashok,	আশক,	আশোক,	
kayartara,	কায়াট্রা,	কোয়ার্টার,	
vorodwaj,	ভরদদ্বজ,	ভরদ্বাজ,	
netsi,	নেটসি,	নাত্সি,	
bbiswasho,	বিশ্বস্ব,	বিশ্বাসও,	
sajano,	সাজানো,	সাজানো,	
nishchitrupe,	নিশ্চিত্রবে,	নিশ্চিতরূপে,	
shithilatar,	শিটিলতর,	শিথিলতার,	
yaak,	যাক,	ইয়াক,	
abikaul,	আবিকাবল,	অবিকল,	
meshar,	মেশার,	মেশার,	
pushti,	পুষ্টি,	পুষ্টি,	
jacqson,	জ্যাকসন,	জ্যাকসন,	
aamude,	আমুদে,	আমুদে,	
bima,	বিম,	বিম,	
chhayi,	ছাই,	ছাই,	
cs,	সিস,	সিএস,	
sobrokomer,	সব্রকমের,	সবরকমের,	
chintaikaree,	চিনতাইকারী,	ছিনতাইকারী,	
sanaktakaran,	সনক্তকরণ,	সনাক্তকরণ,	
seelbhee,	শিলভী,	সিলভি,	
meghnadbadh,	মেঘনাদবা,	মেঘনাদবধ,	
bosturoi,	বস্তুরই,	বস্তুরই,	
aalkatraa,	আলকতারা,	আলকাতরা,	
jokkho,	যক্ষ,	যক্ষ,	
choity,	চৈতি,	চৈতি,	
janate,	জানাতে,	জানাতে,	
sansthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
atohar,	আতোহার,	আতহার,	
sangkalaney,	সংকলানে,	সংকলনে,	
henna,	হেননা,	হেনা,	
benke,	বেনকে,	বেঁকে,	
prochondo,	প্রচন্দ,	প্রচণ্ড,	
sushikkhar,	সুশিক্ষার,	সুশিক্ষার,	
ghurte,	ঘুরতে,	ঘুরতে,	
rob,	রব,	রব,	
taale,	তালে,	তালে,	
tintir,	তিনটির,	তিনটির,	
female,	ফেমালে,	ফিমেল,	
graambasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
elakaate,	এলাকাতে,	এলাকাতে,	
juboksoho,	যুবকসহ,	যুবকসহ,	
welcome,	ওয়কলমে,	ওয়েলকাম,	
jyeshtha,	জ্যেস্থ,	জ্যেষ্ঠা,	
akkaas,	এক্াস,	আককাস,	
harano,	হারানো,	হারান,	
aap,	আপ,	আপ,	
setikey,	সেটিকে,	সেটিকে,	
butha,	বুথা,	বুথ,	
shekender,	সেকিন্ডের,	সেকেন্ডের,	
laaiseensh,	লাইস্স,	লাইসেন্স,	
nesanasa,	নেশানাস,	নেশনস,	
siddhanter,	সিদ্ধান্তের,	সিদ্ধান্তের,	
akhandata,	অখান্দত,	অখণ্ডতা,	
sorjur,	সর্জুর,	সরযূর,	
sardar,	সর্দার,	সরদার,	
informeson,	ইনফর্মেশন,	ইনফরমেশন,	
natunatwa,	নতুনত্ব,	নতুনত্ব,	
johny,	জনি,	জনি,	
karmokandeo,	কর্মকান্যু,	কর্মকাণ্ডেও,	
karmajog,	কর্মযোগ,	কর্মযোগ,	
chetona,	চেতনা,	চেতনা,	
bondhutto,	বন্ধুত্ব,	বন্ধুত্ত্ব,	
sylvi,	সিলভী,	সিলভি,	
ekshotee,	একশটি,	একশোটি,	
parkim,	পারককিং,	পার্কিং,	
ekai,	একই,	একাই,	
query,	কুয়ারি,	কোয়েরি,	
wault,	ওয়ালট,	ভল্ট,	
ganjona,	গঞ্জনা,	গঞ্জনা,	
soinyoder,	সৈন্যদের,	সৈন্যদের,	
abosare,	অবসারে,	অবসরে,	
elakaai,	এলাকাই,	এলাকাই,	
sabrakamer,	সবকর্মমের,	সবরকমের,	
maailkhanek,	মাইক্ছনেক,	মাইলখানেক,	
chalochchitrogulor,	চলচ্চিত্রলোর,	চলচ্চিত্রগুলোর,	
promotione,	প্রমোশনে,	প্রোমোশনে,	
bachchan,	বাচ্ছন,	বচ্চন,	
sharifpur,	শরীপুর,	শরিফপুর,	
foster,	ফোস্টার,	ফস্টার,	
itastata,	ইতসসতত,	ইতস্তত,	
korecho,	করেছা,	করেছ,	
dayitta,	দৈত্য,	দায়িত্ব,	
noiteekotar,	নৈতিকতার,	নৈতিকতার,	
longhoner,	লঙ্ঘনের,	লংঘনের,	
aazaadeer,	আজাদীর,	আজাদীর,	
dabhara,	দভার,	ডোভার,	
gitikobitar,	গীতিকাবিতার,	গীতিকবিতার,	
sikkhakbrinda,	শিক্ষাবৃতিন,	শিক্ষকবৃন্দ,	
pouch,	পৌচ,	পাউচ,	
paner,	পানের,	পনের,	
kod,	কোদ,	কোড,	
kanooner,	কানুনের,	কানুনের,	
jivjontu,	জীভনন্তু,	জীবজন্তু,	
metrapalitan,	মেট্রোপলিতান,	মেট্রোপলিটন,	
sontoshpur,	সন্তঃপপুর,	সন্তোষপুর,	
bhashik,	ভাষিক,	ভাষিক,	
shotokei,	শতকেই,	শতকেই,	
vogirath,	ভগিরাথ,	ভগীরথ,	
modeltigulo,	মোদেলগিলো,	মডেলগুলো,	
habshi,	হববশী,	হাবশী,	
purbancoler,	পূর্বাঙ্চলের,	পূর্বাঞ্চলের,	
gatirodh,	গতিরোধ,	গতিরোধ,	
sheramiksh,	শেরামিক্স,	সিরামিকস,	
grambasheeo,	গ্রমবাসী,	গ্রামবাসীও,	
indro,	ইন্দ্রো,	ইন্দ্র,	
melborroner,	মেলবররণের,	মেলবোর্নের,	
nickeel,	নিকেল,	নিকেল,	
bhogiroth,	ভগগীরথ,	ভগীরথ,	
mosharrof,	মোশারোফ,	মশাররফ,	
sahajlabhbhatar,	সহাজলভভভার,	সহজলভ্যতার,	
maley,	মালে,	মালে,	
phiksim,	ফিক্সিম,	ফিক্সিং,	
kaleo,	কালেও,	কালেও,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
iuqyaliptasa,	ইউ্যালিৎপতস,	ইউক্যালিপ্টাস,	
bildara,	বিলদার,	বিল্ডার,	
pujita,	পুজিত,	পূজিতা,	
mawdeel,	মািডেল,	মডেল,	
ottacharito,	অত্মচরিত,	অত্যাচারিত,	
arop,	আরপ,	আরোপ,	
cilahaati,	চিলাহাতি,	চিলাহাটি,	
nabom,	নবম,	নবম,	
vabaponno,	ভবপন্ন,	ভাবাপন্ন,	
taunship,	টাউন্পিপ,	টাউনশিপ,	
somaptir,	সমাপতির,	সমাপ্তির,	
asantos,	আসন্তনস,	অসন্তোষ,	
gronthoti,	গ্রন্থিতি,	গ্রন্থটি,	
pratiyogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
waal,	ওয়াল,	উল,	
nischitbhabe,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
arthanitir,	অর্থনীতির,	অর্থনীতির,	
residance,	রেসিডান্স,	রেসিডেন্স,	
sachetonbhabe,	সভেতনাভাবে,	সচেতনভাবে,	
thailyanda,	থাইল্যান্ড,	থাইল্যান্ড,	
