tokei,	তোকেই,	ত্বকেই,	
ghantiti,	ঘন্টিটি,	ঘাঁটিটি,	
soasage,	স্বাসেগে,	সসেজ,	
saida,	সাইড,	সাইদা,	
chirokoomari,	চিকরুমারী,	চিরকুমারী,	
zoneser,	জনেসের,	জোন্সের,	
rokibul,	রকিবুল,	রকিবুল,	
pujita,	পূজিত,	পুজিত,	
mehnotti,	মেহনট্বি,	মেহনতি,	
bhageroi,	ভাগেরই,	ভাগেরই,	
manahputo,	মননপূত,	মনঃপুত,	
vandar,	ভান্ডার,	ভাণ্ডার,	
ojuhat,	অযুহাত,	অজুহাত,	
vogni,	ভগ্নী,	ভগ্নী,	
purohitder,	পুরোহিদের,	পুরোহিতদের,	
aholyar,	অহল্যার,	অহল্যার,	
onnkita,	অং্কিত,	অঙ্কিতা,	
vvejaano,	ভেজানো,	ভেজানো,	
snipper,	স্নিপের,	স্নাইপার,	
taruner,	তারুণের,	তরুণের,	
ummul,	উম্মুল,	উম্মুল,	
nimitto,	নিমিত্য,	নিমিত্ত,	
laiseens,	লেযান্স,	লাইসেন্স,	
governerer,	গভর্নরের,	গভর্ণরের,	
prokalpati,	প্রক্লপাতি,	প্রকল্পটি,	
kishti,	কিষটি,	কিস্তি,	
beeru,	বীরু,	বীরু,	
turky,	তুর্কী,	তুর্কি,	
chomsky,	চকমসি,	চমস্কি,	
treebhuj,	ত্রিভুজ,	ত্রিভূজ,	
konfleekt,	কনফেল্ক্ট,	কনফ্লিক্ট,	
graambaaseeo,	গ্রামাবাসিও,	গ্রামবাসীও,	
baraakpur,	বারাকপুর,	বারাকপুর,	
kokeyin,	কোকিন,	কোকেইন,	
somonwitobhabey,	সম্নুতভিকভাবে,	সমন্বিতভাবে,	
prakare,	প্রকারে,	প্রকারে,	
shombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
siramiqs,	সিরামাক্স,	সিরামিকস,	
nothivukteer,	নথিভূক্তির,	নথিভুক্তির,	
krita,	কৃত,	ক্রীট,	
tigers,	টিগর্স,	টাইগার্স,	
palashir,	পলাসির,	পলাশীর,	
khelafotey,	খেলাফতে,	খেলাফতে,	
sikarder,	সিকারদের,	শিকারদের,	
scorey,	স্করে,	স্কোরে,	
brittakarey,	বৃত্যাকারে,	বৃত্তাকারে,	
maila,	মইল,	মাইল,	
byaboharkareei,	ব্যবহারকারী,	ব্যবহারকারীই,	
suporichita,	সুপরিচিতা,	সুপরিচিত,	
hoola,	হোল,	হোল,	
dhyana,	ধ্যান,	ধ্যান,	
monjeele,	মঞ্জেল,	মঞ্জিলে,	
aalaa,	আলা,	আলা,	
sakshatkarer,	সাক্ষাতকারের,	সাক্ষাৎকারের,	
wishnu,	উষিণু,	বিষ্ণু,	
akhandata,	আখন্দতা,	অখণ্ডতা,	
bauger,	বাগের,	বাগের,	
sukna,	শুকনা,	শুকনা,	
debeting,	দেবতীতি,	ডিবেটিং,	
sinaake,	সিনাকে,	সিনাকে,	
satarkata,	সর্তকতা,	সতর্কতা,	
lagche,	লাগছে,	লাগছে,	
dhanni,	ধননি,	ধন্যি,	
khalidke,	খলিদকে,	খালিদকে,	
janomukhee,	জনমুখী,	জনমুখী,	
ranangane,	রণাঙ্গনে,	রণাঙ্গনে,	
disney,	ডিজনে,	ডিজনী,	
stain,	স্টেইন,	স্টেন,	
tochhnoch,	তঞ্চো,	তছনছ,	
nodike,	নদীকে,	নদীকে,	
doobhara,	দুভার,	ডোভার,	
kachhakaachhi,	কাছাচাছি,	কাছাকাছি,	
nepchuner,	নেপুনের,	নেপচুনের,	
dacope,	ডাকোপে,	দাকোপ,	
bharma,	ভারমা,	ভার্মা,	
tochhnochh,	তৎচঞ্চ,	তছনছ,	
gulen,	গুলেন,	গুলেন,	
grambashee,	গ্রামাবাসী,	গ্রামবাসী,	
azaan,	আজান,	আজান,	
janasangyog,	জনসংযোগগ,	জনসংযোগ,	
byatikromdhormi,	ব্যাতিকর্মধ্মী,	ব্যতিক্রমধর্মী,	
buffer,	বাফার,	বাফার,	
sthapanatir,	স্থাপনতির,	স্থাপনাটির,	
leta,	লেট,	ল্যাটা,	
kaaferder,	কাফারদের,	কাফেরদের,	
suchonakal,	সূচনাকাল,	সূচনাকাল,	
azaadir,	আজাদীর,	আজাদীর,	
kinsa,	কিন্স,	কিংস,	
simaa,	সিমা,	সীমা,	
doulaa,	দৌলা,	দৌলা,	
inamila,	ইনমমিল,	এনামেল,	
shukraanu,	শুক্রাণু,	শুক্রানু,	
govornorer,	গভর্নরের,	গভর্ণরের,	
gudamjat,	গুদাজমাট,	গুদামজাত,	
nariikei,	নারীকেই,	নারীকেই,	
ronodeep,	রণোদীপ,	রণদীপ,	
durgotshob,	দুর্ঘগত্বশ,	দুর্গোৎসব,	
mukhbondho,	মুখবন্ধ,	মুখবন্ধ,	
armeenian,	আরমেনিয়ান,	আর্মেনিয়ান,	
suparichita,	সুপারিচিত,	সুপরিচিত,	
graambasheeo,	গ্রামাবাসীও,	গ্রামবাসীও,	
korleo,	করলেও,	করলেও,	
anektai,	অনেকটি,	অনেকটাই,	
celinar,	সেলিনার,	সেলিনার,	
shrabosti,	শ্রববস্তি,	শ্রাবস্তী,	
kade,	কাদে,	কোড,	
hosney,	হসনে,	হোসনে,	
deeputi,	দিপুতি,	ডেপুটি,	
samajeri,	সমাজেরী,	সমাজেরই,	
shhow,	শো,	শো,	
tecnocrat,	টেকন্রোট,	টেকনোক্র্যাট,	
jonosonjog,	জনসনযোগ,	জনসংযোগ,	
oitijhye,	ঐতিহ্যে,	ঐতিহ্যে,	
chatrorai,	ছাত্ররাই,	ছাত্ররাই,	
teter,	তেতের,	টেটের,	
ajeeja,	অজেজা,	আজিজা,	
jamaanor,	জামানোর,	জমানোর,	
shite,	শীটে,	শীতে,	
chaudhoorir,	চৌধুরির,	চৌধুরীর,	
bite,	বিটে,	বাইট,	
aazan,	আজান,	আজান,	
chet,	চেত,	চ্যাট,	
madraji,	মাদরাজী,	মাদ্রাজি,	
madhobikey,	মাধবীকে,	মাধবীকে,	
brinde,	ব্রিন্ডে,	বৃন্দ,	
bem,	বেম,	বিম,	
chomski,	চম্কি,	চমস্কি,	
kaansaat,	কাঁসাট,	কানসাট,	
parther,	পার্থের,	পার্থের,	
rajan,	রজন,	রাজন,	
torabgunj,	তরাাগবঞ্জ,	তোরাবগঞ্জ,	
ghurtey,	ঘুরতে,	ঘুরতে,	
nathibhukta,	নথিভুক্ত,	নথিভুক্ত,	
thyachar,	থ্যাচার,	থ্যাচার,	
brindabaner,	বৃর্দনবানের,	বৃন্দাবনের,	
elaakaatir,	এলাকাটির,	এলাকাটির,	
spostotoi,	স্পষ্টটাই,	স্পষ্টতই,	
fokskon,	ফক্সকোন,	ফক্সকন,	
carlo,	কার্লো,	কার্লো,	
teemplatee,	টেম্প্লেট,	টেম্পলেট,	
bondhutto,	বন্ধুত্ব,	বন্ধুত্ত্ব,	
dazjo,	দজজ,	দাহ্য,	
meghachchanno,	মেঘাচ্ছন্য,	মেঘাচ্ছন্ন,	
falah,	ফলল,	ফালাহ,	
taoonsheep,	তাউন্সীপ,	টাউনশিপ,	
nirapottamulak,	নির্তাপূমূলক,	নিরাপত্তামূলক,	
talaa,	তলা,	তালা,	
bekey,	বেকে,	বেঁকে,	
pooshtee,	পুস্তি,	পুষ্টি,	
nirgaman,	নির্গামান,	নির্গমন,	
cholche,	চলছে,	চলছে,	
ap,	অ্যাপ,	আপ,	
sollallhoo,	সল্লাল্ল্য,	সল্লাল্লাহু,	
siramikasa,	সিরামিকাস,	সিরামিকস,	
ikbaler,	ইকবলের,	ইকবালের,	
tophaat,	টফাট,	তফাৎ,	
bulan,	বুলন,	বুলান,	
dhaanche,	ধাঁচে,	ধাঁচে,	
gate,	গেটে,	গ্যেটে,	
jahara,	জাহরা,	যাহরা,	
shangsthatikey,	সংস্থাটিকে,	সংস্থাটিকে,	
bahya,	বহ্য,	বাহ্য,	
abadamaner,	অবদামানের,	অবদমনের,	
ganakantho,	গণকণ্ঠ,	গণকণ্ঠ,	
fokser,	ফক্সের,	ফক্সের,	
hotochokeeto,	হতোককিত,	হতচকিত,	
shaater,	সাতের,	শ্যুটার,	
nirvachoker,	নির্বাচকের,	নির্বাচকের,	
taigara,	টাইগার,	টাইগার,	
asovyo,	অসভ্য,	অসভ্য,	
polashir,	পলাসির,	পলাশীর,	
samajik,	সামাজিক,	সামাজিক,	
bibade,	বিবাদে,	বিবাদে,	
gardeen,	গরর্ডিন,	গার্ডেন,	
shumo,	সুমো,	সুমো,	
toroni,	তরণী,	তরণী,	
oporeeshodhito,	অপরিসোধিত,	অপরিশোধিত,	
peoples,	পেপল্স,	পিপলস্,	
nirupita,	নিরুপিতা,	নিরূপিত,	
hepara,	হাইপার,	হাইপার,	
tanight,	টানাইট,	টুনাইট,	
annimated,	আনিমেতেদ,	এনিমেটেড,	
shkarta,	স্কার্ট,	স্কার্ট,	
lotharan,	লথারান,	লুথেরান,	
gosthyti,	গোষ্ঠিতি,	গোষ্ঠীটি,	
shhip,	শিপ,	শিপ,	
hebhee,	হেভি,	হেভি,	
dighol,	দিঘল,	দীঘল,	
dola,	ডলা,	দলা,	
qyathaliqa,	ক্যাথলিক,	ক্যাথলিক,	
bhadaqa,	ভোদকক,	ভদকা,	
sohopathike,	সহপাঠিকে,	সহপাঠীকে,	
jonogononar,	জনগণনার,	জনগণনার,	
chotogolper,	ছোটোগল্পের,	ছোটগল্পের,	
ghenshei,	ঘেনসেই,	ঘেঁষেই,	
sangasthaner,	সংস্থানের,	সংস্থানের,	
gobeshokgon,	গবেষকগণ,	গবেষকগণ,	
khelechen,	খেলেছেন,	খেলেছেন,	
nimitte,	নিমিত্যে,	নিমিত্তে,	
japaanira,	জাপানীরা,	জাপানিরা,	
steen,	স্টিন,	স্টেন,	
bhramaner,	ভ্রমানের,	ভ্রমণের,	
samanya,	সামান্য,	সামান্য,	
vorpur,	ভর্পুর,	ভরপুর,	
baieq,	বাইক,	বাইক,	
santa,	সন্ত,	স্যান্টা,	
udbhabon,	উদ্ভবন,	উদ্ভাবন,	
vobani,	ভবানী,	ভবানী,	
ghatke,	ঘাতকে,	ঘাটকে,	
jarul,	জরুল,	জারুল,	
jeelyand,	জিল্যান্ড,	জিল্যান্ড,	
samley,	সমলে,	সামলে,	
ingrejiteo,	ইংরেজিতেও,	ইংরেজিতেও,	
bheenisa,	ভেনিস,	ভেনিস,	
shector,	স্কেকটর,	সেক্টর,	
grambashio,	গ্রামাবাযও,	গ্রামবাসীও,	
siddhanter,	সিদ্ধান্তের,	সিদ্ধান্তের,	
mehonnotee,	মেহন্নতী,	মেহনতি,	
punch,	পাঞ্চ,	পুঞ্চ,	
roopdaan,	রূপদান,	রুপদান,	
nilabha,	নীলভা,	নীলাভ,	
janachhe,	জানাচেছে,	জানাচ্ছে,	
chalo,	চালো,	চলো,	
tookoo,	টোকো,	টুকু,	
byabaharkareederke,	ব্যবহারকারিকে,	ব্যবহারকারীদেরকে,	
sansthaner,	সংস্থানের,	সংস্থানের,	
sothikota,	সহিকতা,	সঠিকতা,	
aashtikotaa,	আস্তিকতা,	আস্তিকতা,	
hugheske,	হুঘেেকে,	হিউজকে,	
moomtajer,	মমত্াজের,	মুমতাজের,	
loukikata,	লৌকিকাটা,	লৌকিকতা,	
abolokon,	অবলকন,	অবলোকন,	
ganoporibahon,	গণপরিবহণ,	গণপরিবহন,	
dharavassyokar,	ধারাভাযক্ষর,	ধারাভাষ্যকার,	
abhidhaanic,	অভিধানিক,	অভিধানিক,	
geeja,	গেজ,	গেজ,	
nartaki,	নর্তকী,	নর্তকী,	
sanghitar,	সংঘীতার,	সংহিতার,	
deejijer,	ডিজিজের,	ডিজিজের,	
chetna,	চেতনা,	চেতনা,	
graambaasheeo,	গ্রামাবাসীও,	গ্রামবাসীও,	
uthey,	উঠে,	উঠে,	
meghnabodh,	মেঘনাবধ,	মেঘনাদবধ,	
forid,	ফরিদ,	ফরিদ,	
longhon,	লংঘন,	লংঘন,	
bibhinno,	বিভিন্ন,	বিভন্ন,	
firth,	ফার্থ,	ফার্থ,	
kale,	কলে,	কালে,	
elakatikey,	এলাকাতিকে,	এলাকাটিকে,	
khele,	খেলে,	খেলে,	
shrabastee,	শ্রববাতি,	শ্রাবস্তী,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
ganaparibahaner,	গণপরিবহনের,	গণপরিবহনের,	
puroheetra,	পুরোহিতার,	পুরোহিতরা,	
gadha,	গাধা,	গাধা,	
pari,	প্যারি,	পেরি,	
phareeksa,	ফরেক্স,	ফরেক্স,	
