ghumato,	ঘুমত,	ঘুমাতো,	
teman,	টেমন,	তেমন,	
sahozlabhbhotar,	সহজলবভাততার,	সহজলভ্যতার,	
durgatsob,	দুর্গাসব,	দুর্গোৎসব,	
uponishod,	উপনিস্বা,	উপনিষদ,	
shreemoti,	শ্রীমতি,	শ্রীমতি,	
rijoor,	রিজুর,	রিজুর,	
bocchoner,	বচ্ছনের,	বচ্চনের,	
jwarer,	জ্বারের,	জ্বরের,	
akshoti,	অক্সটি,	একশোটি,	
shcholashtic,	স্লোলাস্টিক,	স্কলাস্টিক,	
qarlosa,	কার্লস,	কার্লোস,	
capsul,	কাপসুল,	ক্যাপসুল,	
choddo,	চদ্য,	চোদ্দো,	
aashok,	আশোক,	আশোক,	
iksaprishana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
delivar,	দেলিভার,	ডেলিভার,	
antarctica,	অন্টারটিক্টাক,	অ্যান্টার্কটিকা,	
natshi,	নাটসি,	নাত্সি,	
ongkita,	অংকিত,	অঙ্কিতা,	
bosante,	বসনাত্তে,	বসন্তে,	
bimata,	বিমত,	বিমাতা,	
amoor,	আমুর,	আমর,	
residensa,	রেসিডেন্স,	রেসিডেন্স,	
harriser,	হারিসের,	হ্যারিসের,	
kalki,	কালকি,	কালকি,	
parshwey,	পার্্ে,	পার্শ্বে,	
vobani,	ভবানী,	ভবানী,	
sayanaida,	সাযানাইড,	সায়ানাইড,	
shringo,	শ্রীং,	শৃঙ্গ,	
mulvitti,	মুলভিত্তি,	মূলভিত্তি,	
shomrat,	সমর্াত,	সম্রাট,	
kaaferderke,	কাফেরদেরকে,	কাফেরদেরকে,	
banger,	বঙ্গের,	ব্যাঙের,	
path,	পথ,	পাথ,	
ottacharito,	অট্যাচারিত,	অত্যাচারিত,	
zerusalem,	জেরুরাসাল,	জেরুজালেম,	
bayshorkarikarone,	বেসরকারীকরণে,	বেসরকারিকরণ,	
ancholti,	অঞ্চলটি,	অঞ্চলটি,	
naajee,	নাজী,	নাত্সি,	
soceitykey,	সোসিটিকে,	সোসাইটিকে,	
karecho,	করেছো,	করেছ,	
mirakel,	মারাকেল,	মিরাকেল,	
shikh,	শিখ,	শিখ,	
siddharther,	সিদ্ধার্থের,	সিদ্ধার্থের,	
estooniya,	এস্টোজিয়া,	এস্তোনিয়া,	
durvaggo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
shoccar,	সোচার,	সকার,	
gandharir,	গান্ধারীর,	গান্ধারীর,	
chondrima,	চন্দ্রীমা,	চন্দ্রিমা,	
bhiqtara,	ভিক্টর,	ভিক্টর,	
protisthar,	প্রতিষ্ঠার,	প্রতিষ্ঠার,	
hijrii,	হিজরী,	হিজরী,	
gaandas,	গান্ডাস,	জ্ঞানদাস,	
agradut,	অগ্রাদুত,	অগ্রদূত,	
teksaser,	টেক্সশের,	টেক্সাসের,	
korleo,	করলেও,	করলেও,	
landey,	লন্ডে,	ল্যান্ডে,	
modhyekar,	মধ্যকার,	মধ্যেকার,	
varote,	ভারতে,	ভারতে,	
treta,	ট্রেট,	ত্রেতা,	
nischitobhabe,	নিষ্চিতভাবে,	নিশ্চিতভাবে,	
janamukhi,	জনমুখী,	জনমুখী,	
vaibonera,	ভাইবনেরা,	ভাইবোনেরা,	
mukhamandaler,	মুখমন্ডলের,	মুখমণ্ডলের,	
prothar,	প্রথার,	প্রথার,	
windo,	উইন্ডো,	উইন্ডো,	
tokei,	তোকেই,	ত্বকেই,	
mukhomondol,	মুখমন্ডল,	মুখমণ্ডল,	
sansthatir,	সংস্থাটির,	সংস্থাটির,	
parshe,	পার্সে,	পার্শ্বে,	
krechi,	ক্রেচি,	করেছি,	
reeliancee,	রিলিন্স,	রিলায়েন্স,	
bhogirath,	ভগিরাথ,	ভগীরথ,	
samratra,	সাম্রাত্র,	সম্রাটরা,	
obharbheeu,	অভ্রভিও,	ওভারভিউ,	
byboshthar,	ব্যবস্থার,	ব্যাবস্থার,	
alankaran,	অলঙকরণ,	অলঙ্করণ,	
basturoi,	বস্তুরেই,	বস্তুরই,	
rajtantra,	রাজতন্ত্র,	রাজতন্ত্র,	
dikpal,	দিকপাল,	দিকপাল,	
tuneta,	টুনেটা,	টুনাইট,	
simons,	সামন্স,	সিমন্স,	
mukhobandho,	মুখবন্ধ,	মুখবন্ধ,	
mumtazer,	মুমতাজের,	মুমতাজের,	
jani,	জানি,	জনি,	
bosontokey,	বসন্তকে,	বসন্তকে,	
mela,	মেলা,	মাইল,	
dajyo,	দজ্য,	দাহ্য,	
laisensim,	লাইনেশ্বিং,	লাইসেন্সিং,	
informeson,	ইনফর্মেশন,	ইনফরমেশন,	
ralapha,	রলফফ,	রালফ,	
phareksa,	ফরেক্স,	ফরেক্স,	
bondhubhabapanno,	বন্ধুভান্ত,	বন্ধুভাবাপন্ন,	
porishkaron,	পরিষ্কারণ,	পরিষ্করণ,	
gandhariir,	গান্ধারীর,	গান্ধারীর,	
faranyata,	ফররন্যাত,	ফরম্যাট,	
karmoi,	কর্মই,	কর্মই,	
goore,	গুরে,	গোর,	
taiwan,	তাইও,	তাইওয়ান,	
sikh,	শিখ,	শিখ,	
zerusalem,	জেরুরাসাল,	জেরুসালেম,	
swapod,	স্বপদ,	শ্বাপদ,	
scholarsip,	স্কলারশিপ,	স্কলারশিপ,	
steeit,	স্টেই,	স্টেইট,	
dece,	ডেস,	ডেকে,	
shayetana,	স্যাটনান,	শয়তান,	
sikkhartheerao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
naarsaari,	নার্সারি,	নার্সারি,	
keyuyi,	কেউই,	কেউই,	
ashocheton,	অশচেতন,	অসচেতন,	
ponchashjon,	পঞ্চাশন,	পঞ্চাশজন,	
monmoth,	মনমথ,	মন্মথ,	
meghnadbodh,	মেনাাদ্ধ,	মেঘনাদবধ,	
deputii,	দেপুটি,	ডেপুটি,	
uparjan,	উপার্জন,	উপার্জন,	
saahocorrzo,	সাবচরর্য,	সাহচর্য,	
sothikota,	সাথিকতা,	সঠিকতা,	
gezetted,	গেজেট্টাদ,	গেজেটেড,	
arbit,	আরবিত,	অরবিট,	
gazeetteed,	গেজিটিদ,	গেজেটেড,	
bipojjanak,	বিপজ্জনক,	বিপজ্জনক,	
beshirbhagei,	বেশীরভাগেই,	বেশিরভাগেই,	
daayitto,	দৈত্য,	দায়িত্ব,	
sahapatheekey,	সহপপীকে,	সহপাঠীকে,	
baire,	বেয়ার,	বাইরে,	
athar,	আঠার,	আতহার,	
heenna,	হেন্না,	হেনা,	
oncholgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
zack,	জ্যাক,	জ্যাক,	
conshervation,	কন্রেভেশন,	কনসারভেশন,	
fooloo,	ফুলও,	পোলো,	
karloosa,	কার্লস,	কার্লোস,	
zhalkatthi,	ঝলকাঠটি,	ঝালকাঠী,	
parqasa,	পার্কস,	পার্কস,	
bachchaner,	বাচ্চানের,	বচ্চনের,	
shcholastiq,	স্কলাশ্তিক,	স্কলাস্টিক,	
khoor,	খুর,	ক্ষুর,	
kottar,	কত্তার,	কট্টর,	
karkatkranti,	কর্কপন্ত্তী,	কর্কটক্রান্তি,	
sobrokomer,	সবরকমমের,	সবরকমের,	
farex,	ফরেক্স,	ফরেক্স,	
gronthei,	গ্রন্থেই,	গ্রন্থেই,	
brekthrough,	ব্রেক্ষরঘা,	ব্রেকথ্রু,	
amanisa,	অমনিশ,	অমানিশা,	
bouddha,	বৌদ্ধ,	বৌদ্ধ,	
caaling,	কালিং,	কুলিং,	
kaas,	কাশ,	কাস,	
probeshkari,	প্রবেশকারী,	প্রবেশকারী,	
shamooker,	সামুকের,	শামুকের,	
siiter,	সীটের,	শীতের,	
gaandaas,	গান্ডাস,	জ্ঞানদাস,	
sakshatkarer,	সাক্ষাৎকারের,	সাক্ষাত্কারের,	
pachok,	পাচক,	পাচক,	
kibord,	কিবোর্ড,	কীবোর্ড,	
kyantana,	ক্যান্টন,	ক্যান্টন,	
jubokra,	যুবকরা,	যুবকরা,	
brake,	ব্রাকে,	ব্রেক,	
asovya,	অসব্য,	অসভ্য,	
oedipush,	অদিপুশ,	ইডিপাস,	
teuning,	টিউনিং,	টিউনিং,	
choson,	চোষণ,	চোষণ,	
ashe,	আশে,	আসে,	
jaadrel,	জাড্রেল,	জাঁদরেল,	
kokhonoba,	কখনোবা,	কখনওবা,	
shitei,	সাইটেই,	শীতেই,	
chutochuti,	চুটোচুটি,	ছুটোছুটি,	
gorrer,	গরের,	গোরের,	
dweepgulo,	দ্বিপগুলো,	দ্বীপগুলো,	
nilabho,	নিলা,	নীলাভ,	
shainyara,	সৈন্যার,	সৈন্যরা,	
proteemar,	প্রতিমার,	প্রতিমার,	
sirameeks,	সিরামিক্স,	সিরামিকস,	
shreechoitonyodeb,	শ্রীতিন্দবাবে,	শ্রীচৈতন্যদেব,	
hipar,	হিপার,	হাইপার,	
wrighter,	ভৃর্থের,	রাইটের,	
kool,	কুল,	কুল,	
nagorikderkey,	নাগরিকদ্রেে,	নাগরিকদেরকে,	
scall,	স্কল,	এসকল,	
songhitar,	সংহীতার,	সংহিতার,	
megh,	মেঘ,	মেঘ,	
serverti,	সার্ভীর্টি,	সার্ভারটি,	
deejijer,	দিজিজের,	ডিজিজের,	
skirt,	স্কীর্ট,	স্কার্ট,	
paade,	পাদে,	পাড়ে,	
shommoteete,	সম্মতিতে,	সম্মতিতে,	
hariner,	হরিনের,	হরিণের,	
janogananar,	জনগননার,	জনগণনার,	
shajano,	শাজান,	সাজানো,	
duplex,	ডাপ্লেক্স,	ডুপ্লে,	
riphleqsa,	রাইফক্স,	রিফ্লেক্স,	
starker,	স্টার্কের,	স্টার্কের,	
choshon,	চশন,	চোষণ,	
angshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
pyaleshtaine,	প্যালিস্টাইন,	প্যালেস্টাইনে,	
bujhechhilo,	বুঝেছিল,	বুঝেছিল,	
bibek,	বিবেক,	বিবেক,	
shukraanu,	শুক্রাণু,	শুক্রানু,	
proo,	প্রু,	প্রো,	
playtey,	প্লাইটে,	প্লেটে,	
jerujalem,	জিজুজালামে,	জেরুসালেম,	
mile,	মিলে,	মিলে,	
gotirodh,	গতিরোধ,	গতিরোধ,	
bongshi,	বংশী,	বংশী,	
aparogata,	অপরাগত,	অপারগতা,	
abodamoner,	অবদামনের,	অবদমনের,	
jibanto,	জীবন্ত,	জীবন্ত,	
heris,	হেযারিস,	হ্যারিস,	
kobutorer,	কবিউটরের,	কবুতরের,	
cbi,	বিএিএ,	সিবিআই,	
mekong,	মেকং,	মেকং,	
scoore,	স্কোরে,	স্কোর,	
chheelona,	ছিলনা,	ছিলনা,	
laiseens,	লেইনেন্স,	লাইসেন্স,	
horeedwar,	হরিদ্বার,	হরিদ্বার,	
abhidhaanik,	অভিধানিক,	অভিধানিক,	
promothesh,	প্রমেষে,	প্রমথেশ,	
shikkhakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
ganokontho,	গণকণ্ঠ,	গণকণ্ঠ,	
daktikit,	দক্তিকিত,	ডাকটিকিট,	
dharavahiker,	ধারাহারীকের,	ধারাবাহিকের,	
abasan,	আবসন,	অবসান,	
choudhoorir,	চৌধুরির,	চৌধুরীর,	
itostato,	ইতঃস্ট,	ইতস্তত,	
setio,	সেতিও,	সেটিও,	
aaeerese,	আইরেশে,	আইরেসে,	
saahosikotar,	সাসহিকতার,	সাহসিকতার,	
licenshing,	লাইনস্নিং,	লাইসেন্সিং,	
gudamjat,	গুদমজাত,	গুদামজাত,	
nirmolota,	নির্মলতা,	নির্মলতা,	
nischitabhave,	নিষ্চিতভাবে,	নিশ্চিতভাবে,	
bandhano,	বাঁধনান,	বাঁধানো,	
durgo,	দুর্গ,	দুর্গ,	
nilkomol,	নিলকমল,	নীলকমল,	
ghotol,	ঘটল,	ঘটল,	
rubidiyam,	রোবিডিয়াম,	রুবিডিয়াম,	
ganoporibohoner,	গণপরিবহনের,	গণপরিবহনের,	
sthaponagulo,	স্থাপনগগুলো,	স্থাপনাগুলো,	
karta,	কর্ত,	করতা,	
inapharamesana,	ইনফররেমেশন,	ইনফরমেশন,	
dakteekit,	দককটিিক,	ডাকটিকিট,	
oshamorik,	অসামারিক,	অসামরিক,	
kormosompadon,	কর্মসামপ্মদ,	কর্মসম্পাদন,	
nirikhe,	নিরিখে,	নিরিখ,	
vugol,	ভুগল,	ভূগোল,	
sikha,	শিখা,	শিখ,	
bboponer,	বপপনের,	বপনের,	
nirarthak,	নিরা্থক,	নিরর্থক,	
aachees,	আচিশ,	আছিস,	
mathews,	ম্যাথুস,	ম্যাথিউস,	
pretishta,	প্রেটিস্ট,	প্রতিষ্টা,	
rilayensa,	রিলেন্যেস,	রিলায়েন্স,	
hastantar,	হস্তন্তর,	হস্তান্তর,	
