nirarthak,	নিরর্থ,	নিরর্থক,	
masjidti,	মাস্দিতি,	মসজিদটি,	
agomone,	আগমনে,	আগমনে,	
dhani,	ধানি,	ধানি,	
evil,	এভিল,	ইভিল,	
armenian,	আর্মেনিয়ান,	আর্মেনিয়ান,	
neurolojy,	নিরুললি,	নিউরোলজি,	
votarer,	ভতারের,	ভোটারের,	
gonosakkhorota,	গোসংকর্ষত,	গণসাক্ষরতা,	
toufeek,	তুফিক,	তৌফিক,	
karmasansthan,	কর্মস্স্থন,	কর্মসংস্থান,	
seshardhe,	সেশর্ধে,	শেষার্ধে,	
pana,	পান,	পানা,	
tonu,	তনু,	তনু,	
omanisa,	অমানিস,	অমানিশা,	
biseshyo,	বিশেষ্য,	বিশেষ্য,	
romnar,	রমনার,	রমনার,	
suchonakal,	সুচনাকাল,	সূচনাকাল,	
suparichito,	সুপরিচিত,	সুপরিচিত,	
aalkaatra,	আলক্ত্র,	আলকাতরা,	
swapad,	স্বাপ,	শ্বাপদ,	
zzonite,	জ্জনিতে,	যোনীতে,	
aukhando,	অখান্দ,	অখন্ড,	
phooloo,	ফুলো,	পোলো,	
tarunra,	তরুণ্রা,	তরুণরা,	
ivir,	ইভির,	এভার,	
akjoge,	এক্যোগে,	একযোগে,	
byte,	ব্যেট,	বাইট,	
prokar,	প্রকার,	প্রকার,	
hoila,	হোল,	হইল,	
hondurus,	হন্দুরুস,	হন্ডুরাস,	
soras,	সরাস,	সরস,	
mukhomandol,	মুখমান্ডল,	মুখমণ্ডল,	
thailand,	থালান্ড,	থাইল্যান্ড,	
dweegulotey,	দ্বীগুলোতে,	দ্বীপগুলোতে,	
carpeet,	কার্পিট,	কার্পেট,	
fatakeshto,	ফটাকেষ্ট,	ফাটাকেষ্ট,	
huge,	হুগে,	হিউজ,	
taruner,	তরুনের,	তরুণের,	
direektareeta,	দীরেক্টারিত,	ডিরেক্টরেট,	
valobasen,	ভালবাসেন,	ভালোবাসেন,	
ameerika,	আমেরিক,	আমেরিকা,	
kathmandu,	কাঠাম্ু,	কাঠমান্ডু,	
shikkhakder,	শিক্ষাদের,	শিক্ষকদের,	
enjineers,	এন্জিন্র্স,	ইঞ্জিনিয়ার্স,	
spredashiita,	স্প্রদিশিত,	স্প্রেডশীট,	
modeltigulo,	মদেল্তিগুলো,	মডেলগুলো,	
elaakai,	এলাকাই,	এলাকাই,	
bagdad,	বাদদা,	বাগদাদ,	
recondishon,	রেন্ডিশন,	রিকন্ডিশন,	
annarup,	অন্রাপু,	অন্যরূপ,	
nirbaahe,	নির্বাহে,	নির্বাহে,	
catholic,	কাযালিক,	ক্যাথলিক,	
maryir,	মারির,	ম্যারির,	
deares,	ডিরেস,	ডিআরএস,	
karecho,	করেছ,	করেছ,	
poner,	পনের,	পনের,	
oitijjer,	অতিজ্জের,	ঐতিহ্যের,	
mandondo,	মান্দন্ড,	মানদণ্ড,	
bhyaatikaaner,	ভ্যাতিকের,	ভ্যাটিকানের,	
edaning,	এডানিং,	ইদানিং,	
phiqsim,	ফিকসিং,	ফিক্সিং,	
cilahati,	সিলাহটি,	চিলাহাটি,	
chintai,	চিন্তাই,	ছিনতাই,	
shcholastik,	স্লল্স্টিক,	স্কলাস্টিক,	
shooknaa,	শুক্া,	শুকনা,	
samanwitovabe,	সমান্তভভাবে,	সমন্বিতভাবে,	
dhos,	ধোষ,	ধস,	
kode,	কদে,	কোড,	
shhepha,	সেফ,	শেফ,	
mohajot,	মহাজত,	মহাজোট,	
bodka,	বদকা,	ভদকা,	
matorom,	মাতরম,	মাতরম,	
shotokei,	শতকেই,	শতকেই,	
shansthaner,	সংস্থানের,	সংস্থানের,	
towraat,	তোরাত,	তওরাত,	
drishyagulo,	দৃষ্যাগুলো,	দৃশ্যগুলো,	
taimash,	তামাস,	টাইমস্,	
beshirbhageyi,	বিশ্রভাগেই,	বেশিরভাগেই,	
nikel,	নিকেল,	নিকেল,	
hachchilo,	হাচ্ছিল,	হচ্ছিলো,	
elakaatite,	এলাকাতিতে,	এলাকাটিকে,	
kormer,	কর্মের,	কর্মের,	
ekhaate,	এখাতে,	একহাতে,	
scifi,	স্ইি,	সাইফাই,	
gaandaas,	গান্ডাস,	জ্ঞানদাস,	
kul,	কুল,	কুল,	
neermol,	নির্মল,	নির্মল,	
embi,	এমবি,	এমবি,	
ghurchen,	ঘুর্ছেন,	ঘুরেছেন,	
cholochchitratike,	চলচচ্তিতারীকে,	চলচ্চিত্রটিকে,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
dael,	ডেল,	ডেইল,	
sarbopori,	সর্বপরী,	সর্বোপরী,	
noitikbhabe,	নৈতিক্বাবে,	নৈতিকভাবে,	
tobe,	তবে,	টবে,	
saranor,	সরণণর,	সরানোর,	
nirbaahi,	নির্বাহী,	নির্বাহি,	
khaaneker,	খানেকের,	খানেকের,	
ashamarthita,	অসমার্থিত,	অসমর্থিত,	
madhobi,	মাধবি,	মাধবীর,	
nodiiti,	নদিতি,	নদীটি,	
salmaner,	সলমানের,	সালমানের,	
lendal,	লেন্ডল,	লেন্ডল,	
kaaferder,	কাফারেডের,	কাফেরদের,	
parqa,	পার্ক,	পার্ক,	
vaphara,	ভাফার,	বাফার,	
blyaqa,	ব্ল্যা,	ব্ল্যাক,	
eksathei,	একসাথেই,	একসাথেই,	
grambaashio,	গ্রাম্বাশি,	গ্রামবাসীও,	
rinattak,	রিনত্ত,	ঋনাত্মক,	
loukeek,	লুকিক,	লৌকিক,	
salil,	সালিল,	সলিল,	
poste,	পস্টে,	পোষ্টে,	
heavi,	হেভি,	হেভি,	
shainyara,	সৈন্যার,	সৈন্যরা,	
sinakey,	সিনাকে,	সিনাকে,	
satjaner,	সত্যানের,	সাতজনের,	
naubihar,	নৌবিহার,	নৌবিহার,	
besorkarikoron,	বেশরকরীকরণ,	বেসরকারিকরণ,	
golpokar,	গল্পকার,	গল্পকার,	
bbosben,	ব্বসবেন,	বসবেন,	
shikshagato,	শিক্ষাগত,	শিক্ষাগত,	
bosontokey,	বসস্তকে,	বসন্তকে,	
fox,	ফো,	ফক্স,	
hillse,	হিলসে,	হিলসে,	
prabhura,	প্রভূর,	প্রভুরা,	
moogdal,	মোগ্ল,	মুগডাল,	
jojyota,	জজ্যতা,	যোজ্যতা,	
korkotkrantee,	কর্কত্রন্ত্তি,	কর্কটক্রান্তি,	
peengna,	পিংং,	পিংনা,	
chaudhurir,	চৌদুরীর,	চৌধুরীর,	
vip,	ভিপ,	ভিআইপি,	
seo,	সেও,	সেও,	
arifin,	আরিফিন,	আরিফিন,	
gotihin,	গতিহন,	গতিহীন,	
sarbhaarti,	সর্ভারটি,	সার্ভারটি,	
sadeena,	সাদিন,	সাডেন,	
bage,	বাগে,	বাগে,	
male,	মালে,	মালে,	
orthanitike,	অর্থানিতিকে,	অর্থনীতিকে,	
aazadir,	আজাদির,	আজাদীর,	
jatotaa,	যততা,	যতোটা,	
carzito,	কার্জিত,	চার্জিত,	
byaboharkariyi,	ব্যবহারকারী,	ব্যবহারকারীই,	
dijijer,	দিজিজের,	ডিজিজের,	
kash,	কাশ,	কাস,	
canservatian,	কন্সর্ভেশন,	কনসারভেশন,	
raiter,	রাইটের,	রাইটের,	
haipar,	হাইপার,	হাইপার,	
chomski,	চম্কি,	চমস্কি,	
okritakarja,	অকৃত্রাজ্য,	অকৃতকার্য,	
siropadharii,	সিরপাধারী,	শিরোপাধারী,	
necker,	নেকের,	নেকের,	
kanasharabheshhana,	কনার্ভাশেষন,	কনসারভেশন,	
protijogita,	প্রতিযোগিত,	প্রতিযোগীতা,	
sniper,	স্নিপের,	স্নাইপার,	
nathibhukto,	নাহিভূক্ত,	নথিভুক্ত,	
aameenaar,	আমিনার,	আমিনার,	
pashchatey,	পাস্চাতে,	পশ্চাতে,	
meiler,	মেলির,	মেইলের,	
babul,	বাবুল,	বাবুল,	
matthews,	মাঠেশ,	ম্যাথিউস,	
nodiiteyi,	নদিতেই,	নদীতেই,	
neshnosh,	নেশন্স,	নেশনস,	
boudha,	বৌধা,	বৌদ্ধ,	
abheedhanik,	অভিধাধিক,	অভিধানিক,	
prithibir,	পৃরিবির,	পৃথবীর,	
daaradaa,	দারাডা,	দারদা,	
franko,	ফ্রান্ক,	ফ্রাঙ্কো,	
ceramiks,	সারামিক্স,	সিরামিকস,	
nathibhuktir,	নাহিভুক্তির,	নথিভুক্তির,	
uporzon,	উপর্জন,	উপার্জন,	
jerakam,	জেরামক,	যেরকম,	
bee,	বি,	বি,	
meghnadbadh,	মেহ্যাদ্ব,	মেঘনাদবধ,	
bhabani,	ভাবনী,	ভবানী,	
rajtantra,	রাজ্ত্্ত্র,	রাজতন্ত্র,	
suchorita,	সুচরিত,	সুচরিতা,	
upcharzo,	উপ্রার্য,	উপাচার্য,	
sossa,	সোস,	শশা,	
pratyokkhobhabe,	প্রত্যক্যভাবে,	প্রত্যক্ষভাবে,	
udbodhane,	উদ্বধানে,	উদ্বোধনে,	
residance,	রেসিডান্স,	রেসিডেন্স,	
karmosansthaner,	কর্মসস্্থানের,	কর্মসংস্থানের,	
hertj,	হের্ট,	হার্জ,	
gobeshonagar,	গবেষণাগার,	গবেষনাগার,	
farex,	ফারে,	ফরেক্স,	
torun,	তরুন,	তরুন,	
falok,	ফালক,	ফলক,	
bishwaashshoi,	বিশ্বাস্য,	বিশ্বাসই,	
jorer,	জরের,	জ্বরের,	
ovidhanik,	অভিধানিক,	অভিধানিক,	
neemeette,	নিমেত্তে,	নিমিত্তে,	
shoya,	সোয়া,	সোয়া,	
seekkhakrom,	শিক্ষ্রমক,	শিক্ষাক্রম,	
ogovir,	অগভীর,	অগভীর,	
soteciety,	সটেেিি,	সোসাইটিতে,	
sothikata,	সথিকা,	সঠিকতা,	
hostantor,	হস্ত্ন্তর,	হস্তান্তর,	
norpholk,	নরফ্ল,	নরফোক,	
romantika,	রমান্তিক,	রোমান্টিক,	
koordira,	কুর্ডির,	কুর্দিরা,	
pacchi,	পাচি,	পাচ্ছি,	
avatara,	অভাতার,	অবতার,	
developer,	ডেভেলপের,	ডেভলপার,	
saccar,	সাক্র,	সকার,	
awnurbor,	অনুর্বর,	অনুর্বর,	
tobey,	তবে,	টবে,	
sthaponake,	স্থাপনকে,	স্থাপনাকে,	
routine,	রুটিনে,	রুটিন,	
bonvumi,	বন্মূমি,	বনভূমি,	
joisttho,	জৈস্্থ,	জ্যৈষ্ঠ,	
manushgulor,	মনুসুলুলোর,	মানুষগুলোর,	
jothartho,	যথার্থ,	যথার্থ,	
rubidium,	রুবিদিয়াম,	রুবিডিয়াম,	
kamiz,	কামিজ,	কামিজ,	
mosjid,	মস্জিদ,	মসজিদ,	
cs,	স্ক,	সিএস,	
aziboner,	আজিবনের,	আজীবনের,	
kaathhaamaandu,	কাঠাামান্দু,	কাঠমান্ডু,	
palki,	পালকি,	পাল্কি,	
juktorastreo,	যুক্তর্স্ত্রে,	যুক্তরাষ্ট্রেও,	
chhatta,	ছাত্,	ছোট্ট,	
abodamoner,	অবদমমনের,	অবদমনের,	
sectore,	সেক্টরে,	সেক্টরে,	
qoda,	কোড,	কোড,	
badna,	বা্ন,	বদনা,	
damanmulok,	দামমূলুক,	দমনমূলক,	
tigre,	টিগরে,	টাইগার,	
orunima,	অরুনিমা,	অরুণিমা,	
aembed,	এমেবে,	এম্বেড,	
euror,	ইউরর,	ইউরোর,	
juktarashtrer,	যুক্তরাস্ত্রের,	যুক্তরাষ্ট্রের,	
taoonship,	টানশিপ,	টাউনশিপ,	
gonocheen,	গোনিছ,	গণচীন,	
zeland,	জেলান্ড,	জিল্যান্ড,	
ghamta,	ঘ্মা,	ঘোমটা,	
bhaandare,	ভান্দারে,	ভাণ্ডারে,	
shanta,	স্যান্ত,	সান্তা,	
halding,	হালডিং,	হোল্ডিং,	
rejidens,	রেজিডেন্স,	রেসিডেন্স,	
shucre,	সুক্রে,	সাকার,	
hamburgey,	হাম্বর্গে,	হামবুর্গে,	
tourist,	তুরিস্ট,	টুরিস্ট,	
faltir,	ফল্টির,	ফলটির,	
chirohorit,	চিরহরিত,	চিরহরিৎ,	
preti,	প্রেটি,	প্রিটি,	
mitre,	মিত্রে,	মিত্র,	
dibya,	দিব্য,	দিব্যা,	
ebham,	এভাম,	ইভিএম,	
bandhubhabaponno,	বান্ধুবাপ্ণ,	বন্ধুভাবাপন্ন,	
sampadon,	সম্পদন,	সম্পাদন,	
koda,	কোড,	কোডা,	
aper,	আপের,	আপের,	
bossonte,	বসস্তে,	বসন্তে,	
licencer,	লিলেন্সের,	লাইসেন্সের,	
duplee,	দুপলি,	ডুপ্লে,	
futanta,	ফুতন্ত,	ফুটন্ত,	
