zoneete,	জনিতে,	যোনীতে,	
cheess,	চিস,	চেস,	
sweety,	সিবিত,	সুইটি,	
dajjho,	দাগ্,	দাহ্য,	
gotibege,	গতিভেগে,	গতিবেগে,	
thelyanda,	টেলল্য্ড,	থাইল্যান্ড,	
gandho,	গণ্ধ,	গন্ধ,	
piruzali,	পিরাজলী,	পিরুজালী,	
daada,	দাদা,	দাদা,	
manu,	মানু,	মনু,	
vageri,	ভাগারিই,	ভাগেরই,	
inshtant,	ইন্সট্টন,	ইনস্ট্যান্ট,	
monmoth,	মন্মথ,	মন্মথ,	
mookhomandoley,	মৌখ্মানলে,	মুখমণ্ডলে,	
embed,	এমেবেড,	এম্বেড,	
hamburg,	হাম্ব্র্ব,	হামবুর্গ,	
tottoraat,	তত্ততত,	তওরাত,	
teteyer,	টেটের,	টেটের,	
dakticket,	দাক্টিককেক,	ডাকটিকিট,	
gaddaafee,	গাদাদাই,	গাদ্দাফী,	
shattoki,	সাত্তকি,	সাত্যকি,	
kraantikaale,	ক্রান্তালালে,	ক্রান্তিকালে,	
poriskoron,	পরিক্রণণ,	পরিষ্করণ,	
governerer,	গভিরনের,	গভর্ণরের,	
mela,	মেলা,	মাইল,	
jesa,	জেস,	জেস,	
kabutarer,	কব্তারের,	কবুতরের,	
shastra,	সাস্ট্র,	শাস্ত্র,	
hights,	হিইটস,	হাইটস,	
duple,	দুপলে,	ডুপ্লে,	
hud,	হুড,	হুড,	
sikkhokke,	শিক্ষকে,	শিক্ষককে,	
necker,	নেকেকের,	নেকের,	
itemer,	ইতিমের,	আইটেমের,	
dozo,	দোজ,	ডোজো,	
pyore,	প্যের,	পিওর,	
ssteit,	স্টেটিট,	স্টেইট,	
byatikrami,	ব্যায্যামির,	ব্যতিক্রমী,	
qode,	কদে,	কোড,	
halloween,	হাল্বালন,	হ্যালোইন,	
sangkulan,	সংকুললল,	সংকুলান,	
moushum,	মৌসমম,	মৌসুম,	
sofi,	সফি,	সোফি,	
gazetted,	গাজেটেড,	গেজেটেড,	
janoikaa,	জানিকা,	জনৈকা,	
lendal,	লেন্ডলল,	লেন্ডল,	
poojito,	পুজিত,	পুজিত,	
nishader,	নিশাদের,	নিষাদের,	
armeniyana,	আর্মেননন,	আর্মেনিয়ান,	
dankaan,	ডানকান,	ডানকান,	
morathee,	মারাথি,	মরাঠি,	
jarusalema,	জারামললল,	জেরুসালেম,	
arifin,	আরিফিন,	আরিফিন,	
hook,	হুক,	হুক,	
culing,	কলিলিং,	কুলিং,	
parka,	পার্ক,	পার্ক,	
steen,	স্টেন,	স্টেন,	
turkii,	তুরকি,	তুর্কি,	
sbatantrota,	স্বত্ত্ত্র,	স্বতন্ত্রতা,	
chetanagato,	চেতাগতত,	চেতনাগত,	
patisapta,	পাতিপপ্ত,	পাটিসাপটা,	
wictor,	উযিক্টর,	ভিক্টর,	
bonnopraan,	বন্পপরণ,	বন্যপ্রাণ,	
sporsher,	স্প্রের,	স্পর্শের,	
shtena,	স্টেন,	স্টেন,	
showtey,	সোতে,	শোতে,	
nagarikata,	নাগারিকা,	নাগরিকতা,	
ghumachchila,	উচাচচচলল,	ঘুমাচ্ছিল,	
madrasi,	মাদ্রসি,	মাদ্রাজি,	
gosthike,	গো্তিকে,	গোষ্ঠীকে,	
katbe,	কাতবে,	কাটবে,	
corymb,	কর্ম্ব,	করিম,	
bandi,	বান্ডি,	বন্দী,	
basturyi,	বস্্ত্র্যী,	বস্তুরই,	
dupleex,	ডুপ্লিক,	ডুপ্লে,	
haila,	হাইলা,	হইল,	
sanstha,	সংস্থা,	সংস্থা,	
lyata,	ল্যাত,	ল্যাটা,	
prokolpotike,	প্রকপপকতকে,	প্রকল্পটিকে,	
bhootara,	ভুতার,	ভোটার,	
chhed,	ছেড,	ছেদ,	
cholochchitraeei,	চলচচ্রাত্রী,	চলচ্চিত্রেই,	
amar,	আমার,	আমর,	
jonoshomaj,	জনসমমা,	জনসমাজ,	
panero,	পানের,	পনের,	
gabhaaskaar,	গাভসকার,	গাভাস্কার,	
diznee,	ডিজনি,	ডিজনী,	
gorjon,	গর্জ,	গর্জন,	
olimpyc,	অলিম্পি,	অলিম্পিক,	
qonfliqt,	কন্ফলকিক,	কনফ্লিক্ট,	
karmosansthaner,	কর্ম্্থাননেে,	কর্মসংস্থানের,	
onodhikar,	অনুধিকার,	অনধিকার,	
brinde,	ব্র্ন্ডে,	বৃন্দ,	
alsaara,	আলসারার,	আলসার,	
sommoteete,	সম্মিততে,	সম্মতিতে,	
agovir,	অগুভির,	অগভীর,	
arjora,	আর্জার,	আর্যরা,	
brindaaboner,	ব্র্ননবাবের,	বৃন্দাবনের,	
vugol,	ভুগল,	ভূগোল,	
bhangle,	ভাঙগলে,	ভাঙলে,	
chintai,	চিন্তাই,	ছিনতাই,	
asaciates,	আস্যাসেটেস,	এসোসিয়েটস,	
bonoshree,	বনস্রী,	বনশ্রী,	
bitloser,	বিত্লাসের,	বিটলসের,	
sahoocorzoe,	সহহ্যর্যে,	সাহচর্যে,	
depootee,	ডেপতি,	ডেপুটি,	
niropekkho,	নিরপপক্ষ,	নিরপেক্ষ,	
dakshinangsha,	দক্ষিংংং,	দক্ষিণাংশ,	
paikar,	পাইকার,	পাইকার,	
dakteekiter,	দাক্তিকেতের,	ডাকটিকিটের,	
oteeteo,	অতেতে,	অতীতেও,	
pack,	পাক্ক,	প্ল্যাক,	
chupi,	চুপি,	চুপি,	
sumee,	সুমি,	সুমি,	
prottokhovabe,	প্রত্যা্যাবে,	প্রত্যক্ষভাবে,	
bhenisa,	ভেনিস,	ভেনিস,	
ajauno,	অজানো,	অযৌন,	
bhadaka,	ভাদাক,	ভদকা,	
satjan,	সত্জন,	সাতজন,	
turbiner,	তুরবিনের,	টারবাইনের,	
agiboner,	অগিবনের,	আজীবনের,	
karadondey,	কারান্ডে,	কারাদণ্ডে,	
cheento,	চিন্ত,	চিনতো,	
khappor,	খাপপর,	খপ্পর,	
bahyo,	বাহ্য,	বাহ্য,	
ganochiner,	গানচেন,	গণচীনের,	
sectore,	সেক্টারে,	সেক্টরে,	
palbangser,	পালানবের,	পালবংশের,	
elaakate,	এলকাতে,	এলাকাতে,	
dokan,	দোকান,	দোকান,	
aap,	আপ,	আপ,	
daeel,	ডেলল,	ডেইল,	
pro,	প্র,	প্রো,	
bonbhumi,	ব্যাভমি,	বনভূমি,	
thailandshoho,	তাইন্যস্,	থাইল্যান্ডসহ,	
grambasheeo,	গ্রামাসবী,	গ্রামবাসীও,	
ghoomachhilo,	ঘোমাছলল,	ঘুমাচ্ছিল,	
gejeted,	জেজেটে,	গেজেটেড,	
zzonite,	জনিতে,	যোনীতে,	
jwoluk,	জ্যুলুক,	জ্বলুক,	
oswastikor,	অস্বস্তিকক,	অস্বস্তিকর,	
jonee,	জনি,	জনি,	
pleena,	প্লেলন,	প্লেন,	
jonsa,	জনস,	জোন্স,	
romnar,	রম্নার,	রমনার,	
maithili,	মাইচিলি,	মৈথিলি,	
sasharire,	সাসারীর,	সশরীরে,	
nek,	নেক,	নেক,	
pratimar,	প্রতিমার,	প্রতিমার,	
phirati,	ফিরতি,	ফিরতি,	
konorup,	কনুপপ,	কোনরূপ,	
rajtantre,	রাজন্ত্তে,	রাজতন্ত্রে,	
sachetanvabe,	সাচানাতাবে,	সচেতনভাবে,	
felto,	ফেলট,	ফেলত,	
roshider,	রাশিদের,	রশিদের,	
kaansaater,	কাসাটের,	কানসাটের,	
abhigomon,	অভিগমমন,	অভিগমন,	
salmaner,	সল্মানের,	সালমানের,	
mozdoor,	মদ্দর,	মজদুর,	
aqram,	আক্রম,	আকরাম,	
samley,	স্মাললে,	সামলে,	
biswashe,	বিশ্বাসে,	বিশ্বাসে,	
abosane,	অবসানে,	অবসানে,	
notunatwa,	নতুনতত্ব,	নতুনত্ব,	
nagorikra,	নগিরকার,	নাগরিকেরা,	
drissotir,	দৃষ্টির,	দৃশ্যটির,	
gaugee,	গগগি,	গেজ,	
bonoshri,	বনস্রী,	বনশ্রী,	
jaatte,	জাত্বে,	জাতটি,	
ashamarthita,	আসাম্রাতিত,	অসমর্থিত,	
anchalsamuher,	অন্যালচচের,	অঞ্চলসমূহের,	
prabhu,	প্রভা,	প্রভু,	
graambaasi,	গ্রামাসসী,	গ্রামবাসী,	
sorsa,	সর্স,	সোর্স,	
uponeeshod,	উপনশদদ,	উপনিষদ,	
baarbadoj,	বারবাজ,	বার্বাডোজ,	
asietic,	আসিসিকিক,	এশিয়াটিক,	
tolemy,	টলিমি,	টলেমির,	
technocrat,	টেচনক্টার,	টেকনোক্র্যাট,	
kathmandute,	কাঠামানততে,	কাঠমান্ডুতে,	
samany,	সমানি,	সামান্য,	
sathik,	সাঠিক,	সঠিক,	
parq,	পার্ক,	পার্ক,	
chalochchitraeei,	চলচচচ্রাাই,	চলচ্চিত্রেই,	
chaaltaa,	চালতা,	চালতা,	
gandagol,	গণ্গলল,	গন্ডগোল,	
bunot,	বুনত,	বুনট,	
feroza,	ফেরজ,	ফিরোজা,	
janacche,	জানাচচে,	জানাচ্ছে,	
shahabike,	সাহাবিকে,	সাহাবীকে,	
sahooseekotar,	সহসিকতার,	সাহসিকতার,	
duckticketer,	ড্কককেকেটের,	ডাকটিকিটের,	
vabanir,	ভাবনির,	ভবানীর,	
gujab,	গুজব,	গুজব,	
cutie,	কুটিই,	কিউটি,	
dayitto,	দাইত্য,	দায়িত্ব,	
shreechaitanyadeb,	শ্রিক্নানাবাবে,	শ্রীচৈতন্যদেব,	
azibonoer,	অজিবনের,	আজীবনের,	
shulfate,	সুল্টা,	সালফেট,	
elgoridom,	এল্লোদরম,	এলগরিদম,	
palestiner,	পাল্টিশনের,	প্যালেস্টাইনের,	
rahee,	রাহি,	রাহী,	
koyeeri,	কোইইরি,	কোয়েরি,	
cuti,	কুটি,	কিউটি,	
karmosampadon,	কর্ম্মমপনন,	কর্মসম্পাদন,	
durgoto,	দুর্গত,	দূর্গত,	
avetara,	অভেতার,	অবতার,	
gotihin,	গোঠিহন,	গতিহীন,	
tirmizi,	তির্মিমি,	তিরমিজি,	
shaattoki,	সাত্তাকি,	সাত্যকি,	
towbaar,	তববার,	তওবার,	
umedpur,	উম্পপুর,	উমেদপুর,	
bunat,	বুনত,	বুনট,	
hosain,	হসসান,	হোসেইন,	
alaul,	আলুলল,	আলাওল,	
kushumba,	কুশ্বাব,	কুশুম্বা,	
akkaas,	আককাস,	আককাস,	
foreks,	ফর্কেস,	ফরেক্স,	
nirbahey,	নির্বাহে,	নির্বাহে,	
license,	লিইন্সে,	লাইসেন্স,	
cannel,	কন্যনলল,	ক্যানেল,	
naajii,	নাজি,	নাত্সি,	
asociatees,	অস্যাসেটেস,	এসোসিয়েটস,	
estonia,	এস্টানি,	এস্তোনিয়া,	
samrat,	সম্্ত,	সম্রাট,	
parisankhanbid,	পরিষ্নান্বাদী,	পরিসংখ্যানবিদ,	
rahi,	রহহি,	রাহি,	
asamanjashapurna,	আসসাম্পপূপণণ,	অসামঞ্জস্যপূর্ণ,	
gronthotike,	গ্রথনতিকে,	গ্রন্থটিকে,	
flux,	ফ্লুক,	ফ্লাস্ক,	
foloshrutite,	ফল্্রুততততে,	ফলশ্রুতিতে,	
harbur,	হার্বর,	হারবার,	
muktume,	মুক্তমমে,	মাকতুম,	
kathmandutey,	কাঠামানততে,	কাঠমান্ডুতে,	
ghamtaa,	ঘ্মমত,	ঘোমটা,	
solil,	সলললল,	সলিল,	
sazano,	সানান,	সাজানো,	
buth,	বুথ,	বুথ,	
monjhoshtho,	মন্যস্থ,	মঞ্চস্থ,	
august,	অগুস্ট,	আগষ্ট,	
shatodha,	স্তাধ,	শতধা,	
dinifition,	ডিনিনিটিন,	ডেফিনেশন,	
aaziz,	আজজিজ,	আজিজ,	
tennise,	টেনিনিস,	টেনিসে,	
saainyo,	সাইন্য,	সৈন্য,	
anurbor,	অনুর্বর,	অনুর্বর,	
phirth,	ফির্থ,	ফার্থ,	
daebug,	দেবগু,	ডিবাগ,	
chapol,	চাপল,	চপল,	
leadar,	লেডার,	লিডার,	
bosontey,	বস্তে,	বসন্তে,	
nagoriker,	নগরিকের,	নাগরিকের,	
bekey,	বেকে,	বেঁকে,	
abheedhaaneeck,	অভিধনককক,	অভিধানিক,	
ghese,	ঘেস,	ঘেঁষে,	
assaciates,	আস্যাসেসেস,	এসোসিয়েটস,	
ponjjikar,	পান্যিকার,	পঞ্জিকার,	
mukherji,	মুখ্ররী,	মুখার্জী,	
