keke,	কেক,	কেকে,	
dinifition,	ডিনিফিশন,	ডেফিনেশন,	
zeebonjapon,	জীবনাপন,	জীবনযাপন,	
chatoke,	চটোকে,	ছাতকে,	
rautine,	রাউটিন,	রুটিন,	
victar,	ভিক্টার,	ভিক্টর,	
sansthaner,	সংস্থনের,	সংস্থানের,	
obharbheeu,	অভারভিও,	ওভারভিউ,	
bishshasho,	বিশ্বাস,	বিশ্বাসও,	
nesnosh,	নেষ্নো,	নেশনস,	
phokshkon,	ফক্সক,	ফক্সকন,	
chaudhuriyo,	চৌধুরি,	চৌধুরীও,	
mohajote,	মহাজোতে,	মহাজোট,	
omkar,	ওমকার,	ওঙ্কার,	
bhittow,	ভিত্ব,	ভিত্তিও,	
mukhamandal,	মুখমন্ডল,	মুখমণ্ডল,	
prakar,	প্রকার,	প্রকার,	
plato,	প্লটো,	প্লেটো,	
keo,	কিও,	কেও,	
monzhoshtho,	মঞ্যস্থ,	মঞ্চস্থ,	
chaudhurio,	চৌধুরি,	চৌধুরীও,	
eemeergeency,	এমেরজেন্সি,	এমার্জেন্সি,	
teamothi,	তেমোথি,	টিমোথি,	
antarvukto,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
pothon,	পঠন,	পঠন,	
chalochchitragulor,	চলচ্চ্রগুলোর,	চলচ্চিত্রগুলোর,	
orunima,	অরুনিমা,	অরুণিমা,	
foreks,	ফরেক্স,	ফরেক্স,	
khelafatey,	খেলাফাতে,	খেলাফতে,	
baibosthaar,	ব্যবস্থার,	ব্যবস্থার,	
kuarter,	কার্টার,	কোয়ার্টার,	
karmokerer,	কর্মকেরের,	কর্মকারের,	
granthaty,	গ্রন্থাটি,	গ্রন্থটি,	
marmaraa,	মার্ার,	মারমারা,	
cholochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
graambashee,	গ্রামবাসী,	গ্রামবাসী,	
harisher,	হারিশের,	হ্যারিসের,	
nabatamo,	নবতম,	নবতম,	
biplabee,	বিপ্লবী,	বিপ্লবী,	
chalachchitrer,	চলচ্তিরের,	চলচ্চিত্রের,	
twoei,	তুইই,	ত্বকেই,	
pratishthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
barakpur,	বারাকপুর,	বারাকপুর,	
krej,	ক্রেজ,	ক্রেজ,	
jwar,	জ্বর,	জ্বর,	
bunat,	বুনাত,	বুনট,	
udvaboney,	উদ্ভাবনে,	উদ্ভাবনে,	
afzol,	আফজল,	আফজল,	
rk,	এরক,	আরকে,	
she,	সেই,	সে,	
paschimey,	পশ্চিমে,	পশ্চিমে,	
motkey,	মৎকে,	মতকে,	
songbadmadhyome,	সংবাদাধ্যমে,	সংবাদমাধ্যমে,	
seo,	সিও,	সেও,	
hertj,	হার্ট,	হার্জ,	
basalt,	বসলাট,	ব্যাসল্ট,	
eashter,	আস্টের,	ইস্টার,	
tigers,	টাইগার্স,	টাইগার্স,	
shaddhi,	সাদ্ধী,	সাধ্বী,	
codee,	কোড,	কোডে,	
chalkee,	চালকি,	চালকে,	
prokolpeo,	প্রকলপে,	প্রকল্পেও,	
modeltigulo,	মোডেল্টিগোলো,	মডেলগুলো,	
agomoner,	আগমনের,	আগমনের,	
allahabadey,	আল্লাবাদে,	এলাহাবাদে,	
cholochchitrei,	চলচিত্রে,	চলচ্চিত্রেই,	
euroo,	ইউরো,	ইউরো,	
avishangsan,	অভিষংসন,	অভিশংসন,	
shoreef,	শরীফ,	শরিফ,	
bait,	বেট,	বাইট,	
raitasa,	রাইটস,	রাইটস,	
ogrodut,	অগ্রদুত,	অগ্রদূত,	
myakbeth,	ম্যাকবেথ,	ম্যাকবেথ,	
statione,	স্টেশন,	ষ্টেশনে,	
eidaning,	এডনইং,	ইদানীং,	
trup,	ট্রুপ,	ট্রুপ,	
udar,	উদর,	উদর,	
makong,	মাকং,	মেকং,	
korecho,	করেচো,	করেছো,	
noitikatavodh,	নৈতিকাভোধ,	নৈতিকতাবোধ,	
shaarok,	সারক,	স্মারক,	
treebhuj,	ত্রিভুজ,	ত্রিভূজ,	
upobaser,	উপবাসের,	উপবাসের,	
vushito,	ভুষিত,	ভূষিত,	
anish,	আনিশ,	আনিস,	
udiichii,	উদিখি,	উদীচী,	
jolatongko,	জলাতঙ্ক,	জলাতঙ্ক,	
tukrotey,	টুক্রটে,	টুকরোতে,	
natsi,	নাৎসি,	নাত্সি,	
nirorthok,	নির্থক,	নিরর্থক,	
tukrote,	টুক্রটে,	টুকরোতে,	
agam,	আগম,	আগম,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
tonoo,	টনু,	তনু,	
niketoner,	নিকেটনের,	নিকেতনের,	
asocietes,	অসোসিসেস,	এসোসিয়েটস,	
gulen,	গুলেন,	গুলেন,	
barron,	বররণ,	ব্যারন,	
bhorpur,	ভর্পুর,	ভরপুর,	
teenej,	টেনেজ,	টিনেজ,	
tenisa,	টেনিস,	টেনিস,	
sporsher,	স্পোর্শের,	স্পর্শের,	
qanaphliqta,	কনফালিক্ট,	কনফ্লিক্ট,	
daloo,	দালু,	ডালু,	
sahajlabhbhatar,	সহজলভ্তার,	সহজলভ্যতার,	
sunagorik,	সুনাগরিক,	সুনাগরিক,	
ganachiner,	গণছিনের,	গণচীনের,	
behrampurer,	বেহামপুরের,	বহরমপুরের,	
beshirvagei,	বেশিরভাগইই,	বেশিরভাগেই,	
sachetonbhabe,	সেচেতনভাবে,	সচেতনভাবে,	
samley,	সামলে,	সামলে,	
parsher,	পার্সের,	পার্শ্বের,	
saaeda,	সাইড,	সাইদা,	
chittronattokar,	চিত্রনা্যকার,	চিত্রনাট্যকার,	
utshahi,	উত্সাহী,	উৎসাহী,	
prottokkhovabe,	প্রত্যাক্ষভাবে,	প্রত্যক্ষভাবে,	
jaruri,	জরুরী,	জরূরী,	
phaqsa,	ফক্স,	ফক্স,	
shodhon,	সোধন,	শোধন,	
jar,	জার,	জ্বর,	
sausagee,	সৌশগী,	সসেজ,	
saalsa,	সালা,	সালসা,	
chhooti,	ছুটি,	ছুটি,	
alangkoron,	অলংকরণ,	অলঙ্করণ,	
kadam,	কদম,	কদম,	
footonto,	ফুটন্ত,	ফুটন্ত,	
rajnaiteek,	রাজনৈতিক,	রাজনৈতীক,	
kormoyi,	করমই,	কর্মই,	
haphsa,	হাফস,	হাফসা,	
nirobota,	নীরবতা,	নিরবতা,	
hundai,	হান্ডাই,	হুন্দাই,	
norton,	নর্টন,	নর্টন,	
heepatitis,	হেপটিটিস,	হেপাটাইটিস,	
tottenhamer,	তত্তেন্যামের,	টটেনহামের,	
huqar,	হুকার,	হুকার,	
matt,	মাট,	ম্যাট,	
chutir,	চুটির,	ছুটির,	
kalki,	কালকি,	কালকি,	
nothibhukta,	নথিভুক্ত,	নথিভুক্ত,	
ghumachche,	ঘুমাচ্ছে,	ঘুমাচ্ছে,	
granthei,	গ্রান্থই,	গ্রন্থেই,	
kaash,	কাশ,	কাস,	
dera,	ডেরো,	ডেরা,	
nongra,	নংগরা,	নোংরা,	
transhform,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
torunderke,	তরুন্দেরকে,	তরুণদেরকে,	
antorbhuktimulak,	অন্তর্তূতিকূলক,	অন্তর্ভুক্তিমূলক,	
hughkey,	হুঘকে,	হিউজকে,	
robe,	রবে,	রবে,	
juktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
doneta,	ডোনতা,	ডোনাট,	
expression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
ishtara,	ইস্টার,	ইস্টার,	
swarthe,	স্বর্থে,	স্বার্থে,	
informeson,	ইন্ফর্মেশন,	ইনফরমেশন,	
seeramiks,	সিরামিক্স,	সিরামিকস,	
bishwash,	বিশ্বাস,	বিশ্বাস,	
shikarder,	শিকর্ডের,	শিকারদের,	
bedey,	বেদে,	বেদে,	
pitthey,	পিঠে,	পীঠে,	
sommotitey,	সম্মতিতে,	সম্মতিতে,	
armshtrong,	আর্ম্ট্রর্গ,	আর্মস্ট্রং,	
monir,	মনির,	মনির,	
durgondho,	দুর্গন্ধ,	দুর্গন্ধ,	
sajanor,	সাজনোর,	সাজানোর,	
laisensim,	লাইসেন্স,	লাইসেন্সিং,	
jadrel,	যাদরেল,	জাঁদরেল,	
ssumitrar,	সুমিত্রার,	সুমিত্রার,	
jaunatar,	যৌনতর,	যৌনতার,	
pudinn,	পুদিন,	পুডিং,	
gaandas,	গাণ্ডাস,	জ্ঞানদাস,	
vishhnu,	ভিষ্ণু,	বিষ্ণু,	
durgotsave,	দুর্গতভেে,	দুর্গোৎসবে,	
templet,	টেম্পলেট,	টেম্পলেট,	
korkotkraanti,	কর্কত্রান্টি,	কর্কটক্রান্তি,	
bhushito,	ভুষিত,	ভূষিত,	
rahi,	রাহি,	রাহী,	
phareeksa,	ফরেক্স,	ফরেক্স,	
post,	পো্স্ট,	পোষ্ট,	
bhaisoho,	ভাইসহ,	ভাইসহ,	
shringgo,	শৃঙ্গ,	শৃঙ্গ,	
ghoor,	ঘুর,	ঘুর,	
sangbadmadhyamer,	সংবদ্যমধ্যাের,	সংবাদমাধ্যমের,	
jeerusaleema,	জেরুসালাম,	জেরুসালেম,	
elaakaate,	এলাকাতে,	এলাকাতে,	
jibanta,	জীবন্ত,	জীবন্ত,	
korta,	কর্তা,	করতা,	
anchalgulote,	অঞ্চালগুলোতে,	অঞ্চলগুলোতে,	
jhankaar,	ঝাঁকার,	ঝঙ্কার,	
gorjon,	গর্জন,	গর্জন,	
emarjensi,	এমারেজনসি,	এমার্জেন্সি,	
naazee,	নাজী,	নাত্সি,	
zuktorastreo,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রেও,	
depp,	ডেপ,	ডেপ,	
arthurer,	অর্থুরের,	আর্থারের,	
mandape,	মন্ডপে,	মন্ডপে,	
ssikkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
machsaho,	মাচসহ,	মাছসহ,	
atak,	আটাক,	আটক,	
prodiper,	প্রদিপের,	প্রদীপের,	
directarate,	ডিরেক্টরারে,	ডিরেক্টরেট,	
jonosonjog,	জনসন্যগ,	জনসংযোগ,	
torokareer,	তরকারীর,	তরকারীর,	
raitasha,	রাইটস,	রাইটস,	
kalengga,	কলেঙ্গ,	কালেঙ্গা,	
source,	সার্চ,	সোর্স,	
satarko,	সাতার্ক,	সতর্ক,	
peoples,	পিপ্লেস,	পিপলস্,	
laesens,	লেসেনস,	লাইসেন্স,	
iran,	আরান,	ইরান,	
bodhirota,	বধিরতা,	বধিরতা,	
lokeshon,	লোকেশন,	লোকেশন,	
madola,	মদলা,	মাদলা,	
dharavahikbhabey,	ধারাাহিকভাবে,	ধারাবাহিকভাবে,	
dai,	দাই,	ডে,	
gagee,	গেগ,	গেজ,	
homsher,	হমশের,	হোমসের,	
moshzidtir,	মসিদদটির,	মসজিদটির,	
billaho,	বিলোহ,	বিল্লাহ,	
dibate,	দিবতে,	ডিবেট,	
shivraj,	শিবরাজ,	শিবরাজ,	
charger,	চর্গের,	চার্জার,	
ddhake,	ঢাকে,	ঢেকে,	
siramiqs,	সিরামিক্স,	সিরামিকস,	
kandey,	কাঁদে,	কাণ্ডে,	
bondhukey,	বন্ধুকে,	বন্ধুকে,	
pooshti,	পুষ্টি,	পুষ্টি,	
dijeejer,	দিজিজের,	ডিজিজের,	
hari,	হারি,	হরি,	
nobotomo,	নবতম,	নবতম,	
adhito,	অধিত,	অধীত,	
parisankhanvid,	পরিসংখ্যানিদ,	পরিসংখ্যানবিদ,	
bagdhara,	বাগধারা,	বাগধারা,	
nagariker,	নাগরিকের,	নাগরিকের,	
tonu,	টনু,	তনু,	
chalochchitraeeo,	চলচিত্রে,	চলচ্চিত্রেও,	
yankii,	যাংকি,	ইয়াংকি,	
schedule,	স্কেদুলে,	শিডিউল,	
faltu,	ফল্টু,	ফালতু,	
mooldoova,	মুলদোভা,	মলদোভা,	
dibidh,	দিবিধ,	দ্বিবিধ,	
objarvar,	অভজার্বার,	অবজার্ভার,	
patishapta,	পতিশাপ্ত,	পাটিসাপটা,	
sip,	শিপ,	শিপ,	
eshtoniya,	এস্টোনিয়া,	এস্তোনিয়া,	
somoshtigoto,	সমস্তিগত,	সমষ্টিগত,	
serveray,	সার্ভারে,	সার্ভারে,	
sanaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
apoharon,	অপহরণ,	অপহরন,	
prakalpaguli,	প্রকলগগুলি,	প্রকল্পগুলি,	
parbotto,	পর্বত্ত্,	পার্বত্য,	
sukumari,	সুকুমারী,	সুকুমারী,	
karmoke,	কর্মকে,	কর্মকে,	
ekirokom,	একিরকম,	একইরকম,	
jonoshomaj,	জনসমাজ,	জনসমাজ,	
drissogulote,	দৃশ্গগুলোতে,	দৃশ্যগুলোতে,	
kaalniir,	কালনীর,	কালনীর,	
beatleser,	বিটলসের,	বিটলসের,	
adhattik,	আধাযত্বিক,	আধ্যাত্মিক,	
ispredsit,	এস্পেরেশিট,	স্প্রেডশীট,	
