sofir,	শফীর,	সোফির,	
hoomasa,	হোমাস,	হোমস,	
aminool,	এমিনুল,	আমিনুল,	
areek,	এরিক,	আরিক,	
jaak,	জাক,	জাঁক,	
rajshri,	রাজশেরি,	রাজশ্রী,	
letara,	লাইটার,	লেটার,	
popeke,	পপেকে,	পোপকে,	
hori,	হরি,	হরি,	
abotar,	অবতর,	অবতার,	
gare,	গারে,	গোর,	
notey,	নটে,	নোটে,	
heightsh,	হাইটস,	হাইটস,	
retasa,	রেটস,	রাইটস,	
ekaar,	একার,	একার,	
qanasarabheshana,	কনসারেশন,	কনসারভেশন,	
bim,	বিম,	বিম,	
ishahak,	ইসহাক,	ইসাহাক,	
bhalapuka,	ভালপুকা,	ভোলাপুক,	
thore,	দের,	থরে,	
daada,	ডোড,	দাদা,	
mosjidtikey,	মুজজিদটিকে,	মসজিদটিকে,	
ameerika,	আমেরিকা,	আমেরিকা,	
chanje,	চাঞ্জ,	চেঞ্জ,	
sanghitar,	সংঘীতার,	সংহিতার,	
hevy,	হেই,	হেভি,	
pushtir,	পুস্টির,	পুষ্টির,	
rakkhanvag,	রক্ষণভাগ,	রক্ষণভাগ,	
vogni,	ভগ্নী,	ভগ্নী,	
kheley,	খেলে,	খেলে,	
grambashee,	গ্রামবাশী,	গ্রামবাসী,	
daroda,	দররো,	দারদা,	
akshor,	অকরষ,	একশোর,	
myathiou,	ম্যাথিউ,	ম্যাথিউ,	
ekooghore,	একুররে,	একঘরে,	
soource,	সরর্স,	সোর্স,	
awrbit,	অর্বিত,	অরবিট,	
kattor,	কাটর,	কট্টর,	
sollallhoo,	সল্লাল্লু,	সল্লাল্লাহু,	
ekaatto,	একাত্ম,	একাত্ব,	
aidii,	আদি,	আইডিই,	
chalochchitrake,	চলচিচ্রককা,	চলচ্চিত্রকে,	
jeevjontu,	জীবজন্তু,	জীবজন্তু,	
lyandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
pothnirdeshona,	পথ্নিরদেশনা,	পথনির্দেশনা,	
perry,	পেরি,	পেরি,	
koommandar,	কমান্ডার,	কমাণ্ডার,	
dhaloor,	ঢালুর,	ঢালুর,	
abosan,	অবসন,	অবসান,	
evil,	এভেল,	ইভিল,	
vashik,	ভাষিক,	ভাষিক,	
juktorashtrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
bbiswashe,	বিশ্বাসে,	বিশ্বাসে,	
protishtan,	প্রতিস্ঠান,	প্রতিষ্টান,	
yauth,	ইউ,	ইয়ুথ,	
gacher,	গাছের,	গাছের,	
towraat,	ত্যুাাত,	তওরাত,	
nopdikey,	নপ্দিকে,	নদীকে,	
dadader,	দাদাদের,	দাদাদের,	
bard,	বর্ড,	বার্ড,	
expressian,	এক্সপ্রেসেয়ান,	এক্সপ্রেশন,	
bhaangchur,	ভাঙচুর,	ভাংচুর,	
abarte,	আবর্তে,	আবর্তে,	
silvee,	শিলভী,	সিলভি,	
kul,	কুল,	কুল,	
thraugh,	ক্রাউ,	থ্রু,	
naditir,	নদীতীর,	নদীটির,	
difinisian,	ডিফিনিশন,	ডেফিনেশন,	
brittakarey,	বৃত্তকারে,	বৃত্তাকারে,	
residance,	রেসিডান্স,	রেসিডেন্স,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
notunatva,	নতুনত্ব,	নতুনত্ব,	
neemeetto,	নিমেত্ট,	নিমিত্ত,	
jonosonjog,	জনসংজ্য,	জনসংযোগ,	
chintaikari,	ছিনতাইকারী,	ছিনতাইকারী,	
romancha,	রোমাঞ্চা,	রোমাঞ্চ,	
shit,	শীট,	শীত,	
fiks,	ফিক্স,	ফিক্স,	
chhooti,	ছুটি,	ছুটি,	
thetcher,	থেচের,	থ্যাচার,	
spredshiit,	স্প্রদেশি,	স্প্রেডশীট,	
shoccar,	সকার,	সকার,	
muhammad,	মুহাম্মদ,	মুহম্মদ,	
vorodwaj,	ভরমাধযা,	ভরদ্বাজ,	
sachetanatamulok,	সচেনতনমূলক,	সচেতনতামূলক,	
markeetim,	মার্কাইটিং,	মার্কেটিং,	
chashe,	চাষে,	চেস,	
arop,	অরযপ,	আরোপ,	
male,	মেল,	মালে,	
koner,	কোণের,	কনের,	
shnaipara,	স্পাইপার,	স্নাইপার,	
laeshesh,	লেইস,	লাইসেন্স,	
baghdad,	বাঘদাদ,	বাগদাদ,	
moshleh,	মসলে,	মোসলেহ,	
ganochin,	গণোছিন,	গণচীন,	
aminar,	আমিনার,	আমিনার,	
cho,	চো,	ছোঁ,	
ekpaase,	একপাশে,	একপাশে,	
kkhur,	খুর,	ক্ষুর,	
sahojlabhbhatar,	সহজাভভাতার,	সহজলভ্যতার,	
pratiyogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
rakhtokkharone,	রক্তকরণে,	রক্তক্ষরণে,	
attorkite,	আত্ার্কিতে,	অতর্কিতে,	
hattey,	হাঁতে,	হাঁটতে,	
alpoi,	আলপাই,	অল্পই,	
karechi,	করেছি,	করেছি,	
shuchonakal,	সূচনাকাল,	সূচনাকাল,	
byatikromi,	ব্যাতিক্রমী,	ব্যতিক্রমী,	
babylon,	বাবলীন,	ব্যাবিলন,	
obhishangson,	অভিসাংশন,	অভিশংসন,	
khatgosher,	খাজগোষের,	খরগোসের,	
ancholtitey,	আঁচলতিতে,	অঞ্চলটিতে,	
dakope,	ডাকোপে,	দাকোপ,	
jerujalem,	জের্জুলাম,	জেরুজালেম,	
giitikobitar,	গীতিকাবিতার,	গীতিকবিতার,	
shitei,	সাইটেই,	শীতেই,	
pooroheetder,	পুরোহীদের,	পুরোহিতদের,	
sheepha,	শেফ,	শেফ,	
license,	লাইসেন্স,	লাইসেন্স,	
tahalei,	তহলেই,	তাহলেই,	
bbiswash,	বিশ্বাস,	বিশ্বাস,	
jalbe,	জলবে,	জ্বলবে,	
shommoteete,	সম্মতিতে,	সম্মতিতে,	
dakticket,	ডাক্তিকেট,	ডাকটিকিট,	
shyooter,	শ্যুটের,	শ্যুটার,	
shulke,	শুলকে,	শুল্কে,	
motamoto,	মোটামত,	মতামতও,	
komaatei,	কমাতেই,	কমাতেই,	
drishyagulote,	দৃশ্যুগলোতে,	দৃশ্যগুলোতে,	
poste,	পোস্টে,	পোষ্টে,	
dharmantar,	ধর্মনটতর,	ধর্মান্তর,	
nimitte,	নিমিততে,	নিমিত্তে,	
nikataner,	নিকটানের,	নিকেতনের,	
manushtikey,	মানুষিকে,	মানুষটিকে,	
bronje,	ব্রঞ্জে,	ব্রোঞ্জ,	
allubokhara,	অল্লবখারা,	আলুবোখারা,	
romjaner,	রমজানের,	রমযানের,	
maudelke,	মণ্ডেলকে,	মডেলকে,	
korimer,	করিমের,	করিমের,	
bamona,	বমনা,	বামনা,	
drissoke,	দৃশ্যকে,	দৃশ্যকে,	
nirbaha,	নির্বাহ,	নির্বাহ,	
grameroi,	গ্রামারো,	গ্রামেরই,	
shashoto,	শাসতত,	শাশ্বত,	
jaanate,	জানাতে,	জানাতে,	
prokalpagulo,	প্রকালগুলো,	প্রকল্পগুলো,	
neurology,	নিরোলজি,	নিউরোলজি,	
jahara,	জাহরা,	যাহরা,	
projanankaal,	প্রজননকাল,	প্রজননকাল,	
chheelonaa,	ছিলানা,	ছিলনা,	
baagica,	বাগিকা,	বাগিচা,	
sahocorje,	সহকর্যে,	সাহচর্যে,	
ongkita,	অংকিত,	অঙ্কিতা,	
abarto,	অবর্ত,	আবর্ত,	
bhenasha,	ভেনাস,	ভেনাস,	
aswasteekor,	অস্বস্তিকর,	অস্বস্তিকর,	
deepan,	দীপান,	দীপন,	
heze,	হেজে,	হেজ,	
gorjon,	গর্জন,	গর্জন,	
qaferderkey,	কফেরদেরকে,	কাফেরদেরকে,	
minishtarer,	মিনিস্টারের,	মিনিস্টারের,	
kadarer,	কাদারের,	কদরের,	
chalechi,	চলেছি,	চলেছি,	
naazii,	নাজি,	নাত্সি,	
quata,	কোট,	কোটা,	
baipass,	বাইপাস,	বাইপাস,	
besirvagei,	বেশীরভাগেই,	বেশিরভাগেই,	
senabahinikey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
miley,	মিলে,	মাইলে,	
parisankhanbid,	পরিসংখ্যাবীদ,	পরিসংখ্যানবিদ,	
hunayn,	হাউানয়ন,	হুনাইন,	
teestaar,	টেস্টার,	তিস্তার,	
ixprission,	এক্সপ্রেসেন,	এক্সপ্রেশন,	
seat,	সেট,	সিট,	
chilahati,	চিলাহাটি,	চিলাহাটি,	
nirmankaj,	নির্মাণকা,	নির্মাণকাজ,	
shoshoa,	শসা,	শশা,	
chanake,	চানকে,	ছানাকে,	
shefard,	শেফার্ড,	শেফার্ড,	
akramer,	একরামের,	আকরামের,	
shukranu,	শুক্রাণু,	শুক্রানু,	
schalarship,	স্কলারশিপ,	স্কলারশিপ,	
eling,	এলিং,	ইলিং,	
roialti,	রয়েলটি,	রয়্যালটি,	
besharkarikarone,	বেসরকারিকরণে,	বেসরকারিকরণ,	
chet,	চেত,	চ্যাট,	
paksenara,	পকস্নার,	পাকসেনারা,	
antarvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
jerusalem,	জেরুসালেম,	জেরুজালেম,	
monmotho,	মন্মত,	মন্মথ,	
nirabata,	নীরবতা,	নিরবতা,	
sajanor,	সাজানোর,	সাজানোর,	
ghur,	ঘুর,	ঘুর,	
debdebyr,	দেবদীবির,	দেবদেবীর,	
oncholsomuho,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
protizogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
chalachchitra,	চলচিত্র,	চলচ্চিত্র,	
yura,	ইউরা,	ইউরো,	
baman,	বমন,	বামন,	
shhikara,	সিকীরা,	শিকার,	
danakana,	ডানাকোন,	ডানকান,	
chalche,	চলছে,	চলছে,	
songastha,	সংস্থা,	সংস্থা,	
nuhas,	নুহস,	নুহাশ,	
advanshd,	অ্যাডভান্সস,	অ্যাডভান্সড,	
lajiqa,	লাজিকা,	লজিক,	
parikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
chalochchitreer,	চলচিত্রীর,	চলচ্চিত্রের,	
purbancole,	পূর্বানকালে,	পূর্বাঞ্চলে,	
jokrit,	যকৃত,	যকৃৎ,	
vabatarini,	ভবতাটিরীণী,	ভবতারিণী,	
saabbir,	সাব্যীর,	সাব্বির,	
isahak,	ইসহাক,	ইসাহাক,	
jalrang,	জলার,	জলরঙ,	
monjushri,	মঞ্জুসর,	মঞ্জুশ্রী,	
kortaa,	করত,	করতা,	
bafar,	বাফার,	বাফার,	
chaudhurio,	চৌধুরিও,	চৌধুরীও,	
oncholgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
shudden,	সুদ্যেন,	সাডেন,	
siddharther,	সিদ্ধার্থের,	সিদ্ধার্থের,	
saamaanyai,	সামন্াই,	সামান্যই,	
songasthagulo,	সংস্থাগুলো,	সংস্থাগুলো,	
jya,	জ্যা,	জ্যা,	
sangrahok,	সংগ্রহক,	সংগ্রাহক,	
chherechhe,	ছেরেছে,	ছেড়েছে,	
beenis,	বেনিস,	ভেনিস,	
dancan,	দ্যাকচন,	ডানকান,	
rinattok,	ঋণাত্মক,	ঋনাত্মক,	
gandogol,	গণ্ডগল,	গন্ডগোল,	
auttacharer,	অট্তাচারের,	অত্যাচারের,	
devolopar,	ডেভলপার,	ডেভলপার,	
veenus,	ভিনাশ,	ভেনাস,	
dologulo,	দলগুলো,	দলগুলো,	
pooshti,	পুষ্টি,	পুষ্টি,	
arakdal,	আরকদল,	আরেকদল,	
chidrapathe,	চিদ্রপথে,	ছিদ্রপথে,	
clause,	ক্লাউস,	ক্লজ,	
anchaleo,	অঞ্চলেও,	অঞ্চলেও,	
sampadonkari,	সম্পাদকারী,	সম্পাদনকারী,	
ranadip,	রাণাদীপ,	রণদীপ,	
aalaaoler,	আলালের,	আলাওলের,	
noitikota,	নৈতিকতা,	নৈতিকতা,	
mousumti,	মৌসম্তি,	মৌসুমটি,	
tali,	টালি,	তালি,	
falasrutite,	ফলস্রুতিতে,	ফলশ্রুতিতে,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
mojdur,	মজুদর,	মজদুর,	
beshorkarikarone,	বেসরকারিকরণে,	বেসরকারিকরণ,	
gaujano,	গৌজন,	গজানো,	
sachetonbhabe,	সচেতনাভাবে,	সচেতনভাবে,	
bashite,	বশিতে,	বাঁশিতে,	
drishyotir,	দৃশ্যটির,	দৃশ্যটির,	
soundorjyo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
