chirohorit,	চিহরিত,	চিরহরিৎ,	
ottacharito,	অত্চাচারিত,	অত্যাচারিত,	
bishasey,	বিশাসে,	বিশ্বাসে,	
romancho,	রোমাঞ্চ,	রোমাঞ্চ,	
saarbhaarti,	সার্ভারটি,	সার্ভারটি,	
hoteelti,	হটিলটি,	হোটেলটি,	
horipoor,	হরিপুর,	হরিপুর,	
duburyra,	দুবূরীরা,	ডুবুরিরা,	
jetam,	যেটাম,	যেতাম,	
samajeek,	সামাজিক,	সামাজিক,	
projononkal,	প্রজননক্লা,	প্রজননকাল,	
hosney,	হোসে,	হোসনে,	
abhidhaneeck,	আভিধানিক,	অভিধানিক,	
qoda,	কোড,	কোডা,	
sanghar,	সংহর,	সংহার,	
badhadan,	বাধাদন,	বাধাদান,	
nations,	নেশন,	নেশনস,	
manobmoner,	মানবমনের,	মানবমনের,	
ashonka,	আসঙ্কা,	আশংকা,	
ciima,	কিমা,	সীমা,	
braille,	ব্রেল,	ব্রেইল,	
homsher,	হমসের,	হোমসের,	
sinaake,	সিনাকে,	সিনাকে,	
nirbaaho,	নির্বাহ,	নির্বাহ,	
utsahomulak,	উৎসহমমূলক,	উৎসাহমূলক,	
pravritite,	প্রভৃতিতে,	প্রভৃতিতে,	
nirbaho,	নির্বাহ,	নির্বাহ,	
tarkareer,	তরকারীর,	তরকারীর,	
carlosh,	কার্লস,	কার্লোস,	
byatikromi,	ব্যাতিক্রমি,	ব্যতিক্রমী,	
soundarja,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
ancholti,	অঞ্চলতি,	অঞ্চলটি,	
cheph,	চেফ,	শেফ,	
uporitale,	উপরিটালে,	উপরিতলে,	
sikkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
heerani,	হিরানি,	হিরানি,	
sahab,	সাহব,	সাহাব,	
taruner,	তরুনের,	তরুণের,	
provritike,	প্রভৃতিকে,	প্রভৃতিকে,	
tahalo,	তাহালো,	তাহলো,	
laeshesh,	লেসেস,	লাইসেন্স,	
hoole,	হোলে,	হোল,	
maldava,	মালদ্বা,	মলদোভা,	
konan,	কোনান,	কোনান,	
vooter,	ভূটার,	ভোটার,	
sharifer,	শরীফের,	শরিফের,	
idipasha,	এডিপাশ,	ইডিপাস,	
byaboharkarie,	ব্যবহারকারী,	ব্যবহারকারীই,	
meetropalitana,	মিট্রোপালিটান,	মেট্রোপলিটন,	
bhyatikaaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
nandolal,	নন্দোলাল,	নন্দলাল,	
marryir,	মেরির,	ম্যারির,	
kyandi,	ক্যান্ডি,	ক্যান্ডি,	
societykey,	সোকিটেকে,	সোসাইটিকে,	
ashamarthita,	অসামর্থিত,	অসমর্থিত,	
dharabahiker,	ধারাবাহিকের,	ধারাবাহিকের,	
rahh,	রাহ,	রঃ,	
bolbo,	বলবো,	বলবো,	
nirgoon,	নির্গুণ,	নির্গুণ,	
onupater,	অনুপাতের,	অনুপাতের,	
raagei,	রাগেই,	রাগেই,	
byetasamyan,	ব্যাতাসম্যান,	ব্যাটসম্যান,	
iceberg,	ইসেবার্গ,	আইসবার্গ,	
samajik,	সামাজিক,	সামাজিক,	
shibraj,	শিবরাজ,	শিবরাজ,	
elgoridom,	এলোরিডোরম,	এলগরিদম,	
hook,	হোক,	হুক,	
alpai,	আলপাই,	অল্পই,	
avisongson,	অভিসংসন,	অভিশংসন,	
asovarno,	অসবর্ন,	অসবর্ণ,	
jibonto,	জীবন্ত,	জীবন্ত,	
qarima,	করিমা,	করিম,	
novell,	নোভেল,	নভেল,	
deefinishion,	ডিফিনিশন,	ডেফিনেশন,	
sanghorsheek,	সংঘরিক,	সাংঘর্ষিক,	
anchalsamuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
spreadsheet,	স্প্রেডসিট,	স্প্রেডশীট,	
nilkamal,	নিলকমমাল,	নীলকমল,	
phood,	ফুড,	ফুড,	
poscate,	পশ্চাতে,	পশ্চাতে,	
bhittio,	ভিত্তিও,	ভিত্তিও,	
pashan,	পাশান,	পাষাণ,	
jaaluk,	জালুক,	জ্বলুক,	
subader,	সুবাদের,	সুবাদে,	
porissrom,	পরিস্রোম,	পরিশ্রম,	
chalachchitro,	চলচিত্র,	চলচ্চিত্র,	
salapheta,	সালফেট,	সালফেট,	
kalenga,	কলেঙ্গ,	কালেঙ্গা,	
shangstha,	সাংস্থ,	সংস্থা,	
oitijje,	ঐতিজ্যে,	ঐতিহ্যে,	
meghey,	মেঘে,	মেঘে,	
obiyi,	অবিই,	ওবিই,	
chalachchitrei,	চলচিত্রেই,	চলচ্চিত্রেই,	
debdebi,	দেবদেবি,	দেবদেবী,	
kaatbey,	কাটবে,	কাটবে,	
hert,	হার্ট,	হার্ট,	
bbiseshyer,	বিশেষ্যের,	বিশেষ্যের,	
oitijhyer,	ঐতিহ্যের,	ঐতিহ্যের,	
odurey,	অদূরে,	অদুরে,	
prokalpao,	প্রকলপপু,	প্রকল্পও,	
dooborira,	দুবরীরা,	ডুবুরিরা,	
siddharther,	সিদ্ধার্থের,	সিদ্ধার্থের,	
turky,	টুর্কি,	তুর্কি,	
udbhaboker,	উদ্ভাবকের,	উদ্ভাবকের,	
seatey,	সিটে,	সিটে,	
bhalobasake,	ভালোবাসকে,	ভালোবাসাকে,	
jatinkey,	যাতিনকে,	যতীনকে,	
suporichita,	সুপরিচিত,	সুপরিচিত,	
uttar,	উত্তর,	উওর,	
sanaktokaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
sahinsatar,	সহিনসতার,	সহিংসতার,	
estooniya,	এস্টোনিয়া,	এস্তোনিয়া,	
alaol,	আলাল,	আলাওল,	
olpo,	অল্প,	অল্প,	
rabo,	রব,	রব,	
brekathru,	ব্রেকতারু,	ব্রেকথ্রু,	
ganesh,	গেনস,	গণেশ,	
dharabahikvabe,	ধারাবিকভাবে,	ধারাবাহিকভাবে,	
daaloo,	ডালু,	ডালু,	
smarok,	স্মারক,	স্মারক,	
codee,	কোড,	কোডে,	
bhootara,	ভোটার,	ভোটার,	
fasi,	ফাঁসি,	ফাঁসী,	
abheedhanick,	আভিধানিক,	অভিধানিক,	
prottokkhovabe,	প্রত্যোখ্যভাবে,	প্রত্যক্ষভাবে,	
debdebir,	দেবদেবির,	দেবদেবীর,	
upobashii,	উপবাসী,	উপবাসী,	
liceensing,	লিসেন্সিং,	লাইসেন্সিং,	
shreechaitanyadeb,	শ্রীচৈতন্যদেব,	শ্রীচৈতন্যদেব,	
daakteekit,	ডাক্তিকিট,	ডাকটিকিট,	
sunagarik,	সুনাগরিক,	সুনাগরিক,	
sabrakamer,	সবরকমের,	সবরকমের,	
nutan,	নিউটন,	নূতন,	
skolarship,	স্কলারশিপ,	স্কলারশিপ,	
venna,	বেনা,	ভেন্না,	
sathikota,	সথীকতা,	সঠিকতা,	
dholeshwari,	দলেশ্বরী,	ধলেশ্বরী,	
poddhotiteyi,	পদ্ধতিতেই,	পদ্ধতিতেই,	
shkora,	স্কার,	স্কোর,	
anurbar,	অনুর্বর,	অনুর্বর,	
sealvi,	সিলভি,	সিলভি,	
mitar,	মিটার,	মিত্র,	
abheedhaanick,	অভিধানিক,	অভিধানিক,	
badei,	বাদেই,	বাদেই,	
shhip,	শিপ,	শিপ,	
adhyattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
dakteekit,	ডাক্তিকিত,	ডাকটিকিট,	
bolatkar,	বলাকার,	বলাৎকার,	
lendl,	লেন্ড,	লেন্ডল,	
baraak,	বারাক,	বারাক,	
bordhitangso,	বর্ধিতাংশ,	বর্ধিতাংশ,	
oitihyer,	ঐতিহ্যের,	ঐতিহ্যের,	
graambaaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
kanshat,	কাঁসাট,	কানসাট,	
qaferderkey,	কাফেরদেরকে,	কাফেরদেরকে,	
ongkita,	অংকিত,	অঙ্কিতা,	
samanwitabhabe,	সমান্ভিতভাবে,	সমন্বিতভাবে,	
transform,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
jalatanko,	জলাটাঙ্ক,	জলাতঙ্ক,	
rk,	এর্ি,	আরকে,	
amstrang,	অম্ট্রাং,	আর্মস্ট্রং,	
fixing,	ফিকিসিং,	ফিক্সিং,	
horipur,	হরিপুর,	হরিপুর,	
tecnocrat,	টেকনোট্রাট,	টেকনোক্র্যাট,	
bitolser,	বিতলসের,	বিটলসের,	
daroda,	দারোদা,	দারদা,	
moonim,	মুনিং,	মুনিম,	
vaskor,	ভাস্কোর,	ভাস্কর,	
karmakarke,	কর্মকরকে,	কর্মকারকে,	
easter,	ইস্টার,	ইস্টের,	
nagorikra,	নাগরিকরা,	নাগরিকেরা,	
swarther,	স্বর্থের,	স্বার্থের,	
neelkamal,	নিলকমাল,	নীলকমল,	
sampadon,	সম্পাদন,	সম্পাদন,	
shomoshto,	সমস্ত,	সমস্ত,	
barder,	বর্ডার,	বার্ডের,	
trupa,	ট্রুপ,	ট্রুপ,	
partha,	পার্থ,	পার্থ,	
mookhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
chalachchitrogulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
sinakey,	সিনাকে,	সিনাকে,	
khaambaa,	খামবা,	খাম্বা,	
iukyaliptasha,	ইউক্যাল্পিটস,	ইউক্যালিপ্টাস,	
brooklyn,	ব্রকলিন,	ব্রুকলিন,	
pratijogita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
bishshaasho,	বিশ্বাস,	বিশ্বাসও,	
temani,	তেমনি,	তেমনই,	
hajareebag,	হাজররিবাগ,	হাজারিবাগ,	
zubokder,	যুবকদের,	যুবকদের,	
abhidhaner,	অভিধানের,	অভিধানের,	
onurbar,	অনুর্বার,	অনুর্বর,	
ajimpur,	আজিমপুর,	আজিমপুর,	
modhumotii,	মধুমতি,	মধুমতী,	
joruri,	জরুরি,	জরূরী,	
charban,	চারবান,	চর্বন,	
moithili,	মৈথিলি,	মৈথিলি,	
dharmi,	ধর্মি,	ধর্মী,	
nothibhukta,	নথিভূক্ত,	নথিভুক্ত,	
paksenaara,	পাক্সানরা,	পাকসেনারা,	
doonata,	দোনাটা,	ডোনাট,	
milekhanek,	মিলেখনকে,	মাইলখানেক,	
akpashe,	আকপাশে,	একপাশে,	
bharma,	ভার্মা,	ভার্মা,	
bosturoi,	বস্তুরই,	বস্তুরই,	
shangkulaan,	সংকুলান,	সংকুলান,	
stonahenza,	স্তনাহেঞ্জ,	স্টোনহেঞ্জ,	
kkomatei,	কমাতেই,	কমাতেই,	
batikromshali,	ব্যাতিরক্শালালী,	ব্যতিক্রমধর্মী,	
ghoomachhilo,	ঘুমাছিল,	ঘুমাচ্ছিল,	
oorgho,	অর্ঘ,	অর্ঘ্য,	
gajetted,	গেজেট্বেদ,	গেজেটেড,	
shipa,	শিপ,	শিপ,	
bamoni,	বামনি,	বামনী,	
bosantake,	বসন্তকে,	বসন্তকে,	
manikyo,	মাণিক্য,	মানিক্য,	
vortuki,	ভর্তুকি,	ভর্তুকি,	
sangosthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
nickel,	নিকেল,	নিকেল,	
bisheshyer,	বিশেষ্যের,	বিশেষ্যের,	
gajipur,	গাজীপুর,	গাজিপুর,	
sahabike,	সাহাবিকে,	সাহাবীকে,	
sangbadmadhyamgulote,	সংবাদমমভুলোতে,	সংবাদমাধ্যমগুলোতে,	
elaakao,	এলাকাও,	এলাকাও,	
tala,	তোলা,	তালা,	
nirikhe,	নিরিখে,	নিরিখ,	
thakey,	থাকে,	থাকে,	
neshhanasha,	নেশানস,	নেশনস,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
samoshtigato,	সমস্তিগত,	সমষ্টিগত,	
digreer,	ডিগ্রীর,	ডিগ্রির,	
vaisaha,	ভৈইসহ,	ভাইসহ,	
choddo,	ছদ্দ,	চোদ্দো,	
qulim,	কুলিং,	কুলিং,	
shov,	শো,	শো,	
phirth,	ফির্থ,	ফার্থ,	
prasadhoni,	প্রশাধনী,	প্রসাধনী,	
mosjid,	মসজিদ,	মসজিদ,	
nutaner,	নুতানের,	নূতনের,	
lesens,	লেসেন্স,	লাইসেন্স,	
advanshd,	অ্যাডভান্স,	অ্যাডভান্সড,	
jathaarthobhaabe,	যথার্থভাবে,	যথার্থভাবে,	
homeske,	হোমেসকে,	হোমসকে,	
ceramiqs,	সেরিকমিক্স,	সিরামিকস,	
yankee,	যানকি,	ইয়াংকি,	
rajotwa,	রাজত্ব,	রাজত্ব,	
gosthi,	গোষ্ঠী,	গোষ্ঠী,	
mononitoder,	মনোনিতদের,	মনোনীতদের,	
elaakaatike,	এলাকাটিকে,	এলাকাটিকে,	
mehnotti,	মেহন্টি,	মেহনতি,	
