hitaishi,	হিটাইসই,	হিতৈষী,	
ghenshe,	ঘেঁসে,	ঘেঁষে,	
dhormantor,	ধর্মন্তর,	ধর্মান্তর,	
auncholo,	অঞ্চল,	অঞ্চলও,	
jeebonjaapon,	জীবন্যাপন,	জীবনযাপন,	
manhputa,	মাহপুতা,	মনঃপুত,	
adbhut,	আডভাউট,	অদ্ভুত,	
heje,	হেজে,	হেজ,	
sirameeks,	সিরামিক্স,	সিরামিকস,	
pakistanira,	পাকিস্তানীরা,	পাকিস্তানীরা,	
azan,	আজন,	আজান,	
puroheetra,	পুরোহিত্রা,	পুরোহিতরা,	
karecho,	করেছ,	করেছো,	
shulfate,	সুলফাতে,	সালফেট,	
qyathaliqa,	ক্যাথলিকা,	ক্যাথলিক,	
cheerota,	চিরতা,	চিরতা,	
bikaargrasto,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
karle,	করলে,	করলে,	
manbey,	মনবে,	মানবে,	
holding,	হোল্ডিং,	হোল্ডিং,	
sektara,	সেকটার,	সেক্টর,	
songhar,	সংঘার,	সংহার,	
taholo,	তালো,	তাহলো,	
ashociatesh,	অ্যাসিটেট,	এসোসিয়েটস,	
daqten,	ডাকতেন,	ডাকতেন,	
hillse,	হিলসে,	হিলসে,	
jahor,	জাহোর,	জহর,	
janogananar,	জনগণনার,	জনগণনার,	
naubihar,	নৌবিহার,	নৌবিহার,	
lettar,	লেটার,	লেটার,	
mozdoor,	মজদুর,	মজদুর,	
uchchotaro,	উচ্চতর,	উচ্চতর,	
nadnodeer,	নদ্নদির,	নদনদীর,	
nagare,	নগরে,	নগরে,	
armstronz,	আর্মস্ট্রোঞ্জ,	আর্মস্ট্রং,	
sobche,	সবচে,	সবচে,	
suparheiro,	সুপারিরও,	সুপারহিরো,	
chhootir,	ছুটির,	ছুটির,	
harysoner,	হররাসনের,	হ্যারিসনের,	
postake,	পোস্তকে,	পোস্টকে,	
remakri,	রেমক্রি,	রেমাক্রী,	
laiseensee,	লাইসেন্স,	লাইসেন্স,	
monur,	মনুর,	মনুর,	
chaiten,	চাতেন,	চাইতেন,	
uparjaner,	উপাররজনের,	উপার্জনের,	
deenesh,	ডিনেস,	দীনেশ,	
gonosakkhorota,	গণস্বকরত,	গণসাক্ষরতা,	
jerusalem,	জিরুসালম,	জেরুজালেম,	
kodom,	কদম,	কদম,	
panchasjon,	পঞ্চাশজন,	পঞ্চাশজন,	
talgaachh,	তলগাছ,	তালগাছ,	
durotamo,	দুরোতম,	দূরতম,	
candi,	কন্ডি,	ক্যান্ডি,	
chalochchitrei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
gobeshonar,	গবেষণার,	গবেষনার,	
laishensha,	লাইসেন্স,	লাইসেন্স,	
mehnoti,	মেহনটি,	মেহনতি,	
faaj,	ফাঁজ,	ফাজ,	
otyachari,	অট্যাচারী,	অত্যাচারী,	
phiqsim,	ফিক্সিম,	ফিক্সিং,	
germanyteo,	জার্মানিয়েতেও,	জার্মানিতেও,	
sahajlabhbhotar,	সহজাতভভবতার,	সহজলভ্যতার,	
preti,	প্রতি,	প্রিটি,	
nironjon,	নিরঞ্জন,	নিরঞ্জন,	
lainde,	লাইন্ডে,	ল্যান্ডে,	
dajyo,	দাজ্য,	দাহ্য,	
inapharameshana,	ইনফররমেশন,	ইনফরমেশন,	
sahabikey,	সাহাবীকে,	সাহাবীকে,	
mooldoova,	মোলদ্াভা,	মলদোভা,	
bishod,	বিশদ,	বিষদ,	
seconde,	সেকন্ডে,	সেকেন্ডে,	
pachchi,	পাচ্ছি,	পাচ্ছি,	
saddhi,	সাধি,	সাধ্বী,	
naphisa,	নফিস,	নাফিসা,	
durgandha,	দুর্ঘন্ধ,	দুর্গন্ধ,	
sikhbe,	শিখবে,	শিখবে,	
jothon,	যথন,	যথন,	
laboni,	লাবণী,	লাবনী,	
chhatogolper,	ছোটগলপের,	ছোটগল্পের,	
greep,	গ্রীপ,	গ্রিপ,	
artillary,	অ্্টিরলারি,	আর্টিলারি,	
sushikkhar,	সুশিক্ষর,	সুশিক্ষার,	
timur,	তিমুর,	তিমুর,	
deeares,	ডিরেজ,	ডিআরএস,	
nesnos,	নেসন্যস,	নেশনস,	
gaddafee,	গাদ্দাফী,	গাদ্দাফী,	
mukhomondoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
shten,	স্টেন,	স্টেন,	
sobrakomer,	সব্রকমের,	সবরকমের,	
benish,	বেনিশ,	ভেনিস,	
phashtara,	ফস্টর,	ফস্টার,	
byaboharkarike,	ব্যবহারকারিকে,	ব্যবহারকারীকে,	
shasankarta,	শাসনকর্তা,	শাসনকর্তা,	
iran,	আইরন,	ইরান,	
masjidsaha,	মাসদিদসহ,	মসজিদসহ,	
muladee,	মুলাদী,	মুলাদি,	
degreeo,	ডিগ্রীও,	ডিগ্রিও,	
bhandaar,	ভান্ডার,	ভাণ্ডার,	
alpa,	আল্পা,	অল্প,	
bodhirota,	বধিরতা,	বধিরতা,	
nagarikera,	নাগরিকেরা,	নাগরিকেরা,	
saahocorrze,	সাচররযে,	সাহচর্যে,	
morathi,	মারাঠী,	মরাঠি,	
mayily,	মেইলি,	মাইলি,	
grameryi,	গ্রামারই,	গ্রামেরই,	
postay,	পোস্টে,	পোস্টে,	
vromonkaley,	ভ্রমণকালে,	ভ্রমণকালে,	
olimpik,	অলিম্পিক,	অলিম্পিক,	
ralf,	রোল,	রালফ,	
saurse,	সার্স,	সোর্স,	
gabeshanagar,	গবেষণাগার,	গবেষনাগার,	
asamorthito,	অসমর্থিত,	অসমর্থিত,	
gelo,	গেলো,	গেলো,	
abhiyojan,	অভিযোজন,	অভিযোজন,	
tuleche,	তুলেছে,	তুলেছে,	
marmaader,	মার্মাদের,	মারমাদের,	
uter,	উটার,	উটের,	
adorso,	আদর্শ,	আর্দশ,	
bujhleo,	বুঝলেও,	বুঝলেও,	
tinhazar,	তিহহাজার,	তিনহাজার,	
durgotsabe,	দূর্গতসবে,	দুর্গোৎসবে,	
charrjar,	চার্জার,	চার্জার,	
fake,	ফাকে,	ফাকে,	
taunashipa,	টউনশিপ,	টাউনশিপ,	
akmato,	একমত,	একমত,	
jothartho,	যথার্থ,	যথার্থ,	
torunra,	তরুণ্র,	তরুণরা,	
direktareta,	ডিরেক্টররেট,	ডিরেক্টরেট,	
ketechila,	কটেছিল,	কেটেছিল,	
sina,	সিন,	সিনা,	
maladabha,	মলাদা,	মলদোভা,	
choudhurike,	চৌধুরিকে,	চৌধুরীকে,	
aipiela,	আইপিল,	আইপিএল,	
bohudin,	বহুদিন,	বহুদিন,	
manee,	মনে,	মানে,	
markeetim,	মার্কেটিং,	মার্কেটিং,	
naazee,	নাজি,	নাত্সি,	
kolkarkhana,	কলাক্ষণা,	কলকারখানা,	
parkim,	পার্কিম,	পার্কিং,	
bhushito,	ভূসিত,	ভূষিত,	
bhandar,	ভান্ডার,	ভাণ্ডার,	
shatoke,	শততকে,	শতকে,	
rohosyo,	রহস্য,	রহস্য,	
palestinea,	পলল্টিস্নেন,	প্যালেস্টাইনে,	
leder,	লেডার,	লিডার,	
catholic,	কাথলিক,	ক্যাথলিক,	
mandander,	মন্দন্ডের,	মানদণ্ডের,	
lokkheryo,	লোক্ষ্যেরও,	লক্ষেরও,	
tatey,	তাতে,	তাতে,	
amudey,	আমুদে,	আমুদে,	
shkalastic,	স্কলাস্টিক,	স্কলাস্টিক,	
golakritir,	গোলাকৃতির,	গোলাকৃতির,	
hamburgey,	হামবর্গে,	হামবুর্গে,	
keo,	কিও,	কেউ,	
nodiike,	নদীকে,	নদীকে,	
shrishree,	শ্রীশ্রী,	শ্রীশ্রী,	
siima,	সীমা,	সীমা,	
torooner,	তরুণের,	তরুণের,	
shuchonakal,	শুচনাকাল,	সূচনাকাল,	
moldowa,	মলদ্া,	মলদোভা,	
darji,	দর্জি,	দরজি,	
debug,	দেবুগ,	ডিবাগ,	
alpai,	অল্পাই,	অল্পই,	
deelibhara,	ডেলিভার,	ডেলিভার,	
drissogulo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
bayshorkarikarone,	বেসরকারিকরণে,	বেসরকারিকরণ,	
drishyokey,	দৃশ্যকে,	দৃশ্যকে,	
chereche,	চেরেছে,	ছেড়েছে,	
chhutee,	ছুটি,	ছুটি,	
vobotarini,	ভবতারিনী,	ভবতারিণী,	
woter,	ওটার,	ভোটার,	
parqasa,	পার্কস,	পার্কস,	
nironjan,	নিরঞ্জন,	নিরঞ্জন,	
abheedhaanic,	অভিধানিক,	অভিধানিক,	
fulkapi,	ফুলকাপি,	ফুলকপি,	
janoganonar,	জনগণননর,	জনগণনার,	
houstoner,	হাস্তনের,	হিউস্টনের,	
niutrinoo,	নিউট্রিনো,	নিউট্রিনো,	
soshej,	সসেজ,	সসেজ,	
mekong,	মেকাং,	মেকং,	
herfer,	হার্ফের,	হেরফের,	
mat,	ম্যাট,	ম্যাট,	
chotto,	চট্ট,	ছোট্ট,	
soinyo,	সৈন্য,	সৈন্য,	
jibanta,	জীবন্ত,	জীবন্ত,	
juboksoho,	যুবস্ক,	যুবকসহ,	
macbeth,	ম্যাবেথ,	ম্যাকবেথ,	
jonsa,	জনসা,	জোন্স,	
philipiner,	ফিলিপিনের,	ফিলিপাইনের,	
gonokantho,	গণকণ্ঠ,	গণকণ্ঠ,	
cholochchitro,	চলচ্চিত্র,	চলচ্চিত্র,	
don,	ডন,	দোন,	
choudhurir,	চৌধুরির,	চৌধুরীর,	
manushe,	মনুসে,	মানুষে,	
heightsh,	হাইটস,	হাইটস,	
ooipoka,	অইপকা,	উইপোকা,	
khalidke,	খলিদকে,	খালিদকে,	
jyakashana,	জ্যাকশন,	জ্যাকসন,	
kriseenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
songkoloney,	সংকলনে,	সংকলনে,	
treevuj,	ত্রিভুজ,	ত্রিভূজ,	
kyashpar,	ক্যাসপার,	ক্যাসপার,	
abodamoner,	অবদমনের,	অবদমনের,	
kas,	কাস,	কাস,	
soasage,	সোসাগে,	সসেজ,	
shaalehaa,	সালেহা,	সালেহা,	
srichoitonyodeb,	শ্রীচনীতদ্যবে,	শ্রীচৈতন্যদেব,	
tirmiji,	তিরমিযী,	তিরমিজি,	
licenshe,	লাইসেন্সে,	লাইসেন্স,	
bhenise,	ভেনিসে,	ভেনিসে,	
doula,	দাওল,	দৌলা,	
rajtantroke,	রাজন্ত্রকে,	রাজতন্ত্রকে,	
oojbekistan,	উজবেকিস্তান,	উজবেকিস্তান,	
mashtersh,	মাস্টার্স,	মাস্টার্স,	
prapokke,	প্রাপককে,	প্রাপককে,	
mumtaz,	মমতাজ,	মুমতাজ,	
karmake,	কর্মকে,	কর্মকে,	
oedipush,	অেডাপশ,	ইডিপাস,	
natneekey,	নত্নিকে,	নাতনীকে,	
peterer,	পেটারের,	পিটারের,	
ekhaate,	এখাতে,	একহাতে,	
mookhbaundho,	মুখবুন্ধ,	মুখবন্ধ,	
pretti,	প্রেতি,	প্রিটি,	
shkolastic,	স্কলাস্টিক,	স্কলাস্টিক,	
gaphiloti,	গ্যাফিলটি,	গাফিলতি,	
jubokshoho,	যুবক্ষ,	যুবকসহ,	
aiieubi,	অইযাবি,	আইইউবি,	
muhammada,	মুহাম্মদ,	মুহাম্মদ,	
sthapanatir,	স্থপানাটির,	স্থাপনাটির,	
israeler,	ইসরাইলের,	ইসরাঈলের,	
nagarikderkey,	নাগরিকদেরকে,	নাগরিকদেরকে,	
ispreedsheet,	স্প্রেস্্ডেট,	স্প্রেডশীট,	
ponjeekaar,	পঞ্জিকার,	পঞ্জিকার,	
inshtant,	ইন্্ট্ট্ন,	ইনস্ট্যান্ট,	
mawdeel,	মুডেল,	মডেল,	
zibonto,	জীবন্ত,	জীবন্ত,	
kyantana,	ক্যান্টন,	ক্যান্টন,	
granthe,	গ্রন্থে,	গ্রন্থে,	
elakao,	ইলাকাও,	এলাকাও,	
falkati,	ফলকাটি,	ফলকটি,	
anchalgulote,	অঞ্চালগুলোতে,	অঞ্চলগুলোতে,	
hariken,	হারিকেন,	হ্যারিকেন,	
notunatva,	নতুনত্ব,	নতুনত্ব,	
sonaktokaraner,	সনাক্তকাণের,	সনাক্তকরণের,	
samashti,	সমস্তি,	সমষ্টি,	
laga,	লাগো,	লগ,	
zinsa,	জিন্স,	জিন্স,	
mangoleek,	মাঙ্গলিক,	মাঙ্গলিক,	
paikar,	পাইকার,	পাইকার,	
bafal,	বফল,	বিফল,	
brekathru,	ব্রেকাঠ্রু,	ব্রেকথ্রু,	
maszid,	মস্জিদ,	মসজিদ,	
avijojan,	অভিযোজন,	অভিযোজন,	
savanetri,	সভানেত্রী,	সভানেত্রী,	
lajikar,	লাজিকার,	লজিকের,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
yathaarthabhaabe,	যথারথভাবে,	যথার্থভাবে,	
