aatto,	আত্ত্ব,	আত্ম,	
chalkee,	চল্কে,	চালকে,	
osamonjoshyopurno,	অসমান্ত্যরূষ্ত,	অসামঞ্জস্যপূর্ণ,	
naphisa,	নাফসিস,	নাফিসা,	
debdebeer,	দেবদেবীর,	দেবদেবীর,	
konake,	কোণকে,	কণাকে,	
duplee,	ডাপ্লে,	ডুপ্লে,	
kachhakachhi,	কাছকাছি,	কাছাকাছি,	
difinishian,	ডিফিনিশন,	ডেফিনেশন,	
shiropar,	শীরপার,	শিরোপার,	
palkee,	পলকি,	পাল্কি,	
jonomukhee,	জনমুখী,	জনমুখী,	
nikeela,	নিকেলা,	নিকেল,	
tukrotey,	টুক্রতে,	টুকরোতে,	
hedje,	হেদ্,	হেজ,	
dera,	দেরা,	ডেরা,	
rot,	রত,	রত,	
basake,	বসাকে,	বাসাকে,	
nations,	নেশনংস,	নেশনস,	
gatre,	গতত্রে,	গাত্রে,	
nathibhukteer,	নথিকভূতির,	নথিভুক্তির,	
ekatto,	একাত্ত,	একাত্ব,	
gronthotikey,	গ্রন্থাতি,	গ্রন্থটিকে,	
joones,	জোনস,	জোন্স,	
prottokhobhabe,	প্রত্যাখভাবে,	প্রত্যক্ষভাবে,	
overviu,	অভার্ভিয়,	ওভারভিউ,	
bosben,	বসবেন,	বসবেন,	
partha,	পার্থ,	পার্থ,	
muhu,	মুহু,	মুহু,	
ship,	শিপ,	শিপ,	
ardasho,	অর্ডস,	আর্দশ,	
bhramaner,	ভ্রমণের,	ভ্রমণের,	
eshiyatiqa,	এসিয়েটিক,	এশিয়াটিক,	
anis,	আনিস,	আনিস,	
aalaaoler,	আলালের,	আলাওলের,	
lyanding,	ল্যান্ডিং,	ল্যান্ডিং,	
soomitrar,	সুমিত্রার,	সুমিত্রার,	
parikha,	পরীক্ষা,	পরিখার,	
baaik,	বাইক,	বাইক,	
oparogota,	অপরাগত,	অপারগতা,	
chetonagoto,	চেতনগত,	চেতনাগত,	
pana,	পানা,	পানা,	
gaddafee,	গাদ্দলী,	গাদ্দাফী,	
silwar,	সিলভার,	সিলভার,	
baraak,	ব্যারাক,	বারাক,	
aakaabar,	আকাবার,	আকাবার,	
shektore,	শেক্তরে,	সেক্টরে,	
eucalyptushh,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
ancholgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
dharai,	ধারাই,	ধারাই,	
protijogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
diiptii,	দীপ্তি,	ডেপুটি,	
thimke,	থিমকে,	থিমকে,	
institutioner,	ইন্সটিটিউশের,	ইনস্টিটিউশনের,	
mast,	মোস্ট,	মাস্ত,	
chitronattakar,	চিত্রনাট্রার,	চিত্রনাট্যকার,	
ester,	এস্টের,	ইস্টার,	
garner,	গা্্ন্র,	গার্নার,	
santoshpur,	সান্তসুপ্র,	সন্তোষপুর,	
dhhabi,	ঢাবি,	ঢাবি,	
daily,	দেলি,	ডেইলি,	
alsaara,	আল্াার,	আলসার,	
pingna,	পিঙ্গা,	পিংনা,	
moshjidti,	মস্জিদটি,	মসজিদটি,	
banshite,	বাঁশিতে,	বাঁশিতে,	
gavashkar,	গভাসকার,	গাভাস্কার,	
foster,	ফোস্টার,	ফস্টার,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
moonim,	মুনিং,	মুনিম,	
koreemke,	করিমকে,	করিমকে,	
marryir,	মার্রির,	ম্যারির,	
faaj,	ফাজ,	ফাজ,	
monmoth,	মন্মথ,	মন্মথ,	
beekargrasta,	বিকারগাস্ত,	বিকারগ্রস্ত,	
sanaktokaran,	সনাক্তরণ,	সনাক্তকরণ,	
vaabnar,	ভাবাার,	ভাবনার,	
uponeeshod,	উপনিশাদ,	উপনিষদ,	
ponchasjon,	পঞ্চাশ্ঞান,	পঞ্চাশজন,	
dhaloor,	ঢালুর,	ঢালুর,	
kathmandute,	কাঠ্নমুগ্তে,	কাঠমান্ডুতে,	
azimpur,	আজিমপুর,	আজিমপুর,	
kuota,	কুট,	কোটা,	
tinej,	তিনজেজ,	টিনেজ,	
torooner,	তরুণের,	তরুণের,	
mosjidkey,	মস্জীদকে,	মসজিদকে,	
olympic,	অলিম্পিক,	অলিম্পিক,	
pletoo,	প্লেয়,	প্লেটো,	
kormozog,	কর্মযোগ,	কর্মযোগ,	
kaando,	কাঁদ,	কাণ্ড,	
bopoon,	বপুন,	বপন,	
sunagarik,	সুনাগররিক,	সুনাগরিক,	
tennise,	টেনিসে,	টেনিসে,	
peeri,	পেরি,	পেরি,	
iksaprishana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
spencer,	স্প্যান্সের,	স্পেন্সার,	
venis,	ভেনিস,	ভেনিস,	
dephinishion,	ডেফিনিশন,	ডেফিনেশন,	
samabesh,	সমাবেশ,	সমাবেশ,	
herisoner,	হেরিনের,	হ্যারিসনের,	
neutrina,	নিউট্রিয়ান,	নিউট্রিনো,	
parshwer,	পার্শ্বের,	পার্শ্বের,	
qaro,	কারও,	কারো,	
graambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
laaisheesh,	লাইসিস,	লাইসেন্স,	
jillool,	জিল্লুল,	জিল্লুল,	
ekpase,	একপাশে,	একপাশে,	
mitrader,	মিত্রদের,	মিত্রদের,	
gunoman,	গুণমন,	গুণমান,	
ghursen,	ঘুর্সন,	ঘুরেছেন,	
obharbheeu,	অভার্ভিয়,	ওভারভিউ,	
kade,	কেদ,	কোড,	
ranodeep,	রণদীদ,	রণদীপ,	
nilfamarir,	নিলফামারীর,	নীলফামারীর,	
codeguli,	কদেগুলি,	কোডগুলি,	
nathibhooktir,	নথিকভূতির,	নথিভুক্তির,	
gaadha,	গাধধা,	গাধা,	
danaqana,	ডানাকোন,	ডানকান,	
ovisongson,	অভিগস্থান,	অভিশংসন,	
byatasamyan,	ব্যাসম্যান,	ব্যাটসম্যান,	
bedanta,	বেদান্ত,	বেদান্ত,	
lesensa,	লেসন্স,	লাইসেন্স,	
elakasoho,	এলাকাশ,	এলাকাসহ,	
prokolpoti,	প্রকল্পতি,	প্রকল্পটি,	
pattern,	প্যাট্রান,	প্যাটার্ন,	
iston,	স্ট্যান,	স্টোন,	
utsaha,	উত্সাহ,	উৎসাহ,	
porizoner,	পরিজনের,	পরিজনের,	
seeramiks,	সিরাম্ক্স,	সিরামিকস,	
manikya,	মাণিক্য,	মানিক্য,	
maila,	মেলা,	মাইল,	
vastubad,	বস্তুবাদ,	বস্তুবাদ,	
state,	স্টেট,	স্টেইট,	
muhammada,	মুহাম্মাদ,	মুহাম্মদ,	
rah,	রাহ,	রঃ,	
ayantarqatiqa,	অ্যান্টারিকটিক,	অ্যান্টার্কটিকা,	
cheerkoot,	চীরকত,	চিরকুট,	
hert,	হের্ট,	হার্ট,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
hundayi,	হান্ডাই,	হুন্দাই,	
tookroti,	টুকরতি,	টুকরোটি,	
unitshoho,	উনিসসো,	ইউনিটসহ,	
prabhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
ikbalke,	ইকবলেক,	ইকবালকে,	
porishongkhyanbid,	পরিসংখাবিন্ত,	পরিসংখ্যানবিদ,	
modhumotii,	মধুমতী,	মধুমতী,	
niutrino,	নিউট্রিণ,	নিউট্রিনো,	
nothibhukto,	নথিকভূত,	নথিভুক্ত,	
elaakaai,	এলাকাই,	এলাকাই,	
sanghorshik,	সংঘর্ষি,	সাংঘর্ষিক,	
ikbaaler,	ইকাাইের,	ইকবালের,	
sangrahak,	সংগ্রহক,	সংগ্রাহক,	
seebiai,	সেবিয়ই,	সিবিআই,	
loukeekotaa,	লৌকিকতা,	লৌকিকতা,	
eqsapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
shorif,	শরীফ,	শরিফ,	
spashtotai,	স্পষ্টতাই,	স্পষ্টতই,	
kanaflikta,	কনলাইক্স,	কনফ্লিক্ট,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
provura,	প্রভূর,	প্রভুরা,	
bharadwaja,	ভারাজ্যজা,	ভরদ্বাজ,	
carzito,	কার্জিত,	চার্জিত,	
roshider,	রশীদের,	রশিদের,	
proshikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
zohns,	জোন,	জন্স,	
ekjoge,	একজ্গে,	একযোগে,	
udar,	উদার,	উদর,	
durgoto,	দুর্গত,	দূর্গত,	
sthapanar,	স্থাপনর,	স্থাপনার,	
soomita,	সুমিত,	সুমিতা,	
dormitory,	ডরমেটরি,	ডরমিটরি,	
janmaat,	জন্মাত,	জন্মাত,	
chedon,	ছেদন,	ছেদন,	
mittrer,	মিত্রের,	মিত্রের,	
totokhon,	ততক্ষণ,	ততক্ষন,	
gaziipur,	গাজীপুর,	গাজীপুর,	
gonosochetonota,	গণস্কাতনেত,	গণসচেতনতা,	
bagdader,	বাগদাদের,	বাগদাদের,	
bilati,	বিলাটি,	বিলাতী,	
atiteo,	আটিতে,	অতীতেও,	
expresion,	এক্সপ্রেশন,	এক্সপ্রেশন,	
safalyer,	সফল্যের,	সাফল্যের,	
tarbine,	তার্বিণে,	টারবাইন,	
sambhabanaow,	সম্ভাবনয,	সম্ভবনাও,	
korimer,	করিমের,	করিমের,	
edmeeral,	এডমেরাডল,	এডমিরাল,	
prapoker,	প্রাপকের,	প্রাপকের,	
gazeetteed,	গাজেতিয়েড,	গেজেটেড,	
beeseshyer,	বিশেষ্যের,	বিশেষ্যের,	
udbodhoni,	উদ্ধধনী,	উদ্বোধনী,	
qyapasula,	ক্যাপোশল,	ক্যাপসুল,	
grambaseeo,	গ্রাম্বেস,	গ্রামবাসীও,	
vumir,	ভূমির,	ভূমির,	
shikkharrthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
gatee,	গেট,	গ্যেটে,	
bhushi,	ভুষী,	ভুষি,	
bhittitei,	ভিত্তেই,	ভিত্তিতেই,	
bem,	বেম,	বিম,	
vaisoho,	ভৈশহ,	ভাইসহ,	
konrup,	কোনরূপ,	কোনরূপ,	
ebhara,	এভারা,	এভার,	
shikshakbrindo,	শিক্ষাবৃদ্দ,	শিক্ষকবৃন্দ,	
protijogider,	প্রতিযোগিদের,	প্রতিযোগীদের,	
daaraa,	দারা,	দারা,	
lotheeran,	লথিরা,	লুথেরান,	
nabotom,	নবতম,	নবতম,	
times,	টাইমস,	টাইমস্,	
biharey,	বিহারে,	বিহারে,	
chomski,	চমমকী,	চমস্কি,	
paner,	পানের,	পনের,	
abarto,	আবারত্য,	আবর্ত,	
danober,	দানবের,	দানবের,	
ganakantho,	গণকান্ত,	গণকণ্ঠ,	
munshi,	মুনশী,	মুন্সী,	
gatirodh,	গতিরোধ,	গতিরোধ,	
shommoteete,	সম্মতিতে,	সম্মতিতে,	
chainge,	চেঞ্গে,	চেঞ্জ,	
teenisa,	টেনিস,	টেনিস,	
majuter,	মাজাতের,	মজুতের,	
chaalabi,	চালাবি,	চালাবে,	
gaiche,	গেছে,	গাইছে,	
parikkhateo,	পরীক্ষাতে,	পরীক্ষাতেও,	
shasankorta,	শাসনক্রাত,	শাসনকর্তা,	
itemer,	ইতামের,	আইটেমের,	
itastata,	ইতাস্ততা,	ইতস্ততঃ,	
besur,	বেশর,	বেসুর,	
porizon,	পরিজ্ন,	পরিজন,	
sahabike,	সহহাবিকে,	সাহাবীকে,	
chhotogolpe,	ছোটোগলতে,	ছোটগল্পে,	
kkompito,	কম্পিত,	কম্পিত,	
licencedhari,	লিকেন্সারি,	লাইসেন্সধারী,	
satarko,	সাতারক,	সতর্ক,	
padee,	পদদি,	পাড়ে,	
siropar,	শিরাপার,	শিরোপার,	
naniir,	নানীর,	নানীর,	
temon,	টেমন,	তেমন,	
sangbadmadhyamgulote,	সংবাদ্য্াধিলতা,	সংবাদমাধ্যমগুলোতে,	
somraat,	সম্রত,	সম্রাট,	
ashshociatesh,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
onnkita,	অনককিত,	অঙ্কিতা,	
jolatongko,	জলাতঙ্ক,	জলাতঙ্ক,	
ekaar,	একার,	একার,	
bishod,	বিশদ,	বিষদ,	
capsule,	ক্যাপলুল,	ক্যাপসুল,	
soshej,	সোেজ,	সসেজ,	
serverey,	সার্ভারে,	সার্ভারে,	
chhatogolper,	ছোটোগল্রের,	ছোটগল্পের,	
palestiner,	পললস্তিনের,	প্যালেস্টাইনের,	
necker,	নেককের,	নেকের,	
bhogiroth,	ভগগীরথ,	ভগীরথ,	
noitikbhabe,	নৈতিভাবে,	নৈতিকভাবে,	
korkotkraantee,	কর্কট্যাকারীত,	কর্কটক্রান্তি,	
eemarjeensi,	এমার্জনেস,	এমার্জেন্সি,	
