nesnos,	নেন্নস,	নেশনস,	
jyoistho,	জৈযুষ্ঠ,	জ্যৈষ্ঠ,	
nabom,	নবম,	নবম,	
sqora,	স্করা,	স্কোর,	
uru,	ঊরু,	উরু,	
uponeeshod,	উপনিশদ,	উপনিষদ,	
saseza,	সাসেজ,	সসেজ,	
komandar,	কমান্ডার,	কমাণ্ডার,	
enamel,	এনামেল,	এনামেল,	
retasa,	রেটস,	রাইটস,	
janate,	জানতে,	জানাতে,	
dacop,	ডাকোপ,	দাকোপ,	
obeekol,	অবিকল,	অবিকল,	
ivil,	এভিল,	ইভিল,	
ostad,	ওস্তাদ,	ওস্তাদ,	
texuser,	টেকাসের,	টেক্সাসের,	
chhaai,	ছাই,	ছাই,	
pulse,	পুলসে,	পালস,	
bhaibonder,	ভাইবন্দের,	ভাইবোনদের,	
sobche,	সবছে,	সবচে,	
pannee,	পাণনী,	পন্নী,	
khappar,	খ্যাপার,	খপ্পর,	
taitela,	টাইটেল,	টাইটেল,	
gatibege,	গ্যাতিবেগে,	গতিবেগে,	
muhammada,	মুহাম্মা,	মুহাম্মদ,	
qaferder,	কাফফরদের,	কাফেরদের,	
udar,	উদার,	উদর,	
naper,	নাপের,	ন্যাপের,	
sakar,	শকার,	সকার,	
chotto,	ছট্ট,	ছোট্ট,	
rahee,	রাহি,	রাহী,	
gemser,	গেমসের,	জেমসের,	
daakten,	ডাকতেন,	ডাকতেন,	
estaniya,	এস্টেনিয়া,	এস্তোনিয়া,	
aabarte,	আবরতে,	আবর্তে,	
transformaarer,	ট্রান্সফর্মার,	ট্রান্সফরমারের,	
ghesa,	ঘেস,	ঘেঁষা,	
nations,	নেটন্স,	নেশনস,	
noitikbhabe,	নৈতিকভাবে,	নৈতিকভাবে,	
shommotir,	সম্মটির,	সম্মতির,	
rajotwa,	রাজত্ব,	রাজত্ব,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
shangkulan,	শংক্লুন,	সংকুলান,	
orthoneeti,	অর্থনীটি,	অর্থনীতির,	
oviyojan,	অভিযোজন,	অভিযোজন,	
jess,	জেস,	জেস,	
konisttha,	কনিষ্ঠা,	কনিষ্ঠ,	
bona,	বোনা,	বোনা,	
thaken,	থাকেন,	থাকেন,	
nirbaaho,	নির্বাহ,	নির্বাহ,	
up,	উপ,	আপ,	
nartakike,	নার্টাকিকে,	নর্তকীকে,	
bimata,	বিমততা,	বিমাতা,	
ivir,	আইভির,	এভার,	
graambasee,	গ্রামবাসী,	গ্রামবাসী,	
dinnar,	ডিন্নার,	ডিনার,	
arthoneeti,	অর্থনীটি,	অর্থনীতির,	
doobhara,	দোভার,	ডোভার,	
manjurul,	মঞ্জুরুল,	মনজুরুল,	
jesa,	জেস,	জেস,	
residance,	রেসিডাঁস,	রেসিডেন্স,	
orunima,	অরুনিমা,	অরুণিমা,	
chalke,	চালকে,	চালকে,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
pleta,	প্লেট,	প্লেট,	
amstrong,	আমস্ট্রাং,	আর্মস্ট্রং,	
nagorikke,	নাগরিককে,	নাগরিককে,	
agora,	আগোরা,	আগোরা,	
musalmanyi,	মুসালমানী,	মুসলমানই,	
dhyanostha,	ধ্যানস্থা,	ধ্যানস্থ,	
sulphate,	সালফাট,	সালফেট,	
kloj,	ক্লোজ,	ক্লজ,	
armstrang,	আর্মট্রাং,	আর্মস্ট্রং,	
digrir,	ডিগ্রীর,	ডিগ্রির,	
kada,	কাদা,	কোডা,	
lendal,	লেন্ডল,	লেন্ডল,	
bronze,	ব্রঞ্জ,	ব্রোঞ্জ,	
korkotkranti,	কর্কক্রানটি,	কর্কটক্রান্তি,	
sanaktokaroner,	সনাক্তকরণের,	সনাক্তকরণের,	
shithilatar,	সিথিলতার,	শিথিলতার,	
kolahal,	কোলাহল,	কোলাহল,	
aaireshe,	আইরেশে,	আইরেসে,	
bibad,	বিবাদ,	বিবাদ,	
batsmanei,	বাসসমানে,	ব্যাটসম্যানই,	
bayi,	বাই,	বাঈ,	
jibanta,	জীবন্ত,	জীবন্ত,	
shikkhakbrindo,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
uttor,	উত্তোর,	উওর,	
bujhechilo,	বুঝেছিল,	বুঝেছিল,	
upobaasee,	উপবাসী,	উপবাসী,	
chomsky,	চমসকি,	চমস্কি,	
chaiten,	চাইতেন,	চাইতেন,	
yaak,	যাক,	ইয়াক,	
dephinision,	ডেফিনিশন,	ডেফিনেশন,	
jatharthobhabe,	যথার্থভাবে,	যথার্থভাবে,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
shkolashtik,	স্কলাস্তিক,	স্কলাস্টিক,	
naraphoka,	নরফক,	নরফোক,	
paddhatiteo,	পদ্ধতিতেও,	পদ্ধতিতেই,	
ayantarqatiqa,	আন্টার্টিক,	অ্যান্টার্কটিকা,	
protijogitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
noditir,	নদীতীর,	নদীটির,	
kaatbey,	কাটবে,	কাটবে,	
dito,	দিত,	দিতো,	
sukkho,	সূক্ষ্ম,	সুক্ষ্ম,	
cakee,	কেক,	কেকে,	
shikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
shalook,	শালুক,	শালুক,	
niropekkhotaar,	নিরপেক্ষতার,	নিরপেক্ষতার,	
oojbekistan,	ওজবেকিস্তান,	উজবেকিস্তান,	
angshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
ebham,	এভাম,	ইভিএম,	
hooq,	হোক,	হুক,	
pharna,	ফার্ন,	ফার্ন,	
naitikbhabey,	নাইতিকভাবে,	নৈতিকভাবে,	
favourite,	ফফউরিতে,	ফেভারিট,	
cholocchitrer,	চালচিত্রের,	চলচ্চিত্রের,	
aarke,	আরকে,	আরকে,	
hatodaridra,	হততারিদ্রা,	হতদরিদ্র,	
croak,	ক্রোক,	ক্রোক,	
atorkite,	আটর্কিটে,	অতর্কিতে,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
baard,	বার্ড,	বার্ড,	
deraa,	ডেরা,	ডেরা,	
jeebonto,	জীবন্ত,	জীবন্ত,	
coshon,	কোষন,	চোষণ,	
bhoolapuka,	ভুলাপুকা,	ভোলাপুক,	
udbodhane,	উদ্বোধনে,	উদ্বোধনে,	
jaanate,	জানাতে,	জানাতে,	
haris,	হ্যারিস,	হ্যারিস,	
shikshakbrinda,	শিক্ষাকবৃন্দ,	শিক্ষকবৃন্দ,	
rohasyer,	রাহস্যের,	রহস্যের,	
besirbhaagi,	বেশীরভাগই,	বেশিরভাগই,	
jaater,	জাতের,	জাতের,	
gauge,	গৌগ,	গেজ,	
prokolpow,	প্রকল্প,	প্রকল্পও,	
dokanei,	দোকানেই,	দোকানেই,	
lesens,	লেসেন্স,	লাইসেন্স,	
damdor,	দমমদর,	দামদর,	
harisoner,	হারিসনের,	হ্যারিসনের,	
jaaluk,	জালুক,	জ্বলুক,	
durgandha,	দূর্গন্ধ,	দুর্গন্ধ,	
utsahamulok,	উৎসাহামূলক,	উৎসাহমূলক,	
kinto,	কিন্তো,	কিনত,	
ameriqa,	অ্যামেরিকা,	আমেরিকা,	
elakao,	এলাকোও,	এলাকাও,	
stona,	স্তোনা,	স্টোন,	
akhando,	এখন্দ,	অখন্ড,	
pathkrom,	পাঠক্রম,	পাঠক্রম,	
muhit,	মুহিত,	মুহিত,	
raktaksharaney,	রক্তক্রণে,	রক্তক্ষরণে,	
sourse,	সোর্সে,	সোর্স,	
shiropadhari,	শিরপাধারী,	শিরোপাধারী,	
itostatah,	ইতত্ততহ,	ইতস্ততঃ,	
basinay,	ব্যাসিনে,	বেসিনে,	
qyandi,	ক্যান্ডি,	ক্যান্ডি,	
model,	মোডেল,	মডেল,	
natniike,	নত্নীকে,	নাতনীকে,	
ganoporibahaner,	গণপরিবাহনের,	গণপরিবহনের,	
rayalty,	র্যালটি,	রয়্যালটি,	
disni,	ডিসনি,	ডিজনী,	
licenser,	লিসেন্সের,	লাইসেন্সের,	
brindaaboner,	ব্রিন্বানের,	বৃন্দাবনের,	
chaaltaa,	চালতা,	চালতা,	
vaibonera,	ভাইবনেরা,	ভাইবোনেরা,	
edaning,	এডানিং,	ইদানিং,	
torunderke,	তারুন্দকে,	তরুণদেরকে,	
suparahira,	সুপারাহীরা,	সুপারহিরো,	
meghachchanno,	মেঘাছ্যন্,	মেঘাচ্ছন্ন,	
oxfordey,	অক্সফোর্ডে,	অক্সফোর্ডে,	
atmobishvashi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
loukeek,	লৌকিক,	লৌকিক,	
tigar,	টিগার,	টাইগার,	
chalechi,	চলেছি,	চলেছি,	
juktarashtreo,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রেও,	
krema,	ক্রেম,	ক্রাইম,	
aalaa,	আলা,	আলা,	
sthaponagulo,	স্থাপনগুলো,	স্থাপনাগুলো,	
konruup,	কনরূপ,	কোনরূপ,	
sone,	সোনে,	সনে,	
maile,	মেলে,	মাইলি,	
tokei,	তোকেই,	ত্বকেই,	
dibya,	দিব্য,	দিব্যা,	
judge,	জজ,	জাজ,	
mach,	মাচ,	মাছ,	
somoodrotote,	সমুদ্রতে,	সমুদ্রতটে,	
bikargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
irana,	ইররন,	ইরান,	
byatikromi,	ব্যাতিক্রমী,	ব্যতিক্রমী,	
teto,	তেতো,	তেতো,	
duuma,	ডুমা,	দুমা,	
beetloser,	বিটলসের,	বিটলসের,	
barakpur,	ব্যারাকপুর,	বারাকপুর,	
dharavassyokar,	ধারাবস্যকার,	ধারাভাষ্যকার,	
cocaine,	কোকেন,	কোকেইন,	
nirarthak,	নিরার্থক,	নিরর্থক,	
gate,	গেট,	গ্যেটে,	
mahibur,	মাহিবুর,	মহিবুর,	
scare,	স্কের,	স্কোর,	
parikhar,	পারীখার,	পরিখার,	
adhunikkale,	আধুনিককালে,	আধুনিককালে,	
orbit,	অর্বিত,	অরবিট,	
votar,	ভোটার,	ভোটার,	
banduk,	বান্দুক,	বন্দুক,	
prapokke,	প্রপককে,	প্রাপককে,	
gambasi,	গম্বাসী,	গ্রামবাসী,	
ekghare,	একঘারে,	একঘরে,	
udbhabaney,	উদ্ভবনে,	উদ্ভাবনে,	
prokare,	প্রকারে,	প্রকারে,	
ancholsaho,	আঞ্চলসহ,	অঞ্চলসহ,	
ghurte,	ঘুরটে,	ঘুরতে,	
fall,	ফল,	ফল,	
bishshaasho,	বিশ্বাস,	বিশ্বাসও,	
servere,	সের্ভারে,	সার্ভারে,	
satarkobhabe,	সত্রকভাবে,	সতর্কভাবে,	
monjooshree,	মঞ্জুস্বরী,	মঞ্জুশ্রী,	
mukhmondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
dola,	দলা,	দলা,	
muhammader,	মুহাম্মাদের,	মুহম্মদের,	
shikkhao,	শিক্ষাও,	শিক্ষাও,	
peto,	পেতো,	পেত,	
damodar,	দামোদর,	দামদর,	
sosar,	সসার,	সকার,	
elaakati,	এলাকাটি,	এলাকাটি,	
bondiira,	বন্দীরা,	বন্দীরা,	
konphlikt,	কাফলিক্ট,	কনফ্লিক্ট,	
buffer,	বাফার,	বাফার,	
motabolombiira,	মতাবলম্বীরা,	মতাবলম্বীরা,	
oncholke,	অঞ্চলকে,	অঞ্চলকে,	
karmoke,	করমকে,	কর্মকে,	
utsahomulak,	উৎসাসমূলক,	উৎসাহমূলক,	
laishensh,	লাইসেন্স,	লাইসেন্স,	
oholla,	হহলা,	অহল্যা,	
fatakasto,	ফতকাসত্ট,	ফাটাকেষ্ট,	
ganjana,	গঞ্জনা,	গঞ্জনা,	
phutanto,	ফুতান্ত,	ফুটন্ত,	
gatirodh,	গতিরোধ,	গতিরোধ,	
daakticket,	ডাকটিকেট,	ডাকটিকিট,	
iub,	ইউব,	আইইউবি,	
tochhnoch,	তচ্নচ,	তছনছ,	
install,	ইনস্টল,	ইন্সটল,	
vishad,	বিশা,	বিষদ,	
sakshatkarer,	সাক্ষাতকারের,	সাক্ষাৎকারের,	
shiniyara,	সিনিয়ার,	সিনিয়র,	
lajikar,	লাজিকার,	লজিকের,	
oncholeo,	অঞ্চলেও,	অঞ্চলেও,	
shhip,	শীপ,	শিপ,	
gobhornorer,	গভর্নরের,	গভর্ণরের,	
biswashe,	বিশ্বাসে,	বিশ্বাসে,	
shangstha,	সংংস্থা,	সংস্থা,	
mahajote,	মহাজতে,	মহাজোট,	
ramonar,	রমনার,	রমনার,	
bishnuu,	বিষ্ণু,	বিষ্ণু,	
snaipara,	স্নাইপার,	স্নাইপার,	
janes,	জনেস,	জোন্স,	
byabaharkareei,	ব্যবহারকারী,	ব্যবহারকারীই,	
mausumei,	মাসুমেই,	মৌসুমেই,	
motabolambira,	মতাবলম্বীরা,	মতাবলম্বীরা,	
