suiti,	স্যুটি,	সুইটি,	
thar,	থের,	থর,	
colahol,	কলাহল,	কোলাহল,	
madhobike,	মাধবীকে,	মাধবীকে,	
thakte,	থাকতে,	থাকতে,	
miley,	মিলে,	মাইলে,	
vobani,	ভবানী,	ভবানী,	
obie,	অবি,	ওবিই,	
ghaghat,	ঘঘঘট,	ঘাঘট,	
graambaasir,	গ্রামবাসীর,	গ্রামবাসীর,	
daaun,	দাউন,	ডাউন,	
kobootorer,	কবোরের,	কবুতরের,	
fal,	ফল,	ফল,	
samaveshke,	সমভেষকে,	সমাবেশকে,	
pyore,	প্যোরে,	পিওর,	
gabeshokgon,	গবেষকগণ,	গবেষকগণ,	
anhu,	আঁহু,	আনহু,	
prokalpeo,	প্রকল্পে,	প্রকল্পেও,	
dibya,	দিব্য,	দিব্যা,	
sirameeks,	সিরামেক্স,	সিরামিকস,	
natniike,	নাটনীকে,	নাতনীকে,	
muladee,	মুলাদী,	মুলাদি,	
samle,	সামলে,	সামলে,	
shithilota,	সিথিলতা,	শিথিলতা,	
chalachchitra,	চলচিত্র,	চলচ্চিত্র,	
adhuna,	অধুনা,	অধুনা,	
nikater,	নিকটের,	নিকটের,	
disni,	ডিজনি,	ডিজনী,	
venom,	ভিনোম,	ভেনম,	
prettii,	প্রেত্বী,	প্রিটি,	
ekla,	একলা,	একলা,	
aanaan,	আনান,	আনান,	
bahjya,	বাহ্য,	বাহ্য,	
bhenasa,	ভেনস,	ভেনাস,	
qyantana,	ক্যান্টন,	ক্যান্টন,	
drishi,	দৃষ্যি,	দৃশ্যই,	
batikromee,	ব্যাতিক্রমী,	ব্যতিক্রমী,	
wenom,	ভইনোম,	ভেনম,	
dhalur,	ঢালুর,	ঢালুর,	
sudhuyi,	সুধুই,	শুধুই,	
chalachchitreo,	চলচ্চিত্রে,	চলচ্চিত্রেও,	
prakar,	প্রকার,	প্রকার,	
manushtikey,	মানুষটিকে,	মানুষটিকে,	
awatar,	আওতার,	অবতার,	
prapokkey,	প্রাপকে,	প্রাপককে,	
petrol,	পেট্রোল,	পেট্রোল,	
charjito,	চারজিত,	চার্জিত,	
elahabade,	এলাহাবাদে,	এলাহাবাদে,	
khaamba,	খাম্বা,	খাম্বা,	
jhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
orbeet,	অর্বিত,	অরবিট,	
kormoyi,	করমই,	কর্মই,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
franco,	ফ্রাঙ্ক,	ফ্রাঙ্কো,	
taunashhipa,	টান্সশপপ,	টাউনশিপ,	
shalapheta,	সালফেট,	সালফেট,	
temonbhabe,	তেমনভাবে,	তেমনভাবে,	
injil,	ইঞ্জেল,	ইঞ্জিল,	
jyeshtha,	জ্যেষ্ঠ,	জ্যেষ্ঠা,	
venishh,	ভেনিস,	ভেনিস,	
rot,	রত,	রত,	
yaach,	যাচ,	ইয়াক,	
chaalaabi,	চালাবি,	চালাবে,	
somabesh,	সমাবেশ,	সমাবেশ,	
pratiyogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
neutrinoo,	নিউট্রিনো,	নিউট্রিনো,	
jacksoner,	জাকসনের,	জ্যাকসনের,	
pattern,	প্যাটার্ন,	প্যাটার্ন,	
jerusalem,	জেরুসামেল,	জেরুজালেম,	
ramantic,	রোমান্টিক,	রোমান্টিক,	
bonovumi,	বনভূমি,	বনভূমি,	
bharadwaja,	ভারদ্যজা,	ভরদ্বাজ,	
paner,	পানের,	পানের,	
obharbheeu,	অভ্রভী,	ওভারভিউ,	
mookhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
nagarikra,	নাগরিকরা,	নাগরিকরা,	
antarvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
shyooter,	শ্যুতের,	শ্যুটার,	
carloos,	কার্লস,	কার্লোস,	
kokeyin,	কোকেইন,	কোকেইন,	
bbiswash,	বিশ্বাস,	বিশ্বাস,	
aqram,	একরাম,	আকরাম,	
bard,	বার্ড,	বার্ড,	
jawhar,	জাহর,	জহর,	
roktokkoron,	রক্তকরণ,	রক্তক্ষরণের,	
dweepgoolotey,	দ্বিপুুলোতে,	দ্বীপগুলোতে,	
shatokeo,	শতকেও,	শতকেও,	
patjata,	পাজজাতা,	পাটজাত,	
jaatti,	জাতটি,	জাতটি,	
sumee,	সামি,	সুমি,	
bonvumite,	বনভূমিতে,	বনভূমিতে,	
joneetey,	জোনিতে,	যোনীতে,	
chalai,	চালাই,	চালাবে,	
manbey,	মানবে,	মানবে,	
dibeeta,	দিবিতা,	ডিবেট,	
protimar,	প্রতিমার,	প্রতিমার,	
votarer,	ভোটরের,	ভোটারের,	
hundayi,	হান্ডে,	হুন্দাই,	
toufiq,	তৌফিক,	তৌফিক,	
qonfliqt,	কনফিল্ক,	কনফ্লিক্ট,	
siqar,	সিকার,	শিকার,	
thelyanda,	থেলন্যান্ডা,	থাইল্যান্ড,	
bhenisa,	ভেনিস,	ভেনিস,	
shatoker,	শতকের,	শতকের,	
difinishian,	ডিফিনিশন,	ডেফিনেশন,	
zack,	জক,	জ্যাক,	
dhanyi,	ধানই,	ধন্যি,	
gananatya,	গণনাত্য,	গণনাট্য,	
phoksher,	ফক্সের,	ফক্সের,	
loukik,	লৌকিক,	লৌকিক,	
parikhar,	পরিক্ষার,	পরিখার,	
nagorik,	নাগরিক,	নাগরিক,	
atmabishvashi,	আত্মবিশাসী,	আত্মবিশ্বাসী,	
bhogiroth,	ভগিরথ,	ভগীরথ,	
easter,	ইস্টার,	ইস্টের,	
juktorashtrasaha,	যুক্তরাস্রাস,	যুক্তরাষ্ট্রসহ,	
chhatta,	ছট্ট,	ছোট্ট,	
durga,	দুর্গা,	দুর্গ,	
neshanasa,	নেশনা,	নেশনস,	
emargency,	এমেরগেন্স,	এমার্জেন্সি,	
wictor,	ভিক্টর,	ভিক্টর,	
maradeho,	মারাদেহ,	মরদেহ,	
harja,	হার্জ,	হার্জ,	
modelti,	মডেলটি,	মডেলটি,	
soommita,	সুমিত,	সুমিতা,	
bbiswashke,	বিশ্বাসকে,	বিশ্বাসকে,	
welaqama,	ভেলকমা,	ওয়েলকাম,	
tinti,	তিনটি,	তিনটি,	
hajjarer,	হজজারের,	হাজারের,	
shkalastic,	স্কলাস্টিক,	স্কলাস্টিক,	
blagaarara,	ব্লাগারের,	ব্লগাররা,	
bashitey,	বাসিতে,	বাঁশিতে,	
sukhma,	সুখমা,	সুক্ষ্ম,	
feroz,	ফেরজ,	ফিরোজ,	
karadander,	কারাদন্ডের,	কারাদণ্ডের,	
siitei,	সীতেই,	শীতেই,	
otiiteo,	অতিওতে,	অতীতেও,	
shaaroker,	স্বরকের,	স্মারকের,	
shatan,	শান,	শয়তান,	
gora,	গোর,	গোর,	
aansarir,	আনসারির,	আনসারীর,	
uparjan,	উপার্জন,	উপার্জন,	
dinifitian,	ডিনিফিয়েশন,	ডেফিনেশন,	
bairey,	বৈরে,	বাইরে,	
musolmanra,	মুসলমননরা,	মুসলমানরা,	
kumarir,	কুমারীর,	কুমারীর,	
myat,	ম্যাট,	ম্যাট,	
utkhat,	উৎখাত,	উত্খাত,	
spashtotai,	স্প্্ততাতেই,	স্পষ্টতই,	
ajeemke,	আজিমকে,	আজিমকে,	
ooporostho,	উপরস্থ,	উপরস্থ,	
goore,	গুরে,	গোর,	
turkey,	তার্কি,	তুর্কি,	
dholeshwari,	ধলেশ্বরী,	ধলেশ্বরী,	
dosha,	দশা,	দোসা,	
technocrat,	টেকন্রোট,	টেকনোক্র্যাট,	
kada,	কাদা,	কোড,	
nagalyand,	নগলল্যান্ড,	নাগাল্যান্ড,	
ghumachchila,	ঘুমাছ্যল,	ঘুমাচ্ছিল,	
turkii,	টার্কি,	তুর্কি,	
bhangchoor,	ভাঙচুর,	ভাংচুর,	
dhyanastha,	ধ্বাসা,	ধ্যানস্থ,	
mashajida,	মাসাজিদা,	মসজিদ,	
machti,	মাছটি,	মাছটি,	
antorbhukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
protijogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
armstranj,	আর্ম্ট্রাজ্জ,	আর্মস্ট্রং,	
mojlish,	মজলিস,	মজলিশ,	
patiganiter,	পতিগানিতের,	পাটিগণিতের,	
maladobha,	মালাদোভা,	মলদোভা,	
mozlishpoor,	মজিলপুর,	মজলিশপুর,	
sossar,	সস্যার,	সকার,	
caramics,	ক্যারামিকস,	সিরামিকস,	
zillul,	জিলুল,	জিল্লুল,	
kingdom,	কিংডম,	কিংডম,	
karpeter,	কর্পেটের,	কার্পেটে,	
samudratate,	সমুদ্রতাতে,	সমুদ্রতটে,	
hoonayin,	হোনাইন,	হুনাইন,	
qarima,	করিমা,	করিম,	
konruup,	কোনরূপ,	কোনরূপ,	
abhidhaanik,	অভিধানিক,	অভিধানিক,	
sovanetree,	সভানেত্রী,	সভানেত্রী,	
kachhakachhi,	কচ্কাছি,	কাছাকাছি,	
safiin,	সফিন,	সাফিন,	
jaaygata,	জাইগত,	জায়গাটা,	
zuktorastreo,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রেও,	
obhidhanik,	অভিধানিক,	অভিধানিক,	
manohputa,	মানপুতা,	মনঃপুত,	
nischoy,	নিশ্চই,	নিশ্চয়,	
abasane,	আবাসনে,	অবসানে,	
fulkopi,	ফুলকপি,	ফুলকপি,	
yauth,	ইউথ,	ইয়ুথ,	
domonmulok,	দমমনুমূলক,	দমনমূলক,	
mukhomandaley,	মুখমন্ডলে,	মুখমণ্ডলে,	
tep,	টিপ,	ট্যাপ,	
pratijogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
paramartha,	পরমর্থ,	পরমার্থ,	
manee,	মেনি,	মানে,	
shoya,	শোয়া,	সোয়া,	
setitey,	সেটিতে,	সেটিতে,	
ghomtaa,	ঘমটা,	ঘোমটা,	
schedule,	স্কেডুলে,	শিডিউল,	
horir,	হরির,	হরির,	
neurology,	নিউরোলজি,	নিউরোলজি,	
shasankorta,	শাসনকর্তা,	শাসনকর্তা,	
kloud,	ক্লাউড,	ক্লাউড,	
anchalgoolir,	আঞ্চলগুলির,	অঞ্চলগুলির,	
hights,	হাইটস,	হাইটস,	
ganesher,	গেনেসর,	গণেশের,	
vashik,	ভাষিক,	ভাষিক,	
bishshaashi,	বিশ্বাসী,	বিশ্বাসই,	
grambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
yuro,	ইউরো,	ইউরো,	
patzat,	পাজাত,	পাটজাত,	
doover,	ডুভার,	ডোভার,	
musalmani,	মুসলামনি,	মুসলমানই,	
mukhobondho,	মুখবন্ধ,	মুখবন্ধ,	
gabhaskar,	গভাস্কর,	গাভাস্কার,	
donate,	দোনাতে,	ডোনাট,	
kalam,	কলম,	কালাম,	
rupart,	রূপার্ট,	রুপার্ট,	
madrasake,	মাদ্রশাকে,	মাদ্রাসাকে,	
crete,	ক্রেট,	ক্রীট,	
rezidens,	রেজিডেন্স,	রেসিডেন্স,	
ayantarqatiqa,	অ্যান্টর্কটিক,	অ্যান্টার্কটিকা,	
bouddha,	বৌদ্ধ,	বৌদ্ধ,	
sithilotar,	সিথিলতার,	শিথিলতার,	
jatti,	জাতটি,	জাতটি,	
chaudhoorir,	চৌধুরির,	চৌধুরীর,	
ceramiks,	কেরামিক্স,	সিরামিকস,	
sotorkobhabey,	সতকর্ভাবে,	সতর্কভাবে,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসই,	
shilpojaat,	শিল্পজাত,	শিল্পজাত,	
anekeri,	অনেকেরি,	অনেকেরই,	
ballroom,	বলরুম,	বলরুম,	
emeritus,	এমেরিটাস,	এমিরেটাস,	
spreadsiit,	স্প্রেডস্ট,	স্প্রেডশীট,	
tirmizi,	তিরমিযী,	তিরমিজি,	
bujhechhila,	বুঝেছিল,	বুঝেছিল,	
purohitder,	পুরোহিদদের,	পুরোহিতদের,	
shumo,	সুমো,	সুমো,	
suraropito,	সুরারপিত,	সুরারোপিত,	
purple,	পার্পল,	পার্পেল,	
pratiyogider,	প্রতিযোগীদের,	প্রতিযোগীদের,	
nothibhookteer,	নথিভুক্তির,	নথিভুক্তির,	
bardhitaanas,	বর্ধিতানস,	বর্ধিতাংশ,	
inamila,	ইনামিল,	এনামেল,	
harriser,	হ্যারিসের,	হ্যারিসের,	
prachurzer,	প্রাচুর্যের,	প্রাচুর্যের,	
bloggerra,	ব্লগেররা,	ব্লগাররা,	
senabahineekey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
