nagarikderkey,	নগরীকদ্রে,	নাগরিকদেরকে,	
sohopathike,	সহপাঠিকে,	সহপাঠীকে,	
vaisoho,	বৈশস,	ভাইসহ,	
probeshkari,	প্রবেশকারী,	প্রবেশকারী,	
adbhanshd,	অ্যাডভান্স,	অ্যাডভান্সড,	
sajano,	সাজান,	সাজানো,	
muhammad,	মুহাম্মাদ,	মুহম্মদ,	
dael,	ডেল,	ডেইল,	
udor,	উদর,	উদর,	
jerusalema,	জেরোসাইম,	জেরুসালেম,	
salafeta,	সালফাইট,	সালফেট,	
mulvitti,	মুলভিত্তি,	মূলভিত্তি,	
doloo,	দললু,	ডলু,	
bamoni,	বামনী,	বামনী,	
uthey,	উঠে,	উঠে,	
panchashjan,	পঞ্চাশম্যান,	পঞ্চাশজন,	
eemarjeensi,	এমর্জেন্সি,	এমার্জেন্সি,	
baataree,	বাতারী,	ব্যাটারী,	
bondhuderke,	বন্ধুদককে,	বন্ধুদেরকে,	
shamook,	সামুক,	শামুক,	
dakhbaar,	দকবার,	দেখবার,	
songosthaner,	সংস্থানের,	সংস্থানের,	
nilkomol,	নিলকমল,	নীলকমল,	
teennis,	টেনিস,	টেনিস,	
koreempur,	করিমপুর,	করিমপুর,	
hijrite,	হিজরিতে,	হিজরীতে,	
sparsher,	স্পার্সের,	স্পর্শের,	
soinyora,	সৈন্যরা,	সৈন্যরা,	
agomoner,	অগোমনের,	আগমনের,	
inastyanta,	ইনস্ট্টন্ট,	ইনস্ট্যান্ট,	
lampat,	লম্পাট,	লম্পট,	
kutir,	কুটির,	কুটির,	
asor,	আসর,	আসর,	
marqeting,	মার্কেটিং,	মার্কেটিং,	
sorajur,	সরাজুর,	সরযূর,	
miraclee,	মিরাক্সল,	মিরাকেল,	
schalastic,	স্কলেসটিক্,	স্কলাস্টিক,	
bbiswashe,	বিশ্বাসে,	বিশ্বাসে,	
eute,	ইউটি,	ইইউতে,	
pratyokkhobhabe,	প্রত্যক্ষকভাবে,	প্রত্যক্ষভাবে,	
asocheton,	অসচেতন,	অসচেতন,	
rapto,	রাপ্ত,	রপ্ত,	
arbit,	আরবিত,	অরবিট,	
deambakriti,	ডিম্বক্রতি,	ডিম্বাকৃতি,	
tarunke,	তরুণকে,	তরুণকে,	
mulaadi,	মুলাদী,	মুলাদি,	
sangkalaner,	সংকলানের,	সংকলনের,	
obhishangson,	অভিশং্সন,	অভিশংসন,	
siitei,	সীটেই,	শীতেই,	
gabhaskar,	গভ্সককর,	গাভাস্কার,	
dower,	দাওর,	ডোভার,	
hisaber,	হিসাবের,	হিসাবের,	
obharabhiu,	অভারভি,	ওভারভিউ,	
sakshatkarer,	সাক্ষাতকারের,	সাক্ষাৎকারের,	
jinsa,	জিন্স,	জিন্স,	
sqolastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
vaabnake,	ভাবনাকে,	ভাবনাকে,	
phutanta,	ফুটনন্ট,	ফুটন্ত,	
dharavahiktir,	ধারাবাহিত্যির,	ধারাবাহিকটির,	
mmadhukkori,	মাুককরি,	মাধুকরী,	
janosangyog,	জনসংগ্গ,	জনসংযোগ,	
dokaangulotey,	দোকানগুলোতে,	দোকানগুলোতে,	
sachetonbhabe,	সচেতন্ভভাবে,	সচেতনভাবে,	
tistar,	টিস্টার,	তিস্তার,	
gosthike,	গোষ্ঠীকে,	গোষ্ঠীকে,	
everestey,	এভের্সটে,	এভারেস্টে,	
kormokandeo,	কর্মকান্ডেও,	কর্মকাণ্ডেও,	
lagic,	লাগিক,	লজিক,	
sanaktokaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
akkhunno,	অক্ষুণ্ন,	অক্ষুণ্ণ,	
neshhanasha,	নেশেনাস,	নেশনস,	
radhanogor,	রাধানগর,	রাধানগর,	
rubala,	রুবলল,	রুবল,	
kuntee,	কুন্তি,	কুন্তী,	
sane,	সেন,	সনে,	
naniir,	নানীর,	নানীর,	
kota,	কোট,	কোটা,	
advanced,	অ্যাডভান্সেড,	অ্যাডভান্সড,	
amarendro,	অমেরন্দ্র,	অমরেন্দ্র,	
hyaloyin,	হ্যালইয়েন,	হ্যালোইন,	
gabeshanar,	গবেষণার,	গবেষনার,	
teemur,	তিমুর,	তিমুর,	
kormosongsthan,	কর্মসংস্থান,	কর্মসংস্থান,	
qyanela,	ক্যানেল,	ক্যানেল,	
itastata,	ইতস্টট,	ইতস্তত,	
direqtareta,	ডিরেক্টরেট,	ডিরেক্টরেট,	
gora,	গোর,	গোর,	
qaro,	কারও,	কারো,	
licenshing,	লিইন্সিং,	লাইসেন্সিং,	
gonocheen,	গণচিন,	গণচীন,	
information,	ইনফর্মেশন,	ইনফরমেশন,	
metropoliton,	মেট্রোপলিটন,	মেট্রোপলিটন,	
dwibidho,	দ্বিবিধ,	দ্বিবিধ,	
scoore,	স্কুর,	স্কোর,	
bisshas,	বিশ্বাস,	বিশ্বাস,	
doula,	দৌল,	দৌলা,	
tinti,	তিনটি,	তিনটি,	
sperm,	স্পার্ম,	স্পার্ম,	
utsahi,	উত্সাহী,	উৎসাহী,	
muscat,	মুসকাট,	মাস্কাট,	
sangosthati,	সংস্থাটি,	সংস্থাটি,	
shkolastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
pothnatok,	পথ্ঠতক,	পথনাটক,	
bedke,	বেদকে,	বেদকে,	
bitlaser,	বিটলাসের,	বিটলসের,	
banger,	বঙ্গের,	ব্যাঙের,	
dipan,	দ্পীন,	দীপন,	
apohoron,	অপহরণ,	অপহরন,	
alympic,	আলযামিপ্লিক,	অলিম্পিক,	
eshiyatiqa,	এসিয়টিক,	এশিয়াটিক,	
asoociates,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
seater,	সিটের,	সিটের,	
maladobha,	মালাদাহা,	মলদোভা,	
swatantrata,	স্বাতন্ত্রতা,	স্বতন্ত্রতা,	
daakteekiter,	দাক্তিকিতের,	ডাকটিকিটের,	
horipoor,	হরিপুর,	হরিপুর,	
dubaate,	দুবতে,	ডুবাতে,	
corporation,	কর্পোরেশন,	করপোরেশন,	
ooporoshtho,	উপরস্থ,	উপরস্থ,	
bhaibonera,	ভাইবনেরা,	ভাইবোনেরা,	
bonoshree,	বনশ্রী,	বনশ্রী,	
vool,	ভুল,	উল,	
vugol,	ভুগল,	ভূগোল,	
vobani,	ভবানী,	ভবানী,	
forid,	ফরিদ,	ফরিদ,	
laga,	লাগা,	লগ,	
khanonkaj,	খননকাজ,	খননকাজ,	
prabhura,	প্রভূর,	প্রভুরা,	
sanaktokaroner,	সনাক্তকরণের,	সনাক্তকরণের,	
fastara,	ফাস্টার,	ফস্টার,	
dipon,	ডিপন,	দীপন,	
tafsir,	তাফসির,	তাফসীর,	
grip,	গ্রিপ,	গ্রিপ,	
dhormi,	ধর্মি,	ধর্মী,	
esasiyetasa,	এস্সিবেটস,	এসোসিয়েটস,	
hepetitis,	হেপেটিটিস,	হেপাটাইটিস,	
bhenisa,	ভেনেস,	ভেনিস,	
sikare,	সিকারে,	শিকারে,	
jackey,	জ্যাকে,	জকি,	
horidar,	হরিদার,	হরিদ্বার,	
chhutochhuti,	ছুটুছটি,	ছুটোছুটি,	
taaler,	তালের,	তালের,	
ghumachchila,	ঘুমাচ্ছিল,	ঘুমাচ্ছিল,	
snipper,	সিনপপার,	স্নাইপার,	
poscate,	পশ্চাতে,	পশ্চাতে,	
swapad,	স্বপদ,	শ্বাপদ,	
nodiitike,	নদীতিকে,	নদীটিকে,	
shudden,	সুদ্দেন,	সাডেন,	
jerujalem,	জেরুজাইজ,	জেরুজালেম,	
conseervation,	কনসের্ভেশন,	কনসারভেশন,	
airesey,	আইরেসই,	আইরেসে,	
machhti,	মাচটি,	মাছটি,	
amontrito,	আমন্ত্রিত,	আমন্ত্রিত,	
bhabna,	ভব্ন,	ভাবনা,	
chhotogolper,	ছোটোগল্পের,	ছোটগল্পের,	
projanankal,	প্রজননকাল,	প্রজননকাল,	
samajeekotar,	সামাজিকীতর,	সামাজিকতার,	
pretii,	প্রেতি,	প্রিটি,	
zojjyota,	যোজ্যতা,	যোজ্যতা,	
liceensee,	লিইন্সে,	লাইসেন্স,	
kalenga,	কালেঙ্গা,	কালেঙ্গা,	
bastuvad,	বস্তুবাদ,	বস্তুবাদ,	
institutioner,	ইন্স্টিটশনের,	ইনস্টিটিউশনের,	
proteemar,	প্রতিমার,	প্রতিমার,	
mukhamandaley,	মুখমন্ডলে,	মুখমণ্ডলে,	
ajibon,	আজিবন,	আজীবন,	
chargito,	চার্গিত,	চার্জিত,	
pachhi,	পাঁছি,	পাচ্ছি,	
jomaanor,	জমানোর,	জমানোর,	
bisshonath,	বিশ্বনাথ,	বিশ্বনাথ,	
phutonto,	ফুটন্ত,	ফুটন্ত,	
rajtantro,	রাজতন্ত্র,	রাজতন্ত্র,	
akpashe,	একপাশে,	একপাশে,	
alpoi,	আল্পই,	অল্পই,	
grambasir,	গ্রামবাসীর,	গ্রামবাসীর,	
korkotkraanti,	কর্ককত্তনি,	কর্কটক্রান্তি,	
zeebonjapon,	জীবনযাপন,	জীবনযাপন,	
inashtyanta,	ইনস্ট্টেন্ট,	ইনস্ট্যান্ট,	
byaboharkariderke,	ব্যবহারক্রাদিকে,	ব্যবহারকারীদেরকে,	
dinara,	ডিনার,	ডিনার,	
bbiswashke,	বিশ্বাসকে,	বিশ্বাসকে,	
temon,	টেমন,	তেমন,	
spreedashita,	স্প্রিডিসিত,	স্প্রেডশীট,	
suchorita,	সুচরিত,	সুচরিতা,	
swasti,	স্বাস্তি,	স্বস্তি,	
poriskoron,	পরিষ্করণ,	পরিষ্করণ,	
taitela,	টাইটেল,	টাইটেল,	
gafeeloti,	গাফললটি,	গাফিলতি,	
kousholgoto,	কৌশলগত,	কৌশলগত,	
korimer,	করিমের,	করিমের,	
suparahira,	সুপারিহরা,	সুপারহিরো,	
reshidensha,	রেসিডেন্স,	রেসিডেন্স,	
sikkhaou,	শিক্ষাও,	শিক্ষাও,	
vumija,	ভূমিজা,	ভূমিজ,	
itostato,	ইতস্টট,	ইতস্ততঃ,	
reeliancee,	রিলিয়েন্স,	রিলায়েন্স,	
bidrohiderke,	বিদ্রোদিকরে,	বিদ্রোহীদেরকে,	
protijogiira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
satthik,	সাথিক,	সঠিক,	
ahang,	আহঙ,	অহং,	
keyuyi,	কিও,	কেউই,	
bosstonto,	বস্তন্ত,	বসন্ত,	
treta,	ট্রেট,	ত্রেতা,	
ovijojan,	অভিযোজন,	অভিযোজন,	
nathibhukto,	নথিভুক্ত,	নথিভুক্ত,	
landing,	লন্ডিং,	ল্যান্ডিং,	
chheelona,	ছিলনা,	ছিলনা,	
easter,	ইস্টার,	ইস্টের,	
advut,	অ্যাডভুত,	অদ্ভুত,	
kakhonyoba,	কাখ্যব্য,	কখনওবা,	
parbottyo,	পার্বত্ব,	পার্বত্য,	
besirbhaagi,	বেশিরভাগই,	বেশিরভাগই,	
sangostha,	সংস্থা,	সংস্থা,	
leder,	লেডের,	লিডার,	
talaa,	তালা,	তালা,	
bonoshri,	বনশ্রী,	বনশ্রী,	
nodigulo,	নদীগুলো,	নদীগুলো,	
tukror,	টুকরোর,	টুকরোর,	
inapharameshhana,	ইনফ্রামেশন,	ইনফরমেশন,	
aparagata,	অপরাগত,	অপারগতা,	
byatikromdhormi,	ব্যতিত্রসর্ম্ী,	ব্যতিক্রমধর্মী,	
saseeja,	সাসিজ,	সসেজ,	
digree,	ডিগ্রী,	ডিগ্রি,	
milekhanek,	মিলেখকনে,	মাইলখানেক,	
ddheela,	ঢিলা,	ঢিলা,	
azadeer,	আজাদীর,	আজাদীর,	
tarbiner,	টারবিনের,	টারবাইনের,	
stane,	স্টন,	স্টোন,	
drissogoolo,	দৃশ্যগুলো,	দৃশ্যগুলো,	
pracharana,	প্রচারনা,	প্রচারণা,	
arunima,	অরুনিম,	অরুণিমা,	
asaciates,	অসেসেকেস,	এসোসিয়েটস,	
thare,	থায়ার,	থরে,	
ganokontho,	গণকণ্ঠ,	গণকণ্ঠ,	
godamjat,	গদম্জত,	গুদামজাত,	
sahojlabhbhatar,	সহজভাজভতার,	সহজলভ্যতার,	
bagdader,	বাদদাদের,	বাগদাদের,	
gorur,	গরুর,	গরুর,	
phiqsa,	ফিক্স,	ফিক্স,	
nepchooner,	নেপচ্যানের,	নেপচুনের,	
ekshotee,	একশটটি,	একশোটি,	
piora,	পিয়র,	পিওর,	
muhommoder,	মুহম্মদের,	মুহম্মদের,	
