alauler,	আলালের,	আলাওলের,	
bordhitangsho,	বর্ধীনত্স,	বর্ধিতাংশ,	
jyeshtha,	জেযস্থ,	জ্যেষ্ঠা,	
touraat,	তৌরাট,	তওরাত,	
soras,	সরাস,	সরস,	
vishnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
segular,	সেগুলার,	সেগুলোর,	
oitijjhe,	ঐতিহ্জে,	ঐতিহ্যে,	
onekeri,	অনেকেরী,	অনেকেরই,	
vogini,	ভোগিনী,	ভগিনী,	
habu,	হাবু,	হবু,	
bait,	বাইট,	বাইট,	
ostader,	অস্টাদের,	ওস্তাদের,	
neshhanasha,	নেশানশ,	নেশনস,	
bahaal,	বাহাল,	বহাল,	
donata,	দোনাতা,	ডোনাট,	
madrasakey,	মাদ্রসাকে,	মাদ্রাসাকে,	
kamiz,	কামিজ,	কামিজ,	
bishwash,	বিশ্বাস,	বিশ্বাস,	
gandharir,	গণ্ধারীর,	গান্ধারীর,	
pratisthasaho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
trend,	ট্রেন্ড,	ট্রেন্ড,	
vobanipur,	ভবানীপুর,	ভবানীপুর,	
amiratas,	আমিরাটাস,	এমিরেটাস,	
gaaddaafee,	গাদ্ডাফী,	গাদ্দাফী,	
turkii,	তুর্কী,	তুর্কি,	
steen,	স্টিন,	স্টেন,	
besooro,	বেশুর,	বেসুর,	
braille,	ব্রাইল,	ব্রেইল,	
phakay,	ফাকা,	ফাকে,	
abadamoner,	আবাদমনের,	অবদমনের,	
advoot,	আদ্ভুত,	অদ্ভুত,	
lecense,	লেকেন্স,	লাইসেন্স,	
abartey,	আবর্তে,	আবর্তে,	
nirvaha,	নির্বাহ,	নির্বাহ,	
sikkhokbreendo,	শিক্ষান্দ্র,	শিক্ষকবৃন্দ,	
progresh,	প্রগ্রেস,	প্রগ্রেস,	
pothchari,	পথচারি,	পথচারী,	
shringgo,	শৃঙ্গ,	শৃঙ্গ,	
ganoporibahan,	গণপরিবাহান,	গণপরিবহন,	
kortaa,	করতা,	করতা,	
arop,	আরোপ,	আরোপ,	
poddhotitei,	পদ্ধতিতেই,	পদ্ধতিতেই,	
anti,	আন্তি,	আন্টি,	
atmabiswasi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
ispredseet,	বিস্প্রেসিট,	স্প্রেডশীট,	
avishangsan,	অভিষংসন,	অভিশংসন,	
algorithm,	আ্যালগরিহম,	এলগরিদম,	
nojoder,	নজদের,	নজদের,	
plainey,	প্লাইনে,	প্লেনে,	
lyaanding,	ল্যান্ডিং,	ল্যান্ডিং,	
tuni,	টুনি,	টুনি,	
kaalengaa,	কালেঙ্গা,	কালেঙ্গা,	
jaanate,	জানাতে,	জানাতে,	
madrajer,	মাদ্রাজের,	মাদ্রাজের,	
pratijogira,	প্রতিযোগিরা,	প্রতিযোগীরা,	
maniktola,	মনিক্তলা,	মানিকতলা,	
patterne,	পটের্ন,	প্যাটার্নে,	
poper,	পপের,	পোপের,	
lesens,	লেসেন্স,	লাইসেন্স,	
paitey,	পাইতে,	পাইতে,	
sikkhakke,	শিক্ষাককে,	শিক্ষককে,	
bharpur,	ভারপুর,	ভরপুর,	
dharabahikotitey,	ধারাবাহিকতিতে,	ধারাবাহিকটিতে,	
damane,	ডোমানে,	দমনে,	
mulaadi,	মুলাদি,	মুলাদি,	
laaj,	লাজ,	লাজ,	
nowel,	নোযেল,	নভেল,	
prokolpotike,	প্রকল্পতিকে,	প্রকল্পটিকে,	
anekeri,	অনেকেরী,	অনেকেরই,	
korle,	করলে,	করলে,	
siddhantokey,	সিদ্ধানতকে,	সিদ্ধান্তকে,	
soasage,	সাসাগে,	সসেজ,	
bagdadi,	বাগদদী,	বাগদাদী,	
spreeadshiit,	স্প্রেশিত,	স্প্রেডশীট,	
chalachchitroi,	চলচিত্ররি,	চলচ্চিত্রই,	
rajtontre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
iqbalke,	ইকবালকে,	ইকবালকে,	
juboksaho,	যুবকসহ,	যুবকসহ,	
mumtazer,	মুম্তাজের,	মুমতাজের,	
elaakate,	এলাকাতে,	এলাকাতে,	
messanger,	মেসঙ্গের,	মেসেঞ্জার,	
nirupito,	নিরুপিত,	নিরূপিত,	
upobaaser,	উপবাসের,	উপবাসের,	
kaansaater,	কানসাতের,	কানসাটের,	
dhoka,	ঢোকা,	ধোঁকা,	
mukhomaundol,	মুখমন্ডল,	মুখমণ্ডল,	
horeepur,	হরিপুর,	হরিপুর,	
parikha,	পরিখা,	পরিখার,	
siramiqasa,	সিরামিকাস,	সিরামিকস,	
definishian,	ডেফিনিশান,	ডেফিনেশন,	
inziniyarsa,	ইনজিনিজর্স,	ইঞ্জিনিয়ার্স,	
tikta,	টিক্ত,	তিক্ত,	
jeteo,	জেতেও,	যেতেও,	
ekpashe,	একপাশে,	একপাশে,	
boner,	বনের,	বনের,	
antarktika,	আন্তর্কটিক,	অ্যান্টার্কটিকা,	
shapod,	সাপদ,	শ্বাপদ,	
abheedhaaneec,	অভিধানীক,	অভিধানিক,	
gaddafee,	গাদ্ডাফি,	গাদ্দাফী,	
apachesta,	অপােচ্ট,	অপচেষ্টা,	
granthao,	গ্রন্থাও,	গ্রন্থও,	
shangkalonti,	সংকললনটি,	সংকলনটি,	
eebhiem,	ইভিম,	ইভিএম,	
mashtersh,	মাস্টার্স,	মাস্টার্স,	
cholechi,	চলেছি,	চলেছি,	
elakatikey,	এলাকাতিকে,	এলাকাটিকে,	
elakasoho,	এলাকাশহ,	এলাকাসহ,	
bbiseshyer,	বিশেষ্যের,	বিশেষ্যের,	
gunje,	গুঞ্জে,	গুঁজে,	
samajeek,	সমাজিক,	সামাজিক,	
debeting,	ডেবটিং,	ডিবেটিং,	
aamontrito,	আমন্ত্রিত,	আমন্ত্রিত,	
inapharameshhana,	ইনফোরমেশন,	ইনফরমেশন,	
dharabahiktite,	ধারাহাবিক্তি,	ধারাবাহিকটিতে,	
baagica,	বাগিকা,	বাগিচা,	
shikarer,	শিকারের,	শিকারের,	
chupi,	চুপি,	চুপি,	
shrabostee,	শ্রবস্তী,	শ্রাবস্তী,	
conserwation,	কনসার্টেশন,	কনসারভেশন,	
telaakucha,	টেলাকুচ,	তেলাকুচা,	
bahubar,	বহুবার,	বহুবার,	
devolapar,	দেভলপার,	ডেভলপার,	
elaakao,	এলাকাও,	এলাকাও,	
code,	কোড,	কোড,	
venus,	ভেনাস,	ভেনাস,	
muhommoder,	মুহম্মদের,	মুহম্মদের,	
chhayi,	ছাই,	ছাই,	
taantira,	তান্তিরা,	তাঁতিরা,	
bhaangchur,	ভাঙচুর,	ভাংচুর,	
dharati,	ধারতি,	ধারাটি,	
dupleks,	ডাপ্লেক্স,	ডুপ্লে,	
sourse,	সৌর্স,	সোর্স,	
saseja,	সােেজা,	সসেজ,	
srichoitonyodeb,	স্রীচৈতন্যদেব,	শ্রীচৈতন্যদেব,	
seramiks,	সারামিক,	সিরামিকস,	
nodiigulo,	নদীগুলো,	নদীগুলো,	
sammatite,	সম্মাতিতে,	সম্মতিতে,	
akib,	একিব,	আকিব,	
saphalyar,	সাফল্যার,	সাফল্যের,	
farn,	ফ্যান্,	ফার্ন,	
byabaharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
dhojobhongo,	ধোভবঙ্গ,	ধ্বজভঙ্গ,	
oitihyer,	ঐতিহের,	ঐতিহ্যের,	
ancholgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
ceramics,	সার্মিক,	সিরামিকস,	
teamothy,	টিমোথি,	টিমোথি,	
jameske,	জমেসকে,	জেমসকে,	
piora,	পিওরা,	পিওর,	
aarcie,	আর্সি,	আরসিএ,	
siddhantoo,	সিদ্ধান্ত,	সিদ্ধান্তও,	
masjidsaho,	মাদিসম্ভা,	মসজিদসহ,	
patochitra,	পটাচিতরা,	পটচিত্র,	
mugdaal,	মুগ্ডল,	মুগডাল,	
naren,	নারেন,	নরেন,	
wolapuk,	ভোলাপুক,	ভোলাপুক,	
jahra,	যাহরা,	যাহরা,	
taffsher,	টাফসের,	তাফসীর,	
parishkaron,	পরিস্করণ,	পরিষ্করণ,	
gabhaskar,	গভবষ্কার,	গাভাস্কার,	
hoila,	হইল,	হইল,	
kanshat,	কাঁসাত,	কানসাট,	
koyari,	কোয়ারি,	কোয়েরি,	
cheph,	চেফ,	শেফ,	
boonot,	বুনত,	বুনট,	
dang,	ডা,	ডং,	
itastatah,	ইতস্তাতাহ,	ইতস্ততঃ,	
shringgey,	শ্রীঙ্গে,	শৃঙ্গে,	
haipar,	হাইপার,	হাইপার,	
ganochin,	গণছীন,	গণচীন,	
korimer,	করিমের,	করিমের,	
bonoshree,	বনশরী,	বনশ্রী,	
chhootochhuti,	ছোটুছুটি,	ছুটোছুটি,	
tokee,	টকক,	তকি,	
hizri,	হিজরি,	হিজরী,	
pala,	পালা,	পোলো,	
naran,	নার,	নরেন,	
arashie,	আরাশী,	আরসিএ,	
meshenger,	মেসেঙ্গের,	মেসেঞ্জার,	
udbhaboni,	উদ্ভাবনী,	উদ্ভাবনী,	
ajeemke,	আজিমকে,	আজিমকে,	
windows,	ইইন্ডোস,	উইন্ডোস,	
mosleh,	মোসলেহ,	মোসলেহ,	
postke,	পোস্টে,	পোস্টকে,	
cheekitshar,	চিকিৎসার,	চিকিত্সার,	
si,	সি,	এসআই,	
biswashe,	বিশ্বাসে,	বিশ্বাসে,	
prokalpati,	প্রকালপতি,	প্রকল্পটি,	
bafal,	বাফল,	বিফল,	
basturyi,	বাস্তুরি,	বস্তুরই,	
noteti,	নটেটি,	নোটটি,	
themey,	ঠেমে,	থিমে,	
wrighter,	রৈঘ্টের,	রাইটের,	
opadan,	ওপাদন,	অপাদান,	
gez,	গেজ,	গেজ,	
mataram,	মাতারাম,	মাতরম,	
seekkhokder,	শিক্ষকদের,	শিক্ষকদের,	
kormoyi,	করমমই,	কর্মই,	
prokolpoti,	প্রকল্পতি,	প্রকল্পটি,	
mukhomondol,	মুখমন্ডল,	মুখমণ্ডল,	
zojyota,	যোজ্যতা,	যোজ্যতা,	
jathaartho,	যথার্থ,	যথার্থ,	
coode,	কোড,	কোড,	
abheedhaaneeck,	অভিধানীক,	অভিধানিক,	
qoyeri,	কোয়ারি,	কোয়েরি,	
oncholtite,	অঞ্চলিতে,	অঞ্চলটিতে,	
sqirt,	স্কার্ট,	স্কার্ট,	
hafej,	হাফেজ,	হাফেয,	
baarnis,	বার্নিস,	বার্নিশ,	
kara,	কারা,	কর,	
abheedhaanik,	অভিধানিক,	অভিধানিক,	
moshleh,	মসলেহ,	মোসলেহ,	
zealand,	জেলান্ড,	জিল্যান্ড,	
sahazlabhbhatar,	সহজ্যভভতার,	সহজলভ্যতার,	
shtona,	স্টোনা,	স্টোন,	
harris,	হার্সি,	হ্যারিস,	
granthe,	গ্রন্থে,	গ্রন্থে,	
amiretus,	আমেরিটাস,	এমিরেটাস,	
akpaase,	আকপাশে,	একপাশে,	
charukola,	চারুকোলা,	চারুকলা,	
imarjinsi,	এমার্জিন্সি,	এমার্জেন্সি,	
dojo,	দোজ,	ডোজো,	
dwipgulote,	দ্বিপগুলোতে,	দ্বীপগুলোতে,	
kalkarkhana,	কালকর্খণা,	কলকারখানা,	
kk,	কিক,	কেকে,	
qoda,	কোড,	কোড,	
nutunotto,	নুটুনত্ত,	নতুনত্ব,	
fishing,	ফিসিং,	ফিসিং,	
chhutite,	ছুটিতে,	ছুটিতে,	
shitey,	সীতে,	শীতে,	
karmajog,	কর্মজোগ,	কর্মযোগ,	
jwaluk,	জ্বালুক,	জ্বলুক,	
shrichaitanyadev,	শ্রীচাতিনা্যদে,	শ্রীচৈতন্যদেব,	
asamorik,	আসামরিক,	অসামরিক,	
armshtronj,	আর্ম্ষ্র্ঞ,	আর্মস্ট্রং,	
udbhabony,	উদ্ভাবনী,	উদ্ভাবনী,	
plain,	প্লেন,	প্লেন,	
nanir,	নানির,	নানীর,	
chaalkee,	চালকী,	চালকে,	
habshi,	হাবি,	হাবশী,	
bujhleo,	বুঝলেও,	বুঝলেও,	
postar,	পোস্টার,	পোস্টের,	
beshirvagei,	বেশিরভাগেই,	বেশিরভাগেই,	
sadhwi,	সাধ্বী,	সাধ্বী,	
bonsho,	বন্স,	বংশ,	
navel,	নেভেল,	নভেল,	
ohollar,	অহল্লার,	অহল্যার,	
hepara,	হেপার,	হাইপার,	
mohasova,	মহাসভা,	মহাসভা,	
akkharke,	আক্ষারকে,	অক্ষরকে,	
kruser,	ক্রুসের,	ক্রুশের,	
