anekeri,	অনেকেরী,	অনেকেরই,	
transphorm,	ট্রান্সফার্ম,	ট্রান্সফর্ম,	
bharson,	ভার্সন,	ভারশন,	
oncholshomuh,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
omeettrakkhor,	অমিত্রক্ষার,	অমিত্রাক্ষর,	
elakaai,	এলাকাই,	এলাকাই,	
sontoshe,	সন্তঃষে,	সন্তোষে,	
ruby,	রুবি,	রুবী,	
kutir,	কুটির,	কুটির,	
narsari,	নার্সারী,	নার্সারি,	
sachetanbhabe,	সচচতানভাবে,	সচেতনভাবে,	
arthonitike,	অর্থনীতিকে,	অর্থনীতিকে,	
konar,	কোনার,	কণার,	
ostheesandhi,	অস্থিনান্ধি,	অস্থিসন্ধি,	
ganosakkhorota,	গণশাক্ষরতা,	গণসাক্ষরতা,	
tatey,	তাতে,	তাতে,	
riphleeksa,	রাইফেল্স,	রিফ্লেক্স,	
gemser,	গেমসের,	জেমসের,	
jammu,	জম্মু,	জম্মু,	
drishyoi,	দৃষ্য,	দৃশ্যই,	
shasonkarta,	শাসনকর্তা,	শাসনকর্তা,	
kasper,	কা্্পের,	ক্যাসপার,	
dekhbaar,	দেখবার,	দেখবার,	
abhishangson,	অভিষাসন,	অভিশংসন,	
yuqeliptas,	ইউক্লিপিল্টাস,	ইউক্যালিপ্টাস,	
bhalobasake,	ভালবাসকে,	ভালোবাসাকে,	
mataram,	মততারাম,	মাতারাম,	
shcholastik,	স্কল্যাশ্টিক,	স্কলাস্টিক,	
boring,	বরিং,	বোরিং,	
adhit,	অধিত,	অধীত,	
vogiroth,	ভগীরথ,	ভগীরথ,	
gori,	গরি,	গোরি,	
superheira,	সুপারহেরা,	সুপারহিরো,	
khalid,	খলিদ,	খালিদ,	
rubeta,	রুবেটা,	রাবেতা,	
korlei,	করলেই,	করলেই,	
gronthotike,	গ্রন্থটিকে,	গ্রন্থটিকে,	
nimitte,	নিমিত্তে,	নিমিত্তে,	
bhabuk,	ভাবুক,	ভাবুক,	
elaakaai,	এলাকাই,	এলাকাই,	
srisri,	শৃষ্রী,	শ্রীশ্রী,	
bhartuky,	ভার্তুকি,	ভর্তুকি,	
grambashee,	গ্রামবাসী,	গ্রামবাসী,	
ekai,	একই,	একাই,	
talgaachh,	টালগাছ,	তালগাছ,	
dokaangoolote,	দোকানগুলোতে,	দোকানগুলোতে,	
mosharrof,	মশাররফ,	মশাররফ,	
bhittiteow,	ভিত্তিতেও,	ভিত্তিতেও,	
pala,	পাল,	পোলো,	
durgo,	দূর্গ,	দুর্গ,	
pratimake,	প্রতিমাকে,	প্রতিমাকে,	
arbeet,	আরবিত,	অরবিট,	
rushad,	রুশাদ,	রুশদ,	
raits,	রাইস,	রাইটস,	
durvagyo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
pragress,	প্রোগ্রেস,	প্রগ্রেস,	
enginiirs,	এঞ্জিনিয়ার,	ইঞ্জিনিয়ার্স,	
alpakichudin,	অল্পক্ছিকীন,	অল্পকিছুদিন,	
boikalya,	বৈকল্য,	বৈকল্য,	
nothibhukto,	নথিভুক্ত,	নথিভুক্ত,	
turkeyder,	তুর্কিদের,	তুর্কিদের,	
dighal,	দীঘল,	দীঘল,	
jaistha,	জৈস্থ,	জ্যৈষ্ঠ,	
beshirvagei,	বেশিরভাগেই,	বেশিরভাগেই,	
kirkuk,	কিরকুক,	কিরকুক,	
jolbe,	জলবে,	জ্বলবে,	
teamothi,	তিমথি,	টিমোথি,	
emarjenshi,	এমরজনন্সি,	এমার্জেন্সি,	
shaswato,	শাসাত,	শাশ্বত,	
sazano,	সাজানো,	সাজানো,	
songastha,	সংস্থা,	সংস্থা,	
koieri,	কোয়রি,	কোয়েরি,	
moshzidtir,	মস্িিদ্তির,	মসজিদটির,	
baasa,	বাসা,	বাসা,	
plate,	প্লেট,	প্লেটে,	
par,	পার,	পাব,	
goteerodh,	গতিরোধ,	গতিরোধ,	
ancholtike,	অঞ্চলটিকে,	অঞ্চলটিকে,	
inapharameeshana,	ইনফররমমেশন,	ইনফরমেশন,	
saahocorrzo,	সাহাচর্য,	সাহচর্য,	
mulaadee,	মুলাদী,	মুলাদি,	
melbourner,	মেলবোর্নের,	মেলবোর্নের,	
malish,	মালিশ,	মালিশ,	
bosten,	বোস্টেন,	বসতেন,	
teresa,	টেরেসা,	টেরেসা,	
oteeteo,	অতিতেও,	অতীতেও,	
bharpur,	ভারপুর,	ভরপুর,	
janachche,	জনাচ্ছে,	জানাচ্ছে,	
shringgo,	শৃঙ্গ,	শৃঙ্গ,	
bishwasho,	বিশ্বাস,	বিশ্বাসও,	
ajeempur,	আজিমপুর,	আজিমপুর,	
songosthaner,	সংস্থানের,	সংস্থানের,	
schedule,	স্কাডুলে,	শিডিউল,	
chalochchitreeo,	চলচিচ্রেত্,	চলচ্চিত্রেও,	
babona,	বাবনা,	বাবনা,	
tarkarir,	তরকারির,	তরকারীর,	
bidghootey,	বিদ্ঘতে,	বিদঘুটে,	
wodka,	ওডকা,	ভদকা,	
meterey,	মেটারে,	মিটারে,	
kodorer,	কোডরের,	কদরের,	
keo,	কিও,	কেউ,	
hochchilo,	হচ্ছিল,	হচ্ছিলো,	
ovarview,	অভারভিভ,	ওভারভিউ,	
monohorpur,	মনহারপুর,	মনোহরপুর,	
manbe,	মানবে,	মানবে,	
ghoshito,	ঘষিত,	ঘোষিত,	
ispreedshiit,	ইস্প্রেডিস,	স্প্রেডশীট,	
lotheeran,	লথিরন,	লুথেরান,	
brindabone,	বৃণ্ডাবনে,	বৃন্দাবনে,	
ganesh,	গণেস,	গণেশ,	
apohoron,	অপহরণ,	অপহরন,	
maase,	মাসে,	মাসে,	
durger,	দুর্গের,	দুর্গের,	
phareksa,	ফরেেক্স,	ফরেক্স,	
seniar,	সেনিয়ার,	সিনিয়র,	
danabder,	দানাবদের,	দানবদের,	
dharabahikotitey,	ধারাবাহিকিতে,	ধারাবাহিকটিতে,	
harris,	হ্যারিস,	হ্যারিস,	
wictor,	ভিক্টর,	ভিক্টর,	
ceramiker,	কেরামিকের,	সিরামিকের,	
manushti,	মানুষ্টি,	মানুষটি,	
bibek,	বিবেক,	বিবেক,	
visnu,	বিষ্ণু,	বিষ্ণু,	
macbeth,	ম্যাচেথ,	ম্যাকবেথ,	
shringa,	শ্রীঙ্গ,	শৃঙ্গ,	
anan,	আনন,	আনান,	
konphlict,	কনফিল্ক,	কনফ্লিক্ট,	
aabahan,	আবহান,	আবাহন,	
atohar,	অতহার,	আতহার,	
cinematographer,	সিনেমারাফার্রের,	সিনেমাটোগ্রাফার,	
plainti,	প্লাইন্টি,	প্লেনটি,	
maszid,	মস্দিদ,	মসজিদ,	
omorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
cholochchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
trupa,	ট্রুপ,	ট্রুপ,	
kaanaai,	কানাই,	কানাই,	
vushito,	ভূষিত,	ভূষিত,	
swapod,	স্বপদ,	শ্বাপদ,	
rothin,	রথিন,	রথীন,	
protijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
miracle,	মিরাকল,	মিরাকেল,	
uchchatara,	উচ্চতার,	উচ্চতর,	
sima,	সিম,	সীমা,	
siramiks,	সিরামিক্স,	সিরামিকস,	
venisey,	ভাইনিসে,	ভেনিসে,	
koilash,	কৈলাস,	কৈলাস,	
tonight,	টনিংট,	টুনাইট,	
somabeshti,	সমাবেষ্টি,	সমাবেশটি,	
lambate,	লম্বটে,	লম্বাটে,	
dharabhashyakar,	ধারাভাস্কার,	ধারাভাষ্যকার,	
maudelgulo,	মদেকগুলো,	মডেলগুলো,	
vangle,	ভাঙলে,	ভাঙলে,	
qingdom,	কিংম্যা,	কিংডম,	
dooburir,	দুবুরির,	ডুবুরির,	
dharmantor,	ধর্মান্তর,	ধর্মান্তর,	
tecno,	টেকনো,	টেকনো,	
bbs,	বিএবস,	বিবিএস,	
piroojalee,	পিরোজালী,	পিরুজালী,	
shite,	সাইট,	শীতে,	
krita,	কৃত,	ক্রীট,	
zack,	জ্যাক,	জ্যাক,	
taims,	টাইমস,	টাইমস্,	
mataram,	মততারাম,	মাতরম,	
udbhaboker,	উদ্ভাবকের,	উদ্ভাবকের,	
bagey,	বাগে,	বাগে,	
dajhyo,	দা্যয,	দাহ্য,	
naitikatavodh,	নাতিতক্বোধ,	নৈতিকতাবোধ,	
iston,	ইস্টন,	স্টোন,	
nartana,	নার্টান,	নর্টন,	
growth,	গ্রথ,	গ্রোথ,	
tate,	তেট,	তাতে,	
treta,	ট্রেট,	ত্রেতা,	
sangosthagulo,	সংস্গাগুলো,	সংস্থাগুলো,	
moldowa,	মো্ডোভা,	মলদোভা,	
marketey,	মার্কেটে,	মার্কেটে,	
bahal,	বাহাল,	বহাল,	
grawth,	গ্রথ,	গ্রোথ,	
surti,	সূর্তি,	সুরটি,	
jacqson,	যক্সন,	জ্যাকসন,	
jonmaat,	জন্মাত,	জন্মাত,	
debating,	ডেবোটিং,	ডিবেটিং,	
madraser,	মাদ্রাসের,	মাদ্রাজের,	
joneser,	জোনেসের,	জোন্সের,	
pushtee,	পুষ্টি,	পুষ্টি,	
thawre,	থোরে,	থরে,	
koruna,	করুনা,	করুণা,	
chalochchitrotike,	চলচ্চিত্রিকে,	চলচ্চিত্রটিকে,	
onodhikaar,	অনধিকার,	অনধিকার,	
deepan,	ডিপান,	দীপন,	
shatodha,	শতধা,	শতধা,	
ekshor,	একশর,	একশোর,	
chalachchitroke,	চলচ্ছিত্রকে,	চলচ্চিত্রকে,	
spredsheet,	স্প্রেডসিট,	স্প্রেডশীট,	
ponjeekar,	পঞ্জিকার,	পঞ্জিকার,	
parsher,	পার্সের,	পার্শ্বের,	
aakkas,	আক্ষাস,	আককাস,	
ray,	রে,	রায়,	
eeraner,	ইরানের,	ইরানের,	
byaboharkareeke,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
bhaabaponno,	ভাবপন্ন,	ভাবাপন্ন,	
uporitaley,	উপরিতালে,	উপরিতলে,	
jeess,	জিস,	জেস,	
aairis,	আইরিশ,	আইরিস,	
rushod,	রসদ,	রুশদ,	
horus,	হররস,	হোরাস,	
gasthi,	গোস্থী,	গোষ্ঠী,	
bone,	বনে,	বনে,	
mukhmondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
samashtigata,	সমস্তিগত,	সমষ্টিগত,	
daja,	দাজা,	ডোজো,	
ganohotyar,	গণহাত্যার,	গণহত্যার,	
hypar,	হাইপার,	হাইপার,	
vabanir,	ভবানীর,	ভবানীর,	
ruble,	রাবলে,	রুবল,	
dolgulo,	দলগুলো,	দলগুলোও,	
biplobi,	বিপ্লবী,	বিপ্লবী,	
bibhinno,	বিভিন্ন,	বিভন্ন,	
motke,	মোটকে,	মতকে,	
vobani,	ভবানী,	ভবানী,	
billaho,	বিল্লাহ,	বিল্লাহ,	
kanisttha,	কনিষ্ঠা,	কনিষ্ঠ,	
diaraesha,	ডায়রেস,	ডিআরএস,	
arifin,	অরিফিন,	আরিফিন,	
dormetori,	ডরমেটরি,	ডরমিটরি,	
mulvitti,	মুলভিতটি,	মূলভিত্তি,	
gatirodh,	গতিরোধ,	গতিরোধ,	
andamana,	আন্ডোমান,	আন্দামান,	
mosleh,	মসলেহ,	মোসলেহ,	
juktorastroshoho,	যুক্তরস্রাসহ,	যুক্তরাষ্ট্রসহ,	
zockey,	জকি,	জকি,	
parikha,	পরীক্ষা,	পরিখার,	
spreadsheet,	স্প্রাডসিট,	স্প্রেডশীট,	
manbey,	মানবে,	মানবে,	
olimpicer,	অলিমাপিকের,	অলিম্পিকের,	
ahalya,	অহল্য,	অহল্যা,	
potkaa,	পটকা,	পটকা,	
beshirbhagei,	বেশিরভাগেই,	বেশিরভাগেই,	
uparjaner,	উপর্যানের,	উপার্জনের,	
faase,	ফাজেস,	ফাঁসে,	
atok,	আতক,	আটক,	
torangunj,	টরাঙ্গুজ,	তোরাবগঞ্জ,	
puroheetra,	পুরুহিত্রা,	পুরোহিতরা,	
sompadoner,	সম্পাদনের,	সম্পাদনের,	
kemaney,	কেমনে,	কেমনে,	
ogrodut,	অগ্রদুত,	অগ্রদূত,	
bonovumi,	বনভূমি,	বনভূমি,	
mojlishpur,	মজজিস্পুর,	মজলিশপুর,	
jeeni,	জেনি,	যিনি,	
priti,	প্রীতি,	প্রিটি,	
vastubad,	বস্তুবাদ,	বস্তুবাদ,	
damdor,	দমদর,	দামদর,	
minishter,	মিনিস্টার,	মিনিস্টার,	
foster,	ফোস্টার,	ফস্টার,	
shikhra,	শিখ্রা,	শিখরা,	
myat,	ম্যাট,	ম্যাট,	
daul,	ডাউল,	দেউল,	
windos,	উইন্ডোস,	উইন্ডোস,	
