estoniya,	এস্টনিয়া,	এস্তোনিয়া,	
ancholtite,	অঞ্চলটিতে,	অঞ্চলটিতে,	
arifin,	আরিফিন,	আরিফিন,	
taunasipa,	টোনাসিপ,	টাউনশিপ,	
taims,	টাইমস,	টাইমস্,	
jakser,	যক্ষের,	যক্ষের,	
depooti,	দিপুি,	ডেপুটি,	
dekhbaar,	দেখবার,	দেখবার,	
adhyatmikata,	অধ্যাতিকিতা,	আধ্যাত্মিকতা,	
oitijhye,	ঐতিহ্যে,	ঐতিহ্যে,	
cheshsh,	চেষ,	চেস,	
jya,	জ্যা,	জ্যা,	
gheshei,	ঘেষেই,	ঘেঁষেই,	
dada,	দাদা,	দাদা,	
talaal,	তালাল,	তালাল,	
chhutochhooti,	ছুট্ছুটি,	ছুটোছুটি,	
bocchoner,	বচ্ছনের,	বচ্চনের,	
dhormantor,	ধর্মান্তর,	ধর্মান্তর,	
kolkarkhana,	কলাকর্ষা,	কলকারখানা,	
mufti,	মুফতি,	মুফতি,	
bim,	বীম,	বীম,	
folok,	ফলক,	ফলক,	
naper,	নাপের,	ন্যাপের,	
suparahiro,	সুপারীহারও,	সুপারহিরো,	
biswashi,	বিশ্বাসী,	বিশ্বাসই,	
uinndo,	উইন্ডো,	উইন্ডো,	
hoteelti,	হটিলিটি,	হোটেলটি,	
drishi,	দৃশী,	দৃশ্যই,	
zyakasana,	জ্যাকাসন,	জ্যাকসন,	
qaroo,	কারু,	কারো,	
nafisa,	নফিস,	নাফিসা,	
kanader,	কানাডের,	কণাদের,	
sanghorsheek,	সংঘর্ষিক,	সাংঘর্ষিক,	
elaakaa,	এলাকা,	এলাকা,	
nothibhuktir,	নথিভুক্তির,	নথিভুক্তির,	
ameerica,	আমেরিকা,	আমেরিকা,	
uzbekistan,	উজ্বেক্তিন,	উজবেকিস্তান,	
cheerokoomari,	চিরকমুরা,	চিরকুমারী,	
stoneeheengee,	স্টোনেহি,	স্টোনহেঞ্জ,	
sane,	সেন,	সনে,	
soores,	সুরেশ,	সুরেশ,	
tuso,	তুষ,	তুসো,	
lajiker,	লাজিকের,	লজিকের,	
chirokoomari,	চিরকমুরা,	চিরকুমারী,	
itastata,	ইটাস্টট,	ইতস্ততঃ,	
baarnish,	বার্নিস,	বার্নিশ,	
bandi,	বন্দি,	বন্দী,	
voterer,	ভোটেরের,	ভোটারের,	
moshjidke,	মস্বিদকে,	মসজিদকে,	
bharson,	ভার্সন,	ভারশন,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
farna,	ফার্ন,	ফার্ন,	
bbonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
bhenise,	ভেনিসে,	ভেনিসে,	
engreziteo,	ইংরেজিতে,	ইংরেজিতেও,	
sachetanotamulak,	সচেতানতামতালক,	সচেতনতামূলক,	
patka,	পাটকা,	পটকা,	
madhyekar,	মা্যেকার,	মধ্যেকার,	
kruser,	ক্রাশের,	ক্রুশের,	
kormi,	কর্মী,	কর্মই,	
golakriti,	গললাকৃতি,	গোলাকৃতি,	
mesenzarer,	মেশেন্জারের,	মেসেঞ্জারের,	
tarunra,	তুরুণা,	তরুণরা,	
bo,	বো,	বু,	
showtey,	শত্তে,	শোতে,	
arbeet,	আর্বিত,	অরবিট,	
prastutkarok,	প্রস্তুতকরক,	প্রস্তুতকারক,	
jounotar,	যৌনতার,	যৌনতার,	
duplee,	ডাপ্লি,	ডুপ্লে,	
shhikar,	শিকার,	শিকার,	
jacqson,	জকসন,	জ্যাকসন,	
ooporoshtho,	উপরস্থ,	উপরস্থ,	
nagorikra,	নাগরিকরা,	নাগরিকরা,	
kansat,	কাঁসাট,	কানসাট,	
gronthei,	গ্রন্থেই,	গ্রন্থেই,	
kampita,	কম্পিট,	কম্পিত,	
prothar,	প্রথার,	প্রথার,	
pab,	পাব,	পাব,	
shfingtar,	স্ফিনতার,	স্ফিংটার,	
bondhutto,	বন্ধুত্ব,	বন্ধুত্ত্ব,	
pleeta,	প্লেট,	প্লেট,	
pishach,	পিশাচ,	পিশাচ,	
obheegomon,	অভিমোন,	অভিগমন,	
tobey,	তবে,	টবে,	
saoum,	সাউম,	সাওম,	
highcomissione,	হাইকমিশনে,	হাইকমিশনে,	
wul,	ভুল,	উল,	
uzobekeestaaner,	উজবেশ্ট্তেনের,	উজবেকিস্তানের,	
sahocorrze,	সহচর্রেয,	সাহচর্যে,	
hisabke,	হিসাবকে,	হিসাবকে,	
kyatagorir,	ক্যাটাগীর,	ক্যাটাগরির,	
potthon,	পঠঠন,	পঠন,	
bhorodwaj,	ভোরাদ্যা,	ভরদ্বাজ,	
abheedhaaneec,	অভিধানিক,	অভিধানিক,	
atmabiswasi,	আত্মবিস্বাসী,	আত্মবিশ্বাসী,	
ronangane,	রণাঙ্গনে,	রণাঙ্গনে,	
madhobi,	মাধবী,	মাধবী,	
setite,	সেটিতে,	সেটিতে,	
benish,	বেনিস,	ভেনিস,	
chereche,	চেরেছে,	ছেড়েছে,	
yaaq,	ইয়াক,	ইয়াক,	
pothnirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
faser,	ফেসার,	ফাঁসের,	
gajee,	গজী,	গেজ,	
besirbhaagi,	বেশীরভাগই,	বেশিরভাগই,	
bikaargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
faaj,	ফাজ,	ফাজ,	
reejur,	রেজুর,	রিজুর,	
nongra,	নঙ্র,	নোংরা,	
nirapottamulok,	নিরাত্তগমলক,	নিরাপত্তামূলক,	
machder,	মাদদের,	মাছদের,	
potochitro,	পতচিত্র,	পটচিত্র,	
rubol,	রুবল,	রুবল,	
sambhabanaow,	সম্ভাবনাও,	সম্ভবনাও,	
byabasthar,	ব্যবস্থার,	ব্যবস্থার,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
nikel,	নিকেল,	নিকেল,	
indr,	ইন্ড্রি,	ইন্দ্র,	
manushti,	মানুষটি,	মানুষটি,	
baard,	বার্ড,	বার্ড,	
dharavahiker,	ধারাভাহীকের,	ধারাবাহিকের,	
laisensim,	লাইস্সিং,	লাইসেন্সিং,	
gaddafee,	গাদ্যাফী,	গাদ্দাফী,	
ghoorchen,	ঘুরছেন,	ঘুরেছেন,	
bagda,	বাজ্ডা,	বাগদা,	
mosharroph,	মোশাররফ,	মশাররফ,	
cheere,	চিরে,	চিরে,	
vagadada,	ভাগাদা,	বাগদাদ,	
metrapalitan,	মেট্রোপিলিটান,	মেট্রোপলিটন,	
evaner,	ইভানের,	ইভানের,	
karmasansthaner,	কর্মসাস্থানের,	কর্মসংস্থানের,	
eiling,	এলিং,	ইলিং,	
cholochchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
liceensing,	লিসেন্সিং,	লাইসেন্সিং,	
madhuree,	মধুরী,	মাধুরী,	
shahanara,	শাহানারা,	শাহানারা,	
changee,	চাঙ্গি,	চেঞ্জ,	
pratisthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
gandhiio,	গান্ধিও,	গান্ধীও,	
hotochokeeto,	হতচকিত,	হতচকিত,	
teenej,	টেনেজ,	টিনেজ,	
heza,	হেজা,	হেজ,	
dorgaho,	দরগাহ,	দরগাহ,	
niro,	নিরো,	নির,	
shhayatana,	শায়াটান,	শয়তান,	
jyesttha,	জেষ্ঠ্ঠ,	জ্যেষ্ঠা,	
bishwashoi,	বিশ্বসাই,	বিশ্বাসই,	
minishtarer,	মিনিস্টারের,	মিনিস্টারের,	
hastantar,	হস্তন্তর,	হস্তান্তর,	
bhushi,	ভূষী,	ভুষি,	
muhurtoti,	মুহুর্তি,	মুহুর্তটি,	
mugdha,	মুগধধ,	মুগ্ধ,	
salmaner,	সালমানের,	সালমানের,	
niurolazi,	নিরুরোজাজী,	নিউরোলজি,	
naaji,	নাজি,	নাত্সি,	
inamila,	ইনমাইল,	এনামেল,	
mutar,	মুটার,	মুতার,	
nischitvabe,	নিশ্চিত্বভাবে,	নিশ্চিতভাবে,	
longhoner,	লঙ্ঘনের,	লংঘনের,	
shakara,	শাকার,	সকার,	
songrahak,	সংগ্রাহক,	সংগ্রাহক,	
beshirvagei,	বেশীরভাগেই,	বেশিরভাগেই,	
artillary,	অর্টিলারি,	আর্টিলারি,	
padarthabid,	পদার্থবিদ,	পদার্থবিদ,	
highcommissionay,	হাইকমিশনাই,	হাইকমিশনে,	
somabeshti,	সমবেষ্টটি,	সমাবেশটি,	
turkeyder,	তুর্কীদের,	তুর্কিদের,	
deefinition,	ডেফিনিশন,	ডেফিনেশন,	
klauda,	ক্লাউড,	ক্লাউড,	
jhalkathee,	ঝালকাঠি,	ঝালকাঠী,	
guzon,	গুজন,	গুজব,	
mmeloborrner,	মেলবর্নের,	মেলবোর্নের,	
gabhaskar,	গোভাসকার,	গাভাস্কার,	
omarendro,	অমারেন্দ্র,	অমরেন্দ্র,	
kana,	কানা,	কণা,	
danaber,	দানাবের,	দানবের,	
definishhion,	ডেফিনিশন,	ডেফিনেশন,	
azaadir,	আজাদির,	আজাদীর,	
nodnadeer,	নদানদীর,	নদনদীর,	
jhonkar,	ঝোঁকার,	ঝঙ্কার,	
volapuq,	ভলাপুক,	ভোলাপুক,	
drissoke,	দৃশ্যকে,	দৃশ্যকে,	
through,	থ্রাঘ,	থ্রু,	
baieq,	বাইক,	বাইক,	
madhoboir,	মাধবীর,	মাধবীর,	
shhcholashtik,	স্কলাসিটিক,	স্কলাস্টিক,	
bhittitei,	ভিত্তিইে,	ভিত্তিতেই,	
nagorikota,	নাগরিকতা,	নাগরিকতা,	
shaajaanor,	সাজানোর,	সাজানোর,	
bahya,	বাহ্য,	বাহ্য,	
asammati,	অসম্মতি,	অসম্মতি,	
vejano,	ভেজানো,	ভেজানো,	
ponero,	পনেরো,	পনের,	
onektai,	অনেকটাই,	অনেকটাই,	
preety,	প্রীতি,	প্রিটি,	
adhyattikota,	অধ্যাতিকতা,	আধ্যাত্মিকতা,	
tafasir,	তফসির,	তাফসীর,	
odurey,	অদূরে,	অদুরে,	
bosben,	বসেন,	বসবেন,	
nesanasa,	নেসানাস,	নেশনস,	
mela,	মেলা,	মাইল,	
garner,	গর্নের,	গার্নার,	
shilvar,	শিলভার,	সিলভার,	
turkmen,	তুরক্মেন,	তুর্কমেন,	
shcholarshhip,	স্কলারশিপ,	স্কলারশিপ,	
codee,	কোডি,	কোডে,	
klaud,	ক্লাড,	ক্লাউড,	
rejidensh,	রেজিডেন্স,	রেসিডেন্স,	
konagulo,	কোনগুলো,	কণাগুলো,	
michhilti,	মিচিলটি,	মিছিলটি,	
superheiroo,	সুপারহারুও,	সুপারহিরো,	
thakani,	ঠাকানি,	থাকেনি,	
preti,	প্রতি,	প্রিটি,	
madhobi,	মাধবী,	মাধবীর,	
phimela,	ফাইমেলা,	ফিমেল,	
jerujalemer,	জিরুজালেমের,	জেরুজালেমের,	
porijon,	পরিজন,	পরিজন,	
carlo,	কার্লো,	কার্লো,	
cholochchitreo,	চলচ্চিত্রে,	চলচ্চিত্রেও,	
purbancole,	পূর্বাঞচলে,	পূর্বাঞ্চলে,	
nirbachoker,	নির্বাচকের,	নির্বাচকের,	
hyaloyin,	হ্যালোইন,	হ্যালোইন,	
kuary,	কুরি,	কোয়েরি,	
porobortii,	পরবর্তী,	পরর্বতী,	
jotharthovabey,	যথার্থভাবে,	যথার্থভাবে,	
okritokarjo,	অকৃতকরা্য,	অকৃতকার্য,	
dee,	দে,	ডে,	
ajiban,	অজিবান,	আজীবন,	
nirmankaz,	নির্মানাক,	নির্মাণকাজ,	
sakar,	সাকার,	সাকার,	
sammatitey,	সম্মতিতে,	সম্মতিতে,	
playtey,	প্লেই,	প্লেটে,	
ceramiker,	সেরামিকের,	সিরামিকের,	
bagach,	বাগাচ,	বটগাছ,	
karmojog,	কর্মযোগ,	কর্মযোগ,	
corymb,	করিম্ব,	করিম,	
korle,	করলে,	করলে,	
dooborira,	দুবরীরা,	ডুবুরিরা,	
embeda,	এম্বেডা,	এম্বেড,	
utkhater,	উৎক্ষেতের,	উৎখাতের,	
musalmanra,	মুসল্মরনা,	মুসলমানরা,	
nilabho,	নীলাভ,	নীলাভ,	
jansa,	জাস্,	জন্স,	
hyaloin,	হ্যালোন,	হ্যালোইন,	
nochiketa,	নচিকেতা,	নচিকেতা,	
padarthabidder,	পদার্থবিদ্যের,	পদার্থবিদদের,	
mahasabha,	মহাসভা,	মহাসভা,	
laaisensh,	লাইন্স,	লাইসেন্স,	
sansthati,	সংস্থটি,	সংস্থাটি,	
torabganj,	তরবাগঞ্জ,	তোরাবগঞ্জ,	
chalachchitra,	চলচিত্র,	চলচ্চিত্র,	
sip,	শীপ,	শিপ,	
annorup,	অন্যরূপ,	অন্যরূপ,	
