shashoto,	শাসত,	শাশ্বত,	
aakkash,	আকাশ,	আককাস,	
location,	লোকেশন,	লোকেশন,	
baharamporer,	বহরমপুরের,	বহরমপুরের,	
grot,	গ্রট,	গ্রোথ,	
asaborno,	অসবর্ন,	অসবর্ণ,	
manush,	মানাস,	মানুষ,	
parishram,	পরিস্রম,	পরিশ্রম,	
jerusaleme,	জিরুসালমই,	জেরুসালেমে,	
bbiseshyo,	বিশেষ্য,	বিশেষ্য,	
duma,	দুম,	দুমা,	
vastubad,	বস্তুবাদ,	বস্তুবাদ,	
shulkey,	সুলকে,	শুল্কে,	
songrahok,	সংগ্রহক,	সংগ্রাহক,	
songbadmadhyome,	সংবাদমাধ্যমে,	সংবাদমাধ্যমে,	
sukumaree,	সুকুমারী,	সুকুমারী,	
matrikar,	মাত্রিকার,	মাতৃকার,	
kakhnoba,	কখনোবা,	কখনওবা,	
neerbahe,	নির্বাহে,	নির্বাহে,	
vezano,	ভেজানো,	ভেজানো,	
ajimpoor,	আজিমপুর,	আজিমপুর,	
salil,	সলীল,	সলিল,	
dinnar,	ডিনার,	ডিনার,	
enginiiring,	এঙ্গীনিজের,	ইঞ্জিনিয়ারিং,	
sulphate,	সুলফাতে,	সালফেট,	
landing,	ল্যান্ডিং,	ল্যান্ডিং,	
muradkey,	মুরাদকে,	মুরাদকে,	
mashtarsha,	মা্টার্স,	মাস্টার্স,	
dailee,	দৈলি,	ডেইলি,	
mitroder,	মিত্রদের,	মিত্রদের,	
uponeesoder,	উপনিষদের,	উপনিষদের,	
alankorana,	অলঙকরণা,	অলঙ্করণ,	
kheley,	খেলে,	খেলে,	
talaa,	তালা,	তালা,	
amiratas,	এমীরাস,	এমিরেটাস,	
bhenicer,	ভেনিকের,	ভেনিসের,	
changee,	চঙ্গী,	চেঞ্জ,	
chorchito,	চর্চিত,	চর্চিত,	
seekkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
prakalpoti,	প্রকালপাটি,	প্রকল্পটি,	
licencedhari,	লিচেন্সেরি,	লাইসেন্সধারী,	
plasse,	প্লাজ,	প্লাসে,	
bolatkar,	বলাাকার,	বলাৎকার,	
ssteit,	স্টেট,	স্টেইট,	
shaleha,	সালেহা,	সালেহা,	
nederlande,	নেদারল্যান্ডে,	নেদারল্যান্ডে,	
chalochchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
klauda,	ক্লাউড,	ক্লাউড,	
municipal,	মিনিসিপাল,	মিউনিসিপ্যাল,	
dweepgoolo,	দ্বীপগুলো,	দ্বীপগুলো,	
gosthigulo,	গোষ্ঠিগুলো,	গোষ্ঠীগুলো,	
bbs,	বিএসবিস,	বিবিএস,	
nogorey,	নগরে,	নগরে,	
olympic,	অলিম্পিক,	অলিম্পিক,	
carpeter,	কর্পোতের,	কার্পেটের,	
shombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
karmopontha,	কর্মপন্থা,	কর্মপন্থা,	
cinematographar,	সিনিতেগ্রাফর,	সিনেমাটোগ্রাফার,	
jorury,	জরুরী,	জরূরী,	
tovnship,	টনসিপিং,	টাউনশিপ,	
omanisha,	অমনিশা,	অমানিশা,	
prokalpagulo,	প্রকালগাগুলো,	প্রকল্পগুলো,	
kana,	কানা,	কণা,	
codeti,	কডেটি,	কোডটি,	
bbonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
hola,	হোল,	হোল,	
janapoth,	জনপথ,	জনপথ,	
nirvachaker,	নির্বাচকের,	নির্বাচকের,	
korleyi,	করলেই,	করলেই,	
tistar,	টিস্টার,	তিস্তার,	
langhon,	লঙ্ঘন,	লংঘন,	
uthey,	উঠে,	উঠে,	
faad,	ফাঁদ,	ফুড,	
byapokotor,	ব্যাপকততর,	ব্যাপকতর,	
irish,	আইরিশ,	আইরিস,	
samanwitavabe,	সমান্তিভাবে,	সমন্বিতভাবে,	
uzbekistaner,	উজবকেষিক্তানের,	উজবেকিস্তানের,	
timothi,	টিমথি,	টিমোথি,	
pancbaar,	পাঁচবার,	পাঁচবার,	
ralapha,	রলফা,	রালফ,	
bhramaner,	ভ্রমণের,	ভ্রমণের,	
prokolpeo,	প্রকল্পেও,	প্রকল্পেও,	
samajer,	সমাজের,	সমাজের,	
granthati,	গ্রন্থাটি,	গ্রন্থটি,	
damodar,	দামোদার,	দামদর,	
progresh,	প্রগ্রেস,	প্রগ্রেস,	
nodnadeer,	নদন্নাদির,	নদনদীর,	
kheylechen,	খেলেছেন,	খেলেছেন,	
shkirt,	স্কার্ট,	স্কার্ট,	
pari,	প্যারি,	পেরি,	
taioyana,	টাইয়ান,	তাইওয়ান,	
gandhariir,	গান্ধারীর,	গান্ধারীর,	
sectar,	সেক্টর,	সেক্টর,	
bheenisa,	ভেনিসা,	ভেনিস,	
monmotho,	মন্মথ,	মন্মথ,	
krusher,	ক্রাশের,	ক্রুশের,	
rifleks,	রাইফলেক্স,	রিফ্লেক্স,	
pretti,	প্রেটি,	প্রিটি,	
taroni,	তারণই,	তরণী,	
karmer,	করমের,	কর্মের,	
prokolpow,	প্রকো্লপও,	প্রকল্পও,	
falak,	ফলক,	ফলক,	
ponera,	পনেরা,	পনের,	
tistaar,	টিস্টার,	তিস্তার,	
kadorer,	কাদরের,	কদরের,	
treend,	ট্রেন্ড,	ট্রেন্ড,	
rupantorer,	রূপান্তরের,	রুপান্তরের,	
shikkhakram,	শিক্ষাক্রম,	শিক্ষাক্রম,	
chalachchitrei,	চলচিত্রেই,	চলচ্চিত্রেই,	
postke,	পোস্টকে,	পোস্টকে,	
baitsh,	ব্যাটস,	বাইটস,	
shektore,	সেক্টরে,	সেক্টরে,	
saifai,	সাইফাই,	সাইফাই,	
ghumacche,	ঘুমাছ্যে,	ঘুমাচ্ছে,	
footbalarra,	ফুটবলরররা,	ফুটবলাররা,	
ghumachche,	ঘুমাছে,	ঘুমাচ্ছে,	
provritite,	প্রভূতিতে,	প্রভৃতিতে,	
firoj,	ফিরোজ,	ফিরোজ,	
soceitykey,	সোসিটিকে,	সোসাইটিকে,	
teenej,	টিনেজ,	টিনেজ,	
soori,	সুরি,	সুরি,	
mulaadi,	মুলাদী,	মুলাদি,	
barak,	বররক,	বারাক,	
rupantor,	রূপান্তর,	রুপান্তর,	
lotharan,	লথারণ,	লুথেরান,	
sipa,	শিপা,	শিপ,	
serverer,	সার্ভারের,	সার্ভারের,	
labanaktatar,	লবণাক্ততার,	লবণাক্ততার,	
indrani,	ইন্দ্রানী,	ইন্দ্রাণী,	
jounotar,	যৌনতার,	যৌনতার,	
lyaataa,	ল্যাটা,	ল্যাটা,	
ajeejer,	আজিজের,	আজিজের,	
jaaluk,	জালুক,	জ্বলুক,	
pashan,	পাশন,	পাষাণ,	
vodqa,	ভদ্কা,	ভদকা,	
hoilo,	হইলো,	হইল,	
gyandaas,	জ্ঞ্নাস্যাস,	জ্ঞানদাস,	
poshchater,	পশ্চাতের,	পশ্চাতের,	
taronee,	তারণী,	তরণী,	
monjhostho,	মন্যস্থ,	মঞ্চস্থ,	
naitikatabodh,	নৈতিকাবধ,	নৈতিকতাবোধ,	
ajijur,	আজিজুর,	আজিজুর,	
gabhaskaar,	গভাস্কার,	গাভাস্কার,	
transform,	ট্রান্সফোর্ফ,	ট্রান্সফর্ম,	
byaboharkariderkey,	ব্যবহারকারীদেরকে,	ব্যবহারকারীদেরকে,	
idipasa,	এডিপস,	ইডিপাস,	
farid,	ফরিদ,	ফরিদ,	
totenhamer,	তোটনাহের,	টটেনহামের,	
somoodrotote,	সমুদ্রতে,	সমুদ্রতটে,	
chocchitrei,	চকচিত্রেই,	চলচ্চিত্রেই,	
pujito,	পূজিত,	পুজিত,	
adwanced,	অ্যাডভান্ডিয়ে,	অ্যাডভান্সড,	
maradeho,	মারাদেহ,	মরদেহ,	
valobasey,	ভালবাসে,	ভালোবাসে,	
compact,	কম্পাক্ট,	কমপ্যাক্ট,	
adorso,	আদর্শ,	আর্দশ,	
selim,	সিলিম,	সেলিম,	
santoshe,	সন্তঃষে,	সন্তোষে,	
chalochchitreo,	চলচিত্রেও,	চলচ্চিত্রেও,	
kormoi,	কর্মই,	কর্মই,	
debdebyr,	দেবদেবীর,	দেবদেবীর,	
alimpiqa,	অলিম্পিকা,	অলিম্পিক,	
aansaarir,	আনসারির,	আনসারীর,	
dimbakriti,	দিম্বাকৃতি,	ডিম্বাকৃতি,	
pudinn,	পুদিং,	পুডিং,	
naraphoqa,	নারাফোকা,	নরফোক,	
karmokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
abosan,	অবসান,	অবসান,	
bekey,	বেকে,	বেঁকে,	
vobanipur,	ভবানিপুর,	ভবানীপুর,	
brindaa,	ব্রিন্ডা,	বৃন্দা,	
daja,	দাজা,	ডোজো,	
bedanta,	বদদান্ত,	বেদান্ত,	
ghotleo,	ঘটলেও,	ঘটলেও,	
soinyora,	সৈন্যরা,	সৈন্যরা,	
rajtontro,	রাজতন্ত্র,	রাজতন্ত্র,	
ghese,	ঘেসে,	ঘেঁষে,	
masjidti,	মাসজজিদটি,	মসজিদটি,	
banijyikvittite,	বানিজ্যিকিত্তিতে,	বাণিজ্যিকভিত্তিতে,	
debete,	দেবতে,	ডিবেট,	
panchasjon,	পঞ্চাশন,	পঞ্চাশজন,	
dhos,	ধোষ,	ধস,	
brittakare,	বৃত্তাকারে,	বৃত্তাকারে,	
asamorik,	আসামরিক,	অসামরিক,	
asantosh,	অসন্তস,	অসন্তোষ,	
gotibegey,	গতিবেগে,	গতিবেগে,	
doneta,	ডোনাা,	ডোনাট,	
chanje,	চাঁজে,	চেঞ্জ,	
icebarg,	ইসেবার্গ,	আইসবার্গ,	
ekmot,	একমত,	একমত,	
bypass,	বিপস,	বাইপাস,	
pronoti,	প্রণোটি,	প্রণতি,	
licensin,	লিসেন্সিং,	লাইসেন্সিং,	
gatihin,	গতিহীন,	গতিহীন,	
stonehenje,	স্টনেহিংে,	স্টোনহেঞ্জ,	
plainey,	প্লেনে,	প্লেনে,	
gaujano,	গৌউজানো,	গজানো,	
leaders,	লিডার্স,	লিডার্স,	
bidrohiderke,	বিদ্রীহেদেরকে,	বিদ্রোহীদেরকে,	
tecnocrat,	টেকনোক্রা,	টেকনোক্র্যাট,	
gaafeeloti,	গ্যাফিলটি,	গাফিলতি,	
dor,	দর,	দোর,	
ragei,	রাগেই,	রাগেই,	
awatar,	আওতার,	অবতার,	
torabgunj,	তারাবগঞ্জ,	তোরাবগঞ্জ,	
balokarak,	বলকারক,	বলকারক,	
thare,	থারে,	থরে,	
shit,	শীট,	শীত,	
bone,	বোনে,	বনে,	
porobortii,	পরবর্তী,	পরর্বতী,	
vishwanath,	বিশ্বনাথ,	বিশ্বনাথ,	
bhushi,	ভুষি,	ভুষি,	
janagononar,	জনগণননার,	জনগণনার,	
modeler,	মোদেলের,	মডেলের,	
kalkarkhana,	কলকরা্ানা,	কলকারখানা,	
spredsheet,	স্প্রেডসেট,	স্প্রেডশীট,	
siima,	সীম,	সীমা,	
kamij,	কামিজ,	কামিজ,	
shayatana,	সায়াটন,	শয়তান,	
shalapheta,	সালফাইট,	সালফেট,	
marathi,	মারাঠি,	মরাঠি,	
skara,	স্কার,	স্কোর,	
spreadsiit,	স্প্রিডসেট,	স্প্রেডশীট,	
samanwitobhabe,	সমান্তিভাবে,	সমন্বিতভাবে,	
bhittimul,	ভিটিমুল,	ভিত্তিমূল,	
hyper,	হাইপার,	হাইপার,	
upobaasher,	উপবাসের,	উপবাসের,	
arthonitir,	অর্থনীতির,	অর্থনীতির,	
gaaddafee,	গাদ্দাফী,	গাদ্দাফী,	
modhumoti,	মধুমতি,	মধুমতী,	
steena,	স্টেন,	স্টেন,	
jeebonjapon,	জীবনজাপন,	জীবনযাপন,	
sangkalaney,	সংকলানে,	সংকলনে,	
bapokotor,	বাযাপকতর,	ব্যাপকতর,	
amerika,	এমেরিকা,	আমেরিকা,	
houstoner,	হসস্তনের,	হিউস্টনের,	
kindom,	কিন্দম,	কিংডম,	
nikela,	নিকেলা,	নিকেল,	
habsi,	হবসী,	হাবশী,	
udvabane,	উদ্ভাবনে,	উদ্ভাবনে,	
sangasthagulo,	সংস্গালগুলো,	সংস্থাগুলো,	
shiropa,	শিরপা,	শিরোপা,	
seekkharthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
pleta,	প্লেট,	প্লেটো,	
shansthatir,	সংস্থাটির,	সংস্থাটির,	
