chhaanake,	ছানকে,	ছানাকে,	
baibasthaar,	ব্যবস্থার,	ব্যবস্থার,	
eshiyetika,	এসেটিক,	এশিয়াটিক,	
besur,	বেশুর,	বেসুর,	
skarta,	স্কার্ট,	স্কার্ট,	
moshjidtir,	মসজজিদ্টির,	মসজিদটির,	
tunaita,	তুনাইট,	টুনাইট,	
onekerie,	অনেকেরী,	অনেকেরই,	
gaichey,	গাছে,	গাইছে,	
baaiq,	ব্যাক,	বাইক,	
lishenshe,	লিসেন্স,	লাইসেন্স,	
pest,	পেস্ট,	পেষ্ট,	
jatharthobhabe,	যথার্থভাবে,	যথার্থভাবে,	
laesens,	লেসেন্স,	লাইসেন্স,	
jokrito,	যকৃত,	যকৃৎ,	
gaddafee,	গদ্যাফি,	গাদ্দাফী,	
karmajog,	কর্মযোগ,	কর্মযোগ,	
teennis,	টেনিস,	টেনিস,	
joones,	জুনেস,	জোন্স,	
eesosiyeetasa,	এসোসিয়েস,	এসোসিয়েটস,	
hoteelti,	হটিলটি,	হোটেলটি,	
bagmara,	বাগমর,	বাগমারা,	
somoodrotote,	সমুদ্রতে,	সমুদ্রতটে,	
jathartha,	যথার্থ,	যথার্থ,	
cheentai,	চিন্তাই,	ছিনতাই,	
skarrt,	স্কার্ট,	স্কার্ট,	
jess,	জেস,	জেস,	
tinti,	তিনটি,	তিনটি,	
olpoi,	অলপাই,	অল্পই,	
masjidtikey,	মাসজিদটিকে,	মসজিদটিকে,	
hilser,	হিলসের,	হিলসের,	
dharabahikti,	ধারাবাখিক্,	ধারাবাহিকটি,	
segulor,	সেগুলোর,	সেগুলোর,	
ganesh,	গেনেস,	গণেশ,	
rupdan,	রূপদান,	রুপদান,	
zacksan,	জকক্সন,	জ্যাকসন,	
de,	দে,	ডে,	
horas,	হরাশ,	হোরাস,	
abasare,	অবশরে,	অবসরে,	
madrasake,	মাদ্রসকে,	মাদ্রাসাকে,	
onchalgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
plen,	প্লেন,	প্লেন,	
cruce,	ক্রাস,	ক্রুশ,	
totokkhon,	ততক্ষণ,	ততক্ষন,	
koreemer,	করিমের,	করিমের,	
zerusalem,	জেরুসালেম,	জেরুসালেম,	
taap,	টাপ,	ট্যাপ,	
ostheesandhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
biswashi,	বিশ্বাসী,	বিশ্বাসই,	
pachak,	পাচক,	পাচক,	
shalapheta,	সালাফ,	সালফেট,	
groth,	গ্রথ,	গ্রোথ,	
codeguli,	কদেগুলি,	কোডগুলি,	
ponchashjon,	পঞ্চাশন্ন,	পঞ্চাশজন,	
debaag,	দেবাগ,	ডিবাগ,	
sadhwi,	সাধ্বি,	সাধ্বী,	
madola,	মাদা,	মাদলা,	
harta,	হর্ত,	হার্ট,	
pleney,	প্লেনে,	প্লেনে,	
postake,	পোস্তকে,	পোস্টকে,	
skart,	স্কার্ট,	স্কার্ট,	
holdim,	হোল্ডিং,	হোল্ডিং,	
elaakao,	এলাকাও,	এলাকাও,	
superheiro,	সুপারহাই,	সুপারহিরো,	
moonim,	মুনিং,	মুনিম,	
holding,	হোল্ডিং,	হোল্ডিং,	
latimer,	ল্যাটিমের,	লাটিমের,	
poriikkhateo,	পরীক্ষাতেও,	পরীক্ষাতেও,	
notti,	নটটি,	নোটটি,	
manhputo,	মানপুত,	মনঃপুত,	
ajija,	আজিজ,	আজিজা,	
domone,	দমনে,	দমনে,	
kar,	কার,	কর,	
haripur,	হরিপুর,	হরিপুর,	
baagica,	বাগিক,	বাগিচা,	
philippiner,	ফিলিপিনের,	ফিলিপাইনের,	
grambaaseeo,	গ্রামবাস,	গ্রামবাসীও,	
aazadir,	আজাদির,	আজাদীর,	
phaltu,	ফলতু,	ফালতু,	
vishnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
yak,	এক,	ইয়াক,	
stonehenge,	স্টেনেজ,	স্টোনহেঞ্জ,	
chirantan,	চীরন্তন,	চিরন্তন,	
sikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
patthkromer,	পাঠ্রক্রের,	পাঠক্রমের,	
moshzidti,	মসজিদটি,	মসজিদটি,	
palestiner,	পেলসস্টাইনের,	প্যালেস্টাইনের,	
zerusalema,	জেরুসালাই,	জেরুসালেম,	
dhrubok,	ধ্রুবক,	ধ্রুবক,	
nothivookta,	নথিভুক্ত,	নথিভুক্ত,	
raia,	রাই়,	রায়,	
bonnypran,	বনিপ্রাণ,	বন্যপ্রাণ,	
foridi,	ফরীদি,	ফরিদী,	
goori,	গুরি,	গোরি,	
kushumba,	কুসুম্ব,	কুশুম্বা,	
lendol,	লেন্ডল,	লেন্ডল,	
madhyastho,	মধ্যস্থ,	মধ্যস্থ,	
amarjito,	অমর্জিত,	অমার্জিত,	
kormokarer,	কর্মকারের,	কর্মকারের,	
provura,	প্রভূরা,	প্রভুরা,	
besorkarikoron,	বেসরকারীকরণ,	বেসরকারিকরণ,	
godamjato,	গদমাজ্যত,	গুদামজাত,	
popke,	পপকে,	পোপকে,	
fansi,	ফাঁসি,	ফাঁসী,	
barron,	বরণ,	ব্যারন,	
kaathhmaandute,	কাঠমন্ডুতে,	কাঠমান্ডুতে,	
footballerer,	ফুটবলের,	ফুটবলারের,	
kobootorer,	কবুতরের,	কবুতরের,	
arakaner,	অরাকনের,	আরাকানের,	
associetes,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
disney,	ডিজনি,	ডিজনী,	
naaji,	নাজি,	নাত্সি,	
snipper,	স্নীপের,	স্নাইপার,	
tomader,	তোমাদের,	তোমাদের,	
nirgaman,	নির্জমান,	নির্গমন,	
aairis,	আইরিশ,	আইরিস,	
plete,	প্লেট,	প্লেট,	
mette,	মেটে,	ম্যাট,	
dormitory,	ডরমেটরি,	ডরমিটরি,	
mukhamandaley,	মুখমন্ডলে,	মুখমণ্ডলে,	
korta,	করত,	করতা,	
sahazlabhbhatar,	সহজ্লভাত্র,	সহজলভ্যতার,	
tala,	তোল,	তালা,	
lokhindorer,	লক্ষিন্ডরের,	লখিন্দরের,	
dosheeder,	দশীদের,	দোষীদের,	
mirakel,	মিরাকেল,	মিরাকেল,	
asietic,	অ্যাসিটিক,	এশিয়াটিক,	
khambaa,	কমমবা,	খাম্বা,	
zzonite,	যোনিতে,	যোনীতে,	
kash,	কাস,	কাস,	
sikhechi,	শিখেছি,	শিখেছি,	
nopdikey,	নপদিকে,	নদীকে,	
dinifition,	ডিনিফিয়েশন,	ডেফিনেশন,	
tenish,	টেনিশ,	টেনিস,	
oojbekistaner,	অজ্বিকস্তানের,	উজবেকিস্তানের,	
hazirhaat,	হজিরহাট,	হাজিরহাট,	
agomoner,	আগমনের,	আগমনের,	
bhenama,	ভেনাম,	ভেনম,	
anchaltike,	আঞ্চলটিকে,	অঞ্চলটিকে,	
jonmat,	জন্মাত,	জন্মাত,	
shaapholler,	সাফলের,	সাফল্যের,	
neemeetto,	নিমিত্,	নিমিত্ত,	
letara,	লেটার,	লেটার,	
madeelim,	ম্যাডেলিং,	মডেলিং,	
ssahocorze,	সহহর্্যে,	সাহচর্যে,	
tauki,	তৌকী,	তকি,	
seekkhokke,	শিক্ষকে,	শিক্ষককে,	
orghyo,	অর্ঘ,	অর্ঘ্য,	
drishyokey,	দৃশ্যকে,	দৃশ্যকে,	
janogananar,	জনগণনার,	জনগণনার,	
schalastic,	স্কলাস্টিক,	স্কলাস্টিক,	
fooloo,	ফুলও,	পোলো,	
godabari,	গদাবরী,	গোদাবরী,	
uruu,	উরু,	উরু,	
provritir,	প্রভূতির,	প্রভৃতির,	
ashe,	আশে,	আসে,	
muscut,	মাসকুট,	মাস্কাট,	
mekong,	মেকাং,	মেকং,	
damane,	দমনে,	দমনে,	
prakalpagulor,	প্রকালপুলোর,	প্রকল্পগুলোর,	
utsahomulok,	উত্সমূলক,	উৎসাহমূলক,	
tep,	টেপ,	ট্যাপ,	
messenjer,	মেসেঞ্জের,	মেসেঞ্জার,	
durotamo,	দূরতম,	দূরতম,	
miley,	মিলে,	মিলে,	
jameser,	জেমেসের,	জেমসের,	
savanetri,	সভানেত্রী,	সভানেত্রী,	
obeekol,	অবিকল,	অবিকল,	
gobhornorer,	গভর্নরের,	গভর্ণরের,	
turkmen,	তুর্কমেন,	তুর্কমেন,	
ishpredshhit,	ইস্পেরেশি,	স্প্রেডশীট,	
hugh,	হুঘ,	হিউজ,	
bon,	বোন,	বন,	
bonsho,	বংশ,	বংশ,	
dito,	দ্ব,	দিতো,	
modeel,	মদেল,	মডেল,	
bi,	বি,	বি,	
noteti,	নোটে,	নোটটি,	
sikkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
sperm,	স্পার্ম,	স্পার্ম,	
sudrissho,	সুদৃশ্য,	সুদৃশ্য,	
nirgamon,	নির্জমণ,	নির্গমন,	
retasa,	রেটস,	রাইটস,	
dhormantor,	ধর্মন্তর,	ধর্মান্তর,	
omarjito,	অমার্জিত,	অমার্জিত,	
euroo,	ইউরু,	ইউরো,	
aunti,	অন্টি,	আন্টি,	
dharmantor,	ধর্মন্তর,	ধর্মান্তর,	
sangostha,	সংস্থা,	সংস্থা,	
jaubanbati,	যৌবন্তী,	যৌবনবতী,	
habshee,	হবশি,	হাবশী,	
mooldoova,	মুলদুভা,	মলদোভা,	
ankeeta,	অংকিত,	অঙ্কিতা,	
vaider,	ভাইডের,	ভাইদের,	
vogni,	ভগ্নী,	ভগ্নী,	
embaed,	এমবেইড,	এম্বেড,	
bhejaano,	ভেজানো,	ভেজানো,	
bibader,	বিবাদের,	বিবাদের,	
asor,	আসর,	আসর,	
chalachchitrogulor,	চলা্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
manbe,	মানবে,	মানবে,	
macho,	মাছ,	মাছও,	
imarjinsi,	এমারজিন্সি,	এমার্জেন্সি,	
prithbir,	পৃথ্বীর,	পৃথবীর,	
isahak,	ইসহাক,	ইসাহাক,	
dwibidho,	দ্বিধি,	দ্বিবিধ,	
nicqel,	নিকেল,	নিকেল,	
sahojlovyotar,	সহজুল্াতার,	সহজলভ্যতার,	
ekoghoore,	একঘুরে,	একঘরে,	
shomrat,	সমরাত,	সম্রাট,	
anodhikaar,	অনধীকার,	অনধিকার,	
torkaryr,	তরকারির,	তরকারীর,	
bimata,	বিমত,	বিমাতা,	
antorbhuktimulak,	অন্তর্ভূমকক,	অন্তর্ভুক্তিমূলক,	
boikollyo,	বৈকল্য,	বৈকল্য,	
boikolyo,	বৈকল্য,	বৈকল্য,	
jeebonto,	জীবন্ত,	জীবন্ত,	
jatti,	যাটটি,	জাতটি,	
ramantik,	রামান্টিক,	রোমান্টিক,	
kinto,	কিন্ত,	কিনত,	
poroborti,	পরবর্তী,	পরর্বতী,	
kinsa,	কিংস,	কিংস,	
vejaano,	ভেজানো,	ভেজানো,	
olongkaron,	অলংকরণ,	অলঙ্করণ,	
muchir,	মুচির,	মুচির,	
reefleex,	রেফলেক্স,	রিফ্লেক্স,	
monzushree,	মনুুস্রী,	মঞ্জুশ্রী,	
bishnoo,	বিষ্ণু,	বিষ্ণু,	
shastra,	শাস্ত্র,	শাস্ত্র,	
grambaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
abhisongson,	অভিষংশন,	অভিশংসন,	
uzbekistaner,	উজবেক্সটানের,	উজবেকিস্তানের,	
akritakarjo,	আকৃতকার্য,	অকৃতকার্য,	
dong,	ডংং,	ডং,	
eshiyatiqa,	এসিটিক,	এশিয়াটিক,	
adbhanced,	অ্যাডভান্ডেস,	অ্যাডভান্সড,	
neermol,	নির্মল,	নির্মল,	
mukhbaundho,	মুখবন্ধ,	মুখবন্ধ,	
shorting,	শর্টিং,	সর্টিং,	
pratisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
chabir,	ছবির,	চাবির,	
dankan,	ডানক,	ডানকান,	
jarusalema,	জুরুসলেম,	জেরুসালেম,	
arakan,	আরকক,	আরাকান,	
brekathru,	ব্রেখারু,	ব্রেকথ্রু,	
venishh,	ভেনিস,	ভেনিস,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসী,	
gronthao,	গ্রন্থাও,	গ্রন্থও,	
jeebjontu,	জীবজন্তু,	জীবজন্তু,	
carpet,	কর্পট,	কার্পেট,	
shahoshikatar,	সহশিকতার,	সাহসিকতার,	
nirapottamulok,	নিরাত্তমূলক,	নিরাপত্তামূলক,	
norfolq,	নরফলক,	নরফোক,	
favourite,	ফাওরিতে,	ফেভারিট,	
bhenasha,	ভেনা,	ভেনাস,	
hooldim,	হোল্ডিং,	হোল্ডিং,	
eemeergeency,	ইমেরজেন্সি,	এমার্জেন্সি,	
taffsher,	তাফসের,	তাফসীর,	
moushumer,	মৌসুমের,	মৌসুমের,	
sidiul,	সিডিউল,	শিডিউল,	
shamook,	শামুক,	শামুক,	
uthey,	উঠে,	উঠে,	
hena,	হেন,	হেনা,	
kakhnoba,	কখনোবা,	কখনওবা,	
progress,	প্রগ্রেস,	প্রগ্রেস,	
