jacqson,	জেকসন,	জ্যাকসন,	
gondhe,	গন্ধে,	গন্ধে,	
alaa,	আলা,	আলা,	
ogrodut,	অগ্রদদ,	অগ্রদূত,	
ekhate,	এখাতে,	একহাতে,	
chhutite,	ছুটিতে,	ছুটিতে,	
timoothy,	টিমোথি,	টিমোথি,	
phiksim,	ফিক্সিং,	ফিক্সিং,	
tulechen,	তুলেছেন,	তুলেছেন,	
mekong,	মেকা,	মেকং,	
shilpajata,	শিল্পজাত,	শিল্পজাত,	
agrodut,	আগ্রদদ,	অগ্রদূত,	
gunoman,	গুমনা,	গুণমান,	
dhyanastha,	ধ্যানস্থ,	ধ্যানস্থ,	
shaakaar,	শাকার,	সাকার,	
setite,	সেটিতে,	সেটিতে,	
gaze,	গেজ,	গেজ,	
vor,	ভোর,	ভর,	
poper,	পপার,	পোপের,	
moreecha,	মরিচা,	মরিচা,	
dibi,	দিবী,	দিবি,	
hedge,	হেড,	হেজ,	
baibasthar,	ব্যবস্থার,	ব্যবস্থার,	
chhutee,	ছুটি,	ছুটি,	
ponero,	পনেরও,	পনের,	
aanish,	আনিষ,	আনিস,	
ekroop,	একরুপ,	একরূপ,	
nabheela,	নেভেল,	নভেল,	
chef,	চেফ,	শেফ,	
angshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
uchhoshito,	উচ্চশিত,	উচ্ছসিত,	
pathkromer,	পাঠক্রমের,	পাঠক্রমের,	
augustine,	অগস্টিন,	অগাস্টিন,	
shasonkarta,	শাসনকর্ত,	শাসনকর্তা,	
uthhane,	উঠানে,	উঠানে,	
archimedes,	আর্চিমেস,	আর্কিমিডিস,	
rubeta,	রুবেট,	রাবেতা,	
gronthao,	গ্রন্থও,	গ্রন্থও,	
ukeliptas,	ইউকিলিপ্টাস,	ইউক্যালিপ্টাস,	
zubokder,	যুবকদের,	যুবকদের,	
stalin,	স্তালিন,	স্টালিন,	
shho,	শো,	শো,	
bang,	বা,	ব্যাং,	
muldhara,	মুলধারা,	মূলধারা,	
tenish,	টেনিস,	টেনিস,	
seekkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
milekhanek,	মিলেখানক,	মাইলখানেক,	
difinishion,	ডিফিনিশন,	ডেফিনেশন,	
agomoner,	আগমনের,	আগমনের,	
starc,	স্টার্ক,	স্টার্ক,	
chutochuti,	চুটুচুটি,	ছুটোছুটি,	
artilary,	অর্টিলারী,	আর্টিলারি,	
nartana,	নর্টন,	নর্টন,	
saralya,	সরল্য,	সারল্য,	
goteerodh,	গতিরোধ,	গতিরোধ,	
ceema,	কেম,	সীমা,	
zacksan,	জকসন,	জ্যাকসন,	
shoccer,	সোচার,	সকার,	
qyanela,	ক্যানেল,	ক্যানেল,	
shamook,	শামুক,	শামুক,	
bhuushito,	ভূষ্টিত,	ভূষিত,	
joki,	জোক,	জকি,	
kooshumba,	কুসুম্ব,	কুশুম্বা,	
mukhobandho,	মুখবন্ধ,	মুখবন্ধ,	
atwobishvashi,	অত্ববিশাবী,	আত্মবিশ্বাসী,	
kadorer,	কাদরের,	কদরের,	
kompeeto,	কম্পিত,	কম্পিত,	
hazat,	হজাত,	হজত,	
puroheetder,	পুরোহিতদের,	পুরোহিতদের,	
amanisha,	অমনিশ,	অমানিশা,	
naraphoka,	নরফোক,	নরফোক,	
muzibur,	মুজিবর,	মুজিবুর,	
shyutara,	স্যুটার,	শ্যুটার,	
ched,	চেদ,	ছেদ,	
rananganey,	রণনঙ্গনে,	রণাঙ্গনে,	
vorpur,	ভরপপুর,	ভরপুর,	
bodna,	বদনা,	বদনা,	
pleeta,	প্লেট,	প্লেট,	
maudelgulo,	মদিনগুলো,	মডেলগুলো,	
dweegulotey,	দ্বীগুলোতে,	দ্বীপগুলোতে,	
gabeshanar,	গবেষণার,	গবেষনার,	
janmato,	জন্মাত,	জন্মাত,	
karmoke,	কর্মকে,	কর্মকে,	
janasamaj,	জনসমাজ,	জনসমাজ,	
jomjamat,	জম্মাত,	জমজমাট,	
bhaskor,	ভাস্কর,	ভাস্কর,	
gosthyi,	গোস্থই,	গোষ্ঠীই,	
mesenjjarer,	মেসেঞ্জারের,	মেসেঞ্জারের,	
guzon,	গুজন,	গুজব,	
natnikey,	নাটনিকে,	নাতনীকে,	
inamila,	ইনমেলি,	এনামেল,	
voterer,	ভোটের,	ভোটারের,	
shefard,	সেফার্ড,	শেফার্ড,	
arthonitite,	অর্থনীতিতে,	অর্থনীতিতে,	
beeswasi,	বিশ্বাসী,	বিশ্বাসই,	
fixing,	ফিক্সিং,	ফিক্সিং,	
uindo,	উইন্ড,	উইন্ডো,	
debholopar,	ডেভলপার,	ডেভলপার,	
jons,	জনস,	জোন্স,	
khur,	খুর,	ক্ষুর,	
chidrapathe,	চিদ্রপথে,	ছিদ্রপথে,	
sotorkota,	সর্তকতা,	সতর্কতা,	
farid,	ফরিদ,	ফরিদ,	
sojja,	সজ্যা,	সজ্জা,	
utshahi,	উত্সাহী,	উৎসাহী,	
deubande,	দিববন্দে,	দেওবন্দে,	
birder,	বীর্দার,	বার্ডের,	
kutir,	কুটির,	কুটির,	
kode,	কোড,	কোড,	
soomita,	সুমিতা,	সুমিতা,	
allahabade,	আল্লাবাদে,	এলাহাবাদে,	
obolokon,	অবলক,	অবলোকন,	
ojowno,	অজ্ন,	অযৌন,	
deefinition,	ডেফিনিশন,	ডেফিনেশন,	
licenshing,	লিসেন্সিং,	লাইসেন্সিং,	
orbiit,	অর্বিত,	অরবিট,	
domonmoolok,	দোমনোলমক,	দমনমূলক,	
zohns,	জনস,	জন্স,	
lidars,	লিডার্স,	লিডার্স,	
jacker,	জেকের,	জ্যাকের,	
peengnaa,	পিংনা,	পিংনা,	
cholochchitrogulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
gutano,	গুটন,	গুটানো,	
dipon,	ডিপোন,	দীপন,	
bishwaashshoi,	বিশ্বাসই,	বিশ্বাসই,	
pooroheetra,	পুরোহিত্র,	পুরোহিতরা,	
bhushito,	ভূষ্টিত,	ভূষিত,	
vorkendra,	ভোরেন্দ্র,	ভরকেন্দ্র,	
shtone,	স্টন,	স্টোন,	
roobi,	রুবি,	রুবি,	
gananatyo,	গণনাত্য,	গণনাট্য,	
postkay,	পোস্কে,	পোস্টকে,	
probeshkari,	প্রবেশকারী,	প্রবেশকারী,	
avetara,	অভিযার,	অবতার,	
mukhomandoley,	মুখমন্ডলে,	মুখমণ্ডলে,	
abosane,	আবসনে,	অবসানে,	
salafeta,	সলফাইট,	সালফেট,	
crucer,	ক্রুসের,	ক্রুশের,	
teemothi,	তিমথি,	টিমোথি,	
kode,	কোড,	কোডে,	
obhaarbhiu,	অভারভিউ,	ওভারভিউ,	
shcholashtic,	স্কলাসটিট,	স্কলাস্টিক,	
pothnirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
hijritey,	হিজরিতে,	হিজরীতে,	
postke,	পোস্কে,	পোস্টকে,	
dee,	দি,	ডে,	
thake,	থাকে,	থাকে,	
shource,	সোর্স,	সোর্স,	
teemplatee,	টিম্প্লট,	টেম্পলেট,	
reshidensha,	রেসিডেন্স,	রেসিডেন্স,	
taholo,	তালো,	তাহলো,	
sayatana,	সাযানা,	শয়তান,	
dule,	ডাল,	ডালে,	
mugdhata,	মুগ্ধতা,	মুগ্ধতা,	
agrodoot,	আগ্রদ,	অগ্রদূত,	
hajirhat,	হজিরহাট,	হাজিরহাট,	
ishter,	ইস্টার,	ইস্টের,	
retasa,	রেটস,	রাইটস,	
oshamonjosshoporno,	অসম্যসনপ্র,	অসামঞ্জস্যপূর্ণ,	
aajeej,	আজিজ,	আজিজ,	
anciint,	এনসাইন্ট,	এনসিয়েন্ট,	
gostigoolo,	গস্তিগুলো,	গোষ্ঠীগুলো,	
oodoore,	উদুরে,	অদুরে,	
palteche,	পালটেকে,	পাল্টেছে,	
parqim,	পার্কিম,	পার্কিং,	
dinifition,	ডিনিফিয়শন,	ডেফিনেশন,	
manir,	মনির,	মনির,	
wodka,	ভদ্কা,	ভদকা,	
protista,	প্রতিষ্টা,	প্রতিষ্টা,	
ajeempur,	অজিমপুর,	আজিমপুর,	
amstrang,	অ্স্ট্রাং,	আর্মস্ট্রং,	
swosti,	স্বস্তি,	স্বস্তি,	
gaichhe,	গৈছে,	গাইছে,	
elakatite,	এলাকাতে,	এলাকাটিকে,	
ansarir,	আনসারীর,	আনসারীর,	
jawhar,	জওহর,	জহর,	
bypass,	বিপাস,	বাইপাস,	
paadee,	পাদী,	পাড়ে,	
guzober,	গুজবের,	গুজবের,	
troup,	ট্রপ,	ট্রুপ,	
arthat,	অর্থট,	অর্থাৎ,	
bidrup,	বিদ্রুপ,	বিদ্রূপ,	
indraa,	ইন্দ্রা,	ইন্দ্র,	
nischay,	নিশচে,	নিশ্চয়,	
plater,	প্লাটার,	প্লেটের,	
uzobekeestaan,	উজবেক্তান,	উজবেকিস্তান,	
shikkhao,	শিক্ষাও,	শিক্ষাও,	
istoniya,	ইস্তোনিয়া,	এস্তোনিয়া,	
dajyo,	দাজ্য,	দাহ্য,	
potochitro,	পতোচিত্র,	পটচিত্র,	
orthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
uuipokar,	উইপাকার,	উইপোকার,	
ekaar,	একার,	একার,	
hafez,	হাফেজ,	হাফেয,	
byaboharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
shaleha,	সালেহ,	সালেহা,	
sachetanatamulok,	সচেতনামূলক,	সচেতনতামূলক,	
devolapar,	ডেভলপার,	ডেভলপার,	
beetloser,	বিটলসের,	বিটলসের,	
pushteer,	পুষ্টির,	পুষ্টির,	
koommatei,	কুমাতেই,	কমাতেই,	
naitikatar,	নৈতিকাতার,	নৈতিকতার,	
carymb,	ক্যারিব,	করিম,	
bimata,	বিমতা,	বিমাতা,	
chidropathe,	চিদ্রপথে,	ছিদ্রপথে,	
kandy,	কান্দ,	ক্যান্ডি,	
plaiin,	প্লেইন,	প্লেন,	
ceramiker,	কেরামিকের,	সিরামিকের,	
amor,	আমর,	আমর,	
lajiqa,	লাজিক,	লজিক,	
ssumi,	সুমি,	সুমি,	
arakaner,	অরাকানের,	আরাকানের,	
deool,	ডিওল,	দেউল,	
osamanno,	অসমান্ন,	অসামান্য,	
jubokshoho,	যুবকহ্ম,	যুবকসহ,	
peri,	পেরি,	পেরি,	
biharey,	বিহারে,	বিহারে,	
sthaponake,	স্থাপনাকে,	স্থাপনাকে,	
tafaat,	তফাত,	তফাৎ,	
radhanogor,	রাধানগর,	রাধানগর,	
rautine,	রাউটিন,	রুটিন,	
senabahinikey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
udeechee,	উদিচী,	উদীচী,	
teman,	টেমন,	তেমন,	
pronoti,	প্রণতী,	প্রণতি,	
roza,	রোজা,	রোযা,	
yura,	ইউরা,	ইউরো,	
sabche,	শবচে,	সবচে,	
neutrino,	নিউট্রিন,	নিউট্রিনো,	
peerry,	পিরি,	পেরি,	
juktorastre,	যুক্তরাস্ট্রে,	যুক্তরাষ্ট্রে,	
vabaponno,	ভবাপন্ন,	ভাবাপন্ন,	
reesideencee,	রেসিডেন্সে,	রেসিডেন্স,	
tooku,	টুকু,	টুকু,	
dharavahik,	ধারাবাহিক,	ধারাবাহিক,	
paramartha,	পরামর্থ,	পরমার্থ,	
juktorastroshoho,	যুক্তরাস্ত্রহ,	যুক্তরাষ্ট্রসহ,	
sthaponakey,	স্থাপনাকে,	স্থাপনাকে,	
gejeteda,	গেজেটেড,	গেজেটেড,	
sangkoolan,	সংকোলন,	সংকুলান,	
fasi,	ফাঁসি,	ফাঁসী,	
meghey,	মেঘে,	মেঘে,	
gosthi,	গোস্থী,	গোষ্ঠী,	
chaanu,	চানু,	চানু,	
vip,	ভিপ,	ভিআইপি,	
debdebee,	দেবদেবী,	দেবদেবী,	
asocietes,	অ্যাসোসিয়েট,	এসোসিয়েটস,	
tintir,	তিনটির,	তিনটির,	
fol,	ফল,	ফল,	
khaaneker,	খানেকের,	খানেকের,	
uporitole,	উপরীতলে,	উপরিতলে,	
jeebonjapon,	জীবনজ্পন,	জীবনযাপন,	
kiirti,	কীরটি,	কীর্তি,	
provritir,	প্রভৃতির,	প্রভৃতির,	
shasankarta,	শাসনকর্ত,	শাসনকর্তা,	
abheedhaneec,	অভিধানিক,	অভিধানিক,	
durgotshob,	দূর্বত্ব,	দুর্গোৎসব,	
karpet,	কর্প,	কার্পেট,	
zeans,	জিনস,	জিন্স,	
dholeshwari,	ধলেশশবারী,	ধলেশ্বরী,	
jesthotar,	যেষ্ঠতার,	জ্যেষ্ঠতার,	
tinage,	টিনেজ,	টিনেজ,	
eideen,	এদিন,	এইদিন,	
cruce,	ক্রুস,	ক্রুশ,	
