chherechhe,	ছেরেছে,	ছেড়েছে,	
palbangser,	পাল্বাংশের,	পালবংশের,	
shelim,	সেলিং,	সেলিম,	
dayana,	ডায়ান,	ডায়না,	
shahocharjo,	শাহচর্য,	সাহচর্য,	
eshtoniya,	এস্টোনিয়া,	এস্তোনিয়া,	
karkat,	কর্কট,	কর্কট,	
hydra,	হাইড্রা,	হাইড্রা,	
tooku,	টুকু,	টুকু,	
domonmulok,	দমন্মমূলক,	দমনমূলক,	
sabyastho,	সব্যস্থ,	সাব্যস্থ,	
ghumachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
pannee,	পাননি,	পন্নী,	
kaferderke,	কাফারদেরকে,	কাফেরদেরকে,	
bhenasa,	ভেনস,	ভেনাস,	
akritakarja,	আকৃতাার্য,	অকৃতকার্য,	
longhan,	লঙ্ঘন,	লংঘন,	
phokshkon,	ফক্ষণ,	ফক্সকন,	
sarbhaarer,	সার্ভারের,	সার্ভারের,	
gafeeloti,	গেফলটি,	গাফিলতি,	
nir,	নির,	নির,	
aukhando,	অখন্দ,	অখন্ড,	
horippur,	হরিপপুর,	হরিপুর,	
motabolombiira,	মোতাবল্বীরা,	মতাবলম্বীরা,	
ghumato,	ঘুমত,	ঘুমাতো,	
durbhagya,	দুর্ভোগ্য,	দূর্ভাগ্য,	
shucharita,	সুচারিত,	সুচরিতা,	
mosjidsoho,	মস্জীদসহ,	মসজিদসহ,	
aedipus,	আদিপুস,	ইডিপাস,	
futbolarder,	ফুটবলারদের,	ফুটবলারদের,	
choudhurider,	চৌধুরিদের,	চৌধুরীদের,	
shhip,	শিপ,	শিপ,	
manikyo,	মানিক্য,	মানিক্য,	
melborroner,	মেলবররনের,	মেলবোর্নের,	
madla,	মদলা,	মাদলা,	
amarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
nodiigulir,	নদীগুলির,	নদীগুলির,	
hyarikeena,	হ্যারিকেন,	হ্যারিকেন,	
conseervation,	কনসাভরেশন,	কনসারভেশন,	
qloud,	ক্লাউড,	ক্লাউড,	
uipoka,	উইপোকা,	উইপোকা,	
niketoner,	নিকটনের,	নিকেতনের,	
porikhar,	পরীখর,	পরিখার,	
hoteltee,	হটটলটি,	হোটেলটি,	
obie,	অবি,	ওবিই,	
neermolota,	নির্মলতা,	নির্মলতা,	
maroofer,	মারুফের,	মারুফের,	
baipasa,	বাইপোসা,	বাইপাস,	
bolobhodro,	বলভদ্র,	বলভদ্র,	
janoikaa,	জানাইকা,	জনৈকা,	
pothchari,	পথচারী,	পথচারী,	
chhootochhooti,	ছুটোছি,	ছুটোছুটি,	
chheelona,	ছেলনা,	ছিলনা,	
naazi,	নাজি,	নাত্সি,	
eexpreession,	এক্সপ্রেশন,	এক্সপ্রেশন,	
bhabani,	ভবনী,	ভবানী,	
allahabade,	আল্হাবাদাদে,	এলাহাবাদে,	
meghe,	মেঘে,	মেঘে,	
shasonkorta,	শাসনকর্তা,	শাসনকর্তা,	
pleney,	প্লেনে,	প্লেনে,	
lettere,	ল্যাটারে,	লেটারে,	
porishongkhyanbid,	পরিসংখ্যান্িদ,	পরিসংখ্যানবিদ,	
abheedhanik,	আভিধানিক,	অভিধানিক,	
shuknaa,	শুকনা,	শুকনা,	
mitra,	মিত্রা,	মিত্র,	
sontoshe,	সন্তোষে,	সন্তোষে,	
poschimey,	পশ্চিমে,	পশ্চিমে,	
teresa,	তেরেসা,	টেরেসা,	
hori,	হরি,	হরি,	
flask,	ফ্ল্যাকশ,	ফ্লাস্ক,	
phiqsim,	ফিক্সিং,	ফিক্সিং,	
sinakey,	সিন্কাকে,	সিনাকে,	
dakkhinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
ssahosikotar,	সহসিকতার,	সাহসিকতার,	
musharraf,	মুশাররফ,	মশাররফ,	
gronthatike,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
shkora,	স্কোর,	স্কোর,	
gavaskar,	গভাসকার,	গাভাস্কার,	
ispredseet,	এস্প্রেডেস,	স্প্রেডশীট,	
ramantic,	রোম্যান্টিক,	রোমান্টিক,	
songasthaner,	সংসগ্থানের,	সংস্থানের,	
santaa,	সন্তা,	সান্তা,	
claud,	ক্লাউ,	ক্লাউড,	
dhouto,	ধৌত,	ধৌত,	
lendol,	লেন্ডল,	লেন্ডল,	
parbotto,	পার্বত্ব,	পার্বত্য,	
jerakam,	জেরকম,	যেরকম,	
chotogolpe,	ছোটোগল্পে,	ছোটগল্পে,	
arjara,	অর্জারা,	আর্যরা,	
jolrong,	জলরং,	জলরঙ,	
siniyara,	সিনিয়র,	সিনিয়র,	
times,	টাইমস,	টাইমস্,	
laaisheesh,	লাইসিস,	লাইসেন্স,	
addabaz,	আদ্দাবাজ,	আড্ডাবাজ,	
venise,	ভেনিসে,	ভেনিসে,	
gaichhe,	গাইছে,	গাইছে,	
porijoner,	পরিজনের,	পরিজনের,	
dibi,	দিবি,	দিবি,	
shaarok,	সারক,	স্মারক,	
chhootite,	ছুটিতে,	ছুটিতে,	
projanankal,	প্রজননকাল,	প্রজননকাল,	
choiti,	চৈতি,	চৈতি,	
bbosonte,	বসন্তে,	বসন্তে,	
rokshonbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
cinematographer,	সিনেগারেটফার,	সিনেমাটোগ্রাফার,	
yauth,	ইউথ,	ইয়ুথ,	
iub,	ইউব,	আইইউবি,	
nathivukto,	নথিভুক্ত,	নথিভুক্ত,	
cholche,	চলছে,	চলছে,	
zozyota,	যোজ্যতা,	যোজ্যতা,	
hoolding,	হোলিড,	হোল্ডিং,	
paab,	পাব,	পাব,	
mitrao,	মিত্রো,	মিত্রও,	
tala,	তালা,	তালা,	
sbajan,	স্বজন,	স্বজন,	
shotokey,	শতকে,	শতকে,	
mohit,	মোহিত,	মুহিত,	
haris,	হারিস,	হ্যারিস,	
udbodhaney,	উদ্বধানে,	উদ্বোধনে,	
azan,	আজান,	আজান,	
sanaktokaraner,	সনাক্তকরণের,	সনাক্তকরণের,	
ancholke,	অঞ্চলকে,	অঞ্চলকে,	
krisenta,	ক্রেসেন্টা,	ক্রিসেন্ট,	
vumij,	ভূমিজ,	ভূমিজ,	
swarther,	স্বর্থের,	স্বার্থের,	
bon,	বোন,	বন,	
dibeta,	দিবেতা,	ডিবেট,	
pare,	পারে,	পাড়ে,	
parkin,	পার্কিন,	পার্কিং,	
fotanor,	ফোটানোর,	ফোটানোর,	
seo,	সিও,	সেও,	
helly,	হেলি,	হিলি,	
chhintayikari,	ছিন্তাইকারী,	ছিনতাইকারী,	
ekirokom,	একরিকম,	একইরকম,	
ghomta,	ঘম্টা,	ঘোমটা,	
rajotwo,	রাজত্ব,	রাজত্ব,	
idipasa,	এডিপাস,	ইডিপাস,	
satthikota,	সাথিকতা,	সঠিকতা,	
bihare,	বিহারে,	বিহারে,	
kanar,	কানার,	কণার,	
ishiyatika,	ইসিয়টিক,	এশিয়াটিক,	
iuqyaliptasa,	ইক্্লপেটস,	ইউক্যালিপ্টাস,	
taatey,	তাটে,	তাতে,	
hochchilo,	হচ্ছিল,	হচ্ছিলো,	
thailand,	থাইল্যান্ড,	থাইল্যান্ড,	
bhenus,	ভাইনুস,	ভেনাস,	
uponeeshoder,	উপনিশোদের,	উপনিষদের,	
pachchen,	পাচ্ছেন,	পাচ্ছেন,	
sangasthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
oindreela,	অন্ড্রেল,	ঐন্দ্রিলা,	
laboni,	লাবণী,	লাবনী,	
bajhyo,	বাহ্য,	বাহ্য,	
shoriph,	শরিফ,	শরিফ,	
gayichhey,	গৈইছে,	গাইছে,	
adbhut,	আদভূত,	অদ্ভুত,	
nesans,	নেসন্স,	নেশনস,	
hoondayi,	হান্ডাই,	হুন্দাই,	
gor,	গর,	গোর,	
thar,	থার,	থর,	
asabhyaa,	অসভ্য,	অসভ্য,	
ceramicsh,	সেরামিক্স,	সিরামিকস,	
azizur,	আজিজুর,	আজিজুর,	
drissoke,	দৃশ্যকে,	দৃশ্যকে,	
vip,	ভিপ,	ভিআইপি,	
ovijojan,	অভিযোজনা,	অভিযোজন,	
dibug,	দিবুগ,	ডিবাগ,	
cn,	সিএন,	সিএন,	
dobhaar,	দভার,	ডোভার,	
poorohitra,	পুরোহিত্র,	পুরোহিতরা,	
scare,	স্কার,	স্কোর,	
prapokkey,	প্রাপক্কে,	প্রাপককে,	
khalid,	খলিি,	খালিদ,	
patigonit,	পাতিগণিত,	পাটিগণিত,	
bonduk,	বন্দুক,	বন্দুক,	
ingreziteo,	ইংরেজিতেও,	ইংরেজিতেও,	
ganosakkharata,	গণস্বখরতা,	গণসাক্ষরতা,	
kommppito,	কম্পিত,	কম্পিত,	
otyacharito,	অত্যচারিত,	অত্যাচারিত,	
akten,	আঁকতেন,	অকটেন,	
muktume,	মুক্তুমে,	মাকতুম,	
panchashjon,	পঞ্চাশোজন,	পঞ্চাশজন,	
noditei,	নদীতেই,	নদীতেই,	
doorotaumo,	দূরতম,	দূরতম,	
koordider,	কুর্দিদের,	কুর্দিদের,	
hukar,	হুকার,	হুকার,	
antarctica,	অন্টার্টিক,	অ্যান্টার্কটিকার,	
nevate,	নেভাতে,	নেভাতে,	
rakkhanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
ashociatesh,	অসোকোয়েশিয়াশ,	এসোসিয়েটস,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
emargency,	এমর্জেন্সি,	এমার্জেন্সি,	
shukna,	শুকনা,	শুকনা,	
khilafot,	খিলাফত,	খিলাফত,	
ekkoghore,	একঘরে,	একঘরে,	
fatakesto,	ফটকেেস্ট,	ফাটাকেষ্ট,	
dancan,	ডানচন,	ডানকান,	
noiteekotar,	নৈটিকতার,	নৈতিকতার,	
moolgoto,	মুলগত,	মূলগত,	
abul,	আবুল,	আবুল,	
forex,	ফোর্কস,	ফরেক্স,	
monohorpur,	মনোহরপুর,	মনোহরপুর,	
protishta,	প্রতিষ্টা,	প্রতিষ্টা,	
bagda,	বাজদা,	বাগদা,	
mitrader,	মিত্রাদের,	মিত্রদের,	
byabaharkariyi,	ব্যবহহারকারি,	ব্যবহারকারীই,	
omarjito,	অমার্জিত,	অমার্জিত,	
poscime,	পশ্চিমে,	পশ্চিমে,	
batsmaner,	ব্যাসমানের,	ব্যাটসম্যানের,	
setan,	সেতান,	শয়তান,	
oopohoron,	অপহরণ,	অপহরন,	
chhatta,	ছট্ব,	ছোট্ট,	
protijogitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
harj,	হার্জ,	হার্জ,	
aamudey,	আমুদে,	আমুদে,	
arakaner,	আরাকানের,	আরাকানের,	
nothivukta,	নথিভুক্ত,	নথিভুক্ত,	
faj,	ফজজ,	ফাজ,	
brittakare,	বৃত্তকারে,	বৃত্তাকারে,	
sudhui,	সুধী,	শুধুই,	
baraakpur,	বারারকুর,	বারাকপুর,	
suchorita,	সূচরিত,	সুচরিতা,	
shorting,	শর্টিং,	সর্টিং,	
ssahocorze,	সহচর্যে,	সাহচর্যে,	
tikto,	টিক্ত,	তিক্ত,	
obosore,	অবসরে,	অবসরে,	
bhyatikaaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
bolokarok,	বললাকরক,	বলকারক,	
bondhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
aajij,	আজিজ,	আজিজ,	
asommati,	অসম্মতি,	অসম্মতি,	
cakee,	কেক,	কেকে,	
avijojan,	অভিযোজনা,	অভিযোজন,	
resorte,	রিসর্টে,	রিসোর্টে,	
shangkulaan,	সংকুলন,	সংকুলান,	
addhattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
kinsa,	কিংস,	কিংস,	
moshzidti,	মস্জিদটি,	মসজিদটি,	
madhukooree,	মধুকুরী,	মাধুকরী,	
ummul,	উম্মুল,	উম্মুল,	
vageroi,	ভাগেরওই,	ভাগেরই,	
monzushree,	মঞ্জুশের,	মঞ্জুশ্রী,	
tofaat,	টফফট,	তফাৎ,	
kyatagorir,	ক্যাটগরির,	ক্যাটাগরির,	
grootha,	গ্রুথা,	গ্রোথ,	
pooloo,	পুলো,	পোলো,	
vishnu,	বিষ্ণু,	বিষ্ণু,	
enamel,	এনামেল,	এনামেল,	
mmesenjarer,	মেজেঞ্জারের,	মেসেঞ্জারের,	
hajartee,	হজরটি,	হাজারটি,	
charzara,	চার্জারা,	চার্জার,	
locker,	লোকের,	লকের,	
weelcomee,	উইলকমে,	ওয়েলকাম,	
komaatei,	কমাতেই,	কমাতেই,	
