siitei,	সিতেই,	শীতেই,	
pakhtunistan,	পাখতুন্সিত্ন,	পাখতুনিস্তান,	
graambaaseer,	গ্রামবাসীর,	গ্রামবাসীর,	
bodhirota,	বধিরতা,	বধিরতা,	
baganoto,	বাগানত,	বাগানত,	
veniser,	ভেনিসের,	ভেনিসের,	
kinto,	কিন্তো,	কিনত,	
anubhutimalar,	অনুভূতিমালার,	অনুভূতিমালার,	
poscater,	পোস্কেটের,	পশ্চাতের,	
anagarikra,	আনাগারিকরা,	অনাগরিকরা,	
tigre,	তিগরে,	টাইগার,	
tetela,	টেটেলা,	টাইটেল,	
teentir,	তীনটির,	তিনটির,	
shishu,	শিশু,	শিশু,	
utpatti,	উৎপত্তি,	উতপত্তি,	
peerry,	পাইরি,	পেরি,	
bhandar,	ভান্দার,	ভাণ্ডার,	
mitrer,	মিত্রের,	মিত্রের,	
sonaicha,	সোনাইছা,	সোনাইচা,	
nikote,	নিকতে,	নিকটে,	
bhabatarini,	ভবততরিনী,	ভবতারিণী,	
seo,	সিও,	সেও,	
oedipus,	এডিপাস,	ইডিপাস,	
pujit,	পুজিত,	পুজিত,	
stana,	স্তননা,	স্টোন,	
bodna,	বদনা,	বদনা,	
antorvukta,	আন্তরভুক্ত,	অন্তর্ভুক্ত,	
aswasteekor,	অস্বস্তিকর,	অস্বস্তিকর,	
bondi,	বো্দি,	বন্দী,	
drishyogulotey,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
teoyana,	তেওয়ান,	তাইওয়ান,	
shhepha,	শেফ,	শেফ,	
backflipe,	ব্যাচফ্লিপে,	ব্যাকফ্লিপে,	
ponchashjon,	পঞ্চাশজন,	পঞ্চাশজন,	
jamanataswarup,	জমনাতস্বরূপ,	জামানতস্বরূপ,	
udvabani,	উদ্ভাবাণী,	উদ্ভাবনী,	
grambaashio,	গ্রামবাশিও,	গ্রামবাসীও,	
naraphoka,	নারোফোকা,	নরফোক,	
hojurer,	হজুরের,	হজুরের,	
daayitto,	দায়িত্ব,	দায়িত্ব,	
jatata,	জাতাতা,	যতোটা,	
calabe,	ক্যালাব,	চালাবে,	
lambaate,	ল্যাম্বাট,	লম্বাটে,	
shasyadi,	শাস্যাদি,	শস্যাদি,	
siraju,	সিরাজু,	সিরাজু,	
sip,	সিপ,	শিপ,	
abosan,	অবসান,	অবসান,	
shnaipara,	শ্নাইপারা,	স্নাইপার,	
taler,	তালের,	তালের,	
survative,	সারভাটিভ,	সারভেটিভ,	
municipal,	মুনিসিপাল,	মিউনিসিপ্যাল,	
hoteltee,	হোটেলটি,	হোটেলটি,	
eoki,	ইইকি,	এওকি,	
tukroti,	টুকরতি,	টুকরোটি,	
probeshkari,	প্রবেশকারী,	প্রবেশকারী,	
ekjoge,	একযোগে,	একযোগে,	
daaun,	ডাউন,	ডাউন,	
monchostho,	মঞ্চস্থ,	মঞ্চস্থ,	
fol,	ফলস,	ফল,	
mukherjee,	মুখেরিজ,	মুখার্জী,	
sealvi,	সিলভি,	সিলভি,	
jyesttha,	জ্যেষ্ঠস,	জ্যেষ্ঠা,	
arke,	আরকে,	আরকে,	
bahati,	বাহাতী,	বাহাতি,	
janoganonar,	জনগোননার,	জনগণনার,	
kei,	কিই,	কেই,	
suraaropito,	সুরারোপিত,	সুরারোপিত,	
saqara,	সাকারা,	সাকার,	
torunosomriddho,	তরূণসরৃদ্ধ,	তরুণসমৃদ্ধ,	
hisaber,	হিসাবের,	হিসাবের,	
bishesyo,	বিশেষ্য,	বিশেষ্য,	
bsnleu,	বিএসএনএল,	বিএসএনএলইইউ,	
deciliter,	ডেসাইলিটার,	ডেসিলিটার,	
uporoshtho,	উপরস্থ,	উপরস্থ,	
scuvi,	স্কুভি,	স্কুভি,	
nabotom,	নাবোতম,	নবতম,	
faase,	ফাসে,	ফাঁসে,	
majdur,	মজদুর,	মজদুর,	
maailey,	মাইলে,	মাইলে,	
neelkamal,	নীলকমলল,	নীলকমল,	
pravritir,	প্রভৃতির,	প্রভৃতির,	
abdan,	আবদান,	আব্দান,	
tawnship,	তাবনশিপ,	টাউনশিপ,	
romarder,	রোমার্ডের,	রোমারদের,	
maarmaader,	মার্মাদের,	মারমাদের,	
lendal,	লেন্ডাল,	লেন্ডল,	
eeksapreeshana,	একস্প্রপিণ,	এক্সপ্রেশন,	
pyetarna,	প্যাটেরঁা,	প্যাটার্ন,	
liedtke,	লিয়েডকে,	লইডটক,	
lat,	ল্ট,	লাট,	
ardasha,	আরদাশা,	আর্দশ,	
sollallhu,	সোল্লালহু,	সল্লাল্লাহু,	
ajeejer,	আজেজীর,	আজিজের,	
swostir,	স্বস্তির,	স্বস্তির,	
nirikhe,	নিরিখে,	নিরিখ,	
gej,	গেজ,	গেজ,	
shikh,	শিখ,	শিখ,	
chandanara,	চন্দনারা,	চন্দনারা,	
ganohotyake,	গণহত্যাকে,	গণহত্যাকে,	
gaichhe,	গাইছে,	গাইছে,	
abheedhaneek,	অভিধানিক,	অভিধানিক,	
shithilata,	শিথিলতা,	শিথিলতা,	
chhutochhuti,	ছুটোছুটি,	ছুটোছুটি,	
hizrite,	হিজরিতে,	হিজরীতে,	
abhijitda,	অভিজিতদা,	অভিজিতদা,	
shapad,	শাপাদ,	শ্বাপদ,	
mathieu,	ম্যাথিউ,	ম্যাথিউ,	
nothivookta,	নথিভুক্তা,	নথিভুক্ত,	
navaratri,	নবরত্রী,	নবরাত্রি,	
kyathlik,	ক্যাথলিক,	ক্যাথলিক,	
hansasya,	হাঁসস্য,	হংসস্য,	
ceramicer,	সেরামিসের,	সিরামিকের,	
bikretara,	বিক্রেতারা,	বিক্রেতারা,	
harbore,	হরবরে,	হারবারে,	
thailandshoho,	থাইলন্ডোস,	থাইল্যান্ডসহ,	
bhaandar,	ভান্ডার,	ভাণ্ডার,	
abanishankar,	অবনীষঙ্কর,	অবনিশংকর,	
esasiyetasa,	এসাশিয়েতস,	এসোসিয়েটস,	
rajbandir,	রাজবন্দির,	রাজবন্দীর,	
change,	চাঙ্গে,	চেঞ্জ,	
mag,	ম্যাগ,	এমএজি,	
amar,	আমার,	আমর,	
ujobekeestaner,	উজয়বেকস্টানের,	উজবেকিস্তানের,	
yatharthabhabe,	যথথরাভাবে,	যথার্থভাবে,	
nichupattir,	নিচুপাতটির,	নিচুপট্টির,	
ishahak,	ইশাহাক,	ইসাহাক,	
uchchotara,	উচ্চতারা,	উচ্চতর,	
artherer,	আর্থেরের,	আর্থারের,	
hights,	হাইটস্,	হাইটস,	
bairey,	বাইরে,	বাইরে,	
temonvabe,	তেমনভাবে,	তেমনভাবে,	
nirapattamulok,	নিরাপত্তামূলক,	নিরাপত্তামূলক,	
sahojlovyotar,	সহলোঘ্যতার,	সহজলভ্যতার,	
rockibul,	রকিবুল,	রকিবুল,	
ahmed,	আহমেদ,	আহামদ,	
suparichito,	সুপারিচিত,	সুপরিচিত,	
ralf,	রেলফ,	রালফ,	
mutar,	মুতার,	মুতার,	
oporishodhito,	অপরিষিধি,	অপরিশোধিত,	
purbancoler,	পূর্বনক্ললের,	পূর্বাঞ্চলের,	
directarate,	ডারেক্টেটাতে,	ডিরেক্টরেট,	
matorom,	মাতরম,	মাতরম,	
uter,	ইউটের,	উটের,	
chhatrodiger,	ছাত্রদিগের,	ছাত্রদিগের,	
amanisa,	আমানিসা,	অমানিশা,	
nomo,	নোমো,	নমো,	
sikkharrtheerao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
eupheike,	ইউফেইকে,	ইউফেইকে,	
satarkabhabey,	সতর্কভাবে,	সতর্কভাবে,	
ponchaasjon,	পঞ্চাশজন,	পঞ্চাশজন,	
saptahokal,	সপ্তাহকাল,	সপ্তাহকাল,	
kani,	কানি,	কানি,	
makhno,	মাখনো,	মাখনো,	
sikara,	সিকারা,	শিকার,	
benojir,	বেনোজীর,	বেনজীর,	
durgotshob,	দুর্গত্ব,	দুর্গোৎসব,	
karaa,	করা,	কারো,	
ponero,	পনেরো,	পনের,	
garora,	গারোরা,	গারোরা,	
safiha,	সাফিহা,	সাফিহা,	
somraat,	সম্রত,	সম্রাট,	
ashanka,	আশাঙ্কা,	আশংকা,	
prothakey,	প্রথাকে,	প্রথাকে,	
hertj,	হেরত্জ,	হার্জ,	
spredashiita,	স্প্রেডাশিয়া,	স্প্রেডশীট,	
delibhara,	ডেলিভারা,	ডেলিভার,	
nirvachokder,	নির্ভচকদের,	নির্বাচকদের,	
firti,	ফিরটি,	ফিরতি,	
dokaanei,	দোকানেই,	দোকানেই,	
primoo,	প্রিমও,	প্রিমো,	
prokolpow,	প্রকল্প,	প্রকল্পও,	
pyatarne,	প্যাটার্ন,	প্যাটার্নে,	
tolemyr,	টলেমির,	টলেমির,	
srivatsalakshanang,	শ্রীবৎসলাংহাং,	শ্রীবৎসলক্ষণং,	
bisheshshyer,	বিশেষ্্যের,	বিশেষ্যের,	
chopol,	চোপল,	চপল,	
shubhag,	শুভাগ,	শুভাগ,	
kumbhalnar,	কুম্ভলনার,	কুম্ভালনার,	
shamijir,	শামিজীর,	স্বামীজীর,	
phokser,	ফকসের,	ফক্সের,	
duuma,	দুইমা,	দুমা,	
khabarsoho,	খাবারসহ,	খাবারসহ,	
krush,	কুরুশ,	ক্রুশ,	
iqbalke,	ইকবলকে,	ইকবালকে,	
shahanara,	শাহানারা,	শাহানারা,	
landing,	ল্যান্ডিং,	ল্যান্ডিং,	
baffer,	বাফার,	বাফার,	
andamana,	আন্দামানা,	আন্দামান,	
jeebonnogor,	জীবন্যগর,	জীবননগর,	
harza,	হারজা,	হার্জ,	
mankisundar,	মাককীসুন্দর,	মানকিসুন্দর,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
lavta,	লাভটা,	লাভটা,	
bhittow,	ভিত্ত,	ভিত্তিও,	
welcome,	ওয়ালকম,	ওয়েলকাম,	
mukhyo,	মুখ্য,	মুখ্য,	
maadla,	মাদলা,	মাদলা,	
osamarik,	ওসামারিক,	অসামরিক,	
teestar,	তিস্তার,	তিস্তার,	
ranangane,	রণাঙ্গনে,	রণাঙ্গনে,	
omeettrakkhor,	অমিত্রাক্ষর,	অমিত্রাক্ষর,	
nehle,	নেলহে,	নেহলে,	
bibhinno,	বিভিন্ন,	বিভন্ন,	
jerusalemer,	জেরুসালেমের,	জেরুজালেমের,	
jhanjra,	ঝাঁজরা,	ঝাঁজরা,	
dooburira,	ডুবিরিরা,	ডুবুরিরা,	
moshahidur,	মোশাহিদুর,	মোশাহিদুর,	
mumtazer,	মুমতাজের,	মুমতাজের,	
ghatiti,	ঘটিটি,	ঘাঁটিটি,	
rahshahi,	রাহশাহী,	রাহশাহী,	
reshidensha,	রেশিদেনশা,	রেসিডেন্স,	
konisttha,	কোনিস্ঠথ,	কনিষ্ঠ,	
karmokarke,	কার্মকারকে,	কর্মকারকে,	
sheepha,	শীফা,	শেফ,	
bedey,	বেদে,	বেদে,	
nanir,	নানির,	নানীর,	
battery,	ব্যাটারি,	ব্যাটারী,	
veenis,	ভীনিস,	ভেনিস,	
musallati,	মুসল্লাটি,	মুসল্লাটি,	
phartha,	ফারথা,	ফার্থ,	
bouddho,	বৌদ্ধ,	বৌদ্ধ,	
daltagi,	দলতাগী,	দলত্যাগী,	
shem,	সেম,	সেম,	
seekkharthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
vitti,	ভিত্তি,	ভিত্তিই,	
minilosar,	মিনিলোসার,	মিনিলোসার,	
pingna,	পিনগনা,	পিংনা,	
borendroke,	বরেন্দ্রকে,	বরেন্দ্রকে,	
lampot,	ল্যাম্পট,	লম্পট,	
ghomta,	ঘোমটা,	ঘোমটা,	
miley,	মিলে,	মিলে,	
chittronatyokar,	চিত্রোন্ত্যকার,	চিত্রনাট্যকার,	
shumo,	সুমো,	সুমো,	
brittakar,	বৃত্তকার,	বৃত্তাকার,	
