narsaari,	নরসারী,	নার্সারি,	
machsoho,	মাচসহ,	মাছসহ,	
palestine,	পালেস্টিনে,	প্যালেস্টাইনে,	
shandra,	শান্দ্রা,	শান্দ্রার,	
suhasini,	সুহাসীনী,	সুহাসিনী,	
bike,	বিকে,	বাইক,	
elbamtite,	এলবামিতে,	এলবামটিতে,	
akten,	আক্তেন,	অকটেন,	
seniar,	সেনিয়ার,	সিনিয়র,	
transhapharma,	ট্রানশার্ম,	ট্রান্সফর্ম,	
bairer,	বাইরের,	বাইরের,	
abhirupbabuke,	অভিরপাবাবুকে,	অভিরূপবাবুকে,	
ghoshito,	ঘোষিত,	ঘোষিত,	
rahee,	রাহি,	রাহী,	
edaning,	এডানিং,	ইদানিং,	
rockibul,	রকিবুল,	রকিবুল,	
sift,	সিফট,	শিফট,	
torunosomriddho,	তরুণসম্দ্র,	তরুণসমৃদ্ধ,	
helloin,	হেলোলিন,	হ্যালোইন,	
taler,	তালের,	তালের,	
manober,	মানবের,	মানবের,	
sonaicha,	সোনাইছা,	সোনাইচা,	
asiatic,	অ্যাযিয়াটিক,	এশিয়াটিক,	
soource,	সার্ক,	সোর্স,	
whole,	ভলে,	হোল,	
ddheela,	ঢিলা,	ঢিলা,	
hugheke,	হুঘেকে,	হিউজকে,	
hadisti,	হাদিস্টি,	হাদিসটি,	
mythological,	মাইথোলিকালাল,	মাইথলজিকাল,	
prabhritite,	প্রাভ্রিতে,	প্রভৃতিতে,	
bhandar,	ভান্দার,	ভাণ্ডার,	
bolechile,	বলেছিলে,	বলেছিলে,	
venus,	ভেনুস,	ভেনাস,	
lendal,	লেন্ডল,	লেন্ডল,	
esasiyetasa,	এসেশেয়াসা,	এসোসিয়েটস,	
laiseensee,	লেইসেনস,	লাইসেন্স,	
nazad,	নাজাদ,	নাজাদ,	
bhenkates,	ভেনকাটেস,	ভেঙ্কটেশ,	
basturoi,	বাসতুরো,	বস্তুরই,	
maailkhanek,	মাইলখানেক,	মাইলখানেক,	
ramantic,	র্যামাটিক,	রোমান্টিক,	
timoothi,	তিমোথি,	টিমোথি,	
sukumaree,	সুকুমারী,	সুকুমারী,	
wedanta,	ওয়ানান্ত,	বেদান্ত,	
teemothi,	তীমোথি,	টিমোথি,	
toranganj,	তোরঙ্গ,	তোরাবগঞ্জ,	
songbadmadhyomer,	সংসবাধ্বমদের,	সংবাদমাধ্যমের,	
taunasipa,	তৌনাসিপা,	টাউনশিপ,	
milekhaanek,	মিলেখানেক,	মাইলখানেক,	
ahalyar,	আহাল্যার,	অহল্যার,	
deenesh,	দিনেশ,	দীনেশ,	
govindarajan,	গোবিন্দরাজান,	গোবিন্দরাজন,	
badhamuktovabe,	বাধামকতভাবে,	বাধামুক্তভাবে,	
kindom,	কিন্ডম,	কিংডম,	
swarther,	স্বার্থের,	স্বার্থের,	
eupheike,	ইউফেকে,	ইউফেইকে,	
ganohotyake,	গণহত্যাকে,	গণহত্যাকে,	
bharotchilo,	ভারোচিলো,	ভারতছিল,	
vins,	ভিনস,	ভিন্স,	
shrimoti,	শ্রীমতি,	শ্রীমতি,	
zoubankal,	যৌবালকাল,	যৌবনকাল,	
daap,	দাপ,	ড্যাপ,	
homeser,	হোমেসের,	হোমসের,	
bhimsenkei,	ভিমসেনকেই,	ভীমসেনকেই,	
vaticaner,	ভ্যাটিকাযানের,	ভ্যাটিকানের,	
teoyana,	তেওয়ানা,	তাইওয়ান,	
reflex,	রিফলেস,	রিফ্লেক্স,	
prokolpow,	প্রকলপপু,	প্রকল্পও,	
kalkarkhana,	কালকর্খানা,	কলকারখানা,	
saqara,	সাকারা,	সকার,	
airish,	এইরিশ,	আইরিস,	
biplabeer,	বিপলাবীর,	বিপ্লবীর,	
vangley,	ভ্যাংলে,	ভাঙলে,	
bade,	বাদে,	বাদে,	
kagbeni,	কাগবেনি,	কাগবেনি,	
pyor,	পায়ার,	পিওর,	
internship,	ইন্টারশশিপ,	ইন্টার্নশিপ,	
kogake,	কোগাকে,	কোগাকে,	
kirke,	কিরকে,	কিরকে,	
konflict,	কনফিল্টিক,	কনফ্লিক্ট,	
upbrazillian,	উপব্রজিলান,	আপব্রাজিলিয়ান,	
batikromshalee,	বাতিক্রসমললা,	ব্যতিক্রমধর্মী,	
teksuser,	তেকসুসের,	টেক্সাসের,	
sikarer,	সিকারের,	শিকারের,	
deobonde,	দেওবন্ডে,	দেওবন্দে,	
spancer,	স্পেন্সার,	স্পেন্সার,	
mukhoshdharir,	মুখোশধার,	মুখোশধারীর,	
sarboshokteeman,	সর্বকতম্্তন,	সর্বশক্তিমান,	
kanshater,	কাঁশাতের,	কানসাটের,	
planey,	প্লানে,	প্লেনে,	
mumtaj,	মুমতাজ,	মুমতাজ,	
dinar,	দিনার,	ডিনার,	
chereche,	চেরেছে,	ছেড়েছে,	
said,	সাইড,	সাইদ,	
rakkhanvag,	রক্ষণ্গা,	রক্ষণভাগ,	
chopol,	চোপল,	চপল,	
indra,	ইন্দ্রা,	ইন্দ্র,	
kuresher,	কুরেশের,	কুরেশের,	
shomostigoto,	শমস্তগিত,	সমষ্টিগত,	
harris,	হারিস,	হ্যারিস,	
zerusalem,	জেরুসামেল,	জেরুজালেম,	
atarkitey,	আতারকিতে,	অতর্কিতে,	
gandhikey,	গণ্ধিকে,	গান্ধীকে,	
abdoone,	আব্দনে,	আবদুন,	
byaptikaler,	ব্যপতিকালের,	ব্যাপ্তিকালের,	
skolarsip,	স্কোল্রাইপ,	স্কলারশিপ,	
windows,	উইনডো,	উইন্ডোস,	
khanonkaj,	খানোঙ্কাজ,	খননকাজ,	
abikaul,	অবিকৌল,	অবিকল,	
dhormoprobortokder,	ধর্মপ্রবকদের,	ধর্মপ্রবর্তকদের,	
kachhakaachhi,	কাচাকাছি,	কাছাকাছি,	
dapadpi,	দাপাদ্পী,	দাপাদপি,	
abdan,	আবদান,	আব্দান,	
irana,	ইরানা,	ইরান,	
laps,	ল্যাপস,	ল্যাপস,	
torabganj,	তোরাবগঞ্জ,	তোরাবগঞ্জ,	
noditir,	নদিটির,	নদীটির,	
venisey,	ভেনিসে,	ভেনিসে,	
durgatsob,	দুর্গৎসব,	দুর্গোৎসব,	
tahalo,	তাহালো,	তাহলো,	
doula,	দৌলা,	দৌলা,	
satarkatar,	সতরকাতার,	সতর্কতার,	
tigre,	তিগ্রে,	টাইগার,	
ekspression,	একস্রেশন,	এক্সপ্রেশন,	
oncoleo,	অনকোলে,	অঞ্চলেও,	
mercial,	মার্সিয়াযাল,	মার্শিয়াল,	
edmiral,	এডিরালাল,	এডমিরাল,	
kurdider,	কুরদিদের,	কুর্দিদের,	
durarohini,	দুরারহীনী,	দুরারোহিণী,	
hazat,	হাজাত,	হজত,	
bouddho,	বৌদ্ধ,	বৌদ্ধ,	
aairish,	এইরিশ,	আইরিস,	
ghatiti,	ঘাতিটি,	ঘাঁটিটি,	
bayii,	বাইয়,	বাঈ,	
mathieu,	মাথিউ,	ম্যাথিউ,	
durbhagya,	দুর্ভাগ্য,	দূর্ভাগ্য,	
patengar,	পাতেঙ্গার,	পতেঙ্গার,	
kyatagorir,	ক্যাতাগোরীর,	ক্যাটাগরির,	
krisenta,	ক্রিসেন্টা,	ক্রিসেন্ট,	
moushumei,	মৌশুমেই,	মৌসুমেই,	
lidars,	লিডার্স,	লিডার্স,	
vandar,	ভান্দার,	ভাণ্ডার,	
totokson,	ততকসন,	ততক্ষন,	
macbeth,	ম্যাকবেথ,	ম্যাকবেথ,	
afzol,	আফজোল,	আফজল,	
ghotol,	ঘটল,	ঘটল,	
parisankhanvid,	পরিসাখানবিদ,	পরিসংখ্যানবিদ,	
licencer,	লিকেন্সের,	লাইসেন্সের,	
sommotitey,	সম্মতিতে,	সম্মতিতে,	
vaisoho,	ভাইসহ,	ভাইসহ,	
krush,	ক্রুশ,	ক্রুশ,	
kode,	কোডে,	কোড,	
tinhazar,	তিনহাজার,	তিনহাজার,	
biplobi,	বিপ্দবী,	বিপ্লবী,	
america,	আমেরিকা,	আমেরিকা,	
eenameela,	ইনামিলা,	এনামেল,	
title,	টিটলে,	টাইটেল,	
nischitobhave,	নিশ্চিতভাভে,	নিশ্চিতভাবে,	
naazi,	নাজি,	নাত্সি,	
romjaner,	রোমজানের,	রমযানের,	
itostatah,	ইতস্তাহ,	ইতস্ততঃ,	
salchak,	সালচাচ,	সালচাক,	
pathanirdeshona,	পাঠানীর্দেশা,	পথনির্দেশনা,	
chhooteete,	ছুটিতে,	ছুটিতে,	
gaj,	জাজ,	গেজ,	
prokolpotike,	প্রক্পতিকে,	প্রকল্পটিকে,	
siitei,	সিতেই,	শীতেই,	
babona,	বাবনা,	বাবনা,	
swastir,	স্বাস্টির,	স্বস্তির,	
plack,	প্লাক্,	প্ল্যাক,	
katui,	কাটুই,	কাতুই,	
deebug,	দীবুগ,	ডিবাগ,	
suparichito,	সুপারিচিত,	সুপরিচিত,	
husni,	হুসনি,	হুসনি,	
muhuriganj,	মুহুরিনগঞ্জ,	মুহুরীগঞ্জ,	
dhila,	ধীলা,	ঢিলা,	
lebina,	লেবিনা,	লেবিনা,	
rajbondir,	রাজবন্দীর,	রাজবন্দীর,	
argho,	আরঘো,	অর্ঘ্য,	
dinifitian,	ডিনিফিটিয়ান,	ডেফিনেশন,	
zarniz,	জার্নিজ,	জারনিজ,	
plator,	প্লাসাটোর,	প্লেটোর,	
sayanaida,	সায়ানীদা,	সায়ানাইড,	
nirapattamulok,	নিরাপত্তমূলক,	নিরাপত্তামূলক,	
bikargrosto,	বিকারগগ্রস্ত,	বিকারগ্রস্ত,	
yura,	যুরা,	ইউরো,	
bhyatikaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
jitpur,	জিতপুর,	জিতপুরের,	
grootha,	গ্রোথা,	গ্রোথ,	
gandagol,	গণ্ডগগল,	গন্ডগোল,	
dharmiyabhabei,	ধর্মিয়াবেই,	ধর্মীয়ভাবেই,	
beam,	বিম,	বিম,	
jokkher,	জোক্ষের,	যক্ষের,	
conflikt,	কনফলিক্ট,	কনফ্লিক্ট,	
accountdharira,	অ্যাক্উউন্টিরীরা,	একাউন্টধারীরা,	
nirikh,	নিরিখ,	নিরিখ,	
sainyader,	সৈন্যয়দের,	সৈন্যদের,	
pratisthanikvabe,	প্রতিষ্ঠানিভাবে,	প্রাতিষ্ঠানিকভাবে,	
jeshh,	জেশ,	জেস,	
rachonakal,	রচনাকল,	রচনাকাল,	
shamshernagar,	শামশেরগাগার,	শমশেরনগর,	
chai,	চাই,	ছাই,	
charban,	চরবান,	চর্বন,	
bojhe,	বোঝে,	বোঝে,	
sadadyarao,	সদদ্যদররও,	সদদ্যরাও,	
marketin,	মারকেনটিন,	মার্কেটিং,	
danaqana,	দানাকানা,	ডানকান,	
dokan,	ডোকান,	দোকান,	
nabatamo,	নবতামো,	নবতম,	
natshi,	নাটশী,	নাত্সি,	
nogore,	নগরে,	নগরে,	
adhunikkaley,	আধুনিক্ললে,	আধুনিককালে,	
fud,	ফুড,	ফুড,	
jhonkar,	ঝোঁকার,	ঝঙ্কার,	
girilal,	গিরিলাল,	গিরিলাল,	
ishton,	ইশ্তন,	স্টোন,	
borendroke,	বরেন্দ্রকে,	বরেন্দ্রকে,	
nothivookta,	নথিভুক্তা,	নথিভুক্ত,	
shommotite,	শম্মতিতে,	সম্মতিতে,	
land,	ল্যান্ড,	ল্যান্ড,	
samaptir,	সমাপ্তির,	সমাপ্তির,	
kourabe,	কৌরাবে,	কৌরবে,	
scholastik,	স্কোলস্তিক,	স্কলাস্টিক,	
uter,	উতের,	উটের,	
trutimatra,	ট্রুটিমাত্র,	ত্রুটিমাত্র,	
sumitrar,	সুমিত্র,	সুমিত্রার,	
shector,	শেক্টর,	সেক্টর,	
khoor,	খুর,	ক্ষুর,	
cholchhee,	চলচি,	চলছে,	
barbadoj,	বারববোজ,	বার্বাডোজ,	
protiakromonei,	প্রতিকামরণেই,	প্রতিআক্রমণেই,	
kaaferder,	কাফের্ডের,	কাফেরদের,	
manoharpur,	মনোহারপপুর,	মনোহরপুর,	
shahoshikatar,	শহসিহিকতার,	সাহসিকতার,	
paolasthi,	পাওলাস্থি,	পাওলাসথি,	
blacker,	ব্লাসকের,	ব্ল্যাকের,	
