shucharita,	শুচারিতা,	সুচরিতা,	
teentir,	টিনটির,	তিনটির,	
somonnitobhabe,	সমন্তিনভাবে,	সমন্বিতভাবে,	
sthapanatir,	স্থাপানাটির,	স্থাপনাটির,	
labonaktatar,	লাবাকান্তার,	লবণাক্ততার,	
golimodhye,	গলিমধ্যে,	গলিমধ্যে,	
dobhara,	দোভারা,	ডোভার,	
deenes,	দিনেস,	দীনেশ,	
janmat,	জানমাত,	জন্মাত,	
shilbar,	শিলবার,	সিলভার,	
premoronge,	প্রেমরর্গে,	প্রেমরঙে,	
kruser,	ক্রুসের,	ক্রুশের,	
fol,	ফল,	ফল,	
godabari,	গোদাবারী,	গোদাবরী,	
manober,	মানবের,	মানবের,	
palbongser,	পালবংসের,	পালবংশের,	
show,	সাউ,	শো,	
cholochchitrake,	চলচচিত্রকারে,	চলচ্চিত্রকে,	
roktokhoron,	রক্তরোোন,	রক্তক্ষরণের,	
prodiiper,	প্রডিইপের,	প্রদীপের,	
elaakati,	এলাকাটি,	এলাকাটি,	
unitgulo,	ইনিটগুলো,	ইউনিটগুলো,	
bonnopran,	বন্যপ্রান,	বন্যপ্রাণ,	
edaning,	এডানিং,	ইদানিং,	
shansthaner,	শান্স্থানের,	সংস্থানের,	
muchlima,	মুচলিমা,	মুছলিমা,	
dormitory,	ডর্মিটরি,	ডরমিটরি,	
parkin,	পারকিন,	পার্কিং,	
saabyastha,	সাব্যস্থ,	সাব্যস্থ,	
yucalyptus,	লেউক্যালাপ্টস,	ইউক্যালিপ্টাস,	
jemy,	জেমি,	জেমি,	
gardeen,	গার্ডিন,	গার্ডেন,	
jotharthovabey,	যথার্থভাবে,	যথার্থভাবে,	
badhamuktovabe,	বাধামুত্ভভাবে,	বাধামুক্তভাবে,	
infarmatian,	ইনফারমাযায়ান,	ইনফরমেশন,	
jegulur,	জেগুলুর,	যেগুলুর,	
songasthatir,	সং্গাষ্ঠাটির,	সংস্থাটির,	
scholastic,	স্কোলাক্টিক,	স্কলাস্টিক,	
jamanataswarup,	জামানতাস্বরূপ,	জামানতস্বরূপ,	
kormopontha,	কর্মপন্থা,	কর্মপন্থা,	
jounatar,	যৌনাটার,	যৌনতার,	
abhirupbabuke,	অভিরুপবাবুকে,	অভিরূপবাবুকে,	
juboke,	যুবকে,	যুবকে,	
myari,	ম্যারি,	ম্যারি,	
bachai,	বাচাই,	বাছাই,	
zerusalem,	জেরুসালেম,	জেরুসালেম,	
shrimoti,	শ্রীমতি,	শ্রীমতি,	
humira,	হুমিরা,	হুমিরা,	
dhonni,	ধননি,	ধন্যি,	
ghumachhe,	ঘুমাচেছ,	ঘুমাচ্ছে,	
modyer,	মোদ়ের,	মদ্যের,	
probhur,	প্রভূর,	প্রভুর,	
anandamahale,	আনন্দমহলে,	আনন্দমহলে,	
kadam,	কাদাম,	কদম,	
hights,	হাইটস্ট,	হাইটস,	
swostir,	স্বস্তির,	স্বস্তির,	
parther,	পার্থের,	পার্থের,	
hattey,	হ্যাটে,	হাঁটতে,	
daktickete,	ডাক্টিকেতে,	ডাকটিকিটে,	
tecno,	টেকনো,	টেকনো,	
mulvitti,	মুলভিত্তি,	মূলভিত্তি,	
venice,	ভেনিস,	ভেনিস,	
aswasteekor,	অস্বাস্ত্রকর,	অস্বস্তিকর,	
firti,	ফির্টি,	ফিরতি,	
zerusalem,	জেরুসালেম,	জেরুজালেম,	
sheekar,	শীকার,	শিকার,	
shloker,	শ্লোকের,	শ্লোকের,	
koyekbare,	কয়েকবারে,	কয়েকবারে,	
dupleks,	ডাপললক্স,	ডুপ্লে,	
basaalt,	বাসাল্ট,	ব্যাসল্ট,	
hames,	হ্যামেস,	হোমস,	
samaptir,	সমাপ্তির,	সমাপ্তির,	
jonmobhumitir,	জন্মভূমিতির,	জন্মভূমিটির,	
hariken,	হারিকেন,	হ্যারিকেন,	
protijogii,	প্রতিযোগী,	প্রতিযোগী,	
mulyabriddhikale,	মূল্যবৃদ্ধিলাকে,	মূল্যবৃদ্ধিকালে,	
chongar,	চঙ্গার,	চোঙ্গার,	
sealvi,	সিলভি,	সিলভি,	
horippur,	হরিপপুর,	হরিপুর,	
bhromoner,	ভ্রমণের,	ভ্রমণের,	
pleta,	প্লেটা,	প্লেটো,	
scorey,	স্করে,	স্কোরে,	
nichols,	নিকোলস,	নিকলস,	
kareer,	কারির,	কারীর,	
narishwar,	নারীশ্বর,	নারীশ্বরের,	
taranee,	তরানী,	তরণী,	
rakkhanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
shuperheiro,	শুপারহহরও,	সুপারহিরো,	
sahittopritite,	সাহিত্যপ্রিতিতে,	সাহিত্যপ্রীতিতে,	
minister,	মিনিস্টার,	মিনিস্টার,	
arthurer,	আর্থুরের,	আর্থারের,	
felto,	ফেলটো,	ফেলত,	
dharmee,	ধর্মী,	ধর্মী,	
porirshoder,	পরিষ্রদের,	পরির্ষদের,	
gotirodh,	গতিরোধ,	গতিরোধ,	
grambaaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
jeher,	জেহের,	জেহের,	
guha,	গুহা,	গোহ,	
nothiboddho,	নথিবদ্ধ,	নথিবদ্ধ,	
gabeshonar,	গাবেশনার,	গবেষনার,	
bidghootey,	বিদ্ঘুতে,	বিদঘুটে,	
choshon,	চোষণ,	চোষণ,	
choukato,	চৌকাতো,	চৌকাত,	
jamaanor,	জামানোর,	জমানোর,	
dhamshrenite,	ধামশ্রেনিতে,	ধামশ্রেণীতে,	
deil,	ডিই়,	ডেইল,	
deraa,	ডেরা,	ডেরা,	
duiekdiner,	ডুই়িকডিনের,	দুইএকদিনের,	
akhandota,	আখানদতা,	অখণ্ডতা,	
lyandim,	ল্যান্ডিম,	ল্যান্ডিং,	
gratha,	গ্রাথ,	গ্রোথ,	
gronther,	গ্রন্থের,	গ্রন্থের,	
hevy,	হেভি,	হেভি,	
hitlere,	হিটলারে,	হিটলারে,	
zeeland,	জিলান্ড,	জিল্যান্ড,	
granada,	গ্রানাডা,	গ্র্যানাডা,	
ramnathbabur,	রামনাথবাবুর,	রামনাথবাবুর,	
bisshasi,	বিশ্বাসী,	বিশ্বাসী,	
bhageri,	ভাগেরী,	ভাগেরই,	
samanyai,	সমন্যাই,	সামান্যই,	
shamshernagar,	শমশ্রেনগর,	শমশেরনগর,	
utsahi,	উৎসাহী,	উৎসাহী,	
hyaloyin,	হ্যালোয়ান,	হ্যালোইন,	
saurce,	সার্সে,	সোর্স,	
biprodas,	বিপ্রদাস,	বিপ্রদাস,	
bhupal,	ভূপাল,	ভূপাল,	
lendl,	লেন্ডল,	লেন্ডল,	
nirikhe,	নিরিখে,	নিরিখ,	
qonfliqt,	কনফলিক্ট,	কনফ্লিক্ট,	
parijaner,	পরিজানের,	পরিজনের,	
daakten,	ডাক্তেন,	ডাকতেন,	
bonshi,	বনশি,	বংশী,	
grotha,	গ্রথথা,	গ্রোথ,	
kaamij,	কামিজ,	কামিজ,	
canflikt,	ক্যানফলিক্ট,	কনফ্লিক্ট,	
sotorkobhabey,	সতর্কভাবে,	সতর্কভাবে,	
churger,	চুর্গের,	চার্জের,	
innahu,	ইন্নাহু,	ইন্নাহু,	
mithener,	মিথেনের,	মিথেনের,	
charpanch,	চরপাঞ্চ,	চারপাঁচ,	
jamarate,	জামারাতে,	জামারাতে,	
tigre,	টিগরে,	টাইগার,	
rajendracholer,	রাজেন্দ্রচালের,	রাজেন্দ্রচোলের,	
durlabhatwang,	দুর্লাভভত্বং,	দুর্লভত্বং,	
shukrabab,	শুক্রাবাব,	শুক্রবাব,	
bajpa,	বাজপা,	বাজপা,	
mochlekha,	মোখলেখা,	মোছলেখা,	
firoza,	ফিরোজা,	ফিরোজা,	
sarbhaarti,	সারভার্তি,	সার্ভারটি,	
prothati,	প্রথাটি,	প্রথাটি,	
aakkaash,	আক্কাশ,	আককাস,	
sompadon,	সম্পাদন,	সম্পাদন,	
oojbekistan,	ওজবেক্সিতান,	উজবেকিস্তান,	
naagaalyand,	নাগল্যান্ড,	নাগাল্যান্ড,	
dharavassokar,	ধারাভাসাকরর,	ধারাভাষ্যকার,	
angibhutovabe,	অঙ্গীভূতভাবে,	অঙ্গীভূতভাবে,	
eupheike,	ইউফেই,	ইউফেইকে,	
plasse,	প্লাসে,	প্লাসে,	
segulo,	সেগুলো,	সেগুলো,	
annimated,	অ্যানিমাযাটেড,	এনিমেটেড,	
suparichiti,	সুপারিচিতি,	সুপরিচিতি,	
kuresher,	কুরেশের,	কুরেশের,	
shatan,	শাতান,	শয়তান,	
jini,	জিনি,	যিনি,	
melbourner,	মেলবোর্নের,	মেলবোর্নের,	
ap,	এপিএ,	আপ,	
homshke,	হোমশকে,	হোমসকে,	
jotsna,	জটসনা,	জ্যোৎস্না,	
bizito,	বিজিতো,	বিজিত,	
shattoki,	শাত্তকি,	সাত্যকি,	
shlok,	শ্লোক,	শ্লোক,	
safiha,	সাফিহা,	সাফিহা,	
rajotwo,	রাজত্ব,	রাজত্ব,	
alonkaran,	আলোকরণা,	অলঙ্করণ,	
boshoborty,	বশবর্তি,	বশবর্তী,	
shibraj,	শিবরাজ,	শিবরাজ,	
chhayi,	ছায়া,	ছাই,	
oichchheek,	ঐচ্ছিক,	ঐচ্ছিক,	
fotanor,	ফটানোর,	ফোটানোর,	
shumo,	শুমো,	সুমো,	
shangkalonti,	শ্যাংকান্টি,	সংকলনটি,	
langhaner,	লাঙ্গানের,	লংঘনের,	
addhattikotar,	অদ্ধাত্যিকতার,	আধ্যাত্মিকতার,	
sikkharrtheerao,	সিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
choudhursoho,	চৌধুরসহ,	চৌধুরসহ,	
anusthane,	অনুষ্ঠানে,	অনুষ্ঠানে,	
saqara,	সাকারা,	সাকার,	
somratra,	সম্রাত্র,	সম্রাটরা,	
kanasarabheeshana,	কনসরাভশষণ,	কনসারভেশন,	
station,	স্টেশন,	ষ্টেশন,	
rachanakal,	রচনাকলল,	রচনাকাল,	
teksuser,	টেকসসসের,	টেক্সাসের,	
nirvaha,	নির্ভাহা,	নির্বাহ,	
grushko,	গ্রুষ্কো,	গ্রুশকো,	
calabe,	ক্লাবে,	চালাবে,	
bhangchur,	ভাংচুর,	ভাংচুর,	
ostad,	ওস্তাদ,	ওস্তাদ,	
skolarsip,	স্কোলারিপি,	স্কলারশিপ,	
udvabani,	উদ্ভাবানী,	উদ্ভাবনী,	
taitela,	তাইটেলা,	টাইটেল,	
antarvuktimulak,	অন্তর্ভুক্তমূলকা,	অন্তর্ভুক্তিমূলক,	
obdi,	অবডি,	অব্দি,	
sthapanar,	স্থাপানার,	স্থাপনার,	
favorite,	ফ্যাভরিতে,	ফেভারিট,	
protibedokrao,	প্রতিবেদকরাও,	প্রতিবেদকরাও,	
paste,	প্যাস্টে,	পেষ্ট,	
turbine,	টারবিইন,	টারবাইন,	
oitijhyotike,	ঐতিহ্যটিকে,	ঐতিহ্যটিকে,	
seekkhokbrindo,	শিক্ষকৃণ্দ্ব,	শিক্ষকবৃন্দ,	
kormoi,	কর্মই,	কর্মই,	
chirontan,	চিরন্তান,	চিরন্তন,	
nibirbhabe,	নিবিরভাবে,	নিবিরভাবে,	
zarniz,	জার্নিজ,	জারনিজ,	
hosney,	হোসনে,	হোসনে,	
mimgulor,	মিমগুলোর,	মিমগুলোর,	
mandope,	ম্যান্ডপে,	মন্ডপে,	
cheef,	চিয়,	শেফ,	
avinetar,	অভিনেটার,	অভিনেতার,	
comoros,	কোমোরস,	কোমোরোস,	
promothesh,	প্রমোথেশ,	প্রমথেশ,	
siramikasa,	সিরামিকাসা,	সিরামিকস,	
dhandu,	ধান্দু,	ধন্দু,	
jontrangshogulor,	যন্ত্রাংশগুলোর,	যন্ত্রাংশগুলোর,	
kaathhmaandute,	কথমমান্ডুতে,	কাঠমান্ডুতে,	
