rena,	রেনা,	রেনো,	
chhadura,	ছদুরা,	ছাদুরা,	
myathiou,	ম্যাথুও,	ম্যাথিউ,	
machsoho,	মাচসহ,	মাছসহ,	
veniser,	ভেনিসের,	ভেনিসের,	
plate,	প্লেট,	প্লেটে,	
tarkale,	তারকালে,	তারকালে,	
golimodhye,	গলিমধ্যে,	গলিমধ্যে,	
sadadyarao,	সদদ্যারাও,	সদদ্যরাও,	
bohudeen,	বহুদীন,	বহুদিন,	
anyorup,	অন্যরূপ,	অন্যরূপ,	
avetar,	আভেটার,	অবতার,	
engreziteo,	এংরেজিতেও,	ইংরেজিতেও,	
nikote,	নিকোতে,	নিকটে,	
grambaseer,	গ্রামবাসীর,	গ্রামবাসীর,	
bhalobasar,	ভালোবাসার,	ভালোবাসার,	
marpit,	মারপিট,	মারপিট,	
shommotir,	সম্মতির,	সম্মতির,	
eevil,	ইভিল,	ইভিল,	
madeling,	ম্যাডেলিং,	মডেলিং,	
sahachke,	সাহাচকে,	সাহাচকে,	
kayartara,	কায়ারতারা,	কোয়ার্টার,	
provur,	প্রভুর,	প্রভুর,	
kutubuddinke,	কুতুবুদ্দিনকে,	কুতুবুদ্দিনকে,	
tecnokret,	টেকনোক্রেট,	টেকনোক্র্যাট,	
baait,	বাইত,	বাইট,	
shourshe,	সৌরশে,	সোর্স,	
prity,	প্রিটি,	প্রিটি,	
caramiks,	ক্যারামিক্স,	সিরামিকস,	
jahangirbad,	জাহাঙ্গীরবাদ,	জাহাঙ্গীরবাদ,	
seniar,	সেনিয়ার,	সিনিয়র,	
feemalee,	ফিমালে,	ফিমেল,	
aachhis,	আছিস,	আছিস,	
deqe,	ডেকে,	ডেকে,	
noditir,	নদীটির,	নদীটির,	
bbosben,	ব্যবসবেন,	বসবেন,	
sahocorje,	সাঁচর্যে,	সাহচর্যে,	
yak,	যাক,	ইয়াক,	
scorey,	স্কোরে,	স্কোরে,	
brindaboney,	বৃন্দাবনে,	বৃন্দাবনে,	
prachando,	প্রচাণ্ড,	প্রচণ্ড,	
kaley,	কলে,	কালে,	
sahozlabhbhatar,	সহজ্লভভাতার,	সহজলভ্যতার,	
jonee,	জনী,	জনি,	
gyada,	গ্যাদ,	গ্যাদা,	
sanaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
somoodrotote,	সমদদরতে,	সমুদ্রতটে,	
phartha,	ফার্থা,	ফার্থ,	
darjiling,	দার্জিলিং,	দার্জিলিং,	
longhan,	লঙ্ঘন,	লংঘন,	
hizrite,	হিজরিতে,	হিজরীতে,	
nabotom,	নাবতম,	নবতম,	
brail,	ব্রেইল,	ব্রেইল,	
armori,	আরমোরি,	আরমোরি,	
prokolpotike,	প্রকল্পটিকে,	প্রকল্পটিকে,	
crime,	ক্রাইম,	ক্রাইম,	
gyandas,	জ্ঞানদাস,	জ্ঞানদাস,	
iraner,	ইরানের,	ইরানের,	
samanyai,	সামান্যই,	সামান্যই,	
abhirupbabuke,	অভিরুপবাবুকে,	অভিরূপবাবুকে,	
besooro,	বেসুরো,	বেসুর,	
kakhnoba,	কাকসোবা,	কখনওবা,	
rajnaiteek,	রাজনৈতিক,	রাজনৈতীক,	
licenshe,	লাইসেন্স,	লাইসেন্স,	
ekekrokom,	একেক্রকম,	একেকরকম,	
katateo,	কাটাতেও,	কাটাতেও,	
spreadshiit,	স্প্রেডশিট,	স্প্রেডশীট,	
senabahinikey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
mithener,	মিথেনের,	মিথেনের,	
dhhaabi,	ঢাবি,	ঢাবি,	
poripaker,	পরিপাকের,	পরিপাকের,	
juddhahato,	যুদ্ধাহাট,	যুদ্ধাহত,	
registaner,	রেজিস্টানের,	রেগিস্তানের,	
becha,	বেচা,	বেচা,	
chalachchitrer,	চলচ্চিত্রের,	চলচ্চিত্রের,	
shoreefer,	শরীফের,	শরিফের,	
trabuco,	ট্রাবুকো,	ট্র্যাবুকো,	
debholopar,	দেভলতার,	ডেভলপার,	
jati,	জাতি,	যাতি,	
dharabahikbhabe,	ধারাবাহিকভাবে,	ধারাবাহিকভাবে,	
bishwaashshke,	বিশ্বাসশকে,	বিশ্বাসকে,	
porinoti,	পরিণতি,	পরিণতি,	
maritimer,	মারিটিমের,	মেরিটাইমের,	
pnouchute,	পৌঁছুতে,	পৌঁছুতে,	
somoibo,	সময়েবো,	সমৈব,	
mukhabandha,	মুখাবন্ধ,	মুখবন্ধ,	
ankanshilpe,	আন্কাশশিল্পে,	অঙ্কনশিল্পে,	
sylvi,	সিলভি,	সিলভি,	
chiroharit,	চিরোহারিত,	চিরহরিৎ,	
baarnish,	বার্নিশ,	বার্নিশ,	
sponsorshipe,	স্পন্সরশিপে,	স্পন্সরশীপে,	
siddhante,	সিদ্ধান্তে,	সিদ্ধান্তে,	
darji,	দার্জি,	দরজি,	
diznee,	দিজনী,	ডিজনী,	
lisense,	লিসেন্সে,	লাইসেন্স,	
juktorastrer,	যুক্তরাস্ত্রের,	যুক্তরাষ্ট্রের,	
venice,	ভেনিস,	ভেনিস,	
stagecraft,	স্টাগক্রাক্ট,	স্টেজক্রাফট,	
mukhbondho,	মুখবন্ধ,	মুখবন্ধ,	
sarboporee,	সর্বপরী,	সর্বোপরী,	
qonflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
talaa,	তালা,	তালা,	
noitikota,	নৈতিকতা,	নৈতিকতা,	
byaptikaler,	ব্যাপ্তিকালের,	ব্যাপ্তিকালের,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
antorbhuktimulak,	আন্তর্ভুক্তিমূলক,	অন্তর্ভুক্তিমূলক,	
matrirup,	মাতৃরূপ,	মাতৃরূপ,	
poripakey,	পরিপাকে,	পরিপাকে,	
deefinition,	ডিফিশন,	ডেফিনেশন,	
choudry,	চৌদ্রী,	চৌধুরী,	
paner,	পানের,	পানের,	
dibug,	দিবুগ,	ডিবাগ,	
chowdhurir,	চৌধুরীর,	চৌধুরীর,	
ovinetar,	অভিনেতার,	অভিনেতার,	
parikha,	পরিখখা,	পরিখার,	
jerusalemer,	জেরুসালেমের,	জেরুজালেমের,	
akkelpure,	আক্কেলপুরে,	আক্কেলপুরে,	
nirbaaho,	নির্বাহ,	নির্বাহ,	
dabarer,	দাবারের,	দাবারের,	
byaboharkarir,	ব্যবহারকারীর,	ব্যবহারকারীর,	
mahibur,	মাহিবুরের,	মহিবুর,	
engrejra,	এংরেজরা,	ইংরেজরা,	
hosney,	হোসেই,	হোসনে,	
ganoporibahon,	গণপরিবহণ,	গণপরিবহন,	
show,	শু,	শো,	
parabortee,	পারাবর্তী,	পরর্বতী,	
sorano,	সোরানো,	সরানো,	
otyacharer,	অত্যাচারের,	অত্যাচারের,	
mukhya,	মুখ্যা,	মুখ্য,	
sheetke,	শীতকে,	শীতকে,	
tantubayer,	তান্তুবায়ের,	তন্তুবায়ের,	
shektore,	শেক্তরে,	সেক্টরে,	
rushad,	রুশাদ,	রুশদ,	
taims,	টেইমস,	টাইমস্,	
bojhe,	বোঝে,	বোঝে,	
ghotaibe,	ঘটাবিে,	ঘটাইবে,	
seekkhaou,	শিক্ষাউ,	শিক্ষাও,	
poste,	পোস্টে,	পোস্টে,	
sombhobonaao,	সম্ভবনাও,	সম্ভবনাও,	
shcholastic,	শ্কোলসস্টিক,	স্কলাস্টিক,	
lambaate,	লাম্বাতে,	লম্বাটে,	
antarctica,	অন্ার্ট্যাকটি,	অ্যান্টার্কটিকা,	
oitijhya,	ঐতিহ্যা,	ঐতিহ্য,	
abhidhaanic,	অভিধানিক,	অভিধানিক,	
harza,	হারজজা,	হার্জ,	
bornolikhon,	বর্ণলীখন,	বর্ণলিখন,	
orthisoho,	অর্থিসহ,	অর্থিসহ,	
jolbe,	জলবে,	জ্বলবে,	
laat,	লাত,	লাট,	
bossoben,	বসবেন,	বসবেন,	
sangram,	সংগ্রাম,	সঙ্গ্রাম,	
blacker,	ব্ল্যাকার,	ব্ল্যাকের,	
madhnagar,	মাধনগর,	মাধনগরের,	
satarkokari,	সতর্ককারী,	সতর্ককারী,	
harris,	হ্যারিস,	হ্যারিস,	
neemitte,	নিমিত্বে,	নিমিত্তে,	
habol,	হাবোল,	হাবোল,	
camerapersoner,	ক্যামেরাপারসনের,	ক্যামেরাপার্সনের,	
poorohitder,	পওরোহিতদের,	পুরোহিতদের,	
gostigulo,	গোষ্টিগুলো,	গোষ্ঠীগুলো,	
swajan,	স্বজন,	স্বজন,	
dakter,	ডাক্টের,	ডাকতের,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
ralf,	রালফ,	রালফ,	
mayily,	মেয়লি,	মাইলি,	
houzgulite,	হাউজগুলিতে,	হাউজগুলিতে,	
tapdei,	তাপদেই,	তাপড়েই,	
shangkulaan,	শংকুলান,	সংকুলান,	
golghare,	গোলঘরে,	গোলঘরে,	
welaqama,	ওয়ালাকামা,	ওয়েলকাম,	
bosante,	বসন্যে,	বসন্তে,	
neelkamal,	নিলকমাল,	নীলকমল,	
palkee,	পালকি,	পাল্কি,	
ancholsaha,	আঞচচলসহ,	অঞ্চলসহ,	
kodorer,	কদরের,	কদরের,	
laishensh,	লইশেঁশ,	লাইসেন্স,	
horipur,	হরিপুর,	হরিপুর,	
shasonkarta,	শাসনকার্ত,	শাসনকর্তা,	
raagee,	রাগী,	রাগী,	
firth,	ফিরথ,	ফার্থ,	
jotota,	যততা,	যতোটা,	
hugeke,	হুগেকে,	হিউজকে,	
rajendracholer,	রাজেন্দ্রাচের,	রাজেন্দ্রচোলের,	
kalki,	কালকি,	কালকি,	
badargaji,	বদরগাজি,	বদরগাজী,	
sahittopritite,	সাহিত্যপ্রীতিতে,	সাহিত্যপ্রীতিতে,	
gaaddafee,	গড়দাফি,	গাদ্দাফী,	
sikarer,	সিকারের,	শিকারের,	
flexta,	ফ্লেক্সটা,	ফ্লেক্সটা,	
neerbahi,	নিরবাহি,	নির্বাহি,	
shahurgulor,	শহুরগুলোর,	শহুরগুলোর,	
deepan,	দীপান,	দীপন,	
ancholtike,	আঁচকল্িকে,	অঞ্চলটিকে,	
vittio,	ভিত্তিও,	ভিত্তিও,	
grushko,	গ্রাশ্ক,	গ্রুশকো,	
skolastik,	স্কলাস্তিক,	স্কলাস্টিক,	
alaul,	আলাউল,	আলাওল,	
uponeesoder,	উপনিবদের,	উপনিষদের,	
panchashjon,	পঞ্চাশজন,	পঞ্চাশজন,	
danata,	দানাটা,	ডোনাট,	
gatibege,	গাতিবেগে,	গতিবেগে,	
drissogoolote,	দ্রিস্গগুলোতে,	দৃশ্যগুলোতে,	
ukeliptas,	উকেলিপ্তাস,	ইউক্যালিপ্টাস,	
shaater,	সাতের,	শ্যুটার,	
bedey,	বেদে,	বেদে,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
jerushalema,	জেরুশালামা,	জেরুসালেম,	
bipradas,	বিপ্রদাস,	বিপ্রদাস,	
jomoker,	জমকের,	জমকের,	
ajeejer,	আজীজের,	আজিজের,	
dhani,	ধনী,	ধানি,	
augustine,	আগাস্তিন,	অগাস্টিন,	
abodamaner,	অবদামানের,	অবদমনের,	
harbur,	হারবুর,	হারবার,	
sten,	স্টেন,	স্টেন,	
marmader,	মারমাদের,	মারমাদের,	
samanwitovabe,	সামান্বতিভাবে,	সমন্বিতভাবে,	
tennis,	টেনিস,	টেনিস,	
songrahak,	সংগ্রাহক,	সংগ্রাহক,	
muchlima,	মুছলিমা,	মুছলিমা,	
biplabee,	বিপ্লাবী,	বিপ্লবী,	
otyacharito,	অত্যাচিরিত,	অত্যাচারিত,	
nichols,	নিকোলস,	নিকলস,	
karpeter,	কারপেটের,	কার্পেটের,	
chhutochhooti,	ছুটোছুটি,	ছুটোছুটি,	
orthonitir,	অর্থনীতির,	অর্থনীতির,	
baharamporer,	বহরমর্পরের,	বহরমপুরের,	
saoum,	সাওম,	সাওম,	
hazat,	হাজাত,	হজত,	
dadapur,	দাদাপুর,	দাদাপুর,	
dabliudabliui,	ডাব্লিউদ্দেবুই,	ডাব্লিউডাব্লিউই,	
