pragreesa,	প্রোগ্রীসা,	প্রগ্রেস,	
jolbe,	জলবে,	জ্বলবে,	
deefinision,	ডিফিনিশন,	ডেফিনেশন,	
artore,	আর্তোরে,	আর্টরে,	
milton,	মিলটন,	মিলটন,	
aatto,	আট্টো,	আত্ম,	
bosben,	বসবেন,	বসবেন,	
alsaar,	আলসার,	আলসার,	
plainey,	প্লেনি,	প্লেনে,	
elaakaati,	এলাকাটি,	এলাকাটি,	
otyacharito,	অত্যাচারিত,	অত্যাচারিত,	
prakalpatike,	প্রকলপটিকে,	প্রকল্পটিকে,	
blacker,	ব্ল্যাকারের,	ব্ল্যাকের,	
aairees,	আইরেস,	আইরিস,	
kayed,	কায়েদ,	কায়েদ,	
grambaasheeo,	গ্রমমবাসীও,	গ্রামবাসীও,	
porirshoder,	পরির্ষদের,	পরির্ষদের,	
sombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
sangbadmadhyame,	সংবাদমাধ্যমে,	সংবাদমাধ্যমে,	
choddo,	চদ্য,	চোদ্দো,	
daayitto,	দায়িত্ব,	দায়িত্ব,	
juakhelar,	যুয়াখেলার,	জুয়াখেলার,	
ranangane,	রণাঙ্গনে,	রণাঙ্গনে,	
palestine,	পালেস্টাইন,	প্যালেস্টাইনে,	
taronee,	তারণী,	তরণী,	
chowdhuryke,	চৌধুরীকে,	চৌধুরীকে,	
nischoy,	নিশ্চয়,	নিশ্চয়,	
vobanipur,	ভোবানীপুর,	ভবানীপুর,	
jumlalancer,	জুমলালান্সের,	জুমলাল্যান্সার,	
naabbota,	নাব্বতা,	নাব্যতা,	
babona,	বাবোনা,	বাবনা,	
thyachar,	থায়াচার,	থ্যাচার,	
asbab,	আসবাব,	আসবাব,	
toufik,	তৌফিক,	তৌফিক,	
bhushito,	ভূষিত,	ভূষিত,	
nariderke,	নারীদেরকে,	নারিদেরকে,	
faaj,	ফজ,	ফাজ,	
asommoti,	অসম্মতি,	অসম্মতি,	
khaaneker,	খানেকের,	খানেকের,	
uddhritir,	উদ্ধৃতির,	উদ্ধৃতির,	
jeebnagore,	জীবনাগরে,	জীবননগর,	
phund,	ফান্ড,	ফান্ড,	
nyeta,	ন্যাট,	ম্যাট,	
munshiji,	মুন্সিজি,	মুনশীজি,	
ikbaaler,	ইকবালের,	ইকবালের,	
ganoporibahoner,	গণপরিবাহনের,	গণপরিবহনের,	
definition,	ডিফিনিশন,	ডেফিনেশন,	
oncholeo,	অনছোলেও,	অঞ্চলেও,	
ramolino,	রামোলিনো,	রামোলিনো,	
daktikit,	ডাক্তিকিট,	ডাকটিকিট,	
kheshar,	খেসার,	খেশার,	
navaratri,	নবরতত্রী,	নবরাত্রি,	
bohudeen,	বহুদীন,	বহুদিন,	
muktilav,	মুক্তিলাভ,	মুক্তিলাভ,	
lendol,	লেন্ডোল,	লেন্ডল,	
ummool,	উম্মুল,	উম্মুল,	
shabkam,	শাবকম,	শবকাম,	
baganoto,	বাগাতত,	বাগানত,	
dhojovongo,	ধ্বজঙ্গ,	ধ্বজভঙ্গ,	
popaike,	পপাইকে,	পপাইকে,	
with,	উইথ,	ভিত,	
niemond,	নিওমান্ড,	নিমন্ড,	
fatakesto,	ফাতাকেস্তো,	ফাটাকেষ্ট,	
mojlish,	মোজলিশ,	মজলিশ,	
difinishian,	ডিফিনিশিয়ান,	ডেফিনেশন,	
orgho,	অর্ঘ,	অর্ঘ্য,	
taroni,	তারণী,	তরণী,	
fimela,	ফিমেলা,	ফিমেল,	
kash,	কাশ,	কাস,	
dwibidho,	দ্বিবিধ,	দ্বিবিধ,	
ched,	েেড,	ছেদ,	
kade,	কাদে,	কোড,	
jacksoner,	জ্যাকসনের,	জ্যাকসনের,	
khanonkaj,	খননোকাজ,	খননকাজ,	
tikta,	টিকটা,	তিক্ত,	
dagmukta,	ডামগুক্ত,	দাগমুক্ত,	
koyekbare,	কয়েকবারে,	কয়েকবারে,	
arshie,	আরশি,	আরসিএ,	
dokanei,	দোকানেই,	দোকানেই,	
basaalt,	বাসাল্ট,	ব্যাসল্ট,	
lobbytey,	লব্বেতে,	লবিতে,	
poddhotitei,	পদ্ধতিতেই,	পদ্ধতিতেই,	
kraanti,	ক্রান্টি,	ক্রান্তি,	
cbi,	সিবিআই,	সিবিআই,	
autopromotioner,	অটটপ্রমিশনের,	অটোপ্রমোশনের,	
srichoitonnodeb,	শ্রীচৈতন্ন্েব,	শ্রীচৈতন্যদেব,	
bojhey,	বোঝে,	বোঝে,	
uddhritto,	উদ্ধৃত্ব,	উদ্ধৃত,	
karmoi,	কর্মই,	কর্মই,	
shahidputra,	শহিদপুত্র,	শহীদপুত্র,	
dalnata,	দালনাটা,	ডালনাটা,	
teemothi,	তীমোথি,	টিমোথি,	
sarajibonbyapi,	সারাজীবনবায়পপী,	সারাজীবনব্যাপী,	
sobrakomer,	সব্রককমের,	সবরকমের,	
masjidti,	মসজিদটি,	মসজিদটি,	
pranibigyani,	প্রাণীবিজ্ঞানী,	প্রাণীবিজ্ঞানী,	
kale,	কালে,	কালে,	
bunot,	বুনোট,	বুনট,	
elaaka,	এলাকা,	এলাকা,	
unchiyechilo,	আঁচিয়েছিল,	উঁচিয়েছিল,	
drishyer,	দৃশ্যের,	দৃশ্যের,	
poripake,	পরিপাকে,	পরিপাকে,	
soource,	সুর্স,	সোর্স,	
shef,	শেফ,	শেফ,	
degreeo,	ডিগ্রিও,	ডিগ্রিও,	
rakkhanvag,	রক্ষণভাগ,	রক্ষণভাগ,	
ajeeboner,	আজিবনের,	আজীবনের,	
nosihote,	নসীহতে,	নসিহতে,	
simaa,	সিমা,	সীমা,	
irana,	ইরানা,	ইরান,	
satarkakari,	সতর্ককারী,	সতর্ককারী,	
hydrological,	হাইড্রোলজিক্যাল,	হাইড্রোলজিক্যাল,	
veemsen,	ভীমসেন,	ভীমসেন,	
venice,	ভেনিস,	ভেনিস,	
degree,	ডিগ্রী,	ডিগ্রি,	
besirvagei,	বেসিরভাগেই,	বেশিরভাগেই,	
kartona,	কার্তনা,	করতনা,	
ssahocorze,	স্যাহকোর্জে,	সাহচর্যে,	
majlishpur,	মজলিশপুর,	মজলিশপুর,	
baarbadoj,	বারবাদজ,	বার্বাডোজ,	
nomo,	নোমো,	নমো,	
orbit,	অরবিট,	অরবিট,	
yanqee,	যানকি,	ইয়াংকি,	
vaticaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
elakatikay,	এলাকাটিকা,	এলাকাটিকে,	
nuhas,	নুহাস,	নুহাশ,	
heerani,	হিরানী,	হিরানি,	
bapokotor,	বাপকতর,	ব্যাপকতর,	
shekarone,	শেকারণে,	সেকারণে,	
gobeshana,	গোবেশনা,	গবেষনা,	
madhuri,	মধুরী,	মাধুরী,	
dormroome,	দরমুরমুমে,	ডর্মরুমে,	
maaktoome,	মাক্মুমে,	মাকতুম,	
dinifitian,	ডিনিফিটিয়ান,	ডেফিনেশন,	
batikromi,	বাতিক্রমি,	ব্যতিক্রমী,	
kyatgarite,	ক্যাটাগারিতে,	ক্যাটগারিতে,	
jund,	জান্ড,	জুন্দ,	
ekoghore,	একঘরে,	একঘরে,	
seoul,	সেওল,	সোল,	
bhenise,	ভেনিসে,	ভেনিসে,	
mosjidtir,	মসজিদটির,	মসজিদটির,	
dosha,	দোষা,	দোসা,	
sarboporee,	সর্বপরী,	সর্বোপরী,	
tinage,	টিনেজ,	টিনেজ,	
edic,	ইডিক,	এডিক,	
karaa,	কারা,	কারো,	
antarctica,	অ্যান্টররটিকটা,	অ্যান্টার্কটিকা,	
qlauda,	ক্লাউডা,	ক্লাউড,	
ramonar,	রমমনার,	রমনার,	
phakay,	ফাকায়,	ফাকে,	
elakaasoho,	এলাকাসহ,	এলাকাসহ,	
upbrazillian,	উপব্রাজিয়ালিন,	আপব্রাজিলিয়ান,	
maila,	মাইলা,	মাইল,	
madrasake,	মাদ্রাসাকে,	মাদ্রাসাকে,	
enjineers,	ইনজিনিরস,	ইঞ্জিনিয়ার্স,	
konorup,	কনরররূপ,	কোনরূপ,	
kalakushalir,	কললকৌশলীর,	কলাকুশলীর,	
chat,	চটট,	চ্যাট,	
banglota,	বাংলোটা,	বাংলোটা,	
jokkher,	যক্ষের,	যক্ষের,	
bagicha,	বাগিছা,	বাগিচা,	
chalachchitrei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
jyaqasana,	জ্যাকাসন,	জ্যাকসন,	
taitela,	টাইতেলা,	টাইটেল,	
hosbaleke,	হোসবালেকে,	হোসবালেকে,	
tep,	টেপ,	ট্যাপ,	
patrol,	পাটরোল,	পেট্রোল,	
gabinius,	গেবিনিয়াস,	গাবিনিআস,	
nathivookteer,	নাথিভকক্তির,	নথিভুক্তির,	
shoodhooi,	সুধৌই,	শুধুই,	
mononiitoder,	মনননিতাদের,	মনোনীতদের,	
uindoos,	উইন্ডুস,	উইন্ডোস,	
awatar,	আওয়াতার,	অবতার,	
selim,	সেলিম,	সেলিম,	
byabostho,	ব্যবস্থ,	ব্যাবস্থা,	
dombhoke,	দম্ভকে,	দম্ভকে,	
injiniyarim,	ইনজিনিয়ারিম,	ইঞ্জিনিয়ারিং,	
mukhmondole,	মুখমণ্ডলে,	মুখমণ্ডলে,	
aalaa,	আলা,	আলা,	
shrabastee,	শ্রবস্তী,	শ্রাবস্তী,	
dorgah,	দোরগা,	দরগাহ,	
dologuloo,	দলগগুলোও,	দলগুলোও,	
plak,	প্ল্যাক,	প্ল্যাক,	
aamor,	আমর,	আমর,	
dibate,	দিবাতে,	ডিবেট,	
janghu,	জাংঘু,	জঙ্ঘু,	
dharavahikbhabe,	ধারাভাহিকভাবে,	ধারাবাহিকভাবে,	
planey,	প্ল্যানি,	প্লেনে,	
prashikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
mozdur,	মোজদুর,	মজদুর,	
udbodhaney,	উদ্বোধনে,	উদ্বোধনে,	
medilek,	মেডিলেক,	মেডিলেক,	
madhabike,	মাধাবিকে,	মাধবীকে,	
mausumeo,	মৌসুমেও,	মৌসুমেও,	
prosadhani,	প্রসাধনী,	প্রসাধনী,	
surke,	সুরকে,	সুরকে,	
khagen,	খাগেন,	খগেন,	
satjaner,	সাতজনের,	সাতজনের,	
dhyana,	ধ্যানা,	ধ্যান,	
gandagol,	গণ্ডাগল,	গন্ডগোল,	
kormyi,	কর্মই,	কর্মই,	
fand,	ফেন্দ,	ফান্ড,	
abikaul,	অবিউকাল,	অবিকল,	
sangasthagulo,	সংস্ঠাগুলো,	সংস্থাগুলো,	
jesh,	জেশ,	জেস,	
charban,	চারবান,	চর্বন,	
darjiling,	দার্জিলিং,	দার্জিলিং,	
indrani,	ইন্দ্রানী,	ইন্দ্রাণী,	
badargaji,	বদর্গজী,	বদরগাজী,	
neermol,	নির্মল,	নির্মল,	
teennis,	তীনিস,	টেনিস,	
bosante,	বোসান্তে,	বসন্তে,	
pinogbagke,	পিনোবাগকে,	পিনগবাগকে,	
manbe,	মানবে,	মানবে,	
abdan,	আবদান,	আব্দান,	
doobate,	দুবাতে,	ডুবাতে,	
soteciety,	সোটেকিওটি,	সোসাইটিতে,	
rahshahi,	রাহশাহী,	রাহশাহী,	
byapoktor,	ব্যাপটক্তর,	ব্যাপকতর,	
hakone,	হাকোনে,	হাকোনে,	
shtona,	স্টনা,	স্টোন,	
alonkaran,	আলনকরণ,	অলঙ্করণ,	
rena,	রেনা,	রেনো,	
primoo,	প্রিমু,	প্রিমো,	
seniar,	সেনিয়ার,	সিনিয়র,	
rayyaleti,	রায়য়লেতি,	রয়্যালটি,	
bedanta,	বেদান্ত,	বেদান্ত,	
tukroke,	টুকরোকে,	টুকরোকে,	
sursur,	সুরসুর,	সুরসুর,	
detik,	দেতিক,	দেতিক,	
windos,	উইন্ডস,	উইন্ডোস,	
booponer,	বুপনের,	বপনের,	
sarder,	সার্ডের,	সরদার,	
chalochchitrei,	চালচ্চিত্রেই,	চলচ্চিত্রেই,	
byaptikaler,	ব্যাপতিকালের,	ব্যাপ্তিকালের,	
rajbandir,	রাজবন্দির,	রাজবন্দীর,	
ancholsaha,	অঞ্চলসহ,	অঞ্চলসহ,	
moshzidtike,	মশজিদটিকে,	মসজিদটিকে,	
prime,	প্রাইম,	প্রাইম,	
proshtotto,	প্রষ্টত্ত,	প্রস্ত্তত,	
