cholochchitrai,	চলচ্চিত্রায়,	চলচ্চিত্রই,	
bardhitansh,	বার্ধিত্বাস,	বর্ধিতাংশ,	
difinishian,	ডিফিশিনাইন,	ডেফিনেশন,	
geographics,	জিওগ্রাফিক্স,	জিওগ্রাফিকস,	
purbancoler,	পূর্বাঙ্কলের,	পূর্বাঞ্চলের,	
habol,	হাবল,	হাবোল,	
ceramiker,	সেরামিকের,	সিরামিকের,	
sarboporee,	সর্বপরী,	সর্বোপরী,	
enjineers,	এনজিনিরিস,	ইঞ্জিনিয়ার্স,	
bagicha,	বাগিচা,	বাগিচা,	
emerjency,	এমেরজেন্সি,	এমার্জেন্সি,	
nartana,	নার্তানা,	নর্টন,	
amiretus,	অমিরিটাস,	এমিরেটাস,	
bbiswasho,	ব্বিব্যাশও,	বিশ্বাসও,	
bbiswashke,	ব্বিব্যাসকে,	বিশ্বাসকে,	
vortuki,	ভর্টুকি,	ভর্তুকি,	
poripakey,	পরিপাকে,	পরিপাকে,	
cooda,	কোডা,	কোডা,	
ramnathbabur,	রামনাথবাবুর,	রামনাথবাবুর,	
eupheike,	ইউফিইকে,	ইউফেইকে,	
zerusalemer,	জেরুসালেমের,	জেরুজালেমের,	
install,	ইন্সট্যাল,	ইন্সটল,	
kourabe,	কৌরবে,	কৌরবে,	
mozdoor,	মজদুর,	মজদুর,	
zubokra,	যুবকরা,	যুবকরা,	
shitei,	শিতেই,	শীতেই,	
chhutee,	ছুটি,	ছুটি,	
granthatyke,	গ্র্যানথটটিকে,	গ্রন্থটিকে,	
dwibidho,	দ্বিবিধো,	দ্বিবিধ,	
karmosansthan,	কর্মসংস্থান,	কর্মসংস্থান,	
karmoi,	কার্মই,	কর্মই,	
duryogamoyee,	দুর্যোগময়ী,	দুর্যোগময়ী,	
durotamo,	দূরতম,	দূরতম,	
hizriite,	হিজরিতে,	হিজরীতে,	
bufer,	বাফার,	বাফার,	
pyor,	প্যার,	পিওর,	
emarjensi,	এমারজেনসি,	এমার্জেন্সি,	
footbalarer,	ফুটবালারের,	ফুটবলারের,	
chire,	চিরে,	চিরে,	
bahjya,	বাহ্জ্যা,	বাহ্য,	
yuroo,	যুবু,	ইউরো,	
graambasio,	গ্রামবাসিও,	গ্রামবাসীও,	
oncolsoho,	অঙ্চলসহ,	অঞ্চলসহ,	
tomader,	তোমাদের,	তোমাদের,	
boshoborty,	বোবর্টটি,	বশবর্তী,	
gostigulo,	গোস্তিগুলো,	গোষ্ঠীগুলো,	
antorbhuktimulak,	আন্তর্ভক্তিকূলাক,	অন্তর্ভুক্তিমূলক,	
yaq,	কাক,	ইয়াক,	
bejiye,	বেজিয়ে,	বেজিয়ে,	
breakthrough,	ব্রেকথররোগ,	ব্রেকথ্রু,	
safin,	সাফিন,	সাফিন,	
dubaate,	দুবাতে,	ডুবাতে,	
chalachchitroke,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
sip,	সিপ,	শিপ,	
upobaasee,	উপবাসী,	উপবাসী,	
satarkabhabey,	সতর্কভাবে,	সতর্কভাবে,	
neemeetto,	নিমেত্ত,	নিমিত্ত,	
aachhis,	আছিস,	আছিস,	
samany,	সামানি,	সামান্য,	
jonoikaa,	জনয়কা,	জনৈকা,	
taranee,	তারানী,	তরণী,	
awrbit,	আওরবিট,	অরবিট,	
atmabishvashi,	আত্মবিশশবাষী,	আত্মবিশ্বাসী,	
spredsheet,	স্প্রেডশিট,	স্প্রেডশীট,	
ancholgoolote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
chhutochhooti,	ছুটোছুটি,	ছুটোছুটি,	
shrabastee,	শ্রাবস্তি,	শ্রাবস্তী,	
ingrejra,	ইংরেজরা,	ইংরেজরা,	
niroja,	নিরোজা,	নিরোজা,	
daacktickete,	ড্যাকটিকটে,	ডাকটিকিটে,	
informetion,	ইনফরমেশন,	ইনফরমেশন,	
tottorat,	টোট্টোরাট,	তওরাত,	
ajeejer,	আজিজের,	আজিজের,	
santaa,	সান্তা,	সান্তা,	
brindabane,	বৃন্দাবনে,	বৃন্দাবনে,	
unchiyechilo,	উঁচিয়েছিল,	উঁচিয়েছিল,	
kharar,	খারার,	খরার,	
spancer,	স্প্যান্সের,	স্পেন্সার,	
palteche,	পালতেছে,	পাল্টেছে,	
pleena,	প্লেনা,	প্লেন,	
chaiten,	চৈতেন,	চাইতেন,	
ponera,	পনেরা,	পনের,	
rakkhandurga,	রক্ষণদূর্গ,	রক্ষণদুর্গ,	
neerbahi,	নির্বাহী,	নির্বাহি,	
ovidhanik,	অভিধানিক,	অভিধানিক,	
saom,	সাওম,	সাওম,	
uthhaane,	উঠানে,	উঠানে,	
overholing,	ওভারহ্লিং,	ওভারহোলিং,	
carlos,	কার্লোস,	কার্লোস,	
zoubankal,	যৌবনকাল,	যৌবনকাল,	
sectore,	সেক্টোর,	সেক্টরে,	
hisabagyan,	হিসাবাগ্ন,	হিসাবজ্ঞান,	
jiland,	জিল্যান্ড,	জিল্যান্ড,	
nichols,	নিকোলস,	নিকলস,	
punorabortonte,	পুনরারতনান্তে,	পুনরাবর্তন্তে,	
venus,	ভেনুস,	ভেনাস,	
aamoode,	আমোদে,	আমুদে,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
hadisti,	হাদিস্টি,	হাদিসটি,	
neutrinoo,	নিউট্রিনুও,	নিউট্রিনো,	
parikhar,	পারিখার,	পরিখার,	
chirantan,	চিরান্তন,	চিরন্তন,	
suparahiro,	সুপাহারীরও,	সুপারহিরো,	
prottokkhovabe,	প্রত্যক্ষবাবে,	প্রত্যক্ষভাবে,	
tuni,	টুনী,	টুনি,	
ghurte,	ঘুরতে,	ঘুরতে,	
protul,	প্রতুল,	প্রতুল,	
gabeshonar,	গবেশনার,	গবেষনার,	
taitela,	টাইতেলা,	টাইটেল,	
lubitz,	লিউবিকজ,	লুবিৎজ,	
colgirl,	কলগির্ল,	কলগার্ল,	
narbur,	নরবুর,	নরবুর,	
votar,	ভোটার,	ভোটার,	
safiha,	সাফিহা,	সাফিহা,	
oboshore,	অবশরে,	অবসরে,	
firozapure,	ফিরোজপুরে,	ফিরোজাপুরে,	
gronther,	গ্রোন্থার,	গ্রন্থের,	
nagorikra,	নাগোিকরা,	নাগরিকেরা,	
commissionvogider,	কমিশনসন্গীদের,	কমিশনভোগীদের,	
ujobekeestan,	উজোবেকবিস্তান,	উজবেকিস্তান,	
sahittopritite,	সাহিত্যপৃতিতে,	সাহিত্যপ্রীতিতে,	
shikh,	শিখ,	শিখ,	
bharpur,	ভারপুর,	ভরপুর,	
said,	সাইদ,	সাইদ,	
query,	কোয়েরী,	কোয়েরি,	
mukhomandaler,	মুখমন্ডলের,	মুখমণ্ডলের,	
shasonamoleri,	শাসনামোলেরই,	শাসনামলেরই,	
uparzoner,	উপারজনের,	উপার্জনের,	
khiladirao,	খিলাদীরাও,	খিলাড়িরাও,	
souripurang,	সৌরীপূর্ঙং,	সৌরিপুরং,	
orbit,	অরবিট,	অরবিট,	
shilpajata,	শিল্পজতা,	শিল্পজাত,	
ebham,	ইভাম,	ইভিএম,	
drissoke,	দ্রিস্কে,	দৃশ্যকে,	
notikotar,	নতিকতার,	নৈতিকতার,	
obhijojan,	অভিযোজন,	অভিযোজন,	
aborto,	আবর্ত,	আবর্ত,	
ganohotyake,	গণহত্যাকে,	গণহত্যাকে,	
phiksa,	ফিকসা,	ফিক্স,	
ganonanatto,	গণনানাত্ব,	গণনাট্য,	
bonke,	বনকে,	বনকে,	
tookrokey,	টুক্রকে,	টুকরোকে,	
samajikotar,	সমাজিকতার,	সামাজিকতার,	
degreeo,	ডিগরিও,	ডিগ্রিও,	
pyatarne,	প্যাটার্নে,	প্যাটার্নে,	
janosamaj,	জনসমাজ,	জনসমাজ,	
charukala,	চরকুলা,	চারুকলা,	
nick,	নিক,	নিক্,	
canservatian,	ক্যানফেরেশন,	কনসারভেশন,	
naagaalyand,	নাগল্যান্ড,	নাগাল্যান্ড,	
yuro,	যুউরো,	ইউরো,	
chhon,	ছন,	ছোঁ,	
nichupattir,	নিচুপত্তির,	নিচুপট্টির,	
prothar,	প্রথার,	প্রথার,	
shingping,	শিংপিং,	শিংপিং,	
protijogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
soundarja,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
postac,	পোস্টাক,	পোস্টকে,	
ajibon,	জজিবন,	আজীবন,	
bonbhumi,	বনভুমি,	বনভূমি,	
antarctica,	অ্যান্টার্কটিকা,	অ্যান্টার্কটিকার,	
bizito,	বিজিত,	বিজিত,	
bethikata,	বেথিকাটা,	বেঠিকতা,	
faase,	ফাসে,	ফাঁসে,	
dhadhiye,	ধধিয়ে,	ধাধিয়ে,	
darji,	দার্জি,	দরজি,	
ancholgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
supreetira,	সুপ্রীতিরা,	সুপ্রীতিরা,	
jansa,	জানসা,	জন্স,	
jonee,	জনি,	জনি,	
chandil,	চানদিল,	চান্ডিল,	
aairish,	আইরিশ,	আইরিস,	
bihar,	বিহার,	বিহার,	
boiragirhat,	বৈরাগীরহাট,	বৈরাগিরহাট,	
ganosachetanata,	গণসচেতনাটা,	গণসচেতনতা,	
jounatar,	যৌনতার,	যৌনতার,	
soource,	সৌরের,	সোর্স,	
chhutir,	ছুটির,	ছুটির,	
gaje,	গাজে,	গেজ,	
habathu,	হাবাথু,	হাবাথু,	
brittakarey,	বৃত্তকারে,	বৃত্তাকারে,	
deefinision,	ডিফিনিয়ন,	ডেফিনেশন,	
byaboharkarike,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
chaaktir,	চাকটির,	চাকতির,	
gagee,	গাগি,	গেজ,	
bhenus,	ভেনুস,	ভেনাস,	
suraaropito,	সুরারপিত,	সুরারোপিত,	
pakhtunistan,	পাখতুন্তানন,	পাখতুনিস্তান,	
ghamta,	ঘামটা,	ঘোমটা,	
concerter,	কনসার্টের,	কানসাটের,	
hijrite,	হিজরিতে,	হিজরীতে,	
elbamtite,	এলবামটিতে,	এলবামটিতে,	
eigulor,	এইগুলোর,	এইগুলোর,	
mohajot,	মহাজত,	মহাজোট,	
pushtee,	পুষ্টি,	পুষ্টি,	
jotharthovabey,	যথার্থভাবে,	যথার্থভাবে,	
upbrazillian,	আপপ্রালালানিয়ান,	আপব্রাজিলিয়ান,	
korley,	করলেই,	করলে,	
capshule,	ক্যাপশুলে,	ক্যাপসুল,	
cholochchitratike,	চলচ্চিত্রটিকে,	চলচ্চিত্রটিকে,	
alexanderke,	আলেক্সান্ডারকে,	আলেকজান্ডারকে,	
dosha,	দোশা,	দোসা,	
pratishthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
shansthaner,	শান্স্থানের,	সংস্থানের,	
mette,	মেত্তে,	ম্যাট,	
victor,	ভিক্টর,	ভিক্টর,	
sokkhomotabriddhi,	সক্ষমতাত্রবদ্ধি,	সক্ষমতাবৃদ্ধি,	
indro,	ইন্দ্রো,	ইন্দ্র,	
porinoti,	পরিণতি,	পরিণতি,	
utsahamulak,	উৎসামহলক,	উৎসাহমূলক,	
sangbadmadhyomgulote,	সংবাদমাধ্যমগুলোতে,	সংবাদমাধ্যমগুলোতে,	
baman,	বামান,	বামন,	
shuchonakal,	শুচনাকাল,	সূচনাকাল,	
nogore,	নগরে,	নগরে,	
licencer,	লাইসেন্সের,	লাইসেন্সের,	
dhangsantup,	ধ্বংসন্তপ,	ধ্বংসন্তুপ,	
lutharan,	লুথারন,	লুথেরান,	
aditisaha,	আদিতিসহ,	অদিতিসহ,	
militarir,	মিলিতারীর,	মিলিটারির,	
aireshe,	আইরেশে,	আইরেসে,	
darjiling,	দার্জিলিং,	দার্জিলিং,	
onkush,	অঙ্কুষ,	অংকুশ,	
scuvi,	স্কিভি,	স্কুভি,	
sutir,	সুতীর,	সুতির,	
aaireshe,	আইয়েশে,	আইরেসে,	
soomitrar,	সুমিত্রার,	সুমিত্রার,	
