windows,	উইন্ডোাস,	উইন্ডোস,	
ispredseet,	ইসপ্রেডস্ট,	স্প্রেডশীট,	
homeser,	হোমেসের,	হোমসের,	
shiropar,	শিরোপার,	শিরোপার,	
lungiti,	লুঙ্গিটি,	লুঙ্গিটি,	
phutanta,	ফুটান্ত,	ফুটন্ত,	
protiakromonei,	প্রতিযাক্রমেই,	প্রতিআক্রমণেই,	
stagecraft,	স্টেগেক্রফফ্ট,	স্টেজক্রাফট,	
ekshoti,	একশতি,	একশোটি,	
airish,	এইরিশ,	আইরিস,	
mashtarsha,	মাষ্টারশা,	মাস্টার্স,	
manoharpur,	মনোহরপুর,	মনোহরপুর,	
sudrissho,	সুদৃশ্,	সুদৃশ্য,	
huka,	হুকা,	হুক,	
hosbaleke,	হোসবালেকে,	হোসবালেকে,	
daaun,	দাউন,	ডাউন,	
ucchosito,	উক্চসিত,	উচ্ছসিত,	
sumoo,	সুমু,	সুমো,	
protistha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
hitlere,	হিটলারে,	হিটলারে,	
zeland,	জেল্যান্ড,	জিল্যান্ড,	
madrasake,	মাদ্রাসাকে,	মাদ্রাসাকে,	
refleks,	রিফ্লেক্স,	রিফ্লেক্স,	
halding,	হেল্ডিং,	হোল্ডিং,	
pakistanira,	পাকিস্তানিরা,	পাকিস্তানীরা,	
bohudin,	বহুদীন,	বহুদিন,	
iub,	আইওবি,	আইইউবি,	
sobaiderke,	সবাইদেরকে,	সবাইদেরকে,	
grambaaseeder,	গ্রামবাসীদের,	গ্রামবাসীদের,	
kyatagorir,	ক্যাটাগরির,	ক্যাটাগরির,	
shithilata,	শিথিলতা,	শিথিলতা,	
ganjana,	গঞ্জনা,	গঞ্জনা,	
taims,	টাইমস,	টাইমস্,	
kompeeto,	কম্পিত,	কম্পিত,	
daaktikite,	দাক্তিকীতে,	ডাকটিকিটে,	
khitkar,	খিতকার,	ক্ষিতকর,	
jens,	জেনস,	জিন্স,	
inapharameshana,	ইনাফারমেনান,	ইনফরমেশন,	
amorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
panchashjan,	পঞ্চাশজান,	পঞ্চাশজন,	
scholastic,	স্কোলাস্টিক,	স্কলাস্টিক,	
qaro,	কারো,	কারো,	
nutoner,	নিউটনের,	নূতনের,	
harysoner,	হার্সনের,	হ্যারিসনের,	
shnaipara,	শ্নাইপার,	স্নাইপার,	
pharmesigulote,	ফার্মেসিগুলোতে,	ফার্মেসীগুলোতে,	
moresbai,	মোরেসবাই,	মোরেসবাই,	
restuarant,	রেস্টুরান্ত,	রেষ্টুরেন্ট,	
juakhelar,	জুয়াখেলার,	জুয়াখেলার,	
langhaner,	লঙ্ঘনের,	লংঘনের,	
satyaky,	সত্যক্য,	সাত্যকি,	
maarmaader,	মরমাদের,	মারমাদের,	
hol,	হোল,	হোল,	
gunje,	গুঞ্জে,	গুঁজে,	
baaik,	বাইক,	বাইক,	
teunar,	টেউনার,	টিউনার,	
freelancerra,	ফ্রিল্যান্সরা,	ফ্রিল্যান্সাররা,	
shhow,	আইভ,	শো,	
nichupattir,	নিচুপত্তির,	নিচুপট্টির,	
bakhyateet,	ব্যাখ্যাট,	ব্যাখ্যাতীত,	
khoka,	খোকা,	খোকা,	
bamon,	বামন,	বামন,	
majdur,	মাজদুর,	মজদুর,	
vugoley,	ভুগোলে,	ভূগোলে,	
ghatiti,	ঘটটিটি,	ঘাঁটিটি,	
harishankar,	হরিশংকর,	হরিশংকর,	
adhyattikota,	আধ্যাত্মিকতা,	আধ্যাত্মিকতা,	
cheerontan,	চিরোন্তন,	চিরন্তন,	
bandi,	বন্দী,	বন্দী,	
akhandota,	অখণ্ডটা,	অখণ্ডতা,	
oojbekistan,	ওজবেকেস্তান,	উজবেকিস্তান,	
infarmatian,	ইনফর্মেশিয়ান,	ইনফরমেশন,	
pragreesa,	প্রগ্রিসা,	প্রগ্রেস,	
dhos,	ধস,	ধস,	
nathivukta,	নথিভুক্ত,	নথিভুক্ত,	
windo,	উইন্ডো,	উইন্ডো,	
jhijhi,	ঝিঝি,	ঝিঝি,	
taholo,	তাহলো,	তাহলো,	
pothnirdeshona,	পথনরিষ্ডেশন,	পথনির্দেশনা,	
hank,	হান্ক,	হাঙ্ক,	
phiqsa,	ফিকসা,	ফিক্স,	
bandhubhaabaapanna,	বন্ধুয়াবপন্নন্,	বন্ধুভাবাপন্ন,	
mentither,	মেন্টিথের,	মেনটিথের,	
johor,	জহর,	জহর,	
byaboharkariyi,	ব্যবহারকারী,	ব্যবহারকারীই,	
ishter,	ইসতের,	ইস্টের,	
middleton,	মিডলটেন,	মিডলটন,	
krimlin,	ক্রিলিন,	ক্রিমলিন,	
ghotleo,	ঘটলকেও,	ঘটলেও,	
qulim,	কুলিম,	কুলিং,	
ghumachche,	ঘুমাচ্ছে,	ঘুমাচ্ছে,	
bosontokke,	বসন্তকেে,	বসন্তকে,	
boikalyo,	বৈকাল্য,	বৈকল্য,	
abheedhaaneeck,	অভিধানিক,	অভিধানিক,	
baait,	বাইত,	বাইট,	
dinara,	দিনারা,	ডিনার,	
somonnitobhabe,	সমননিত্বভাবে,	সমন্বিতভাবে,	
plate,	প্লেট,	প্লেট,	
rashider,	রশিদের,	রশিদের,	
noiteekotar,	নৈতিকতার,	নৈতিকতার,	
muradkey,	মুরাডকে,	মুরাদকে,	
bitlaser,	বিটলাসের,	বিটলসের,	
balokarak,	বালোকারক,	বলকারক,	
chuti,	চুটি,	ছুটি,	
elaakaa,	এলাকা,	এলাকা,	
dankaan,	ডাঙ্কান,	ডানকান,	
alpa,	আলপা,	অল্প,	
horeepur,	হরিপুর,	হরিপুর,	
onchalgulir,	অঙ্চলগুলির,	অঞ্চলগুলির,	
bhangle,	ভাংলে,	ভাঙলে,	
dalee,	ডালি,	ডালে,	
kheylechen,	খেয়েলেছন,	খেলেছেন,	
byaboharkari,	ব্যবহারকারী,	ব্যবহারকারী,	
neshnos,	নেশনোস,	নেশনস,	
sarbhaarti,	সর্ভরটি,	সার্ভারটি,	
leaders,	লিডার্স,	লিডার্স,	
musallati,	মুসলতালি,	মুসল্লাটি,	
nabatamo,	নবতামো,	নবতম,	
fotanor,	ফোটানোর,	ফোটানোর,	
krush,	ক্রুশ,	ক্রুশ,	
shasankorta,	শাসনকর্তা,	শাসনকর্তা,	
daqten,	ডাকতেন,	ডাকতেন,	
bo,	বো,	বু,	
kanuner,	কানুনের,	কানুনের,	
dhaleshorii,	ধলেশরী,	ধলেশ্বরী,	
itostatah,	ইতোস্তাথা,	ইতস্ততঃ,	
rajtantrey,	রাজতন্ত্রে,	রাজতন্ত্রে,	
choson,	চোসন,	চোষণ,	
hugheke,	হুইকে,	হিউজকে,	
gonona,	গণনা,	গননা,	
poorohitder,	পুরোহিতদের,	পুরোহিতদের,	
codeti,	কোডেটি,	কোডটি,	
fake,	ফাকে,	ফাকে,	
dufresne,	ডুফ্রেসেন,	ডুফরেস্ন,	
poste,	পোস্টে,	পোস্টে,	
vejjanno,	ভেজ্যান্ন,	ভেজানো,	
shibraj,	শিবরাজ,	শিবরাজ,	
atmobonchito,	আত্মবঞ্চিত,	আত্মবঞ্চিত,	
prakalpoguli,	প্রকালপগুলি,	প্রকল্পগুলি,	
manobikotao,	মানবিকতাও,	মানবিকতাও,	
monohputo,	মনোভূত,	মনঃপুত,	
ardasha,	আর্দশ,	আর্দশ,	
edipass,	এডিপ্যাস,	ইডিপাস,	
pranibigyani,	প্রাণীবিজ্ঞানী,	প্রাণীবিজ্ঞানী,	
engreziteo,	এংরেজিতেও,	ইংরেজিতেও,	
mojdur,	মজদুর,	মজদুর,	
varma,	ভারমা,	ভার্মা,	
onker,	অঙ্কার,	ওঙ্কার,	
superheiroo,	সুপারহিরোর,	সুপারহিরো,	
liseensee,	লিসেইনসি,	লাইসেন্স,	
sanaktakaran,	সনক্তরকরণ,	সনাক্তকরণ,	
slatgulor,	স্ল্যাটগুলোর,	স্ল্যাটগুলোর,	
sithilotar,	সিথিলতার,	শিথিলতার,	
hojurer,	হজুরের,	হজুরের,	
bite,	বিতে,	বাইট,	
jomjamat,	জম্জামাত,	জমজমাট,	
orthoneeti,	অর্থনীতি,	অর্থনীতির,	
dhache,	ধাচে,	ধাঁচে,	
drabyatah,	দ্রব্যাতঃ,	দ্রব্যতঃ,	
bharpur,	ভারপুরের,	ভরপুর,	
mekapgulo,	মেকাপগুলো,	মেকআপগুলো,	
fakhrul,	ফখরুল,	ফাখরুল,	
assexe,	অ্যাসেক্সে,	অ্যাসেক্সে,	
deaubande,	দিউবান্ডে,	দেওবন্দে,	
doula,	দৌলা,	দৌলা,	
oncholgulir,	অন্চলগুলির,	অঞ্চলগুলির,	
masjidtir,	মাসজিতদির,	মসজিদটির,	
bokul,	বকুল,	বকুল,	
goteehin,	গোটিহীন,	গতিহীন,	
battery,	ব্যাটেরি,	ব্যাটারী,	
gazetted,	গেজেটেড,	গেজেটেড,	
pichte,	পিচতে,	পিছতে,	
hyaloyin,	হ্যালোয়ন,	হ্যালোইন,	
themeke,	থেমেকে,	থিমকে,	
firoze,	ফিরোজে,	ফিরোজ,	
bane,	বানে,	বনে,	
suhasini,	সুহাসিনী,	সুহাসিনী,	
armshtronj,	আর্মশ্ট্র্য,	আর্মস্ট্রং,	
moushumei,	মৌশুমেই,	মৌসুমেই,	
phareeksa,	ফরেকস,	ফরেক্স,	
prottokkhovabe,	প্রত্যক্ষবাবে,	প্রত্যক্ষভাবে,	
karecho,	করেছো,	করেছ,	
dologuloo,	দলগুলুও,	দলগুলোও,	
rubidium,	রুবিডিয়াম,	রুবিডিয়াম,	
aaziz,	আজিজ,	আজিজ,	
mahbunur,	মাহবুুুর,	মাহবুনুর,	
mujuru,	মুজুরু,	মুজুরু,	
patochitra,	পাটোচিত্র,	পটচিত্র,	
rajashri,	রাজশ্রী,	রাজশ্রী,	
bayshorkarikarone,	বায়শরকারীকরণে,	বেসরকারিকরণ,	
shansthaner,	সান্থানের,	সংস্থানের,	
bishhnu,	বিষ্ণু,	বিষ্ণু,	
chalachchitrer,	চলচ্চিত্রের,	চলচ্চিত্রের,	
cinemapremider,	সিনেমাপ্রেমীদের,	সিনেমাপ্রেমীদের,	
ratishilatai,	রতিশীলতাই,	রতিশীলতায়,	
barder,	বার্ডার,	বার্ডের,	
dembakreeti,	দেম্বাকৃতি,	ডিম্বাকৃতি,	
evereste,	এভারেস্টে,	এভারেস্টে,	
narbur,	নারবুর,	নরবুর,	
erythrian,	এরিথ্রিয়ান,	এরিথ্রিয়ান,	
deares,	ডিয়ারেস,	ডিআরএস,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
miraqela,	মিরাকেলা,	মিরাকেল,	
shrichaitanyadev,	শ্রীচৈত্যবন্ধে,	শ্রীচৈতন্যদেব,	
pleeta,	প্লিট,	প্লেট,	
puding,	পুদিং,	পুডিং,	
sethai,	সেথাই,	সেথাই,	
shrabostee,	শ্রাবসটি,	শ্রাবস্তী,	
biphal,	বিপাল,	বিফল,	
durgatsabe,	দুর্গাৎসবে,	দুর্গোৎসবে,	
maritimer,	মারিটিমের,	মেরিটাইমের,	
amudey,	অমুদে,	আমুদে,	
pratisthanik,	প্রতিস্থানিক,	প্রাতিষ্ঠানিক,	
moreecha,	মরিচা,	মরিচা,	
nirikho,	নিরিখো,	নিরিখ,	
seguloi,	সেগুলোই,	সেগুলোই,	
nirbahey,	নির্বাহে,	নির্বাহে,	
dobhaar,	দোভার,	ডোভার,	
ukeliptash,	উকেলিপত্স,	ইউক্যালিপ্টাস,	
swadesh,	স্বদেশ,	স্বদেশ,	
nirbachakder,	নির্বাচকদের,	নির্বাচকদের,	
kamti,	কামটি,	কমতি,	
vaticaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
gaziipur,	গাজিপুর,	গাজীপুর,	
anchalei,	অঞ্চলেই,	অঞ্চলেই,	
brindabane,	বৃন্দাবনে,	বৃন্দাবনে,	
binee,	বিনে,	বেনি,	
akatwa,	অকত্ব,	একাত্ব,	
kheshar,	খেশার,	খেশার,	
bopoon,	বপুন,	বপন,	
benojir,	বেনোজির,	বেনজীর,	
reflex,	রিফ্লেক্স,	রিফ্লেক্স,	
maner,	মানের,	মানে,	
uzobekeestaan,	উজবেকিৎসান,	উজবেকিস্তান,	
