towraat,	তোরাট,	তওরাত,	
kharavel,	খারাভেল,	খারবেল,	
scholastic,	স্কোলাসটিক,	স্কলাস্টিক,	
dibate,	দিবাতে,	ডিবেট,	
ramnathbabur,	রামথনাবাবুর,	রামনাথবাবুর,	
sarboshokteeman,	সর্বস্ক্ষমতন,	সর্বশক্তিমান,	
dharavassokar,	ধারাবোসসকর,	ধারাভাষ্যকার,	
choudry,	চাউড্রি,	চৌধুরী,	
karmake,	কারমাকে,	কর্মকে,	
elaakaati,	এলাকাটি,	এলাকাটি,	
daktikit,	দাক্তিটি,	ডাকটিকিট,	
baugey,	বাওয়ে,	বাগে,	
eigulor,	এইগুলোর,	এইগুলোর,	
zesa,	জেসা,	জেস,	
alexandar,	আলেক্স্ন্দার,	আলেকজান্ডার,	
abheedhaaneek,	অভিধানীক,	অভিধানিক,	
jamarate,	জামারাতে,	জামারাতে,	
songbadmadhyame,	সংবাদমাধ্যমে,	সংবাদমাধ্যমে,	
societytey,	সোসিয়েটে,	সোসাইটিতে,	
banshite,	বাঁশিতে,	বাঁশিতে,	
prashikkhane,	প্রশিক্ষণে,	প্রশিক্ষণে,	
oedipus,	ওডিপাস,	ইডিপাস,	
chakundite,	চকুন্ডিতে,	চাকুন্দিতে,	
societyke,	সোসিয়েটকে,	সোসাইটিকে,	
phood,	ফুড,	ফুড,	
dhangsachchi,	ধাবসচ্ছি,	ধ্বংসাচ্ছি,	
touraat,	তৌরাত,	তওরাত,	
dojo,	দোজো,	ডোজো,	
battery,	ব্যাটারি,	ব্যাটারী,	
iqbalke,	ইকবলকে,	ইকবালকে,	
stoonahenja,	শ্টুনোহহ্ঞা,	স্টোনহেঞ্জ,	
gostigulo,	গোস্টিগুলো,	গোষ্ঠীগুলো,	
neermol,	নির্মল,	নির্মল,	
nagorikke,	নাগরিককে,	নাগরিককে,	
fimela,	ফিমেলা,	ফিমেল,	
edipass,	এডিপাস,	ইডিপাস,	
qaro,	কারো,	কারো,	
jakatke,	জাকাটকে,	যাকাতকে,	
moomtaj,	মুমতাজ,	মুমতাজ,	
monir,	মনির,	মনির,	
plate,	প্লাটে,	প্লেট,	
foks,	ফকস,	ফক্স,	
mausumeo,	মৌসুমেও,	মৌসুমেও,	
chirantan,	চিরন্তন,	চিরন্তন,	
parqim,	পারকিম,	পার্কিং,	
dobhara,	দোভারা,	ডোভার,	
emarjensi,	এমারজেনসি,	এমার্জেন্সি,	
laishensha,	লাইশেন্সা,	লাইসেন্স,	
sanaktokaran,	সনাকত্ককরণ,	সনাক্তকরণ,	
sarboporee,	সর্বপরী,	সর্বোপরী,	
grambaseer,	গ্রামবাসীর,	গ্রামবাসীর,	
guzon,	গুজন,	গুজব,	
mukhomondoler,	মুখোন্ডোলের,	মুখমণ্ডলের,	
bidyadanke,	বিদ্যাদনকে,	বিদ্যাদানকে,	
shloker,	শ্লোকের,	শ্লোকের,	
bhenus,	ভেনাস,	ভেনাস,	
sooya,	সোয়া,	সোয়া,	
nodimatrik,	নদীমাত্রিক,	নদীমাতৃক,	
sheekar,	শিকর,	শিকার,	
bhenise,	ভেনিসে,	ভেনিসে,	
kartona,	কর্তনা,	করতনা,	
ajeeboner,	অজীবনের,	আজীবনের,	
everage,	এভারেজ,	এভারেজ,	
dei,	দেই,	দিই,	
lakkhero,	লক্ষেরও,	লক্ষেরও,	
difinishian,	ডিফিনিসিয়ান,	ডেফিনেশন,	
podarthobidder,	পদার্থবিদদের,	পদার্থবিদদের,	
amontronkarider,	অমন্ত্রনকারীদের,	আমন্ত্রণকারীদের,	
parswer,	পার্স্বের,	পার্শ্বের,	
shten,	স্টেন,	স্টেন,	
shilpajata,	শিল্পজাতা,	শিল্পজাত,	
kagbeni,	কাগবেনি,	কাগবেনি,	
aholya,	আহল্যা,	অহল্যা,	
bii,	বিইআই,	বি,	
bohoodin,	বহুদিন,	বহুদিন,	
senabahinikey,	সেনাবাহিনীকে,	সেনাবাহিনীকে,	
naabyota,	নাবয়তা,	নাব্যতা,	
minishtarer,	মিনিষ্টারের,	মিনিস্টারের,	
alexanderke,	আলেক্স্ন্দারকে,	আলেকজান্ডারকে,	
bone,	বোনে,	বনে,	
deciliter,	ডেসিলিটের,	ডেসিলিটার,	
kichudinpar,	কিছিদুনপার,	কিছুদিনপর,	
onupater,	অনুপতের,	অনুপাতের,	
nobotomo,	নবতম,	নবতম,	
gujab,	গুজাব,	গুজব,	
cheess,	চিস,	চেস,	
narbur,	নারবুর,	নরবুর,	
nabatarange,	নবতর্ঙ্গে,	নবতরঙ্গে,	
cheef,	চেফ,	শেফ,	
pravritir,	প্রভৃতির,	প্রভৃতির,	
korush,	করুশ,	ক্রুশ,	
mithener,	মিথেনের,	মিথেনের,	
venush,	ভেনুশ,	ভেনাস,	
taronee,	তারণী,	তরণী,	
rakhete,	রাখেতে,	রাখেতে,	
ministara,	মিনিস্টারা,	মিনিস্টার,	
eduardo,	এডুয়ার্ডো,	এডুয়ার্দো,	
plack,	প্ল্যাক,	প্ল্যাক,	
mosjidtir,	মসজিদটির,	মসজিদটির,	
jipiusamriddha,	জিপিপুরিদ্্ধ,	জিপিউসমৃদ্ধ,	
breakthrough,	ব্রেকচ্র্যাগ,	ব্রেকথ্রু,	
chupani,	চুপানি,	চুপানি,	
qaferder,	কাফারদের,	কাফেরদের,	
prosadhani,	প্রসাধনী,	প্রসাধনী,	
elahabade,	এলাহাবাদে,	এলাহাবাদে,	
wilderske,	উইলডারসেকে,	উইল্ডার্সকে,	
bolatkar,	বলাতকার,	বলাৎকার,	
sikha,	সিখা,	শিখ,	
auttacharer,	অট্টাচারের,	অত্যাচারের,	
erokomer,	এরকমের,	এরকমের,	
ramantika,	রামনীতকা,	রোমান্টিক,	
kazianis,	ক্যাজিনিস,	কাজানিস,	
bagicha,	বাগিচা,	বাগিচা,	
polashir,	পলাশির,	পলাশীর,	
jyesthaa,	জ্যেষ্ঠা,	জ্যেষ্ঠা,	
suiti,	সুইটি,	সুইটি,	
sangkoolan,	শংকুলন,	সংকুলান,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
chalochchitraeer,	চলচ্চিত্রীয়ের,	চলচ্চিত্রের,	
longhan,	লঙ্ঘন,	লংঘন,	
baipass,	বাইপাসস,	বাইপাস,	
prity,	প্রিটি,	প্রিটি,	
remission,	রিমিশন,	রিমিশন,	
ssahocorze,	সাহরকর্জে,	সাহচর্যে,	
khudrokar,	ক্ষুদ্রকার,	ক্ষুদ্রকার,	
lettere,	লেটটারে,	লেটারে,	
landey,	ল্যান্ডে,	ল্যান্ডে,	
obosan,	অবসান,	অবসান,	
aizulke,	আইজুলকে,	আইজুলকে,	
nuhas,	নুহাস,	নুহাশ,	
ganokantha,	গণকান্থ,	গণকণ্ঠ,	
nachar,	নাচর,	নাচার,	
gabeshonar,	গবেশনার,	গবেষনার,	
ghumunoi,	ঘুমোনোই,	ঘুমুনোই,	
gaziipur,	গাজিপুর,	গাজীপুর,	
mahakabi,	মহাকবী,	মহাকবি,	
pare,	পারে,	পাড়ে,	
dhwajbhango,	ধ্বভঞ্জ,	ধ্বজভঙ্গ,	
patochitra,	পাতচিত্র,	পটচিত্র,	
obdee,	অব্দি,	অব্দি,	
manir,	মানির,	মনির,	
jonmobhumitir,	জন্মভূমিতির,	জন্মভূমিটির,	
goonoman,	গুনমান,	গুণমান,	
bhittimul,	ভিত্তিমুল,	ভিত্তিমূল,	
eesa,	ইসা,	আইএএস,	
dorneca,	ডর্নেকা,	ডরনেকা,	
slatgulor,	স্ল্যাগটুলোর,	স্ল্যাটগুলোর,	
chalachchitrei,	চলচচচিত্রেই,	চলচ্চিত্রেই,	
lubitz,	লুবিজজ,	লুবিৎজ,	
anagarikra,	অনাগরিকরা,	অনাগরিকরা,	
with,	উইথ,	ভিত,	
gabinius,	গ্বিনিয়াস,	গাবিনিআস,	
manatmulak,	মানতমূলক,	মানতমূলক,	
kathghera,	কাঠঘেরা,	কাঠঘেরা,	
restuarant,	রেস্টুয়ার্ত,	রেষ্টুরেন্ট,	
asamonjasyopurno,	অসামঞ্জস্যপূর্ণ,	অসামঞ্জস্যপূর্ণ,	
raagee,	রাগী,	রাগী,	
casper,	ক্যাসপার,	ক্যাসপার,	
leaders,	লিডারস,	লিডার্স,	
andra,	আন্দ্রা,	আন্ড্রা,	
romnar,	রোমনার,	রমনার,	
aansareer,	আনসারীর,	আনসারীর,	
residence,	রেসিডেন্স,	রেসিডেন্স,	
nisshongotake,	নিঃসংবক্তে,	নিঃসঙ্গতাকে,	
akreetokarjo,	আক্রিতারকর্য,	অকৃতকার্য,	
nili,	নীলি,	নিলি,	
sonaktokaran,	সোনাক্তকরণ,	সনাক্তকরণ,	
internship,	ইন্টারশনিপ,	ইন্টার্নশিপ,	
sikkhagata,	শিক্ষাগত,	শিক্ষাগত,	
nazad,	নাজাদ,	নজদ,	
aflatoxin,	অফ্লাটক্সিন,	আ্যফ্ল্যাটক্সিন,	
angkita,	অংকিত,	অঙ্কিতা,	
kantojir,	কান্তজির,	কান্তজির,	
joubankal,	যৌবনকাল,	যৌবনকাল,	
edmeeral,	এডমিরাল,	এডমিরাল,	
gaandaas,	গান্ডান,	জ্ঞানদাস,	
kanshat,	কানশাট,	কানসাট,	
kajangale,	কাজাঙ্গলে,	কজঙ্গলে,	
rahee,	রাহী,	রাহি,	
teenej,	তেনেজ,	টিনেজ,	
qrisenta,	ক্রিসেন্তা,	ক্রিসেন্ট,	
jibnagore,	জীবনাগরে,	জীবননগর,	
geographics,	জিওসারফ্ওসিক,	জিওগ্রাফিকস,	
ayantarqatiqa,	আয়নতরকককাকা,	অ্যান্টার্কটিকা,	
ooipoka,	উপোকা,	উইপোকা,	
shaddhi,	শাদ্ধি,	সাধ্বী,	
reliance,	রিলিয়ান্স,	রিলায়েন্স,	
munshiji,	মুনশিজি,	মুনশীজি,	
sthapanagulo,	স্থাপনাগুলো,	স্থাপনাগুলো,	
maudelgulo,	মাউডেলগুলো,	মডেলগুলো,	
nagarikera,	নাগরীকেরা,	নাগরিকেরা,	
boikolyo,	বৈকল্য,	বৈকল্য,	
mase,	মাসে,	মাসে,	
daaradaa,	ডারাডা,	দারদা,	
setike,	সেতিকে,	সেটিকে,	
prakar,	প্রকার,	প্রকার,	
ahong,	আহং,	অহং,	
hughkey,	হুঘকে,	হিউজকে,	
dacope,	ড্যাকোপ,	দাকোপ,	
ganosochetonota,	গণসচেতনতা,	গণসচেতনতা,	
abhidhaanic,	অভিধানানিক,	অভিধানিক,	
steen,	স্টিন,	স্টেন,	
pragreesa,	প্রোগ্রিসা,	প্রগ্রেস,	
aaziz,	আজিজ,	আজিজ,	
qarlosa,	কারলোসা,	কার্লোস,	
choson,	চসন,	চোষণ,	
niknayman,	নিক্যানমান,	নিকনেইমান,	
jerusaleme,	জেরুসালেমে,	জেরুসালেমে,	
fansi,	ফানসি,	ফাঁসী,	
inafarameshana,	ইনাফরেশনে,	ইনফরমেশন,	
ekghare,	একঘরে,	একঘরে,	
somosto,	সমস্ত,	সমস্ত,	
pratisthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
krush,	ক্রুশ,	ক্রুশ,	
baman,	বামান,	বামন,	
bharotchilo,	ভরতচিল,	ভারতছিল,	
ched,	চেদ,	ছেদ,	
mousumeo,	মৌসুমেও,	মৌসুমেও,	
jaadrel,	যাদ্রেল,	জাঁদরেল,	
saraiki,	সারাইকি,	সরাইকি,	
maktum,	মাকতুম,	মাকতুম,	
daybhager,	দয়ভাগের,	দায়ভাগের,	
lungiti,	লুঙ্গিতি,	লুঙ্গিটি,	
rajpur,	রাজপুর,	রাজপুর,	
amburi,	আম্বুরি,	আম্বুরি,	
comoros,	কমোরস,	কোমোরোস,	
bisshas,	বিশ্স,	বিশ্বাস,	
oncolsoho,	অন্কলসহ,	অঞ্চলসহ,	
hock,	হোক,	হুক,	
teentir,	তেনটির,	তিনটির,	
osamanno,	অসামন্ন,	অসামান্য,	
khaschandpur,	খাসচাঁদপুর,	খাসচাঁদপুর,	
