goonoman,	গনোমান,	গুণমান,	
qraima,	ক্রামা,	ক্রাইম,	
deliver,	ডেলিভার,	ডেলিভার,	
shrimoti,	শ্রিমতি,	শ্রীমতি,	
ayantarqatiqa,	আয়ান্তরকাতিক,	অ্যান্টার্কটিকা,	
aizulke,	আইজুলকে,	আইজুলকে,	
sangkulaan,	সংকুলান,	সংকুলান,	
crucer,	ক্রেসের,	ক্রুশের,	
somratra,	সম্রত্র,	সম্রাটরা,	
felto,	ফেলতো,	ফেলত,	
samoshtigato,	সম্ততিগত,	সমষ্টিগত,	
veenish,	ভিনিশ,	ভেনিস,	
akpashe,	আকপাশে,	একপাশে,	
shourshe,	সৌর্শে,	সোর্স,	
gobeshokgon,	গবেষকগণ,	গবেষকগণ,	
kareer,	কারীর,	কারীর,	
nirgoon,	নিরগুন,	নির্গুণ,	
aswasteekor,	অস্বাস্তিকের,	অস্বস্তিকর,	
nodimatrik,	নোদিমাত্রিক,	নদীমাতৃক,	
madhobi,	মাধবী,	মাধবী,	
parikhar,	পরিকার,	পরিখার,	
internship,	ইন্টারনশিপ,	ইন্টার্নশিপ,	
as,	এসয়াস,	অস,	
suisharke,	সুইশারকে,	সুইশারকে,	
pratiyogitar,	প্রতিযোগীতার,	প্রতিযোগীতার,	
shchalastic,	স্স্যালাস্টিক,	স্কলাস্টিক,	
grootha,	গ্রোথা,	গ্রোথ,	
rakkhanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
naobihar,	নাওবিহার,	নৌবিহার,	
gyandaas,	জ্ঞানদাস,	জ্ঞানদাস,	
ghoorchen,	ঘুরছেন,	ঘুরেছেন,	
alexanderke,	অ্যালেক্সান্ডেরকে,	আলেকজান্ডারকে,	
bhaisaho,	ভাইসাহ,	ভাইসহ,	
welaqama,	ওয়ালকামা,	ওয়েলকাম,	
weenis,	উইনিস,	ভেনিস,	
tikto,	টিকতো,	তিক্ত,	
pranidero,	প্রাণীদেরও,	প্রানীদেরও,	
seekkhokbrindo,	সিক্ষকবৃন্দ,	শিক্ষকবৃন্দ,	
brahmanera,	ব্রাহ্মানেরা,	ব্রাহ্মণেরা,	
salmanul,	সালমানুল,	সালমানুল,	
batistambhatike,	বাতিস্তামভতিকে,	বাতিস্তম্ভটিকে,	
prosadhoni,	প্রসাধনী,	প্রসাধনী,	
pare,	পারে,	পাড়ে,	
seramiks,	সেরামিক্স,	সিরামিকস,	
dolphiny,	ডলফিনি,	ডলফিনি,	
icelands,	আইইসেন্ডস,	আইসল্যান্ডসহ,	
samle,	সামলে,	সামলে,	
choson,	চসন,	চোষণ,	
hosbaleke,	হোসবালেকে,	হোসবালেকে,	
harbare,	হারববারে,	হারবারে,	
beam,	বিয়াম,	বিম,	
indrakanan,	ইন্দ্রকান,	ইন্দ্রকানন,	
prapokkey,	প্রাপক্কে,	প্রাপককে,	
raagee,	রাগী,	রাগী,	
bandhubhaabaapanna,	বন্ধুভাপন্ন,	বন্ধুভাবাপন্ন,	
maryir,	মার্ির,	ম্যারির,	
ashiatic,	এশিইটিক,	এশিয়াটিক,	
maaktoome,	মাক্তমে,	মাকতুম,	
daebug,	দীবুগ,	ডিবাগ,	
autopromotioner,	অটোপ্রোশনের,	অটোপ্রমোশনের,	
bharotchilo,	ভারতছিল,	ভারতছিল,	
khuizza,	খুইজ্জা,	খুইজ্জা,	
jalarong,	জালারং,	জলরঙ,	
sahab,	সাহাব,	সাহাব,	
laishensh,	লাইশেনস,	লাইসেন্স,	
america,	আমেরিকা,	আমেরিকা,	
basturoi,	বাস্তুরই,	বস্তুরই,	
bhiktara,	ভিক্তরা,	ভিক্টর,	
govindarajan,	গোবিন্দরাজান,	গোবিন্দরাজন,	
dumaa,	দুমা,	দুমা,	
noditir,	নদীতির,	নদীটির,	
sikarder,	সিকারদের,	শিকারদের,	
bojata,	বোজাতা,	বোজাটা,	
sucre,	সাক্রে,	সাকার,	
abhidhanick,	অভিচানিক,	অভিধানিক,	
bonvumi,	বনভূমি,	বনভূমি,	
bastubad,	বস্তুবাদ,	বস্তুবাদ,	
krema,	ক্রেমা,	ক্রাইম,	
ahmed,	আহমেদ,	আহামদ,	
nek,	নেক,	নেক,	
kogake,	কোগাকে,	কোগাকে,	
laesens,	লেসেন্স,	লাইসেন্স,	
hepatetisa,	হেপাটেটিসা,	হেপাটাইটিস,	
tookror,	তুক্র,	টুকরোর,	
piulir,	পিউলির,	পিউলির,	
maner,	ম্যানার,	মানে,	
nutunotto,	নুতুনত্ব,	নতুনত্ব,	
metropalitana,	মেট্রোপালিটোনা,	মেট্রোপলিটন,	
jhanjra,	ঝাঁজরা,	ঝাঁজরা,	
sahozlabhbhatar,	সহলভাভভতার,	সহজলভ্যতার,	
janoganonar,	জনগণনার,	জনগণনার,	
sarollo,	সারোল্লো,	সারল্য,	
ramonar,	রামোনার,	রমনার,	
bhogiroth,	ভগীরোথ,	ভগীরথ,	
omkar,	ওমকার,	ওঙ্কার,	
militarir,	মিলততরির,	মিলিটারির,	
sohojlovyotar,	সহল্যব্যতার,	সহজলভ্যতার,	
shahjapur,	শাহজাপুর,	শাহজাপুর,	
batikromee,	বাতিক্রমী,	ব্যতিক্রমী,	
uzobekeestaan,	উজবেক্তিন,	উজবেকিস্তান,	
sthapanagulor,	স্থাপানগুলোর,	স্থাপনাগুলোর,	
deciliter,	ডেসিলাইটের,	ডেসিলিটার,	
bojhao,	বোঝাও,	বোঝাও,	
khaaneker,	খানেকের,	খানেকের,	
dhormokorme,	ধর্মকর্মে,	ধর্মকর্মে,	
manushe,	মনুষে,	মানুষে,	
sthapanatir,	স্থাপনাটির,	স্থাপনাটির,	
marathi,	মারাথি,	মরাঠি,	
himchi,	হিমচি,	হিমচি,	
monzushree,	মন্জুশ্রী,	মঞ্জুশ্রী,	
heteler,	হেটেলের,	হেটেলের,	
bhaangchur,	ভাংছুর,	ভাংচুর,	
drissogulo,	দৃষ্গগুলো,	দৃশ্যগুলো,	
abanishankar,	অবনিশঙ্কর,	অবনিশংকর,	
eesosiyeetasa,	ইসোসিতিয়াসা,	এসোসিয়েটস,	
bodhir,	বোধির,	বধির,	
blyaka,	ব্ল্যাকা,	ব্ল্যাক,	
lavta,	লাভতা,	লাভটা,	
nogore,	নগরে,	নগরে,	
adhikartai,	অধিকারটাই,	অধিকর্তাই,	
shangkalonti,	শংকললন্তি,	সংকলনটি,	
iub,	ইউবিইএ,	আইইউবি,	
hijrite,	হিজরিতে,	হিজরীতে,	
teentir,	তিনটির,	তিনটির,	
anusthane,	অনুষ্ঠানে,	অনুষ্ঠানে,	
gaphiloti,	গ্যাফিলোটি,	গাফিলতি,	
maailey,	মাইলে,	মাইলে,	
suraropito,	সুরারিপিত,	সুরারোপিত,	
emerjency,	এমেরজেন্সি,	এমার্জেন্সি,	
poderthobid,	পদের্থবিদ,	পদার্থবিদ,	
parinati,	পরিনাতি,	পরিণতি,	
sahooseekotar,	সহুসককতার,	সাহসিকতার,	
bhandar,	ভান্ডার,	ভাণ্ডার,	
baptics,	ব্যাপটিক্স,	ব্যাপটিকস,	
purohitder,	পুরোহিতদের,	পুরোহিতদের,	
bishasey,	বিশাে,	বিশ্বাসে,	
bipradas,	বিপ্রাদাস,	বিপ্রদাস,	
siddharther,	সিদ্ধার্থের,	সিদ্ধার্থের,	
amontronkarider,	আমন্ত্রনকারীদের,	আমন্ত্রণকারীদের,	
stona,	স্তোনা,	স্টোন,	
toroonra,	তরুনরা,	তরুণরা,	
nirbaaho,	নির্বাহ,	নির্বাহ,	
bayii,	বায়ি,	বাঈ,	
shibraj,	শিবরাজ,	শিবরাজ,	
utotoro,	উতততর,	উততর,	
masjidsaho,	মাসজিদসহ,	মসজিদসহ,	
sobrakamer,	সোব্রাকামের,	সবরকমের,	
thaii,	থাই়,	থাই,	
chetanagato,	চেতানাগত,	চেতনাগত,	
pichte,	পিছতে,	পিছতে,	
korimer,	করিমের,	করিমের,	
mohajot,	মহাজত,	মহাজোট,	
arthurer,	অর্থুরের,	আর্থারের,	
bifol,	বিফোল,	বিফল,	
ekatitto,	একাতিত্ব,	একাতিত্ব,	
quota,	কোওটা,	কোটা,	
orthoneeti,	অর্থনীতি,	অর্থনীতির,	
balaruma,	বালারুমা,	বলরুম,	
sip,	সিপ,	শিপ,	
kyatgarite,	ক্যাটগারিতে,	ক্যাটগারিতে,	
sumeeta,	সুমিতা,	সুমিতা,	
soori,	সূরি,	সুরি,	
silabhara,	সিলাভরা,	সিলভার,	
alkatra,	আলকাত্রা,	আলকাতরা,	
diiptii,	দিপ্তিই,	ডেপুটি,	
paste,	পাস্তে,	পেষ্ট,	
chet,	চেট,	চ্যাট,	
mitrer,	মিত্রের,	মিত্রের,	
nick,	নিকি,	নিক্,	
mmadhukkori,	ম্মাধুকককরী,	মাধুকরী,	
blogarra,	ব্লোগাররা,	ব্লগাররা,	
matt,	ম্ট্ট,	ম্যাট,	
aakaabar,	আকাবার,	আকাবার,	
mozdoor,	মজদুর,	মজদুর,	
balabhadra,	বালাভদ্রা,	বলভদ্র,	
concerter,	কনসার্টের,	কানসাটের,	
bikargrasta,	বিকারগ্রাস্তা,	বিকারগ্রস্ত,	
borlen,	বর্লেন,	বরলেন,	
swostir,	স্বস্তির,	স্বস্তির,	
oswasteekor,	অস্বাস্তেকেরও,	অস্বস্তিকর,	
protinito,	প্রতিনিত,	প্রতিনিত,	
mookhomandoler,	মখুমণ্ডলের,	মুখমণ্ডলের,	
proboleme,	প্রবলেমে,	প্রবলেমে,	
kakhnoba,	কাখনোবা,	কখনওবা,	
hijritey,	হিজরিতে,	হিজরীতে,	
cholochchitrer,	চলচ্চিত্রের,	চলচ্চিত্রের,	
lesense,	লেইনেন্স,	লাইসেন্স,	
anagarikra,	অনাগারিকরা,	অনাগরিকরা,	
nothivuktir,	নথিভূক্তির,	নথিভুক্তির,	
ashamorthito,	আশামর্থিত,	অসমর্থিত,	
gunje,	গুঞ্জে,	গুঁজে,	
abheedhanik,	অভিধানিক,	অভিধানিক,	
nosihote,	নসিহতে,	নসিহতে,	
karmakarke,	কর্মারারকে,	কর্মকারকে,	
chalochchitrogulor,	চালোচ্ছিত্রগুলোর,	চলচ্চিত্রগুলোর,	
vabaponno,	ভাবাপন্ন,	ভাবাপন্ন,	
saalsa,	সালসা,	সালসা,	
pravritir,	প্রাভরীতির,	প্রভৃতির,	
riazuddin,	রিয়াজউদ্দিন,	রিয়াজউদ্দীন,	
aziboner,	আজিবনের,	আজীবনের,	
directorate,	ডিরেক্টরাট,	ডিরেক্টরেট,	
nibondhocheler,	নিবন্ধেছেলের,	নিবন্ধছেলের,	
bornanukrome,	বর্ণানুক্রমে,	বর্নানুক্রমে,	
jaubankal,	যৌবনকাল,	যৌবনকাল,	
koreempoor,	করিমপুর,	করিমপুর,	
chaaktir,	চাক্তির,	চাকতির,	
atmira,	আতমিরা,	আত্মীরা,	
eduardo,	এডুয়ার্ড,	এডুয়ার্দো,	
rudrasagar,	রুদ্রসগর,	রুদ্রসাগরের,	
pratijogitamulak,	প্রতিযোগিতমূলক,	প্রতিযোগীতামূলক,	
bhenise,	ভেনিসে,	ভেনিসে,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
bhenom,	ভেনম,	ভেনম,	
abhidhaner,	অভিধানের,	অভিধানের,	
caroline,	ক্যারোলিন,	ক্যরোলিন,	
godamjato,	গোদাজজাত,	গুদামজাত,	
bossoben,	বস্বেন,	বসবেন,	
baibosthar,	বাযবস্থার,	ব্যবস্থার,	
mumtajer,	মুমতাজের,	মুমতাজের,	
dovaar,	ডোভার,	ডোভার,	
qlauda,	ক্লাউড,	ক্লাউড,	
nirbahi,	নির্বাহী,	নির্বাহি,	
niketaner,	নিকেতানের,	নিকেতনের,	
qaro,	কারো,	কারো,	
joisttho,	জৈস্থ,	জ্যৈষ্ঠ,	
folleni,	ফলেনি,	ফলেনি,	
proshtutkarok,	প্রশ্তুতকারক,	প্রস্তুতকারক,	
