totokson,	তোটকসন,	ততক্ষন,	
gyada,	জ্ঞাদা,	গ্যাদা,	
aporishodhito,	অপরিষোধিত,	অপরিশোধিত,	
navaratri,	নাভারট্রী,	নবরাত্রি,	
uparzoner,	উপারজনের,	উপার্জনের,	
jini,	জিনি,	যিনি,	
indrani,	ইন্দ্রানী,	ইন্দ্রাণী,	
parjotaker,	পার্যতাকের,	পর্যটকের,	
achintopurer,	অচিন্তপুরের,	অচিন্তপুরের,	
jamjomat,	জমজমাত,	জমজমাট,	
dibate,	দিবাতে,	ডিবেট,	
ji,	জিয়,	জি,	
tooku,	তুকু,	টুকু,	
hool,	হুল,	হুল,	
fising,	ফিসিং,	ফিসিং,	
bidhirnityang,	বিধির্তিযাং,	বিধির্নিত্যং,	
talaal,	তালাল,	তালাল,	
bhyatikaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
choshon,	চোষণ,	চোষণ,	
holdim,	হোল্ডিং,	হোল্ডিং,	
carbus,	কার্বাস,	কারবাস,	
shapad,	শাপাদ,	শ্বাপদ,	
bishesyo,	বিশেষ্য,	বিশেষ্য,	
boudher,	বৌধের,	বৌদ্ধের,	
bage,	বাগে,	বাগে,	
edaning,	এডানিং,	ইদানিং,	
jhamala,	ঝামালা,	ঝামালা,	
buddhitii,	বুদ্ধিতিই,	বুদ্ধিটিই,	
saazano,	সাজানো,	সাজানো,	
moushumei,	মৌশুমেই,	মৌসুমেই,	
dai,	দায়,	ডে,	
popaike,	পোপাইকে,	পপাইকে,	
drabyatah,	দ্রা্যতঃ,	দ্রব্যতঃ,	
kod,	কোদ,	কোড,	
ceramicer,	সেরামিয়ার,	সিরামিকের,	
mojlish,	মোজলিশ,	মজলিশ,	
dhalur,	ধলুর,	ঢালুর,	
nomo,	নোমো,	নমো,	
sip,	সিপ,	শিপ,	
shudden,	শুদ্দেন,	সাডেন,	
kaloniir,	কালোনীর,	কালনীর,	
chorchita,	চরচচিতা,	চর্চিত,	
bisshasyi,	বিশ্ষা্য,	বিশ্বাসই,	
madraser,	মাদ্রাসের,	মাদ্রাজের,	
oncholshomuher,	অঞ্চলসূহের,	অঞ্চলসমূহের,	
lishenshe,	লিশেনশে,	লাইসেন্স,	
horiddar,	হরিদ্দার,	হরিদ্বার,	
starker,	স্টারকার,	স্টার্কের,	
afrazuler,	আফরাজুলের,	আফরাজুলের,	
teksuser,	টেক্সুসের,	টেক্সাসের,	
deebug,	দীবুগ,	ডিবাগ,	
heepatitis,	হিপাটিটিস,	হেপাটাইটিস,	
mayily,	মেয়িলি,	মাইলি,	
bikargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
dubaate,	দুবাতে,	ডুবাতে,	
varma,	ভারমা,	ভার্মা,	
nagorikkey,	নাগরীককে,	নাগরিককে,	
nabatamo,	নাবাতোমো,	নবতম,	
grambaaseeder,	গ্রাম্বাসাইডার,	গ্রামবাসীদের,	
cinematographar,	সিনেমাগোর্টাফার,	সিনেমাটোগ্রাফার,	
swatantrata,	স্বতন্ত্রতা,	স্বতন্ত্রতা,	
postar,	পোস্টার,	পোস্টের,	
sarollo,	সারললো,	সারল্য,	
chai,	চায়,	ছাই,	
shasheja,	শাশেজা,	সসেজ,	
atarkitey,	অতারকিতে,	অতর্কিতে,	
vabaponno,	ভবপান্ন,	ভাবাপন্ন,	
tikta,	টিকটা,	তিক্ত,	
hughkey,	হুঘকে,	হিউজকে,	
adhyatmikata,	অধ্যাম্মিতা,	আধ্যাত্মিকতা,	
somsher,	সমশের,	সমশের,	
lyandim,	ল্যান্ডিং,	ল্যান্ডিং,	
milton,	মিলটন,	মিলটন,	
oncholtee,	অঞ্চলটি,	অঞ্চলটি,	
cbi,	সিবিআই,	সিবিআই,	
huka,	হুকা,	হুক,	
deputee,	ডেপুটি,	ডেপুটি,	
daayitto,	দায়িত্ব,	দায়িত্ব,	
notikotar,	নটিকতার,	নৈতিকতার,	
noditei,	নোড়িতেই,	নদীতেই,	
mahibur,	মহিবুর,	মহিবুর,	
ghoshanapatratio,	ঘোষণাপত্রটিও,	ঘোষণাপত্রটিও,	
turbiner,	টার্বিনের,	টারবাইনের,	
nikate,	নিকাতে,	নিকটে,	
gurmukh,	গুরমুখ,	গুরমুখ,	
vobanipur,	ভবানীপুর,	ভবানীপুর,	
nirgomon,	নির্গমন,	নির্গমন,	
ancholtike,	অ্যাঞ্চলটিকে,	অঞ্চলটিকে,	
kalnir,	কালনির,	কালনীর,	
gaphiloti,	গাফিলতি,	গাফিলতি,	
chilahaati,	চিলাহাটি,	চিলাহাটি,	
browser,	ব্রাউজের,	ব্রাউজার,	
laishensh,	লৈশেংশ,	লাইসেন্স,	
urey,	উরে,	ইউরি,	
gaandaas,	গ্যান্ডাস,	জ্ঞানদাস,	
mitroder,	মিত্রদের,	মিত্রদের,	
shibraj,	শিবরাজ,	শিবরাজ,	
siima,	সিয়ামা,	সীমা,	
taunasipa,	তৌনসীপা,	টাউনশিপ,	
townshhip,	টাউনশিপ,	টাউনশিপ,	
charukala,	চরুকালা,	চারুকলা,	
nirbahey,	নির্বাহে,	নির্বাহে,	
tokee,	তোকি,	তকি,	
bishnoo,	বিষ্ণও,	বিষ্ণু,	
madhnagar,	মধ্গর,	মাধনগরের,	
qonflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
mukhyo,	মুখ্য,	মুখ্য,	
andon,	আ্যানডডন,	আন্দোন,	
aakik,	আকিক,	আকিক,	
niknayman,	নিক্নয়মণ,	নিকনেইমান,	
thyachara,	থিয়াচারা,	থ্যাচার,	
nobotomo,	নবতম,	নবতম,	
yucalyptus,	যুচল্যাপিটাস,	ইউক্যালিপ্টাস,	
naabbota,	নাব্বতা,	নাব্যতা,	
prothati,	প্রথাটি,	প্রথাটি,	
harbore,	হারবরে,	হারবারে,	
rajotwo,	রাজত্ব,	রাজত্ব,	
sohokari,	সোহাারী,	সহকারী,	
mentither,	মেন্টিথের,	মেনটিথের,	
kaferder,	কাফেরদের,	কাফেরদের,	
bagdad,	বাগদাদ,	বাগদাদে,	
sharthe,	শার্থে,	স্বার্থে,	
elahabade,	এলাহাবাদে,	এলাহাবাদে,	
basab,	বাসব,	বাসাব,	
fasir,	ফাসির,	ফাসীর,	
codeti,	কোদেটি,	কোডটি,	
bhabanir,	ভবানীর,	ভবানীর,	
firozaa,	ফিরোজা,	ফিরোজা,	
rajbondir,	রাজবন্দির,	রাজবন্দীর,	
ghomtaa,	ঘোমটা,	ঘোমটা,	
flirt,	ফ্লির্ট,	ফ্লার্ট,	
somonwitobhabey,	সমন্বিতভাবে,	সমন্বিতভাবে,	
sangkalanti,	সংকলানটি,	সংকলনটি,	
gujab,	গুজাব,	গুজব,	
blyaka,	ব্ল্যাক,	ব্ল্যাক,	
chitronattakar,	চিত্রনাত্তকর,	চিত্রনাট্যকার,	
taholo,	তাহোলো,	তাহলো,	
durgatsob,	দুর্গাতসব,	দুর্গোৎসব,	
shekender,	শেকেন্দের,	সেকেন্ডের,	
eesosiyeetasa,	এসসিয়েতাসা,	এসোসিয়েটস,	
paab,	পাব,	পাব,	
bhiktara,	ভিকটারা,	ভিক্টর,	
aireshe,	আইরেশে,	আইরেসে,	
mukhabandha,	মুখাবন্ধা,	মুখবন্ধ,	
chalachchitroke,	চালাচ্ছিত্রকে,	চলচ্চিত্রকে,	
chamski,	চ্মাসকি,	চমস্কি,	
nothibhukto,	নথিভুক্ত,	নথিভুক্ত,	
dhhaabi,	ঢাবি,	ঢাবি,	
sausage,	সৌগাগে,	সসেজ,	
sumita,	সুমিতা,	সুমিতা,	
talgachh,	তালগাছ,	তালগাছ,	
kei,	কেই,	কেই,	
heart,	হার্ট,	হার্ট,	
caroline,	ক্যারোলিন,	ক্যরোলিন,	
aaeerese,	আই়েরেস,	আইরেসে,	
torutoler,	তরুতলের,	তরুতলের,	
ashonkai,	আশোককাই,	আশঙ্কাই,	
madhabike,	মাধাবীকে,	মাধবীকে,	
standards,	স্ট্যান্ডার্ডসহ,	স্টান্ডার্ডস,	
krisenter,	ক্রিসেন্টের,	ক্রিসেন্টের,	
protizogiita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
internship,	ইন্টারশনপপ,	ইন্টার্নশিপ,	
bayii,	বায়ি,	বাঈ,	
pratisthanikvabe,	প্রতিষ্ঠানিভভাবে,	প্রাতিষ্ঠানিকভাবে,	
chhootochhuti,	ছুটোচুটি,	ছুটোছুটি,	
tarunra,	তরুনরা,	তরুণরা,	
ajeeboner,	আজিবনের,	আজীবনের,	
bahubar,	বাহুবার,	বহুবার,	
obosan,	অবসান,	অবসান,	
chargar,	চার্গার,	চার্জার,	
purohitra,	পুরোহিত্র,	পুরোহিতরা,	
torunra,	তরুনরা,	তরুণরা,	
patochitra,	পাতচিত্র,	পটচিত্র,	
catholicbad,	ক্যাথোলিব্ডাড,	ক্যাথলিকবাদ,	
naazi,	নাজি,	নাত্সি,	
bhutbhut,	ভূটভুত,	ভুটভুট,	
ajuhath,	অজুহাথ,	অজুহাত,	
guha,	গুহা,	গোহ,	
probhritike,	প্রভৃতিকে,	প্রভৃতিকে,	
dekaner,	দেকানের,	দেকানের,	
sangsakti,	সংসক্তি,	সংসক্তি,	
prime,	প্রাইম,	প্রাইম,	
aranyani,	অরণ্যাণী,	অরণ্যানী,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
hames,	হ্যামস,	হোমস,	
dorneca,	ডর্নেকা,	ডরনেকা,	
graminphonor,	গ্রামিংফোনোর,	গ্রামীণফোনর,	
shikara,	শিকারা,	শিকার,	
shurugulo,	শুরুগুলো,	শুরুগুলো,	
pujito,	পুজিত,	পুজিত,	
susamo,	সুসামো,	সুসম,	
naabyota,	নব্যতা,	নাব্যতা,	
nirgoon,	নিরগুন,	নির্গুণ,	
moshzidtike,	মোশজিদটিকে,	মসজিদটিকে,	
dhanijomite,	ধনিজমিতে,	ধানিজমিতে,	
grambaasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
byaboharkarir,	ব্যবহারকারীর,	ব্যবহারকারীর,	
rahshahi,	রাহশাহী,	রাহশাহী,	
barrageke,	ব্রারেজে,	ব্যারেজকে,	
kajangale,	কাজঙ্গলে,	কজঙ্গলে,	
ahalyar,	আহাল্যার,	অহল্যার,	
rahi,	রাহি,	রাহী,	
kk,	কেএক,	কেকে,	
sheetke,	শেতকে,	শীতকে,	
ganosochetonota,	গণশোচতেনতা,	গণসচেতনতা,	
capsul,	ক্যাপসুল,	ক্যাপসুল,	
adhunikkaley,	অধুনীকালে,	আধুনিককালে,	
hazat,	হাজাত,	হজত,	
ghetu,	ঘেটু,	ঘেটু,	
helloin,	হেলোইন,	হ্যালোইন,	
oncoleo,	অনকোলেও,	অঞ্চলেও,	
chalochchitraeer,	চালচচিত্রীর,	চলচ্চিত্রের,	
yatharthabhabe,	যাথার্থভাবে,	যথার্থভাবে,	
musallati,	মুসালতা,	মুসল্লাটি,	
sohinsotar,	সোহিনসতার,	সহিংসতার,	
baarnis,	বার্নিস,	বার্নিশ,	
kani,	কানি,	কানি,	
rohosyo,	রোহস্য,	রহস্য,	
ghotleyo,	ঘোটলেও,	ঘটলেও,	
diniphition,	ডিনিফিশন,	ডেফিনেশন,	
nirdesika,	নির্দেসিকা,	নির্দেশিকা,	
poschime,	পশচিমে,	পশ্চিমে,	
votarer,	ভোতারের,	ভোটারের,	
nutoner,	নুটনের,	নূতনের,	
somraat,	সমরাত,	সম্রাট,	
nirbahe,	নির্বাহে,	নির্বাহে,	
nick,	নিক,	নিক্,	
gabhaaskar,	গভাস্কার,	গাভাস্কার,	
notti,	নটটি,	নোটটি,	
orbit,	অরবিট,	অরবিট,	
bondhuvabaponyo,	বন্ধুভাবান্য,	বন্ধুভাবাপন্ন,	
bhaisaho,	ভাইসহ,	ভাইসহ,	
photanor,	ফোটানোর,	ফোটানোর,	
nariderke,	নারিদেরকে,	নারীদেরকে,	
groundta,	গ্রান্ডটা,	গ্রাউন্ডটা,	
ajij,	আজিজ,	আজিজ,	
rotheen,	রথীন,	রথীন,	
kaleo,	কালেও,	কালেও,	
fand,	ফ্যান্ড,	ফান্ড,	
rata,	রাতা,	রত,	
ghotol,	ঘোটল,	ঘটল,	
sthapanar,	স্থাপানার,	স্থাপনার,	
station,	স্টেশন,	ষ্টেশন,	
prasadhoner,	প্রাসাধনের,	প্রসাধনের,	
