bhenasha,	ভেনাশা,	ভেনাস,	
pyor,	পিয়ার,	পিওর,	
laishensha,	লৈশেশ্,	লাইসেন্স,	
laaisheesh,	লাইশেষ,	লাইসেন্স,	
fiksing,	ফিক্সিং,	ফিক্সিং,	
sookumari,	শুকুমারি,	সুকুমারী,	
bane,	ব্যানে,	বনে,	
raagei,	রাগেই,	রাগেই,	
bondhuvabaponyo,	বন্ধুবাবপন্য,	বন্ধুভাবাপন্ন,	
manushgulor,	মানুষগুলোর,	মানুষগুলোর,	
somabeshti,	সোবাবশটি,	সমাবেশটি,	
shudden,	শুদ্যেন,	সাডেন,	
brake,	ব্রেক,	ব্রেক,	
ayantarqatiqa,	অ্যান্টারকটিকা,	অ্যান্টার্কটিকা,	
akhhunno,	আখুন্ন,	অক্ষুণ্ণ,	
nagorikra,	নাগরিকরা,	নাগরিকেরা,	
fastag,	ফাস্তাগ,	ফ্যাসট্যাগ,	
sangram,	সংগ্রাম,	সঙ্গ্রাম,	
dembakreeti,	দেম্বকরিটি,	ডিম্বাকৃতি,	
plate,	প্লাটে,	প্লেট,	
venus,	ভেনাস,	ভেনাস,	
bagdad,	বাগদাদ,	বাগদাদে,	
bizito,	বিজিত,	বিজিত,	
whole,	ওোলে,	হোল,	
azaan,	অজান,	আজান,	
neemeetto,	নেমিত্ত,	নিমিত্ত,	
bornanukrome,	বর্ণানুক্রমে,	বর্নানুক্রমে,	
baugey,	বাউগে,	বাগে,	
spreedashita,	স্প্রীড়শিত,	স্প্রেডশীট,	
korle,	করলে,	করলে,	
shilver,	শিলভের,	সিলভার,	
spashtotai,	স্পষ্টতাই,	স্পষ্টতই,	
byabaharkarike,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
drissotir,	দৃষ্টইর,	দৃশ্যটির,	
daaradaa,	দারাদা,	দারদা,	
adbhanced,	অ্যাডভান্ডেড,	অ্যাডভান্সড,	
moresbai,	মোরেসবাই,	মোরেসবাই,	
shringa,	শ্রীংগা,	শৃঙ্গ,	
plaiin,	প্লেইন,	প্লেন,	
chhatrodiger,	ছাত্রদিগের,	ছাত্রদিগের,	
lyataa,	ল্যাটা,	ল্যাটা,	
sommoteer,	সম্মতির,	সম্মতির,	
jyesthaa,	জ্যেষ্ঠা,	জ্যেষ্ঠা,	
abti,	আবতি,	আবতি,	
yucalyptus,	যুকালিপ্টাস,	ইউক্যালিপ্টাস,	
naneer,	নানীর,	নানীর,	
atmabishvashi,	আত্মািশবাসী,	আত্মবিশ্বাসী,	
joumana,	যৌমানা,	জুমানা,	
sarajibonbyapi,	সারাজীবন্যবাপী,	সারাজীবনব্যাপী,	
shangkalonti,	সংকললন্তি,	সংকলনটি,	
phakay,	ফোকায়,	ফাকে,	
kkomandar,	ক্মনন্দর,	কমাণ্ডার,	
tecnokret,	টেকনক্রেট,	টেকনোক্র্যাট,	
nirapattamulok,	নিরাপত্তামূলক,	নিরাপত্তামূলক,	
parisankhanbid,	পরিসংখনবিদ,	পরিসংখ্যানবিদ,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
rohosyo,	রহস্য,	রহস্য,	
aaeerese,	আইরেসে,	আইরেসে,	
dayitta,	দায়িত্ব,	দায়িত্ব,	
somraatder,	সম্রাটদের,	সম্রাটদের,	
bhowanipur,	ভোমানিপুর,	ভবানীপুর,	
kalnir,	কালনির,	কালনীর,	
manober,	মনোবের,	মানবের,	
nabatamo,	নবতামো,	নবতম,	
katbe,	কাটবে,	কাটবে,	
elakatay,	এলাকাতা,	এলাকাতে,	
matthews,	ম্যাথভিস,	ম্যাথিউস,	
with,	উইথ,	ভিত,	
bhenicer,	ভেনিসের,	ভেনিসের,	
felto,	ফেলটো,	ফেলত,	
pacchi,	পাচ্ছি,	পাচ্ছি,	
bufer,	বুফার,	বাফার,	
moshahidur,	মোশাহীদুর,	মোশাহিদুর,	
ghoorchen,	ঘুরছেন,	ঘুরেছেন,	
sotorkobhabey,	সতর্ষভাবে,	সতর্কভাবে,	
nagarikera,	নাগারিকেরা,	নাগরিকেরা,	
jakatke,	জাকাতকে,	যাকাতকে,	
songasthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
madaspushto,	মাদাপুষ্ট,	মদদপুষ্ট,	
prakalpagulor,	প্রকল্পগুলোর,	প্রকল্পগুলোর,	
babare,	বাবারে,	বাবারে,	
shuri,	শুরি,	সুরি,	
gyada,	জ্ঞাদা,	গ্যাদা,	
taxikeo,	ট্যাক্সিকেও,	ট্যাক্সিকেও,	
chasee,	চাসি,	চেস,	
highcommissionay,	হাইকম্মিশনস,	হাইকমিশনে,	
unchuporjayer,	উঁচুপর্যায়ের,	উঁচুপর্যায়ের,	
bbiswashi,	বিবিস্বাসী,	বিশ্বাসই,	
fooloo,	ফুলো,	পোলো,	
bossoben,	বসবেন,	বসবেন,	
mandanda,	মন্দনদা,	মানদণ্ড,	
transform,	ট্রান্সফর্ম,	ট্রান্সফর্ম,	
gejetade,	গেজেটাদে,	গেজেটেড,	
tolemy,	টোলেমি,	টলেমির,	
khoka,	খোকা,	খোকা,	
fulkapi,	ফুলকাপি,	ফুলকপি,	
bike,	বিকে,	বাইক,	
dibet,	দিবেত,	ডিবেট,	
satarkabhabey,	সতর্কভাবে,	সতর্কভাবে,	
shalook,	শালুক,	শালুক,	
chikitsanirbhar,	চিকিৎসানির্ভর,	চিকিৎসানির্ভর,	
choson,	চোষন,	চোষণ,	
taposgoner,	তাপসগণের,	তাপসগণের,	
kormyi,	কর্মই,	কর্মই,	
chandil,	চান্ডিল,	চান্ডিল,	
siddhante,	সিদ্ধান্তে,	সিদ্ধান্তে,	
kalki,	কালকি,	কালকি,	
hosto,	হোস্তো,	হস্ত,	
ispredseet,	ইস্প্রেসেপি,	স্প্রেডশীট,	
kaande,	কান্ডে,	কাণ্ডে,	
soommo,	সমমও,	সুমো,	
basaake,	বাসাকে,	বাসাকে,	
sathik,	সাথিক,	সঠিক,	
chrystal,	ক্রিস্টাল,	ক্রাইস্টাল,	
shhepha,	সেফা,	শেফ,	
attacharito,	অত্তচারিত,	অত্যাচারিত,	
kuldip,	কুলদীপ,	কুলদীপ,	
abosare,	অবসারে,	অবসরে,	
mitrota,	মিত্রটা,	মিত্রতা,	
digreeke,	দিগ্রিইকে,	ডিগ্রিকে,	
soorsa,	সুরসা,	সোর্স,	
kormopontha,	কর্মপন্থা,	কর্মপন্থা,	
freekeh,	ফ্রিকেহ,	ফ্রিকেহ,	
dhangsantup,	ধ্বংসন্তুপ,	ধ্বংসন্তুপ,	
mangolic,	ম্যানগোলিক,	মাঙ্গলিক,	
dienes,	দিয়েনস,	ডিএনএস,	
akhandota,	অখণ্ডতা,	অখণ্ডতা,	
bujhtepari,	বুঝতেপারি,	বুঝতেপারি,	
uponeesoder,	উপনেসীদের,	উপনিষদের,	
palashir,	পলাশির,	পলাশীর,	
korush,	করুশ,	ক্রুশ,	
bokahoke,	বোকাহোকে,	বকাহকে,	
inapharameshana,	ইনফফরেমশন,	ইনফরমেশন,	
sanaktokaron,	সনাক্তকরণ,	সনাক্তকরণ,	
gronthoti,	গ্রন্থটি,	গ্রন্থটি,	
deebug,	দীবুগ,	ডিবাগ,	
meshenjar,	মেশেনজারের,	মেসেঞ্জার,	
firalem,	ফিরালেম,	ফিরালেম,	
pharn,	ফরণ,	ফার্ন,	
kiibord,	কিইব্রড,	কীবোর্ড,	
holding,	হোলিডং,	হোল্ডিং,	
bishshaasho,	বিশ্বাসও,	বিশ্বাসও,	
jhijhi,	ঝিঝি,	ঝিঝি,	
chalochchitreei,	চালচচিত্রীই,	চলচ্চিত্রেই,	
codee,	কডডি,	কোডে,	
cholchhee,	চলছি,	চলছে,	
chalachchitrei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
kathmandu,	কাঠমণ্ডু,	কাঠমান্ডু,	
hosne,	হোসেন,	হোসনে,	
lat,	লটি,	লাট,	
mohajot,	মহাজত,	মহাজোট,	
lambi,	লাম্বি,	লম্বি,	
eduardo,	এডুর্যাডো,	এডুয়ার্দো,	
cxt,	সিসিটিএি,	সিএক্সটি,	
sompadonkaree,	সম্পাদনকারী,	সম্পাদনকারী,	
kuhelika,	কুহেলিকা,	কুহেলিকা,	
starker,	স্টার্কার,	স্টার্কের,	
blogarra,	ব্লগাররা,	ব্লগাররা,	
baipass,	বাইপাস,	বাইপাস,	
hunine,	হুনিনে,	হুনাইন,	
byaktikegreptar,	ব্যক্তিকেলপ্রাপ্তর,	ব্যক্তিকেগ্রেপ্তার,	
reshmirekha,	রেশ্মিরেখা,	রেশমীরেখা,	
jatinke,	জাতিনকে,	যতীনকে,	
hijri,	হিজরি,	হিজরী,	
palteche,	পালতেছে,	পাল্টেছে,	
niropekkho,	নিরপেক্ষ,	নিরপেক্ষ,	
bhyaatikaner,	ভ্যাটিকানের,	ভ্যাটিকানের,	
dola,	দোলা,	দলা,	
koreempoor,	করিমপুর,	করিমপুর,	
aalkaatra,	আলকাত্রা,	আলকাতরা,	
poriskoron,	পরিস্করণ,	পরিষ্করণ,	
perri,	পেরী,	পেরি,	
nederlande,	নেডারল্যান্ডে,	নেদারল্যান্ডে,	
deeares,	ডিয়ারস্,	ডিআরএস,	
taap,	তাপ,	ট্যাপ,	
nachar,	নাচর,	নাচার,	
bisnoo,	বিসনও,	বিষ্ণু,	
fatakesto,	ফাটাকেস্ত,	ফাটাকেষ্ট,	
jerusaleme,	জেরুসালেমে,	জেরুসালেমে,	
capshule,	ক্যাপশুলে,	ক্যাপসুল,	
popke,	পপকে,	পোপকে,	
ebham,	ইভাম,	ইভিএম,	
chhootochhuti,	ছুটোছুটি,	ছুটোছুটি,	
sexperter,	সেক্সপার্টের,	সেক্সপার্টের,	
asthishondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
hoonayin,	হুনায়িন,	হুনাইন,	
seeramiks,	সারামিক্স,	সিরামিকস,	
puding,	পুড়িং,	পুডিং,	
zohns,	জোন্স,	জন্স,	
graambaashio,	গ্রামবাশীও,	গ্রামবাসীও,	
nazad,	নাজাদ,	নাজাদ,	
cholochchitra,	চলচ্চিত্র,	চলচ্চিত্র,	
dii,	দি,	দিই,	
tukroke,	তুকরোকে,	টুকরোকে,	
registaner,	রেজিস্টানের,	রেগিস্তানের,	
shipley,	শিপলি,	শিপলে,	
kaathhmaandute,	কাঠমান্ডুতে,	কাঠমান্ডুতে,	
choudhursoho,	চৌধুরসহ,	চৌধুরসহ,	
hood,	হোড,	হুড,	
nichols,	নিকোলস,	নিকলস,	
jhimochchilo,	ঝুমঝ্ছিলো,	ঝিমোচ্ছিলো,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
keuoi,	কেওই,	কেউই,	
delibhara,	দেলিভারা,	ডেলিভার,	
audiotike,	অডিওটিকে,	অডিওটিকে,	
ishter,	ইস্টার,	ইস্টের,	
atighataner,	অতিঘাটনের,	অতিঘটনের,	
blacker,	ব্ল্যাকের,	ব্ল্যাকের,	
stander,	স্ট্যান্ডের,	স্ট্যাণ্ডের,	
biplabee,	বিপ্লবী,	বিপ্লবী,	
telakucha,	তেলাকুচা,	তেলাকুচা,	
vishnuu,	বিষ্ণু,	বিষ্ণু,	
cheento,	চিন্তো,	চিনতো,	
gobeshakgon,	গবেষকগণ,	গবেষকগণ,	
carzar,	কার্জার,	চার্জার,	
plato,	প্লাটো,	প্লেটো,	
daaoon,	দাওন,	ডাউন,	
shector,	সেক্টর,	সেক্টর,	
mandape,	মণ্ডপে,	মন্ডপে,	
daacktickete,	ড্যাককেটিকে,	ডাকটিকিটে,	
poketchorder,	পকেটচরদের,	পকেটচরদের,	
shchalastik,	সূলকাস্তিক,	স্কলাস্টিক,	
bhandar,	ভান্ডার,	ভাণ্ডার,	
kode,	কোড়ে,	কোড,	
amarika,	আমারিকা,	আমেরিকা,	
janosamaj,	জনসমাজ,	জনসমাজ,	
moomtaj,	মুমতাজ,	মুমতাজ,	
jaanachhe,	যানাচ্ছে,	জানাচ্ছে,	
sikkhagata,	শিক্ষাগতা,	শিক্ষাগত,	
ghamtaa,	ঘামটা,	ঘোমটা,	
sadadyarao,	সদাদ্যরাও,	সদদ্যরাও,	
korijachilen,	করিযাছিলেন,	করিযাছিলেন,	
samle,	সামলে,	সামলে,	
