ganaparibahan,	গণপরিবহহ,	গণপরিবহন,	
bage,	বাগে,	বাগে,	
susamo,	সুসমো,	সুসম,	
bahati,	বাহাটি,	বাহাতি,	
vesselli,	শেসেলি,	ভেসেলি,	
prokolpogulor,	প্রকল্পগুলোর,	প্রকল্পগুলোর,	
assexe,	এসেেক্সে,	অ্যাসেক্সে,	
pachak,	পাচক,	পাচক,	
shipley,	শিপলি,	শিপলে,	
nodimaatrik,	নদিমাত্রিক,	নদীমাতৃক,	
sahojlovyotar,	সহজলজ্বলতার,	সহজলভ্যতার,	
goshthiti,	গোষ্ঠিটি,	গোষ্ঠীটি,	
siqhar,	সিখার,	শিকার,	
akhandota,	অখন্ডতা,	অখণ্ডতা,	
aalkaatra,	আলকাত্র,	আলকাতরা,	
basakey,	বাসাকে,	বাসাকে,	
horas,	হোরাস,	হোরাস,	
korley,	কর্লে,	করলে,	
meloonborroner,	মেলুনবর্ণণের,	মেলবোর্নের,	
nederlande,	নেডারল্যান্ডে,	নেদারল্যান্ডে,	
tolemyr,	টলেমির,	টলেমির,	
kleentoner,	ক্লিনটনের,	ক্লিনটনের,	
ganochin,	গণচিন,	গণচীন,	
poderthobid,	পদের্থবিদ,	পদার্থবিদ,	
mandondo,	মান্দন্ড,	মানদণ্ড,	
prakalpoguli,	প্রকালপোগুলি,	প্রকল্পগুলি,	
sangitanusthane,	সঙ্গীতানস্থানে,	সঙ্গীতানুষ্ঠানে,	
probhura,	প্রভুরা,	প্রভুরা,	
graambashee,	গ্রামবাশী,	গ্রামবাসী,	
turkeyder,	তুর্কেদের,	তুর্কিদের,	
rohasyer,	রোহস্যের,	রহস্যের,	
govindarajan,	গোবিন্দরাজন,	গোবিন্দরাজন,	
juktorastrer,	যুক্তরাস্ত্রের,	যুক্তরাষ্ট্রের,	
rajbandir,	রাজবন্দির,	রাজবন্দীর,	
segulo,	সেগুলো,	সেগুলো,	
ishtone,	ইস্টোন,	স্টোন,	
cheerokoomari,	চিরকুমারি,	চিরকুমারী,	
kaansaat,	কানসাট,	কানসাট,	
mahasava,	মহাসাভা,	মহাসভা,	
aamor,	আমর,	আমর,	
mahbunur,	মহাবুনুর,	মাহবুনুর,	
aagera,	আগেরা,	আগোরা,	
swarther,	স্বার্থের,	স্বার্থের,	
pnouchute,	পৌঁচুতে,	পৌঁছুতে,	
mosjidtir,	মসজিদটির,	মসজিদটির,	
nikote,	নিকোতে,	নিকটে,	
korijachilen,	করিজাছিলেন,	করিযাছিলেন,	
prasadhoni,	প্রসাধনী,	প্রসাধনী,	
karmokarke,	কর্মকারকে,	কর্মকারকে,	
dantahin,	দন্তাহীন,	দন্তহীন,	
hosto,	হস্ত,	হস্ত,	
turbine,	টারবিন,	টারবাইন,	
hood,	হুড,	হুড,	
omarader,	ওমারাদের,	ওমারাদের,	
elaakati,	এলাকাটি,	এলাকাটি,	
hindutirtha,	হিন্দুতির্থ,	হিন্দুতীর্থ,	
sahittopritite,	সাহিত্যপৃতিতে,	সাহিত্যপ্রীতিতে,	
mane,	মানে,	মানে,	
shikhra,	শিখরা,	শিখরা,	
pingna,	পিংংা,	পিংনা,	
catholicder,	ক্যাথলিকদের,	ক্যাথলিকদের,	
tokee,	টকক,	তকি,	
dibet,	দিবেত,	ডিবেট,	
bonorajite,	বনরাজিতে,	বনরাজিতে,	
aakaabaar,	আকাবার,	আকাবার,	
jyesttha,	জ্যেস্ঠা,	জ্যেষ্ঠা,	
boshoborti,	বশবর্তী,	বশবর্তী,	
shahjapur,	শাহজাপুর,	শাহজাপুর,	
bhorkendra,	ভর্কেন্দ্র,	ভরকেন্দ্র,	
kakhnoba,	কখ্নবা,	কখনওবা,	
golimodhye,	গোলিমঝ্যে,	গলিমধ্যে,	
uddhrito,	উদ্ধৃত,	উদ্ধৃত,	
inziniyarsa,	ইনজিনায়ার্সা,	ইঞ্জিনিয়ার্স,	
somraatder,	সম্রাতদের,	সম্রাটদের,	
chirkut,	চিরকুট,	চিরকুট,	
rakhtokkharoner,	রাখতাক্রণণের,	রক্তক্ষরণের,	
kormoke,	কর্মকে,	কর্মকে,	
miitar,	মিইতার,	মিত্র,	
doorotaumo,	দূরতাউমো,	দূরতম,	
gaje,	গাজে,	গেজ,	
marmader,	মারমাদের,	মারমাদের,	
baibasthaar,	বৈবশ্থার,	ব্যবস্থার,	
durgotsabe,	দুর্গোৎসবে,	দুর্গোৎসবে,	
jitpur,	জিতপুরের,	জিতপুরের,	
ancholsaha,	অঞ্চলসহ,	অঞ্চলসহ,	
chemjong,	চেমজং,	চেমজং,	
amor,	আমোর,	আমর,	
khuizza,	খুইজ্জা,	খুইজ্জা,	
bouddher,	বৌদ্ধের,	বৌদ্ধের,	
ghatiti,	ঘাটিটি,	ঘাঁটিটি,	
deepan,	দীপান,	দীপন,	
dipti,	দীপ্তি,	ডেপুটি,	
antarbhutto,	অন্তর্ভূত্ত,	অন্তর্ভুক্ত,	
ancholtike,	অ্যাংকোলটিকে,	অঞ্চলটিকে,	
jiland,	জিল্যান্ড,	জিল্যান্ড,	
shurugulo,	শুরুগুলো,	শুরুগুলো,	
pariyech,	পারিয়েছ,	পরিয়েছ,	
uter,	উউটের,	উটের,	
tolemy,	টলেমি,	টলেমির,	
satarkabhabe,	সতর্কভাবে,	সতর্কভাবে,	
nirikhe,	নিরিখে,	নিরিখ,	
shakar,	শাকার,	সকার,	
deil,	ডেইল,	ডেইল,	
hepatetisa,	হেপাটেটিসা,	হেপাটাইটিস,	
dhyana,	ধ্যানা,	ধ্যান,	
summer,	সুম্র,	সামার,	
teksuser,	টেকসিউসের,	টেক্সাসের,	
shiulijhra,	শিউলিঘরা,	শিউলিঝরা,	
bhromonkaale,	ভ্রমণকালে,	ভ্রমণকালে,	
ghumachche,	ঘুমাচ্ছে,	ঘুমাচ্ছে,	
smarak,	স্মারক,	স্মারক,	
fitarsaho,	ফিতারসহ,	ফিতরসহ,	
baugey,	বাউগে,	বাগে,	
moreecha,	মরিছা,	মরিচা,	
postac,	পোস্টাক,	পোস্টকে,	
canservatian,	ক্যানাারভেটিন,	কনসারভেশন,	
sampadoner,	সম্পাদনের,	সম্পাদনের,	
bo,	ইয়ো,	বু,	
protectionism,	প্রোটকন্সিসম,	প্রোটেকশনিজম,	
talaal,	তালাল,	তালাল,	
probhur,	প্রভুর,	প্রভুর,	
cuti,	কুটি,	কিউটি,	
jegulur,	যেগুলুর,	যেগুলুর,	
sobrakamer,	সব্রাকমের,	সবরকমের,	
noitik,	নৈতিক,	নৈতিক,	
vogno,	ভগ্ন,	ভগ্ন,	
srichoitonnodeb,	শ্রীচৈতন্যদেব,	শ্রীচৈতন্যদেব,	
noteti,	নোটেটি,	নোটটি,	
liseensee,	লাসিস্সি,	লাইসেন্স,	
shandra,	শান্দ্রা,	শান্দ্রার,	
kortam,	করতাম,	করতাম,	
sumi,	সুমি,	সুমি,	
cheentaikaree,	চেন্তাইকরি,	ছিনতাইকারী,	
scholarsip,	স্কলারশিপ,	স্কলারশিপ,	
dera,	দের,	ডেরা,	
azijer,	আজিজের,	আজিজের,	
wodka,	ওয়াককা,	ভদকা,	
engrejra,	এংরেজরা,	ইংরেজরা,	
torikher,	তরিখের,	তরিখের,	
pakistanira,	পাকিস্তানিরা,	পাকিস্তানীরা,	
hingsar,	হিংসার,	হিংসার,	
kommandar,	কম্মান্ডার,	কমাণ্ডার,	
path,	প্যাথ,	পাথ,	
engrejer,	এংরেজের,	ইংরেজের,	
turbiner,	টারবিনের,	টারবাইনের,	
erajyobasi,	এরাজ্জবাসী,	এরাজ্যবাসী,	
atibiplabi,	অতিবিপ্লবি,	অতিবিপ্লবি,	
taunasipa,	তৌনসিপা,	টাউনশিপ,	
liceensee,	লাইসিস্সি,	লাইসেন্স,	
simaa,	সীমা,	সীমা,	
armeenian,	আর্মিনিয়ান,	আর্মেনিয়ান,	
madhobi,	মাধবী,	মাধবী,	
uporzon,	উপরজন,	উপার্জন,	
medilek,	মেডিলেক,	মেডিলেক,	
sobche,	সবচে,	সবচে,	
ekhate,	এখাতে,	একহাতে,	
kusumeshu,	কুসুমেশু,	কুসুমেষু,	
conservetion,	কনজারভেশন,	কনসারভেশন,	
rupert,	রুপার্ট,	রুপার্ট,	
ajuhath,	অজুহাথ,	অজুহাত,	
koota,	কোটা,	কোটা,	
ekspression,	এক্সপ্রেশন,	এক্সপ্রেশন,	
rilayensa,	রিলায়েনস,	রিলায়েন্স,	
chuti,	চুটি,	ছুটি,	
juktarashtrasaha,	যুক্তারস্ত্রসহ,	যুক্তরাষ্ট্রসহ,	
gandagol,	গান্ডাগোল,	গন্ডগোল,	
bhabaponno,	ভাবান্য,	ভাবাপন্ন,	
conflict,	কনফ্লিক্ট,	কনফ্লিক্ট,	
as,	ওসে,	অস,	
palbongser,	পালবংসের,	পালবংশের,	
jani,	জানি,	জনি,	
anyarup,	অন্যরূপ,	অন্যরূপ,	
bidyadanke,	বিদ্যাদানকে,	বিদ্যাদানকে,	
neutrinoo,	নিউট্রিনো,	নিউট্রিনো,	
pyatarne,	প্যাটরেন,	প্যাটার্নে,	
bihar,	বিহার,	বিহার,	
sorting,	সর্টিং,	সর্টিং,	
kada,	কাদা,	কোডা,	
enginiiring,	ইঞ্জিনিয়ারিং,	ইঞ্জিনিয়ারিং,	
munim,	মুনিম,	মুনিম,	
eupheike,	ইউফেকে,	ইউফেইকে,	
agomoney,	আগোমেন,	আগমনে,	
golghare,	গোলঘরে,	গোলঘরে,	
aswasteekor,	অস্বস্তিকির,	অস্বস্তিকর,	
hizrite,	হিজরিতে,	হিজরীতে,	
nirmankarmisaha,	নির্মণমর্মীসহ,	নির্মাণকর্মীসহ,	
nariderke,	নারীদেরকে,	নারিদেরকে,	
arthonitir,	অর্থনীতির,	অর্থনীতির,	
messengerer,	মেসেনগ্রের,	মেসেঞ্জারের,	
corymb,	কররিম্ব,	করিম,	
ishton,	ইস্টন,	স্টোন,	
irish,	ইরিশ,	আইরিস,	
bhandti,	ভান্ডটি,	ভাণ্ডটি,	
antarvuktimulak,	অন্তর্ভুতিকুলক,	অন্তর্ভুক্তিমূলক,	
sures,	সুরেস,	সুরেশ,	
ankanshilpe,	অঙ্কনশিল্পে,	অঙ্কনশিল্পে,	
machgulo,	মাছগুলো,	মাছগুলো,	
nagorikderkey,	নাগরিকদেরকে,	নাগরিকদেরকে,	
chat,	চাত,	চ্যাট,	
bohorompurer,	বহরকপুরের,	বহরমপুরের,	
chokhwala,	চোখবালা,	চোখওয়ালা,	
chilahatee,	চিলাহাটি,	চিলাহাটি,	
prity,	প্রিটি,	প্রিটি,	
mankisundar,	মনকিসুন্দর,	মানকিসুন্দর,	
fuss,	ফুসেএস,	ফাস,	
tetela,	তেটেলা,	টাইটেল,	
jothon,	যথন,	যথন,	
suparahiro,	সুপারাহিরো,	সুপারহিরো,	
taler,	তালের,	তালের,	
uddhrita,	উদ্ধৃত,	উদ্ধৃত,	
bipajjanak,	বিপাজ্জনক,	বিপজ্জনক,	
gaujano,	গৌজনও,	গজানো,	
otyacharer,	অত্যাচারের,	অত্যাচারের,	
hol,	হোল,	হোল,	
ogovir,	অগভির,	অগভীর,	
osomorthito,	অসমর্থিত,	অসমর্থিত,	
ganoporibahoner,	গণপরিবাহনের,	গণপরিবহনের,	
ponchaasjon,	পঞ্চাসন,	পঞ্চাশজন,	
upobasher,	উপবাশের,	উপবাসের,	
chhutee,	ছুটি,	ছুটি,	
laicenshe,	লাইসেন্সে,	লাইসেন্স,	
onurbar,	অনুর্বার,	অনুর্বর,	
supreetira,	সুপ্রিতিরা,	সুপ্রীতিরা,	
deefinition,	ডিফিশিশন,	ডেফিনেশন,	
dupleks,	ডুপলেক্স,	ডুপ্লে,	
kiibord,	কীইবরড,	কীবোর্ড,	
bhimsen,	ভীমসেন,	ভীমসেন,	
esoosiyetasa,	এসিউজেয়াসা,	এসোসিয়েটস,	
bayshorkarikarone,	বাযশশররকৃষরণে,	বেসরকারিকরণ,	
cheef,	চিফ,	শেফ,	
matorom,	মাতরম,	মাতরম,	
