papri,	পাপ্রি,	পাপরি,	
rajtontre,	রাজতন্ত্রে,	রাজতন্ত্রে,	
phareksa,	ফের্কস,	ফরেক্স,	
iyanqi,	ইয়ানকি,	ইয়াংকি,	
phaltu,	ফল্টু,	ফালতু,	
swatantrata,	স্বাতন্ত্রত,	স্বতন্ত্রতা,	
raiialati,	রেইলাটি,	রয়্যালটি,	
laaisens,	লাইনেস,	লাইসেন্স,	
teksuser,	টেক্সুসের,	টেক্সাসের,	
rajtontrokey,	রাজতন্ত্রকে,	রাজতন্ত্রকে,	
muhurtati,	মুহুর্তাি,	মুহুর্তটি,	
peto,	পেতো,	পেত,	
duplex,	ডুপ্লেক্স,	ডুপ্লে,	
methaner,	মাথানের,	মিথেনের,	
rites,	রেটস,	রিতেশ,	
nartakike,	নার্তককি,	নর্তকীকে,	
dharavahik,	ধারাভািি,	ধারাবাহিক,	
seekkhaarthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
nathibhuktir,	নথিভূক্তির,	নথিভুক্তির,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
deobonde,	দেবন্দে,	দেওবন্দে,	
horidware,	হরিদ্বারে,	হরিদ্বারে,	
kortona,	কর্তনা,	করতনা,	
daktikiter,	ডক্তিকিতের,	ডাকটিকিটের,	
dunkan,	ডুঙকান,	ডানকান,	
protijogi,	প্রতিযোগী,	প্রতিযোগী,	
banshite,	বাঁশিতে,	বাঁশিতে,	
konake,	কোনকে,	কণাকে,	
bibek,	বিবেক,	বিবেক,	
chalachchitreo,	চলচ্চিত্রে,	চলচ্চিত্রেও,	
treenda,	ট্রেন্ড,	ট্রেন্ড,	
gaandas,	গান্ডাস,	জ্ঞানদাস,	
diznii,	দিজনই,	ডিজনী,	
cholochchitreeo,	চলচিত্রে,	চলচ্চিত্রেও,	
nirupita,	নিরূপিত,	নিরূপিত,	
asovvo,	অসভভ,	অসভ্য,	
gaujano,	গাজন,	গজানো,	
bhalobasar,	ভালবাসার,	ভালোবাসার,	
foster,	ফোস্টার,	ফস্টার,	
stylish,	স্টাইলিস,	স্টাইলিশ,	
sanghorsheek,	সংঘোষ্ছিক,	সাংঘর্ষিক,	
kakhanyoba,	কখন্যব,	কখনওবা,	
dhhaaby,	ঢাবি,	ঢাবি,	
sorbopori,	সর্বোপরি,	সর্বোপরী,	
taale,	তালে,	তালে,	
shikarder,	শ্কাকারের,	শিকারদের,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
falashrutite,	ফলাস্রেটি,	ফলশ্রুতিতে,	
jotota,	জতটা,	যতোটা,	
hishabke,	হিসাবকে,	হিসাবকে,	
korecho,	করেছো,	করেছ,	
konan,	কোনান,	কোনান,	
ketechilo,	কেটেছিল,	কেটেছিল,	
gejeted,	গেজেটেড,	গেজেটেড,	
ardasha,	আর্ডস,	আর্দশ,	
granthotike,	গ্রন্থটিকে,	গ্রন্থটিকে,	
bondii,	বন্দী,	বন্দী,	
poojito,	পুজিত,	পুজিত,	
thaken,	থাকেন,	থাকেন,	
sqalastiqa,	স্কালস্টিক,	স্কলাস্টিক,	
neemeette,	নিমেত্যে,	নিমিত্তে,	
phanda,	ফান্ড,	ফান্ড,	
gosthii,	গোষ্ঠী,	গোষ্ঠীই,	
aap,	আপ,	আপ,	
goodamjato,	গুদামজত,	গুদামজাত,	
ishiyatika,	ইশিয়েটিক,	এশিয়াটিক,	
basakey,	বাসাকে,	বাসাকে,	
asocietes,	অসোকেসিট,	এসোসিয়েটস,	
addabaj,	অদ্যাব,	আড্ডাবাজ,	
gasthigulo,	গ্যাস্থিগুলো,	গোষ্ঠীগুলো,	
uposhthitir,	উপস্থিতির,	উপস্থিতির,	
temone,	টেমনে,	তেমনই,	
tonga,	টঙ্গ,	টোঙ্গা,	
vittio,	ভিতিয়,	ভিত্তিও,	
mahakabi,	মহাকাবি,	মহাকবি,	
yak,	যয়ক,	ইয়াক,	
gunaman,	গুণমান,	গুণমান,	
shakkhatkarer,	সাক্ষাৎকারের,	সাক্ষাত্কারের,	
expresion,	এক্সপ্রেশন,	এক্সপ্রেশন,	
rayalty,	রাল্টি,	রয়্যালটি,	
srisri,	শ্রীস্রি,	শ্রীশ্রী,	
bishwaashshoi,	বিশ্বাস্য,	বিশ্বাসই,	
paitey,	পাতে,	পাইতে,	
zealand,	জিল্যান্ড,	জিল্যান্ড,	
nirapekkhotar,	নিরেপক্ষতার,	নিরপেক্ষতার,	
uparjon,	উপারজন,	উপার্জন,	
nironjan,	নিরঞ্জন,	নিরঞ্জন,	
sukna,	শুকনা,	শুকনা,	
nicqel,	নিকেল,	নিকেল,	
kaleo,	কলেও,	কালেও,	
bodna,	বদ্না,	বদনা,	
tooni,	তুনি,	টুনি,	
prai,	প্রাই,	প্রায়,	
dhyanostho,	ধ্যানস্থ,	ধ্যানস্থ,	
artillery,	আরটিলের,	আর্টিলারি,	
gorjon,	গর্জন,	গর্জন,	
chitronatyokar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
bird,	বীর্ড,	বার্ড,	
mufti,	মুফতি,	মুফতি,	
teempaleeta,	টিম্পলিট,	টেম্পলেট,	
faase,	ফাঁস,	ফাঁসে,	
inshtol,	ইনস্টল,	ইন্সটল,	
rupantarer,	রূপান্তরের,	রুপান্তরের,	
bhalobase,	ভালবাসে,	ভালোবাসে,	
elakati,	এলাকাটি,	এলাকাটি,	
asabhyaa,	অসাব্য,	অসভ্য,	
gobeshokgon,	গবেষক্ষণ,	গবেষকগণ,	
diaraesa,	ডায়েশ,	ডিআরএস,	
nagorikkey,	নাগরিকে,	নাগরিককে,	
shourshe,	সৌর্সে,	সোর্স,	
naker,	নাকের,	নেকের,	
grambashio,	গ্রম্বাশী,	গ্রামবাসীও,	
guzob,	গুজব,	গুজব,	
tafsherer,	তাসরের,	তাফসীরের,	
shikkhakke,	শিক্ষাককে,	শিক্ষককে,	
yuqeliptas,	ইউক্লিকিপ্টস,	ইউক্যালিপ্টাস,	
vittimul,	ভিতিমূল,	ভিত্তিমূল,	
mozlishpur,	মজলিসূপর,	মজলিশপুর,	
hitokar,	হিটকর,	হিতকর,	
treevuj,	ত্রিভুজ,	ত্রিভূজ,	
graambaashio,	গ্রামবাশীও,	গ্রামবাসীও,	
spashtatai,	স্পাষ্ট্যাই,	স্পষ্টতই,	
onekerie,	অনেকারী,	অনেকেরই,	
mahasabha,	মহাসভা,	মহাসভা,	
abadamoner,	অবাদমানের,	অবদমনের,	
horipoor,	হরিপুর,	হরিপুর,	
vaisoho,	ভাইসহ,	ভাইসহ,	
daver,	ডাভের,	ডোভার,	
procharonamoolok,	প্রচারনমূলক,	প্রচারণামূলক,	
pouchhute,	পৌঁছুতে,	পৌঁছুতে,	
agibon,	অগীবন,	আজীবন,	
teemothi,	তেমথী,	টিমোথি,	
ingrejiteo,	ইংরেজিয়েত,	ইংরেজিতেও,	
brinda,	ব্রিন্ড,	বৃন্দা,	
niropekshtar,	নিরেপক্ষের,	নিরপেক্ষতার,	
bu,	বু,	বু,	
bhenuser,	ভেনাসের,	ভেনাসের,	
harisher,	হরিশের,	হ্যারিসের,	
patka,	পাটক,	পটকা,	
chhotogalper,	ছোটোলগের,	ছোটগল্পের,	
raktaksharaner,	রক্তককষণণের,	রক্তক্ষরণের,	
baiqa,	বাইক,	বাইক,	
ganosakkhorota,	গণস্ককরষতা,	গণসাক্ষরতা,	
monjile,	মঞ্জিলে,	মঞ্জিলে,	
ashiatic,	অশিবেটিক,	এশিয়াটিক,	
talgachh,	তললগাঁ,	তালগাছ,	
naazii,	নাজী,	নাত্সি,	
idyi,	আইডি,	আইডিই,	
plate,	প্লেট,	প্লেটে,	
khargosher,	খারগাসের,	খরগোসের,	
venkates,	ভেনকেটস,	ভেঙ্কটেশ,	
iyutha,	ইযুথ,	ইয়ুথ,	
maadhoori,	মাধুরি,	মাধুরী,	
proshadhoni,	প্রসাধনী,	প্রসাধনী,	
nodiiti,	নদীী,	নদীটি,	
orthat,	অর্থাত,	অর্থাৎ,	
ekaar,	একার,	একার,	
patthkrom,	পাঠ্যকর্ম,	পাঠক্রম,	
dormitori,	ডরমেটরি,	ডরমিটরি,	
jeebonnogor,	জীবন্গর,	জীবননগর,	
tep,	টেপ,	ট্যাপ,	
graambaasee,	গ্রামাবাসী,	গ্রামবাসী,	
futbolarer,	ফুটবললারের,	ফুটবলারের,	
kode,	কোড,	কোড,	
laaisheesh,	লাইসেস,	লাইসেন্স,	
makhmoley,	মাখমে,	মখমলে,	
prokalpeo,	প্রকাল্পে,	প্রকল্পেও,	
wishnu,	ভীষ্ণু,	বিষ্ণু,	
jubokera,	যুবকেরা,	যুবকেরা,	
niranjan,	নিরঞ্জন,	নিরঞ্জন,	
shrichaitanyadev,	শ্রীচৈতনন্তেভে,	শ্রীচৈতন্যদেব,	
aakik,	আকিক,	আকিক,	
dibbay,	দিব্যে,	দিব্যা,	
mehnoti,	মেহনী,	মেহনতি,	
bagey,	ব্যাগে,	বাগে,	
satarkokari,	সতারকারী,	সতর্ককারী,	
eoki,	ওকি,	এওকি,	
shcholastiq,	স্কালস্তিক,	স্কলাস্টিক,	
atok,	অটক,	আটক,	
shelina,	শেলিন,	সেলিনা,	
dail,	ডেল,	ডেইল,	
orrgho,	অর্ঘ,	অর্ঘ্য,	
bagdadi,	বাগদদি,	বাগদাদী,	
grootha,	গ্রুথ,	গ্রোথ,	
zerusalemer,	জেরুজামের,	জেরুজালেমের,	
niro,	নিরো,	নির,	
kachakachi,	কাচকাছি,	কাছাকাছি,	
sqolastiq,	স্কলসাস্কিক,	স্কলাস্টিক,	
durgo,	দুর্গ,	দুর্গ,	
drissoteer,	দৃশ্যটির,	দৃশ্যটির,	
choudhooreeke,	চৌধুরিকে,	চৌধুরীকে,	
shahabike,	সাহাবিকে,	সাহাবীকে,	
melbourner,	মেলবার্নের,	মেলবোর্নের,	
juktorastroshoho,	যুক্তরাত্রসসহ,	যুক্তরাষ্ট্রসহ,	
mutar,	মুটার,	মুতার,	
bosontoke,	বসন্তকে,	বসন্তকে,	
siramiqs,	স্রামারিক,	সিরামিকস,	
gunje,	গুঞ্জে,	গুঁজে,	
cholocchitroi,	চলচচত্রে,	চলচ্চিত্রই,	
tenys,	টেনিস,	টেনিস,	
joubonbotee,	যৌবন্ীত,	যৌবনবতী,	
chalochchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
phorex,	ফরেক্স,	ফরেক্স,	
chanje,	চঞ্জে,	চেঞ্জ,	
taronee,	তারণী,	তরণী,	
ancholtitey,	আঞচলতিতে,	অঞ্চলটিতে,	
sollallhoo,	সল্লাল্হু,	সল্লাল্লাহু,	
sotteo,	সত্যেও,	সত্ত্বেও,	
bishnu,	বিশ্নু,	বিষ্ণু,	
chaiti,	চাইটি,	চৈতি,	
aziboner,	অজিবনের,	আজীবনের,	
hole,	হলে,	হোল,	
fanding,	ফান্ডিং,	ফান্ডিং,	
sanghitar,	সংঘিতার,	সংহিতার,	
shilver,	শিলভের,	সিলভার,	
haipar,	হাইপার,	হাইপার,	
pirujali,	পিরুজালি,	পিরুজালী,	
marmara,	মারমারা,	মারমারা,	
changee,	চঙ্গি,	চেঞ্জ,	
parshe,	পার্স,	পার্শ্বে,	
hajarer,	হাজারের,	হাজারের,	
stoner,	স্ট্যানের,	স্টোনের,	
projononkal,	প্রজননকাল,	প্রজননকাল,	
satarka,	সাটার্ক,	সতর্ক,	
sansthaner,	সংস্থানের,	সংস্থানের,	
shombhobonaao,	সম্ভাবনাও,	সম্ভবনাও,	
shorifer,	শরীফের,	শরিফের,	
karlei,	করলেই,	করলেই,	
nilabho,	নীলভ,	নীলাভ,	
diyares,	ডিয়ের,	ডিআরএস,	
ovigomon,	অভিগমন,	অভিগমন,	
pushtee,	পুষ্টি,	পুষ্টি,	
tantira,	তানটিরা,	তাঁতিরা,	
ottacharito,	অত্চাচরিত,	অত্যাচারিত,	
aiiub,	আইউব,	আইইউবি,	
siqhar,	শিখার,	শিকার,	
teyt,	টেট,	টেট,	
jaadrel,	জাদ্রেল,	জাঁদরেল,	
bo,	বো,	বু,	
bafar,	বাফার,	বাফার,	
ponthar,	পন্থার,	পন্থার,	
nirabata,	নিরবত,	নিরবতা,	
sohopatheekey,	সহপাঠিকে,	সহপাঠীকে,	
cheerkoot,	চিরকুট,	চিরকুট,	
bupher,	বাফের,	বাফার,	
salapheeta,	সালাফেট,	সালফেট,	
valobasake,	ভালবাসকে,	ভালোবাসাকে,	
nickel,	নিকেল,	নিকেল,	
upobashii,	উপবাসী,	উপবাসী,	
janomukhi,	জনমুখী,	জনমুখী,	
hiper,	হিপার,	হাইপার,	
mosjidsaha,	মসিদসসহ,	মসজিদসহ,	
liceencee,	লাইকেন্স,	লাইসেন্স,	
jyestthotar,	জ্যাস্থতার,	জ্যেষ্ঠতার,	
