sukkho,	শুক্ষ্,	সুক্ষ্ম,	
protul,	প্রতুল,	প্রতুল,	
pari,	প্যারি,	পেরি,	
vezano,	ভেজানো,	ভেজানো,	
antarbhuttirmulok,	অন্তর্বগ্রিক্ূলক,	অন্তর্ভুক্তিমূলক,	
chilahatee,	চিলাহতি,	চিলাহাটি,	
vvejaano,	ভেজানো,	ভেজানো,	
romantika,	রোমান্তিক,	রোমান্টিক,	
falok,	ফলক,	ফলক,	
sushikkhar,	সুশিক্ষার,	সুশিক্ষার,	
tauki,	তাকি,	তকি,	
majlishpur,	মাজলিপুর,	মজলিশপুর,	
agamaner,	আগমনের,	আগমনের,	
chalachchitro,	চলচচিত্র,	চলচ্চিত্র,	
jeebnagar,	জীবনগার,	জীবননগর,	
janasangyog,	জনসাঙ্গ,	জনসংযোগ,	
ispredshit,	এস্পররেন্টি,	স্প্রেডশীট,	
sanbadmadhyame,	সংবাধ্যমাবে,	সংবাদমাধ্যমে,	
obiyi,	অবিই,	ওবিই,	
oitihye,	অতিহ্যে,	ঐতিহ্যে,	
obe,	ওবে,	ওবিই,	
pragresa,	প্রোগ্রেস,	প্রগ্রেস,	
ekghorey,	একগরে,	একঘরে,	
songostha,	সংস্থ,	সংস্থা,	
vagno,	ভাগ্ন,	ভগ্ন,	
syfy,	সিফি,	সাইফাই,	
chhootochhuti,	ছুটোঘটি,	ছুটোছুটি,	
nitikatha,	নীতিকাঠ,	নীতিকথা,	
kortonaa,	কর্তনা,	করতনা,	
elakaatir,	এলাকাটির,	এলাকাটির,	
sikkhokbreendo,	শিক্ষাক্রিন্দ,	শিক্ষকবৃন্দ,	
dikpal,	ডিকপল,	দিকপাল,	
bonkey,	বঙকে,	বনকে,	
ghamtaa,	ঘমততা,	ঘোমটা,	
bhittiti,	ভিত্তি,	ভিত্তিটি,	
otitkaley,	অতিতকালে,	অতীতকালে,	
ceramiqs,	সেরামিক্স,	সিরামিকস,	
neptuner,	নেপ্তুনের,	নেপচুনের,	
saatzoner,	সত্যনের,	সাতজনের,	
eksapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
rajan,	রাজন,	রাজন,	
opargota,	অপরগ্ততা,	অপারগতা,	
gandhiio,	গান্ধিয়,	গান্ধীও,	
chowdhurir,	চৌধরির,	চৌধুরীর,	
dekhbaar,	দেখভার,	দেখবার,	
krush,	ক্রুস,	ক্রুশ,	
doltyagi,	দল্ত্যাজি,	দলত্যাগী,	
dhanchey,	ধাঁচে,	ধাঁচে,	
mugdaal,	মুদ্াল,	মুগডাল,	
peethey,	পাঠে,	পীঠে,	
asommoti,	অসমমতি,	অসম্মতি,	
tusho,	টুশ,	তুসো,	
pratijogi,	প্রতিযোগী,	প্রতিযোগী,	
olpokichudin,	অল্পুচিকিধন,	অল্পকিছুদিন,	
dayitto,	দৈত্য,	দায়িত্ব,	
deraa,	ডেরা,	ডেরা,	
gasthigulo,	গস্তিগুলো,	গোষ্ঠীগুলো,	
rinatmak,	রেটামক,	ঋনাত্মক,	
gonokantho,	গণকণ্ত,	গণকণ্ঠ,	
marmaader,	মার্মাদের,	মারমাদের,	
heebhi,	হেভি,	হেভি,	
saaeda,	সাইড,	সাইদা,	
nariikei,	নারীকেই,	নারীকেই,	
bonoshree,	বনস্রী,	বনশ্রী,	
soolke,	সুলকে,	শুল্কে,	
gyate,	জ্যাটে,	গ্যেটে,	
heriser,	হেরিসের,	হ্যারিসের,	
scholarsip,	স্কলররশিপ,	স্কলারশিপ,	
ghatke,	ঘটকে,	ঘাটকে,	
omitrakkhor,	অমিত্রক্ষার,	অমিত্রাক্ষর,	
enginears,	এনজেন্রাস,	ইঞ্জিনিয়ার্স,	
sahoocorzoe,	সাহকর্য,	সাহচর্যে,	
cholochchitrotike,	চলচিত্রিতিকে,	চলচ্চিত্রটিকে,	
peengnaa,	পিঙ্না,	পিংনা,	
teennis,	টিনিস,	টেনিস,	
mukhbaundho,	মুখবুন্ধ,	মুখবন্ধ,	
dumaa,	দুমা,	দুমা,	
rata,	রোতা,	রত,	
zubokti,	যুবকটি,	যুবকটি,	
smaroker,	স্মরকের,	স্মারকের,	
letterey,	লেটেরে,	লেটারে,	
chatrorai,	ছাত্ররাই,	ছাত্ররাই,	
shikshakbrinda,	শিক্ষাক্র্ন্দ,	শিক্ষকবৃন্দ,	
byaboharkarikey,	ব্যবহারকককী,	ব্যবহারকারীকে,	
teamothi,	তেমোথি,	টিমোথি,	
foster,	ফস্টার,	ফস্টার,	
prosadhani,	প্রসাধানী,	প্রসাধনী,	
bamonder,	বামন্ডের,	বামনদের,	
ajibonoer,	আজিবনীর,	আজীবনের,	
udvaban,	উদ্ভববন,	উদ্ভাবন,	
mukherji,	মুখর্গি,	মুখার্জী,	
lojic,	লজিক,	লজিক,	
jemy,	জেমি,	জেমি,	
laboni,	লবনী,	লাবনী,	
domonmulok,	দমনুমূল,	দমনমূলক,	
bojhey,	বঝঝে,	বোঝে,	
rohoshyor,	রোশ্যর,	রহস্যর,	
macho,	মাচ,	মাছও,	
azan,	আজন,	আজান,	
rajtontre,	রাজ্ঞ্ট্র,	রাজতন্ত্রে,	
pyore,	প্যারে,	পিওর,	
bronjer,	ব্রঞ্জের,	ব্রোঞ্জের,	
suiti,	সুইটি,	সুইটি,	
hepataitisa,	হেপাটেটিস,	হেপাটাইটিস,	
kaferder,	কাফেডের,	কাফেরদের,	
wenice,	ওয়েনিক,	ভেনিস,	
sqalastiqa,	স্কলাস্টিক,	স্কলাস্টিক,	
jaistha,	জৈষ্ট,	জ্যৈষ্ঠ,	
decke,	ডেকে,	ডেকে,	
dhhaaloor,	ঢালুর,	ঢালুর,	
jwarer,	জারের,	জ্বরের,	
plasse,	প্লাসে,	প্লাসে,	
bim,	বিম,	বীম,	
cholche,	চলছে,	চলছে,	
jotinkey,	জোটিকে,	যতীনকে,	
marqeting,	মার্টেকিং,	মার্কেটিং,	
rinattak,	রিটান্ক,	ঋনাত্মক,	
pader,	পাদের,	প্যাডের,	
avetar,	অভেতার,	অবতার,	
ekshapreshhana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
somraatder,	সম্রত্দের,	সম্রাটদের,	
parkim,	পার্কিং,	পার্কিং,	
chalo,	চালো,	চলো,	
gandhir,	গণ্ধির,	গান্ধীর,	
zesh,	জেস,	জেস,	
choddo,	ছদ্দ,	চোদ্দো,	
bardhitansh,	বার্থিদনস,	বর্ধিতাংশ,	
sombhobonaao,	সম্ভানাও,	সম্ভবনাও,	
shomratder,	সমর্তদের,	সম্রাটদের,	
samaveshti,	সমভেষ্টি,	সমাবেশটি,	
turista,	তুরিষ্ট,	টুরিস্ট,	
fern,	ফের্ন,	ফার্ন,	
bagichar,	বাগিচার,	বাগিচার,	
vor,	ভোর,	ভর,	
onupater,	অনুপাতের,	অনুপাতের,	
parisankhanbid,	পরিসংখান্বিদ,	পরিসংখ্যানবিদ,	
samanya,	সামন্য,	সামান্য,	
shantaa,	শান্তা,	সান্তা,	
pooloo,	পুলো,	পোলো,	
juktorastrosoho,	যুক্ততর্ষ্ষা,	যুক্তরাষ্ট্রসহ,	
masjidti,	মাবিত্তি,	মসজিদটি,	
durgoto,	দূর্গত,	দূর্গত,	
taalal,	তালাল,	তালাল,	
odhuna,	অধুনা,	অধুনা,	
keraam,	কেরাম,	কেরাম,	
somonwitobhabey,	সমন্তিবাবে,	সমন্বিতভাবে,	
ceramiker,	স্রামিকের,	সিরামিকের,	
sheekarke,	শিকারকে,	শিকারকে,	
foxcon,	ফক্্ক,	ফক্সকন,	
somoshtigoto,	সমস্তিগত,	সমষ্টিগত,	
ketechila,	কেটেছিল,	কেটেছিল,	
enamel,	এনমেল,	এনামেল,	
hiushtoner,	হিইস্টোনের,	হিউস্টনের,	
prithibir,	পৃথিবীর,	পৃথবীর,	
asamorthito,	অসমর্থিত,	অসমর্থিত,	
udbodhani,	উদ্বধানী,	উদ্বোধনী,	
inafarameshana,	ইনফারেশন,	ইনফরমেশন,	
naaneer,	নানির,	নানীর,	
sovanetri,	সভানেত্রী,	সভানেত্রী,	
hamburgey,	হামববর্গে,	হামবুর্গে,	
bane,	বানে,	বনে,	
shayetana,	সায়েটন,	শয়তান,	
dakteekite,	দাক্তিকিতে,	ডাকটিকিটে,	
ikbalke,	একবালে,	ইকবালকে,	
delivar,	ডেলিভার,	ডেলিভার,	
lendal,	লেন্ডল,	লেন্ডল,	
antarvuktimulok,	অন্তর্মুন্তিকূল,	অন্তর্ভুক্তিমূলক,	
nischitabhave,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
anchaltitey,	অঞ্চলিতে,	অঞ্চলটিতে,	
bhugole,	ভুগলে,	ভূগোলে,	
aboshore,	অবশরে,	অবসরে,	
heeavy,	হেভি,	হেভি,	
planey,	প্লেনে,	প্লেনে,	
phake,	ফেক,	ফাকে,	
mukhmondol,	মুখমদ্নল,	মুখমণ্ডল,	
sulfete,	সুলফেটে,	সালফেট,	
oichchhik,	উচ্ছিক,	ঐচ্ছিক,	
ganonanatto,	গণননত্ত,	গণনাট্য,	
jolrong,	জলর্ং,	জলরঙ,	
jess,	জেস,	জেস,	
teestaar,	টেস্টার,	তিস্তার,	
naphisa,	নাফিস,	নাফিসা,	
janar,	জানার,	জানার,	
shelim,	সেলিম,	সেলিম,	
azaadir,	আজাদীর,	আজাদীর,	
instant,	ইনস্টান্ট,	ইনস্ট্যান্ট,	
sibraz,	সিব্রজ,	শিবরাজ,	
gitikobitar,	গিতিকাবিতার,	গীতিকবিতার,	
chidrapathe,	চিদ্রপাথে,	ছিদ্রপথে,	
dhhabi,	ধবি,	ঢাবি,	
grambaaseeder,	গ্রাম্যাসের,	গ্রামবাসীদের,	
uipokar,	ইউপকার,	উইপোকার,	
sajano,	সাজা,	সাজানো,	
hugheske,	হুহেশকে,	হিউজকে,	
nirmolotaa,	নির্মলতা,	নির্মলতা,	
chhutee,	ছুটি,	ছুটি,	
sahozlabhbhotar,	সহহলভববতার,	সহজলভ্যতার,	
arthanitir,	অর্থনিতির,	অর্থনীতির,	
koyari,	কোযারি,	কোয়েরি,	
aminul,	অমিনুল,	আমিনুল,	
oteeteo,	অতিতেও,	অতীতেও,	
sahojlovyotar,	সহজভূলতার,	সহজলভ্যতার,	
neutrino,	নেউট্রিন,	নিউট্রিনো,	
salapheta,	সালফেট,	সালফেট,	
bhenus,	ভেনুস,	ভেনাস,	
sahochorjo,	সহহরর্য,	সাহচর্য,	
tomader,	তমাদের,	তোমাদের,	
abhinetar,	অভিনেতর,	অভিনেতার,	
sajanor,	সাজার,	সাজানোর,	
prokolpow,	প্রকল্প,	প্রকল্পও,	
joubonbotee,	যৌবনবতি,	যৌবনবতী,	
bhenkates,	ভেনকাটেস,	ভেঙ্কটেশ,	
dhyanastha,	ধ্যানস্থ,	ধ্যানস্থ,	
buffar,	বুফফর,	বাফার,	
nirgomon,	নির্ঘমন,	নির্গমন,	
kantojir,	কান্তজীর,	কান্তজির,	
tinhazar,	তিহনাজার,	তিনহাজার,	
archimedes,	আর্মিজেদস,	আর্কিমিডিস,	
sothik,	সতীক,	সঠিক,	
akshoti,	আক্ষটি,	একশোটি,	
swarther,	স্বর্থের,	স্বার্থের,	
sachetanvabe,	সাচেতনাভাবে,	সচেতনভাবে,	
ponjeekaar,	পঞ্জিকার,	পঞ্জিকার,	
tenis,	টেনিস,	টেনিস,	
dweepgulo,	দ্বীপগুলো,	দ্বীপগুলো,	
trivuz,	ট্রিভুজ,	ত্রিভূজ,	
ohang,	আজা,	অহং,	
sanaktokaraner,	সনকক্তরণের,	সনাক্তকরণের,	
thanvee,	থানভী,	থানভী,	
omanisa,	অমানিস,	অমানিশা,	
nesans,	নেশন্স,	নেশনস,	
overview,	অভারভিভ,	ওভারভিউ,	
bodhirta,	বগৃত্,	বধিরতা,	
shphingtar,	স্ফিন্টার,	স্ফিংটার,	
ceramiks,	সারামিক্স,	সিরামিকস,	
shkalarashhipa,	স্কলারশিপ,	স্কলারশিপ,	
superheror,	সুপারেরার,	সুপারহিরোর,	
jyeshtha,	জেষ্ঠ,	জ্যেষ্ঠা,	
amarika,	আমরিক,	আমেরিকা,	
bhaandare,	ভান্দারে,	ভাণ্ডারে,	
komti,	কমি,	কমতি,	
taalgachh,	তালগাচ,	তালগাছ,	
manonitader,	মননিতাদের,	মনোনীতদের,	
botgach,	বোটল,	বটগাছ,	
pravritite,	প্রভৃতিতে,	প্রভৃতিতে,	
koreempoor,	করিমপুর,	করিমপুর,	
dobhar,	দভার,	ডোভার,	
ixprission,	এক্সপ্রিশন,	এক্সপ্রেশন,	
sanstha,	সংস্থ,	সংস্থা,	
