pulse,	পালসে,	পালস,	
danata,	দানতা,	ডোনাট,	
teyt,	টিট,	টেট,	
cholochchitroi,	চলচিত্রই,	চলচ্চিত্রই,	
sazano,	সাজান,	সাজানো,	
laiceensee,	লাইসেন্সে,	লাইসেন্স,	
booroon,	বরুন,	বোরন,	
bujhechilo,	বুঝেছিল,	বুঝেছিল,	
majdur,	মাজদুর,	মজদুর,	
shahocharjo,	শহচর্য্য,	সাহচর্য,	
scifi,	স্ফিফি,	সাইফাই,	
associatees,	অ্যাসোসিয়েটিস,	এসোসিয়েটস,	
thime,	থিমে,	থিমে,	
bhabaaponno,	ভাবাপন্ন,	ভাবাপন্ন,	
protizogiita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
atwobishvashi,	অত্ববিশ্বাসী,	আত্মবিশ্বাসী,	
tyap,	ট্যাপ,	ট্যাপ,	
orthoniti,	অর্থনীতি,	অর্থনীতির,	
sobchey,	সবচে,	সবচে,	
jati,	জাতি,	যাতি,	
chidrapathe,	চিদ্রপথে,	ছিদ্রপথে,	
upobashee,	উপবাসী,	উপবাসী,	
bhaskor,	ভাষ্কর,	ভাস্কর,	
naran,	নরণ,	নরেন,	
pushtee,	পুষ্টি,	পুষ্টি,	
abhidhanick,	আভিধানিক,	অভিধানিক,	
somraatder,	সম্রাত্দের,	সম্রাটদের,	
pradeep,	প্রদিপ,	প্রদীপ,	
chhatoke,	ছটকে,	ছাতকে,	
durgatsabe,	দুর্গতশবে,	দুর্গোৎসবে,	
gotihin,	গতিহীন,	গতিহীন,	
beshirvagei,	বেশীরভাগই,	বেশিরভাগেই,	
phormat,	ফরমাট,	ফরম্যাট,	
zubokshoho,	যুবকসহ,	যুবকসহ,	
zinsa,	জিনস,	জিন্স,	
pashan,	পাশন,	পাষাণ,	
akritakarjo,	আকৃতারক্য,	অকৃতকার্য,	
prakare,	প্রকারে,	প্রকারে,	
ganokantha,	গণকণ্ঠ,	গণকণ্ঠ,	
remakri,	রেমকরি,	রেমাক্রী,	
chalochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
aazadeer,	আজাদির,	আজাদীর,	
bahjya,	বাহ্য,	বাহ্য,	
dajjho,	দাঝ্য,	দাহ্য,	
setite,	সেটিতে,	সেটিতে,	
phutonto,	ফুতন্ত,	ফুটন্ত,	
beem,	বীম,	বিম,	
talal,	তালাল,	তালাল,	
jaanar,	যানার,	জানার,	
shreeshree,	শ্রীশ্রী,	শ্রীশ্রী,	
toroni,	তরণি,	তরণী,	
karpeter,	কর্পটের,	কার্পেটে,	
timoothi,	তিমুথী,	টিমোথি,	
garjan,	গর্জন,	গর্জন,	
bikretara,	বিক্রেটর,	বিক্রেতারা,	
karadande,	কারাদন্ডে,	কারাদণ্ডে,	
jamjamat,	জমজমমাত,	জমজমাট,	
routine,	রাউটিন,	রুটিন,	
eshiyetika,	এসিয়েটিক,	এশিয়াটিক,	
ajimpur,	আযিমপুর,	আজিমপুর,	
dael,	ডেল,	ডেইল,	
dharavassyokar,	ধারাভ্যসাকার,	ধারাভাষ্যকার,	
vodka,	ভোক্কা,	ভদকা,	
mooldoova,	মুলদোভা,	মলদোভা,	
ting,	টিং,	টিং,	
avishangson,	অভিশংসন,	অভিশংসন,	
filipiner,	ফিলিপিনের,	ফিলিপাইনের,	
militarir,	মিলিটারীর,	মিলিটারির,	
nirvaha,	নির্বাহ,	নির্বাহ,	
hoil,	হইল,	হইল,	
flask,	ফ্ল্যাক্স,	ফ্লাস্ক,	
bea,	বিএ,	বি,	
poricchonnota,	পরিচ্ছান্নতা,	পরিচ্ছন্নতা,	
deefinition,	ডেফিনিশন,	ডেফিনেশন,	
jesthaa,	জেষ্ঠ্য,	জ্যেষ্ঠা,	
qonfliqt,	কনফলিক্ট,	কনফ্লিক্ট,	
janaalo,	জানালো,	জানালো,	
durotaumo,	দূরততম,	দূরতম,	
ghoorte,	ঘর্টে,	ঘুরতে,	
rajnaiteek,	রাজনৈতিক,	রাজনৈতীক,	
foxcon,	ফক্চন,	ফক্সকন,	
arthoneeti,	অর্থনীতি,	অর্থনীতির,	
brekethru,	ব্রেকতারও,	ব্রেকথ্রু,	
pachok,	পাচক,	পাচক,	
jakkha,	যক্ষ্মা,	যক্ষ,	
agomoney,	আগমনে,	আগমনে,	
durgandher,	দুর্গন্ধের,	দুর্গন্ধের,	
peengnaa,	পিংশন,	পিংনা,	
karadonder,	কারাদন্ডের,	কারাদণ্ডের,	
dharabahikvabey,	ধারাবিকভাবে,	ধারাবাহিকটি,	
onchalgulir,	অঞ্চগগুলির,	অঞ্চলগুলির,	
digreeo,	ডিগ্রীও,	ডিগ্রিও,	
shukraanu,	শুক্রাণু,	শুক্রানু,	
meeting,	মেটিং,	মিটিং,	
oiteejyo,	ঐতিজ্য,	ঐতিহ্য,	
dipan,	দীপন,	দীপন,	
cilahati,	চিলাহটি,	চিলাহাটি,	
uindoo,	উইন্ডো,	উইন্ডো,	
bossonte,	বসন্তে,	বসন্তে,	
naditi,	নদীতী,	নদীটি,	
shalsa,	সললা,	সালসা,	
natunatva,	নতুনত্ব,	নতুনত্ব,	
olpo,	অল্প,	অল্প,	
elakaa,	এলাকা,	এলাকা,	
tuner,	টুনের,	টিউনার,	
nabom,	নবম,	নবম,	
qaferder,	কাফারদের,	কাফেরদের,	
kushumba,	কুশুম্বা,	কুশুম্বা,	
graambaaseer,	গ্রাম্বাসীর,	গ্রামবাসীর,	
monjurul,	মঞ্জুরুল,	মনজুরুল,	
osommotite,	অসমমতিতে,	অসম্মতি,	
ibhila,	এভিল,	ইভিল,	
laesensh,	লেসেন্স,	লাইসেন্স,	
bon,	বোন,	বন,	
shikshagato,	শিক্ষাগত,	শিক্ষাগত,	
sikkhao,	শিক্ষাও,	শিক্ষাও,	
karmokarke,	কর্মকারকে,	কর্মকারকে,	
rooplal,	রোপ্লল,	রূপলাল,	
jakkher,	যক্ষের,	যক্ষের,	
bolokarak,	বলকারক,	বলকারক,	
gheshei,	ঘেষেই,	ঘেঁষেই,	
protijogii,	প্রতিযোগী,	প্রতিযোগী,	
kormosongsthan,	কর্মসংস্থান,	কর্মসংস্থান,	
candy,	ক্যান্ডি,	ক্যান্ডি,	
dhyanastha,	ধ্যাসন্থ,	ধ্যানস্থ,	
manohar,	মনোহর,	মনোহর,	
chhaanee,	ছানি,	ছানি,	
rubi,	রুবি,	রুবী,	
prakalpagulo,	প্রকলপালো,	প্রকল্পগুলো,	
murli,	মুর্লি,	মুরলী,	
footbalarra,	ফুটবলরা,	ফুটবলাররা,	
teknokryat,	টেকনোক্রিট,	টেকনোক্র্যাট,	
aakik,	আকিক,	আকিক,	
gori,	গরি,	গোরি,	
baghdad,	বাঘদাদ,	বাগদাদ,	
cbi,	সিবি,	সিবিআই,	
jatinkey,	জাতিনকে,	যতীনকে,	
horash,	হরাস,	হোরাস,	
platey,	প্লেট,	প্লেটে,	
chherechhe,	ছেরেছে,	ছেড়েছে,	
omarjito,	অমর্জিত,	অমার্জিত,	
gosthyti,	গোষ্ঠী,	গোষ্ঠীটি,	
sukkhma,	সূক্ষ্ম,	সুক্ষ্ম,	
sawom,	সাম,	সাওম,	
matorom,	মাতরম,	মাতরম,	
kattor,	কাট্তর,	কট্টর,	
gratha,	গ্রাথ,	গ্রোথ,	
obhidhaner,	অভিধানের,	অভিধানের,	
nirgun,	নির্গুণ,	নির্গুণ,	
siddharther,	সিদ্ধার্থের,	সিদ্ধার্থের,	
nothibhookta,	নথিভুক্ত,	নথিভুক্ত,	
tokee,	তোকে,	তকি,	
nishchitrupe,	নিশ্চিত্রণে,	নিশ্চিতরূপে,	
superhero,	সুপারেরও,	সুপারহিরো,	
ashor,	আসোর,	আসর,	
sikkharthirao,	শিক্ষার্থীরাও,	শিক্ষার্থীরাও,	
foltir,	ফলটির,	ফলটির,	
segulo,	সেগুলো,	সেগুলো,	
fol,	ফল,	ফল,	
landin,	লন্ডিন,	ল্যান্ডিং,	
daakteekit,	ডাক্তিকিত,	ডাকটিকিট,	
niutrino,	নিউট্রিনো,	নিউট্রিনো,	
braille,	ব্রেল,	ব্রেইল,	
tawnship,	টান্সিপ,	টাউনশিপ,	
dozo,	দজ,	ডোজো,	
shangsthatikey,	সংস্থটিকে,	সংস্থাটিকে,	
nochiketa,	নচিকেতা,	নচিকেতা,	
suparahiroo,	সুপারহীরও,	সুপারহিরো,	
duma,	দুমা,	দুমা,	
pathanirdeshona,	পথনির্দেশনা,	পথনির্দেশনা,	
qanasarabheshana,	কনসারভেশন,	কনসারভেশন,	
daeel,	দেল,	ডেইল,	
madeelim,	মাযাডেলিং,	মডেলিং,	
ekaatto,	একাত্য,	একাত্ব,	
bondhuke,	বন্ধুকে,	বন্ধুকে,	
palestine,	পালেশ্টিন,	প্যালেস্টাইনে,	
kathmandutey,	কঠনমুদে,	কাঠমান্ডুতে,	
jubokder,	যুবকদের,	যুবকদের,	
ishiyatika,	ইসিয়টিক,	এশিয়াটিক,	
chetona,	চেতনা,	চেতনা,	
bidrup,	বিদ্রুপ,	বিদ্রূপ,	
onchalgoolir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
cho,	চো,	ছোঁ,	
jalrong,	জালরং,	জলরঙ,	
vabatarini,	ভবাতরীণী,	ভবতারিণী,	
sarboshaktimaan,	সর্বস্কিকীণ,	সর্বশক্তিমান,	
vabuk,	ভাবুক,	ভাবুক,	
koner,	কোণের,	কনের,	
naraphoka,	নরফোকা,	নরফোক,	
bibechya,	বিবেচ্য,	বিবেচ্য,	
esosiyetasa,	এসোয়েশট,	এসোসিয়েটস,	
tookrote,	টুকরোটে,	টুকরোতে,	
tirmizi,	তিরমিযী,	তিরমিজি,	
pravritite,	প্রভৃতিতে,	প্রভৃতিতে,	
bolvodro,	বলভদ্র,	বলভদ্র,	
aajeej,	আজিজ,	আজিজ,	
mausum,	মসুম,	মৌসুম,	
nek,	নেক,	নেক,	
nabyata,	নব্যতা,	নাব্যতা,	
nirgoon,	নির্জুন,	নির্গুণ,	
jemi,	জেমি,	জেমি,	
bronjer,	ব্রঞ্জের,	ব্রোঞ্জের,	
mausumti,	মৌসম্তি,	মৌসুমটি,	
teknokrat,	টেকনোক্রট,	টেকনোক্র্যাট,	
bordhitangso,	বর্ধিতাংশ,	বর্ধিতাংশ,	
shhikha,	শিখা,	শিখ,	
padee,	পেড,	পাড়ে,	
calabe,	চালাবে,	চালাবে,	
version,	ভার্সন,	ভারশন,	
sofi,	সফি,	সোফি,	
ganonanatto,	গণনাত্ত,	গণনাট্য,	
chaiten,	চাইতেন,	চাইতেন,	
khalid,	খালিদ,	খালিদ,	
rajnoiteek,	রাজনৈতিক,	রাজনৈতীক,	
caramics,	কারামিক্স,	সিরামিকস,	
sahajlabhbhatar,	সহজ্লভভাতর,	সহজলভ্যতার,	
shithilatar,	সিথিলতার,	শিথিলতার,	
bhangle,	ভাঙলে,	ভাঙলে,	
kanthar,	কন্ঠার,	কাঁথার,	
jesthatar,	জেষ্ঠাতার,	জ্যেষ্ঠতার,	
ekoirakom,	একৈরমক,	একইরকম,	
konisttha,	কনিষ্ঠ,	কনিষ্ঠ,	
aarik,	আরিক,	আরিক,	
babona,	বাবানা,	বাবনা,	
kona,	কোণা,	কণা,	
annimated,	অনিমতেদ,	এনিমেটেড,	
prakar,	প্রকার,	প্রকার,	
cholochchitreeo,	চলচ্চিত্রেও,	চলচ্চিত্রেও,	
saamaanya,	সামান্য,	সামান্য,	
atyacharito,	অত্যচারিত,	অত্যাচারিত,	
sheekarder,	শিকরদের,	শিকারদের,	
qarima,	করিমা,	করিম,	
uchhoshito,	উচ্চিত,	উচ্ছসিত,	
dhonyi,	ধনই,	ধন্যি,	
mahibur,	মহিবুর,	মহিবুর,	
baek,	ব্যাক,	বাইক,	
shaahocharjo,	শহহচর্য,	সাহচর্য,	
taivan,	টাইভান,	তাইওয়ান,	
ekbakye,	একবাক্যে,	একবাক্যে,	
chilona,	ছিলনা,	ছিলনা,	
vangchur,	ভাঙচুর,	ভাংচুর,	
indraa,	ইন্দ্রো,	ইন্দ্র,	
sikkhakder,	শিক্ষকদের,	শিক্ষকদের,	
chalochchitreei,	চলচিত্রেই,	চলচ্চিত্রেই,	
durtomo,	দূর্তম,	দূরতম,	
pratimake,	প্রতিমাকে,	প্রতিমাকে,	
teemothi,	তিমথি,	টিমোথি,	
tofat,	তফাত,	তফাৎ,	
provritike,	প্রভৃতিকে,	প্রভৃতিকে,	
sumo,	সুমো,	সুমো,	
advanshd,	অডভান্স,	অ্যাডভান্সড,	
park,	পার্ক,	পার্ক,	
dara,	ড্বারা,	দারা,	
kormosongsthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
shoya,	শোয়া,	সোয়া,	
vabanir,	ভবানীর,	ভবানীর,	
venkates,	ভেঁকাতেস,	ভেঙ্কটেশ,	
atmobishvashi,	অত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
palestinea,	পালস্টিনে,	প্যালেস্টাইনে,	
