durgotsave,	দুর্গতভাবে,	দুর্গোৎসবে,	
treenda,	ট্রেন্ড,	ট্রেন্ড,	
beetlaser,	বিটলাসের,	বিটলসের,	
rushod,	রুশদ,	রুশদ,	
highcomissione,	হাইকমিশন,	হাইকমিশনে,	
sachetonbhabe,	সাচেতনাভাবে,	সচেতনভাবে,	
karpeter,	কর্পটেটের,	কার্পেটে,	
chidrapathe,	চিদ্রপরেথে,	ছিদ্রপথে,	
gori,	গরি,	গোরি,	
mukhomandaley,	মুখমন্ডলে,	মুখমণ্ডলে,	
shaarok,	সারক,	স্মারক,	
manjurul,	মঞ্জুরুল,	মনজুরুল,	
jomjamat,	জোজমামা,	জমজমাট,	
remakri,	রেমাক্রি,	রেমাক্রী,	
daaktikit,	ডাক্তিকিত,	ডাকটিকিট,	
udvaban,	উদ্ভবন,	উদ্ভাবন,	
longhaner,	লঙ্ঘনের,	লংঘনের,	
tat,	টৎ,	তাত,	
motkey,	মটকে,	মতকে,	
jalatanko,	জলতান্ক,	জলাতঙ্ক,	
towbar,	টওবার,	তওবার,	
sikkhokbreendo,	শিক্ষাবিন্দু,	শিক্ষকবৃন্দ,	
kushumba,	কুশুম্ব,	কুশুম্বা,	
forma,	ফরমা,	ফর্মা,	
august,	অগাস্ট,	আগষ্ট,	
saarbharti,	সার্ভর্তী,	সার্ভারটি,	
edhdaning,	এডডানিং,	ইদানিং,	
ajimpur,	আজিমপুর,	আজিমপুর,	
suchonakal,	সূচনাকাল,	সূচনাকাল,	
shaushage,	সৌসাগে,	সসেজ,	
shekende,	সেকেন্ডে,	সেকেন্ডে,	
shiropadhari,	শিরোপধারী,	শিরোপাধারী,	
onchalti,	অঞ্চলতি,	অঞ্চলটি,	
fatakesto,	ফটেক্সট,	ফাটাকেষ্ট,	
karima,	করিমা,	করিম,	
aziza,	অজিজা,	আজিজা,	
babylone,	ব্যাবলনে,	ব্যাবিলনে,	
cholochchitro,	চলচিত্র,	চলচ্চিত্র,	
nirorthok,	নিরো্্রোক,	নিরর্থক,	
panchbar,	পাঁচবার,	পাঁচবার,	
nathivookteer,	নথিভুক্তির,	নথিভুক্তির,	
taali,	টালি,	তালি,	
trans,	ট্রান্স,	ট্রান্স,	
akten,	আকতেন,	অকটেন,	
kemaney,	কেমনে,	কেমনে,	
habu,	হাবু,	হবু,	
oichchhik,	ঐচ্ছিক,	ঐচ্ছিক,	
choudhoorider,	চৌধুরিদের,	চৌধুরীদের,	
unsareer,	আনসারের,	আনসারীর,	
agamane,	আগামানে,	আগমনে,	
kyandi,	ক্যান্ডি,	ক্যান্ডি,	
oedipush,	আইডিপুস,	ইডিপাস,	
koreempur,	করিমপুর,	করিমপুর,	
sothikota,	সতিকতা,	সঠিকতা,	
gare,	গেয়ার,	গোর,	
jank,	জ্যাংক,	জাঁক,	
sollallhoo,	সল্লাল্লাহু,	সল্লাল্লাহু,	
keengdom,	কিংদম,	কিংডম,	
patochitrer,	পটচিত্রের,	পটচিত্রের,	
debodebi,	দেবদেশী,	দেবদেবী,	
khaambaa,	ক্ষমবা,	খাম্বা,	
adbhanshd,	এডভান্ডস,	অ্যাডভান্সড,	
birder,	বীরদের,	বার্ডের,	
wishnu,	উইষ্ণ,	বিষ্ণু,	
allubokhara,	আল্লব্যারা,	আলুবোখারা,	
garjon,	গর্জন,	গর্জন,	
promoshone,	প্রমোশনে,	প্রোমোশনে,	
mirakel,	মিরাকেল,	মিরাকেল,	
injiniyarsa,	ইনজিঞার্স,	ইঞ্জিনিয়ার্স,	
morathee,	মরাথী,	মরাঠি,	
emerjency,	এমের্জেন্সি,	এমার্জেন্সি,	
debdeby,	দেবদিবি,	দেবদেবী,	
shiropa,	শিরপা,	শিরোপা,	
tetela,	টাইটেল,	টাইটেল,	
maila,	মাইল,	মাইল,	
monjhostho,	মঞ্হস্থ,	মঞ্চস্থ,	
lakkheryo,	লক্ষ্যেরও,	লক্ষেরও,	
bondhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
sahoocorzo,	সহুকর্য,	সাহচর্য,	
as,	আস,	অস,	
novell,	নভেল,	নভেল,	
munsi,	মুন্সি,	মুন্সি,	
chowdhuryke,	চৌধুরিকে,	চৌধুরীকে,	
vumija,	ভূমিজা,	ভূমিজ,	
daul,	ডল,	দেউল,	
antarbhutto,	অন্তর্ভূত্ত,	অন্তর্ভুক্ত,	
asietic,	আসিটিক,	এশিয়াটিক,	
bohoodin,	বহুদিন,	বহুদিন,	
marmaaraa,	মারমারা,	মারমারা,	
chetonagato,	চেতনাগত,	চেতনাগত,	
rohasyor,	রহাস্যর,	রহস্যর,	
firozer,	ফিরোজের,	ফিরোজের,	
nogore,	নগরে,	নগরে,	
charzara,	চার্জার,	চার্জার,	
osomorthito,	অসমর্থীত,	অসমর্থিত,	
erina,	এরিন,	এরিনা,	
obhidhaner,	অভিধানের,	অভিধানের,	
chutir,	চুটির,	ছুটির,	
chirontan,	চিরত্নান,	চিরন্তন,	
jaj,	জ্যাজ,	জাজ,	
goonoman,	গুণমান,	গুণমান,	
uparjon,	উপার্নন,	উপার্জন,	
mozlishpur,	মজলিল্পুর,	মজলিশপুর,	
antarvukta,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
bhageri,	ভাগেরি,	ভাগেরই,	
billaho,	বিলহ,	বিল্লাহ,	
bhiqtara,	ভিক্টর,	ভিক্টর,	
biphal,	বিফল,	বিফল,	
nagorikota,	নাগরিকতা,	নাগরিকতা,	
abikol,	আবিকল,	অবিকল,	
grauth,	গ্রাউথ,	গ্রোথ,	
antarvukto,	অন্তর্ভূক্ত,	অন্তর্ভুক্ত,	
palestinea,	পলেটসেনেন,	প্যালেস্টাইনে,	
noveel,	নভেল,	নভেল,	
saazanor,	সাজানোর,	সাজানোর,	
ishter,	ইস্টার,	ইস্টের,	
samanwitabhabe,	সমানিভততভাবে,	সমন্বিতভাবে,	
elaakatite,	এলাকাতিতে,	এলাকাটিকে,	
sammatitey,	সম্মাতিতে,	সম্মতিতে,	
cheerokumari,	চিরকমুরারী,	চিরকুমারী,	
behramporer,	বেহর্মপুরের,	বহরমপুরের,	
aarcie,	আর্সি,	আরসিএ,	
gandhiir,	গন্ধীর,	গান্ধীর,	
bonvumi,	বনভমমি,	বনভূমি,	
bolkarok,	বলকারক,	বলকারক,	
parq,	পার্ক,	পার্ক,	
breakthraugh,	ব্র্যাক্রোহা,	ব্রেকথ্রু,	
onkar,	অঙ্কার,	ওঙ্কার,	
shrichaitanyadev,	শ্রীচ্তাৈন্দ্বনা,	শ্রীচৈতন্যদেব,	
bhagna,	ভাগ্না,	ভগ্ন,	
shukranu,	শুক্রাণু,	শুক্রানু,	
parpel,	পার্পেল,	পার্পেল,	
porikhar,	পরীক্ষার,	পরিখার,	
byabaharkarir,	ব্যবহারকারির,	ব্যবহারকারীর,	
mandanda,	মন্দন্ড,	মানদণ্ড,	
doneta,	ডোনাটেট,	ডোনাট,	
osamarik,	ওসামারিক,	অসামরিক,	
orthat,	অর্থাত,	অর্থাৎ,	
bondiira,	বন্দিরা,	বন্দীরা,	
shuknaa,	শুকনা,	শুকনা,	
mosan,	মোশন,	মোশন,	
seater,	সিটার,	সিটের,	
modelkey,	মোদেলকে,	মডেলকে,	
dara,	ডারা,	দারা,	
ancholtee,	অঞ্চলতি,	অঞ্চলটি,	
kiutie,	কিউটি,	কিউটি,	
hoomes,	হোমেস,	হোমস,	
abarte,	আবর্তে,	আবর্তে,	
gonesher,	গণেশের,	গণেশের,	
meghe,	মেঘে,	মেঘে,	
samashtigata,	সমস্্তিগত,	সমষ্টিগত,	
emeritus,	এমেরিটাস,	এমিরেটাস,	
ingrejiteo,	ইংরেজিতেও,	ইংরেজিতেও,	
ancholsomuher,	অঞ্চলমসূহের,	অঞ্চলসমূহের,	
chhilonaa,	ছিলনা,	ছিলনা,	
bisnu,	বিষ্ণু,	বিষ্ণু,	
baipasa,	বাইপাসা,	বাইপাস,	
akmat,	একমত,	একমত,	
bonoshri,	বনশরী,	বনশ্রী,	
nesanasa,	নেসানাসা,	নেশনস,	
bheenasa,	ভেনসস,	ভেনাস,	
netherland,	নেদারল্যান্ড,	নেদারল্যান্ড,	
siddhantoi,	সিদ্ানন্তই,	সিদ্ধান্তই,	
nothibhukta,	নথিভুক্ত,	নথিভুক্ত,	
somraatraa,	সম্মাত্রা,	সম্রাটরা,	
graambashio,	গ্রামবিশ,	গ্রামবাসীও,	
ongkush,	অংককষু,	অংকুশ,	
airesey,	আইরেশে,	আইরেসে,	
chaaltaa,	চালটা,	চালতা,	
estoonia,	এস্টোনিয়ান,	এস্তোনিয়া,	
laiceensee,	লাইস্যেন্স,	লাইসেন্স,	
jwoluk,	জ্বলুক,	জ্বলুক,	
sangasthatike,	সংস্থাটিকে,	সংস্থাটিকে,	
noitikatavodh,	নৈতিকাযুোধ,	নৈতিকতাবোধ,	
mukhobondho,	মুখবন্ধ,	মুখবন্ধ,	
hoondayi,	হুনদাই,	হুন্দাই,	
tekno,	টেকনো,	টেকনো,	
saras,	সরাস,	সরস,	
toroonraa,	তরুণারা,	তরুণরা,	
ruteen,	রুটিন,	রুটিন,	
reejideencee,	রেজিডেন্সি,	রেসিডেন্স,	
byapoktor,	ব্যাপক্তর,	ব্যাপকতর,	
longhoner,	লঙ্ঘনের,	লংঘনের,	
porishromi,	পরিস্রোমী,	পরিশ্রমী,	
haze,	হাযাজ,	হেজ,	
overview,	অভারভিও,	ওভারভিউ,	
domonmoolok,	দমনুমূলক,	দমনমূলক,	
upobaashee,	উপবাসী,	উপবাসী,	
colahol,	কোলাহল,	কোলাহল,	
hebhi,	হেভি,	হেভি,	
argho,	অর্ঘ,	অর্ঘ্য,	
tukror,	টুকরোর,	টুকরোর,	
choudhurio,	চৌধিরও,	চৌধুরীও,	
scall,	স্কেল,	এসকল,	
soshej,	সসেজ,	সসেজ,	
cholochchitreei,	চলচ্চিত্রেই,	চলচ্চিত্রেই,	
oncholshomuher,	অঞ্চলভূমের,	অঞ্চলসমূহের,	
akmot,	একমত,	একমত,	
hepatitish,	হেপিটিটিস,	হেপাটাইটিস,	
averej,	আভারেজ,	এভারেজ,	
shilabhara,	সিলভার,	সিলভার,	
nirbaahe,	নির্বাহে,	নির্বাহে,	
naagaalyand,	নাগালাযান্ড,	নাগাল্যান্ড,	
bandhuderke,	বন্ধুদেরকে,	বন্ধুদেরকে,	
reeno,	রেন,	রেনো,	
phern,	ফার্ন,	ফার্ন,	
shangstha,	সংস্থা,	সংস্থা,	
metropoliton,	মেট্রোোলিটান,	মেট্রোপলিটন,	
abheedhanick,	অভিধানিক,	অভিধানিক,	
harta,	হর্ত,	হার্ট,	
asavyo,	অসভ্য,	অসভ্য,	
ejenda,	এজেন্দা,	এজেন্ডা,	
stonahenza,	স্টোহানহায,	স্টোনহেঞ্জ,	
nirmol,	নির্মল,	নির্মল,	
basaake,	বাসাকে,	বাসাকে,	
kanflikt,	কাউনলিক্ট,	কনফ্লিক্ট,	
pirujali,	পিরাজলি,	পিরুজালী,	
elakaao,	এলাকাও,	এলাকাও,	
wrighter,	বারটার,	রাইটের,	
gaziipur,	জাজীপুর,	গাজীপুর,	
lajiker,	লাজিকের,	লজিকের,	
mandander,	মন্দন্ডের,	মানদণ্ডের,	
samanwitabhabey,	সমানিভততভাবে,	সমন্বিতভাবে,	
pravu,	প্রভূ,	প্রভু,	
jeebanjapon,	জীবনজাপন,	জীবনযাপন,	
stonehenj,	স্টেহিংহ,	স্টোনহেঞ্জ,	
nochiketa,	নাচিকেতা,	নচিকেতা,	
quary,	ক্যারিয়ার,	কোয়েরি,	
kormokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
jatti,	জাতটি,	জাতটি,	
mukhomondol,	মুখমন্ডল,	মুখমণ্ডল,	
dana,	ডানা,	ডায়না,	
sohokari,	সহকারি,	সহকারী,	
siiteyi,	সিইটেই,	শীতেই,	
chalochchitraeer,	চলচ্চিত্রেরীর,	চলচ্চিত্রের,	
ooeepokar,	উপপার,	উইপোকার,	
zack,	জ্যাক,	জ্যাক,	
provu,	প্রভূ,	প্রভু,	
karmasansthan,	কর্মসস্তান,	কর্মসংস্থান,	
oholla,	অহললা,	অহল্যা,	
shasonkorta,	শাসনকর্তা,	শাসনকর্তা,	
samanya,	সামান্য,	সামান্য,	
bhaisaha,	ভাইসাহ,	ভাইসহ,	
shreechaitanyadeb,	শ্রীষ্টানিবদ্ব,	শ্রীচৈতন্যদেব,	
rautine,	রাউটিন,	রুটিন,	
aashirbad,	আশীর্বাদ,	আশির্বাদ,	
surkey,	সার্কে,	সুরকে,	
