duburyra,	দুবুরীরা,	ডুবুরিরা,	
arthanitite,	অর্থনীতে,	অর্থনীতিতে,	
bike,	বিকে,	বাইক,	
durgotir,	দুর্গটির,	দুর্গটির,	
corporation,	কর্পোরেশন,	করপোরেশন,	
saccar,	স্কাকার,	সকার,	
enamel,	এনামেল,	এনামেল,	
jerusalemer,	জেরুলোসের,	জেরুজালেমের,	
turkameena,	তুর্কমেনা,	তুর্কমেন,	
bhandar,	ভাঁদার,	ভাণ্ডার,	
shikkharrthirao,	শিক্ষার্থীরা,	শিক্ষার্থীরাও,	
anyorup,	অন্যরূপ,	অন্যরূপ,	
debug,	দেবুগু,	ডিবাগ,	
lyaandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
dephineshana,	ডেফিনিশান,	ডেফিনেশন,	
michhilti,	মিচিলিতি,	মিছিলটি,	
jahora,	জাহরা,	যাহরা,	
saalsa,	সালসা,	সালসা,	
naitikbhabey,	নাইত্কভাবে,	নৈতিকভাবে,	
gaadha,	গাধ,	গাধা,	
plack,	প্লক,	প্ল্যাক,	
gajano,	গাজন,	গজানো,	
baghdad,	বাঘহাদ,	বাগদাদ,	
pra,	প্র,	প্রো,	
uponeeshoder,	উপনিষদের,	উপনিষদের,	
estoonia,	এস্টানিয়া,	এস্তোনিয়া,	
timur,	টিম্র,	তিমুর,	
silver,	সিলার,	সিলভার,	
choudhooreeder,	চৌধুরির,	চৌধুরীদের,	
pathanirdeshana,	পথানির্দেশন,	পথনির্দেশনা,	
dadader,	দাদেদের,	দাদাদের,	
shhayatana,	শাওয়ান,	শয়তান,	
oorgho,	অরঘঘ,	অর্ঘ্য,	
pachbar,	পাঁচার,	পাঁচবার,	
kruser,	ক্রুসের,	ক্রুশের,	
abdoone,	আব্দুনে,	আবদুন,	
naazee,	নাজি,	নাত্সি,	
udvabon,	উদ্ভবন,	উদ্ভাবন,	
militaryte,	মিলিপারেতে,	মিলিটারিতে,	
doltagi,	দলত্যই,	দলত্যাগী,	
sausaje,	সাউসাই,	সসেজ,	
zesa,	জেস,	জেস,	
mukhomondole,	মুখমন্ডলে,	মুখমণ্ডলে,	
salmaner,	সালমানের,	সালমানের,	
fostar,	ফোস্টার,	ফস্টার,	
ganachiner,	গণছিনের,	গণচীনের,	
machder,	মাছদের,	মাছদের,	
prosadhoni,	প্রশাধনী,	প্রসাধনী,	
manushe,	মনুসে,	মানুষে,	
temonvabe,	টেমনভাবে,	তেমনভাবে,	
diznee,	দিজনি,	ডিজনী,	
zuktorastroshoho,	যুক্তরাষ্ট্,	যুক্তরাষ্ট্রসহ,	
dajyo,	দাজ্য,	দাহ্য,	
bhenasha,	ভেনাস,	ভেনাস,	
heeavy,	হিভা,	হেভি,	
kachakachi,	কাচাচচি,	কাছাকাছি,	
mesenzarer,	মেসেঞ্জারের,	মেসেঞ্জারের,	
prakalpagulo,	প্রচাপনগুলো,	প্রকল্পগুলো,	
ghurchen,	ঘুরছেন,	ঘুরেছেন,	
jaroori,	জরুরি,	জরূরী,	
mandander,	মন্দন্দের,	মানদণ্ডের,	
dajhya,	দাঝ্য,	দাহ্য,	
shainyader,	সাইন্যদের,	সৈন্যদের,	
dakteekit,	ডাক্তিকিত,	ডাকটিকিট,	
oshthad,	অষ্ঠা,	ওস্তাদ,	
mirakel,	মারেকাল,	মিরাকেল,	
aporishodhito,	অপরিস্ধিত,	অপরিশোধিত,	
hoomasa,	হোমাসা,	হোমস,	
nathibhookteer,	নথিভূষক্রে,	নথিভুক্তির,	
dada,	ডা,	দাদা,	
abarte,	আবর্তে,	আবর্তে,	
mosharrof,	মোশারর,	মশাররফ,	
basinay,	বাসিনে,	বেসিনে,	
eokee,	একি,	এওকি,	
antarktika,	অন্তর্তিক,	অ্যান্টার্কটিকা,	
ruby,	রুবি,	রুবি,	
onshogrohoner,	অংশগ্রহণের,	অংশগ্রহনের,	
juboksoho,	যুবকোষ,	যুবকসহ,	
asiatic,	এসিটিক,	এশিয়াটিক,	
maudeley,	মৌদলে,	মডেলে,	
safin,	সাফিন,	সাফিন,	
venicey,	ভেনিসে,	ভেনিসে,	
uporostho,	উপরস্থ,	উপরস্থ,	
bagdadi,	বাগ্রাদী,	বাগদাদী,	
proman,	প্রমাণ,	প্রমান,	
sthapanagulo,	স্থাপন্তুলক,	স্থাপনাগুলো,	
venna,	ভেন্না,	ভেন্না,	
karlosha,	কার্লসা,	কার্লোস,	
debdebeer,	দিবেশীর,	দেবদেবীর,	
skora,	স্করা,	স্কোর,	
roialti,	রয়াটি,	রয়্যালটি,	
bhalobass,	ভালবাস,	ভালোবাসা,	
musolmanderkey,	মুসাস্নাদ্রকে,	মুসলমানদেরকে,	
uponisod,	উপনিশদ,	উপনিষদ,	
metrapalitana,	মেট্রোপিলিয়া,	মেট্রোপলিটন,	
natsi,	নাৎসি,	নাত্সি,	
shector,	সেক্টর,	সেক্টর,	
nirbachokder,	নির্বাচকরের,	নির্বাচকদের,	
birishirite,	বীরিশিরে,	বিরিশিরিতে,	
feroza,	ফেরোজা,	ফিরোজা,	
emgee,	এমগি,	এমজি,	
lampat,	লাম্পট,	লম্পট,	
treenda,	ট্রিন্ডা,	ট্রেন্ড,	
alngkoron,	অলঙ্করণ,	অলঙ্করণ,	
asietic,	এসিটিক্স,	এশিয়াটিক,	
evil,	এভিল,	ইভিল,	
okkhorke,	অক্ষরকে,	অক্ষরকে,	
bhaisaha,	ভাইসা,	ভাইসহ,	
zuktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
uttar,	উত্তর,	উওর,	
proshadhoner,	প্রসামানের,	প্রসাধনের,	
atohar,	অতাহার,	আতহার,	
kortaa,	করতা,	করতা,	
sahokari,	সহকারী,	সহকারী,	
location,	লোকেশন,	লোকেশন,	
ragi,	রাগী,	রাগী,	
karore,	কারে,	কারোর,	
osthisondhi,	অস্থিসশ্দি,	অস্থিসন্ধি,	
machhe,	মাছে,	মাছে,	
gudamjato,	গুদ্ধশাত,	গুদামজাত,	
source,	সার্স,	সোর্স,	
rejidensh,	রেজিডেন্স,	রেসিডেন্স,	
talgachh,	তোলাচ,	তালগাছ,	
iviem,	এভিম,	ইভিএম,	
jarool,	জারুল,	জারুল,	
mohajote,	মহাজতে,	মহাজোট,	
gagee,	গাগি,	গেজ,	
dhhaby,	ঢাবি,	ঢাবি,	
sotteo,	সত্যেও,	সত্ত্বেও,	
abotar,	অবতার,	অবতার,	
bhenisa,	ভেনিস,	ভেনিস,	
baire,	বারে,	বাইরে,	
fimel,	ফিমেল,	ফিমেল,	
sangosthagulo,	সংস্থাসত্য,	সংস্থাগুলো,	
oncolei,	অঙ্কলিতে,	অঞ্চলেই,	
dreeshtiheen,	দৃষ্ঠিসিপ,	দৃষ্টিহীন,	
tempaleta,	টেম্পলিট,	টেম্পলেট,	
dibug,	দিবুগু,	ডিবাগ,	
nodiigulo,	নদীতুল,	নদীগুলো,	
probeshon,	প্রবেশন,	প্রবেশন,	
tanoo,	তানো,	তনু,	
shrimati,	শ্রীমতি,	শ্রীমতি,	
lesense,	লেসেন্স,	লাইসেন্স,	
isan,	ইসন,	ঈশান,	
pacchen,	পাঁচেন,	পাচ্ছেন,	
songasthaner,	সংস্থাসনের,	সংস্থানের,	
kalengga,	কলেঙ্গ,	কালেঙ্গা,	
orrgho,	অর্ঘ্য,	অর্ঘ্য,	
dhauto,	ধাত,	ধৌত,	
license,	লিকেন্স,	লাইসেন্স,	
bharote,	ভারতে,	ভারতে,	
moolgoto,	মুলতো,	মূলগত,	
nodike,	নদীকে,	নদীকে,	
gandhir,	গান্ধীর,	গান্ধীর,	
vobtarini,	ভব্টারনি,	ভবতারিণী,	
palbangsher,	পালবংশের,	পালবংশের,	
sammatir,	সম্মতির,	সম্মতির,	
seeramiker,	সীরামকের,	সিরামিকের,	
depooti,	ডিপোটি,	ডেপুটি,	
letara,	লেটার,	লেটার,	
kanar,	কানার,	কণার,	
dinara,	ডিনরা,	ডিনার,	
kings,	কিংস,	কিংস,	
gonosakkhorota,	গণস্বাস্তরণ,	গণসাক্ষরতা,	
jerusalem,	জেরুশাসে,	জেরুজালেম,	
nutaner,	নূতানের,	নূতনের,	
prodan,	প্রদান,	প্রদাণ,	
blyaka,	ব্ল্যাক,	ব্ল্যাক,	
bishnu,	বিষ্ণু,	বিষ্ণু,	
expressian,	এক্সপ্রেশন,	এক্সপ্রেশন,	
maddhuri,	মাধুরি,	মাধুরী,	
sangasthatike,	সংগঠস্থেই,	সংস্থাটিকে,	
fixing,	ফিকিঙ্ক,	ফিক্সিং,	
chhidropothe,	চিহিরপপকে,	ছিদ্রপথে,	
foksher,	ফক্ষের,	ফক্সের,	
heenna,	হেন্না,	হেনা,	
aholyar,	আহলার,	অহল্যার,	
sithilota,	স্থিলতাতার,	শিথিলতা,	
pachhi,	পাঁচি,	পাচ্ছি,	
duckten,	ডাকতেন,	ডাকতেন,	
duplee,	ডাপ্লি,	ডুপ্লে,	
ovarview,	ওভার্ভিভ,	ওভারভিউ,	
utpotti,	উৎপত্তি,	উতপত্তি,	
leader,	লিডের,	লিডার,	
rajnoitik,	রাজনৈতিক,	রাজনৈতীক,	
mahasova,	মহাসভা,	মহাসভা,	
loha,	লোহ,	লোহা,	
qibord,	কিবোর্ড,	কীবোর্ড,	
utsaahe,	উত্সহে,	উৎসাহে,	
robot,	রোবত,	রোবোট,	
grameri,	গ্রেমেরি,	গ্রামেরই,	
makong,	ম্যাক্গ,	মেকং,	
tale,	তেলে,	তালে,	
tecnokret,	টেকনককরেট,	টেকনোক্র্যাট,	
cheess,	চিশ,	চেস,	
forma,	ফোর্ম,	ফর্মা,	
jeesa,	জেস,	জেস,	
jibanto,	জীবন্ত,	জীবন্ত,	
akkharke,	আক্ষারকে,	অক্ষরকে,	
milea,	মিলে,	মাইলে,	
daltyagi,	ডাঁ্টাগি,	দলত্যাগী,	
abheedhaneec,	অভিধাহিক,	অভিধানিক,	
kaalaam,	কালাম,	কালাম,	
sossar,	শসার,	সকার,	
ooipoka,	উইপোক,	উইপোকা,	
jaatte,	যাতে,	জাতটি,	
granthotike,	গ্রন্থাকে,	গ্রন্থটিকে,	
eparjanta,	এপর্জন্ত,	এপর্যন্ত,	
muhammadi,	মুহাম্মাদি,	মুহাম্মদী,	
bechaa,	বেচা,	বেচা,	
cheentaikari,	চিন্তাকারে,	ছিনতাইকারী,	
delibhara,	ডেলিভার,	ডেলিভার,	
query,	কুরি,	কোয়েরি,	
licenshe,	লিকেন্স,	লাইসেন্স,	
drishyogulote,	দৃষ্যীগুলো,	দৃশ্যগুলোতে,	
lakhindarer,	লকিষ্ণদের,	লখিন্দরের,	
damone,	দমনে,	দমনে,	
gorrer,	গর্রের,	গোরের,	
moddhyekar,	মধ্যকের,	মধ্যেকার,	
betsman,	ব্যা্মাশন,	ব্যাটসম্যান,	
songhar,	সংঘার,	সংহার,	
manmath,	মন্মা,	মন্মথ,	
aholya,	আহলা,	অহল্যা,	
baabul,	বাবুল,	বাবুল,	
shiniyara,	সিনিয়ার,	সিনিয়র,	
harj,	হার্জ,	হার্জ,	
grambaseeo,	গ্রামবিশ,	গ্রামবাসীও,	
uparzoner,	উপর্্জনের,	উপার্জনের,	
lotheeran,	লথিরারণ,	লুথেরান,	
booth,	বোথ,	বুথ,	
serveray,	সার্ভারে,	সার্ভারে,	
amerikar,	আমেরিকার,	আমেরিকার,	
irana,	ইরান,	ইরান,	
murad,	মুরাদ,	মুরাদ,	
iukyaliptasa,	ইউক্যালিপ্টাস,	ইউক্যালিপ্টাস,	
zeland,	জেলাযান্ড,	জিল্যান্ড,	
bisheshya,	বিশেষ্য,	বিশেষ্য,	
pat,	পট,	পেত,	
shuchonakal,	শুচনাকাল,	সূচনাকাল,	
gaddafi,	গাদ্ধাফী,	গাদ্দাফী,	
modele,	মডেল,	মডেলে,	
nirmolota,	নির্মলতা,	নির্মলতা,	
sakshatkarer,	সাক্ষাককারের,	সাক্ষাৎকারের,	
blagaarara,	ব্লাওয়ার,	ব্লগাররা,	
ogovir,	অগভীর,	অগভীর,	
nopdikey,	ননপদিকে,	নদীকে,	
ooindos,	উইন্ডস,	উইন্ডোস,	
vatar,	ভাতার,	ভাতার,	
joistha,	জৈষ্ঠ্য,	জ্যৈষ্ঠ,	
eute,	ইউটে,	ইইউতে,	
debdeby,	দিবদ্বী,	দেবদেবী,	
patigoniter,	পতিগণিতের,	পাটিগণিতের,	
taunashhipa,	তাউন্ীিপ,	টাউনশিপ,	
jonoika,	জনিকা,	জনৈকা,	
diphinision,	ডিফিনিপিয়ান,	ডেফিনেশন,	
vogiroth,	ভোগিরথ,	ভগীরথ,	
noter,	নটের,	নোটের,	
meeseenjar,	মেশিং্জার,	মেসেঞ্জার,	
monzeele,	মঞ্জিলে,	মঞ্জিলে,	
sobrakamer,	সব্রকামের,	সবরকমের,	
