ganochiner,	গণচিলের,	গণচীনের,	
laicense,	লেইসেন্স,	লাইসেন্স,	
nirbahe,	নির্বাহে,	নির্বাহে,	
karkatkranti,	কারকাত্রন্তি,	কর্কটক্রান্তি,	
uponishad,	উপনিশাদ,	উপনিষদ,	
futbolarra,	ফুটবলরার,	ফুটবলাররা,	
kasper,	কাশপের,	ক্যাসপার,	
jatti,	যত্বি,	জাতটি,	
gananatyo,	গণানত্য,	গণনাট্য,	
poste,	পোসতে,	পোস্টে,	
advanshd,	অ্যাডভেন্ড,	অ্যাডভান্সড,	
gandhikey,	গানধিকে,	গান্ধীকে,	
keuoi,	কেউ,	কেউই,	
asammati,	আসামটি,	অসম্মতি,	
rajtantroke,	রাজতন্ত্রকে,	রাজতন্ত্রকে,	
gitikobitar,	গীতিকাবিতার,	গীতিকবিতার,	
laishensh,	লেসেন্স,	লাইসেন্স,	
shift,	সিফট,	শিফট,	
showte,	শওটে,	শোতে,	
sudrissho,	সুদৃশ্য,	সুদৃশ্য,	
samle,	সামলে,	সামলে,	
kromo,	ক্রম,	ক্রম,	
vabaponno,	ভবাপন্ন,	ভাবাপন্ন,	
choudhurio,	চৌধুরিও,	চৌধুরীও,	
prokolpou,	প্রকল্পও,	প্রকল্পও,	
stoone,	স্টনে,	স্টোন,	
halloin,	হললনন,	হ্যালোইন,	
dristiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
sajano,	সাজানো,	সাজানো,	
deezni,	ডিজনি,	ডিজনী,	
favourite,	ফৌওরীতে,	ফেভারিট,	
shepha,	সেফ,	শেফ,	
santani,	সন্তানী,	সনাতনী,	
soommo,	সুম্ম,	সুমো,	
songosthaner,	সংসোগঠানের,	সংস্থানের,	
shukranoo,	শুক্রাণু,	শুক্রানু,	
ispredsiit,	ইস্পেড্রিট,	স্প্রেডশীট,	
gojano,	গোজনও,	গজানো,	
granthati,	গ্রন্থাটি,	গ্রন্থটি,	
aajij,	আজিজ,	আজিজ,	
embed,	এমবেড,	এম্বেড,	
dharmantar,	ধর্মন্তর,	ধর্মান্তর,	
dakope,	ডাকপে,	দাকোপ,	
dinara,	ডায়নার,	ডিনার,	
siqh,	শিখ,	শিখ,	
netherlander,	নেথারল্যান্ডের,	নেদারল্যান্ডের,	
sithilotar,	সিথিলতার,	শিথিলতার,	
varote,	ভারতে,	ভারতে,	
conflikt,	কনফলিক্ট,	কনফ্লিক্ট,	
neurologi,	নিউরোলজি,	নিউরোলজি,	
rajbandir,	রাজবন্দীর,	রাজবন্দীর,	
tenishe,	টিনিসে,	টেনিসে,	
township,	টুনশিপ,	টাউনশিপ,	
shomostike,	সমস্তিকে,	সমষ্টিকে,	
saqara,	সাকার,	সকার,	
otiteo,	অতীতেও,	অতীতেও,	
antorvuktimulak,	অন্তর্ভূক্তুমালক,	অন্তর্ভুক্তিমূলক,	
dheke,	ঢেকে,	ঢেকে,	
satarko,	সতার্ক,	সতর্ক,	
konphlict,	কনফলিক্ট,	কনফ্লিক্ট,	
dipke,	ডিপকে,	দ্বীপকে,	
tonga,	তঙ্গা,	টোঙ্গা,	
somoodrotote,	সমুদ্রতটে,	সমুদ্রতটে,	
abhidhaanick,	অভিধানিক,	অভিধানিক,	
ralapha,	রলফ,	রালফ,	
ajimpur,	আজিমপুর,	আজিমপুর,	
elakatikay,	এলাকাতিকে,	এলাকাটিকে,	
sarbhare,	সর্ভারে,	সার্ভারে,	
oitihya,	ঐতিহ্য,	ঐতিহ্য,	
venish,	ভেনিস,	ভেনিস,	
techno,	টেকনো,	টেকনো,	
minishtar,	মিনিস্টর,	মিনিস্টার,	
tukroti,	টুকর্ট,	টুকরোটি,	
fall,	ফল,	ফল,	
kyashpar,	ক্যাসপার,	ক্যাসপার,	
falkser,	ফলকের,	ফক্সের,	
deefinition,	ডেফিনিশন,	ডেফিনেশন,	
mohakobi,	মহাকবি,	মহাকবি,	
chhatogalper,	ছোটোগলাপের,	ছোটগল্পের,	
shamuker,	শামুকের,	শামুকের,	
mahasava,	মহাশাভা,	মহাসভা,	
sachindra,	সচিন্দ্র,	শচীন্দ্র,	
patochitrer,	পতচিত্রের,	পটচিত্রের,	
anish,	অনিশ,	আনিস,	
khilaphat,	খিলাফাত,	খিলাফত,	
aairis,	আইরিশ,	আইরিস,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
hebhi,	হেভি,	হেভি,	
haj,	হাজ,	হয,	
dipei,	দীপেই,	দ্বীপেই,	
barnis,	বার্নিস,	বার্নিশ,	
baaraakpur,	বারাকপুর,	বারাকপুর,	
teto,	ত্ব,	তেতো,	
upobaaser,	উপবাসের,	উপবাসের,	
enamel,	ইনামেল,	এনামেল,	
hafsa,	হাফসা,	হাফসা,	
vobtarini,	ভোট্রেনি,	ভবতারিণী,	
debholopar,	ডেভললপার,	ডেভলপার,	
conservation,	কনসোরভেশন,	কনসারভেশন,	
vushito,	ভূষিত,	ভূষিত,	
bhabaponno,	ভবাপন্ন,	ভাবাপন্ন,	
noiteek,	নৈতিক,	নৈতিক,	
spenser,	স্পেন্সার,	স্পেন্সার,	
toroonraa,	টরন্রা,	তরুণরা,	
welcome,	ভেলমোম,	ওয়েলকাম,	
ponthaar,	পন্থার,	পন্থার,	
shringo,	শৃঙ্গ,	শৃঙ্গ,	
mauhajote,	মহাজততে,	মহাজোট,	
parkasha,	পার্কশ,	পার্কস,	
rinattok,	ঋণাত্মক,	ঋনাত্মক,	
monzhostho,	মঞ্যস্থ,	মঞ্চস্থ,	
blagarara,	ব্লাগারার,	ব্লগাররা,	
shotokeo,	সতকেও,	শতকেও,	
nagorikkey,	নাগরীকে,	নাগরিককে,	
sheekarder,	শিকারদের,	শিকারদের,	
ajuhat,	অজুহাত,	অজুহাত,	
byabaharkareederke,	ব্যবহারকারীদকের,	ব্যবহারকারীদেরকে,	
ptolemir,	প্টলিমির,	টলেমির,	
harrisoner,	হ্যারিজনের,	হ্যারিসনের,	
daktikite,	দাক্তিকিতে,	ডাকটিকিটে,	
shhikara,	শিকার,	শিকার,	
paree,	পারী,	পাড়ে,	
jandrel,	জন্ড্রেল,	জাঁদরেল,	
sampadon,	সম্পাদন,	সম্পাদন,	
siropar,	শিরোপার,	শিরোপার,	
gosthigulo,	গোস্ঠিগুলো,	গোষ্ঠীগুলো,	
euqalyptus,	ইউকালিপটাস,	ইউক্যালিপ্টাস,	
engil,	এঞ্জিল,	ইঞ্জিল,	
graambasheeo,	গ্রামবাশীও,	গ্রামবাসীও,	
setio,	সেটিও,	সেটিও,	
dharavashyokar,	ধারাবাযক্ষকার,	ধারাভাষ্যকার,	
sniper,	স্নিপের,	স্নাইপার,	
birder,	বীর্দের,	বার্ডের,	
hoola,	হোল,	হোল,	
modhyekar,	মধ্যকের,	মধ্যেকার,	
omitrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
dibet,	দিবেত,	ডিবেট,	
nathivookta,	নথিভুক্ত,	নথিভুক্ত,	
heart,	হার্ট,	হার্ট,	
zoonite,	জুনিতে,	যোনীতে,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
definitian,	ডেফিনিশন,	ডেফিনেশন,	
pest,	পেস্ট,	পেষ্ট,	
bhaangchur,	ভাঙচুর,	ভাংচুর,	
soleel,	সলীল,	সলিল,	
rohasyor,	রহহ্যাস্র,	রহস্যর,	
scifi,	স্সিফি,	সাইফাই,	
sikkhakder,	শিক্ষকদের,	শিক্ষকদের,	
uparzoner,	উপার্জনের,	উপার্জনের,	
soomo,	সুমো,	সুমো,	
rajotwa,	রাজত্ব,	রাজত্ব,	
krishenta,	কৃষেন্ত,	ক্রিসেন্ট,	
alpai,	আলপাই,	অল্পই,	
matriroop,	মাতৃরূপ,	মাতৃরূপ,	
manonitoder,	মনোনিতোদের,	মনোনীতদের,	
sheekare,	শিকারে,	শিকারে,	
shringgo,	শৃঙ্গ,	শৃঙ্গ,	
eshkol,	এসকল,	এসকল,	
gage,	গেজ,	গেজ,	
nilkuthir,	নিলকুঠীর,	নীলকুঠির,	
sainyasaha,	সৈন্যসহ,	সৈন্যসহ,	
reflex,	রেফলেক্স,	রিফ্লেক্স,	
ishtone,	ইসতনে,	স্টোন,	
prottokkhovabe,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
injiniyarim,	ইন্ডিনেয়ারিং,	ইঞ্জিনিয়ারিং,	
dhyaan,	ধ্যান,	ধ্যান,	
anchalsamuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
bibechya,	বিবেচ্য,	বিবেচ্য,	
eskol,	এসকল,	এসকল,	
prokare,	প্রকারে,	প্রকারে,	
vittio,	ভিত্তিও,	ভিত্তিও,	
forex,	ফোরেক্স,	ফরেক্স,	
pratiyogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
pray,	প্রে,	প্রায়,	
nodiiteyi,	নদীতীই,	নদীতেই,	
rooby,	রবি,	রুবি,	
pattern,	পাটার্ন,	প্যাটার্ন,	
songrahak,	সংগ্রাহক,	সংগ্রাহক,	
gaddafee,	গদ্যাফি,	গাদ্দাফী,	
mayili,	মেইলি,	মাইলি,	
themeke,	থেমেকে,	থিমকে,	
duckten,	ডাকতেন,	ডাকতেন,	
chaanoo,	চানু,	চানু,	
patiganit,	পতিগানিত,	পাটিগণিত,	
utkhater,	উৎখাটের,	উৎখাতের,	
basiney,	বাসিনে,	বেসিনে,	
phokshkon,	ফক্ষণ,	ফক্সকন,	
rahi,	রাহি,	রাহি,	
mahasova,	মহাশ্বা,	মহাসভা,	
parks,	পার্কস,	পার্কস,	
probeshon,	প্রবেশন,	প্রবেশন,	
ramantic,	রোমান্টিক,	রোমান্টিক,	
khatgosher,	ক্ষাতসের,	খরগোসের,	
jolrong,	জলর্ং,	জলরঙ,	
booponer,	বুপনের,	বপনের,	
gaddafi,	গদ্যাফি,	গাদ্দাফী,	
sanmukh,	সানমুখ,	সন্মুখ,	
fala,	ফলল,	পোলো,	
gaddaafee,	গাদ্যাফি,	গাদ্দাফী,	
byabaharkarike,	ব্যবহারকারীকে,	ব্যবহারকারীকে,	
protista,	প্রোটিস্ট,	প্রতিষ্টা,	
abhidhaanic,	অভিধানিক,	অভিধানিক,	
hossain,	হোসাইন,	হোসেইন,	
drissoke,	দৃশ্যকে,	দৃশ্যকে,	
heza,	হেজ,	হেজ,	
jacq,	জ্যাক,	জ্যাক,	
prakalpaguli,	প্রকালগুগুলি,	প্রকল্পগুলি,	
aholya,	আহল্যা,	অহল্যা,	
shpredashhita,	স্প্রেডশিস্ট,	স্প্রেডশীট,	
pretishta,	প্রেটিস্ট,	প্রতিষ্টা,	
aasif,	আসিফ,	আসিফ,	
shomraatder,	সম্তাতদের,	সম্রাটদের,	
sarbhaarti,	সর্ভরটি,	সার্ভারটি,	
dooburir,	দুবুরির,	ডুবুরির,	
roobi,	রুবি,	রুবি,	
atyacharer,	অত্যাচারের,	অত্যাচারের,	
mukhamandal,	মুখমন্ডল,	মুখমণ্ডল,	
ekshor,	একশর,	একশোর,	
ddhake,	ঢাঁকে,	ঢেকে,	
chitronattakar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
otitkaley,	অতীতকালে,	অতীতকালে,	
marri,	মেরি,	ম্যারি,	
shho,	শো,	শো,	
shansthati,	শংস্থাটি,	সংস্থাটি,	
bhaisaha,	ভৈষা,	ভাইসহ,	
shoori,	শুরি,	সুরি,	
aksathei,	একসাথেই,	একসাথেই,	
ameerika,	অ্যামেরিকা,	আমেরিকা,	
eokee,	ইকে,	এওকি,	
cheelona,	চিলোনা,	ছিলনা,	
chondrima,	চন্দ্রিমা,	চন্দ্রিমা,	
diibug,	দিবুগুগ,	ডিবাগ,	
choshon,	চোষণ,	চোষণ,	
bibad,	বিবাদ,	বিবাদ,	
mukhabandha,	মুখবন্ধ,	মুখবন্ধ,	
durotomm,	দুরত্ব,	দূরতম,	
melborner,	মেলবর্নের,	মেলবোর্নের,	
mookhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
asar,	আসার,	আসর,	
abdune,	আবদুনে,	আবদুন,	
chaaktir,	চাকটির,	চাকতির,	
ghumachchilo,	ঘুমাছিল্লি,	ঘুমাচ্ছিল,	
amiretus,	অ্যামেরাটাস,	এমিরেটাস,	
culing,	কুলিং,	কুলিং,	
sanghitar,	সংঘীতার,	সংহিতার,	
taims,	টাইমস,	টাইমস্,	
gosthike,	গোষ্ঠীকে,	গোষ্ঠীকে,	
sohojlovyotar,	সহজ্লভ্যতার,	সহজলভ্যতার,	
iispredshiit,	ইসপ্রেস্টিট,	স্প্রেডশীট,	
pouchute,	পৌঁছুতে,	পৌঁছুতে,	
taunashhipa,	তৌনশাশীপা,	টাউনশিপ,	
vogni,	ভগ্নী,	ভগ্নী,	
