steitt,	স্টেট,	স্টেইট,	
ancholgulote,	অঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
mogert,	মগররেট,	মোজার্ট,	
suity,	সুইটি,	সুইটি,	
uthhane,	উঠানে,	উঠানে,	
nagorikra,	নাগরিকরা,	নাগরিকেরা,	
nischitabhave,	নিশ্চিতভাবে,	নিশ্চিতভাবে,	
udbhabone,	উদ্ভবনে,	উদ্ভাবনে,	
piruzali,	পিরুজালি,	পিরুজালী,	
nesanasa,	নেসাসো,	নেশনস,	
garur,	গরুর,	গরুর,	
pathkram,	পাথকরম,	পাঠক্রম,	
parry,	প্যারি,	পেরি,	
suri,	সুরি,	সুরি,	
nabotom,	নবৎম,	নবতম,	
bbiswashe,	বিশ্বাসে,	বিশ্বাসে,	
jesh,	জেস,	জেস,	
bishwashi,	বিশ্বাি,	বিশ্বাসী,	
lagchhe,	লাগ্ছে,	লাগছে,	
gondho,	গন্ধ,	গন্ধ,	
tonoo,	টন,	তনু,	
adhatik,	আধ্যাতিক,	আধ্যাত্মিক,	
rites,	রিটেস,	রিতেশ,	
granthatyke,	গ্রন্থতিকে,	গ্রন্থটিকে,	
scifi,	সিফিই,	সাইফাই,	
eemeergeency,	এমেরিজন্সি,	এমার্জেন্সি,	
joubanboti,	যৌববন্তি,	যৌবনবতী,	
chalche,	চলছে,	চলছে,	
cetholic,	চাথলিক,	ক্যাথলিক,	
basate,	বসাতে,	বাসাতে,	
bhardwaj,	ভার্ডওয়াজ,	ভরদ্বাজ,	
stain,	স্টেইন,	স্টেন,	
matte,	মাতে,	ম্যাট,	
toki,	তোকি,	তকি,	
hotelti,	হটেলটি,	হোটেলটি,	
jibonto,	জীবন্ত,	জীবন্ত,	
agamanke,	আগমনকা,	আগমনকে,	
mondope,	মন্ডপে,	মন্ডপে,	
hyarikena,	হ্যারিকেন,	হ্যারিকেন,	
abhidhaaneek,	অভিধানিক,	অভিধানিক,	
vobtarini,	ভোব্তরিনী,	ভবতারিণী,	
prime,	প্রাইম,	প্রাইম,	
ragke,	রাগকে,	রাগকে,	
khelechen,	খেলেছেন,	খেলেছেন,	
madla,	মদলা,	মাদলা,	
goori,	গুরী,	গোরি,	
yucalyptus,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
torunra,	তরুুরণা,	তরুণরা,	
siter,	সাইটের,	সিটের,	
somaptir,	সমাপতির,	সমাপ্তির,	
murli,	মূর্লি,	মুরলী,	
booponer,	বুপনের,	বপনের,	
baaraak,	ব্যারাক,	বারাক,	
bagey,	বাগে,	বাগে,	
bahubar,	বাহুবার,	বহুবার,	
bojhaao,	বোঝাও,	বোঝাও,	
sovanetri,	সভানেত্রী,	সভানেত্রী,	
bonnopraan,	বন্যপ্রাণ,	বন্যপ্রাণ,	
karmopantha,	কর্মপন্থ,	কর্মপন্থা,	
serup,	সেরুপ,	সেরুপ,	
spenser,	স্পেন্সের,	স্পেন্সার,	
maner,	মানের,	মানে,	
bhabani,	ভবানি,	ভবানী,	
bosano,	বসানো,	বসানো,	
janate,	জানতে,	জানাতে,	
aunti,	অ্যান্টি,	আন্টি,	
hondooras,	হনন্দুরাস,	হন্ডুরাস,	
toder,	তোদের,	তদের,	
salphat,	সালফাট,	সালফেট,	
ganaparibahaner,	গণপরিবহনের,	গণপরিবহনের,	
liseens,	লিসেন্স,	লাইসেন্স,	
sahabah,	সাহাবা,	সাহাবাহ,	
omorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
omittrakkhor,	অমিত্রাক্ষর,	অমিত্রাক্ষর,	
pharna,	ফার্ন,	ফার্ন,	
dibidh,	দিবিধ,	দ্বিবিধ,	
kaaferder,	কাফারদের,	কাফেরদের,	
vagni,	ভাগ্নি,	ভগ্নী,	
rinattak,	ঋণত্যক,	ঋনাত্মক,	
monohor,	মনোহর,	মনোহর,	
eparjonta,	এপারজন্ট,	এপর্যন্ত,	
arsie,	আর্সি,	আরসিএ,	
gostigulo,	গোস্তিগুলো,	গোষ্ঠীগুলো,	
antarktikar,	অন্তর্কটিকর,	অ্যান্টার্কটিকার,	
jeebonjaapon,	জীবন্যপুন,	জীবনযাপন,	
hoeel,	হইল,	হইল,	
chalochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
mast,	মোস্ট,	মাস্ত,	
milea,	মিলি,	মাইলে,	
anchaltitey,	অঞ্চলতিতে,	অঞ্চলটিতে,	
pretishta,	প্রেটিস্ট,	প্রতিষ্টা,	
bhandare,	ভান্ডারে,	ভাণ্ডারে,	
licenser,	লিসেসের,	লাইসেন্সের,	
sangbadmadhyomgulote,	সংবাদমমূলোতে,	সংবাদমাধ্যমগুলোতে,	
logic,	লোগিক,	লজিক,	
manushe,	মানুসে,	মানুষে,	
dakshinangsho,	দক্ষিণাংশ,	দক্ষিণাংশ,	
abortey,	আবর্তে,	আবর্তে,	
hijrii,	হিজরি,	হিজরী,	
prokalpagulor,	প্রকালপাগুর,	প্রকল্পগুলোর,	
uzbekistaner,	উজবেক্ষিতানের,	উজবেকিস্তানের,	
teknokryat,	টেকন্রকযাট,	টেকনোক্র্যাট,	
madelim,	ম্যাডলিং,	মডেলিং,	
mitra,	মিত্রা,	মিত্র,	
cena,	চাইন,	সিনা,	
seguloi,	সেগুলোই,	সেগুলোই,	
soomi,	সুমি,	সুমি,	
spreeadsheet,	স্প্রিডোশট,	স্প্রেডশীট,	
labonaaktotaar,	লবনাক্ততার,	লবণাক্ততার,	
barbadoz,	বার্বাজোজ,	বার্বাডোজ,	
kantojir,	কান্তজীর,	কান্তজির,	
hiragaana,	হিরাগান,	হিরাগানা,	
peethey,	পিঠে,	পীঠে,	
bhenicer,	ভিনেসের,	ভেনিসের,	
planea,	প্লেনে,	প্লেনে,	
madhobike,	মাধবীকে,	মাধবীকে,	
growth,	গ্রুথ,	গ্রোথ,	
garjon,	গার্জন,	গর্জন,	
dael,	ডেল,	ডেইল,	
ragei,	রাগেই,	রাগেই,	
seat,	সিট,	সিট,	
jhalkatthi,	ঝালকাঠি,	ঝালকাঠী,	
mojlishpur,	মজলিসপুর,	মজলিশপুর,	
shenior,	সেনিওর,	সিনিয়র,	
drishyoi,	দৃশ্যই,	দৃশ্যই,	
awatara,	আওতর,	অবতার,	
jeebnagore,	জীবনগরগ,	জীবননগর,	
marufer,	মারুফের,	মারুফের,	
cholocchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
taholei,	তালেই,	তাহলেই,	
touraat,	তৌরাত,	তওরাত,	
taurat,	তৌরৎ,	তওরাত,	
choudhoorir,	চৌধুরির,	চৌধুরীর,	
netherlandey,	নেদারল্যান্ডে,	নেদারল্যান্ডে,	
taiwan,	তাইওয়ান,	তাইওয়ান,	
sompadonkaree,	সম্পাদকানীরী,	সম্পাদনকারী,	
azimpur,	আজিমপুর,	আজিমপুর,	
zilyanda,	জিল্যান্ড,	জিল্যান্ড,	
kana,	কানা,	কণা,	
rushod,	রুষদ,	রুশদ,	
bii,	বি,	বি,	
ruteener,	রুটিনের,	রুটিনের,	
melobborner,	মেলববর্ণের,	মেলবোর্নের,	
srichoitonyodeb,	শ্রীচৈতনন্দ্ববে,	শ্রীচৈতন্যদেব,	
dharavahiktite,	ধারাভাষ্কিতে,	ধারাবাহিকটিতে,	
dharavassyokar,	ধারাভাস্যকর,	ধারাভাষ্যকার,	
ponjeekar,	পঞ্জিকার,	পঞ্জিকার,	
dara,	ডোরা,	দারা,	
plate,	প্লেট,	প্লেট,	
karechi,	করেছি,	করেছি,	
jamaanor,	জামানোর,	জমানোর,	
prosadhani,	প্রসাধানী,	প্রসাধনী,	
sahochorjo,	সহচর্ম,	সাহচর্য,	
stone,	স্তনে,	স্টোন,	
byatarii,	ব্যাতারি,	ব্যাটারী,	
farmat,	ফরমাট,	ফরম্যাট,	
aaeereshe,	আইরেশে,	আইরেসে,	
metroopalitana,	মেট্রোপলিটান,	মেট্রোপলিটন,	
shhikha,	শিখা,	শিখ,	
shikkhakder,	শিক্ষাদকদের,	শিক্ষকদের,	
neker,	নেকের,	নেকের,	
bondii,	বন্দি,	বন্দী,	
mangolic,	মাংগললিক,	মাঙ্গলিক,	
beshirbhagei,	বেশিরভাগেই,	বেশিরভাগেই,	
jerakam,	যেরককাম,	যেরকম,	
bisnu,	বিষ্ণু,	বিষ্ণু,	
sahosikotar,	সহজিকিতার,	সাহসিকতার,	
vimsen,	ভিম্েন,	ভীমসেন,	
pleney,	প্লেনে,	প্লেনে,	
chaaltaa,	চাল্টা,	চালতা,	
eidin,	এডিন,	এইদিন,	
nongra,	নংগরা,	নোংরা,	
ajij,	আজিজ,	আজিজ,	
azaadir,	আজাদির,	আজাদীর,	
phutanta,	ফুটন্ট,	ফুটন্ত,	
abhidhaaner,	অভিধানের,	অভিধানের,	
maladabha,	মালাদাভ,	মলদোভা,	
kings,	কিংস,	কিংস,	
roktokhorone,	রক্তকরণে,	রক্তক্ষরণে,	
sikh,	শিখ,	শিখ,	
makang,	ম্যাকাং,	মেকং,	
basaa,	বসা,	বাসা,	
deeares,	ডিএররস,	ডিআরএস,	
modhumotii,	মধুমতি,	মধুমতী,	
banduk,	বান্দুক,	বন্দুক,	
venish,	ভেনিস,	ভেনিস,	
asovarno,	অসবর্ন,	অসবর্ণ,	
paikgachha,	পাইকগাঁ,	পাইকগাছা,	
shochindro,	সোচিন্দ্র,	শচীন্দ্র,	
nikate,	নিকটে,	নিকটে,	
tep,	টাইপ,	ট্যাপ,	
diniphition,	ডিনিশিথন,	ডেফিনেশন,	
shilpojaat,	শিল্পজাত,	শিল্পজাত,	
karmokarke,	কর্মকরকে,	কর্মকারকে,	
oncholeo,	অঞ্চলেও,	অঞ্চলেও,	
bapokotor,	ব্যাককতর,	ব্যাপকতর,	
unit,	উনিট,	ইউনিট,	
nilabha,	নিলভা,	নীলাভ,	
janacche,	জানাচ্ছে,	জানাচ্ছে,	
granthati,	গ্রন্থাটি,	গ্রন্থটি,	
sepha,	সেফ,	শেফ,	
malaika,	মালাইক,	মালাইকা,	
juboksoho,	যুবক্ষহ,	যুবকসহ,	
asammati,	অসম্মটি,	অসম্মতি,	
shhikara,	সিকার,	শিকার,	
awrbit,	অর্বিত,	অরবিট,	
pramathesh,	প্রমথেশ,	প্রমথেশ,	
de,	ডে,	ডে,	
kushomva,	কুসম্ব,	কুশুম্বা,	
tokei,	তোকেই,	ত্বকেই,	
baireo,	বৈরেও,	বাইরেও,	
windows,	উইন্ডোজ,	উইন্ডোস,	
garnar,	গর্্নর,	গার্নার,	
uuipoka,	উইপোকা,	উইপোকা,	
baasate,	বাসাতে,	বাসাতে,	
sossar,	সসার,	সকার,	
somraatraa,	সম্রাত্রা,	সম্রাটরা,	
bhageroi,	ভাগেরই,	ভাগেরই,	
kampita,	কম্পিত,	কম্পিত,	
diiptii,	দীপ্তি,	ডেপুটি,	
vabook,	ভাবুক,	ভাবুক,	
sachetonbhabe,	সচরেতনভাবে,	সচেতনভাবে,	
highcommissioney,	হাইকমিশন্রে,	হাইকমিশনে,	
eksapresana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
sanghorshik,	সংঘর্ষিক,	সাংঘর্ষিক,	
lajiqa,	লাজিকা,	লজিক,	
ddebet,	ডেবেট,	ডিবেট,	
shcholashtic,	স্কলেস্টিক,	স্কলাস্টিক,	
arshie,	আর্ি,	আরসিএ,	
akshoti,	অকশটি,	একশোটি,	
matriroop,	মাতৃরিউপ,	মাতৃরূপ,	
cheef,	চিফ,	শেফ,	
nathibhooktir,	নথিভূক্তির,	নথিভুক্তির,	
moomtajer,	মোম্াজার,	মুমতাজের,	
nirontar,	নির্ন্তর,	নিরন্তর,	
embeda,	এমবাদে,	এম্বেড,	
shaarther,	স্বার্থের,	স্বার্থের,	
stoner,	স্তনের,	স্টোনের,	
tanu,	তানু,	তনু,	
tenise,	ট্যানিসে,	টেনিসে,	
tuning,	টিনিং,	টিউনিং,	
brekethru,	ব্রেক্রথু,	ব্রেকথ্রু,	
poscate,	পশ্চাতে,	পশ্চাতে,	
saajano,	সাজান,	সাজানো,	
korkat,	করকাাত,	কর্কট,	
modeeling,	মোদালিং,	মডেলিং,	
chalochchitreo,	চলচিত্রে,	চলচ্চিত্রেও,	
grambaasheeo,	গ্র্বামাসী,	গ্রামবাসীও,	
aarcie,	অর্চি,	আরসিএ,	
roomantik,	রুমান্তিক,	রোমান্টিক,	
naraphoka,	নাফোচা,	নরফোক,	
langhaner,	লঙ্ঘনের,	লংঘনের,	
notikotar,	নটিকতার,	নৈতিকতার,	
porizon,	পরিজন,	পরিজন,	
hafej,	হাফেজ,	হাফেয,	
emeritus,	এমেরিটাস,	এমিরেটাস,	
ohang,	ওহং,	অহং,	
besuro,	বেশুর,	বেসুর,	
balatkar,	বালকটার,	বলাৎকার,	
