ekhaate,	এখাতে,	একহাতে,	
chhatogalpe,	ছোটোগল্পে,	ছোটগল্পে,	
pragreesa,	প্রগ্রেস,	প্রগ্রেস,	
doorotomo,	দূরতম,	দূরতম,	
umedpur,	উমেদপুর,	উমেদপুর,	
okritokarjo,	অকৃতরকার্য,	অকৃতকার্য,	
plainti,	প্লেয়েন্টি,	প্লেনটি,	
alngkoron,	অল্যরণকরণ,	অলঙ্করণ,	
amanisa,	অমানিস,	অমানিশা,	
drishyer,	দৃশ্যের,	দৃশ্যের,	
eshiyetika,	এসেসটিক,	এশিয়াটিক,	
aziza,	আজিজ,	আজিজা,	
suraaropito,	সুরারপিত,	সুরারোপিত,	
somraatra,	সম্তার্া,	সম্রাটরা,	
chalochchitroi,	চলচিত্রেই,	চলচ্চিত্রই,	
bosben,	বসবেন,	বসবেন,	
thakte,	থাকতে,	থাকতে,	
meghkey,	মেঘকে,	মেঘকে,	
novel,	নোভেল,	নভেল,	
sarolyo,	সরলল,	সারল্য,	
byaboharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
pratiyogi,	প্রতিযোগি,	প্রতিযোগী,	
dajjha,	দজজ,	দাহ্য,	
sheema,	সেম,	সীমা,	
daaun,	ডাউন,	ডাউন,	
okkhorke,	অক্ষরকে,	অক্ষরকে,	
chitronatyokar,	চিত্রনাট্যকার,	চিত্রনাট্যকার,	
ovidhanik,	অভিধানিক,	অভিধানিক,	
fulkapi,	ফুলকাপি,	ফুলকপি,	
tukrotey,	টুকরতে,	টুকরোতে,	
muladee,	মুলাদী,	মুলাদি,	
habshi,	হবশী,	হাবশী,	
satorkovabe,	সতরক্ভাবে,	সতর্কভাবে,	
degree,	ডিগ্রী,	ডিগ্রি,	
smarok,	স্মরক,	স্মারক,	
somratra,	সম্তাত্রা,	সম্রাটরা,	
jarusalema,	জরসুসেম,	জেরুসালেম,	
sikarer,	শিকারের,	শিকারের,	
gobeshokgan,	গবেষকাগণ,	গবেষকগণ,	
aazeez,	আজিজ,	আজিজ,	
moddhyoshtho,	মধ্যস্থ,	মধ্যস্থ,	
manushsaho,	মানুসহ,	মানুষসহ,	
fostar,	ফস্টার,	ফস্টার,	
sushukkhar,	সুসুখ্ষার,	সুশিক্ষার,	
muhu,	মুহ,	মুহু,	
elgoridom,	এলগরিরম,	এলগরিদম,	
inphormeshon,	ইনফর্মেশন,	ইনফরমেশন,	
joluk,	জলিক,	জ্বলুক,	
robe,	রবে,	রবে,	
batikromshalee,	ব্যিটৃক্রসীলী,	ব্যতিক্রমধর্মী,	
dail,	ডেল,	ডেইল,	
muhurtoti,	মুহূর্তি,	মুহুর্তটি,	
daqop,	দকক,	দাকোপ,	
soras,	সরাস,	সরস,	
daloo,	দালু,	ডালু,	
phutbolarra,	ফুটবলররা,	ফুটবলাররা,	
cilahaati,	চিলাহাতি,	চিলাহাটি,	
karmake,	কর্মকে,	কর্মকে,	
matthews,	ম্যাথিভস,	ম্যাথিউস,	
kuarter,	কোর্টার,	কোয়ার্টার,	
difinisian,	ডিফিনিশন,	ডেফিনেশন,	
jhonkar,	ঝংকার,	ঝঙ্কার,	
porishrom,	পরিস্রম,	পরিশ্রম,	
shahab,	শাহাব,	সাহাব,	
nederlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
dhoorer,	ধরের,	ধরের,	
vasturyi,	বস্তুরী,	বস্তুরই,	
mutar,	মুটার,	মুতার,	
jahar,	জাহর,	জহর,	
zones,	জোনস,	জোন্স,	
rashider,	রাশিদের,	রশিদের,	
phimel,	ফাইমেল,	ফিমেল,	
sompadonkaree,	সম্পাদনকারী,	সম্পাদনকারী,	
madrasake,	মাদ্রসাকে,	মাদ্রাসাকে,	
pratishthanikbhabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
oxforde,	অক্সোর্ডে,	অক্সফোর্ডে,	
kins,	কিংস,	কিংস,	
sombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
jalrong,	জলরর,	জলরঙ,	
ganona,	গণনা,	গননা,	
venishh,	ভেনিস,	ভেনিস,	
grambasio,	গ্রাম্বাসীও,	গ্রামবাসীও,	
prakalpaguli,	প্রকালপুগলি,	প্রকল্পগুলি,	
praima,	প্রাইম,	প্রাইম,	
peengna,	পিঙ্ন,	পিংনা,	
siniyara,	সিনিয়ার,	সিনিয়র,	
bisnuke,	বিষ্ণুকে,	বিষ্ণুকে,	
grotha,	গ্রথা,	গ্রোথ,	
chhatke,	ছাটকে,	ছাতকে,	
jonser,	জনসের,	জোন্সের,	
kloud,	ক্লাউড,	ক্লাউড,	
sommotir,	সম্মতির,	সম্মতির,	
gora,	গরা,	গোর,	
jerushalem,	জেরোসালেম,	জেরুসালেম,	
chaudhurider,	চৌধুরিদের,	চৌধুরীদের,	
manbey,	মানবে,	মানবে,	
bipojjanak,	বিপোজজনক,	বিপজ্জনক,	
obharbheeu,	ওভার্ভিউ,	ওভারভিউ,	
paste,	পাস্টে,	পেষ্ট,	
prottokhobhabe,	প্রত্যোখ্ভাবে,	প্রত্যক্ষভাবে,	
konan,	কোনন,	কোনান,	
temas,	টেমস,	টাইমস্,	
jakkho,	যক্ষ্য,	যক্ষ,	
plato,	প্লাট,	প্লেটো,	
sidiul,	সিডিয়াল,	শিডিউল,	
purohitder,	পুরহিটদের,	পুরোহিতদের,	
saahocorrze,	সহযারর্্যে,	সাহচর্যে,	
timoothi,	তিমুথি,	টিমোথি,	
eexpreession,	এক্সপ্রেসন,	এক্সপ্রেশন,	
anchalgulir,	অঞ্চলগুলির,	অঞ্চলগুলির,	
fooloo,	ফুলও,	পোলো,	
lishensh,	লিসেন্স,	লাইসেন্স,	
deputii,	ডিপুটি,	ডেপুটি,	
sushiksar,	সুশিক্ষর,	সুশিক্ষার,	
achish,	আচিস,	আছিস,	
bizito,	বিজিত,	বিজিত,	
nirbaho,	নির্বাহ,	নির্বাহ,	
rk,	রিকি,	আরকে,	
hyariqena,	হ্যারিকেন,	হ্যারিকেন,	
seema,	সেম,	সীমা,	
majdur,	মাজদুর,	মজদুর,	
tuni,	তুনি,	টুনি,	
moushum,	মাসুম,	মৌসুম,	
cholochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
parjotaker,	পর্যটকের,	পর্যটকের,	
ministara,	মিনিস্টার,	মিনিস্টার,	
teempaleeta,	টিম্পলেইট,	টেম্পলেট,	
tikto,	তিকটো,	তিক্ত,	
niurolaji,	নিউরোলিজি,	নিউরোলজি,	
protizogiita,	প্রতিযোগিতা,	প্রতিযোগীতা,	
murali,	মুরালি,	মুরলী,	
deputee,	ডিপিট,	ডেপুটি,	
postake,	পোস্তকে,	পোস্টকে,	
dollu,	দললু,	ডলু,	
judhahato,	যুদ্ধত,	যুদ্ধাহত,	
postkay,	পস্তকে,	পোস্টকে,	
vageryi,	ভাগেরই,	ভাগেরই,	
tookroti,	তুকরতি,	টুকরোটি,	
gasthigulo,	গ্ষ্ঠীগুলো,	গোষ্ঠীগুলো,	
miari,	মিরি,	ম্যারি,	
byakkhabyatito,	ব্যাখ্যাব্যিত,	ব্যাখ্যাতীত,	
volte,	ভোল্টে,	ভল্ট,	
byaboharkariyi,	ব্যবহারকারী,	ব্যবহারকারীই,	
nutan,	নতান,	নূতন,	
changee,	চঙ্গে,	চেঞ্জ,	
bhittiti,	ভিত্তিটি,	ভিত্তিটি,	
oitijjher,	ঐতিহ্যের,	ঐতিহ্যের,	
shatodha,	শতাধা,	শতধা,	
ghotleyo,	ঘটলেও,	ঘটলেও,	
inphormation,	ইনফোরমেশন,	ইনফরমেশন,	
santoshpur,	সন্তুস্পুর,	সন্তোষপুর,	
beeseshyer,	বিশেষ্বের,	বিশেষ্যের,	
nimitto,	নিমিত্ত,	নিমিত্ত,	
sperm,	স্প্র্ম,	স্পার্ম,	
chhaai,	চাই,	ছাই,	
cholochchitreeo,	চলচিত্রিও,	চলচ্চিত্রেও,	
pratisthar,	প্রতিষ্ঠার,	প্রতিষ্ঠার,	
navel,	নেভেল,	নভেল,	
sekarone,	সেকারণে,	সেকারণে,	
honduras,	হন্ডুরাস,	হন্ডুরাস,	
prastutkarak,	প্রস্তুতকরক,	প্রস্তুতকারক,	
horas,	হরাাস,	হোরাস,	
shashoto,	শাসত,	শাশ্বত,	
karmasampadon,	কর্মসাপম্দন,	কর্মসম্পাদন,	
ojuhat,	অযুহত,	অজুহাত,	
fokser,	ফক্সের,	ফক্সের,	
torkareer,	তরকারির,	তরকারীর,	
mache,	মেছে,	মাছে,	
alonkaran,	অলংকরণ,	অলঙ্করণ,	
laagto,	লাগতো,	লাগতো,	
khudey,	ক্ষুদে,	ক্ষুদে,	
yaach,	যযচ,	ইয়াক,	
shoreefer,	শরীফের,	শরিফের,	
shringge,	শ্রিঙগে,	শৃঙ্গে,	
sachetonbhabe,	সচেতনভাবে,	সচেতনভাবে,	
ghatity,	ঘাটিটি,	ঘাঁটিটি,	
onektai,	অনেকটাই,	অনেকটাই,	
asabhya,	অসাভয,	অসভ্য,	
bongshi,	বংশি,	বংশী,	
rooplal,	রূপলাল,	রূপলাল,	
feemalee,	ফেমলি,	ফিমেল,	
majhari,	মাহাারী,	মাঝারী,	
drishyake,	দৃশ্যকে,	দৃশ্যকে,	
times,	টাইমস,	টাইমস্,	
bishwashe,	বিশ্বাসে,	বিশ্বাসে,	
motamoto,	মোতামত,	মতামতও,	
krus,	ক্রাস,	ক্রুশ,	
gunman,	গুণমান,	গুণমান,	
emarjensi,	এমারেন্জিসী,	এমার্জেন্সি,	
advanshd,	অডভাযান্স্ট,	অ্যাডভান্সড,	
residance,	রেসিডেন্সে,	রেসিডেন্স,	
gunje,	গুঞ্জে,	গুঁজে,	
hajat,	হাজাত,	হজত,	
chainge,	চৈইঞ্জে,	চেঞ্জ,	
cetholic,	কেটলিক,	ক্যাথলিক,	
oncholke,	অঞ্চলকে,	অঞ্চলকে,	
mitrata,	মিত্রোট,	মিত্রতা,	
ghetu,	ঘাঠু,	ঘেটু,	
aasar,	আসার,	আসর,	
maudelder,	মৌদেলদের,	মডেলদের,	
soommita,	সুমিত,	সুমিতা,	
armstranj,	আর্সস্র্র,	আর্মস্ট্রং,	
piruzali,	পিরুজালি,	পিরুজালী,	
crime,	ক্রিম,	ক্রাইম,	
bouddho,	বৌদ্ধ,	বৌদ্ধ,	
siramiqasa,	স্রেমিকেস,	সিরামিকস,	
playtey,	প্লেটে,	প্লেটে,	
gunaman,	গুণামন,	গুণমান,	
abul,	আবুল,	আবুল,	
phaqsa,	ফক্স,	ফক্স,	
ispreedshiit,	ইস্প্রেস্টিট,	স্প্রেডশীট,	
brittakare,	বৃত্তাকারে,	বৃত্তাকারে,	
gambasi,	গম্বাসী,	গ্রামবাসী,	
shochindro,	সচিন্দ্র,	শচীন্দ্র,	
bhiqtara,	ভিক্টোর,	ভিক্টর,	
mucus,	মুকাস,	মিউকাস,	
aabarte,	আবরতে,	আবর্তে,	
thanvee,	থানভি,	থানভী,	
oddure,	অড্রুরে,	অদুরে,	
peethey,	পেঠে,	পীঠে,	
eporjonto,	এপর্জন্ত,	এপর্যন্ত,	
benish,	বেনিশ,	ভেনিস,	
soccer,	সোকের,	সকার,	
arkimidish,	আর্কিমেডিস,	আর্কিমিডিস,	
sulfatee,	সুলফাটি,	সালফেট,	
behrampurer,	বাহ্রামপুরের,	বহরমপুরের,	
blogarra,	ব্লগোরার,	ব্লগাররা,	
setike,	সেটিকে,	সেটিকে,	
eshhiyatika,	এসিয়েটিক,	এশিয়াটিক,	
conshervation,	কনসারভেশন,	কনসারভেশন,	
aamoode,	আমুদে,	আমুদে,	
bohubar,	বহুবার,	বহুবার,	
rakshanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
bossontoke,	বসন্তকে,	বসন্তকে,	
basano,	বাসনো,	বসানো,	
peto,	পাতো,	পেত,	
trans,	ট্রান্স,	ট্রান্স,	
mmehonoti,	মেহনটি,	মেহনতি,	
ajouno,	আজানু,	অযৌন,	
nironjan,	নিরঞ্জন,	নিরঞ্জন,	
ajimpoor,	আজিমপুর,	আজিমপুর,	
nathivuktir,	নথিভুক্তির,	নথিভুক্তির,	
suchonakal,	সূচনাকাল,	সূচনাকাল,	
dupleex,	ডাপ্লেক্স,	ডুপ্লে,	
granthatyke,	গ্রন্থাটিকে,	গ্রন্থটিকে,	
sabyastho,	সন্যস্থ,	সাব্যস্থ,	
sangbadmadhyame,	সংবাদমধ্যমে,	সংবাদমাধ্যমে,	
nathibhuktir,	নথিভুক্তির,	নথিভুক্তির,	
gajipur,	গাজীপুর,	গাজিপুর,	
postar,	পোস্টার,	পোস্টের,	
sobchey,	সবচে,	সবচে,	
maile,	মইলে,	মাইলি,	
tolemy,	তলিমি,	টলেমির,	
