sina,	সিন,	সিনা,	
nirmankaaj,	নির্মাণকা,	নির্মাণকাজ,	
shringo,	শ্রীঙ্গ,	শৃঙ্গ,	
seector,	সিক্টোর,	সেক্টর,	
garden,	গার্ডেন,	গার্ডেন,	
sorsa,	সর্ষা,	সোর্স,	
maudeler,	মুদলের,	মডেলের,	
awatar,	অওতার,	অবতার,	
cholochchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
daktikiter,	ডাক্তিকীতের,	ডাকটিকিটের,	
mayili,	মেলি,	মাইলি,	
bait,	বেইট,	বাইট,	
heenna,	হিন্না,	হেনা,	
postke,	পদ্্টকে,	পোস্টকে,	
hena,	হেন,	হেনা,	
nyata,	ম্যাট,	ম্যাট,	
pravuder,	প্রভাদের,	প্রভুদের,	
artharer,	অর্থারের,	আর্থারের,	
chheelona,	ছিলনা,	ছিলনা,	
mataram,	মাতারাম,	মাতারাম,	
eqsapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
tukrowti,	তুকরত্তি,	টুকরোটি,	
samanya,	সমান্য,	সামান্য,	
porishongkhyanbid,	পরিসংখাজিন্দ,	পরিসংখ্যানবিদ,	
peterke,	পেটার্কে,	পিটারকে,	
associatees,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
spashtotai,	স্পষ্টতাই,	স্পষ্টতই,	
shikhra,	শিখ্ষা,	শিখরা,	
bondira,	বন্দিরা,	বন্দীরা,	
ajeej,	অজিজ,	আজিজ,	
niurolazi,	নিউরোলজি,	নিউরোলজি,	
shita,	শীতা,	সিট,	
bhangley,	ভাঙলে,	ভাঙলে,	
alpa,	অল্প,	অল্প,	
karmajog,	কর্মযোগ,	কর্মযোগ,	
oiteejyer,	ঐতিজ্যের,	ঐতিহ্যের,	
pana,	পানা,	পানা,	
abheedhaanik,	অবিধাহিনিক,	অভিধানিক,	
imarjinsi,	ইমারজিন্সি,	এমার্জেন্সি,	
gostigulo,	গস্তিগুলো,	গোষ্ঠীগুলো,	
basalt,	বসল্ট,	ব্যাসল্ট,	
lag,	লাগ,	লগ,	
puroheetder,	পুরুহীতদের,	পুরোহিতদের,	
arbeet,	অরবিত,	অরবিট,	
chaalabi,	চালাবি,	চালাবে,	
sumi,	সুমি,	সুমি,	
habshee,	হাবসী,	হাবশী,	
lajikar,	লাজিকার,	লজিকের,	
kanayi,	কানাই,	কানাই,	
futonta,	ফুটন্ত,	ফুটন্ত,	
mandanda,	মানদন্ড,	মানদণ্ড,	
rikondison,	রিকন্দনশন,	রিকন্ডিশন,	
muhammader,	মুহাম্মদের,	মুহম্মদের,	
zuktorastroshoho,	যুক্তরাসচারসহ,	যুক্তরাষ্ট্রসহ,	
seo,	সেইও,	সেও,	
transapharma,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
bondii,	বন্দি,	বন্দী,	
tooku,	টুকু,	টুকু,	
mittrer,	মিত্রের,	মিত্রের,	
shangsthatikey,	সংস্থাটিকে,	সংস্থাটিকে,	
tegara,	টেগার,	টাইগার,	
samajikotar,	সমমজিকতার,	সামাজিকতার,	
diibug,	দিবুগ,	ডিবাগ,	
treend,	ট্রেন্ড,	ট্রেন্ড,	
seatey,	সেটে,	সিটে,	
taantira,	তানটিরা,	তাঁতিরা,	
suresh,	সুরেশ,	সুরেশ,	
rinattak,	ঋণাত্মক,	ঋনাত্মক,	
shansthatikey,	সংস্থাটিকে,	সংস্থাটিকে,	
asovya,	অসভ্য,	অসভ্য,	
chaanoo,	চানু,	চানু,	
samanno,	সমান্ন,	সামান্য,	
evil,	এইভিল,	ইভিল,	
jokey,	যকে,	জকি,	
mumtaz,	মুমতাজ,	মুমতাজ,	
aarcie,	আর্সি,	আরসিএ,	
romantika,	রোমান্তিক,	রোমান্টিক,	
sheekar,	শিকার,	শিকার,	
kalengga,	কলেঙ্গ,	কালেঙ্গা,	
praapokke,	প্রাপককে,	প্রাপককে,	
jater,	যাটের,	জাতের,	
jansha,	জনসা,	জন্স,	
aalkatra,	আলকাত্র,	আলকাতরা,	
prity,	প্রীতি,	প্রিটি,	
soommita,	সুমিত,	সুমিতা,	
murali,	মুরালী,	মুরলী,	
nabotom,	নবতম,	নবতম,	
sampadaner,	সম্পাদনের,	সম্পাদনের,	
oncholtee,	অঞ্চলটি,	অঞ্চলটি,	
soleel,	সললীল,	সলিল,	
istoon,	ইস্তুন,	স্টোন,	
laesens,	লেসেন্স,	লাইসেন্স,	
somaazer,	সমাজের,	সমাজের,	
proteemar,	প্রতিমার,	প্রতিমার,	
beshirbhageyi,	বেশীরভাগই,	বেশিরভাগেই,	
baire,	বাইরে,	বাইরে,	
petenter,	পেটেন্টার,	পেটেন্টের,	
sunagorik,	সুনাগরিক,	সুনাগরিক,	
shadena,	সেডেন,	সাডেন,	
pratiyogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
debeting,	ডেবেটিং,	ডিবেটিং,	
orbit,	অরবিত,	অরবিট,	
harbour,	হার্বোর,	হারবার,	
pleta,	প্লেট,	প্লেট,	
songkoloner,	সংকোলনের,	সংকলনের,	
setite,	সেটিতে,	সেটিতে,	
nothivukta,	নথিবুক্ত,	নথিভুক্ত,	
pakistanira,	পাকিস্তানীরা,	পাকিস্তানীরা,	
moolgoto,	মুলগত,	মূলগত,	
logicer,	লোগিকের,	লজিকের,	
hoil,	হইল,	হইল,	
bharote,	ভারতে,	ভারতে,	
sharok,	শররক,	স্মারক,	
karecha,	করেছা,	করেছ,	
tatey,	ততে,	তাতে,	
pravritike,	প্রভৃতিকে,	প্রভৃতিকে,	
bhaabaaponno,	ভবাপন্ন,	ভাবাপন্ন,	
damanmulok,	দমানমূলক,	দমনমূলক,	
khaneker,	খানেকের,	খানেকের,	
emerjency,	এমেরজেন্সি,	এমার্জেন্সি,	
elaakaati,	এলাকাতি,	এলাকাটি,	
novell,	নোয়েল,	নভেল,	
jhalokatthi,	ঝালকাঠি,	ঝালকাঠী,	
janacche,	জনাছ্যে,	জানাচ্ছে,	
pratimake,	প্রতিমাকে,	প্রতিমাকে,	
jhankar,	ঝংকার,	ঝঙ্কার,	
saqara,	শকারা,	সকার,	
leder,	লেডের,	লিডার,	
nirgoon,	নির্গুণ,	নির্গুণ,	
oncolsoho,	অঞ্চলসহ,	অঞ্চলসহ,	
modelder,	মোদলদের,	মডেলদের,	
kyantana,	ক্যান্টন,	ক্যান্টন,	
mosjidtir,	মসজিদ্রীর,	মসজিদটির,	
chalochchitreer,	চলচিত্রকির,	চলচ্চিত্রের,	
shaahoshikataar,	সাহসাকিতার,	সাহসিকতার,	
jonmaat,	জন্মাত,	জন্মাত,	
shombhobonao,	সম্ভবনাও,	সম্ভবনাও,	
naneer,	নানির,	নানীর,	
kkomatei,	কমাতেই,	কমাতেই,	
antarctica,	অন্টারকেটিক,	অ্যান্টার্কটিকার,	
madhoori,	মাধুরি,	মাধুরী,	
shotoker,	শতকের,	শতকের,	
aanis,	আ্যানিস,	আনিস,	
euqalyptus,	ইউক্যালপালাস,	ইউক্যালিপ্টাস,	
roktokkhorone,	রক্তকর্মণে,	রক্তক্ষরণে,	
sangastha,	সংস্থ,	সংস্থা,	
lambaate,	লম্বাতে,	লম্বাটে,	
nesnosh,	নেনসংস,	নেশনস,	
atorkite,	আতর্কিতে,	অতর্কিতে,	
feroz,	ফেরজ,	ফিরোজ,	
ganesher,	গানেসের,	গণেশের,	
kooda,	কোড,	কোডা,	
jworer,	জোরের,	জ্বরের,	
qeyboard,	কেবোর্ড,	কীবোর্ড,	
fulkopi,	ফুলকাপি,	ফুলকপি,	
abosore,	অবসরে,	অবসরে,	
amitrakkhor,	অমিত্রকর,	অমিত্রাক্ষর,	
palestinea,	পললস্্টিনে,	প্যালেস্টাইনে,	
procharonamoolok,	প্রচারণামূলক,	প্রচারণামূলক,	
sotorkokari,	সতকরকরারী,	সতর্ককারী,	
heemi,	হিমি,	হিমি,	
manushsoho,	মানুসহ,	মানুষসহ,	
prapokkey,	প্রাপককে,	প্রাপককে,	
ting,	টিং,	টিং,	
steen,	স্টেইন,	স্টেন,	
lutheereen,	লুঠিরেন,	লুথেরান,	
moshzidtir,	মসহিজদির,	মসজিদটির,	
godamjat,	গদমাজত,	গুদামজাত,	
obhiyojan,	অভিযাজন,	অভিযোজন,	
jalbe,	জলবে,	জ্বলবে,	
shilver,	সিলভার,	সিলভার,	
bonshi,	বংশি,	বংশী,	
bhumija,	ভূমিজা,	ভূমিজ,	
dharatir,	ধাতারির,	ধারাটির,	
idipasa,	এডিপাস,	ইডিপাস,	
teentir,	তিনটির,	তিনটির,	
corymb,	করিমব,	করিম,	
naitikatabodh,	নৈতিকাবাধ,	নৈতিকতাবোধ,	
boother,	বুথের,	বুথের,	
turqamena,	তুর্কমেন,	তুর্কমেন,	
vittio,	ভিত্যু,	ভিত্তিও,	
alimpika,	আলীম্পিক,	অলিম্পিক,	
elaakaatike,	এলাকাতিকে,	এলাকাটিকে,	
ddhila,	ঢিলা,	ঢিলা,	
jolatanko,	জলাাতনক,	জলাতঙ্ক,	
serveray,	সার্ভারে,	সার্ভারে,	
mesenjarer,	মেসেন্জরের,	মেসেঞ্জারের,	
tochnoch,	টকোনচ,	তছনছ,	
karor,	কারর,	কারোর,	
osoborno,	অসবর্ণ,	অসবর্ণ,	
akshoti,	অকশতি,	একশোটি,	
ivir,	ইভভর,	এভার,	
dibeta,	দিবেতা,	ডিবেট,	
tinhajar,	তিনহাজার,	তিনহাজার,	
manonitoder,	মননীতদের,	মনোনীতদের,	
pachok,	পাঁকক,	পাচক,	
phoxkon,	ফক্কশন,	ফক্সকন,	
shaajaanor,	সাজানোর,	সাজানোর,	
mahish,	মহিশ,	মহিষ,	
chalochchitraeei,	চলচিত্রাাই,	চলচ্চিত্রেই,	
byabaharkareei,	ব্যবহারকারী,	ব্যবহারকারীই,	
pyore,	প্যার,	পিওর,	
mozlishpoor,	মজলিশপুর,	মজলিশপুর,	
besirbhagei,	বেশীরভাগেই,	বেশিরভাগেই,	
bhabanipur,	ভবানীপুর,	ভবানীপুর,	
bibechyo,	বিবেচ্ছ,	বিবেচ্য,	
landin,	লন্দিন,	ল্যান্ডিং,	
siit,	শিট,	শীত,	
lokshero,	লক্ষেরও,	লক্ষেরও,	
bondhutto,	বন্ধুত্ব,	বন্ধুত্ত্ব,	
jibanto,	জীবনতত,	জীবন্ত,	
shhooter,	শুটার,	শ্যুটার,	
akkash,	একশশ,	আককাস,	
narider,	নারীদের,	নারীদের,	
cinematographer,	সিনেমাটেলাকের,	সিনেমাটোগ্রাফার,	
sithilotar,	সিথিলতার,	শিথিলতার,	
netarao,	নেতারও,	নেতারাও,	
ekkoghore,	একগরে,	একঘরে,	
laj,	লজ,	লাজ,	
atyacharer,	আত্যাচরের,	অত্যাচারের,	
palbangsher,	পালবাশের,	পালবংশের,	
chaaktir,	চাকটির,	চাকতির,	
nischay,	নিশ্ছে,	নিশ্চয়,	
cool,	কোল,	কুল,	
chetnagato,	চেটগাগোত,	চেতনাগত,	
skolastik,	স্কলাশটিক,	স্কলাস্টিক,	
mirakel,	মিরাকেল,	মিরাকেল,	
licencing,	লিইকেন্সিং,	লাইসেন্সিং,	
baffer,	বাফের,	বাফার,	
jaqi,	জাকি,	জকি,	
ogrodut,	অগ্রদুত,	অগ্রদূত,	
porijoner,	পরিজনের,	পরিজনের,	
asommoti,	অসম্মটি,	অসম্মতি,	
grambashi,	গ্রামাবাসী,	গ্রামবাসী,	
satyaki,	সত্যাাকী,	সাত্যকি,	
alaoler,	অ্যালেলার,	আলাওলের,	
shyooter,	শ্যুটার,	শ্যুটার,	
marqeting,	মার্কেটিং,	মার্কেটিং,	
skolarseep,	স্কলারশিপ,	স্কলারশিপ,	
beeswasoo,	বিশ্বাসও,	বিশ্বাসও,	
cholochchitrogulor,	চলচিত্র্রগুলোর,	চলচ্চিত্রগুলোর,	
gotihin,	গতিহীন,	গতিহীন,	
cooling,	কুলিং,	কুলিং,	
ceramiks,	সেরামিকাস,	সিরামিকস,	
sathik,	সাথিক,	সঠিক,	
darzi,	দরজি,	দরজি,	
firoj,	ফিরোজ,	ফিরোজ,	
shasonkarta,	শাসনকর্ত,	শাসনকর্তা,	
bulano,	ফুলনো,	বুলান,	
baipasa,	বাইপস,	বাইপাস,	
euro,	ইউরো,	ইউরো,	
tochhnoch,	টকচনছ,	তছনছ,	
rubidiyaam,	রুবিডিয়াম,	রুবিডিয়াম,	
mookhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
