darzi,	দর্জি,	দরজি,	
korkotkraanti,	কর্ককর্ান্তি,	কর্কটক্রান্তি,	
tribhuj,	ত্রিভুজ,	ত্রিভূজ,	
markeeting,	মার্কেটিং,	মার্কেটিং,	
dojo,	দজজ,	ডোজো,	
janamukhi,	জননামুখী,	জনমুখী,	
qibord,	কিববরর্ড,	কীবোর্ড,	
thakey,	থাকে,	থাকে,	
kathmandutey,	কথ্মন্তুতে,	কাঠমান্ডুতে,	
gaandas,	গান্ডসস,	জ্ঞানদাস,	
kaansaat,	কাঁসত,	কানসাট,	
protijogira,	প্রতিযোগিরা,	প্রতিযোগীরা,	
shringa,	শ্রীঙ্,	শৃঙ্গ,	
saafi,	সাফি,	সাফি,	
shaddhi,	সাদি,	সাধ্বী,	
deraa,	দেরা,	ডেরা,	
patishapta,	পতিশপ্ত,	পাটিসাপটা,	
ganoporibahan,	গণপরিবাহন,	গণপরিবহন,	
tyuner,	টুনের,	টিউনার,	
maunchostho,	মঞ্চস্থ,	মঞ্চস্থ,	
aper,	আপের,	আপের,	
obhijojan,	অভিযোজন,	অভিযোজন,	
brindo,	বৃণ্ড্দ,	বৃন্দ,	
brookolin,	ব্রককোলন,	ব্রুকলিন,	
kaathhmaandute,	কাঠমন্তুতে,	কাঠমান্ডুতে,	
ganesher,	গণনেের,	গণেশের,	
kartana,	কর্তন,	করতনা,	
gronthoti,	গ্রন্থটি,	গ্রন্থটি,	
teta,	টতটট,	টেটা,	
changee,	চাঙ্গি,	চেঞ্জ,	
atak,	আটাক,	আটক,	
barder,	বরর্ডার,	বার্ডের,	
danckan,	ডানকনন,	ডানকান,	
bisshasyi,	বিশ্বাসই,	বিশ্বাসই,	
meeting,	মেটিিং,	মিটিং,	
traytey,	ট্রেটে,	ট্রেতে,	
uchchatara,	উচ্চতার,	উচ্চতর,	
laagto,	লাগত,	লাগতো,	
daun,	ডনউ,	ডাউন,	
armenian,	আরমমেনিয়ান,	আর্মেনিয়ান,	
soya,	সো়়া,	সোয়া,	
setitey,	সেটিতে,	সেটিতে,	
maricha,	মররিচা,	মরিচা,	
mukhabandha,	মুখবন্ধ,	মুখবন্ধ,	
pala,	পালা,	পোলো,	
evereste,	ইভেরস্টে,	এভারেস্টে,	
hosain,	হোসাইন,	হোসেইন,	
oncholgoolote,	অঞ্চলুলততে,	অঞ্চলগুলোতে,	
aanish,	আনিষ,	আনিস,	
soundarjo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
dhoka,	ঢোকা,	ধোঁকা,	
sanaktakaraner,	সনাক্তকরণে,	সনাক্তকরণের,	
alpa,	আল্প,	অল্প,	
formet,	ফররেট,	ফরম্যাট,	
govornorer,	গভর্নরের,	গভর্ণরের,	
nitikatha,	নীতিকা,	নীতিকথা,	
biqe,	বিকে,	বাইক,	
fix,	ফিক্স,	ফিক্স,	
janosomaj,	জনসমাজ,	জনসমাজ,	
attacharito,	আত্যচচিত,	অত্যাচারিত,	
iran,	ইইনন,	ইরান,	
parqing,	পার্কিং,	পার্কিং,	
ekpaashe,	একপাশে,	একপাশে,	
hisaber,	হিসাবের,	হিসাবের,	
shookna,	শুকনা,	শুকনা,	
ghumacchilo,	ঘুমচছছি,	ঘুমাচ্ছিল,	
chopal,	চোপাল,	চপল,	
rubol,	রুবল,	রুবল,	
jatinkey,	জ্যিনিককে,	যতীনকে,	
sabchey,	সবছে,	সবচে,	
chalchhee,	চলছি,	চলছে,	
yankee,	যাযাঙকক,	ইয়াংকি,	
poojito,	পুজিত,	পুজিত,	
rajashri,	রাজশ্রী,	রাজশ্রী,	
gorjon,	গর্জন,	গর্জন,	
sharoker,	সররকের,	স্মারকের,	
cholocchitreo,	চলচিত্রেও,	চলচ্চিত্রেও,	
thaanobhi,	ঠানভি,	থানভী,	
doojoo,	দুজ,	ডোজো,	
beatleser,	বিটলিসের,	বিটলসের,	
code,	কোড,	কোড,	
ketechilo,	কেটেছিল,	কেটেছিল,	
asantosh,	অসন্তত,	অসন্তোষ,	
arthonitir,	অর্থনীতির,	অর্থনীতির,	
shithilatar,	শিথলীতার,	শিথিলতার,	
jameske,	জামেসকে,	জেমসকে,	
maheendra,	মহেন্দ্র,	মাহিন্দ্রা,	
ajiban,	আজীবান,	আজীবন,	
rejidensh,	রেজিডেন্স,	রেসিডেন্স,	
amorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
provritike,	প্রভৃতিকে,	প্রভৃতিকে,	
spashtatai,	স্পষ্টটাই,	স্পষ্টতই,	
motabolombira,	মোতাবল্বীর,	মতাবলম্বীরা,	
arkimidish,	আর্কমিডিস,	আর্কিমিডিস,	
porichhonnota,	পরিচ্ঞননতা,	পরিচ্ছন্নতা,	
guzob,	গুজব,	গুজব,	
oedipus,	অদিদুপ,	ইডিপাস,	
korleo,	করলেও,	করলেও,	
sayatana,	সায়টন,	শয়তান,	
golpokar,	গল্পপার,	গল্পকার,	
engineering,	ইন্জিনেনিং,	ইঞ্জিনিয়ারিং,	
tale,	টেল,	তালে,	
kyathlikder,	ক্যাথলিকদে,	ক্যাথলিকদের,	
niropeksh,	নিরপেেক্স,	নিরপেক্ষ,	
nesans,	নেসন্স,	নেশনস,	
obhishangsan,	অভিষসংস,	অভিশংসন,	
labonaaktotaar,	লবনাক্ততার,	লবণাক্ততার,	
oncholsomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
niurolazi,	নিউরোজি,	নিউরোলজি,	
gafiloti,	গোিিলতি,	গাফিলতি,	
manushti,	মানুষ্ট,	মানুষটি,	
miraclee,	মিরাকল,	মিরাকেল,	
ghatir,	ঘাটির,	ঘাটির,	
dajhya,	দাঝ্য,	দাহ্য,	
templet,	টেম্্লেট,	টেম্পলেট,	
uruu,	উরু,	উরু,	
sectar,	সেক্টার,	সেক্টর,	
samabeshke,	সমােশশকে,	সমাবেশকে,	
sompadonkaree,	সম্পাদনাারী,	সম্পাদনকারী,	
anti,	আ্যান্ি,	আন্টি,	
bhabanipur,	ভবননীপুর,	ভবানীপুর,	
daltyagi,	দললতাজী,	দলত্যাগী,	
arke,	আর্কে,	আরকে,	
danob,	দানন,	দানব,	
turkey,	টার্কে,	তুর্কি,	
lambaate,	লম্বাতে,	লম্বাটে,	
juktarashtre,	যুক্তরাাস্ত্রে,	যুক্তরাষ্ট্রে,	
floodlighter,	ফ্লোডাই্াট,	ফ্লাডলাইটের,	
manushe,	মানুষে,	মানুষে,	
nimitte,	নিমিত্যে,	নিমিত্তে,	
turbine,	টারবিন,	টারবাইন,	
amarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
panera,	পানেরা,	পনের,	
swapod,	স্বপদ,	শ্বাপদ,	
soommo,	সুমো,	সুমো,	
ganachin,	গণনাছন,	গণচীন,	
khelafate,	খেলাফাত,	খেলাফতে,	
olimpicer,	অলিম্পিসের,	অলিম্পিকের,	
muktume,	মুকটোমে,	মাকতুম,	
durga,	দুর্গা,	দুর্গ,	
estoonia,	এস্টোনিয়া,	এস্তোনিয়া,	
ekaatto,	একাত্য,	একাত্ব,	
firojer,	ফিরজজর,	ফিরোজের,	
spreadshiit,	স্প্রেদসি,	স্প্রেডশীট,	
hizri,	হিজরি,	হিজরী,	
emarjenshi,	এমরজজনন্সি,	এমার্জেন্সি,	
treevuj,	ত্রিভুজ,	ত্রিভূজ,	
fall,	ফল,	ফল,	
lajek,	লাজেক,	লজিক,	
gemser,	গেমসের,	জেমসের,	
bhaandare,	ভান্ডারে,	ভাণ্ডারে,	
pudinn,	পুদিন,	পুডিং,	
baipasa,	বাপপস,	বাইপাস,	
chiranton,	চিরান্তন,	চিরন্তন,	
praima,	প্রাইম,	প্রাইম,	
gitikobitar,	গীতিকাবিতার,	গীতিকবিতার,	
as,	আস,	অস,	
karmokarer,	কর্মকারের,	কর্মকারের,	
protizogiir,	প্রতিযোগির,	প্রতিযোগীতার,	
karmasampadan,	কর্মসম্পদন,	কর্মসম্পাদন,	
sangkalaney,	সংকালনে,	সংকলনে,	
angurer,	অঙুরের,	আঙ্গুরের,	
iston,	স্্টন,	স্টোন,	
dayna,	ডাইন,	ডায়না,	
sikare,	শিকার,	শিকারে,	
batsmanei,	বাটসমননন,	ব্যাটসম্যানই,	
bonduk,	বন্দুক,	বন্দুক,	
naitikata,	নাতিকতা,	নৈতিকতা,	
shhayatana,	সায়টনন,	শয়তান,	
zealand,	জিল্যান্ড,	জিল্যান্ড,	
prettii,	প্রেত্,	প্রিটি,	
neemeetto,	নিমেত্,	নিমিত্ত,	
bouddha,	বৌদ্ধ,	বৌদ্ধ,	
chitranattakar,	চিত্রনাট্যকর,	চিত্রনাট্যকার,	
shotokei,	শতকেইই,	শতকেই,	
sofy,	সফি,	সোফি,	
nikat,	নিকট,	নিকট,	
lutharana,	লুথফরন,	লুথেরান,	
eenameel,	ইনামিল,	এনামেল,	
antarbhutto,	অন্তর্ভূত্ত,	অন্তর্ভুক্ত,	
drishyoke,	দৃষ্যকে,	দৃশ্যকে,	
sheat,	সিট,	সিট,	
chikitsar,	চিকিৎসার,	চিকিত্সার,	
bhittitei,	ভিত্তত,	ভিত্তিতেই,	
cheshsh,	চেস,	চেস,	
achish,	আচিষ,	আছিস,	
shommotite,	সম্মতিতে,	সম্মতিতে,	
kamiz,	কািিজ,	কামিজ,	
huge,	হাজ,	হিউজ,	
saaed,	সাড,	সাইদ,	
dokaneyi,	ডোকানেই,	দোকানেই,	
taimas,	টাইমস,	টাইমস্,	
bhor,	ভর,	ভর,	
charbon,	চর্বন,	চর্বন,	
kibord,	কিববর্ড,	কীবোর্ড,	
mekong,	মেযাং,	মেকং,	
bazaareo,	বাজারেও,	বাজারেও,	
bohudeen,	বহুদিন,	বহুদিন,	
prachurjer,	প্রারার্যের,	প্রাচুর্যের,	
sotorkokaree,	সতাককারী,	সতর্ককারী,	
dhauto,	ধাউ,	ধৌত,	
jaubankal,	যৌবনকাল,	যৌবনকাল,	
bharatey,	ভারতে,	ভারতে,	
swarnali,	স্বর্ণলী,	স্বর্ণালী,	
stonahenza,	স্টানহহ্্্ঞ,	স্টোনহেঞ্জ,	
bhangle,	ভাঙাল,	ভাঙলে,	
palbongser,	পালবাংশের,	পালবংশের,	
nariiderke,	নারীদেরকে,	নারীদেরকে,	
kara,	কারা,	কারো,	
shoti,	শতী,	শোটি,	
sahapatheekey,	সহপাথীকে,	সহপাঠীকে,	
temonyi,	টেমনই,	তেমনই,	
tochnoch,	টকনোচ,	তছনছ,	
hazarer,	হাজারের,	হাজারের,	
abheedhaaneek,	অভিধানিক,	অভিধানিক,	
foxcon,	ফক্সন,	ফক্সকন,	
prothake,	প্রথাকে,	প্রথাকে,	
kooyartara,	কোয়ার্টার,	কোয়ার্টার,	
haluder,	হালদদের,	হলুদের,	
shtone,	স্টন,	স্টোন,	
gabhaaskaar,	গভাষাকার,	গাভাস্কার,	
lesensim,	লেসসনিস,	লাইসেন্সিং,	
aashirbaad,	আশীর্বাদ,	আশির্বাদ,	
upbasher,	উপবাসের,	উপবাসের,	
horas,	হরাস,	হোরাস,	
shrabostee,	শ্রবসটি,	শ্রাবস্তী,	
dharer,	ধররের,	ধরের,	
phiksim,	ফিকিসিম,	ফিক্সিং,	
pare,	পার,	পাড়ে,	
haila,	হালা,	হইল,	
oboshore,	অবসরে,	অবসরে,	
moqam,	মোক,	মোকাম,	
erina,	এরিন,	এরিনা,	
heenna,	হেন্না,	হেনা,	
agoora,	আগুরা,	আগোরা,	
songbadmadhyamgulote,	সংব্যাদমগগুলতে,	সংবাদমাধ্যমগুলোতে,	
saccer,	স্ক্সের,	সকার,	
transformaarer,	ট্রান্সস্রারের,	ট্রান্সফরমারের,	
beekaargrasta,	বিকররগ্্ত,	বিকারগ্রস্ত,	
seet,	সেট,	সিট,	
uddhritir,	উদ্ধৃতির,	উদ্ধৃতির,	
ponchaasjon,	পঞ্চাশজন,	পঞ্চাশজন,	
kanayi,	কানই,	কানাই,	
dakteekiter,	ডাক্তিকিতের,	ডাকটিকিটের,	
tookoo,	টুকো,	টুকু,	
nafisa,	নাফিস,	নাফিসা,	
sumee,	সুম,	সুমি,	
pothnatok,	পথননাক,	পথনাটক,	
cool,	কোল,	কুল,	
prodip,	প্রদিপ,	প্রদীপ,	
prakalpagulo,	প্রলললপূল,	প্রকল্পগুলো,	
dibi,	দিবি,	দিবি,	
jyeshthaa,	জেসস্থা,	জ্যেষ্ঠা,	
machher,	মাছ্য,	মাছের,	
jahns,	জনসস,	জন্স,	
agibon,	অগিবন,	আজীবন,	
manabsamajer,	মানবসাাজজের,	মানবসমাজের,	
swalpa,	স্বল্প,	স্বল্প,	
nanir,	নানির,	নানীর,	
prachuryer,	প্রচরররের,	প্রাচুর্যের,	
teemothee,	তিমথি,	টিমোথি,	
potchitra,	পথিিত্র,	পটচিত্র,	
