inapharameshana,	ইনফারসমেশন,	ইনফরমেশন,	
tookroti,	তুক্রটি,	টুকরোটি,	
sadbi,	সাবদি,	সাধ্বী,	
rubala,	রুবালা,	রুবল,	
puncho,	পাঁচো,	পুঞ্চ,	
buffar,	বাফফার,	বাফার,	
nevatey,	নেভাতে,	নেভাতে,	
twoei,	টুইই,	ত্বকেই,	
bajhyo,	বায্য,	বাহ্য,	
parshwey,	পারস্বে,	পার্শ্বে,	
karmopontha,	কর্মপ্নাথ,	কর্মপন্থা,	
jyesthaa,	য্যেস্াা,	জ্যেষ্ঠা,	
bhaangchoor,	ভাঙ্চুর,	ভাংচুর,	
monzooshree,	মঞ্জসূর্তি,	মঞ্জুশ্রী,	
neurolojy,	নিউরোলজি,	নিউরোলজি,	
roomantik,	রোমান্তিক,	রোমান্টিক,	
sikkhagoto,	শিক্ষাগত,	শিক্ষাগত,	
kredita,	ক্রেডিট,	ক্রেডিট,	
shoccer,	স্যাক্সের,	সকার,	
asbab,	অসবাব,	আসবাব,	
dharabahiker,	ধারাবাহিকের,	ধারাবাহিকের,	
susamo,	সুসম,	সুসম,	
veenus,	ভিনাইস,	ভেনাস,	
palteche,	পাল্টেছে,	পাল্টেছে,	
definishhion,	ডেফিনিশন,	ডেফিনেশন,	
alexander,	আলেকস্যান্ডের,	আলেকজান্ডার,	
allahabadey,	আল্লাবাদে,	এলাহাবাদে,	
tinbhager,	তিনভাগের,	তিনভাগের,	
shikhar,	শিখার,	শিকার,	
grambaseeo,	গ্রামবাসেই,	গ্রামবাসীও,	
masterer,	মস্তারের,	মাস্টারের,	
samashtigata,	সমস্তিগতা,	সমষ্টিগত,	
aakabar,	আকাবার,	আকাবার,	
bordhitangso,	বর্ধিংসং,	বর্ধিতাংশ,	
lotharan,	লথারান,	লুথেরান,	
bhardwaj,	ভদ্রভাজ,	ভরদ্বাজ,	
chocchitrei,	চচ্ছিত্রেই,	চলচ্চিত্রেই,	
bishaashke,	বিশাসাকে,	বিশ্বাসকে,	
jeansh,	জেনস,	জিন্স,	
ujbekistaner,	উয়ককিস্তানের,	উজবেকিস্তানের,	
pujit,	পুজিত,	পুজিত,	
paner,	পানের,	পনের,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
jhalokatthi,	ঝালকাঠি,	ঝালকাঠী,	
prasadhoner,	প্রসাধনের,	প্রসাধনের,	
bage,	ব্যাগে,	বাগে,	
uinndo,	উইন্ড,	উইন্ডো,	
cholochchitratike,	চলচিত্রকিতে,	চলচ্চিত্রটিকে,	
heena,	হেন,	হেনা,	
ganakantha,	গণকণ্ঠ,	গণকণ্ঠ,	
kormosongsthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
cholocchitrer,	চলচিত্রের,	চলচ্চিত্রের,	
mojdoor,	মজদরুর,	মজদুর,	
nirvachokder,	নির্বাচকদের,	নির্বাচকদের,	
houstoner,	হাস্টনের,	হিউস্টনের,	
bem,	বেম,	বিম,	
ddheela,	ঢেল,	ঢিলা,	
firoza,	ফিরোজা,	ফিরোজা,	
pratimar,	প্রতিমার,	প্রতিমার,	
bongsho,	বংশ,	বংশ,	
gananatya,	গণনাত্য,	গণনাট্য,	
setikey,	সেটিকে,	সেটিকে,	
athar,	আঠার,	আতহার,	
kumarir,	কুমারির,	কুমারীর,	
hotochokito,	হটোচকিত,	হতচকিত,	
ancholgoolir,	আঞ্চলগুলির,	অঞ্চলগুলির,	
somonwitobhabey,	সমান্তভাবে,	সমন্বিতভাবে,	
nariider,	নারীদের,	নারীদের,	
arthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
amarica,	আমেরিকা,	আমেরিকা,	
doltyagi,	দল্তাগী,	দলত্যাগী,	
feroza,	ফেরোজা,	ফিরোজা,	
bivonno,	বিভব্ন,	বিভন্ন,	
mosjidtikey,	মসিজিদ্তিকে,	মসজিদটিকে,	
freedom,	ফ্রিডম,	ফ্রীডম,	
anchaltikey,	আঞ্চলটিকে,	অঞ্চলটিকে,	
shreemoti,	শ্রীমতী,	শ্রীমতি,	
chhutir,	ছুটির,	ছুটির,	
seekkhakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
zacksan,	জক্সসন,	জ্যাকসন,	
moddhyoshtho,	মধ্যস্থ,	মধ্যস্থ,	
bhandare,	ভান্ডারে,	ভাণ্ডারে,	
akrup,	আকরুপ,	একরূপ,	
poderthobid,	পদার্থবিদে,	পদার্থবিদ,	
byanger,	ব্যাঞ্জার,	ব্যাঙের,	
basuki,	বসুকী,	বাসুকি,	
kolahol,	কলাহল,	কোলাহল,	
rata,	রোটা,	রত,	
nikote,	নিকোটে,	নিকটে,	
sikarder,	শিকররদের,	শিকারদের,	
chhooteete,	ছুটিতে,	ছুটিতে,	
moushumti,	মৌশুমটি,	মৌসুমটি,	
candy,	ক্যান্ডি,	ক্যান্ডি,	
ghumachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
timathy,	তিমাঠি,	টিমোথি,	
kompeeto,	কম্পিত,	কম্পিত,	
goora,	গুরা,	গোর,	
kooyeri,	কোয়ারি,	কোয়েরি,	
brindabone,	বৃন্দবননে,	বৃন্দাবনে,	
ooipokar,	উউপকোর,	উইপোকার,	
neemitto,	নিমিত্ত,	নিমিত্ত,	
byaboharkarike,	ব্যবহারকারকে,	ব্যবহারকারীকে,	
skoora,	স্কোর,	স্কোর,	
projanankaal,	প্রজননকাল,	প্রজননকাল,	
hitokor,	হিতকর,	হিতকর,	
venuser,	ভেনাউসের,	ভেনাসের,	
lisens,	লাইসেন্স,	লাইসেন্স,	
debodebir,	দেবদদবীর,	দেবদেবীর,	
abhidhaanic,	অভিধানিক,	অভিধানিক,	
faj,	ফজজ,	ফাজ,	
gronthotikey,	গ্রন্থটিকে,	গ্রন্থটিকে,	
hyaloyin,	হ্যালোইন,	হ্যালোইন,	
treend,	ট্রেন্ড,	ট্রেন্ড,	
janake,	জানাকে,	জানাতে,	
karmasansthan,	কর্মস্থানশন,	কর্মসংস্থান,	
venise,	ভেনিসে,	ভেনিসে,	
eucalyptushh,	ইউক্যালিপটাস,	ইউক্যালিপ্টাস,	
swajaner,	স্বজনের,	স্বজনের,	
popke,	পোককে,	পোপকে,	
khuni,	খুনি,	খুনি,	
byaboharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
graambashee,	গ্রামবাসী,	গ্রামবাসী,	
jyeshthaa,	জ্যেস্থা,	জ্যেষ্ঠা,	
hyundai,	হায়ন্ডাই,	হুন্দাই,	
talaal,	তালাল,	তালাল,	
totokhon,	ততক্ষণ,	ততক্ষন,	
sonmukh,	সন্মুখ,	সন্মুখ,	
hotelti,	হটেলটি,	হোটেলটি,	
ganjona,	গঞ্জনা,	গঞ্জনা,	
bizit,	বিজিত,	বিজিত,	
shattoki,	সাত্যকি,	সাত্যকি,	
deembakreeti,	দেম্বাক্তি,	ডিম্বাকৃতি,	
chedon,	চেদন,	ছেদন,	
ekpase,	একপাশে,	একপাশে,	
madhyekar,	মধ্যকের,	মধ্যেকার,	
sukumari,	সুকুমারী,	সুকুমারী,	
bujhechhila,	বুঝেছেল,	বুঝেছিল,	
abartey,	আবর্তে,	আবর্তে,	
difinision,	ডিফিনিশন,	ডেফিনেশন,	
firojer,	ফিরোজের,	ফিরোজের,	
udbodhoner,	উদ্বোধনের,	উদ্বোধনের,	
sampadan,	সম্পাদন,	সম্পাদন,	
mauhajote,	মহজজতে,	মহাজোট,	
panjikar,	পাঞ্জিকার,	পঞ্জিকার,	
safin,	সাফিন,	সাফিন,	
baharampoorer,	বাহারম্পুরের,	বহরমপুরের,	
bolvodro,	বলোদর্ত,	বলভদ্র,	
farmat,	ফারমাট,	ফরম্যাট,	
gezeteda,	গেজেটেড,	গেজেটেড,	
janagananar,	জনগণনার,	জনগণনার,	
alpakichudin,	অল্পকিশুদ্ছিন,	অল্পকিছুদিন,	
nothivukteer,	নথিভুক্তির,	নথিভুক্তির,	
aholya,	আহল্য,	অহল্যা,	
bijepi,	বিজেপি,	বিজেপি,	
sumeetrar,	সুমিত্রার,	সুমিত্রার,	
musolmanra,	মুসলমনারা,	মুসলমানরা,	
hitakar,	হিতাকার,	হিতকর,	
torunderke,	তরুণ্ডরকে,	তরুণদেরকে,	
monhputa,	মন্ফুতা,	মনঃপুত,	
teto,	তেতো,	তেতো,	
chalochchitroi,	চলচিত্রই,	চলচ্চিত্রই,	
jyotsna,	জ্যাস্তান,	জ্যোৎস্না,	
langhan,	লঙ্ঘন,	লংঘন,	
bonovumi,	বনভূমি,	বনভূমি,	
madaspushto,	মদস্পুষ্ট,	মদদপুষ্ট,	
boorana,	বোরানা,	বোরন,	
golakrity,	গোলাকৃতি,	গোলাকৃতি,	
kloud,	ক্লাউড,	ক্লাউড,	
chikittsar,	চিকিৎসার,	চিকিত্সার,	
koommandar,	কমান্ডার,	কমাণ্ডার,	
venkatesh,	বেকান্েস,	ভেঙ্কটেশ,	
injeel,	ইঞ্জেল,	ইঞ্জিল,	
nironjan,	নিরঞ্জন,	নিরঞ্জন,	
auttacharer,	অট্যাচারের,	অত্যাচারের,	
bardhitansh,	বার্থিতান্স,	বর্ধিতাংশ,	
prosadhaner,	প্রসাধানের,	প্রসাধনের,	
superhero,	সুপারেহর,	সুপারহিরো,	
oxfordey,	অক্সফোর্ডে,	অক্সফোর্ডে,	
banshite,	বাঁশিতে,	বাঁশিতে,	
shikshakramer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
daaoon,	ডাউন,	ডাউন,	
defineshana,	ডিফিনেশন,	ডেফিনেশন,	
sanaktokaran,	সংকক্তরণ,	সনাক্তকরণ,	
bolokarak,	বলোকারক,	বলকারক,	
tiuning,	টিউনিং,	টিউনিং,	
porichhonnota,	পরিচ্ণনাতা,	পরিচ্ছন্নতা,	
direektareeta,	ডিরেক্টররাইট,	ডিরেক্টরেট,	
mathew,	মাথে,	ম্যাথিউ,	
kark,	কার্ক,	কার্ক,	
naazi,	নাজি,	নাত্সি,	
ardasho,	অর্দশ,	আর্দশ,	
bahjya,	বাহ্য্য,	বাহ্য,	
rajtontrey,	রাজতন্ত্রে,	রাজতন্ত্রে,	
provritike,	প্রভৃতিকে,	প্রভৃতিকে,	
jothartho,	যথার্থ,	যথার্থ,	
bagdader,	বাজদাদের,	বাগদাদের,	
cooling,	কলিং,	কুলিং,	
butha,	বুথা,	বুথ,	
udbodhani,	উদ্ধাবিনী,	উদ্বোধনী,	
phoolkopi,	ফুলকোপি,	ফুলকপি,	
brindaa,	বৃর্ণ্দা,	বৃন্দা,	
qrita,	কৃত,	ক্রীট,	
mett,	ম্যাট,	ম্যাট,	
eemeergeency,	ইমির্ঞেন্সি,	এমার্জেন্সি,	
baireo,	বৈরেও,	বাইরেও,	
bitloser,	বিটলাসের,	বিটলসের,	
plate,	প্লেট,	প্লেটে,	
kanthar,	কন্ঠার,	কাঁথার,	
tiunar,	টিউনার,	টিউনার,	
samajeek,	সমাজিক,	সামাজিক,	
institutioney,	ইন্সটিটিউশনে,	ইনস্টিটিউশনে,	
homeser,	হোমেসের,	হোমসের,	
jonmat,	জন্মাত,	জন্মাত,	
ujbekistan,	উয়ককিস্তান,	উজবেকিস্তান,	
pothchari,	পথচারী,	পথচারী,	
saurse,	সার্স,	সোর্স,	
charchito,	চার্চিত,	চর্চিত,	
meeting,	মেটিং,	মিটিং,	
nirapottamulok,	নিরপ্ততমূলক,	নিরাপত্তামূলক,	
sosoa,	শোষা,	শশা,	
pachhen,	পাছেন,	পাচ্ছেন,	
hugeke,	হুগেকে,	হিউজকে,	
halding,	হলিডিং,	হোল্ডিং,	
bruklin,	ব্রুক্লিন,	ব্রুকলিন,	
machera,	মাচেরা,	মাছেরা,	
salsa,	সালসা,	সালসা,	
laga,	লাগা,	লগ,	
aazadir,	আজাদীর,	আজাদীর,	
satarko,	সতর্ক,	সতর্ক,	
obharbheeu,	অভারভিউ,	ওভারভিউ,	
iub,	ইউব,	আইইউবি,	
proteesthar,	প্রতিষ্ঠার,	প্রতিষ্ঠার,	
machhsoho,	মাচসহ,	মাছসহ,	
shyutara,	স্যুটার,	শ্যুটার,	
pratistha,	প্রতিষ্ঠা,	প্রতিষ্টা,	
aalkatraa,	আলকত্রা,	আলকাতরা,	
mojlishpoor,	মোলিসপুর,	মজলিশপুর,	
tusho,	তুষ,	তুসো,	
sarbhaare,	সর্ভরে,	সার্ভারে,	
