female,	ফেমলে,	ফিমেল,	
shookna,	শুকনা,	শুকনা,	
obotar,	অবতার,	অবতার,	
otiteo,	অতিতেও,	অতীতেও,	
abosare,	অবসারে,	অবসরে,	
dhrubaker,	ধ্রুবকের,	ধ্রুবকের,	
mishal,	মিশাল,	মিশাল,	
sazano,	সাজানো,	সাজানো,	
habu,	হাবু,	হবু,	
breaqthrough,	ব্রেক্থারো,	ব্রেকথ্রু,	
abhijojan,	অভিজোজন,	অভিযোজন,	
choshon,	চশন,	চোষণ,	
heart,	হার্ট,	হার্ট,	
sothik,	সথিক,	সঠিক,	
shhayatana,	শায়াটন,	শয়তান,	
upobashee,	উপবাশী,	উপবাসী,	
agiboner,	আজীবনের,	আজীবনের,	
awatara,	আওটার,	অবতার,	
bisshasi,	বিশ্বাসী,	বিশ্বাসী,	
nariikei,	নারীকেই,	নারীকেই,	
laaisens,	লাইনেস্স,	লাইসেন্স,	
seekkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
udbhabani,	উদ্ভবনী,	উদ্ভাবনী,	
baasate,	বাসাতে,	বাসাতে,	
shithilotar,	শিথিলতার,	শিথিলতার,	
abhinetar,	অভিনেতার,	অভিনেতার,	
abhiyojan,	অভিযোজন,	অভিযোজন,	
hajeerhat,	হাজিরহাট,	হাজিরহাট,	
transapharma,	ট্রান্সফোর্ম,	ট্রান্সফর্ম,	
kobootorer,	কবতরের,	কবুতরের,	
songhar,	সংঘর,	সংহার,	
hazirhaat,	হাজিরহাট,	হাজিরহাট,	
samoshti,	সমস্তি,	সমষ্টি,	
ting,	টিং,	টিং,	
chhani,	ছানী,	ছানি,	
bhabuk,	ভাবুক,	ভাবুক,	
definitian,	ডেফিনিশন,	ডেফিনেশন,	
parshwey,	পার্সবে,	পার্শ্বে,	
faase,	ফাসে,	ফাঁসে,	
masey,	মাসে,	মাসে,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
udbhaboney,	উদ্ভবনে,	উদ্ভাবনে,	
barnis,	বার্নিস,	বার্নিশ,	
hurricane,	হারিকেন,	হ্যারিকেন,	
asamorthito,	অসামর্থিত,	অসমর্থিত,	
diana,	ডায়ন,	ডায়না,	
horidare,	হরিদারে,	হরিদ্বারে,	
siddhantoke,	সিদ্ধানতকে,	সিদ্ধান্তকে,	
vastubad,	বাস্তুবাদ,	বস্তুবাদ,	
siddhantake,	সিদ্ধানতাকে,	সিদ্ধান্তকে,	
subadey,	সুবাদে,	সুবাদে,	
chanu,	চানু,	চানু,	
niuroolaji,	নিউকোলজি,	নিউরোলজি,	
roktokhoron,	রক্তকর্ষণ,	রক্তক্ষরণের,	
chhooteer,	ছুটির,	ছুটির,	
sylvi,	সিলভি,	সিলভি,	
jeans,	জেন্স,	জিন্স,	
sompadon,	সম্পাদন,	সম্পাদন,	
jonesh,	জনেস,	জোন্স,	
chintaikari,	চিনতাইকারী,	ছিনতাইকারী,	
vabotarini,	ভবতারীণী,	ভবতারিণী,	
lajika,	লাজিক,	লজিক,	
poner,	পণের,	পনের,	
cakee,	কেক,	কেকে,	
dormitory,	ডর্মিটরি,	ডরমিটরি,	
pragreesa,	প্রগ্রেস,	প্রগ্রেস,	
bandhuke,	বন্ধুকে,	বন্ধুকে,	
kaner,	কানের,	কনের,	
aameenaar,	আমিনার,	আমিনার,	
shiqha,	শিখা,	শিখ,	
bhandar,	ভান্ডার,	ভাণ্ডার,	
sachetanvabe,	সচেতনভাবে,	সচেতনভাবে,	
nortokike,	নর্তকীকে,	নর্তকীকে,	
rubala,	রুবালা,	রুবল,	
iub,	ইউব,	আইইউবি,	
boshoborti,	বসবর্তি,	বশবর্তী,	
horipoor,	হরিপুর,	হরিপুর,	
oitijje,	ঐতিজ্যে,	ঐতিহ্যে,	
gorer,	গরের,	গোরের,	
orohan,	অরোহন,	ওরহান,	
bii,	বিই,	বি,	
vugoley,	ভুগোলে,	ভূগোলে,	
iuqyaliptasa,	উক্যালিপ্টস,	ইউক্যালিপ্টাস,	
samudratatey,	সমুদ্রততে,	সমুদ্রতটে,	
vabook,	ভাবুক,	ভাবুক,	
bagey,	বাগে,	বাগে,	
chenza,	চেঞ্জা,	চেঞ্জ,	
laicenshe,	লেইনেস্স,	লাইসেন্স,	
prosadhoni,	প্রসাধনই,	প্রসাধনী,	
durgotsab,	দুর্গসবা,	দুর্গোৎসব,	
motion,	মোনন,	মোশন,	
raagkey,	রাগকে,	রাগকে,	
kredit,	ক্রেডিট,	ক্রেডিট,	
bissashii,	বিশ্বাসী,	বিশ্বাসী,	
ameerica,	আমেরিকা,	আমেরিকা,	
gafeeloti,	গেফেলটি,	গাফিলতি,	
musalmanderke,	মুসলমন্দকের,	মুসলমানদেরকে,	
talgaachh,	তালগছ,	তালগাছ,	
cheesa,	চেশ,	চেস,	
nartana,	নার্টন,	নর্টন,	
kumari,	কুমারি,	কুমারী,	
brindaa,	বৃর্ড্ড,	বৃন্দা,	
futbolarder,	ফুটবলারদের,	ফুটবলারদের,	
chironton,	চিরন্তন,	চিরন্তন,	
sudha,	সুধ,	সুধা,	
mitro,	মিত্র,	মিত্রও,	
besuro,	বেশুরো,	বেসুর,	
bibad,	বিবদ,	বিবাদ,	
bonvumi,	বনভূমি,	বনভূমি,	
grambasio,	গ্রাম্বাশিও,	গ্রামবাসীও,	
mutar,	মুটার,	মুতার,	
jillul,	জিলুল,	জিল্লুল,	
nirmankaaj,	নির্মাণকাজ,	নির্মাণকাজ,	
gaddafi,	গাদ্যাপী,	গাদ্দাফী,	
nirbaaho,	নির্বাহ,	নির্বাহ,	
cheekitsar,	চিকিৎসার,	চিকিত্সার,	
rajbandi,	রাজবন্দী,	রাজবন্দী,	
inphormation,	ইনফোরমেশন,	ইনফরমেশন,	
birishirite,	বিরিশিরিতে,	বিরিশিরিতে,	
ishton,	ইস্টন,	স্টোন,	
probhuder,	প্রভুদের,	প্রভুদের,	
chheelonaa,	ছিলনা,	ছিলনা,	
neelkamal,	নীলকমল,	নীলকমল,	
kanflikt,	কনপ্লিক্ট,	কনফ্লিক্ট,	
satjan,	সতজন,	সাতজন,	
utsaho,	উত্সাহ,	উৎসাহ,	
shilver,	শিলভের,	সিলভার,	
armstrong,	আর্স্ট্রোং,	আর্মস্ট্রং,	
leetara,	লেটার,	লেটার,	
omitrakkhor,	অমিত্রক্ষর,	অমিত্রাক্ষর,	
udar,	উদার,	উদর,	
shapod,	সাপদ,	শ্বাপদ,	
vedanta,	ভেদন্ত,	বেদান্ত,	
sangkulan,	সংকুলন,	সংকুলান,	
kyatagorir,	ক্যাতাগরীর,	ক্যাটাগরির,	
roomantic,	রোমান্টিক,	রোমান্টিক,	
mit,	মিত,	এমআইটি,	
niropekshtar,	নিপরেক্সটার,	নিরপেক্ষতার,	
bhabatarini,	ভবতারীণী,	ভবতারিণী,	
bbonyopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
beda,	বেদ,	বেদ,	
aastikotaa,	অস্তিকতা,	আস্তিকতা,	
ajimpoor,	আজিমপুর,	আজিমপুর,	
dayna,	ডাইন,	ডায়না,	
kabutorer,	কবুতরের,	কবুতরের,	
azaadeer,	আজাদীর,	আজাদীর,	
jakkher,	যক্ষের,	যক্ষের,	
panthaar,	পা্ঠার,	পন্থার,	
shukraanoo,	শুক্রাণু,	শুক্রানু,	
akpashe,	অকপাশে,	একপাশে,	
fuda,	ফুড,	ফুড,	
brindo,	বৃর্ণ্ড,	বৃন্দ,	
mastars,	মাস্টার্স,	মাস্টার্স,	
shaattoki,	সাত্তকী,	সাত্যকি,	
thar,	থার,	থর,	
kortaa,	করতা,	করতা,	
atorkitey,	আতরকিতে,	অতর্কিতে,	
konruup,	কোনুপ,	কোনরূপ,	
thanvee,	থাঁভী,	থানভী,	
byan,	ব্যান,	ব্যাং,	
mohakobi,	মহাকবি,	মহাকবি,	
yatharthabhabe,	যথার্থভাবে,	যথার্থভাবে,	
purohitke,	পুরোহিতকে,	পুরোহিতকে,	
tegara,	তেগার,	টাইগার,	
jyesthaa,	জেস্থ্যা,	জ্যেষ্ঠা,	
jaunotar,	যৌনতার,	যৌনতার,	
mukhomaundoley,	মুখমমন্ললে,	মুখমণ্ডলে,	
zonite,	জনিতে,	যোনীতে,	
kodti,	কদটি,	কোডটি,	
steitt,	স্টেট,	স্টেইট,	
aaeereshe,	আইরেশে,	আইরেসে,	
tenisha,	টেনিস,	টেনিস,	
nirapattamulok,	নিরতপতমমূলক,	নিরাপত্তামূলক,	
sahosikotaar,	সহসিকতার,	সাহসিকতার,	
gejeted,	গেজেটেড,	গেজেটেড,	
laishensh,	লেসেন্স,	লাইসেন্স,	
poricchonnota,	পরিচ্ধন্নতা,	পরিচ্ছন্নতা,	
logic,	লোগিক,	লজিক,	
laishenshim,	লেসেন্সিং,	লাইসেন্সিং,	
udbodhony,	উদ্বোধনী,	উদ্বোধনী,	
debate,	দেবাতে,	ডিবেট,	
betsman,	বেটসম্যান,	ব্যাটসম্যান,	
liceensee,	লিসেন্স,	লাইসেন্স,	
shekend,	সেকেন্ড,	সেকেণ্ড,	
karpet,	কর্পট,	কার্পেট,	
enjineers,	এঞজানির্স,	ইঞ্জিনিয়ার্স,	
conphlict,	কনফেল্ক্ট,	কনফ্লিক্ট,	
esoosiyetasa,	এসোসিয়েটস,	এসোসিয়েটস,	
abheedhanik,	অভিধানিক,	অভিধানিক,	
beildaar,	বেলদার,	বিল্ডার,	
modeler,	মোদেলের,	মডেলের,	
alympic,	অ্যালেপিক,	অলিম্পিক,	
chorbon,	চর্বন,	চর্বন,	
bairey,	বৈরে,	বাইরে,	
dharabahikvabey,	ধারাবিখিবাবে,	ধারাবাহিকটি,	
resort,	রেসোর্ট,	রিসোর্ট,	
shantaa,	শান্ত,	সান্তা,	
jacq,	জক,	জ্যাক,	
raeets,	রাইটস,	রাইটস,	
dipan,	দীপন,	দীপন,	
parisankhanvid,	পরিসংখ্্যিন,	পরিসংখ্যানবিদ,	
grameroi,	গ্রামেরই,	গ্রামেরই,	
angshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
sabrakamer,	সবরককের,	সবরকমের,	
kodom,	কদম,	কদম,	
meshenjar,	মেশেনজার,	মেসেঞ্জার,	
prapoker,	প্রাপকের,	প্রাপকের,	
turkameena,	তুরকমমইন,	তুর্কমেন,	
debete,	দেবেতে,	ডিবেট,	
dikpal,	ডিকপল,	দিকপাল,	
fanda,	ফান্ড,	ফান্ড,	
hajarti,	হাজার্টি,	হাজারটি,	
poste,	পোস্টে,	পোষ্টে,	
orrgho,	অর্গ,	অর্ঘ্য,	
sekarane,	সেকারে,	সেকারণে,	
danab,	দানাব,	দানব,	
ewer,	ইভর,	এভার,	
antarvuktimulak,	অন্তর্ভুমুকূলক,	অন্তর্ভুক্তিমূলক,	
gyandaas,	জ্ঞ্নাডাস,	জ্ঞানদাস,	
sachetan,	সচেতন,	সচেতন,	
manushey,	মানুসে,	মানুষে,	
sothikata,	সথীকাটা,	সঠিকতা,	
mittrota,	মিত্রতা,	মিত্রতা,	
quarter,	কোর্টার,	কোয়ার্টার,	
karecho,	করেছ,	করেছ,	
vumij,	ভূমিজ,	ভূমিজ,	
okritokarjo,	অক্রতকরার্য,	অকৃতকার্য,	
monir,	মনির,	মনির,	
philipiner,	ফিলিপিনের,	ফিলিপাইনের,	
itastato,	ইতাস্টত,	ইতস্তত,	
postay,	পোস্টে,	পোস্টে,	
jarusalem,	জারুসালেম,	জেরুসালেম,	
bonnopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
purbanchaler,	পূর্বাঞ্চলের,	পূর্বাঞ্চলের,	
shangkulaan,	শঙ্কুলন,	সংকুলান,	
anisa,	অনিশ,	আনিস,	
black,	ব্লক,	ব্ল্যাক,	
grambaaseeo,	গ্রামবাশি,	গ্রামবাসীও,	
shita,	শীট,	সিট,	
chasee,	চাষী,	চেস,	
rokibul,	রকিবুল,	রকিবুল,	
byabaharkaree,	ব্যবহারকারী,	ব্যবহারকারী,	
mausumer,	মৌসুমের,	মৌসুমের,	
shtena,	স্টেন,	স্টেন,	
pramathesh,	প্রমেথ,	প্রমথেশ,	
dacope,	ডকপে,	দাকোপ,	
shaajaano,	সাজানো,	সাজানো,	
adhunik,	আধুনিক,	আধুনিক,	
ingrezeeteo,	ইংরেজিতেও,	ইংরেজিতেও,	
karadondo,	কারাদন্ড,	কারাদণ্ড,	
sane,	সনন,	সনে,	
orthat,	অর্থত,	অর্থাৎ,	
sangbadmadhyomgulote,	সংবাদদাধ্যগূল্তে,	সংবাদমাধ্যমগুলোতে,	
