armenan,	আর্মেনন,	আর্মেনিয়ান,	
ardasho,	আর্ডশ,	আর্দশ,	
istoone,	ইস্তুনে,	স্টোন,	
jameser,	জেমসের,	জেমসের,	
baiqa,	বৈইক,	বাইক,	
aarakani,	আরাকানী,	আরাকানী,	
angsogrohone,	অংশগ্রহণে,	অংশগ্রহনের,	
karmake,	কর্মকে,	কর্মকে,	
seekkhokder,	শিক্ষকদের,	শিক্ষকদের,	
definishhion,	ডিফিনশন,	ডেফিনেশন,	
cinematographer,	সিনেসাার্পের,	সিনেমাটোগ্রাফার,	
horas,	হোরাস,	হোরাস,	
jillool,	জিল্লুল,	জিল্লুল,	
thakey,	ঠেকে,	থাকে,	
laabonii,	লাবণই,	লাবনী,	
postake,	পোস্তকে,	পোস্টকে,	
koyeeri,	কয়েরি,	কোয়েরি,	
vasturyi,	ভস্তুরী,	বস্তুরই,	
hillse,	হিলসে,	হিলসে,	
plusey,	প্লাসে,	প্লাসে,	
bhagna,	ভগ্ন,	ভগ্ন,	
nothivookto,	নথিভুক্ত,	নথিভুক্ত,	
bamna,	বামনা,	বামনা,	
arthoneeti,	অর্থনিতি,	অর্থনীতির,	
par,	পার,	পাব,	
jerusalem,	জেরুরিমাম,	জেরুজালেম,	
arakdal,	আরককাল,	আরেকদল,	
ting,	টিং,	টিং,	
soinyosaho,	সৈন্যসহ,	সৈন্যসহ,	
vobotarini,	ভবতরাণীরী,	ভবতারিণী,	
aboshorer,	অবশরের,	অবসরের,	
shiqara,	শিকের,	শিকার,	
udbhabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
aasirbaad,	আশীরবাদ,	আশির্বাদ,	
zojyota,	যোজ্যতা,	যোজ্যতা,	
kanai,	কানাই,	কানাই,	
transcom,	ট্রান্সকম,	ট্রান্সকম,	
jeten,	যেতেন,	যেতেন,	
toroon,	তরুণ,	তরুন,	
dweepgoolo,	দ্বিপ্লোগুলো,	দ্বীপগুলো,	
tthela,	থেল,	ঠেলা,	
ganachiner,	গণচিনের,	গণচীনের,	
dephinesana,	ডেফিনিশন,	ডেফিনেশন,	
alexanderke,	আলেক্্সনাকদের,	আলেকজান্ডারকে,	
ralof,	রোফ,	রালফ,	
vaabnake,	ভাবনাকে,	ভাবনাকে,	
krishenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
sahokari,	সহকারি,	সহকারী,	
mosjidkey,	মসশিদকে,	মসজিদকে,	
wishnu,	ভিশ্নু,	বিষ্ণু,	
restaurant,	রেস্টোরান্ট,	রেষ্টুরেন্ট,	
rabe,	রবে,	রবে,	
pratista,	প্রতিষ্ট,	প্রতিষ্টা,	
eksapresana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
udvabaker,	উদ্ভাবকের,	উদ্ভাবকের,	
sheo,	সেও,	সেও,	
olimpiker,	অলিম্পিকের,	অলিম্পিকের,	
necker,	নেকের,	নেকের,	
vogiroth,	ভগীরথ,	ভগীরথ,	
sikhbe,	শিখবে,	শিখবে,	
heriser,	হেরিসের,	হ্যারিসের,	
vugoley,	ভুগলে,	ভূগোলে,	
mujibur,	মুজিবর,	মুজিবুর,	
obharbheeu,	ওভারভেও,	ওভারভিউ,	
bibecchyo,	বিবেচ্য,	বিবেচ্য,	
baarbaadoj,	বার্বাোজ,	বার্বাডোজ,	
fanse,	ফাঁসে,	ফাঁসে,	
atma,	আত্মা,	আত্ম,	
koro,	করো,	কর,	
shaapholler,	সফললের,	সাফল্যের,	
roomantic,	রোমনা্টিক,	রোমান্টিক,	
consarvation,	কনসারভেশন,	কনসারভেশন,	
ponjikaar,	পঞ্জিকার,	পঞ্জিকার,	
asietic,	এসিকেটিক,	এশিয়াটিক,	
metrapalitana,	মেট্রোপ্লানেটান,	মেট্রোপলিটন,	
asociatis,	অসোসিসাটিস,	এসোসিয়েটস,	
teennis,	তিনিশ,	টেনিস,	
mausumti,	মৌসম্ি,	মৌসুমটি,	
diares,	ডায়ারেস,	ডিআরএস,	
addabaaj,	আদ্যাবাজ,	আড্ডাবাজ,	
sumeetrar,	সুমিত্রার,	সুমিত্রার,	
piruzali,	পিরুজালি,	পিরুজালী,	
nobotomo,	নবতম,	নবতম,	
qirq,	কার্ক,	কার্ক,	
prakalpoguli,	প্রকালপলুলি,	প্রকল্পগুলি,	
blaker,	ব্লকের,	ব্ল্যাকের,	
hamburge,	হামব্রাগ্রে,	হামবুর্গে,	
ghoorte,	ঘুরতে,	ঘুরতে,	
siqhar,	শিখর,	শিকার,	
turqmen,	তারম্কেন,	তুর্কমেন,	
taaims,	টাইমস,	টাইমস্,	
ddebet,	দেবেত,	ডিবেট,	
suresh,	সুরেশ,	সুরেশ,	
monjiley,	মঞ্জিলে,	মঞ্জিলে,	
pujit,	পুজিত,	পুজিত,	
prottokkhovabe,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
sharok,	শরক,	স্মারক,	
krom,	ক্রম,	ক্রম,	
kolkarkhana,	কল্কার্থনা,	কলকারখানা,	
safin,	সেফিং,	সাফিন,	
manabsamajer,	মানবসমাজের,	মানবসমাজের,	
khogen,	খোগেন,	খগেন,	
charukala,	চারুকাল,	চারুকলা,	
koner,	কোণের,	কনের,	
prajanankal,	প্রজননককাল,	প্রজননকাল,	
hul,	হুল,	হুল,	
ajeej,	আজিজ,	আজিজ,	
muhommoder,	মুহম্মদের,	মুহম্মদের,	
niqela,	নিকেলা,	নিকেল,	
jonsha,	জনসা,	জোন্স,	
cheef,	চীফ,	শেফ,	
rushad,	রুশদ,	রুশদ,	
upobaasee,	উপবাসী,	উপবাসী,	
dharabahik,	ধারাবহিক,	ধারাবাহিক,	
neermolota,	নির্মলতা,	নির্মলতা,	
ponera,	পনেরা,	পনের,	
kanshat,	কাঁশাত,	কানসাট,	
karmosansthan,	কর্মসংস্থান,	কর্মসংস্থান,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
mirakela,	মিরোকেল,	মিরাকেল,	
motkey,	মোটকে,	মতকে,	
protijogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
torun,	তরুণ,	তরুন,	
roobi,	রুবি,	রুবি,	
enjineerinj,	এঞ্জিনেঞ্জ,	ইঞ্জিনিয়ারিং,	
daankaan,	ডাংকান,	ডানকান,	
susama,	সুসম,	সুসম,	
ghoshito,	ঘষিত,	ঘোষিত,	
danckan,	ডাকান,	ডানকান,	
tuku,	তুকু,	টুকু,	
noitikatabodh,	নৈতিকাবাধ,	নৈতিকতাবোধ,	
siite,	শিটে,	শীতে,	
sbaajan,	স্বজন,	স্বজন,	
kkomandar,	কমান্ডার,	কমাণ্ডার,	
lagchhe,	লাগ্ছে,	লাগছে,	
siddharther,	সিদ্রাথ্থের,	সিদ্ধার্থের,	
anadhikar,	আনাধিকার,	অনধিকার,	
shakara,	সকারা,	সকার,	
sakshatkarer,	সাক্ষাৎকারের,	সাক্ষাৎকারের,	
bisheshyer,	বিশেষের,	বিশেষ্যের,	
ganokontho,	গণকণ্ঠ,	গণকণ্ঠ,	
machsoho,	মাচসহ,	মাছসহ,	
byatarii,	ব্যাতারী,	ব্যাটারী,	
shithilata,	সিথিলতা,	শিথিলতা,	
eexpreession,	এক্সপ্রেশন,	এক্সপ্রেশন,	
lampot,	ল্যামপোট,	লম্পট,	
natneekey,	নাত্নীকে,	নাতনীকে,	
badei,	বাদেই,	বাদেই,	
joki,	জকি,	জকি,	
shpredshiit,	স্প্রেস্টি,	স্প্রেডশীট,	
udvaban,	উদ্ভবন,	উদ্ভাবন,	
palbongser,	পালবংশের,	পালবংশের,	
parshwey,	পারস্বে,	পার্শ্বে,	
pothon,	পথন,	পঠন,	
shelim,	সেলিম,	সেলিম,	
idaning,	ইডনিং,	ইদানিং,	
mosharroph,	মোশারফ,	মশাররফ,	
nopdnodir,	নপদ্নদীর,	নদনদীর,	
lainde,	লাইন্ডে,	ল্যান্ডে,	
janomukhee,	জনমুখী,	জনমুখী,	
bagdad,	বাগদাদ,	বাগদাদে,	
brittakarey,	বৃত্তকারে,	বৃত্তাকারে,	
sheekar,	শিকার,	শিকার,	
siddhantei,	সিদ্ধানটিই,	সিদ্ধান্তেই,	
kuery,	কুরি,	কোয়েরি,	
liceensing,	লাইসেনিং,	লাইসেন্সিং,	
ashonkai,	অসংকাই,	আশঙ্কাই,	
diibug,	দিবিগ,	ডিবাগ,	
vip,	ভীপ,	ভিআইপি,	
taruner,	তরুণের,	তরুণের,	
atmabiswasi,	আত্মািব্যাসীষী,	আত্মবিশ্বাসী,	
graambasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
baaiq,	বাইক,	বাইক,	
kheley,	খেলে,	খেলে,	
patochitrer,	পতচিত্রের,	পটচিত্রের,	
eiling,	এইএিং,	ইলিং,	
elakatikay,	এলাকটিক,	এলাকাটিকে,	
chherechhe,	ছেরেছে,	ছেড়েছে,	
janmaat,	জন্মাত,	জন্মাত,	
oitihyer,	ঐতিহ্যের,	ঐতিহ্যের,	
byaboharkari,	ব্যবহারকারি,	ব্যবহারকারী,	
taffsher,	টফসের,	তাফসীর,	
mozart,	মজার্ট,	মোজার্ট,	
aairese,	আইরেশে,	আইরেসে,	
direktareta,	ডিরেক্টরাট,	ডিরেক্টরেট,	
shartho,	সর্থ,	স্বার্থ,	
plainti,	প্লেনটি,	প্লেনটি,	
nongra,	নংগরা,	নোংরা,	
shita,	শীতা,	সিট,	
korkot,	করকট,	কর্কট,	
phirtee,	ফিরতি,	ফিরতি,	
probeshkari,	প্রবেষকারী,	প্রবেশকারী,	
chhanake,	ছানাকে,	ছানাকে,	
lyandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
patengar,	প্যাটাঞা,	পতেঙ্গার,	
elakatey,	এলাকাতে,	এলাকাতে,	
sorboshoktiman,	সর্বস্কতিমান,	সর্বশক্তিমান,	
direqtareta,	ডিরেক্টররট,	ডিরেক্টরেট,	
bbs,	বিএস,	বিবিএস,	
nothivookta,	নথিভুক্ত,	নথিভুক্ত,	
archimedeser,	আর্চিমেডের,	আর্কিমিডিসের,	
reefleex,	রাইফেলক্স,	রিফ্লেক্স,	
totokson,	ততক্ষণ,	ততক্ষন,	
hizrii,	হিজরি,	হিজরী,	
kolahol,	কলাহল,	কোলাহল,	
diyares,	ডায়ারেস,	ডিআরএস,	
majdur,	মজদুর,	মজদুর,	
kanasarabheshana,	কনসারভেশন,	কনসারভেশন,	
solil,	সলিল,	সলিল,	
kompito,	কম্পিত,	কম্পিত,	
jilyand,	জিল্যান্ড,	জিল্যান্ড,	
hoila,	হইল,	হইল,	
karo,	কারও,	কারো,	
ekoirokom,	একরিকম,	একইরকম,	
odhit,	অধিত,	অধীত,	
ghatiti,	ঘাতিটি,	ঘাঁটিটি,	
karloosa,	কার্লোস,	কার্লোস,	
angkush,	অঙ্কুষ,	অংকুশ,	
bandi,	বান্ডি,	বন্দী,	
olympic,	অল্মিপিক,	অলিম্পিক,	
gudamjaato,	গুদমাজাত,	গুদামজাত,	
niketon,	নিকেতন,	নিকেতন,	
bhyatikaner,	ভ্যতিকানের,	ভ্যাটিকানের,	
beshirbhagi,	বেশীরভাগই,	বেশিরভাগই,	
kaalniir,	কালনীর,	কালনীর,	
bang,	ব্যাং,	ব্যাং,	
otyacharer,	অত্যাচারের,	অত্যাচারের,	
oncholshomuh,	অঞ্চলসমূহ,	অঞ্চলসমূহ,	
aaloteo,	আলতেও,	আলোতেও,	
poste,	পোস্টে,	পোষ্টে,	
dikpal,	ডিকপাল,	দিকপাল,	
shangkaloner,	সংকলানের,	সংকলনের,	
sanaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
unitsaho,	ইউনিতাসহ,	ইউনিটসহ,	
chetna,	চেতনা,	চেতনা,	
dharabahikti,	ধরাবাহিক্তি,	ধারাবাহিকটি,	
poorbancholer,	পূর্বাঞ্চলের,	পূর্বাঞ্চলের,	
showte,	শোটে,	শোতে,	
charrjar,	চারজার,	চার্জার,	
geza,	গেজ,	গেজ,	
vushi,	ভূষী,	ভুষি,	
punch,	পাঞ্চ,	পুঞ্চ,	
horinner,	হরিনের,	হরিণের,	
harees,	হারিস,	হ্যারিস,	
jhalkathy,	ঝালকাঠি,	ঝালকাঠী,	
badhano,	বাধানো,	বাঁধানো,	
udbodhoney,	উদ্বোধনে,	উদ্বোধনে,	
ashociatesh,	অসোকিস্টেস,	এসোসিয়েটস,	
gaddafi,	গাদ্যুফি,	গাদ্দাফী,	
rokshonbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
turkmeen,	তারকমিন,	তুর্কমেন,	
protyokkhovabey,	প্রত্যক্ষভাবে,	প্রত্যক্ষভাবে,	
gezetted,	গেজেটাদ,	গেজেটেড,	
