nirmaankaj,	নির্মাঙ্জক,	নির্মাণকাজ,	
bonbhumite,	বন্ভূমিতে,	বনভূমিতে,	
lutheren,	লুথারেন,	লুথেরান,	
societyke,	সকিটেকে,	সোসাইটিকে,	
toroni,	তরণী,	তরণী,	
shartho,	শর্থ,	স্বার্থ,	
hondurus,	হন্দুরু,	হন্ডুরাস,	
helloin,	হেললইন,	হ্যালোইন,	
moushumeo,	মৌসুমে,	মৌসুমেও,	
popke,	পপকে,	পোপকে,	
tunar,	তুনার,	টিউনার,	
pubancholer,	পুবঙ্ঘলের,	পূর্বাঞ্চলের,	
cho,	চো,	ছোঁ,	
ragee,	রাগী,	রাগী,	
nothivuktir,	নথিভুক্তির,	নথিভুক্তির,	
utkhater,	উত্খাতের,	উৎখাতের,	
thelyanda,	থেল্যান্ড,	থাইল্যান্ড,	
granthoti,	গ্রন্থটি,	গ্রন্থটি,	
bashite,	বাশিতে,	বাঁশিতে,	
shekend,	সেকেন্ড,	সেকেণ্ড,	
artilery,	অর্টিলির,	আর্টিলারি,	
dwibidh,	দ্ববিধ,	দ্বিবিধ,	
satarkabhabe,	সততরকভাবে,	সতর্কভাবে,	
akshoti,	আকষ্তি,	একশোটি,	
poripake,	পরিপাকে,	পরিপাকে,	
sakara,	সকারা,	সাকার,	
soshorire,	শশরীরে,	সশরীরে,	
jemi,	জেমি,	জেমি,	
hyarikeena,	হ্যারিকেন,	হ্যারিকেন,	
promosioney,	প্রমশেনে,	প্রোমোশনে,	
shikkhakke,	শিক্ষাকে,	শিক্ষককে,	
cholechi,	চলেছি,	চলেছি,	
guzob,	গুজব,	গুজব,	
ekoghore,	একঘরে,	একঘরে,	
laaiseens,	লাইসেন্স,	লাইসেন্স,	
arke,	আর্কে,	আরকে,	
makhmale,	মাখমালে,	মখমলে,	
naditir,	নাদিতির,	নদীটির,	
samannoi,	সমন্নী,	সামান্যই,	
bosanta,	বসন্ত,	বসন্ত,	
shahabike,	সাহাবীকে,	সাহাবীকে,	
maila,	মাইল,	মাইল,	
miitar,	মিতার,	মিত্র,	
abheedhaanic,	অভিনানিক,	অভিধানিক,	
jeebonjapon,	জীবনপপন,	জীবনযাপন,	
naitikata,	নৈতিকতা,	নৈতিকতা,	
kaalki,	কালকি,	কালকি,	
alankorana,	আলঙ্করণ,	অলঙ্করণ,	
allubokhara,	আল্লবভারা,	আলুবোখারা,	
carymb,	কারম্ব,	করিম,	
cholchhee,	চলছি,	চলছে,	
snaipara,	স্ইনার,	স্নাইপার,	
taurist,	তারিস্ট,	টুরিস্ট,	
scholarship,	স্লোলার্শিপ,	স্কলারশিপ,	
bhramankale,	ভ্রামণকালে,	ভ্রমণকালে,	
bhejaano,	ভেজানো,	ভেজানো,	
emeritus,	এমেরিটস,	এমিরেটাস,	
haraten,	হারাটেন,	হারাতেন,	
marketing,	মার্কেটিং,	মার্কেটিং,	
venise,	ভেনিসে,	ভেনিসে,	
tahalo,	তাহালো,	তাহলো,	
zeland,	জেলান্ড,	জিল্যান্ড,	
bonvumi,	বন্ভূমি,	বনভূমি,	
netherland,	নেটারল্ডান্ড,	নেদারল্যান্ড,	
miraclee,	মারাক্লি,	মিরাকেল,	
shahabah,	সহবাহ,	সাহাবাহ,	
chhootite,	ছুটিতে,	ছুটিতে,	
platoo,	প্লাটো,	প্লেটো,	
sobrokomer,	সব্রকমের,	সবরকমের,	
peri,	পেরি,	পেরি,	
clintoner,	ক্লিন্টনের,	ক্লিনটনের,	
spredasita,	স্প্রেপেডিত,	স্প্রেডশীট,	
azimkey,	আজিমকে,	আজিমকে,	
serup,	সেরুপ,	সেরূপ,	
krisenta,	ক্রিসেন্ট,	ক্রিসেন্ট,	
kemone,	কেমেে,	কেমনে,	
pooloo,	পোলো,	পোলো,	
rifleks,	রিফলেক,	রিফ্লেক্স,	
samavesh,	সমমেশ,	সমাবেশ,	
pachhi,	পাঁচী,	পাচ্ছি,	
beeswaske,	বিশ্বাসকে,	বিশ্বাসকে,	
ukeliptas,	উকলিপেল্স,	ইউক্যালিপ্টাস,	
jackson,	জাকসন,	জ্যাকসন,	
akkash,	আক্ষাস,	আককাস,	
phastara,	ফাস্তার,	ফস্টার,	
protijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
suchorita,	সুচরিত,	সুচরিতা,	
jandrel,	জন্ড্রেল,	জাঁদরেল,	
horeedware,	হরিদ্বরে,	হরিদ্বারে,	
thai,	থাই,	থাই,	
bhenis,	ভেনিস,	ভেনিস,	
bhugol,	ভুগল,	ভূগোল,	
oparogota,	অপরগাত,	অপারগতা,	
atmabishvashi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
ahollar,	আহলার,	অহল্যার,	
digreer,	ডিগ্রির,	ডিগ্রির,	
valobasakey,	ভাবাসাবকে,	ভালোবাসাকে,	
mosharrof,	মশারর্ফ,	মশাররফ,	
dip,	ডিপ,	দীপ,	
alonkaran,	আলনকরণ,	অলঙ্করণ,	
footballerder,	ফোটবাল্দারের,	ফুটবলারদের,	
uipokar,	উপিকার,	উইপোকার,	
muhammadi,	মহুম্দি,	মুহাম্মদী,	
abahon,	অবহন,	আবাহন,	
duckticket,	ডাকটিক্ট,	ডাকটিকিট,	
shpreadshhiit,	স্প্রপিদ্যেটি,	স্প্রেডশীট,	
sane,	সানে,	সনে,	
aashtikota,	আস্তিকততা,	আস্তিকতা,	
omorendro,	অমরেন্দ্র,	অমরেন্দ্র,	
korta,	কর্তা,	করতা,	
shashoto,	শাষত,	শাশ্বত,	
conservation,	কন্সেরভেশন,	কনসারভেশন,	
areek,	আরিক,	আরিক,	
zuktorastreo,	যুক্ততরস্ত্রে,	যুক্তরাষ্ট্রেও,	
itostato,	ইতস্তত,	ইতস্তত,	
formet,	ফরমেট,	ফরম্যাট,	
odhito,	অধিত,	অধীত,	
flux,	ফ্লাক্স,	ফ্লাস্ক,	
foreks,	ফরেক্স,	ফরেক্স,	
mosjid,	মস্জিদ,	মসজিদ,	
chootite,	চুটিতে,	ছুটিতে,	
abhidhaneek,	অভিধানিক,	অভিধানিক,	
besuro,	বেসুরো,	বেসুর,	
panthar,	পান্থার,	পন্থার,	
sarboporee,	সর্বপররী,	সর্বোপরী,	
venus,	ভেনুস,	ভেনাস,	
kattar,	কততার,	কট্টর,	
chhatta,	ছতত্ব,	ছোট্ট,	
ekoirakom,	একোরোমক,	একইরকম,	
ddebet,	ড্বেবেত,	ডিবেট,	
lyande,	ল্যান্ডে,	ল্যান্ডে,	
gandhiike,	গান্ধীকে,	গান্ধীকে,	
eenjeel,	ইনজিল,	ইঞ্জিল,	
juktarashtrer,	যুক্তরাস্ত্রের,	যুক্তরাষ্ট্রের,	
jestha,	জেস্থ,	জ্যেষ্ঠা,	
sasharire,	সাশরীরে,	সশরীরে,	
pathachari,	পাঠাচারী,	পথচারী,	
chirontan,	চিরন্তন,	চিরন্তন,	
maddhuri,	মধ্ধুরী,	মাধুরী,	
asantos,	অসান্তস,	অসন্তোষ,	
vangchur,	ভঙ্চুর,	ভাংচুর,	
dhyanastha,	ধ্যান্থস্থ,	ধ্যানস্থ,	
purbanchale,	পূর্বাঞ্চলে,	পূর্বাঞ্চলে,	
jakkha,	যক্ষা,	যক্ষ,	
monur,	মনুর,	মনুর,	
chitronatyakar,	চিত্রনত্যাতকার,	চিত্রনাট্যকার,	
safalyer,	সাফালের,	সাফল্যের,	
astikra,	অস্তিক্র,	আস্তিকতা,	
mehonoti,	মহননিতি,	মেহনতি,	
steena,	স্টিন,	স্টেন,	
agahir,	অগাহীর,	অগভীর,	
markeetim,	মার্কেটিং,	মার্কেটিং,	
gheshei,	ঘেষেই,	ঘেঁষেই,	
digreeo,	ডিগ্রি,	ডিগ্রিও,	
jakkho,	যক্ষ,	যক্ষ,	
pisach,	পিসা,	পিশাচ,	
tahalei,	তাহালে,	তাহলেই,	
veedanta,	ভেদন্ত,	বেদান্ত,	
jaandrel,	জন্ড্রেল,	জাঁদরেল,	
teestaar,	টিস্টার,	তিস্তার,	
juktorashtreo,	যুক্ততরর্ত্রে,	যুক্তরাষ্ট্রেও,	
noitikotabodh,	নৈতিতাবকোধ,	নৈতিকতাবোধ,	
definishian,	ডেফিনিয়েশন,	ডেফিনেশন,	
ghoomachhe,	ঘোমাচে,	ঘুমাচ্ছে,	
mulgoto,	মুগত,	মূলগত,	
everest,	এভেরেস্ট,	এভারেস্টে,	
dibate,	ডিবাতে,	ডিবেট,	
kansat,	কনস্ট,	কানসাট,	
shastra,	সাস্ত্র,	শাস্ত্র,	
sampadon,	সম্পাদন,	সম্পাদন,	
cheere,	চিরে,	চিরে,	
basaake,	বাসাকে,	বাসাকে,	
ceramics,	ক্রামামিক,	সিরামিকস,	
wodka,	উবকা,	ভদকা,	
uparjan,	উপর্জান,	উপার্জন,	
osthisondhi,	অস্তিধিধ্নী,	অস্থিসন্ধি,	
kadorer,	কাদরের,	কদরের,	
itostata,	ইতস্ততা,	ইতস্তত,	
vagadada,	ভাগাদা,	বাগদাদ,	
anchalti,	অন্চল্তি,	অঞ্চলটি,	
zeebonjapon,	জীবনপপন,	জীবনযাপন,	
ponnee,	পন্যী,	পন্নী,	
palteche,	পালেছে,	পাল্টেছে,	
suri,	সুরী,	সুরি,	
schalastic,	সাকালসস্টিক,	স্কলাস্টিক,	
noiteekotar,	নৈতিকতার,	নৈতিকতার,	
ajijoor,	অজিজুর,	আজিজুর,	
faj,	ফাজ,	ফাজ,	
pra,	প্রা,	প্রো,	
azibonoer,	অজীবনের,	আজীবনের,	
ronodeep,	রনোদিপ,	রণদীপ,	
suporichiti,	সুপুরিচিতি,	সুপরিচিতি,	
pratisthasoho,	প্রতিষ্ঠাসহ,	প্রতিষ্ঠাসহ,	
anchalgulir,	অন্চাগলুলির,	অঞ্চলগুলির,	
ghesei,	ঘেসেই,	ঘেঁষেই,	
neurolojy,	নিউরোজজি,	নিউরোলজি,	
suddeen,	সুদ্নীন,	সাডেন,	
chhani,	ছননি,	ছানি,	
ghotleyo,	ঘটলে,	ঘটলেও,	
durgotshober,	দুর্তবস্গের,	দুর্গোৎসবে,	
jeess,	জিস,	জেস,	
chamke,	চামকে,	চমকে,	
taantira,	তান্তিরা,	তাঁতিরা,	
dharagulo,	ধরাগুলো,	ধারাগুলো,	
mitro,	মিত্র,	মিত্রও,	
azaadeer,	আজাদীর,	আজাদীর,	
sanaktokaraner,	সননকত্রণের,	সনাক্তকরণের,	
protizogiira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
olimpiker,	অলিমপিকের,	অলিম্পিকের,	
bipajjanak,	বিজাজনকা,	বিপজ্জনক,	
bikargrasta,	বিকারগার্স্ট,	বিকারগ্রস্ত,	
reshidensha,	রেশেদেন্স,	রেসিডেন্স,	
otyacharer,	অত্যাচারের,	অত্যাচারের,	
ruble,	রাবলে,	রুবল,	
jolbe,	জলবে,	জ্বলবে,	
koordira,	কোর্দিরা,	কুর্দিরা,	
antorvukto,	অন্তরভুক্ত,	অন্তর্ভুক্ত,	
floodlighter,	ফ্লোলোলেটের,	ফ্লাডলাইটের,	
akten,	আকতেন,	অকটেন,	
onodhikar,	অনধিকার,	অনধিকার,	
sheekarer,	শিকারের,	শিকারের,	
euror,	ইউরোর,	ইউরোর,	
anyoroop,	অন্যপরর,	অন্যরূপ,	
orthonitikey,	অর্থননিতকে,	অর্থনীতিকে,	
timathi,	তিমাথি,	টিমোথি,	
aamontrito,	আমন্তৃত,	আমন্ত্রিত,	
poricchonnota,	পরিচন্চনতা,	পরিচ্ছন্নতা,	
shhip,	শিপ,	শিপ,	
aro,	আরো,	আরও,	
sarjur,	সর্জুর,	সরযূর,	
jesha,	জেশা,	জেস,	
vatar,	ভাতার,	ভাতার,	
labonaktotar,	লবনাকততার,	লবণাক্ততার,	
byabaharkarike,	ব্যবহারারকে,	ব্যবহারকারীকে,	
iyaka,	ইয়াক,	ইয়াক,	
antarctica,	অন্তার্টিক্স,	অ্যান্টার্কটিকার,	
jaanaar,	জানার,	জানার,	
itastata,	ইতস্ততা,	ইতস্তত,	
ancholke,	অন্চলে,	অঞ্চলকে,	
moolgoto,	মোগত্ত,	মূলগত,	
muhammada,	মহাম্দা,	মুহাম্মদ,	
naagaalyand,	নাগাল্যান্ড,	নাগাল্যান্ড,	
bhaskar,	ভাস্কার,	ভাস্কর,	
baiqa,	বাইক,	বাইক,	
uddhritto,	উদ্ধৃত্ত,	উদ্ধৃত,	
debdebie,	দেবেদী,	দেবদেবী,	
horidar,	হরিদার,	হরিদ্বার,	
jeshtha,	জেষ্ঠ,	জ্যেষ্ঠা,	
janmaat,	জন্মতা,	জন্মাত,	
maudeler,	মাউদেলের,	মডেলের,	
damane,	ডামেনে,	দমনে,	
niro,	নিরো,	নির,	
abhidhaaneec,	অভিধানিক,	অভিধানিক,	
