bomkesh,	বোমকেশ,	ব্যোমকেশ,	
pader,	পদের,	প্যাডের,	
agomoner,	আগমনের,	আগমনের,	
cheef,	চিফ,	শেফ,	
syutara,	স্যুটার,	শ্যুটার,	
godamjat,	গদমামাত,	গুদামজাত,	
tenish,	টেনিস,	টেনিস,	
melborner,	মেলবার্নের,	মেলবোর্নের,	
ches,	চেষ,	চেস,	
protizogii,	প্রতিযোগী,	প্রতিযোগী,	
mookhomandol,	মুখমন্ডল,	মুখমণ্ডল,	
deputee,	দেপুতি,	ডেপুটি,	
ostader,	অষ্তাদের,	ওস্তাদের,	
daktikite,	ডাক্তিকটি,	ডাকটিকিটে,	
doobate,	দুবাতে,	ডুবাতে,	
kormokarer,	কর্মকারের,	কর্মকারের,	
dhhaaby,	ধাবী,	ঢাবি,	
patthkromer,	পাঠকর্মের,	পাঠক্রমের,	
prabhu,	প্রভূ,	প্রভু,	
urur,	উরুর,	উরুর,	
hoondayi,	হান্ডাই,	হুন্দাই,	
aarakaner,	আরাকানের,	আরাকানের,	
anyorup,	অন্যরূপ,	অন্যরূপ,	
sbatantrata,	স্বত্তরত্ত,	স্বতন্ত্রতা,	
khodeja,	খোদেজা,	খোদেজা,	
chetonagoto,	চিটানগত,	চেতনাগত,	
dhyanostho,	ধ্যান্স,	ধ্যানস্থ,	
shastra,	শ্বাত্র,	শাস্ত্র,	
silvar,	সিলভার,	সিলভার,	
hatochokito,	হত্যচকিত,	হতচকিত,	
poper,	পপার,	পোপের,	
mehonoti,	মেহনতী,	মেহনতি,	
saccer,	সেকার,	সকার,	
graambasio,	গ্রাম্বাসিও,	গ্রামবাসীও,	
konoroop,	কনোরুপ,	কোনরূপ,	
dajyo,	দজ্য,	দাহ্য,	
uporitale,	উপরিতালে,	উপরিতলে,	
mukhomaundoler,	মুখমান্দলের,	মুখমণ্ডলের,	
ray,	রে,	রায়,	
vejaano,	ভেজানো,	ভেজানো,	
ieub,	ইউএব,	আইইউবি,	
tochnochh,	তচ্নচ্চ,	তছনছ,	
mukhobondho,	মুখবন্ধ,	মুখবন্ধ,	
sahakari,	সহকারি,	সহকারী,	
fiksing,	ফিকিসিং,	ফিক্সিং,	
iyaka,	ইয়াক,	ইয়াক,	
poonch,	পোঁচ,	পুঞ্চ,	
mohish,	মহিশ,	মহিষ,	
naajee,	নাজী,	নাত্সি,	
asavya,	অসব্য,	অসভ্য,	
mohammadi,	মোহাম্মদী,	মুহাম্মদী,	
hugheske,	হাঘশেককে,	হিউজকে,	
ayantarqatiqa,	অ্যান্টরটিক,	অ্যান্টার্কটিকা,	
nirbahi,	নির্বাহী,	নির্বাহি,	
projanankaal,	প্রজননকাল,	প্রজননকাল,	
shikha,	শিখা,	শিখ,	
shcholastiq,	স্কলাস্টিক,	স্কলাস্টিক,	
shchalastic,	স্কলেস্টিক,	স্কলাস্টিক,	
chalta,	চলতা,	চালতা,	
byasalt,	ব্যাসল,	ব্যাসল্ট,	
sompadoner,	সম্পাদনের,	সম্পাদনের,	
jaanate,	জানাতে,	জানাতে,	
mousumeo,	মৌসমেও,	মৌসুমেও,	
ojuhat,	অজুহত,	অজুহাত,	
sumi,	সূমি,	সুমি,	
kaferderkey,	কাযারেডারকে,	কাফেরদেরকে,	
byatikromdhormi,	ব্যাতিক্রোড্রমী,	ব্যতিক্রমধর্মী,	
rajballav,	রাজবললাভ,	রাজবল্লভ,	
chiranton,	চিরান্তন,	চিরন্তন,	
durgotshober,	দুর্ঘটস্বের,	দুর্গোৎসবে,	
longhon,	লঙ্ঘন,	লংঘন,	
drissotir,	দৃশ্যটির,	দৃশ্যটির,	
lidara,	লিডার,	লিডার,	
jak,	যাক,	জাঁক,	
hepataitisa,	হেইপটিটিস,	হেপাটাইটিস,	
safin,	সেফিং,	সাফিন,	
progress,	প্রগ্রেস,	প্রগ্রেস,	
dolu,	দলু,	ডলু,	
faskari,	ফসকারি,	ফাঁসকারী,	
ajija,	আজিজা,	আজিজা,	
sibraj,	শিবরাজ,	শিবরাজ,	
nadike,	নাদিকে,	নদীকে,	
tobe,	তবে,	টবে,	
dinner,	দিনের,	ডিনার,	
shilbar,	শিলবার,	সিলভার,	
roja,	রোজা,	রোযা,	
jounatar,	যৌনতার,	যৌনতার,	
atmabishvashi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
shrichaitanyadev,	শ্রীচৈতনাদ্যে,	শ্রীচৈতন্যদেব,	
chaudhurike,	চৌধুরিকে,	চৌধুরীকে,	
parinati,	পরিনতি,	পরিণতি,	
jhankaar,	ঝাঁকার,	ঝঙ্কার,	
khaamba,	খাম্বা,	খাম্বা,	
mataram,	মতারাম,	মাতরম,	
doonata,	দোনটা,	ডোনাট,	
bossonte,	বসনটে,	বসন্তে,	
byaboharkariyi,	ব্যবহারকারী,	ব্যবহারকারীই,	
udbodhony,	উদ্বধধনী,	উদ্বোধনী,	
aporishodhito,	অপরিশধিত,	অপরিশোধিত,	
sporsher,	স্পোর্সের,	স্পর্শের,	
bhootara,	ভোটার,	ভোটার,	
chherechhe,	ছেরেছে,	ছেড়েছে,	
vugol,	ভুগল,	ভূগোল,	
sobrakamer,	সব্রকমের,	সবরকমের,	
murrayir,	মুরারের,	ম্যারির,	
saarbhare,	সার্ভারে,	সার্ভারে,	
starc,	স্টার্ক,	স্টার্ক,	
dembakreeti,	ডিম্বাকৃতি,	ডিম্বাকৃতি,	
chalachchitroke,	চলচিত্রকে,	চলচ্চিত্রকে,	
koushalgato,	কৌশাগত,	কৌশলগত,	
shikarder,	শিকারদের,	শিকারদের,	
padarthabid,	পদার্থবিদ,	পদার্থবিদ,	
uddhrita,	উদ্ধৃত,	উদ্ধৃত,	
dormetoree,	ডরমেটরি,	ডরমিটরি,	
jemske,	জেমসকে,	জেমসকে,	
ovishangsan,	অভিশাসন,	অভিশংসন,	
transcom,	ট্রান্সকম,	ট্রান্সকম,	
saida,	সাইড,	সাইদা,	
amiratas,	অমেরাসাস,	এমিরেটাস,	
canflikt,	কায্প্লাক্ট,	কনফ্লিক্ট,	
udor,	উদর,	উদর,	
kruser,	ক্রুসের,	ক্রুশের,	
abhidhaneek,	অভিধানিক,	অভিধানিক,	
jworer,	জুবরের,	জ্বরের,	
nariikei,	নারীকেই,	নারীকেই,	
charukola,	চারুকালা,	চারুকলা,	
bhenama,	ভেনামা,	ভেনম,	
pronoti,	প্রণণী,	প্রণতি,	
reno,	রেন,	রেনো,	
kommatei,	কমাতেই,	কমাতেই,	
saoum,	সাউম,	সাওম,	
puzito,	পূজিত,	পুজিত,	
hishabke,	হিসাবকে,	হিসাবকে,	
dupleex,	ডাপলিক্স,	ডুপ্লে,	
milea,	মিলে,	মাইলে,	
salapheeta,	সালফাইট,	সালফেট,	
anchalsaha,	অঞ্চলসহ,	অঞ্চলসহ,	
azibon,	আজিবন,	আজীবন,	
khanonkaj,	খননকাজ,	খননকাজ,	
siqar,	সিকার,	শিকার,	
aqram,	একরাম,	আকরাম,	
swartha,	স্বর্থ,	স্বার্থ,	
shanta,	সন্ত,	সান্তা,	
machhder,	মাচদের,	মাছদের,	
bhalobasen,	ভালবাসেন,	ভালোবাসেন,	
zeebonjaapon,	জীবনকান,	জীবনযাপন,	
amanisa,	অমানিস,	অমানিশা,	
gheshe,	ঘেষে,	ঘেঁষে,	
ooindos,	উইন্ডস,	উইন্ডোস,	
pirujali,	পিরুজালি,	পিরুজালী,	
kompeeto,	কম্পিত,	কম্পিত,	
shannal,	সান্নাল,	সান্যাল,	
leta,	লেট,	ল্যাটা,	
kiuti,	কিউটি,	কিউটি,	
iqbaler,	ইকবালের,	ইকবালের,	
plusey,	প্লাসে,	প্লাসে,	
batikromshali,	ব্যাতিক্রমসালী,	ব্যতিক্রমধর্মী,	
jaubanbati,	যৌবনবাতী,	যৌবনবতী,	
leetara,	লেটার,	লেটার,	
economeeks,	ইকোনমিক্স,	ইকোনমিকস,	
sakkhatkarer,	সাক্ষাতকারের,	সাক্ষাত্কারের,	
narider,	নারীদের,	নারীদের,	
ancholgulote,	আঞ্চলগুলোতে,	অঞ্চলগুলোতে,	
bhromonkale,	ভ্রমণকালে,	ভ্রমণকালে,	
rajashri,	রাজস্রী,	রাজশ্রী,	
rekhapat,	রেক্ষপত,	রেখাপাত,	
oppohoron,	অপহরণ,	অপহরন,	
karadondey,	কারাদন্ডে,	কারাদণ্ডে,	
adhattik,	আধ্যাত্বিক,	আধ্যাত্মিক,	
madhoboir,	মাধবীর,	মাধবীর,	
sipa,	সিপ,	শিপ,	
code,	কোড,	কোড,	
pratisthanikvabey,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
tarasa,	তরর্স,	টেরেসা,	
nilkamol,	নীলকমমল,	নীলকমল,	
chirota,	চিরোটা,	চিরতা,	
muradpur,	মুরাদপুর,	মুরাদপুর,	
mookhomaundoler,	মুখমান্দলের,	মুখমণ্ডলের,	
okhhunno,	অক্ষুণ্ন,	অক্ষুণ্ণ,	
pratisthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
mitar,	মিটার,	মিত্র,	
nagaland,	নগললন্ড,	নাগাল্যান্ড,	
chhotogalpe,	ছোটোগল্পে,	ছোটগল্পে,	
shoochonakal,	শূচনাকাল,	সূচনাকাল,	
kriseenta,	ক্রীনেস্ট,	ক্রিসেন্ট,	
bhenasa,	ভেনসা,	ভেনাস,	
kurdider,	কুর্দিদের,	কুর্দিদের,	
maley,	মালে,	মালে,	
expressian,	এক্সপ্রেশন,	এক্সপ্রেশন,	
samajeri,	সমাজেরী,	সমাজেরই,	
sukhma,	সূখ্য,	সুক্ষ্ম,	
gononanatyo,	গণনানাট্য,	গণনাট্য,	
reefleex,	রাল্যাফক্স,	রিফ্লেক্স,	
ishiyatika,	ইসিসিক,	এশিয়াটিক,	
vabnake,	ভা্বনাকে,	ভাবনাকে,	
neerbachoker,	নির্বাচকের,	নির্বাচকের,	
shefard,	সেফার্ড,	শেফার্ড,	
maahe,	মাহে,	মাহে,	
shekende,	সেকেন্ডে,	সেকেন্ডে,	
debdeby,	দ্বেদবি,	দেবদেবী,	
kasper,	কা্পের,	ক্যাসপার,	
segulor,	সেগুলোর,	সেগুলোর,	
sangastha,	সংস্থা,	সংস্থা,	
noitikbhabey,	নৈতিকভাবে,	নৈতিকভাবে,	
gaddafii,	গাদ্াাই,	গাদ্দাফী,	
cantan,	ক্যানন,	ক্যান্টন,	
karmake,	কর্মকে,	কর্মকে,	
suri,	সুরি,	সুরি,	
chapal,	চ্যাপল,	চপল,	
artilari,	আর্টিলারি,	আর্টিলারি,	
tukroti,	তুকরতি,	টুকরোটি,	
lutheerana,	লুটারনা,	লুথেরান,	
dharagulor,	ধররগুলোর,	ধারাগুলোর,	
gaddaphii,	গাড্ডাফি,	গাদ্দাফী,	
elaka,	ললকা,	এলাকা,	
soomitrar,	সুমিত্রার,	সুমিত্রার,	
matt,	ম্যাট,	ম্যাট,	
kaamij,	কামিজ,	কামিজ,	
nutan,	নুটান,	নূতন,	
olympic,	অলিম্পিক,	অলিম্পিক,	
abolokon,	অবলকনন,	অবলোকন,	
oncholgulir,	অঞ্চলুগুলির,	অঞ্চলগুলির,	
kormosongsthaner,	কর্মসংস্থানের,	কর্মসংস্থানের,	
ceramiker,	চেরমাকের,	সিরামিকের,	
jolorong,	জলারং,	জলরঙ,	
kaaferderke,	কাফেরডারকে,	কাফেরদেরকে,	
markeetim,	মার্কেটিং,	মার্কেটিং,	
veemsen,	ভিমসেন,	ভীমসেন,	
procharonamoolok,	প্রচারানমূলক,	প্রচারণামূলক,	
siropadharii,	শিরপরাধীরি,	শিরোপাধারী,	
oncholsomuher,	অঞ্চলসমূহের,	অঞ্চলসমূহের,	
aalaaoler,	আলালের,	আলাওলের,	
spreeadshiit,	স্প্রেন্সিস,	স্প্রেডশীট,	
kumarir,	কুমারির,	কুমারীর,	
shfingtar,	স্মিংটার,	স্ফিংটার,	
doover,	দুভের,	ডোভার,	
adhattikotar,	আধ্যাতিকতার,	আধ্যাত্মিকতার,	
germanyteo,	জার্মানিতেও,	জার্মানিতেও,	
bhejano,	ভেজানো,	ভেজানো,	
mumtazer,	মুমতাজের,	মুমতাজের,	
bosturoi,	বস্তুরই,	বস্তুরই,	
laaisheesh,	লাইসিস,	লাইসেন্স,	
nake,	নাকে,	নেক,	
akkharke,	অক্ষরকে,	অক্ষরকে,	
eidaning,	এডেনিং,	ইদানীং,	
songastha,	সংসা্থ,	সংস্থা,	
machher,	মাছের,	মাছের,	
piruzali,	পিরুজালী,	পিরুজালী,	
