leta,	লত,	ল্যাটা,	
russad,	রুশাদ,	রুশদ,	
orthonitir,	অর্থনীতির,	অর্থনীতির,	
shikshakbrinda,	শিক্ষাবৃদ্ন,	শিক্ষকবৃন্দ,	
musolmanra,	মুসলমগ্নার,	মুসলমানরা,	
ghosito,	ঘষিত,	ঘোষিত,	
clintoner,	ক্লিনটেনর,	ক্লিনটনের,	
timur,	তিমুর,	তিমুর,	
astikota,	অস্তিকতা,	আস্তিকতা,	
kaferderkey,	কাফেরদেরকে,	কাফেরদেরকে,	
durvagyo,	দুর্ভাগ্য,	দূর্ভাগ্য,	
ministar,	মিনিস্টর,	মিনিস্টার,	
kas,	কাস,	কাস,	
siitei,	সীতেই,	শীতেই,	
jacq,	জ্ক,	জ্যাক,	
priimoo,	প্রীম,	প্রিমো,	
carlo,	কার্ল,	কার্লো,	
moushumeo,	মৌশমেও,	মৌসুমেও,	
difinishian,	ডিফিনিশন,	ডেফিনেশন,	
korechi,	করেছি,	করেছি,	
lotheran,	লথারার,	লুথেরান,	
procharona,	প্রচারনা,	প্রচারণা,	
armeeniyana,	আরমানিয়ান,	আর্মেনিয়ান,	
stonehenj,	স্টোনেয়েং,	স্টোনহেঞ্জ,	
prachandota,	প্রচন্দতা,	প্রচণ্ডতা,	
chomoski,	চমম্কি,	চমস্কি,	
ghumachhe,	ঘুমাছে,	ঘুমাচ্ছে,	
dep,	ডীপ,	ডেপ,	
riphleksa,	রেইফলক্স,	রিফ্লেক্স,	
songosthaner,	সংস্থানের,	সংস্থানের,	
feemalee,	ফেমলি,	ফিমেল,	
ebhara,	এভার,	এভার,	
taat,	তাত,	তাত,	
shuknaa,	শুকনা,	শুকনা,	
protijogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
lagchhe,	লাগছে,	লাগছে,	
brekthrough,	ব্রেক্্রাউফ,	ব্রেকথ্রু,	
eksathei,	একসাথেই,	একসাথেই,	
konagulo,	কোনগুলো,	কণাগুলো,	
konroop,	কোণরুপ,	কোনরূপ,	
namo,	নাম,	নমো,	
sharifpur,	শরিপুর,	শরিফপুর,	
auncholo,	অঞ্চল,	অঞ্চলও,	
statione,	স্টেশনে,	ষ্টেশনে,	
nisad,	নিশাদ,	নিষাদ,	
lumbini,	লিম্বিনী,	লুম্বিনী,	
madhobikey,	মাধবীকে,	মাধবীকে,	
niketaner,	নিকটেের,	নিকেতনের,	
saphalyar,	সাফল্যযার,	সাফল্যের,	
naaji,	নাজী,	নাত্সি,	
beshirbhaagei,	বেশিরভাগেই,	বেশিরভাগেই,	
bhangey,	ভঙ্গে,	ভাঙ্গে,	
mawdel,	মাউডেল,	মডেল,	
nirbaaho,	নির্বহ,	নির্বাহ,	
dayna,	ডাইন,	ডায়না,	
qoyeri,	কোয়েরি,	কোয়েরি,	
sotorkobhabe,	সত্রকাভাবে,	সতর্কভাবে,	
konphlict,	কনফিল্ট,	কনফ্লিক্ট,	
olimpik,	অলিম্পিক,	অলিম্পিক,	
ekghorey,	একঘরে,	একঘরে,	
soundarjyo,	সৌন্দর্য্য,	সৌর্ন্দয্য,	
chhatto,	ছটো,	ছোট্ট,	
akhandata,	আখন্দাতা,	অখণ্ডতা,	
monzile,	মঞ্জিলে,	মঞ্জিলে,	
rena,	রেন,	রেনো,	
barder,	বর্ডের,	বার্ডের,	
soommitrar,	সমমিত্রার,	সুমিত্রার,	
vezano,	ভেজানো,	ভেজানো,	
shector,	সেক্টর,	সেক্টর,	
bivonno,	বিভন্ন,	বিভন্ন,	
peoples,	পিপ্লেস,	পিপলস্,	
homesh,	হমেশ,	হোমস,	
upobasi,	উপবাসী,	উপবাসী,	
vashik,	ভাষিক,	ভাষিক,	
nogonyo,	নগন্য,	নগণ্য,	
manushi,	মানুসী,	মানুষী,	
soomo,	সমো,	সুমো,	
dwibidho,	দ্বিবিধ,	দ্বিবিধ,	
bissashii,	বিশ্বাসী,	বিশ্বাসী,	
bisnuu,	বিষ্ণু,	বিষ্ণু,	
utpotti,	উৎপত্তি,	উতপত্তি,	
purbancoler,	পূর্বাঙ্চলের,	পূর্বাঞ্চলের,	
selim,	সেলিং,	সেলিম,	
poste,	পোষ্টে,	পোষ্টে,	
utsahomulok,	উৎসাহলূক,	উৎসাহমূলক,	
michir,	মিচির,	মিচির,	
shcore,	স্কোর,	স্কোর,	
spreadshiit,	স্প্রিসিট,	স্প্রেডশীট,	
moshjidke,	মসজিদের,	মসজিদকে,	
gorjon,	গর্জন,	গর্জন,	
woter,	ওটার,	ভোটার,	
siddhantagulo,	সিদ্ধানাতগুলো,	সিদ্ধান্তগুলো,	
bujhleo,	বুঝলেও,	বুঝলেও,	
sossa,	শোষা,	শশা,	
drishtiheen,	দৃষ্টিহীন,	দৃষ্টিহীন,	
hajeerhatt,	হাজীহাাট,	হাজিরহাট,	
temoni,	টেমনি,	তেমনই,	
korlei,	করলে,	করলেই,	
noitikatabodh,	নৈতিক্থাদ,	নৈতিকতাবোধ,	
keuoi,	কিউই,	কেউই,	
aaloteo,	আলতেও,	আলোতেও,	
firozaa,	ফিরোজা,	ফিরোজা,	
marmaara,	মার্মার,	মারমারা,	
maheendra,	মহেন্দ্র,	মাহিন্দ্রা,	
parinoti,	পরিনতি,	পরিণতি,	
conistho,	কনিষ্ঠ,	কনিষ্ঠ,	
neerbahe,	নির্বাহে,	নির্বাহে,	
solil,	সলীল,	সলিল,	
khelafate,	খেলাফাত,	খেলাফতে,	
dosider,	দশীদের,	দোষীদের,	
kaansaater,	কানসাতের,	কানসাটের,	
kyantana,	ক্যান্টান,	ক্যান্টন,	
sotteo,	সত্যেও,	সত্ত্বেও,	
ewer,	ইভার,	এভার,	
beetlaser,	বিটলার,	বিটলসের,	
tarunderke,	তরুণ্দারকে,	তরুণদেরকে,	
cheekitsar,	চিকিৎসার,	চিকিত্সার,	
aabarte,	আবর্তে,	আবর্তে,	
jatee,	জাতি,	যাতি,	
ongshograhon,	অংশগ্রহণ,	অংশগ্রহন,	
khannkaj,	খানকাজ,	খননকাজ,	
hyaloin,	হ্যালন,	হ্যালোইন,	
pharanyata,	ফরানযযোত,	ফরম্যাট,	
kk,	ক্ক,	কেকে,	
shaswato,	শাব্তত,	শাশ্বত,	
granther,	গ্রন্থের,	গ্রন্থের,	
madeelim,	ম্যাডেলিম,	মডেলিং,	
vogno,	ভগ্ন,	ভগ্ন,	
utsahamulak,	উৎসাহলূক,	উৎসাহমূলক,	
mukhamandol,	মুখমন্ডল,	মুখমণ্ডল,	
adbhansed,	অ্যাডভান্সে,	অ্যাডভান্সড,	
bisshonath,	বিশ্বনাথ,	বিশ্বনাথ,	
hights,	হাইটস,	হাইটস,	
potchitro,	পচচিত্র,	পটচিত্র,	
irana,	ইরান,	ইরান,	
pleney,	প্লেনে,	প্লেনে,	
lagto,	লাগট,	লাগতো,	
doula,	দৌলা,	দৌলা,	
sho,	সো,	শো,	
bosontey,	বসন্তে,	বসন্তে,	
sikh,	শিখ,	শিখ,	
meetropolitan,	মিট্রোপালিটন,	মেট্রোপলিটন,	
sibraz,	শিবরাজ,	শিবরাজ,	
jandrel,	জ্যান্ড্রেল,	জাঁদরেল,	
hepataitisha,	হেপাপাটিসিস,	হেপাটাইটিস,	
deyl,	ডিল,	ডেইল,	
pratisthanik,	প্রতিষ্ঠানিক,	প্রাতিষ্ঠানিক,	
prostutkarok,	প্রস্তুতকার,	প্রস্তুতকারক,	
gabeshonagar,	গবেষণাগার,	গবেষনাগার,	
habshee,	হাবে,	হাবশী,	
alngkoron,	অল্করণ,	অলঙ্করণ,	
rah,	রহ,	রঃ,	
rubi,	রুবি,	রুবী,	
choudhooreeke,	চৌধুরিকে,	চৌধুরীকে,	
basuki,	বসুকী,	বাসুকি,	
ekshor,	একশোর,	একশোর,	
brinda,	বৃণ্ড,	বৃন্দা,	
madola,	মাদলা,	মাদলা,	
phiksim,	ফিকসিম,	ফিক্সিং,	
lyata,	ল্যাট,	ল্যাটা,	
ghumacche,	ঘুমাচ্ছে,	ঘুমাচ্ছে,	
osontos,	অসন্তোষ,	অসন্তোষ,	
tottoraat,	তত্তরাত,	তওরাত,	
candi,	ক্যান্ডি,	ক্যান্ডি,	
ponera,	পণেরা,	পনের,	
hatochokito,	হতোচিত,	হতচকিত,	
spredshiit,	স্প্রেসিটি,	স্প্রেডশীট,	
mehnoti,	মেহনটি,	মেহনতি,	
ganochiener,	গণচীনের,	গণচীনের,	
serverti,	সার্ভরটি,	সার্ভারটি,	
nadigulir,	নাদিগুলির,	নদীগুলির,	
obie,	অবিই,	ওবিই,	
dokan,	ডোকান,	দোকান,	
asbab,	আসবাব,	আসবাব,	
pettern,	পিটার্ন,	প্যাটার্ন,	
farn,	ফরন্,	ফার্ন,	
hosain,	হোসেন,	হোসেইন,	
debdebie,	দেবেদীবে,	দেবদেবী,	
bedkey,	বেদকে,	বেদকে,	
enginiirs,	ইঞ্জিন্সিস,	ইঞ্জিনিয়ার্স,	
reetesh,	রিটেস,	রিতেশ,	
addhattikotar,	আধ্যাতিকতিতর,	আধ্যাত্মিকতার,	
ongshogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
eksapreshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
bed,	বেদ,	বেদ,	
uponisod,	উপনিবসদ,	উপনিষদ,	
khizir,	খিজির,	খিজির,	
satarkata,	সাটারকা,	সতর্কতা,	
teamothi,	টিমথি,	টিমোথি,	
breq,	ব্রেক,	ব্রেক,	
seniar,	সেনিয়ার,	সিনিয়র,	
pratimar,	প্রতিমার,	প্রতিমার,	
bhenasa,	ভেনস,	ভেনাস,	
foxkon,	ফক্কন,	ফক্সকন,	
masterer,	মাস্তারের,	মাস্টারের,	
sardar,	সর্দার,	সরদার,	
hert,	হার্ট,	হার্ট,	
sangasthati,	সংস্থাটি,	সংস্থাটি,	
uporostho,	উপরস্থ,	উপরস্থ,	
banijyikvittey,	বানিজ্যিকিতি,	বাণিজ্যিকভিত্তিতে,	
jatota,	যতটা,	যতোটা,	
temone,	টেমনে,	তেমনই,	
futonta,	ফুটন্তা,	ফুটন্ত,	
beshirbhageyi,	বেশিরভাগেই,	বেশিরভাগেই,	
deenes,	ডিনেস,	দীনেশ,	
asovvo,	অশ্ভ,	অসভ্য,	
gunman,	গুম্ম,	গুণমান,	
saras,	সারাস,	সরস,	
kaaru,	কারু,	কারু,	
gosthyti,	গোস্থি,	গোষ্ঠীটি,	
coshon,	কোষণ,	চোষণ,	
karmajog,	কর্মযোগ,	কর্মযোগ,	
degreeo,	ডেগ্রে,	ডিগ্রিও,	
chalesi,	চ্যালেসি,	চলেছি,	
janmaat,	জন্মাত,	জন্মাত,	
chhatta,	ছাট্টা,	ছোট্ট,	
matorom,	মাটরোম,	মাতরম,	
shotokey,	শতকে,	শতকে,	
katbe,	কাটে,	কাটবে,	
mousumeo,	মৌসমেও,	মৌসুমেও,	
amarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
de,	দে,	ডে,	
upobaasee,	উপবাসী,	উপবাসী,	
liceensee,	লিসেন্সে,	লাইসেন্স,	
jolrang,	জলরাঙ,	জলরঙ,	
toki,	টকি,	তকি,	
gatirodh,	গতির,	গতিরোধ,	
bamni,	বামনী,	বামনী,	
sawom,	সম,	সাওম,	
dhwajbhango,	ধ্বাভাঙ্গ,	ধ্বজভঙ্গ,	
shannal,	সান্নাল,	সান্যাল,	
artilleri,	আর্টারলে,	আর্টিলারি,	
elgoridom,	এলগারবিড়াম,	এলগরিদম,	
nischitarupey,	নিশ্চিত্রচেও,	নিশ্চিতরূপে,	
soshorire,	সশরীরে,	সশরীরে,	
nathivuktir,	নথিভূক্তির,	নথিভুক্তির,	
skolarseep,	স্কলারশিপ,	স্কলারশিপ,	
sonatani,	সোনাতানী,	সনাতনী,	
konake,	কোনকে,	কণাকে,	
adorso,	আদর্শ,	আর্দশ,	
aqabar,	একাবার,	আকাবার,	
cholochchitraeer,	চলচিত্রের,	চলচ্চিত্রের,	
ovarviu,	অভ্রিভ,	ওভারভিউ,	
kampita,	কম্পিট,	কম্পিত,	
highcommissionay,	হাইকম্যানে,	হাইকমিশনে,	
patrol,	পাত্রল,	পেট্রোল,	
nadimatrik,	নাদীমাত্রিক,	নদীমাতৃক,	
bocchon,	বচচছন,	বচ্চন,	
nafisa,	নফিস,	নাফিসা,	
manushtike,	মান্স্টিকে,	মানুষটিকে,	
tata,	তাটা,	তাতা,	
cilahati,	চিলাহাটি,	চিলাহাটি,	
longhoner,	লঙ্ঘনের,	লংঘনের,	
jaunatar,	যৌনতর,	যৌনতার,	
conserwation,	কনসার্েন,	কনসারভেশন,	
dhhaalur,	ঢালুর,	ঢালুর,	
shasheja,	শাসেজা,	সসেজ,	
kromo,	ক্রোম,	ক্রম,	
hajirhat,	হাজীরহাট,	হাজিরহাট,	
