estoonia,	এস্টুনিয়া,	এস্তোনিয়া,	
protijogitar,	প্রতিযোগিতার,	প্রতিযোগীতার,	
blagarara,	ব্লাগারা,	ব্লগাররা,	
oshthad,	অস্থাদ,	ওস্তাদ,	
amor,	আমর,	আমর,	
aholya,	আহল্য,	অহল্যা,	
nitikatha,	নীতিকথা,	নীতিকথা,	
gabeshana,	গবেষণা,	গবেষনা,	
zohns,	জোস্ন,	জন্স,	
qlauda,	ক্লোড,	ক্লাউড,	
foks,	ফক্স,	ফক্স,	
sibiai,	সিবিই,	সিবিআই,	
sajja,	সজ্জা,	সজ্জা,	
abhidhaanick,	অভিধানিক,	অভিধানিক,	
ujobekeestan,	উজবেকেস্তান,	উজবেকিস্তান,	
hatodoridra,	হাতদদির্র,	হতদরিদ্র,	
zoubonkal,	যৌবনকাল,	যৌবনকাল,	
sabbir,	সববীর,	সাব্বির,	
cheshsh,	চেষ,	চেস,	
oviyojan,	অভিযোজন,	অভিযোজন,	
bolokarak,	বলকারক,	বলকারক,	
chhotogolpe,	ছোটোগ্লেপে,	ছোটগল্পে,	
afjol,	আফজল,	আফজল,	
lat,	ল্যাট,	লাট,	
mukharji,	মুখার্জি,	মুখার্জী,	
konaa,	কোনা,	কোনা,	
societyke,	সক্যাটিকে,	সোসাইটিকে,	
sabhanetree,	সভভান্ত্রে,	সভানেত্রী,	
dormitoree,	দরমিটরি,	ডরমিটরি,	
amarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
tottoraat,	তত্তরাত,	তওরাত,	
inziniyarim,	ইঞ্জিনিরিম,	ইঞ্জিনিয়ারিং,	
nadnodeer,	নাদ্নদীর,	নদনদীর,	
cool,	কুল,	কুল,	
krisenter,	ক্রিসেন্টের,	ক্রিসেন্টের,	
sanstha,	সংস্থা,	সংস্থা,	
chhooteer,	ছুটির,	ছুটির,	
maryir,	মারির,	ম্যারির,	
setan,	সেতান,	শয়তান,	
zerusalem,	জারোফোলে,	জেরুসালেম,	
akkas,	এক্াস,	আককাস,	
metropoliton,	মেত্রোপলিতন,	মেট্রোপলিটন,	
heemi,	হেমি,	হিমি,	
phutbolarder,	ফুটবলাদরর,	ফুটবলারদের,	
pracharana,	প্রচারণা,	প্রচারণা,	
matorom,	মাতরম,	মাতরম,	
pra,	প্রো,	প্রো,	
siddhantogulo,	সিদ্ধানতগুলো,	সিদ্ধান্তগুলো,	
oholya,	ওহল্য,	অহল্যা,	
artilleri,	অর্টিলির,	আর্টিলারি,	
laesensh,	লেসেনস,	লাইসেন্স,	
bbiswashi,	বিশ্বাসী,	বিশ্বাসই,	
ashamorthito,	অসামোতিত,	অসমর্থিত,	
bisnooke,	বিষ্ণুকে,	বিষ্ণুকে,	
merjito,	মারজিত,	মার্জিত,	
daaradaa,	দারদা,	দারদা,	
developer,	ডেভেলপার,	ডেভলপার,	
maase,	মাসে,	মাসে,	
jemy,	জেমি,	জেমি,	
joluk,	জলুক,	জ্বলুক,	
jounatar,	যৌনতার,	যৌনতার,	
shkarta,	স্কার্ট,	স্কার্ট,	
shektor,	স্কেক্টর,	সেক্টর,	
bone,	বোন,	বনে,	
nirmankaz,	নির্মাণকা,	নির্মাণকাজ,	
damone,	দামনে,	দমনে,	
treend,	ট্রেন্ড,	ট্রেন্ড,	
amarika,	অমরিকা,	আমেরিকা,	
falakti,	ফলাকটি,	ফলকটি,	
black,	ব্লাক,	ব্ল্যাক,	
chhutochhuti,	ছুটুখুটি,	ছুটোছুটি,	
ragkey,	রাগকে,	রাগকে,	
akkharke,	অক্ষরকে,	অক্ষরকে,	
pratijogi,	প্রতিযোগী,	প্রতিযোগী,	
gutano,	গুটানো,	গুটানো,	
adhyattik,	আধ্যাত্তিক,	আধ্যাত্মিক,	
hiragaana,	হিরাগান,	হিরাগানা,	
saaed,	সাইদ,	সাইদ,	
bhugole,	ভুগলে,	ভূগোলে,	
prokalpagulor,	প্রকল্পগুলোর,	প্রকল্পগুলোর,	
muradkey,	মুরাদকে,	মুরাদকে,	
cholochchitreei,	চলচ্ছিত্রেই,	চলচ্চিত্রেই,	
ragke,	রাগকে,	রাগকে,	
eashter,	এস্টের,	ইস্টার,	
canal,	ক্যানাল,	ক্যানেল,	
chalochchitrai,	চালচচিত্রাই,	চলচ্চিত্রই,	
janmat,	জন্মত,	জন্মাত,	
fulkopi,	ফুলককপি,	ফুলকপি,	
bohorompurer,	বহরমপুরের,	বহরমপুরের,	
uposhthitir,	উপস্থিতির,	উপস্থিতির,	
hedge,	হেড,	হেজ,	
dojo,	দজ,	ডোজো,	
graambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
zeebonjaapon,	জীবনজাপন,	জীবনযাপন,	
bamona,	বামনা,	বামনা,	
kanthar,	কন্ঠার,	কাঁথার,	
asiph,	আসিফ,	আসিফ,	
heeli,	হেলি,	হিলি,	
adhunik,	আধুনিক,	আধুনিক,	
turishta,	তুরিষ্ট,	টুরিস্ট,	
shoreef,	শরীফ,	শরিফ,	
attorkite,	অ্যাটর্কিতে,	অতর্কিতে,	
udbodhaney,	উদ্বাধনে,	উদ্বোধনে,	
deezni,	দিজনি,	ডিজনী,	
vandare,	ভান্ডারে,	ভাণ্ডারে,	
prokar,	প্রকার,	প্রকার,	
masjidtir,	মসজজিত্র,	মসজিদটির,	
protijogitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
myari,	ম্যারি,	ম্যারি,	
tala,	তলা,	তালা,	
barron,	বারোন,	ব্যারন,	
gatihin,	গতিহীন,	গতিহীন,	
ibhil,	এভিল,	ইভিল,	
jeshthaa,	জেষ্ঠা,	জ্যেষ্ঠা,	
jeebonto,	জীবন্ত,	জীবন্ত,	
bhromonkaale,	ভ্রমণকালে,	ভ্রমণকালে,	
ko,	কো,	কেও,	
abheedhaanick,	অভিধানিক,	অভিধানিক,	
munshi,	মুনসী,	মুন্সি,	
cheerokumari,	চিরকুমারী,	চিরকুমারী,	
directarate,	ডিরেক্টরেট,	ডিরেক্টরেট,	
emgee,	এমজ,	এমজি,	
jolbe,	জলবে,	জ্বলবে,	
vooter,	ভোটের,	ভোটার,	
tinage,	তিনেগ,	টিনেজ,	
balabhadra,	বালভাদ্র,	বলভদ্র,	
karmasampadon,	কর্মসম্পদন,	কর্মসম্পাদন,	
grovth,	গ্রভথ,	গ্রোথ,	
bipojjanak,	বিপজজজনকা,	বিপজ্জনক,	
modele,	মোদেলে,	মডেলে,	
graambashio,	গ্রাম্বশীও,	গ্রামবাসীও,	
debeting,	ডেবিথিং,	ডিবেটিং,	
indr,	ইন্ড্র,	ইন্দ্র,	
nitikotha,	নীতিকথা,	নীতিকথা,	
ganoparibahan,	গণপরিবহন,	গণপরিবহন,	
byabaharkareederke,	ব্যবহারকারীদেরকে,	ব্যবহারকারীদেরকে,	
zeebonnogor,	জীবননগর,	জীবননগর,	
nazad,	নাজাদ,	নজদ,	
baharampurer,	বহরাপ্রুরের,	বহরমপুরের,	
meetropalitana,	মেত্রোপিলানা,	মেট্রোপলিটন,	
proteesthan,	প্রতিষ্ঠান,	প্রতিষ্টান,	
grambasi,	গ্রামবাসী,	গ্রামবাসী,	
dhache,	ঢাচে,	ধাঁচে,	
teknokrat,	টেকনোক্রত,	টেকনোক্র্যাট,	
mirakel,	মিরকেইল,	মিরাকেল,	
jacker,	জাকার,	জ্যাকের,	
byomkes,	ব্যমকেশ,	ব্যোমকেশ,	
jubokey,	যুবকে,	যুবকে,	
eeksapreeshana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
barbe,	বরবে,	বাড়বে,	
provritite,	প্রভৃতিতে,	প্রভৃতিতে,	
plata,	প্লাট,	প্লেটো,	
stoona,	স্টুন,	স্টোন,	
ghoorte,	ঘুর্তে,	ঘুরতে,	
chainge,	চাইগ্ঞ,	চেঞ্জ,	
vogno,	ভো্ন,	ভগ্ন,	
protizogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
ekpase,	একপাশে,	একপাশে,	
samosher,	সমস্যের,	সমশের,	
boudhheer,	বৌদ্ধীর,	বৌদ্ধের,	
shikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
jinsha,	জিনসা,	জিন্স,	
shahab,	সাহবব,	সাহাব,	
eparjanta,	এপার্জন্ত,	এপর্যন্ত,	
shadena,	সাডেন,	সাডেন,	
baaiq,	ব্যাক,	বাইক,	
snaipara,	স্নাইপার,	স্নাইপার,	
ardasho,	অর্ডাস,	আর্দশ,	
royalty,	রোয়াল্টি,	রয়্যালটি,	
uthhane,	উঠানে,	উঠানে,	
michhilti,	মিচিলিটি,	মিছিলটি,	
ikbaaler,	একবালের,	ইকবালের,	
pratisthanikvabe,	প্রতিষ্ঠানিকভাবে,	প্রাতিষ্ঠানিকভাবে,	
oopohoron,	অপহরণ,	অপহরন,	
blyaka,	ব্ল্যাক,	ব্ল্যাক,	
deobonde,	ডিবন্ডে,	দেওবন্দে,	
jatinkey,	জাতিনকে,	যতীনকে,	
harbor,	হার্বর,	হারবার,	
shhcholashtic,	স্কলসাত্টিক,	স্কলাস্টিক,	
eucalyptus,	ইউকাল্টিপ্স,	ইউক্যালিপ্টাস,	
thailyanda,	থাইল্যান্ড,	থাইল্যান্ড,	
bird,	বার্ড,	বার্ড,	
stationer,	স্টেশনের,	ষ্টেশনের,	
daeel,	ডেল,	ডেইল,	
samabesh,	সমাবেশ,	সমাবেশ,	
parishram,	পরিষ্রম,	পরিশ্রম,	
saajano,	সাজানো,	সাজানো,	
ketechilo,	কেটেছিল,	কেটেছিল,	
duple,	ডুপলে,	ডুপ্লে,	
sammatir,	সম্মতির,	সম্মতির,	
shaaroker,	সারকের,	স্মারকের,	
sollalaho,	সোল্লাহল,	সল্লাল্লাহু,	
nagorikke,	নাগরিকে,	নাগরিককে,	
hotodoridro,	হতোদদির্র,	হতদরিদ্র,	
shpredshiit,	স্প্রাডিসিট,	স্প্রেডশীট,	
rajtantrakey,	রাজ্তন্ত্রকে,	রাজতন্ত্রকে,	
eksapresana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
prakalpoguli,	প্রকল্পগুলি,	প্রকল্পগুলি,	
fokskon,	ফক্ষণ,	ফক্সকন,	
chalta,	চলতা,	চালতা,	
poderthobid,	পদার্থবিদ,	পদার্থবিদ,	
umedpur,	উমেদপুর,	উমেদপুর,	
dharabhashyokar,	ধারাভাষ্কার,	ধারাভাষ্যকার,	
meiler,	মেলের,	মেইলের,	
meshar,	মেশার,	মেশার,	
boneo,	বনেও,	বনেও,	
aaloteo,	আলতেও,	আলোতেও,	
ishtone,	ইস্টনে,	স্টোন,	
norfolq,	নরফল্ক,	নরফোক,	
sontoshpur,	সন্তস্পুর,	সন্তোষপুর,	
hingsar,	হিংসার,	হিংসার,	
agomone,	আগোমনে,	আগমনে,	
teknokret,	টেকনোক্রেট,	টেকনোক্র্যাট,	
conphlict,	কোকফিল্ট,	কনফ্লিক্ট,	
yukeliptas,	ইউকেলিপেট্স,	ইউক্যালিপ্টাস,	
uddhritto,	উদ্ধৃত্ব,	উদ্ধৃত,	
estooniya,	এস্টোনিয়া,	এস্তোনিয়া,	
amoor,	আমুর,	আমর,	
jolatonko,	জলাতনক,	জলাতঙ্ক,	
hurricane,	হোরিকানে,	হ্যারিকেন,	
ekoirokom,	এককরকম,	একইরকম,	
antarbhuktimulak,	আন্তর্বীকূূতলল,	অন্তর্ভুক্তিমূলক,	
prosadhoner,	প্রসাধনের,	প্রসাধনের,	
shiqha,	শিখা,	শিখ,	
onodhikaar,	অধধিকার,	অনধিকার,	
temoni,	তেমনি,	তেমনই,	
akmot,	একমোত,	একমত,	
siter,	সীতের,	সিটের,	
korecho,	করেছো,	করেছ,	
shaapholler,	সাফল্লের,	সাফল্যের,	
mohammadi,	মহাম্মদী,	মুহাম্মদী,	
bade,	বাদে,	বাদে,	
siqar,	সিকার,	শিকার,	
drissogoolote,	দৃষ্যগুলোতে,	দৃশ্যগুলোতে,	
digree,	ডিগ্রী,	ডিগ্রি,	
sachetonbhabe,	সচেতানভাবে,	সচেতনভাবে,	
jomjomat,	জম্জমাত,	জমজমাট,	
shahoshikatar,	সাহস্কিতার,	সাহসিকতার,	
golakriti,	গোলাকৃতি,	গোলাকৃতি,	
