naper,	নাপের,	ন্যাপের,	
kkunti,	কুনটি,	কুন্তী,	
chhuteer,	ছুটির,	ছুটির,	
shikhra,	শিখরা,	শিখরা,	
difinishhion,	ডিফিনিশন,	ডেফিনেশন,	
salmaaner,	সল্মানের,	সালমানের,	
shikh,	শিখ,	শিখ,	
cheerokumari,	চিরকুমারী,	চিরকুমারী,	
hoilo,	হইল,	হইল,	
sachindra,	সচিন্দ্র,	শচীন্দ্র,	
nodnadeer,	নদ্নাদীর,	নদনদীর,	
ul,	উল,	উল,	
abdun,	আবদুন,	আবদুন,	
preti,	প্রেতী,	প্রিটি,	
bhagno,	ভাগ্ন,	ভগ্ন,	
aziboner,	অজিবনের,	আজীবনের,	
ganonatya,	গণনাত্য,	গণনাট্য,	
phirati,	ফিরতী,	ফিরতি,	
romantika,	রোমান্টিক,	রোমান্টিক,	
ogradut,	অগ্রাদুত,	অগ্রদূত,	
estoniya,	এস্টোনিয়া,	এস্তোনিয়া,	
venise,	ভেনিসে,	ভেনিসে,	
shrabosty,	শ্রবস্তি,	শ্রাবস্তী,	
tookroke,	তুকরে,	টুকরোকে,	
samajikatar,	সমাজিকিতার,	সামাজিকতার,	
byatikrami,	ব্যাত্রক্রমী,	ব্যতিক্রমী,	
maudelke,	মাউদেলকে,	মডেলকে,	
nebhatey,	নেভাতে,	নেভাতে,	
andaman,	আন্দমান,	আন্দামান,	
shelina,	সেলিনা,	সেলিনা,	
dristihin,	দৃষ্টিহীন,	দৃষ্টিহীন,	
arthat,	অর্থাত,	অর্থাৎ,	
anshograhone,	অংশগ্রহণে,	অংশগ্রহনের,	
byabaharkariderke,	ব্যবহারকারীকে,	ব্যবহারকারীদেরকে,	
pragresa,	প্রগ্রেস,	প্রগ্রেস,	
uthe,	উঠে,	উঠে,	
ballrum,	ব্যালররাম,	বলরুম,	
jockei,	জকেই,	জকি,	
ghetoo,	ঘেটু,	ঘেটু,	
dadaa,	ডাদা,	দাদা,	
elakatike,	এলাকটিকে,	এলাকাটিকে,	
radhanogor,	রাধানগর,	রাধানগর,	
jatiinke,	জ্যাটিনকে,	যতীনকে,	
sangkalaney,	সংকলনে,	সংকলনে,	
sahocorjo,	সহকর্য,	সাহচর্য,	
kloj,	ক্লোজ,	ক্লজ,	
dipgulote,	দিপগুলোতে,	দ্বীপগুলোতে,	
biplobir,	বিপ্লবীর,	বিপ্লবীর,	
megher,	মেঘের,	মেঘের,	
pannee,	পাননি,	পন্নী,	
debdebie,	দেবদেবী,	দেবদেবী,	
shelinar,	শেলিনার,	সেলিনার,	
bafal,	বফল,	বিফল,	
korta,	কোর্ট,	করতা,	
bonduk,	বন্দুক,	বন্দুক,	
nathibhukta,	নথিভুক্ত,	নথিভুক্ত,	
durgotir,	দুর্গতির,	দুর্গটির,	
nowel,	নোভেল,	নভেল,	
ishtone,	ইস্টনে,	স্টোন,	
bhorpur,	ভর্পুর,	ভরপুর,	
samany,	সমানী,	সামান্য,	
bishasey,	বিশ্বাসে,	বিশ্বাসে,	
sahopatheeke,	সহপাঠীকে,	সহপাঠীকে,	
bonnopran,	বন্যপ্রাণ,	বন্যপ্রাণ,	
debating,	ডেবেটিং,	ডিবেটিং,	
zoonite,	যোনিতে,	যোনীতে,	
apadan,	আপাদান,	অপাদান,	
transhform,	ট্রান্সফর্ম,	ট্রান্সফর্ম,	
farider,	ফরিদের,	ফরিদের,	
abdoor,	আবদদুর,	আবদুর,	
dijnii,	দিজনী,	ডিজনী,	
karmer,	কর্মের,	কর্মের,	
uindoos,	উইন্ডোস,	উইন্ডোস,	
parishromi,	পারশশ্রমী,	পরিশ্রমী,	
konphlict,	কনফলিক্ট,	কনফ্লিক্ট,	
rinattok,	ঋণাত্মক,	ঋনাত্মক,	
caramiks,	কারামিক্স,	সিরামিকস,	
rajballabh,	রাজবলবল,	রাজবল্লভ,	
madeelim,	ম্যাডেলিম,	মডেলিং,	
karmopantha,	কর্মপন্থ,	কর্মপন্থা,	
abhishangson,	অভিষংসন,	অভিশংসন,	
thakeni,	ঠাকেনী,	থাকেনি,	
akten,	আকতেন,	অকটেন,	
seekkhokbrindo,	শিক্ষপণবৃন্ত,	শিক্ষকবৃন্দ,	
nicqel,	নিকেল,	নিকেল,	
idipasa,	এডিপস,	ইডিপাস,	
nischitarupey,	নিশ্চীতূপূরে,	নিশ্চিতরূপে,	
bamona,	বামনা,	বামনা,	
teresha,	তেরেশা,	টেরেসা,	
cholochchitreeo,	চলচিত্রী,	চলচ্চিত্রেও,	
manikyo,	মানিক্য,	মানিক্য,	
bayi,	বাই,	বাঈ,	
michir,	মিছির,	মিচির,	
goonoman,	গুণমান,	গুণমান,	
mujibur,	মুজিবুর,	মুজিবুর,	
melobborner,	মেলবর্ণের,	মেলবোর্নের,	
bodna,	বদ্না,	বদনা,	
farex,	ফরযেক্স,	ফরেক্স,	
shakara,	শোকর,	সাকার,	
inastyanta,	ইনস্টান্ট,	ইনস্ট্যান্ট,	
provritite,	প্রভূতিতে,	প্রভৃতিতে,	
futbolarer,	ফুটবলারের,	ফুটবলারের,	
amerikar,	অ্যামেরিকার,	আমেরিকার,	
korkatkranti,	করককাত্রনি,	কর্কটক্রান্তি,	
shomraat,	সম্রাত,	সম্রাট,	
saphalyar,	সফল্যার,	সাফল্যের,	
machher,	মাছের,	মাছের,	
rotheen,	রথিন,	রথীন,	
samanwitovabe,	সমানবিতভাবে,	সমন্বিতভাবে,	
yatharthabhabe,	যথারথভাবে,	যথার্থভাবে,	
dienes,	ডিইনেস,	ডিএনএস,	
ropto,	রপ্ত,	রপ্ত,	
netarao,	নেতারও,	নেতারাও,	
chalochchitraeer,	চলচ্চিত্রীর,	চলচ্চিত্রের,	
sumitrar,	সুমিত্রার,	সুমিত্রার,	
elaakaa,	এলাকা,	এলাকা,	
skalarashipa,	স্কলারশিপ,	স্কলারশিপ,	
longghon,	লঙ্ঘন,	লংঘন,	
bhenasha,	ভাইনাস,	ভেনাস,	
tachnach,	তানচা,	তছনছ,	
valobasa,	ভালবাসা,	ভালোবাসা,	
mirakela,	মিরাকেল,	মিরাকেল,	
goroor,	গরুর,	গরুর,	
kathhmandu,	কাঠমন্দু,	কাঠমান্ডু,	
query,	কুরি,	কোয়েরি,	
kemoney,	কেমনে,	কেমনে,	
heriken,	হেরিকেন,	হ্যারিকেন,	
kushoomba,	কুসম্ব,	কুশুম্বা,	
songasthati,	সংস্থাটি,	সংস্থাটি,	
teknokryat,	তেকনক্রিত,	টেকনোক্র্যাট,	
baghdad,	বাঘগাদ,	বাগদাদ,	
bhaisaho,	ভৈষহ,	ভাইসহ,	
pradeep,	প্রাডীপ,	প্রদীপ,	
gaaddaafee,	গ্যাড্ডাফি,	গাদ্দাফী,	
kiirti,	কীরটি,	কীর্তি,	
satarkakaree,	সতরকতাকারী,	সতর্ককারী,	
orthoniti,	অর্থনীতি,	অর্থনীতির,	
abhishangsan,	অভিষংসন,	অভিশংসন,	
homasha,	হোমাস,	হোমস,	
bahaati,	বাহটি,	বাহাতি,	
turbine,	তুরবিনে,	টারবাইন,	
vabuk,	ভাবুক,	ভাবুক,	
atohar,	আতোহার,	আতহার,	
ekroop,	একরূপ,	একরূপ,	
jesthaa,	জেষ্ঠা,	জ্যেষ্ঠা,	
cholochchitragulor,	চলচ্চিত্রগুলোর,	চলচ্চিত্রগুলোর,	
muhamad,	মুহমাদ,	মুহাম্মদ,	
recondition,	রেকন্ডিডিয়ন,	রিকন্ডিশন,	
expressian,	এক্সপ্রেশন,	এক্সপ্রেশন,	
directarate,	ডিরেক্টরেট,	ডিরেক্টরেট,	
flux,	ফ্লাকস,	ফ্লাস্ক,	
dajjho,	দাজ্,	দাহ্য,	
jillul,	জিল্লুল,	জিল্লুল,	
faad,	ফাঁদ,	ফুড,	
foxer,	ফক্সের,	ফক্সের,	
qanaphliqta,	কনফলিক্ট,	কনফ্লিক্ট,	
template,	টেম্পলেট,	টেম্পলেট,	
matte,	মাট্তে,	ম্যাট,	
ogovir,	অগভীর,	অগভীর,	
soteciety,	সতেক্সি,	সোসাইটিতে,	
venice,	ভেনিক,	ভেনিস,	
alexanderke,	আলেক্েন্ডারকে,	আলেকজান্ডারকে,	
swalpo,	স্বল্প,	স্বল্প,	
debodebir,	দেবদেবীর,	দেবদেবীর,	
di,	দি,	দিই,	
umedpur,	উমেদপুর,	উমেদপুর,	
alpa,	আল্প,	অল্প,	
mojuter,	মজুটের,	মজুতের,	
thakey,	থাকে,	থাকে,	
baarder,	বার্ডের,	বার্ডের,	
deephineeshana,	ডেফিনেশন,	ডেফিনেশন,	
mukhomondol,	মুখমন্ডল,	মুখমণ্ডল,	
cheesa,	চেষা,	চেস,	
somabeshke,	সমবেশকে,	সমাবেশকে,	
kandey,	কাঁদে,	কাণ্ডে,	
kaareer,	কারীর,	কারীর,	
superheiro,	সুপেরহরও,	সুপারহিরো,	
tarani,	তরাণী,	তরণী,	
iispredshiit,	ইস্্রেেডিস,	স্প্রেডশীট,	
shukranoo,	শুক্রাণু,	শুক্রানু,	
salapheeta,	সলফাইট,	সালফেট,	
jounatar,	যৌনতার,	যৌনতার,	
ayantarketika,	অ্যান্টরেকটিক,	অ্যান্টার্কটিকা,	
uter,	উতের,	উটের,	
muhommoder,	মুহম্মদের,	মুহম্মদের,	
indr,	ইন্ড্র,	ইন্দ্র,	
rakshanbhag,	রক্ষণভাগ,	রক্ষণভাগ,	
udbodhaner,	উদ্বোধনের,	উদ্বোধনের,	
plate,	প্লেট,	প্লেটে,	
definishion,	ডেফিনিশন,	ডেফিনেশন,	
gori,	গরি,	গোরি,	
agom,	অগম,	আগম,	
seating,	সেটিং,	সিটিং,	
siqar,	শিকার,	শিকার,	
graambaashi,	গ্রামবাসী,	গ্রামবাসী,	
strigon,	স্ট্রীগণ,	স্ত্রীগণ,	
protijogiitamulok,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
jibonto,	জীবন্ত,	জীবন্ত,	
bibecchyo,	বিবেচ্ছ,	বিবেচ্য,	
jyakashana,	জ্যাকশন,	জ্যাকসন,	
sohinsotar,	সহিনসতার,	সহিংসতার,	
manmath,	মনমাা,	মন্মথ,	
obhijojon,	অভিযোজন,	অভিযোজন,	
pluse,	প্লাসে,	প্লাসে,	
vobotarini,	ভবতারাণী,	ভবতারিণী,	
laisense,	লাইজেন্স,	লাইসেন্স,	
credit,	ক্রেডিট,	ক্রেডিট,	
saatzon,	সাতজন,	সাতজন,	
zerusalem,	জেরোসাইল,	জেরুজালেম,	
byaran,	ব্যারন,	ব্যারন,	
sikkhakromer,	শিক্ষাক্রমের,	শিক্ষাক্রমের,	
roktokshoroner,	রক্তকর্ষণের,	রক্তক্ষরণের,	
angsogrohon,	অংশগ্রহণ,	অংশগ্রহন,	
gonesh,	গনেশ,	গণেশ,	
deputi,	দিপুতি,	ডেপুটি,	
iston,	ইস্তন,	স্টোন,	
jakso,	যা্্য,	যক্ষ,	
ganohatyake,	গণহত্যকে,	গণহত্যাকে,	
manonitader,	মনননীতদের,	মনোনীতদের,	
orthonitite,	অর্থনীতিতে,	অর্থনীতিতে,	
iyutha,	ইউথ,	ইয়ুথ,	
chalochchitrake,	চলচ্চিত্রকে,	চলচ্চিত্রকে,	
sojja,	সজ্জা,	সজ্জা,	
prachurzer,	প্রচুর্জের,	প্রাচুর্যের,	
gabeshona,	গবেষণা,	গবেষনা,	
omkar,	অমকার,	ওঙ্কার,	
corymb,	করিম্ব,	করিম,	
koreemke,	করিমকে,	করিমকে,	
partho,	পার্থ,	পার্থ,	
meghkey,	মেঘকে,	মেঘকে,	
byan,	ব্যান,	ব্যাং,	
samrat,	সমররত,	সম্রাট,	
kommatei,	কমাতেই,	কমাতেই,	
vabanipur,	ভবানীপুর,	ভবানীপুর,	
fake,	ফাঁকে,	ফাকে,	
aborto,	অবর্ত,	আবর্ত,	
shov,	শভ,	শো,	
shipa,	শিপ,	শিপ,	
guzob,	গুজব,	গুজব,	
utsahomulok,	উত্তসমূলক,	উৎসাহমূলক,	
byatikromdhormi,	ব্যাতিকর্ধম্রী,	ব্যতিক্রমধর্মী,	
debdebyr,	দেবদেবী,	দেবদেবীর,	
grambaashio,	গ্রম্বাসীও,	গ্রামবাসীও,	
jansa,	জাঁস,	জন্স,	
sikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
booponer,	বুপনের,	বপনের,	
rajnoiteek,	রাজনৈতিক,	রাজনৈতীক,	
doltyagi,	দল্ত্যাগী,	দলত্যাগী,	
siima,	সিম,	সীমা,	
homasa,	হোমস,	হোমস,	
rajtantro,	রাজতন্ত্র,	রাজতন্ত্র,	
parry,	প্যারী,	পেরি,	
bibhinno,	বিভিন্ন,	বিভন্ন,	
shahab,	সাহাব,	সাহাব,	
