mukhya,	মূখ্য,	মুখ্য,	
toroonraa,	তরোণ্া,	তরুণরা,	
jacksan,	যক্ষণ,	জ্যাকসন,	
eesosiyeetasa,	এসিসিয়েসা,	এসোসিয়েটস,	
nagarikata,	নাগরিকাত,	নাগরিকতা,	
prabhritite,	প্রভৃতিতে,	প্রভৃতিতে,	
jolatanko,	জলতান্ক,	জলাতঙ্ক,	
nathivookteer,	নথিভুক্তির,	নথিভুক্তির,	
ganesh,	গণেশ,	গণেশ,	
bytes,	বাইটস,	বাইটস,	
mookhomaundoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
badna,	বা্্ন,	বদনা,	
samabesh,	সমবেশ,	সমাবেশ,	
probhu,	প্রভূ,	প্রভু,	
tolemi,	তলেমি,	টলেমির,	
uthe,	উঠে,	উঠে,	
qarima,	করিম,	করিম,	
pharn,	ফর্ন,	ফার্ন,	
advansed,	অ্যাডভান্ডে,	অ্যাডভান্সড,	
norpholk,	নরফলক,	নরফোক,	
dajjho,	দজ্য,	দাহ্য,	
aairese,	আইরেশে,	আইরেসে,	
manabmaner,	মনাবনের,	মানবমনের,	
naji,	নাজি,	নাত্সি,	
paltechhey,	পাল্টেছে,	পাল্টেছে,	
babona,	বাবনা,	বাবনা,	
dianes,	ডায়ানাস,	ডিএনএস,	
skolarseep,	স্কলারশিপ,	স্কলারশিপ,	
provritike,	প্রভারিটিকে,	প্রভৃতিকে,	
karmokandeo,	কর্মকান্ডে,	কর্মকাণ্ডেও,	
praapoker,	প্রাপকের,	প্রাপকের,	
khaamba,	খামবা,	খাম্বা,	
orthanitike,	অর্থনীতিকে,	অর্থনীতিকে,	
vagini,	ভাগিনী,	ভগিনী,	
second,	সেকান্ড,	সেকেণ্ড,	
kamij,	কমিজ,	কামিজ,	
nirapekkhotaar,	নিরাপকেষ্ঠার,	নিরপেক্ষতার,	
jonoshongjog,	জনসংযোগ,	জনসংযোগ,	
karmojog,	কর্মযোগ,	কর্মযোগ,	
tobey,	তবে,	টবে,	
cocaine,	কোকেন,	কোকেইন,	
bagdade,	বাগদাদে,	বাগদাদে,	
sures,	সুরেশ,	সুরেশ,	
laicenshe,	লাইনেস,	লাইসেন্স,	
teknokret,	টেকনোক্রেট,	টেকনোক্র্যাট,	
khijir,	খিজির,	খিজির,	
utsaahe,	উৎসাহে,	উৎসাহে,	
bhagerei,	ভাগেরই,	ভাগেরই,	
bhiqtara,	ভিক্তার,	ভিক্টর,	
dorjee,	দর্জি,	দরজি,	
pathanirdeshona,	পাথিনর্দেশনা,	পথনির্দেশনা,	
jeansh,	জেন্স,	জিন্স,	
proman,	প্রমাণ,	প্রমান,	
ekkoghore,	একঘরে,	একঘরে,	
soommita,	সমমমিত,	সুমিতা,	
firoj,	ফিরয়,	ফিরোজ,	
bedanto,	বেদান্ত,	বেদান্ত,	
jaanate,	জানাতে,	জানাতে,	
venishh,	ভেনিিস,	ভেনিস,	
bhageroi,	ভাগেরই,	ভাগেরই,	
aastikotaa,	আস্তিকতা,	আস্তিকতা,	
sekarane,	সেকারেন,	সেকারণে,	
pyatarne,	প্যাটার্ন,	প্যাটার্নে,	
sifi,	সিফি,	সাইফাই,	
shilbar,	সিলবার,	সিলভার,	
kanar,	কানার,	কণার,	
mukhomandoler,	মুখমন্ডলের,	মুখমণ্ডলের,	
adhattikotar,	আধ্যাত্যিকতার,	আধ্যাত্মিকতার,	
thakani,	ঠাকানি,	থাকেনি,	
orthanitite,	অর্থনীতিতে,	অর্থনীতিতে,	
pathkrom,	পাঠকররম,	পাঠক্রম,	
voolapuk,	ভূলাপুক,	ভোলাপুক,	
naitikata,	নাটিকটা,	নৈতিকতা,	
amarendro,	অমরেন্দ্র,	অমরেন্দ্র,	
saurse,	সার্স,	সোর্স,	
jockey,	জককে,	জকি,	
gunze,	গুঞ্জে,	গুঁজে,	
bastuvad,	বস্তুবাদ,	বস্তুবাদ,	
sainyasaha,	সৈন্যসহ,	সৈন্যসহ,	
haphsa,	হাফস,	হাফসা,	
prity,	প্রীতি,	প্রিটি,	
minishtar,	মিনিস্টার,	মিনিস্টার,	
bangobandhu,	ব্যাবাণবো্ধু,	বঙ্গবন্ধু,	
korkot,	করকত,	কর্কট,	
bhogno,	ভগ্ন,	ভগ্ন,	
saramiks,	সারামিক্স,	সিরামিকস,	
majhari,	মাঝরী,	মাঝারী,	
anti,	অ্যান্টি,	আন্টি,	
bujhechhila,	বুঝেছিল,	বুঝেছিল,	
matt,	ম্যাট,	ম্যাট,	
reliance,	রেলিয়ে্্স,	রিলায়েন্স,	
oitijhye,	ঐতিহ্যে,	ঐতিহ্যে,	
cyanide,	ক্যানিডে,	সায়ানাইড,	
indraa,	ইন্দ্রা,	ইন্দ্র,	
tennis,	টেনিস,	টেনিস,	
samudrotate,	সমুদ্রদাতে,	সমুদ্রতটে,	
beeseshyo,	বিশেষ্য,	বিশেষ্য,	
nothivukta,	নথিভুক্ত,	নথিভুক্ত,	
noditi,	নদীতী,	নদীটি,	
byabostha,	ব্যবস্থা,	ব্যাবস্থা,	
sikkhokder,	শিক্ষকদের,	শিক্ষকদের,	
pathkram,	পাঠকরাম,	পাঠক্রম,	
sojja,	সজ্জা,	সজ্জা,	
dakteekit,	দাকতিকিত,	ডাকটিকিট,	
hepataitisa,	হেপটাইটিস,	হেপাটাইটিস,	
graambasider,	গ্রামবাদীদের,	গ্রামবাসীদের,	
bea,	বি,	বি,	
objarvar,	অভজবর্ভর,	অবজার্ভার,	
answereer,	অন্বরীর,	আনসারীর,	
lajiker,	লাজিকের,	লজিকের,	
iqbalke,	ইকবালকে,	ইকবালকে,	
zeebonjapon,	জীবন্যাপন,	জীবনযাপন,	
maldava,	মালদা,	মলদোভা,	
harj,	হর্জ,	হার্জ,	
dijijer,	ডিজিজের,	ডিজিজের,	
bondira,	বন্দীরা,	বন্দীরা,	
osoborno,	অসবর্ন,	অসবর্ণ,	
tarkarir,	তরকারীর,	তরকারীর,	
gare,	গের,	গোর,	
deebatee,	দেবতী,	ডিবেট,	
konisttha,	কনিষ্ঠ,	কনিষ্ঠ,	
gasthii,	গাস্থী,	গোষ্ঠীই,	
sonmukh,	সম্মুখ,	সন্মুখ,	
venish,	ভেনিস,	ভেনিস,	
anisa,	অনিস,	আনিস,	
temon,	টেমন,	তেমন,	
muktilabh,	মুক্তিভাল,	মুক্তিলাভ,	
tonight,	টননিফট,	টুনাইট,	
bhyaatikaner,	ভ্যাতিকানের,	ভ্যাটিকানের,	
bojhar,	বোঝার,	বোঝার,	
bonshoke,	বংশকে,	বংশকে,	
antarvuktimulok,	অন্তর্ভূত্তিকূল,	অন্তর্ভুক্তিমূলক,	
abhidhaaneeck,	অভিধানিক,	অভিধানিক,	
nodigulir,	নদীগুলির,	নদীগুলির,	
sabbir,	সাবির,	সাব্বির,	
oholyar,	অহল্যার,	অহল্যার,	
shhip,	সিপ,	শিপ,	
choudhureeo,	চৌধুরিও,	চৌধুরীও,	
mastars,	মাস্টার্স,	মাস্টার্স,	
lakkhero,	লক্ষ্যেরও,	লক্ষেরও,	
mojdoor,	মজদুর,	মজদুর,	
mugdal,	মুজদল,	মুগডাল,	
prakalpoo,	প্রকল্পু,	প্রকল্পও,	
abhisongson,	অভিশংসন,	অভিশংসন,	
shaartho,	সার্থ,	স্বার্থ,	
tauki,	টুকি,	তকি,	
valobase,	ভালোবাসে,	ভালোবাসে,	
langhan,	লঙ্ঘন,	লংঘন,	
imirgincy,	এমির্জিন্সি,	এমার্জেন্সি,	
fareksa,	ফেরেক্স,	ফরেক্স,	
nimitte,	নিমিত্যে,	নিমিত্তে,	
sahapathike,	সহপািিথে,	সহপাঠীকে,	
lainde,	লাইন্ডে,	ল্যান্ডে,	
rahie,	রাহি,	রাহি,	
cholochchitroi,	চলচিত্রেই,	চলচ্চিত্রই,	
shrabosty,	শ্রবস্তি,	শ্রাবস্তী,	
shailee,	সেলি,	শৈলী,	
dubureer,	দুবুরীর,	ডুবুরির,	
karadondey,	কারাদন্ডে,	কারাদণ্ডে,	
ooporoshtho,	উপরস্থ,	উপরস্থ,	
difinishian,	ডিফিনিশন,	ডেফিনেশন,	
sumeetrar,	সুমিত্রার,	সুমিত্রার,	
attobishwasi,	আত্মবিশ্বাসী,	আত্মবিশ্বাসী,	
tokei,	তোকেই,	ত্বকেই,	
ritesh,	রিটেস,	রিতেশ,	
sidharther,	সিবার্থের,	সিদ্ধার্থের,	
saom,	সাম,	সাওম,	
matorom,	মাটরম,	মাতরম,	
zealand,	জিল্যান্ড,	জিল্যান্ড,	
bhabaaponno,	ভবাপন্ন,	ভাবাপন্ন,	
roomantic,	রোমান্টিক,	রোমান্টিক,	
sajja,	সাজ্জা,	সজ্জা,	
dharavahikti,	ধারাভাহিত্তি,	ধারাবাহিকটি,	
totokkhon,	ততক্ষণ,	ততক্ষন,	
laaisens,	লাইন্স,	লাইসেন্স,	
udbhabaney,	উদ্ভবনে,	উদ্ভাবনে,	
falasrutite,	ফলাসরুটিতে,	ফলশ্রুতিতে,	
dakteekiter,	দাকতিকিতের,	ডাকটিকিটের,	
mirakela,	মারাকেল,	মিরাকেল,	
preety,	প্রীতি,	প্রিটি,	
ekok,	এক,	একক,	
nirupito,	নিরূপিত,	নিরূপিত,	
puroheetder,	পুরোহিতদের,	পুরোহিতদের,	
nariikeyi,	নারীকেই,	নারীকেই,	
ganohotyar,	গণহহ্যতার,	গণহত্যার,	
naker,	নাকের,	নেকের,	
jeebonjapon,	জীবন্যাপন,	জীবনযাপন,	
sucharita,	সুচারিত,	সুচরিতা,	
abhidhaneec,	অভিধানিক,	অভিধানিক,	
laaishheshh,	লাইসেস,	লাইসেন্স,	
bildara,	বিলডার,	বিল্ডার,	
creshcent,	ক্রিস্টেন্ট,	ক্রিসেন্ট,	
kaatbey,	কাটবে,	কাটবে,	
phemale,	ফেমেল,	ফিমেল,	
gaje,	গজজে,	গেজ,	
nitikotha,	নীতিকথা,	নীতিকথা,	
uparzoner,	উপার্জনের,	উপার্জনের,	
bone,	বনন,	বনে,	
samanya,	সমান্য,	সামান্য,	
pachhen,	পাছেন,	পাচ্ছেন,	
arsie,	আর্সি,	আরসিএ,	
bhaisaha,	ভাইসহ,	ভাইসহ,	
falak,	ফলক,	ফলক,	
gosthyti,	গোষ্টিতি,	গোষ্ঠীটি,	
jonosomaj,	জনসমাজ,	জনসমাজ,	
alympic,	আলিম্পিক,	অলিম্পিক,	
muhurtati,	মুহুর্তিটি,	মুহুর্তটি,	
ustaad,	উষ্টাদ,	উস্তাদ,	
koilash,	কৈলাশ,	কৈলাস,	
swosti,	স্বস্তি,	স্বস্তি,	
jeeni,	জেনি,	যিনি,	
selinar,	সেলিনার,	সেলিনার,	
santaa,	সাঁটা,	সান্তা,	
chasee,	চাষী,	চেস,	
ieub,	ইউব,	আইইউবি,	
plusey,	প্লাসে,	প্লাসে,	
upobaashee,	উপবাসী,	উপবাসী,	
eshiyatika,	এসিয়াটিক,	এশিয়াটিক,	
bishod,	বিশদ,	বিষদ,	
dharmee,	ধর্মী,	ধর্মী,	
jotsna,	যত্ষা,	জ্যোৎস্না,	
arthonitir,	অর্থনীতির,	অর্থনীতির,	
muhommoder,	মুহম্মদের,	মুহম্মদের,	
dhyanostha,	ধ্যানস্থা,	ধ্যানস্থ,	
chhidropothe,	চিদ্রপথে,	ছিদ্রপথে,	
sahoocorzo,	সহারচ্্য,	সাহচর্য,	
chidropathe,	চিদ্রপথে,	ছিদ্রপথে,	
daroda,	দারদা,	দারদা,	
khuni,	খুনী,	খুনি,	
delivar,	ডেলিভার,	ডেলিভার,	
shajano,	সাজান,	সাজানো,	
uzbekistan,	উজবেকিস্তান,	উজবেকিস্তান,	
rubyo,	রব্য,	রুবিও,	
shiter,	শিটার,	শীতের,	
bitolser,	বিতলসের,	বিটলসের,	
lyaandeeng,	ল্যান্ডিং,	ল্যান্ডিং,	
parry,	প্যারি,	পেরি,	
utshahi,	উৎসাহী,	উৎসাহী,	
faaj,	ফাঁজ,	ফাজ,	
shaahaabiike,	সাহাবিকে,	সাহাবীকে,	
ustad,	উষ্টাড,	উস্তাদ,	
bishwaashshke,	বিশ্বাস্কে,	বিশ্বাসকে,	
gobhornorer,	গভর্নরের,	গভর্ণরের,	
seconde,	সেকেন্ডে,	সেকেন্ডে,	
samosher,	সমসের,	সমশের,	
bibhonno,	বিভন্ন,	বিভন্ন,	
bedke,	বেদকে,	বেদকে,	
shajanor,	সাজানোর,	সাজানোর,	
nirbachoker,	নির্বাচকের,	নির্বাচকের,	
shikarder,	শিকারদের,	শিকারদের,	
bandra,	বন্দ্র,	বন্দীরা,	
nationsh,	ন্যানন্স,	নেশনস,	
anchalsamuher,	অঞ্চুসমূলের,	অঞ্চলসমূহের,	
anchalo,	আঞ্চালো,	অঞ্চলও,	
brindaabane,	ব্রিন্ডবনে,	বৃন্দাবনে,	
pratijogitamulak,	প্রতিযোগিতামূলক,	প্রতিযোগীতামূলক,	
