vushi,	ভূষি,	ভুষি,	
shikkhakbrindo,	শিক্ষাবিন্দ,	শিক্ষকবৃন্দ,	
machti,	মাছটি,	মাছটি,	
siramiks,	সিরামিক্স,	সিরামিকস,	
tukrote,	টুকরোতে,	টুকরোতে,	
afzal,	আফজাল,	আফজল,	
chalesi,	চলেসি,	চলেছি,	
loukik,	লৌকিক,	লৌকিক,	
naobihar,	নবীহার,	নৌবিহার,	
byabaharkaree,	ব্যবহারকারি,	ব্যবহারকারী,	
addabaaj,	আদ্যাবাজ,	আড্ডাবাজ,	
obhijojon,	অভিযোজন,	অভিযোজন,	
roopdan,	রূপদান,	রুপদান,	
rathin,	রথিন,	রথীন,	
pouchhute,	পৌঁছুতে,	পৌঁছুতে,	
rajshri,	রাজস্রী,	রাজশ্রী,	
prachurzer,	প্রাচুর্যের,	প্রাচুর্যের,	
monzhostho,	মঞ্যস্থ,	মঞ্চস্থ,	
builder,	বিল্ডের,	বিল্ডার,	
anucheder,	অনুচেদের,	অনুচ্ছেদের,	
bishwash,	বিশ্বাস,	বিশ্বাস,	
plen,	প্লেন,	প্লেন,	
mitrao,	মিট্রোও,	মিত্রও,	
skirt,	সিকার্ট,	স্কার্ট,	
ghumata,	ঘুমাট,	ঘুমাতো,	
iunita,	ইউনিট,	ইউনিট,	
bandhubhaabaapanna,	বন্ধভাবাপন্ন,	বন্ধুভাবাপন্ন,	
akla,	অক্লা,	একলা,	
vogiroth,	ভগীরাথ,	ভগীরথ,	
juktorastrer,	যুক্তরাস্ট্রের,	যুক্তরাষ্ট্রের,	
reliance,	রেলিয়েন্স,	রিলায়েন্স,	
durbhagya,	দুর্ভাগ্য,	দূর্ভাগ্য,	
nochiketa,	নকিকেট,	নচিকেতা,	
daily,	ডেলি,	ডেইলি,	
qiuti,	কিউটি,	কিউটি,	
protijogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
steit,	স্টেট,	স্টেইট,	
upostheetir,	উপস্থিতির,	উপস্থিতির,	
patka,	পটকা,	পটকা,	
mangolik,	মঙ্গোলিক,	মাঙ্গলিক,	
tep,	টেপ,	ট্যাপ,	
chaaltaa,	চলতা,	চালতা,	
moofti,	মুফতি,	মুফতি,	
gosthi,	গোষ্ঠী,	গোষ্ঠী,	
veedanta,	বিদেন্ত,	বেদান্ত,	
hazarer,	হাজারের,	হাজারের,	
bedanta,	বেদান্ত,	বেদান্ত,	
artilleri,	অর্টিলারি,	আর্টিলারি,	
miley,	মিলে,	মাইলে,	
gitikabitar,	জীতিকাবিতার,	গীতিকবিতার,	
utsahe,	উৎসাহে,	উৎসাহে,	
karmokarer,	কর্মকারের,	কর্মকারের,	
sathik,	সাথিক,	সঠিক,	
seemaa,	সিমা,	সীমা,	
vogirath,	ভগীরাথ,	ভগীরথ,	
siropadharii,	শিরোপাধারী,	শিরোপাধারী,	
teemothy,	তিমথি,	টিমোথি,	
dharati,	ধারাটি,	ধারাটি,	
injeel,	এঞ্জেল,	ইঞ্জিল,	
karmakandeo,	কর্মকান্দেও,	কর্মকাণ্ডেও,	
abheedhanik,	আবিধানিক,	অভিধানিক,	
dhyaan,	ধ্বন,	ধ্যান,	
thaakeni,	থাকেনী,	থাকেনি,	
mahe,	মহে,	মাহে,	
mulor,	মুলর,	মুলোর,	
besinay,	বেশিনে,	বেসিনে,	
oncholeo,	অঞ্চলেও,	অঞ্চলেও,	
abhidhaanick,	আভিধানিক,	অভিধানিক,	
melborrone,	মেলবরণে,	মেলবোর্নে,	
ukeliptash,	উকেলিপ্টাস,	ইউক্যালিপ্টাস,	
oitijhyer,	ঐতিহ্যের,	ঐতিহ্যের,	
baffer,	বাফের,	বাফার,	
uparjon,	উপার্জন,	উপার্জন,	
rilayensa,	রিলেন্স,	রিলায়েন্স,	
swajaner,	স্বজনের,	স্বজনের,	
agamanke,	অগামানকে,	আগমনকে,	
porjotoker,	পর্যটিকের,	পর্যটকের,	
pacbar,	পাবাার,	পাঁচবার,	
sikhar,	শিখার,	শিকার,	
pattern,	পটযাটার্ন,	প্যাটার্ন,	
mukhamandoler,	মুখান্ডলের,	মুখমণ্ডলের,	
zuktorastreo,	যুক্তরাস্ট্রেও,	যুক্তরাষ্ট্রেও,	
vagadada,	ভাগাদা,	বাগদাদ,	
dhoorer,	ধরের,	ধরের,	
itastato,	ইতাস্তত,	ইতস্তত,	
hafez,	হাফেজ,	হাফেয,	
promotione,	প্রমোশনে,	প্রোমোশনে,	
abhidhanick,	আভিধানিক,	অভিধানিক,	
patiganiter,	পতিগানিতের,	পাটিগণিতের,	
prodan,	প্রদান,	প্রদাণ,	
baire,	বায়ের,	বাইরে,	
deil,	দিল,	ডেইল,	
khaambaa,	খাম্বা,	খাম্বা,	
sayanaida,	সায়ানাইড,	সায়ানাইড,	
institutioner,	ইন্সটিটিউনের,	ইনস্টিটিউশনের,	
gonona,	গণনা,	গননা,	
hepataitisa,	হাইপোটাইটিস,	হেপাটাইটিস,	
dharmantor,	ধর্মন্তর,	ধর্মান্তর,	
breq,	ব্রেক,	ব্রেক,	
aasirbaad,	আশীর্বাদ,	আশির্বাদ,	
qingdom,	কিংগ্যাম,	কিংডম,	
ancholtike,	আঞ্চলিকে,	অঞ্চলটিকে,	
akib,	একীব,	আকিব,	
paksenara,	পকক্সেনার,	পাকসেনারা,	
bikaargrasta,	বিকারগ্রস্ত,	বিকারগ্রস্ত,	
hoshein,	হোসেন,	হোসেইন,	
marqetim,	মার্কেটিং,	মার্কেটিং,	
transcom,	ট্রান্সকম,	ট্রান্সকম,	
dhrubaker,	ধ্রুবকের,	ধ্রুবকের,	
khilafot,	খিলাফত,	খিলাফত,	
shivraj,	শিবরাজ,	শিবরাজ,	
otiteo,	অতীতেও,	অতীতেও,	
drishyoi,	দৃশ্যই,	দৃশ্যই,	
taunashhipa,	টাউনশিপ,	টাউনশিপ,	
sossar,	সসার,	সকার,	
jatota,	যতটা,	যতোটা,	
dharavahiker,	ধারাধিকের,	ধারাবাহিকের,	
deool,	ডিউল,	দেউল,	
kaaleo,	কালেও,	কালেও,	
model,	মদেল,	মডেল,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
rupart,	রিপার্ট,	রুপার্ট,	
jilyand,	জিল্যান্ড,	জিল্যান্ড,	
sangkalanti,	সংকলানটি,	সংকলনটি,	
jandrel,	জন্ড্রেল,	জাঁদরেল,	
sangasthaner,	সংস্থানের,	সংস্থানের,	
jathan,	যথন,	যথন,	
eemarjeensi,	এমারজেন্সি,	এমার্জেন্সি,	
apachesta,	অপচেষ্ট,	অপচেষ্টা,	
riphleeksa,	রাইফেল্স,	রিফ্লেক্স,	
tinhazar,	তিনহাজার,	তিনহাজার,	
bamoni,	বামনী,	বামনী,	
sarboshaktimaan,	সর্বসিক্তমণ,	সর্বশক্তিমান,	
drishyagulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
kota,	কোট,	কোটা,	
horidware,	হরিদ্বারে,	হরিদ্বারে,	
jacker,	জ্যাকের,	জ্যাকের,	
dharabhashyakar,	ধারাভাষ্যকর,	ধারাভাষ্যকার,	
aziz,	আজি,	আজিজ,	
saarbharer,	সারভারের,	সার্ভারের,	
bhalobass,	ভালবাস,	ভালোবাসা,	
footballerder,	ফুটলবলেরদের,	ফুটবলারদের,	
tribhuj,	ত্রিভুজ,	ত্রিভূজ,	
orohan,	অরোহান,	ওরহান,	
aachees,	আচিশ,	আছিস,	
poshchate,	পশ্চাতে,	পশ্চাতে,	
amorendra,	অমরেন্দ্র,	অমরেন্দ্র,	
adhyatmik,	আধ্যাত্মিক,	আধ্যাত্মিক,	
engineersh,	এনিজার্স,	ইঞ্জিনিয়ার্স,	
jomjomat,	যম্জমত,	জমজমাট,	
uponishoder,	উপনিশদের,	উপনিষদের,	
quoota,	কোউট,	কোটা,	
bolvodro,	বলভদ্র,	বলভদ্র,	
queery,	কেউরি,	কোয়েরি,	
sahojlovyotar,	সাহাজ্লবাতার,	সহজলভ্যতার,	
upostheet,	উপস্থিত,	উপস্থিত,	
letterey,	ল্যাটারে,	লেটারে,	
lesensim,	লেসেস্িিং,	লাইসেন্সিং,	
estoniya,	এস্টোনিয়া,	এস্তোনিয়া,	
azadir,	আজাদীর,	আজাদীর,	
shima,	সিমা,	সীমা,	
jathon,	যথন,	যথন,	
kooda,	কোড,	কোডা,	
udbodhaner,	উদ্ধবানের,	উদ্বোধনের,	
potcheetrer,	পটচিত্রের,	পটচিত্রের,	
sahojlabhbhotar,	সহজ্লভাত্মার,	সহজলভ্যতার,	
cs,	সিএস,	সিএস,	
jonosomaj,	জনসমাজ,	জনসমাজ,	
juktorastreo,	যুক্তরাস্ট্রেও,	যুক্তরাষ্ট্রেও,	
gatre,	গেত্রে,	গাত্রে,	
chatoke,	চটকে,	ছাতকে,	
nagorikderke,	নগরিকদেরকে,	নাগরিকদেরকে,	
ekpashe,	একপাশে,	একপাশে,	
plusey,	প্লাসে,	প্লাসে,	
shikkhagata,	শিক্ষাগত,	শিক্ষাগত,	
naitik,	নৈতিক,	নৈতিক,	
rupert,	রিপার্ট,	রুপার্ট,	
mukhobandho,	মুখবন্ধ,	মুখবন্ধ,	
jonsha,	জনসা,	জোন্স,	
rejidensh,	রেজিডেন্স,	রেসিডেন্স,	
phareqsa,	ফরেক্স,	ফরেক্স,	
kuary,	ক্যারি,	কোয়েরি,	
gaadha,	গাধ,	গাধা,	
karater,	কারাতের,	কারাতের,	
homasa,	হোমাস,	হোমস,	
melborroner,	মেলবরণের,	মেলবোর্নের,	
fase,	ফেস,	ফাঁসে,	
shashoto,	শাসত,	শাশ্বত,	
pujito,	পূজিত,	পুজিত,	
tarun,	তরুন,	তরুন,	
gandhio,	গন্ধিও,	গান্ধীও,	
songrahok,	সংগ্রহক,	সংগ্রাহক,	
charjito,	চর্জিত,	চার্জিত,	
asovyo,	অসভ্য,	অসভ্য,	
kindama,	কিন্দমা,	কিংডম,	
grambasio,	গ্রামবাসিও,	গ্রামবাসীও,	
shikarer,	শিকারের,	শিকারের,	
rubidiyam,	রুবিডিয়াম,	রুবিডিয়াম,	
arthonitite,	অর্থনীতিতে,	অর্থনীতিতে,	
adhyatmikata,	অধ্যাত্মীকতা,	আধ্যাত্মিকতা,	
alpokichudin,	অল্পকিছুদ্দিন,	অল্পকিছুদিন,	
tanteera,	তান্টিরা,	তাঁতিরা,	
bhadaka,	ভাদাকা,	ভদকা,	
porichhonnota,	পরিচ্ছননতা,	পরিচ্ছন্নতা,	
jammu,	জামু,	জম্মু,	
behramporer,	বাহ্রমপরের,	বহরমপুরের,	
shikkhagato,	শিক্ষাগত,	শিক্ষাগত,	
chaalabi,	চালাবি,	চালাবে,	
dhorer,	ধরের,	ধরের,	
bisringkhola,	বিশৃংখলা,	বিশৃঙ্খলা,	
lumbinee,	লুম্বিনী,	লুম্বিনী,	
toder,	তদের,	তদের,	
nirvaha,	নির্বাহ,	নির্বাহ,	
jonee,	যোনি,	জনি,	
tap,	টাপ,	ট্যাপ,	
gaichhe,	গৈছে,	গাইছে,	
boudher,	বৌধের,	বৌদ্ধের,	
karo,	কারও,	কারো,	
kara,	কারা,	কর,	
azaadeer,	আজাদীর,	আজাদীর,	
welaqama,	বেলকমা,	ওয়েলকাম,	
nirapottamulak,	নিরাপত্যমালক,	নিরাপত্তামূলক,	
reshidensha,	রেসিডেন্স,	রেসিডেন্স,	
kings,	কিংস,	কিংস,	
jaistho,	জৈষ্ঠ্য,	জ্যৈষ্ঠ,	
estooniya,	এস্টোনিয়া,	এস্তোনিয়া,	
gorur,	গরুর,	গরুর,	
prasadhoni,	প্রসাধনী,	প্রসাধনী,	
pratijogira,	প্রতিযোগীরা,	প্রতিযোগীরা,	
hamburgey,	হাম্বার্গে,	হামবুর্গে,	
myari,	ম্যারি,	ম্যারি,	
abul,	আবুল,	আবুল,	
jameser,	জেমেসের,	জেমসের,	
ministerer,	মিনিস্টারের,	মিনিস্টারের,	
mukhyo,	মূখ্য,	মুখ্য,	
hoonayin,	হোনাইন,	হুনাইন,	
ghaghat,	ঘঘাত,	ঘাঘট,	
teemur,	টিমুর,	তিমুর,	
naajee,	নাজি,	নাত্সি,	
bheenasa,	ভীনস,	ভেনাস,	
muchi,	মুছি,	মুচি,	
dhaleshorii,	ধলেশরি,	ধলেশ্বরী,	
onker,	অঙ্কের,	ওঙ্কার,	
shaaroker,	সারকের,	স্মারকের,	
vaabnake,	ভাবনাকে,	ভাবনাকে,	
dholeshori,	ধলেশরি,	ধলেশ্বরী,	
streegan,	স্ত্রীগণ,	স্ত্রীগণ,	
moomtajer,	মুমাজের,	মুমতাজের,	
